00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa192e93ba (__TEXT,__text) non-external (was a private external) _BitSetGetSizeInBits
00007ffa192e9576 (__TEXT,__text) non-external (was a private external) _BitSetLastSetBit
00007ffa192e90c0 (__TEXT,__text) non-external (was a private external) _BitSetNew
00007ffa192e9140 (__TEXT,__text) non-external (was a private external) _BitSetNewWithAllocator
00007ffa192e9521 (__TEXT,__text) non-external (was a private external) _BitSetNextSetBit
00007ffa192e95cf (__TEXT,__text) non-external (was a private external) _BitSetOr
00007ffa192e96ff (__TEXT,__text) non-external (was a private external) _BitSetOrEquals
00007ffa192e9583 (__TEXT,__text) non-external (was a private external) _BitSetPreviousSetBit
00007ffa192e93fb (__TEXT,__text) non-external (was a private external) _BitSetSetEquals
00007ffa192e9469 (__TEXT,__text) non-external (was a private external) _BitSetSetRangeEquals
00007ffa192e9214 (__TEXT,__text) non-external (was a private external) _BitSetSetRangeEqualsInternal
00007ffa192e94a9 (__TEXT,__text) non-external (was a private external) _BitSetSetSizeEquals
00007ffa192f4296 (__TEXT,__text) non-external (was a private external) _BlockAdd
00007ffa192f4bfe (__TEXT,__text) non-external (was a private external) _BlockAddSuccessor
00007ffa192f4361 (__TEXT,__text) non-external (was a private external) _BlockFree
00007ffa192f4670 (__TEXT,__text) non-external (was a private external) _Blockify
00007ffa192f4c73 (__TEXT,__text) non-external (was a private external) _BlocksFree
00007ffa192f1690 (__TEXT,__text) non-external (was a private external) _BuildGenKill
00007ffa192f18f5 (__TEXT,__text) non-external (was a private external) _BuildInterferenceSets
00007ffa192f17fb (__TEXT,__text) non-external (was a private external) _BuildLiveOut
                 (undefined) external _CC_SHA1 (from libSystem)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetMainBundle (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
00007ffa19299405 (__TEXT,__text) non-external _CPPelse
00007ffa19299655 (__TEXT,__text) non-external _CPPif
00007ffa19299715 (__TEXT,__text) non-external _CPPifdef
00007ffa1929984a (__TEXT,__text) non-external _CPPinclude
00007ffa192fe1d6 (__TEXT,__text) non-external _CheckRemoveAvailableCopyTable
00007ffa192fc746 (__TEXT,__text) non-external _ClearDestedOpRegisters
00007ffa192fe195 (__TEXT,__text) non-external _ClearJumpTable
00007ffa192fc6e8 (__TEXT,__text) non-external _ClearRegisterState
00007ffa192fa381 (__TEXT,__text) non-external (was a private external) _ConstantPropagateFold
00007ffa192f2240 (__TEXT,__text) non-external (was a private external) _DeadCodeEliminationSimple
00007ffa192fa654 (__TEXT,__text) non-external (was a private external) _DecomposeMatrixOps
00007ffa192f6030 (__TEXT,__text) non-external (was a private external) _DetectConstantLoopsSimple
00007ffa19280a0c (__TEXT,__text) non-external (was a private external) _DstSwizzleMask
00007ffa192f7c25 (__TEXT,__text) non-external _EmulateOp
00007ffa192fc6a8 (__TEXT,__text) non-external _EmulationContext_PopRegisters
00007ffa192fc66c (__TEXT,__text) non-external _EmulationContext_PushRegisters
00007ffa19297fdd (__TEXT,__text) non-external _FindHashLoc
00007ffa192fe48b (__TEXT,__text) non-external _FindMatchingAvailableCopy
00007ffa1927f230 (__TEXT,__text) non-external (was a private external) _FinishType
00007ffa192f4f24 (__TEXT,__text) non-external (was a private external) _FlattenIf
00007ffa192f4d88 (__TEXT,__text) non-external (was a private external) _FlattenIfs
00007ffa19297f74 (__TEXT,__text) non-external (was a private external) _FreeAtomTable
00007ffa19298322 (__TEXT,__text) non-external (was a private external) _FreeCPP
00007ffa1929aa07 (__TEXT,__text) non-external (was a private external) _FreeScanner
00007ffa191b0bc8 (__TEXT,__text) non-external _GLDAttribBindingForPPStreamToken
00007ffa191b5ede (__TEXT,__text) non-external _GLDAttribBindingsAddAttribBinding
00007ffa41727ee0 (__DATA_CONST,__const) non-external (was a private external) _GLP_BI_INDEX
00007ffa19320270 (__TEXT,__const) non-external (was a private external) _GLP_BI_INDEX_COUNT
00007ffa437f8658 (__DATA,__data) non-external (was a private external) _GLP_MALLOC_ALLOCATOR
00007ffa1931fac0 (__TEXT,__const) non-external _GLP_MATRIX_TYPES
00007ffa41729f20 (__DATA_CONST,__const) non-external (was a private external) _GLP_PRIMITIVE_TYPES
00007ffa19320280 (__TEXT,__const) non-external (was a private external) _GLP_PRIMITIVE_TYPE_ARRAY
00007ffa1931fa70 (__TEXT,__const) non-external _GLP_VECTOR_TYPES
00007ffa19297c1c (__TEXT,__text) non-external (was a private external) _GetAtomString
00007ffa192f7100 (__TEXT,__text) non-external _GetOpRegs
00007ffa192f4b84 (__TEXT,__text) non-external _GetOrAddBlock
00007ffa192fa5fa (__TEXT,__text) non-external _GetRegChunk
00007ffa192f33ec (__TEXT,__text) non-external _GetRegister
00007ffa192fc5d6 (__TEXT,__text) non-external _GetRegisterIndicies
00007ffa192f5f25 (__TEXT,__text) non-external _GetRegisterTypeInfo
00007ffa19297c6e (__TEXT,__text) non-external (was a private external) _GetReversedAtom
00007ffa192fe410 (__TEXT,__text) non-external _GetStreamArray
00007ffa19297f60 (__TEXT,__text) non-external (was a private external) _GetStringOfAtom
00007ffa19297dd4 (__TEXT,__text) non-external _GrowAtomTable
00007ffa437f8610 (__DATA,__data) non-external (was a private external) _HT_PRIMES
00007ffa192f1162 (__TEXT,__text) non-external (was a private external) _HashSetAdd
00007ffa192f1102 (__TEXT,__text) non-external (was a private external) _HashSetFree
00007ffa192f124b (__TEXT,__text) non-external (was a private external) _HashSetGet
00007ffa192f1372 (__TEXT,__text) non-external (was a private external) _HashSetIteratorNext
00007ffa192f1361 (__TEXT,__text) non-external (was a private external) _HashSetIteratorSetup
00007ffa192f1047 (__TEXT,__text) non-external (was a private external) _HashSetNew
00007ffa192f12d0 (__TEXT,__text) non-external (was a private external) _HashSetRemove
00007ffa192f14b6 (__TEXT,__text) non-external (was a private external) _HashTableAdd
00007ffa192f1420 (__TEXT,__text) non-external (was a private external) _HashTableFree
00007ffa192f15fc (__TEXT,__text) non-external (was a private external) _HashTableGet
00007ffa192f13d8 (__TEXT,__text) non-external (was a private external) _HashTableNew
                 (undefined) external _IOSurfaceGetBaseAddressOfPlane (from IOSurface)
                 (undefined) external _IOSurfaceGetBytesPerRowOfPlane (from IOSurface)
                 (undefined) external _IOSurfaceGetSeedOfPlane (from IOSurface)
                 (undefined) external _IOSurfaceLockPlane (from IOSurface)
                 (undefined) external _IOSurfaceUnlockPlane (from IOSurface)
00007ffa19297c88 (__TEXT,__text) non-external (was a private external) _InitAtomTable
00007ffa19298148 (__TEXT,__text) non-external (was a private external) _InitCPP
00007ffa1927f271 (__TEXT,__text) non-external (was a private external) _InitReg
00007ffa1929a9bc (__TEXT,__text) non-external (was a private external) _InitScanner
00007ffa192f3998 (__TEXT,__text) non-external (was a private external) _InstructionAdd
00007ffa192f4268 (__TEXT,__text) non-external (was a private external) _InstructionFree
00007ffa192f3a5f (__TEXT,__text) non-external _InstructionInitSourcesTargets
00007ffa192f71fd (__TEXT,__text) non-external _IsBadUsage
00007ffa19280bb4 (__TEXT,__text) non-external (was a private external) _Load
00007ffa192979e0 (__TEXT,__text) non-external (was a private external) _LookUpAddString
00007ffa19297a8f (__TEXT,__text) non-external _LookUpAddStringHash
00007ffa1929c837 (__TEXT,__text) non-external (was a private external) _LookUpLocalSymbol
00007ffa1929c89c (__TEXT,__text) non-external (was a private external) _LookUpSymbol
00007ffa19299abb (__TEXT,__text) non-external (was a private external) _MacroExpand
00007ffa1929d0bc (__TEXT,__text) non-external (was a private external) _MatchNextToken
00007ffa1929c69c (__TEXT,__text) non-external (was a private external) _NewScopeInPool
00007ffa1929c8e8 (__TEXT,__text) non-external (was a private external) _NewTokenStream
00007ffa41725f50 (__DATA_CONST,__const) non-external (was a private external) _OpsList_ARBfp10
00007ffa41725bf0 (__DATA_CONST,__const) non-external (was a private external) _OpsList_ARBvp10
00007ffa41726170 (__DATA_CONST,__const) non-external (was a private external) _OpsList_NVfp10
00007ffa417262b0 (__DATA_CONST,__const) non-external (was a private external) _OpsList_NVfp20
00007ffa41725db0 (__DATA_CONST,__const) non-external (was a private external) _OpsList_NVvp20
00007ffa41725eb0 (__DATA_CONST,__const) non-external (was a private external) _OpsList_NVvp30
00007ffa417263b0 (__DATA_CONST,__const) non-external (was a private external) _OpsList_fpSpecial
00007ffa41725f20 (__DATA_CONST,__const) non-external (was a private external) _OpsList_vpSpecial
00007ffa191ac22a (__TEXT,__text) external _PPParserAttachLLVMIR
00007ffa191abff1 (__TEXT,__text) external _PPParserAttachStream
00007ffa191abe75 (__TEXT,__text) external _PPParserAttachString
00007ffa191b501f (__TEXT,__text) external _PPParserBuildErrorString
00007ffa191abd92 (__TEXT,__text) external _PPParserCreate
00007ffa191ac8be (__TEXT,__text) non-external (was a private external) _PPParserDeclareNVAddressRegisters
00007ffa191b3a82 (__TEXT,__text) non-external (was a private external) _PPParserExpandMacro
00007ffa191abf42 (__TEXT,__text) external _PPParserFree
00007ffa191ac5e7 (__TEXT,__text) non-external (was a private external) _PPParserGetCharacter
00007ffa191b5ebd (__TEXT,__text) external _PPParserGetErrorString
00007ffa191b5ed4 (__TEXT,__text) external _PPParserGetImageUnitsUsed
00007ffa191ac8fd (__TEXT,__text) non-external (was a private external) _PPParserGetInteger
00007ffa191b5e72 (__TEXT,__text) external _PPParserGetLimits
00007ffa191b5eb0 (__TEXT,__text) external _PPParserGetOptions
00007ffa191ac69b (__TEXT,__text) non-external (was a private external) _PPParserGetPart
00007ffa191ac99a (__TEXT,__text) non-external (was a private external) _PPParserGetScalars
00007ffa191b5eca (__TEXT,__text) external _PPParserGetStream
00007ffa191aae64 (__TEXT,__text) non-external (was a private external) _PPParserIdentifierCreate
00007ffa191aae8e (__TEXT,__text) non-external (was a private external) _PPParserIdentifierCreateFromIdentifier
00007ffa191aaf46 (__TEXT,__text) non-external (was a private external) _PPParserIdentifierFree
00007ffa191aaed6 (__TEXT,__text) non-external (was a private external) _PPParserIdentifierSetName
00007ffa191b512d (__TEXT,__text) non-external _PPParserInherit
00007ffa191abdec (__TEXT,__text) external _PPParserInit
00007ffa191b5fb2 (__TEXT,__text) non-external _PPParserLabelsAddLabel
00007ffa191abfb9 (__TEXT,__text) non-external _PPParserLabelsFree
00007ffa191aaae0 (__TEXT,__text) non-external (was a private external) _PPParserMacroCreate
00007ffa191aaaff (__TEXT,__text) non-external (was a private external) _PPParserMacroCreateFromMacro
00007ffa191aac66 (__TEXT,__text) non-external (was a private external) _PPParserMacroFree
00007ffa191aad2c (__TEXT,__text) non-external (was a private external) _PPParserMacroGetReplaceString
00007ffa191aabf5 (__TEXT,__text) non-external (was a private external) _PPParserMacroSetParamString
00007ffa191aabc5 (__TEXT,__text) non-external (was a private external) _PPParserMacroSetParamStringsCount
00007ffa191aacc5 (__TEXT,__text) non-external (was a private external) _PPParserMacroSetSearchString
00007ffa191b5f5c (__TEXT,__text) non-external _PPParserOutputBindingsAddOutputBinding
00007ffa191b3e7f (__TEXT,__text) external _PPParserParse
00007ffa191ad698 (__TEXT,__text) non-external (was a private external) _PPParserParseAddressDeclaration
00007ffa191b19e2 (__TEXT,__text) non-external (was a private external) _PPParserParseAddressDestination
00007ffa191b2cdc (__TEXT,__text) non-external (was a private external) _PPParserParseAddressSourceVar
00007ffa191b38cd (__TEXT,__text) non-external (was a private external) _PPParserParseAliasDeclaration
00007ffa191ad144 (__TEXT,__text) non-external (was a private external) _PPParserParseArray
00007ffa191afffe (__TEXT,__text) non-external (was a private external) _PPParserParseAttributeBinding
00007ffa191b0c1a (__TEXT,__text) non-external (was a private external) _PPParserParseAttributeDeclaration
00007ffa191ad048 (__TEXT,__text) non-external (was a private external) _PPParserParseBlock
00007ffa191b1b50 (__TEXT,__text) non-external (was a private external) _PPParserParseBranchCondition
00007ffa191ad1fb (__TEXT,__text) non-external (was a private external) _PPParserParseDefaultArray
00007ffa191b1eac (__TEXT,__text) non-external (was a private external) _PPParserParseDestination
00007ffa191b1533 (__TEXT,__text) non-external (was a private external) _PPParserParseDestinationMask
00007ffa191b5de4 (__TEXT,__text) non-external (was a private external) _PPParserParseEnd
00007ffa191ad3fe (__TEXT,__text) non-external (was a private external) _PPParserParseIndirectArray
00007ffa191b1876 (__TEXT,__text) non-external (was a private external) _PPParserParseLabel
00007ffa191b35ec (__TEXT,__text) non-external (was a private external) _PPParserParseMacroDeclaration
00007ffa191b2d84 (__TEXT,__text) non-external (was a private external) _PPParserParseOperation
00007ffa191b5283 (__TEXT,__text) non-external (was a private external) _PPParserParseOption
00007ffa191aca9a (__TEXT,__text) non-external (was a private external) _PPParserParseOptionIdentifier
00007ffa191b0d5d (__TEXT,__text) non-external (was a private external) _PPParserParseOutputBinding
00007ffa191b1403 (__TEXT,__text) non-external (was a private external) _PPParserParseOutputDeclaration
00007ffa191adf6a (__TEXT,__text) non-external (was a private external) _PPParserParseParamBinding
00007ffa191afe74 (__TEXT,__text) non-external (was a private external) _PPParserParseParameterDeclaration
00007ffa191ad2e1 (__TEXT,__text) non-external (was a private external) _PPParserParseRangeArray
00007ffa191b16b0 (__TEXT,__text) non-external (was a private external) _PPParserParseSourceSwizzle
00007ffa191b227b (__TEXT,__text) non-external (was a private external) _PPParserParseSourceVar
00007ffa191b5340 (__TEXT,__text) non-external (was a private external) _PPParserParseStatement
00007ffa191b2728 (__TEXT,__text) non-external (was a private external) _PPParserParseSwizzleCode
00007ffa191b25d3 (__TEXT,__text) non-external (was a private external) _PPParserParseSwizzleSourceVar
00007ffa191add70 (__TEXT,__text) non-external (was a private external) _PPParserParseTempDeclaration
00007ffa191b29d0 (__TEXT,__text) non-external (was a private external) _PPParserParseTextureSourceVar
00007ffa191b51a7 (__TEXT,__text) non-external (was a private external) _PPParserParseVersion
00007ffa191ab191 (__TEXT,__text) non-external (was a private external) _PPParserPreprocessString
00007ffa191abe37 (__TEXT,__text) non-external (was a private external) _PPParserRemoveScope
00007ffa191ac644 (__TEXT,__text) non-external (was a private external) _PPParserReturnCharacter
00007ffa191ac85a (__TEXT,__text) non-external (was a private external) _PPParserReturnPart
00007ffa191abc1c (__TEXT,__text) non-external (was a private external) _PPParserScopeAddIdentifier
00007ffa191aaf6a (__TEXT,__text) non-external (was a private external) _PPParserScopeCreate
00007ffa191abb7a (__TEXT,__text) non-external (was a private external) _PPParserScopeCreateFromScope
00007ffa191abd1f (__TEXT,__text) non-external (was a private external) _PPParserScopeFindIdentifier
00007ffa191abd58 (__TEXT,__text) non-external (was a private external) _PPParserScopeFindMacro
00007ffa191abc67 (__TEXT,__text) non-external (was a private external) _PPParserScopeFree
00007ffa191abca4 (__TEXT,__text) non-external (was a private external) _PPParserScopeRemoveIdentifier
00007ffa191abce1 (__TEXT,__text) non-external (was a private external) _PPParserScopeRemoveMacro
00007ffa191b5e7f (__TEXT,__text) external _PPParserSetLimits
00007ffa191b5e65 (__TEXT,__text) external _PPParserSetPrefs
00007ffa191abdf2 (__TEXT,__text) non-external (was a private external) _PPParserShutdown
00007ffa191ad7f0 (__TEXT,__text) non-external _PPParserValidateName
00007ffa192ea2cd (__TEXT,__text) external _PPStreamAddAddressUsage
00007ffa192ea3f1 (__TEXT,__text) external _PPStreamAddAttribBinding
00007ffa192ea8d3 (__TEXT,__text) external _PPStreamAddConstant
00007ffa192ea7fd (__TEXT,__text) external _PPStreamAddLabel
00007ffa192ea517 (__TEXT,__text) external _PPStreamAddOperation
00007ffa192ea99a (__TEXT,__text) external _PPStreamAddOption
00007ffa192ea453 (__TEXT,__text) external _PPStreamAddOutputBinding
00007ffa192ea32d (__TEXT,__text) external _PPStreamAddParamBinding
00007ffa192ea38f (__TEXT,__text) external _PPStreamAddParamBindingArray
00007ffa192ea938 (__TEXT,__text) external _PPStreamAddRasterOp
00007ffa192ea08a (__TEXT,__text) non-external (was a private external) _PPStreamAddReqs0
00007ffa192ea0e8 (__TEXT,__text) non-external (was a private external) _PPStreamAddReqs1
00007ffa192ea209 (__TEXT,__text) external _PPStreamAddTempUsage
00007ffa192ea26b (__TEXT,__text) external _PPStreamAddTempUsageArray
00007ffa192ea4b5 (__TEXT,__text) external _PPStreamAddTexImage
00007ffa192eb545 (__TEXT,__text) external _PPStreamAttachStream
00007ffa192e97e1 (__TEXT,__text) external _PPStreamAttribBindingIsEqual
00007ffa192ebccc (__TEXT,__text) non-external (was a private external) _PPStreamChangeBranchTargets
00007ffa192e98cc (__TEXT,__text) non-external (was a private external) _PPStreamChunkCompare
00007ffa192ea1eb (__TEXT,__text) non-external _PPStreamChunkCreate
00007ffa192e9803 (__TEXT,__text) non-external (was a private external) _PPStreamChunkGetStream
00007ffa192e9ad8 (__TEXT,__text) external _PPStreamChunkListAddChunk
00007ffa192e9dbb (__TEXT,__text) non-external (was a private external) _PPStreamChunkListChunkAtIndex
00007ffa192e9e4c (__TEXT,__text) non-external (was a private external) _PPStreamChunkListCompare
00007ffa192e9990 (__TEXT,__text) external _PPStreamChunkListCreate
00007ffa192e99af (__TEXT,__text) external _PPStreamChunkListCreateFromChunkList
00007ffa192e9b0d (__TEXT,__text) non-external (was a private external) _PPStreamChunkListFree
00007ffa192e9ea3 (__TEXT,__text) external _PPStreamChunkListGetNextIndex
00007ffa192e9cc1 (__TEXT,__text) external _PPStreamChunkListGetStream
00007ffa192e9ba6 (__TEXT,__text) non-external (was a private external) _PPStreamChunkListInsertChunkAfterChunk
00007ffa192e9b46 (__TEXT,__text) non-external (was a private external) _PPStreamChunkListInsertChunkBeforeChunk
00007ffa192e9bf7 (__TEXT,__text) external _PPStreamChunkListRemoveChunk
00007ffa192e9c39 (__TEXT,__text) external _PPStreamChunkListSort
00007ffa192ebb74 (__TEXT,__text) external _PPStreamCompare
00007ffa192e9fa8 (__TEXT,__text) external _PPStreamCreate
00007ffa192ea14a (__TEXT,__text) external _PPStreamFree
00007ffa192ea9fb (__TEXT,__text) external _PPStreamGetStream
00007ffa192eb520 (__TEXT,__text) external _PPStreamGetTexOperationCount
00007ffa192ea6fe (__TEXT,__text) non-external (was a private external) _PPStreamInsertOperationAfterChunk
00007ffa192ea5f5 (__TEXT,__text) non-external (was a private external) _PPStreamInsertOperationBeforeChunk
00007ffa192e97f2 (__TEXT,__text) external _PPStreamOutputBindingIsEqual
00007ffa192ebd6f (__TEXT,__text) non-external (was a private external) _PPStreamPackIndices
00007ffa192e97d0 (__TEXT,__text) external _PPStreamParamBindingIsEqual
00007ffa192ea891 (__TEXT,__text) non-external (was a private external) _PPStreamRemoveLabelsAtOperationIndex
00007ffa192ec420 (__TEXT,__text) non-external (was a private external) _PPStreamRemoveOperation
00007ffa192ec304 (__TEXT,__text) non-external (was a private external) _PPStreamResolveBranches
00007ffa191b75ad (__TEXT,__text) external _PPStreamTokenAddBlockInfo
00007ffa191b8250 (__TEXT,__text) external _PPStreamTokenAddRasterOps
00007ffa192eb3fc (__TEXT,__text) non-external (was a private external) _PPStreamTokenAddRasterRequirements
00007ffa192ead6c (__TEXT,__text) non-external (was a private external) _PPStreamTokenAddRequirements
00007ffa191b8401 (__TEXT,__text) external _PPStreamTokenAddTexImages
00007ffa191b8380 (__TEXT,__text) external _PPStreamTokenAddTexUnitInfo
00007ffa192eb501 (__TEXT,__text) external _PPStreamTokenAlloc
00007ffa191b8775 (__TEXT,__text) external _PPStreamTokenConvertAttribBindings
00007ffa191b8b22 (__TEXT,__text) external _PPStreamTokenConvertOutputBindings
00007ffa191b897b (__TEXT,__text) external _PPStreamTokenConvertParamBindings
00007ffa191b8a6c (__TEXT,__text) external _PPStreamTokenConvertParamBindingsToGeneric
00007ffa192eb516 (__TEXT,__text) external _PPStreamTokenFree
00007ffa191b7581 (__TEXT,__text) external _PPStreamTokenGetProgramOptions
00007ffa191b7530 (__TEXT,__text) external _PPStreamTokenIsTrivialPassThrough
00007ffa1931e6c0 (__TEXT,__const) non-external _PPStreamTokenIsTrivialPassThrough.ARBFP
00007ffa1931e780 (__TEXT,__const) non-external _PPStreamTokenIsTrivialPassThrough.GLSL1
00007ffa1931e850 (__TEXT,__const) non-external _PPStreamTokenIsTrivialPassThrough.GLSL2
00007ffa417267a0 (__DATA_CONST,__const) non-external _PPStreamTokenIsTrivialPassThrough.streams
00007ffa191b8c0f (__TEXT,__text) external _PPStreamTokenValidateOptions
00007ffa41727700 (__DATA_CONST,__const) non-external _PROMOTIONS
00007ffa1931fdf0 (__TEXT,__const) non-external _PROMOTIONS_110
00007ffa1931fe00 (__TEXT,__const) non-external _PROMOTIONS_120
00007ffa1931fe40 (__TEXT,__const) non-external _PROMOTIONS_400
00007ffa1931fe10 (__TEXT,__const) non-external _PROMOTIONS_FP64
00007ffa192f4d53 (__TEXT,__text) non-external (was a private external) _ProgramFree
00007ffa192f4cc6 (__TEXT,__text) non-external (was a private external) _ProgramNew
00007ffa1929d16f (__TEXT,__text) non-external (was a private external) _ReadFromTokenStream
00007ffa1929cb63 (__TEXT,__text) non-external (was a private external) _ReadToken
00007ffa192fdfd6 (__TEXT,__text) non-external _RecordFunctionCall
00007ffa1929ca32 (__TEXT,__text) non-external (was a private external) _RecordToken
00007ffa192f38b7 (__TEXT,__text) non-external (was a private external) _RegisterAdd
00007ffa192f3847 (__TEXT,__text) non-external (was a private external) _RegisterCanMerge
00007ffa192f1dd7 (__TEXT,__text) non-external (was a private external) _RegisterVectorCanMerge
00007ffa192f1d72 (__TEXT,__text) non-external (was a private external) _RegisterVectorIsFixed
00007ffa192f4461 (__TEXT,__text) non-external (was a private external) _Registerify
00007ffa192f3468 (__TEXT,__text) non-external (was a private external) _RegistersCleanup
00007ffa192f4611 (__TEXT,__text) non-external (was a private external) _RegistersFree
00007ffa192f4414 (__TEXT,__text) non-external (was a private external) _RegistersInitialize
00007ffa192f1ab4 (__TEXT,__text) non-external (was a private external) _RegistersMerge
00007ffa192f1e3f (__TEXT,__text) non-external (was a private external) _RegistersReInterfere
00007ffa192f1eba (__TEXT,__text) non-external (was a private external) _RegistersReplace
00007ffa192fa0a3 (__TEXT,__text) non-external (was a private external) _RepifyConstantLoopSimple
00007ffa191b5f28 (__TEXT,__text) non-external _ResizeGLDAttribBindings
00007ffa1929cb49 (__TEXT,__text) non-external (was a private external) _RewindTokenStream
00007ffa1929bbae (__TEXT,__text) non-external (was a private external) _ScanFromIncludeString
00007ffa1929bd44 (__TEXT,__text) non-external (was a private external) _ScanFromSimpleString
00007ffa1929aa40 (__TEXT,__text) non-external (was a private external) _ScanFromString
00007ffa1929bec5 (__TEXT,__text) non-external (was a private external) _ScanFromTokenPastedString
00007ffa19280adb (__TEXT,__text) non-external (was a private external) _SetAddressRegister
00007ffa1928e4b2 (__TEXT,__text) external _ShAttributeBindingRequest
00007ffa1928e41d (__TEXT,__text) external _ShCleanup
00007ffa1928de64 (__TEXT,__text) external _ShCompile
00007ffa1928da9f (__TEXT,__text) external _ShConstructCompiler
00007ffa1928db24 (__TEXT,__text) external _ShConstructLinker
00007ffa1928dbe5 (__TEXT,__text) external _ShDestruct
00007ffa1928de59 (__TEXT,__text) external _ShFinalize
00007ffa1928f490 (__TEXT,__text) external _ShFragDataBindingRequest
00007ffa1928ec80 (__TEXT,__text) external _ShGetActiveAttrib
00007ffa1928e97c (__TEXT,__text) external _ShGetActiveBindableUniformBufferIndexOffsetFromLocation
00007ffa1928e967 (__TEXT,__text) external _ShGetActiveBindableUniformBufferSizeTable
00007ffa1928e938 (__TEXT,__text) external _ShGetActiveNonbindableUniformsSize
00007ffa192905f7 (__TEXT,__text) external _ShGetActiveSamplerLocations
00007ffa19290b58 (__TEXT,__text) external _ShGetActiveSubroutineName
00007ffa19290aa8 (__TEXT,__text) external _ShGetActiveSubroutineUniformName
00007ffa19290983 (__TEXT,__text) external _ShGetActiveSubroutineUniformiv
00007ffa1929041f (__TEXT,__text) external _ShGetActiveUniform
00007ffa1928fcab (__TEXT,__text) external _ShGetActiveUniformBlockName
00007ffa1928f963 (__TEXT,__text) external _ShGetActiveUniformBlockiv
00007ffa1928ff07 (__TEXT,__text) external _ShGetActiveUniformIndex
00007ffa19290110 (__TEXT,__text) external _ShGetActiveUniformName
00007ffa1928edd3 (__TEXT,__text) external _ShGetAttribLocation
00007ffa1928eb73 (__TEXT,__text) external _ShGetBindableUniformTypeInfo
00007ffa19290bcd (__TEXT,__text) external _ShGetCachedUniformIndexTable
00007ffa19290be2 (__TEXT,__text) external _ShGetCachedUniformIndexTableSize
00007ffa1928ee5e (__TEXT,__text) external _ShGetContextStateUniforms
00007ffa1928f5fe (__TEXT,__text) external _ShGetFragDataLocation
00007ffa1928e432 (__TEXT,__text) external _ShGetInfoLog
00007ffa19290bf6 (__TEXT,__text) external _ShGetInteger
00007ffa1928f0e6 (__TEXT,__text) external _ShGetLinkerPPStream
00007ffa19290706 (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffa19290754 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffa1928f7f4 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa19290304 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa1928ebd4 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa1928f3a0 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa1928e61c (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa1928fe5b (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
