00007ffa1fb7def1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fb7cbaa (__TEXT,__text) external _glBlendFuncSeparateEXT
00007ffa1fb79f7a (__TEXT,__text) external _glBlendFuncSeparatei
00007ffa1fb7c600 (__TEXT,__text) external _glBlendFuncSeparateiARB
00007ffa1fb79f59 (__TEXT,__text) external _glBlendFunci
00007ffa1fb7c5df (__TEXT,__text) external _glBlendFunciARB
00007ffa1fb78898 (__TEXT,__text) external _glBlitFramebuffer
00007ffa1fb7cea8 (__TEXT,__text) external _glBlitFramebufferEXT
00007ffa1fb778a6 (__TEXT,__text) external _glBufferData
00007ffa1fb7be71 (__TEXT,__text) external _glBufferDataARB
00007ffa1fb7dc10 (__TEXT,__text) external _glBufferParameteriAPPLE
00007ffa1fb778cc (__TEXT,__text) external _glBufferSubData
00007ffa1fb7be97 (__TEXT,__text) external _glBufferSubDataARB
00007ffa1fb73e55 (__TEXT,__text) external _glCallList
00007ffa1fb73e6e (__TEXT,__text) external _glCallLists
00007ffa1fb78796 (__TEXT,__text) external _glCheckFramebufferStatus
00007ffa1fb7cda6 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffa1fb78b8c (__TEXT,__text) external _glClampColor
00007ffa1fb7c4ff (__TEXT,__text) external _glClampColorARB
00007ffa1fb73e8c (__TEXT,__text) external _glClear
00007ffa1fb73ea5 (__TEXT,__text) external _glClearAccum
00007ffa1fb79135 (__TEXT,__text) external _glClearBufferfi
00007ffa1fb79113 (__TEXT,__text) external _glClearBufferfv
00007ffa1fb790cf (__TEXT,__text) external _glClearBufferiv
00007ffa1fb790f1 (__TEXT,__text) external _glClearBufferuiv
00007ffa1fb73ebc (__TEXT,__text) external _glClearColor
00007ffa1fb7d5b1 (__TEXT,__text) external _glClearColorIiEXT
00007ffa1fb7d5d5 (__TEXT,__text) external _glClearColorIuiEXT
00007ffa1fb73ed3 (__TEXT,__text) external _glClearDepth
00007ffa1fb7a01f (__TEXT,__text) external _glClearDepthf
00007ffa1fb73eea (__TEXT,__text) external _glClearIndex
00007ffa1fb73f01 (__TEXT,__text) external _glClearStencil
00007ffa1fb76bb1 (__TEXT,__text) external _glClientActiveTexture
00007ffa1fb7b4c1 (__TEXT,__text) external _glClientActiveTextureARB
00007ffa1fb7945a (__TEXT,__text) external _glClientWaitSync
00007ffa1fb73f1d (__TEXT,__text) external _glClipPlane
00007ffa1fb73f3c (__TEXT,__text) external _glColor3b
00007ffa1fb73f5c (__TEXT,__text) external _glColor3bv
00007ffa1fb73f79 (__TEXT,__text) external _glColor3d
00007ffa1fb73f93 (__TEXT,__text) external _glColor3dv
00007ffa1fb73fb0 (__TEXT,__text) external _glColor3f
00007ffa1fb73fca (__TEXT,__text) external _glColor3fv
00007ffa1fb73fe7 (__TEXT,__text) external _glColor3i
00007ffa1fb74007 (__TEXT,__text) external _glColor3iv
00007ffa1fb74024 (__TEXT,__text) external _glColor3s
00007ffa1fb74044 (__TEXT,__text) external _glColor3sv
00007ffa1fb74061 (__TEXT,__text) external _glColor3ub
00007ffa1fb74081 (__TEXT,__text) external _glColor3ubv
00007ffa1fb7409e (__TEXT,__text) external _glColor3ui
00007ffa1fb740be (__TEXT,__text) external _glColor3uiv
00007ffa1fb740db (__TEXT,__text) external _glColor3us
00007ffa1fb740fb (__TEXT,__text) external _glColor3usv
00007ffa1fb74118 (__TEXT,__text) external _glColor4b
00007ffa1fb7413b (__TEXT,__text) external _glColor4bv
00007ffa1fb74158 (__TEXT,__text) external _glColor4d
00007ffa1fb74172 (__TEXT,__text) external _glColor4dv
00007ffa1fb7418f (__TEXT,__text) external _glColor4f
00007ffa1fb741a9 (__TEXT,__text) external _glColor4fv
00007ffa1fb741c6 (__TEXT,__text) external _glColor4i
00007ffa1fb741e9 (__TEXT,__text) external _glColor4iv
00007ffa1fb74206 (__TEXT,__text) external _glColor4s
00007ffa1fb74229 (__TEXT,__text) external _glColor4sv
00007ffa1fb74246 (__TEXT,__text) external _glColor4ub
00007ffa1fb74269 (__TEXT,__text) external _glColor4ubv
00007ffa1fb74286 (__TEXT,__text) external _glColor4ui
00007ffa1fb742a9 (__TEXT,__text) external _glColor4uiv
00007ffa1fb742c6 (__TEXT,__text) external _glColor4us
00007ffa1fb742e9 (__TEXT,__text) external _glColor4usv
00007ffa1fb74306 (__TEXT,__text) external _glColorMask
00007ffa1fb7d681 (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffa1fb789f7 (__TEXT,__text) external _glColorMaski
00007ffa1fb74329 (__TEXT,__text) external _glColorMaterial
00007ffa1fb74347 (__TEXT,__text) external _glColorPointer
00007ffa1fb767e8 (__TEXT,__text) external _glColorSubTable
00007ffa1fb7c844 (__TEXT,__text) external _glColorSubTableEXT
00007ffa1fb766e1 (__TEXT,__text) external _glColorTable
00007ffa1fb7c810 (__TEXT,__text) external _glColorTableEXT
00007ffa1fb76715 (__TEXT,__text) external _glColorTableParameterfv
00007ffa1fb76737 (__TEXT,__text) external _glColorTableParameteriv
00007ffa1fb7de86 (__TEXT,__text) external _glCombinerInputNV
00007ffa1fb7de8c (__TEXT,__text) external _glCombinerOutputNV
00007ffa1fb7de74 (__TEXT,__text) external _glCombinerParameterfNV
00007ffa1fb7de6e (__TEXT,__text) external _glCombinerParameterfvNV
00007ffa1fb7de80 (__TEXT,__text) external _glCombinerParameteriNV
00007ffa1fb7de7a (__TEXT,__text) external _glCombinerParameterivNV
00007ffa1fb7debc (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa1fb77f8b (__TEXT,__text) external _glCompileShader
00007ffa1fb7bffc (__TEXT,__text) external _glCompileShaderARB
00007ffa1fb7c66e (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa1fb770b9 (__TEXT,__text) external _glCompressedTexImage1D
00007ffa1fb7b9c9 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa1fb7707f (__TEXT,__text) external _glCompressedTexImage2D
00007ffa1fb7b98f (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa1fb77041 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1fb7b951 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1fb77178 (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa1fb7ba88 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa1fb7713a (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa1fb7ba4a (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1fb770e9 (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa1fb7b9f9 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1fb76843 (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1fb76877 (__TEXT,__text) external _glConvolutionFilter2D
00007ffa1fb768a7 (__TEXT,__text) external _glConvolutionParameterf
00007ffa1fb768c5 (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1fb768e7 (__TEXT,__text) external _glConvolutionParameteri
00007ffa1fb76908 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa1fb79174 (__TEXT,__text) external _glCopyBufferSubData
00007ffa1fb7681c (__TEXT,__text) external _glCopyColorSubTable
00007ffa1fb76759 (__TEXT,__text) external _glCopyColorTable
00007ffa1fb7692a (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa1fb76951 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa1fb7436a (__TEXT,__text) external _glCopyPixels
00007ffa1fb74390 (__TEXT,__text) external _glCopyTexImage1D
00007ffa1fb743c3 (__TEXT,__text) external _glCopyTexImage2D
00007ffa1fb74402 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa1fb74436 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa1fb7669e (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa1fb77faa (__TEXT,__text) external _glCreateProgram
00007ffa1fb7c019 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa1fb77f47 (__TEXT,__text) external _glCreateShader
00007ffa1fb7bfba (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa1fb7a0e6 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa1fb74475 (__TEXT,__text) external _glCullFace
00007ffa1fb7784c (__TEXT,__text) external _glDeleteBuffers
00007ffa1fb7be17 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa1fb7d96d (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1fb78758 (__TEXT,__text) external _glDeleteFramebuffers
00007ffa1fb7cd68 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa1fb74491 (__TEXT,__text) external _glDeleteLists
00007ffa1fb7c64f (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa1fb7bf61 (__TEXT,__text) external _glDeleteObjectARB
00007ffa1fb78024 (__TEXT,__text) external _glDeleteProgram
00007ffa1fb7a124 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa1fb7aba9 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa1fb77753 (__TEXT,__text) external _glDeleteQueries
00007ffa1fb7bd1e (__TEXT,__text) external _glDeleteQueriesARB
00007ffa1fb7869a (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa1fb7ccaa (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1fb79659 (__TEXT,__text) external _glDeleteSamplers
00007ffa1fb77f03 (__TEXT,__text) external _glDeleteShader
00007ffa1fb7943d (__TEXT,__text) external _glDeleteSync
00007ffa1fb744af (__TEXT,__text) external _glDeleteTextures
00007ffa1fb79dd6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa1fb7899d (__TEXT,__text) external _glDeleteVertexArrays
00007ffa1fb7dab0 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa1fb7c7f6 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa1fb744ce (__TEXT,__text) external _glDepthFunc
00007ffa1fb744ea (__TEXT,__text) external _glDepthMask
00007ffa1fb74506 (__TEXT,__text) external _glDepthRange
00007ffa1fb7ab09 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa1fb7ab2b (__TEXT,__text) external _glDepthRangeIndexed
00007ffa1fb7a005 (__TEXT,__text) external _glDepthRangef
00007ffa1fb7bf9a (__TEXT,__text) external _glDetachObjectARB
00007ffa1fb77f22 (__TEXT,__text) external _glDetachShader
00007ffa1fb74520 (__TEXT,__text) external _glDisable
00007ffa1fb7453c (__TEXT,__text) external _glDisableClientState
00007ffa1fb7d6c6 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1fb7d820 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa1fb77e5f (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa1fb7b0ad (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa1fb78a80 (__TEXT,__text) external _glDisablei
00007ffa1fb74558 (__TEXT,__text) external _glDrawArrays
00007ffa1fb799a1 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa1fb7929b (__TEXT,__text) external _glDrawArraysInstanced
00007ffa1fb7c53b (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa1fb74579 (__TEXT,__text) external _glDrawBuffer
00007ffa1fb77996 (__TEXT,__text) external _glDrawBuffers
00007ffa1fb7c4e0 (__TEXT,__text) external _glDrawBuffersARB
00007ffa1fb7db29 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa1fb74595 (__TEXT,__text) external _glDrawElements
00007ffa1fb79323 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa1fb799c0 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa1fb792bf (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1fb7c55f (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa1fb7937d (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa1fb745b9 (__TEXT,__text) external _glDrawPixels
00007ffa1fb7db4a (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa1fb765cf (__TEXT,__text) external _glDrawRangeElements
00007ffa1fb7934a (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa1fb7cb76 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa1fb79e5e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa1fb79e7c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1fb745e0 (__TEXT,__text) external _glEdgeFlag
00007ffa1fb745fc (__TEXT,__text) external _glEdgeFlagPointer
00007ffa1fb7461b (__TEXT,__text) external _glEdgeFlagv
00007ffa1fb7db0a (__TEXT,__text) external _glElementPointerAPPLE
00007ffa1fb74638 (__TEXT,__text) external _glEnable
00007ffa1fb74654 (__TEXT,__text) external _glEnableClientState
00007ffa1fb7d6a8 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1fb7d802 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa1fb77e43 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa1fb7b091 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa1fb78a62 (__TEXT,__text) external _glEnablei
00007ffa1fb74670 (__TEXT,__text) external _glEnd
00007ffa1fb78bc8 (__TEXT,__text) external _glEndConditionalRender
00007ffa1fb7de03 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa1fb74687 (__TEXT,__text) external _glEndList
00007ffa1fb777ac (__TEXT,__text) external _glEndQuery
00007ffa1fb7bd77 (__TEXT,__text) external _glEndQueryARB
00007ffa1fb79ebe (__TEXT,__text) external _glEndQueryIndexed
00007ffa1fb78ad8 (__TEXT,__text) external _glEndTransformFeedback
00007ffa1fb7d03c (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa1fb7469e (__TEXT,__text) external _glEvalCoord1d
00007ffa1fb746b8 (__TEXT,__text) external _glEvalCoord1dv
00007ffa1fb746d5 (__TEXT,__text) external _glEvalCoord1f
00007ffa1fb746ef (__TEXT,__text) external _glEvalCoord1fv
00007ffa1fb7470c (__TEXT,__text) external _glEvalCoord2d
00007ffa1fb74726 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1fb74743 (__TEXT,__text) external _glEvalCoord2f
00007ffa1fb7475d (__TEXT,__text) external _glEvalCoord2fv
00007ffa1fb7477a (__TEXT,__text) external _glEvalMesh1
00007ffa1fb7479b (__TEXT,__text) external _glEvalMesh2
00007ffa1fb747c2 (__TEXT,__text) external _glEvalPoint1
00007ffa1fb747de (__TEXT,__text) external _glEvalPoint2
00007ffa1fb747fc (__TEXT,__text) external _glFeedbackBuffer
00007ffa1fb79402 (__TEXT,__text) external _glFenceSync
00007ffa1fb7de92 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa1fb7481e (__TEXT,__text) external _glFinish
00007ffa1fb7d9e0 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa1fb7da1a (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa1fb7dbe2 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa1fb74835 (__TEXT,__text) external _glFlush
00007ffa1fb7895e (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa1fb7dc31 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa1fb7dbcb (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa1fb7da57 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1fb77254 (__TEXT,__text) external _glFogCoordPointer
00007ffa1fb7cb54 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa1fb7721d (__TEXT,__text) external _glFogCoordd
00007ffa1fb7cb1d (__TEXT,__text) external _glFogCoorddEXT
00007ffa1fb77237 (__TEXT,__text) external _glFogCoorddv
00007ffa1fb7cb37 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1fb771e6 (__TEXT,__text) external _glFogCoordf
00007ffa1fb7cae6 (__TEXT,__text) external _glFogCoordfEXT
00007ffa1fb77200 (__TEXT,__text) external _glFogCoordfv
00007ffa1fb7cb00 (__TEXT,__text) external _glFogCoordfvEXT
00007ffa1fb7484c (__TEXT,__text) external _glFogf
00007ffa1fb74868 (__TEXT,__text) external _glFogfv
00007ffa1fb74887 (__TEXT,__text) external _glFogi
00007ffa1fb748a5 (__TEXT,__text) external _glFogiv
00007ffa1fb78834 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa1fb7ce44 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa1fb795d3 (__TEXT,__text) external _glFramebufferTexture
00007ffa1fb787b2 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa1fb7cdc2 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa1fb787d9 (__TEXT,__text) external _glFramebufferTexture2D
00007ffa1fb7cde9 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa1fb78800 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa1fb7ce10 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa1fb7cf42 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa1fb7cf8d (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa1fb78911 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa1fb7cf66 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1fb748c4 (__TEXT,__text) external _glFrontFace
00007ffa1fb748e0 (__TEXT,__text) external _glFrustum
00007ffa1fb7786b (__TEXT,__text) external _glGenBuffers
00007ffa1fb7be36 (__TEXT,__text) external _glGenBuffersARB
00007ffa1fb7d94e (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1fb78777 (__TEXT,__text) external _glGenFramebuffers
00007ffa1fb7cd87 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1fb748fa (__TEXT,__text) external _glGenLists
00007ffa1fb7a143 (__TEXT,__text) external _glGenProgramPipelines
00007ffa1fb7abc8 (__TEXT,__text) external _glGenProgramsARB
00007ffa1fb77734 (__TEXT,__text) external _glGenQueries
00007ffa1fb7bcff (__TEXT,__text) external _glGenQueriesARB
00007ffa1fb786b9 (__TEXT,__text) external _glGenRenderbuffers
00007ffa1fb7ccc9 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1fb7963a (__TEXT,__text) external _glGenSamplers
00007ffa1fb74916 (__TEXT,__text) external _glGenTextures
00007ffa1fb79df5 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa1fb789bc (__TEXT,__text) external _glGenVertexArrays
00007ffa1fb7dacf (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa1fb7887c (__TEXT,__text) external _glGenerateMipmap
00007ffa1fb7ce8c (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa1fb784af (__TEXT,__text) external _glGetActiveAttrib
00007ffa1fb7c48f (__TEXT,__text) external _glGetActiveAttribARB
00007ffa1fb79cdf (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa1fb79cab (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa1fb79c84 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1fb783e5 (__TEXT,__text) external _glGetActiveUniform
00007ffa1fb7c3cf (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1fb79253 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa1fb7922f (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1fb791e9 (__TEXT,__text) external _glGetActiveUniformName
00007ffa1fb791c1 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa1fb7c389 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1fb78354 (__TEXT,__text) external _glGetAttachedShaders
00007ffa1fb784e2 (__TEXT,__text) external _glGetAttribLocation
00007ffa1fb7c4c0 (__TEXT,__text) external _glGetAttribLocationARB
00007ffa1fb7d0ca (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa1fb78a1e (__TEXT,__text) external _glGetBooleani_v
00007ffa1fb74935 (__TEXT,__text) external _glGetBooleanv
00007ffa1fb795b1 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1fb77952 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa1fb7bf1d (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1fb77974 (__TEXT,__text) external _glGetBufferPointerv
00007ffa1fb7bf3f (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1fb778f2 (__TEXT,__text) external _glGetBufferSubData
00007ffa1fb7bebd (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1fb74954 (__TEXT,__text) external _glGetClipPlane
00007ffa1fb76780 (__TEXT,__text) external _glGetColorTable
00007ffa1fb7c878 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1fb767a4 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa1fb7c89c (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1fb767c6 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa1fb7c8be (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa1fb7de98 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa1fb7de9e (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa1fb7dea4 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa1fb7deaa (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa1fb7dec2 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1fb771a8 (__TEXT,__text) external _glGetCompressedTexImage
00007ffa1fb7bab8 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1fb76985 (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1fb769a9 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1fb769cb (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa1fb7ab69 (__TEXT,__text) external _glGetDoublei_v
00007ffa1fb74973 (__TEXT,__text) external _glGetDoublev
00007ffa1fb74992 (__TEXT,__text) external _glGetError
00007ffa1fb7deb0 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa1fb7deb6 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa1fb7ab47 (__TEXT,__text) external _glGetFloati_v
00007ffa1fb749a9 (__TEXT,__text) external _glGetFloatv
00007ffa1fb7961b (__TEXT,__text) external _glGetFragDataIndex
00007ffa1fb78f16 (__TEXT,__text) external _glGetFragDataLocation
00007ffa1fb7d592 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1fb78858 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa1fb7ce68 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa1fb7bf7e (__TEXT,__text) external _glGetHandleARB
00007ffa1fb76a5e (__TEXT,__text) external _glGetHistogram
00007ffa1fb76a85 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1fb76aa7 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa1fb7c363 (__TEXT,__text) external _glGetInfoLogARB
00007ffa1fb7958f (__TEXT,__text) external _glGetInteger64i_v
00007ffa1fb794a0 (__TEXT,__text) external _glGetInteger64v
00007ffa1fb7d0a8 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa1fb78a40 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1fb749c8 (__TEXT,__text) external _glGetIntegerv
00007ffa1fb7c6ff (__TEXT,__text) external _glGetInternalformativ
00007ffa1fb749e7 (__TEXT,__text) external _glGetLightfv
00007ffa1fb74a09 (__TEXT,__text) external _glGetLightiv
00007ffa1fb74a2b (__TEXT,__text) external _glGetMapdv
00007ffa1fb74a4d (__TEXT,__text) external _glGetMapfv
00007ffa1fb74a6f (__TEXT,__text) external _glGetMapiv
00007ffa1fb74a91 (__TEXT,__text) external _glGetMaterialfv
