                 (undefined) external _CC_SHA256_Final (from libSystem)
                 (undefined) external _CC_SHA256_Init (from libSystem)
                 (undefined) external _CC_SHA256_Update (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff8101195ee (__TEXT,__text) non-external _alone_decode
00007ff810111e22 (__TEXT,__text) non-external _length_encoder_reset
00007ff810111ef7 (__TEXT,__text) non-external _length_update_prices
00007ff81011e8aa (__TEXT,__text) non-external _lz_decode
00007ff81011ea3f (__TEXT,__text) non-external _lz_decoder_end
00007ff8101130a2 (__TEXT,__text) non-external _lz_encode
00007ff81011715b (__TEXT,__text) non-external _lz_encoder_end
00007ff8101120bf (__TEXT,__text) non-external _lz_encoder_prepare
00007ff81011ca0c (__TEXT,__text) non-external _lz_encoder_set_out_limit
00007ff81011c9b1 (__TEXT,__text) non-external _lz_encoder_update
00007ff81011c452 (__TEXT,__text) non-external _lzip_decode
00007ff81011c888 (__TEXT,__text) non-external _lzip_decoder_end
00007ff81011c8b0 (__TEXT,__text) non-external _lzip_decoder_get_check
00007ff81011c8bb (__TEXT,__text) non-external _lzip_decoder_memconfig
00007ff81012c650 (__TEXT,__const) non-external _lzma12_mf_map
00007ff81012c620 (__TEXT,__const) non-external _lzma12_mode_map
00007ff841560250 (__DATA_CONST,__const) non-external _lzma12_optmap
00007ff810123cf0 (__TEXT,__text) non-external _lzma2_decode
00007ff810123ffc (__TEXT,__text) non-external _lzma2_decoder_end
00007ff810123bc9 (__TEXT,__text) non-external _lzma2_decoder_init
00007ff8101132b0 (__TEXT,__text) non-external _lzma2_encode
00007ff8101171c0 (__TEXT,__text) non-external _lzma2_encoder_end
00007ff810111945 (__TEXT,__text) non-external _lzma2_encoder_init
00007ff810123a19 (__TEXT,__text) non-external _lzma2_encoder_options_update
00007ff810128468 (__TEXT,__const) non-external (was a private external) _lzma_5VersionNumber
00007ff810128440 (__TEXT,__const) non-external (was a private external) _lzma_5VersionString
00007ff810110ca8 (__TEXT,__text) non-external (was a private external) _lzma_alloc
00007ff81011735e (__TEXT,__text) non-external (was a private external) _lzma_alloc_zero
00007ff8101198f5 (__TEXT,__text) external _lzma_alone_decoder
00007ff810119504 (__TEXT,__text) non-external (was a private external) _lzma_alone_decoder_init
00007ff810117fa6 (__TEXT,__text) external _lzma_alone_encoder
00007ff810119954 (__TEXT,__text) external _lzma_auto_decoder
00007ff8101182a4 (__TEXT,__text) external _lzma_block_buffer_bound
00007ff810118260 (__TEXT,__text) non-external (was a private external) _lzma_block_buffer_bound64
00007ff810119c60 (__TEXT,__text) external _lzma_block_buffer_decode
00007ff8101182e8 (__TEXT,__text) external _lzma_block_buffer_encode
00007ff810117504 (__TEXT,__text) external _lzma_block_compressed_size
00007ff81011a1c0 (__TEXT,__text) external _lzma_block_decoder
00007ff810119d8b (__TEXT,__text) non-external (was a private external) _lzma_block_decoder_init
00007ff8101188cb (__TEXT,__text) external _lzma_block_encoder
00007ff8101112ef (__TEXT,__text) non-external (was a private external) _lzma_block_encoder_init
00007ff81011a21a (__TEXT,__text) external _lzma_block_header_decode
00007ff810112ad6 (__TEXT,__text) external _lzma_block_header_encode
00007ff810111151 (__TEXT,__text) external _lzma_block_header_size
00007ff810117561 (__TEXT,__text) external _lzma_block_total_size
00007ff8101185ab (__TEXT,__text) external _lzma_block_uncomp_encode
00007ff810112c11 (__TEXT,__text) external _lzma_block_unpadded_size
00007ff810112a75 (__TEXT,__text) non-external (was a private external) _lzma_bufcpy
00007ff81011c21d (__TEXT,__text) non-external (was a private external) _lzma_check_finish
00007ff81011145a (__TEXT,__text) non-external (was a private external) _lzma_check_init
00007ff81011143c (__TEXT,__text) external _lzma_check_is_supported
00007ff8101285f0 (__TEXT,__const) non-external _lzma_check_is_supported.available_checks
00007ff8101165a8 (__TEXT,__text) external _lzma_check_size
00007ff810128600 (__TEXT,__const) non-external _lzma_check_size.check_sizes
00007ff810113e2c (__TEXT,__text) non-external (was a private external) _lzma_check_update
00007ff8101124c9 (__TEXT,__text) external _lzma_code
00007ff810118f2d (__TEXT,__text) external _lzma_cputhreads
00007ff810110ead (__TEXT,__text) external _lzma_crc32
00007ff810128610 (__TEXT,__const) non-external (was a private external) _lzma_crc32_table
00007ff81011c249 (__TEXT,__text) external _lzma_crc64
00007ff81012a610 (__TEXT,__const) non-external (was a private external) _lzma_crc64_table
00007ff81011ff4a (__TEXT,__text) non-external _lzma_decode
00007ff81012e730 (__TEXT,__const) non-external _lzma_decode.next_state
00007ff8101237e6 (__TEXT,__text) non-external _lzma_decoder_init
00007ff81012352c (__TEXT,__text) non-external _lzma_decoder_reset
00007ff8101237c2 (__TEXT,__text) non-external _lzma_decoder_uncompressed
00007ff810125b74 (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_init
00007ff810125cc6 (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_memusage
00007ff810125e6f (__TEXT,__text) non-external (was a private external) _lzma_delta_decoder_init
00007ff810125cf6 (__TEXT,__text) non-external (was a private external) _lzma_delta_encoder_init
00007ff810125ef9 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_decode
00007ff810125e41 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_encode
00007ff810118927 (__TEXT,__text) external _lzma_easy_buffer_encode
00007ff81011a3f1 (__TEXT,__text) external _lzma_easy_decoder_memusage
00007ff8101109e0 (__TEXT,__text) external _lzma_easy_encoder
00007ff81011899a (__TEXT,__text) external _lzma_easy_encoder_memusage
00007ff810110a27 (__TEXT,__text) non-external (was a private external) _lzma_easy_preset
00007ff81011ecb7 (__TEXT,__text) non-external _lzma_encode
00007ff81011ebb9 (__TEXT,__text) non-external _lzma_encoder_init
00007ff810117090 (__TEXT,__text) external _lzma_end
00007ff81012c730 (__TEXT,__const) non-external (was a private external) _lzma_fastpos
00007ff81011f470 (__TEXT,__text) external _lzma_file_info_decoder
00007ff81011f4e2 (__TEXT,__text) non-external _lzma_file_info_decoder_init
00007ff81011a5ac (__TEXT,__text) external _lzma_filter_decoder_is_supported
00007ff810118d29 (__TEXT,__text) external _lzma_filter_encoder_is_supported
00007ff81011a6d4 (__TEXT,__text) external _lzma_filter_flags_decode
00007ff810112c8d (__TEXT,__text) external _lzma_filter_flags_encode
00007ff810111235 (__TEXT,__text) external _lzma_filter_flags_size
00007ff810112311 (__TEXT,__text) external _lzma_filters_copy
00007ff81011757c (__TEXT,__text) external _lzma_filters_free
00007ff810118d58 (__TEXT,__text) external _lzma_filters_update
00007ff8101285a6 (__TEXT,__const) non-external (was a private external) _lzma_footer_magic
00007ff8101122e9 (__TEXT,__text) non-external (was a private external) _lzma_free
00007ff810117418 (__TEXT,__text) external _lzma_get_check
00007ff8101173f1 (__TEXT,__text) external _lzma_get_progress
00007ff8101285a0 (__TEXT,__const) non-external (was a private external) _lzma_header_magic
00007ff8101165c5 (__TEXT,__text) external _lzma_index_append
00007ff810116bc4 (__TEXT,__text) external _lzma_index_block_count
00007ff81011ac20 (__TEXT,__text) external _lzma_index_buffer_decode
00007ff810118f94 (__TEXT,__text) external _lzma_index_buffer_encode
00007ff81011799e (__TEXT,__text) external _lzma_index_cat
00007ff8101178c9 (__TEXT,__text) external _lzma_index_checks
00007ff81011abc1 (__TEXT,__text) external _lzma_index_decoder
00007ff81011a768 (__TEXT,__text) non-external (was a private external) _lzma_index_decoder_init
00007ff810117c04 (__TEXT,__text) external _lzma_index_dup
00007ff810118f3a (__TEXT,__text) external _lzma_index_encoder
00007ff810116868 (__TEXT,__text) non-external (was a private external) _lzma_index_encoder_init
00007ff810110cde (__TEXT,__text) external _lzma_index_end
00007ff810117847 (__TEXT,__text) external _lzma_index_file_size
00007ff81011ade6 (__TEXT,__text) external _lzma_index_hash_append
00007ff81011af3f (__TEXT,__text) external _lzma_index_hash_decode
00007ff81011adb2 (__TEXT,__text) external _lzma_index_hash_end
00007ff81011ad38 (__TEXT,__text) external _lzma_index_hash_init
00007ff81011adbc (__TEXT,__text) external _lzma_index_hash_size
00007ff810110d17 (__TEXT,__text) external _lzma_index_init
00007ff810116911 (__TEXT,__text) external _lzma_index_iter_init
00007ff810117e79 (__TEXT,__text) external _lzma_index_iter_locate
00007ff810116bce (__TEXT,__text) external _lzma_index_iter_next
00007ff810117e62 (__TEXT,__text) external _lzma_index_iter_rewind
00007ff81011773b (__TEXT,__text) external _lzma_index_memusage
00007ff8101177a0 (__TEXT,__text) external _lzma_index_memused
00007ff810116fb9 (__TEXT,__text) non-external (was a private external) _lzma_index_padding_size
00007ff810117720 (__TEXT,__text) non-external (was a private external) _lzma_index_prealloc
00007ff810116fe3 (__TEXT,__text) external _lzma_index_size
00007ff810117800 (__TEXT,__text) external _lzma_index_stream_count
00007ff8101178e2 (__TEXT,__text) external _lzma_index_stream_flags
00007ff81011793d (__TEXT,__text) external _lzma_index_stream_padding
00007ff810117813 (__TEXT,__text) external _lzma_index_stream_size
00007ff810117809 (__TEXT,__text) external _lzma_index_total_size
00007ff8101178bf (__TEXT,__text) external _lzma_index_uncompressed_size
00007ff81011e701 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_init
00007ff81011ea88 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_memusage
00007ff810111701 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_init
00007ff81011c946 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_memusage
00007ff81011c8e7 (__TEXT,__text) external _lzma_lzip_decoder
00007ff81011c330 (__TEXT,__text) non-external (was a private external) _lzma_lzip_decoder_init
00007ff8101239fd (__TEXT,__text) non-external (was a private external) _lzma_lzma2_block_size
00007ff810123bb8 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_init
00007ff810123c74 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_memusage
00007ff8101116f0 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_init
00007ff8101239e1 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_memusage
00007ff810123c85 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_decode
00007ff810112e0b (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_encode
00007ff81011fed4 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_create
00007ff8101237d5 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_init
00007ff8101238f3 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage
00007ff8101238e0 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage_nocheck
00007ff810113684 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encode
00007ff810111a6f (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_create
00007ff81011eba8 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_init
00007ff81011ebd9 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_memusage
00007ff810111bdc (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_reset
00007ff810123895 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_decode
00007ff810116570 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_encode
00007ff81011f0dd (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_fast
00007ff81011432c (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_normal
00007ff810110a5e (__TEXT,__text) external _lzma_lzma_preset
00007ff81012c72a (__TEXT,__const) non-external _lzma_lzma_preset.depths
00007ff81012c720 (__TEXT,__const) non-external _lzma_lzma_preset.dict_pow2
00007ff81012392a (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_decode
00007ff81011ec5c (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_encode
00007ff81011ecd4 (__TEXT,__text) non-external _lzma_lzma_set_out_limit
00007ff81011747a (__TEXT,__text) external _lzma_memlimit_get
00007ff8101174c1 (__TEXT,__text) external _lzma_memlimit_set
00007ff810117433 (__TEXT,__text) external _lzma_memusage
00007ff81011cfe3 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_find
00007ff81011d077 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_skip
00007ff81011d0f9 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_find
00007ff81011d271 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_skip
00007ff810115d6b (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_find
00007ff810113ee8 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_skip
00007ff810115cce (__TEXT,__text) non-external (was a private external) _lzma_mf_find
00007ff81011ca4e (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_find
00007ff81011cc99 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_skip
00007ff81011cd2c (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_find
00007ff81011cf31 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_skip
00007ff81011ca30 (__TEXT,__text) external _lzma_mf_is_supported
00007ff81011b427 (__TEXT,__text) external _lzma_microlzma_decoder
00007ff8101189d3 (__TEXT,__text) external _lzma_microlzma_encoder
00007ff81011eca4 (__TEXT,__text) external _lzma_mode_is_supported
00007ff810118e91 (__TEXT,__text) non-external (was a private external) _lzma_mt_block_size
00007ff810110c34 (__TEXT,__text) non-external (was a private external) _lzma_next_end
00007ff810111692 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_init
00007ff8101173c1 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_update
00007ff81011ed2d (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache
00007ff81011ed74 (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache2
00007ff81011f0a9 (__TEXT,__text) non-external (was a private external) _lzma_outq_enable_partial_output
00007ff81011eedf (__TEXT,__text) non-external (was a private external) _lzma_outq_end
00007ff81011ef91 (__TEXT,__text) non-external (was a private external) _lzma_outq_get_buf
00007ff81011edff (__TEXT,__text) non-external (was a private external) _lzma_outq_init
00007ff81011efeb (__TEXT,__text) non-external (was a private external) _lzma_outq_is_readable
00007ff81011ecfc (__TEXT,__text) non-external (was a private external) _lzma_outq_memusage
00007ff81011ef12 (__TEXT,__text) non-external (was a private external) _lzma_outq_prealloc_buf
00007ff81011f010 (__TEXT,__text) non-external (was a private external) _lzma_outq_read
00007ff810117716 (__TEXT,__text) external _lzma_physmem
00007ff81011a696 (__TEXT,__text) external _lzma_properties_decode
00007ff810112dd8 (__TEXT,__text) external _lzma_properties_encode
00007ff810111288 (__TEXT,__text) external _lzma_properties_size
00007ff81011a42a (__TEXT,__text) external _lzma_raw_buffer_decode
00007ff810118c27 (__TEXT,__text) external _lzma_raw_buffer_encode
00007ff8101114a0 (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_init
00007ff81011768e (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_memusage
00007ff81011a61b (__TEXT,__text) external _lzma_raw_decoder
00007ff81011a607 (__TEXT,__text) non-external (was a private external) _lzma_raw_decoder_init
00007ff81011a682 (__TEXT,__text) external _lzma_raw_decoder_memusage
00007ff810118e28 (__TEXT,__text) external _lzma_raw_encoder
00007ff810111489 (__TEXT,__text) non-external (was a private external) _lzma_raw_encoder_init
00007ff810118e14 (__TEXT,__text) external _lzma_raw_encoder_memusage
00007ff81012e770 (__TEXT,__const) non-external (was a private external) _lzma_rc_prices
00007ff810123aa7 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_decoder_init
00007ff810123a84 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_encoder_init
00007ff810126a86 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_decoder_init
00007ff810126a63 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_encoder_init
00007ff810126b50 (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_decoder_init
00007ff810126b2d (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_encoder_init
00007ff810125f40 (__TEXT,__text) non-external (was a private external) _lzma_simple_coder_init
00007ff81012684c (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_decoder_init
00007ff810126829 (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_encoder_init
00007ff810126749 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_decoder_init
00007ff810126726 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_encoder_init
00007ff8101264b9 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_decode
00007ff8101264a4 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_encode
00007ff81012648a (__TEXT,__text) non-external (was a private external) _lzma_simple_props_size
00007ff81012828a (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_decoder_init
00007ff810128267 (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_encoder_init
00007ff810126574 (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_decoder_init
00007ff81012651c (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_encoder_init
00007ff81011d8d5 (__TEXT,__text) external _lzma_str_from_filters
00007ff81011dd67 (__TEXT,__text) external _lzma_str_list_filters
00007ff81011d391 (__TEXT,__text) external _lzma_str_to_filters
00007ff81011905a (__TEXT,__text) external _lzma_stream_buffer_bound
00007ff81011b2c8 (__TEXT,__text) external _lzma_stream_buffer_decode
00007ff810119083 (__TEXT,__text) external _lzma_stream_buffer_encode
00007ff81011bf68 (__TEXT,__text) external _lzma_stream_decoder
00007ff81011b804 (__TEXT,__text) non-external (was a private external) _lzma_stream_decoder_init
00007ff810124024 (__TEXT,__text) external _lzma_stream_decoder_mt
00007ff810110b4c (__TEXT,__text) external _lzma_stream_encoder
00007ff810126c3c (__TEXT,__text) external _lzma_stream_encoder_mt
00007ff810126fe7 (__TEXT,__text) external _lzma_stream_encoder_mt_memusage
00007ff810117f27 (__TEXT,__text) external _lzma_stream_flags_compare
00007ff81011c04d (__TEXT,__text) external _lzma_stream_footer_decode
00007ff81011700d (__TEXT,__text) external _lzma_stream_footer_encode
00007ff81011bfc7 (__TEXT,__text) external _lzma_stream_header_decode
00007ff810110e4e (__TEXT,__text) external _lzma_stream_header_encode
00007ff810110bb0 (__TEXT,__text) non-external (was a private external) _lzma_strm_init
00007ff8101175d8 (__TEXT,__text) non-external (was a private external) _lzma_validate_chain
00007ff810117344 (__TEXT,__text) external _lzma_version_number
00007ff81011734f (__TEXT,__text) external _lzma_version_string
00007ff81011c0c6 (__TEXT,__text) external _lzma_vli_decode
00007ff810112d2e (__TEXT,__text) external _lzma_vli_encode
00007ff8101112d0 (__TEXT,__text) external _lzma_vli_size
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff8101161d0 (__TEXT,__text) non-external _match
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff81011b575 (__TEXT,__text) non-external _microlzma_decode
00007ff81011b7e0 (__TEXT,__text) non-external _microlzma_decoder_end
00007ff81011b4a4 (__TEXT,__text) non-external _microlzma_decoder_init
00007ff810118b4a (__TEXT,__text) non-external _microlzma_encode
00007ff810118c06 (__TEXT,__text) non-external _microlzma_encoder_end
00007ff810118a29 (__TEXT,__text) non-external _microlzma_encoder_init
00007ff81011ee7d (__TEXT,__text) non-external _move_head_to_cache
00007ff8101140eb (__TEXT,__text) non-external _move_pos
00007ff81011d331 (__TEXT,__text) non-external _normalize
00007ff81011e335 (__TEXT,__text) non-external _parse_bcj
00007ff81011e34c (__TEXT,__text) non-external _parse_delta
00007ff81011e2d4 (__TEXT,__text) non-external _parse_lzma12
00007ff81011e370 (__TEXT,__text) non-external _parse_options
00007ff81012676c (__TEXT,__text) non-external _powerpc_code
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_sigmask (from libSystem)
00007ff810114118 (__TEXT,__text) non-external _rc_encode
00007ff8101253dc (__TEXT,__text) non-external _read_output_and_wait
00007ff81011fe55 (__TEXT,__text) non-external _reverse_seek
00007ff8101260b1 (__TEXT,__text) non-external _simple_code
00007ff8101263c5 (__TEXT,__text) non-external _simple_coder_end
00007ff8101263f2 (__TEXT,__text) non-external _simple_coder_update
00007ff8101282ad (__TEXT,__text) non-external _sparc_code
00007ff81011dd1e (__TEXT,__text) non-external _str_append_str
00007ff81011e203 (__TEXT,__text) non-external _str_append_u32
00007ff81012c6f0 (__TEXT,__const) non-external _str_append_u32.suffixes
00007ff81011b981 (__TEXT,__text) non-external _stream_decode
00007ff810124367 (__TEXT,__text) non-external _stream_decode_mt
00007ff81011bef0 (__TEXT,__text) non-external _stream_decoder_end
00007ff81011bf24 (__TEXT,__text) non-external _stream_decoder_get_check
00007ff81011bf30 (__TEXT,__text) non-external _stream_decoder_memconfig
00007ff8101250c8 (__TEXT,__text) non-external _stream_decoder_mt_end
00007ff810125122 (__TEXT,__text) non-external _stream_decoder_mt_get_check
00007ff8101251c2 (__TEXT,__text) non-external _stream_decoder_mt_get_progress
00007ff81012407e (__TEXT,__text) non-external _stream_decoder_mt_init
00007ff81012512e (__TEXT,__text) non-external _stream_decoder_mt_memconfig
00007ff81011277a (__TEXT,__text) non-external _stream_encode
00007ff8101285b0 (__TEXT,__const) non-external _stream_encode.convert
00007ff81012715c (__TEXT,__text) non-external _stream_encode_mt
00007ff8101170e8 (__TEXT,__text) non-external _stream_encoder_end
00007ff81011935a (__TEXT,__text) non-external _stream_encoder_init
00007ff810127a48 (__TEXT,__text) non-external _stream_encoder_mt_end
00007ff810126c9c (__TEXT,__text) non-external _stream_encoder_mt_init
00007ff810127b7c (__TEXT,__text) non-external _stream_encoder_mt_update
00007ff810110fde (__TEXT,__text) non-external _stream_encoder_update
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctl (from libSystem)
00007ff810125278 (__TEXT,__text) non-external _threads_end
00007ff810127c54 (__TEXT,__text) non-external _threads_end
00007ff810125357 (__TEXT,__text) non-external _threads_stop
00007ff810127d19 (__TEXT,__text) non-external _threads_stop
00007ff8101172b6 (__TEXT,__text) non-external (was a private external) _tuklib_cpucores
00007ff810117276 (__TEXT,__text) non-external (was a private external) _tuklib_physmem
00007ff8101258aa (__TEXT,__text) non-external _worker_decoder
00007ff81012586f (__TEXT,__text) non-external _worker_enable_partial_update
00007ff81012820f (__TEXT,__text) non-external _worker_error
00007ff810127e0d (__TEXT,__text) non-external _worker_start
00007ff810126580 (__TEXT,__text) non-external _x86_code
00007ff81012e7f0 (__TEXT,__const) non-external _x86_code.MASK_TO_BIT_NUMBER
00007ff81012652b (__TEXT,__text) non-external _x86_coder_init
