00000001804238b8 (__TEXT,__text) external _OSAtomicAdd32
0000000180423f80 (__TEXT,__text) external __platform_strcpy
00000001824ae600 (__AUTH_CONST,__const) non-external __platform_string_functions
0000000180424138 (__TEXT,__text) external __platform_strlcat
0000000180423fc0 (__TEXT,__text) external __platform_strlcpy
0000000180424880 (__TEXT,__text) external __platform_strlen
00000001804248f0 (__TEXT,__text) external __platform_strncmp
00000001804240b8 (__TEXT,__text) external __platform_strncpy
00000001804247e0 (__TEXT,__text) external __platform_strnlen
0000000180423ef8 (__TEXT,__text) external __platform_strstr
000000018042518c (__TEXT,__text) non-external (was a private external) __setcontext
0000000180423dac (__TEXT,__text) external __setjmp
0000000180423cdc (__TEXT,__text) non-external (was a private external) __sigtramp
0000000180423cc0 (__TEXT,__text) non-external (was a private external) __sigunaltstack
00000001804207d8 (__TEXT,__text) non-external __simple_asl_escape_key
000000018042084c (__TEXT,__text) non-external __simple_asl_escape_val
00000001804209d4 (__TEXT,__text) external __simple_asl_log
00000001804208f4 (__TEXT,__text) external __simple_asl_log_prog
0000000180420640 (__TEXT,__text) external __simple_asl_msg_new
000000018042068c (__TEXT,__text) external __simple_asl_msg_set
00000001804208ac (__TEXT,__text) external __simple_asl_send
0000000180421414 (__TEXT,__text) external __simple_dprintf
0000000180421768 (__TEXT,__text) external __simple_esappend
0000000180421688 (__TEXT,__text) external __simple_esprintf
0000000180420594 (__TEXT,__text) external __simple_getenv
0000000180421838 (__TEXT,__text) external __simple_put
0000000180421840 (__TEXT,__text) external __simple_putline
0000000180421440 (__TEXT,__text) external __simple_salloc
00000001804216fc (__TEXT,__text) external __simple_sappend
0000000180421888 (__TEXT,__text) external __simple_sfree
0000000180421650 (__TEXT,__text) external __simple_sprintf
00000001804216c8 (__TEXT,__text) external __simple_sresize
00000001804216b8 (__TEXT,__text) external __simple_string
00000001804209dc (__TEXT,__text) external __simple_vdprintf
0000000180421634 (__TEXT,__text) external __simple_vesprintf
000000018042160c (__TEXT,__text) external __simple_vsprintf
0000000180422924 (__TEXT,__text) external __spin_lock
0000000180422958 (__TEXT,__text) external __spin_lock_try
0000000180422970 (__TEXT,__text) external __spin_unlock
0000000182474000 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
000000018042191c (__TEXT,__text) non-external _dec
00000001804245a8 (__TEXT,__text) external _ffs
00000001804245c0 (__TEXT,__text) external _ffsl
00000001804245c0 (__TEXT,__text) external _ffsll
00000001804245d8 (__TEXT,__text) external _fls
00000001804245e8 (__TEXT,__text) external _flsl
00000001804245e8 (__TEXT,__text) external _flsll
0000000182472460 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000180425250 (__TEXT,__text) external _getcontext
                 (undefined) external _getrlimit (from libsystem_kernel)
0000000180421e10 (__TEXT,__text) non-external _hex
                 (undefined) external _log_data_as_kernel (from libsystem_kernel)
0000000180423ebc (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000180424f14 (__TEXT,__text) external _makecontext
0000000180424038 (__TEXT,__text) non-external (was a private external) _memset
0000000180421c3c (__TEXT,__text) non-external _oct
00000001804227ac (__TEXT,__text) external _os_lock_lock
00000001804227bc (__TEXT,__text) external _os_lock_trylock
00000001804227cc (__TEXT,__text) external _os_lock_unlock
0000000180422da8 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
000000018042549c (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000180422d78 (__TEXT,__text) external _os_unfair_lock_assert_owner
0000000180425474 (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000180422ad4 (__TEXT,__text) external _os_unfair_lock_lock
0000000180422d4c (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000180422c48 (__TEXT,__text) external _os_unfair_lock_lock_with_options
0000000180422c68 (__TEXT,__text) external _os_unfair_lock_trylock
0000000180422c84 (__TEXT,__text) external _os_unfair_lock_unlock
0000000180422d64 (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
0000000180422df4 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000180422dd8 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000180422e30 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000180422ee0 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
0000000180422e74 (__TEXT,__text) external _os_unfair_recursive_lock_unlock
0000000180422f60 (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
00000001804254c4 (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
000000018042507c (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000180425124 (__TEXT,__text) external _setcontext
0000000180423e7c (__TEXT,__text) external _setjmp
0000000180423eb0 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180423e70 (__TEXT,__text) external _sigsetjmp
0000000180422924 (__TEXT,__text) external _spin_lock
0000000180422958 (__TEXT,__text) external _spin_lock_try
0000000180422970 (__TEXT,__text) external _spin_unlock
0000000180424e58 (__TEXT,__text) external _swapcontext
0000000180422704 (__TEXT,__text) external _sys_cache_control
00000001804227a4 (__TEXT,__text) external _sys_dcache_flush
0000000180422750 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
000000018042216c (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
0000000180422350 (__TEXT,__text) non-external _ydec
