00007ff817e94e1a (__TEXT,__text) non-external .L_4X1_compute_olimit
00007ff817e951ee (__TEXT,__text) non-external .L_4X1_exit
00007ff817e94f00 (__TEXT,__text) non-external .L_4X1_loop_body
00007ff817e952a4 (__TEXT,__text) non-external .L_4X2_compute_olimit
00007ff817e95720 (__TEXT,__text) non-external .L_4X2_exit
00007ff817e953c0 (__TEXT,__text) non-external .L_4X2_loop_body
00007ff818119398 (__TEXT,__gcc_except_tab) non-external GCC_except_table1385
00007ff8181193b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2878
00007ff818119414 (__TEXT,__gcc_except_tab) non-external GCC_except_table4143
00007ff818119428 (__TEXT,__gcc_except_tab) non-external GCC_except_table4144
00007ff818119440 (__TEXT,__gcc_except_tab) non-external GCC_except_table4145
00007ff81811944c (__TEXT,__gcc_except_tab) non-external GCC_except_table4146
00007ff81811948c (__TEXT,__gcc_except_tab) non-external GCC_except_table4147
00007ff8181194a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table4148
00007ff818119524 (__TEXT,__gcc_except_tab) non-external GCC_except_table4149
00007ff818119650 (__TEXT,__gcc_except_tab) non-external GCC_except_table4156
00007ff81811966c (__TEXT,__gcc_except_tab) non-external GCC_except_table4166
00007ff817e94dc0 (__TEXT,__text) non-external (was a private external) HUF_decompress4X1_usingDTable_internal_bmi2_asm_loop
00007ff817e9523d (__TEXT,__text) non-external (was a private external) HUF_decompress4X2_usingDTable_internal_bmi2_asm_loop
00007ff8180f0640 (__TEXT,__const) non-external _BIT_mask
00007ff8180f1450 (__TEXT,__const) non-external _BIT_mask
00007ff8180db6ed (__TEXT,__text) non-external _BestLanguageDictionaryEqualCallBack
00007ff8180db7bc (__TEXT,__text) non-external _BestLanguageDictionaryHashCallBack
00007ff817e20c06 (__TEXT,__text) non-external _BulkPayloadIterator_Step
00007ff818076e98 (__TEXT,__text) non-external _BulkPositionIterator_Step_Compressed
00007ff81807751c (__TEXT,__text) non-external _BulkPositionIterator_Step_Live
00007ff81807d9d5 (__TEXT,__text) non-external _BulkPullback
                 (undefined) external _CFBitVectorCreateMutable (from CoreFoundation)
                 (undefined) external _CFBitVectorCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFBitVectorGetBitAtIndex (from CoreFoundation)
                 (undefined) external _CFBitVectorGetBits (from CoreFoundation)
                 (undefined) external _CFBitVectorGetCountOfBit (from CoreFoundation)
                 (undefined) external _CFBitVectorGetFirstIndexOfBit (from CoreFoundation)
                 (undefined) external _CFBitVectorSetAllBits (from CoreFoundation)
                 (undefined) external _CFBitVectorSetBitAtIndex (from CoreFoundation)
                 (undefined) external _CFBitVectorSetBits (from CoreFoundation)
                 (undefined) external _CFBitVectorSetCount (from CoreFoundation)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFBundleCopyBundleLocalizations (from CoreFoundation)
                 (undefined) external _CFBundleCopyLocalizationsForPreferences (from CoreFoundation)
                 (undefined) external _CFBundleGetBundleWithIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetValueForInfoDictionaryKey (from CoreFoundation)
                 (undefined) external _CFCalendarComposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarCreateWithIdentifier (from CoreFoundation)
                 (undefined) external _CFCalendarDecomposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarGetOrdinalityOfUnit (from CoreFoundation)
                 (undefined) external _CFCalendarSetTimeZone (from CoreFoundation)
                 (undefined) external _CFCharacterSetAddCharactersInRange (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateWithCharactersInString (from CoreFoundation)
                 (undefined) external _CFCharacterSetGetPredefined (from CoreFoundation)
                 (undefined) external _CFCharacterSetInvert (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsLongCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetUnion (from CoreFoundation)
                 (undefined) external _CFCopyDescription (from CoreFoundation)
                 (undefined) external _CFCopyHomeDirectoryURLForUser (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateCompare (from CoreFoundation)
                 (undefined) external _CFDateCreate (from CoreFoundation)
                 (undefined) external _CFDateGetAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetKeysAndValues (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFHash (from CoreFoundation)
                 (undefined) external _CFLocaleCopyCurrent (from CoreFoundation)
                 (undefined) external _CFLocaleCopyPreferredLanguages (from CoreFoundation)
                 (undefined) external _CFLocaleCreate (from CoreFoundation)
                 (undefined) external _CFLocaleCreateCanonicalLanguageIdentifierFromString (from CoreFoundation)
                 (undefined) external _CFLocaleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFLog (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNullGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetType (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFNumberIsFloatType (from CoreFoundation)
                 (undefined) external _CFPreferencesAddSuitePreferencesToApp (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithData (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetApplyFunction (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValue (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableWithExternalCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharacters (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringDelete (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringFindWithOptions (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeOfFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetRangeOfComposedCharactersAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringHasSuffix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringNormalize (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopyDefault (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopySystem (from CoreFoundation)
                 (undefined) external _CFTimeZoneCreateWithTimeIntervalFromGMT (from CoreFoundation)
                 (undefined) external _CFURLCopyAbsoluteURL (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateFromFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLGetString (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromString (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromUUIDBytes (from CoreFoundation)
                 (undefined) external _CFUUIDGetUUIDBytes (from CoreFoundation)
00007ff817e62f3a (__TEXT,__text) non-external _CICleanUpClearItem
00007ff817e1c0d2 (__TEXT,__text) non-external _CICleanUpPop
00007ff817e19e50 (__TEXT,__text) non-external _CICleanUpPush
00007ff817e1c00b (__TEXT,__text) non-external _CICleanUpReset
00007ff817e17ae8 (__TEXT,__text) non-external _CICleanUpThreadLoc
00007ff81801f3c5 (__TEXT,__text) non-external _CICleanUpThreadLocGet
00007ff81808b6e0 (__TEXT,__text) non-external _CICompactPayloads
00007ff842fb7154 (__DATA,__bss) non-external _CICompactPayloads.sUnique
00007ff81808f750 (__TEXT,__text) non-external _CICompactPayloadsCtxFree
00007ff81805e477 (__TEXT,__text) non-external _CIDecodeRemappingMetadataWithIndex
00007ff817d9f529 (__TEXT,__text) non-external _CIDecomposeCFString
00007ff817ddcc95 (__TEXT,__text) non-external _CIDocCountsNonEmpty
00007ff81800b4d0 (__TEXT,__text) non-external _CIIndexSetAddIndexExpandingRange
00007ff817daf1a0 (__TEXT,__text) non-external _CIIndexSetAddIndexesInRange
00007ff81800b170 (__TEXT,__text) non-external _CIIndexSetAddIntersectionInRange
00007ff817e86160 (__TEXT,__text) non-external _CIIndexSetAddRange
00007ff817e82180 (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVector
00007ff817daf700 (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVector_Bitmap
00007ff8180066a0 (__TEXT,__text) non-external _CIIndexSetClearCache
00007ff817e1c9b0 (__TEXT,__text) non-external _CIIndexSetCreateWithRange
00007ff818006330 (__TEXT,__text) non-external _CIIndexSetCreateWithRangeWithCache
00007ff818006a50 (__TEXT,__text) non-external _CIIndexSetDisposePerThreadCache
00007ff843ba0210 (__DATA_DIRTY,__bss) non-external _CIIndexSetGetTypeID.onceToken
00007ff81800b520 (__TEXT,__text) non-external _CIIndexSetHasIndexWithHint
00007ff817e8ab70 (__TEXT,__text) non-external _CIIndexSetIntersectRanges
00007ff8180089d0 (__TEXT,__text) non-external _CIIndexSetInvertRange
00007ff817e85890 (__TEXT,__text) non-external _CIIndexSetRemoveRange
00007ff818006b00 (__TEXT,__text) non-external _CIIndexSetRemoveSortedIndexes
00007ff81805c5d1 (__TEXT,__text) non-external _CIMetaInfoClose
00007ff817d74051 (__TEXT,__text) non-external _CIMetaInfoRead
00007ff81801f632 (__TEXT,__text) non-external _CIOnThreadCleanUpClearItem
00007ff81801f55a (__TEXT,__text) non-external _CIOnThreadCleanUpPop
00007ff81801f460 (__TEXT,__text) non-external _CIOnThreadCleanUpPush
00007ff81801f6d0 (__TEXT,__text) non-external _CIOnThreadCleanUpReset
00007ff817df2f58 (__TEXT,__text) non-external _CIPositionNodeFinalizeDocument
00007ff81806f5c6 (__TEXT,__text) non-external _CIPositionNodeTransferDocument
00007ff81806e18a (__TEXT,__text) non-external _CIPositionNodeTransferDocuments
00007ff817deb7ec (__TEXT,__text) non-external _CIPurgeTokenizers
00007ff818079ec2 (__TEXT,__text) non-external _CIReadPositionHeader
00007ff817dcf50e (__TEXT,__text) non-external _CIReleaseIndexingTokenizer
00007ff817de93d2 (__TEXT,__text) non-external _CIRemappingCreateWithContext
00007ff817dcddfe (__TEXT,__text) non-external _CIRetainIndexingTokenizer
00007ff81809bd49 (__TEXT,__text) non-external _CIStringTokenizerResolveTranscriptions
00007ff817e34ed9 (__TEXT,__text) non-external _CITokenizerCreate
00007ff81809bce9 (__TEXT,__text) non-external _CITokenizerDispose
00007ff81809c26d (__TEXT,__text) non-external _CITokenizerGetQueryTokensWithOptions
00007ff81809c5d6 (__TEXT,__text) non-external _CITokenizerGetTokensNew
00007ff817dcdf76 (__TEXT,__text) non-external _CITokenizerSetLocale
00007ff843b9ff00 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.enabled
00007ff843b9fef8 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.once
00007ff817dce0e2 (__TEXT,__text) non-external _CITokenizerStateInit
00007ff817dec9cb (__TEXT,__text) non-external _CIWritePostings
00007ff817ef3b19 (__TEXT,__text) non-external (was a private external) _COVER_best_destroy
00007ff817ef3b40 (__TEXT,__text) non-external (was a private external) _COVER_best_finish
00007ff817ef3ae5 (__TEXT,__text) non-external (was a private external) _COVER_best_init
00007ff817ef3b31 (__TEXT,__text) non-external (was a private external) _COVER_best_start
00007ff817ef3b13 (__TEXT,__text) non-external (was a private external) _COVER_best_wait
00007ff817ef39b9 (__TEXT,__text) non-external (was a private external) _COVER_checkTotalCompressedSize
00007ff817ef3967 (__TEXT,__text) non-external (was a private external) _COVER_computeEpochs
00007ff817ef3bf0 (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionError
00007ff817ef3c1e (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionFree
00007ff817ef3c03 (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionIsError
00007ff817ef3c2c (__TEXT,__text) non-external (was a private external) _COVER_selectDict
00007ff817ef38c8 (__TEXT,__text) non-external (was a private external) _COVER_sum
00007ff817ef38e8 (__TEXT,__text) non-external (was a private external) _COVER_warnOnSmallCorpus
00007ff8180274a9 (__TEXT,__text) non-external _ChangeHolderFreeDocIds
00007ff817e85870 (__TEXT,__text) non-external _CheckResolvedDocSet
00007ff817f5bc03 (__TEXT,__text) non-external _CleanupWritableIndexes
                 (undefined) external _CloseStreamCompressor (from AppleFSCompression)
00007ff817e7cf0d (__TEXT,__text) non-external _CompactIndexes
00007ff81806d53d (__TEXT,__text) non-external _CompactPositionsList
00007ff817e4c0fe (__TEXT,__text) non-external _ContentIndexCalculateSize
00007ff817e53d13 (__TEXT,__text) non-external _ContentIndexChangePrefix
00007ff81805dfc9 (__TEXT,__text) non-external _ContentIndexCloseIndexBulk_Step1
00007ff81805e3de (__TEXT,__text) non-external _ContentIndexContainsContentByDocId
00007ff8180ca690 (__TEXT,__text) non-external _ContentIndexCopyQueryTerms
00007ff817e2e795 (__TEXT,__text) non-external _ContentIndexCreateNew
00007ff817e1da00 (__TEXT,__text) non-external _ContentIndexDocSetAppendIterators
00007ff81801d430 (__TEXT,__text) non-external _ContentIndexDocSetCleanupBorrowedChildren
00007ff81801c4e0 (__TEXT,__text) non-external _ContentIndexDocSetComputeScore
00007ff817e90e00 (__TEXT,__text) non-external _ContentIndexDocSetContainsDocId
00007ff817e857e0 (__TEXT,__text) non-external _ContentIndexDocSetContainsPhrase
00007ff817e22c40 (__TEXT,__text) non-external _ContentIndexDocSetContextRelease
00007ff818011020 (__TEXT,__text) non-external _ContentIndexDocSetCreateAllWithPrototype
00007ff818011110 (__TEXT,__text) non-external _ContentIndexDocSetCreateEmpty
00007ff817e1dba0 (__TEXT,__text) non-external _ContentIndexDocSetCreatePhraseIterators
00007ff817e24220 (__TEXT,__text) non-external _ContentIndexDocSetDispose
00007ff817def400 (__TEXT,__text) non-external _ContentIndexDocSetEquals
00007ff8180111d0 (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy
00007ff818012870 (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy_Array
00007ff818012f80 (__TEXT,__text) non-external _ContentIndexDocSetGrabConstrainingVector
00007ff818010cf0 (__TEXT,__text) non-external _ContentIndexDocSetHasWeights
00007ff817da90a0 (__TEXT,__text) non-external _ContentIndexDocSetHash
00007ff817e8a840 (__TEXT,__text) non-external _ContentIndexDocSetIntersectionLazy
00007ff817e24240 (__TEXT,__text) non-external _ContentIndexDocSetIteratorDispose
00007ff818013170 (__TEXT,__text) non-external _ContentIndexDocSetIteratorFlatten
00007ff818018930 (__TEXT,__text) non-external _ContentIndexDocSetIteratorPreProcess
00007ff81801b0b0 (__TEXT,__text) non-external _ContentIndexDocSetIteratorPreProcessNode
00007ff817e21760 (__TEXT,__text) non-external _ContentIndexDocSetIteratorProcessPositions
00007ff817e21220 (__TEXT,__text) non-external _ContentIndexDocSetIteratorReadPositions
00007ff818011470 (__TEXT,__text) non-external _ContentIndexDocSetNotLazy
00007ff817e8ccb0 (__TEXT,__text) non-external _ContentIndexDocSetResolveOIDsAndGroups_Step
00007ff817e86940 (__TEXT,__text) non-external _ContentIndexDocSetSquashUpdate
00007ff817da9f80 (__TEXT,__text) non-external _ContentIndexDocSetSquashUpdatesForPulse
00007ff817e853f0 (__TEXT,__text) non-external _ContentIndexDocSetUnionLazy
00007ff818013310 (__TEXT,__text) non-external _ContentIndexDocSet_PositionRead
00007ff817e1fa40 (__TEXT,__text) non-external _ContentIndexDocSet_Step
00007ff817da9200 (__TEXT,__text) non-external _ContentIndexDocSetsCreateIterator
00007ff8180118a0 (__TEXT,__text) non-external _ContentIndexFlattenDocSet
00007ff817d7ebf2 (__TEXT,__text) non-external _ContentIndexListAppend
00007ff817db8a71 (__TEXT,__text) non-external _ContentIndexListClone
00007ff81805cad0 (__TEXT,__text) non-external _ContentIndexListDump
00007ff817dc4bdd (__TEXT,__text) non-external _ContentIndexListFree
00007ff817e6f8ca (__TEXT,__text) non-external _ContentIndexMergeIndexes
00007ff817df7a48 (__TEXT,__text) non-external _ContentIndexOpenBulk
00007ff817e1d5f0 (__TEXT,__text) non-external _ContentIndexQueryNodeDispose
00007ff817da19bf (__TEXT,__text) non-external _ContentIndexQueryNodeEquals
00007ff817e800e1 (__TEXT,__text) non-external _ContentIndexQueryNodeForRange
00007ff817da18b4 (__TEXT,__text) non-external _ContentIndexQueryNodeHash
00007ff817dea97f (__TEXT,__text) non-external _ContentIndexRemappingNextDocId
00007ff81805e122 (__TEXT,__text) non-external _ContentIndexResetDirStore
00007ff817d8bbe3 (__TEXT,__text) non-external _ContentIndexSetDirtyCallback
00007ff817e53a9e (__TEXT,__text) non-external _ContentIndexSetEmergency
00007ff81805cdc6 (__TEXT,__text) non-external _ContentIndexUpdateState
00007ff817e7a0bc (__TEXT,__text) non-external _ContentIndexUpdateTimeStamp
00007ff817fb0322 (__TEXT,__text) non-external _ContentIndexVerifyIndex
00007ff841518520 (__DATA_CONST,__const) non-external _ContentIndex_catch_exc_subsystem
00007ff81801f0b4 (__TEXT,__text) non-external _ContentIndex_catch_exception_raise_state
00007ff817f4bcc1 (__TEXT,__text) non-external _CopyUTITypeInfo
00007ff817f436d2 (__TEXT,__text) non-external _CopyUserTag
00007ff8180f2360 (__TEXT,__const) non-external _CoreSpotlightBundleIDCStr
                 (undefined) external _CreateStreamCompressor (from AppleFSCompression)
                 (undefined) external _CreateStreamCompressorQueueWithOptions (from AppleFSCompression)
                 (undefined) external _DADiskCopyIOMedia (from DiskArbitration)
                 (undefined) external _DADiskCreateFromBSDName (from DiskArbitration)
                 (undefined) external _DASessionCreate (from DiskArbitration)
00007ff817f2b1c6 (__TEXT,__text) non-external _DeallocContentIndexList
00007ff818071544 (__TEXT,__text) non-external _DefaultGetTimeMachinePath
00007ff842fb4d30 (__DATA,__bss) non-external _DefaultGetTimeMachinePath.machine_cache
00007ff842fb5530 (__DATA,__bss) non-external _DefaultGetTimeMachinePath.volume_cache
00007ff817ead1dc (__TEXT,__text) non-external (was a private external) _ERR_getErrorString
00007ff8180de960 (__TEXT,__text) non-external _EndianFileInfo_NtoB_InPlace
00007ff817ef9442 (__TEXT,__text) non-external _FASTCOVER_buildDictionary
00007ff817ef9753 (__TEXT,__text) non-external _FASTCOVER_ctx_destroy
00007ff817ef9049 (__TEXT,__text) non-external _FASTCOVER_ctx_init
00007ff8180f14e0 (__TEXT,__const) non-external _FASTCOVER_defaultAccelParameters
00007ff817ef9f69 (__TEXT,__text) non-external _FASTCOVER_tryParameters
00007ff817ef7f8a (__TEXT,__text) non-external (was a private external) _FSE_buildCTable_rle
00007ff817ef7650 (__TEXT,__text) non-external (was a private external) _FSE_buildCTable_wksp
00007ff817f030c3 (__TEXT,__text) non-external _FSE_buildDTable_internal
00007ff817ef7fad (__TEXT,__text) non-external (was a private external) _FSE_compress_usingCTable
00007ff817ef7fcf (__TEXT,__text) non-external _FSE_compress_usingCTable_generic
00007ff817f032f4 (__TEXT,__text) non-external (was a private external) _FSE_decompress_wksp_bmi2
00007ff817f03e80 (__TEXT,__text) non-external _FSE_decompress_wksp_body_bmi2
