0000000180b51970 (__TEXT,__text) external _OSAtomicAdd32
0000000182c3e2b0 (__AUTH_CONST,__const) external __os_lock_type_spin
0000000182c3e2b0 (__AUTH_CONST,__const) external __os_lock_type_transactional
0000000182c3e2f0 (__AUTH_CONST,__const) external __os_lock_type_unfair
0000000180b50ba4 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
0000000180b50bd0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
0000000180b50bf0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
0000000180b50c10 (__TEXT,__text) external __os_nospin_lock_lock
0000000180b50c30 (__TEXT,__text) non-external __os_nospin_lock_lock_slow
0000000180b50d2c (__TEXT,__text) external __os_nospin_lock_trylock
0000000180b50d48 (__TEXT,__text) external __os_nospin_lock_unlock
0000000180b50d64 (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
0000000180b50f40 (__TEXT,__text) external __os_once
0000000180b53ab0 (__TEXT,__text) non-external __os_once.cold.1
0000000180b50f98 (__TEXT,__text) non-external __os_once_callout
0000000180b50e94 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000180b539dc (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000180b5398c (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000180b539b4 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000180b5100c (__TEXT,__text) non-external __os_once_gate_wait
0000000180b51894 (__TEXT,__text) external __os_semaphore_create
0000000180b53afc (__TEXT,__text) non-external __os_semaphore_create.cold.1
0000000180b53b24 (__TEXT,__text) non-external __os_semaphore_create.cold.2
0000000180b518e8 (__TEXT,__text) external __os_semaphore_dispose
0000000180b53b4c (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000180b51918 (__TEXT,__text) external __os_semaphore_signal
0000000180b53b74 (__TEXT,__text) non-external __os_semaphore_signal.cold.1
0000000180b51938 (__TEXT,__text) external __os_semaphore_wait
0000000180b53b9c (__TEXT,__text) non-external __os_semaphore_wait.cold.1
0000000180b538ec (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000180b5062c (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000180b5389c (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000180b50804 (__TEXT,__text) non-external __os_unfair_lock_trylock_with_options_slow
0000000180b508dc (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
0000000180b538c4 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
0000000180b52de0 (__TEXT,__text) external __platform_bzero
0000000180b520e4 (__TEXT,__text) external __platform_memccpy
0000000180b52960 (__TEXT,__text) external __platform_memchr
0000000180b52a70 (__TEXT,__text) external __platform_memcmp
0000000180b52f20 (__TEXT,__text) external __platform_memcmp_zero_aligned8
0000000180b52360 (__TEXT,__text) external __platform_memmove
0000000180b52e40 (__TEXT,__text) external __platform_memset
0000000180b53020 (__TEXT,__text) external __platform_memset_pattern16
0000000180b52fe0 (__TEXT,__text) external __platform_memset_pattern4
0000000180b53000 (__TEXT,__text) external __platform_memset_pattern8
0000000180b532c0 (__TEXT,__text) external __platform_strchr
0000000180b53268 (__TEXT,__text) external __platform_strcmp
0000000180b52810 (__TEXT,__text) non-external (was a private external) __platform_strcmp$VARIANT$Base
0000000180b52028 (__TEXT,__text) external __platform_strcpy
0000000182c3e228 (__AUTH_CONST,__const) non-external __platform_string_functions
0000000180b521f4 (__TEXT,__text) external __platform_strlcat
0000000180b52068 (__TEXT,__text) external __platform_strlcpy
0000000180b52c60 (__TEXT,__text) external __platform_strlen
0000000180b5327c (__TEXT,__text) external __platform_strncmp
0000000180b52cd0 (__TEXT,__text) non-external (was a private external) __platform_strncmp$VARIANT$Base
0000000180b5216c (__TEXT,__text) external __platform_strncpy
0000000180b52bc0 (__TEXT,__text) external __platform_strnlen
0000000180b51fa0 (__TEXT,__text) external __platform_strstr
0000000180b5365c (__TEXT,__text) non-external (was a private external) __setcontext
0000000180b51e54 (__TEXT,__text) external __setjmp
0000000180b51d84 (__TEXT,__text) non-external (was a private external) __sigtramp
0000000180b51d68 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000000180b4e278 (__TEXT,__text) non-external __simple_asl_escape_key
0000000180b4e2ec (__TEXT,__text) non-external __simple_asl_escape_val
0000000180b4e474 (__TEXT,__text) external __simple_asl_log
0000000180b4e394 (__TEXT,__text) external __simple_asl_log_prog
0000000180b4e0e0 (__TEXT,__text) external __simple_asl_msg_new
0000000180b4e12c (__TEXT,__text) external __simple_asl_msg_set
0000000180b4e34c (__TEXT,__text) external __simple_asl_send
0000000180b4ee94 (__TEXT,__text) external __simple_dprintf
0000000180b4f1e8 (__TEXT,__text) external __simple_esappend
0000000180b4f108 (__TEXT,__text) external __simple_esprintf
0000000180b4e034 (__TEXT,__text) external __simple_getenv
0000000180b4f2b8 (__TEXT,__text) external __simple_put
0000000180b4f2c0 (__TEXT,__text) external __simple_putline
0000000180b4eec0 (__TEXT,__text) external __simple_salloc
0000000180b4f17c (__TEXT,__text) external __simple_sappend
0000000180b4f308 (__TEXT,__text) external __simple_sfree
0000000180b4f0d0 (__TEXT,__text) external __simple_sprintf
0000000180b4f148 (__TEXT,__text) external __simple_sresize
0000000180b4f138 (__TEXT,__text) external __simple_string
0000000180b4e47c (__TEXT,__text) external __simple_vdprintf
0000000180b4f0b4 (__TEXT,__text) external __simple_vesprintf
0000000180b4f08c (__TEXT,__text) external __simple_vsprintf
0000000180b50454 (__TEXT,__text) external __spin_lock
0000000180b50488 (__TEXT,__text) external __spin_lock_try
0000000180b504a0 (__TEXT,__text) external __spin_unlock
0000000182bb8040 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
0000000180b502b4 (__TEXT,__text) non-external _cpus_that_need_dsb_for_ic_ivau
0000000180b4f39c (__TEXT,__text) non-external _dec
0000000180b528e8 (__TEXT,__text) external _ffs
0000000180b52900 (__TEXT,__text) external _ffsl
0000000180b52900 (__TEXT,__text) external _ffsll
0000000180b52918 (__TEXT,__text) external _fls
0000000180b52928 (__TEXT,__text) external _flsl
0000000180b52928 (__TEXT,__text) external _flsll
0000000182bb1d98 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000180b53720 (__TEXT,__text) external _getcontext
                 (undefined) external _getrlimit (from libsystem_kernel)
0000000180b4f898 (__TEXT,__text) non-external _hex
                 (undefined) external _log_data_as_kernel (from libsystem_kernel)
0000000180b51f64 (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000180b533f0 (__TEXT,__text) external _makecontext
0000000180b520e0 (__TEXT,__text) non-external (was a private external) _memset
0000000180b4f6c4 (__TEXT,__text) non-external _oct
0000000180b516c0 (__TEXT,__text) external _os_apt_msg_async_task_running_4swift
0000000180b51778 (__TEXT,__text) non-external _os_apt_msg_async_task_running_4swift_dev
0000000180b51720 (__TEXT,__text) non-external _os_apt_msg_async_task_running_4swift_dev_prodel0
0000000180b517a0 (__TEXT,__text) non-external _os_apt_msg_async_task_running_4swift_nop
0000000180b51750 (__TEXT,__text) non-external _os_apt_msg_async_task_running_4swift_prodel0
0000000180b517a4 (__TEXT,__text) external _os_apt_msg_async_task_waiting_on_4swift
0000000180b51864 (__TEXT,__text) non-external _os_apt_msg_async_task_waiting_on_4swift_dev
0000000180b51804 (__TEXT,__text) non-external _os_apt_msg_async_task_waiting_on_4swift_dev_prodel0
0000000180b51890 (__TEXT,__text) non-external _os_apt_msg_async_task_waiting_on_4swift_nop
0000000180b51838 (__TEXT,__text) non-external _os_apt_msg_async_task_waiting_on_4swift_prodel0
0000000180b502dc (__TEXT,__text) external _os_lock_lock
0000000180b502ec (__TEXT,__text) external _os_lock_trylock
0000000180b502fc (__TEXT,__text) external _os_lock_unlock
0000000180b512dc (__TEXT,__text) external _os_sync_wait_on_address
0000000180b5119c (__TEXT,__text) external _os_sync_wait_on_address_with_deadline
0000000180b5123c (__TEXT,__text) external _os_sync_wait_on_address_with_timeout
0000000180b513f4 (__TEXT,__text) external _os_sync_wake_by_address_all
0000000180b5136c (__TEXT,__text) external _os_sync_wake_by_address_any
0000000180b50a0c (__TEXT,__text) external _os_unfair_lock_assert_not_owner
0000000180b53a54 (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000180b509e0 (__TEXT,__text) external _os_unfair_lock_assert_owner
0000000180b53a2c (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000180b50604 (__TEXT,__text) external _os_unfair_lock_lock
0000000180b50988 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000180b509bc (__TEXT,__text) external _os_unfair_lock_lock_with_flags
0000000180b507a0 (__TEXT,__text) external _os_unfair_lock_lock_with_options
0000000180b507c4 (__TEXT,__text) external _os_unfair_lock_trylock
0000000180b507e0 (__TEXT,__text) external _os_unfair_lock_trylock_with_options
0000000180b508c0 (__TEXT,__text) external _os_unfair_lock_unlock
0000000180b509a8 (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
0000000180b50a54 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000180b50a38 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000180b53948 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000180b50af4 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
0000000180b53a7c (__TEXT,__text) non-external _os_unfair_recursive_lock_tryunlock4objc.cold.1
0000000180b50a94 (__TEXT,__text) external _os_unfair_recursive_lock_unlock
0000000180b50b64 (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
0000000180b53a90 (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
0000000180b5354c (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
0000000180b5381c (__TEXT,__text) non-external _sb
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000180b535f4 (__TEXT,__text) external _setcontext
0000000180b51f24 (__TEXT,__text) external _setjmp
0000000180b51f58 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180b51f18 (__TEXT,__text) external _sigsetjmp
0000000180b50454 (__TEXT,__text) external _spin_lock
0000000180b50488 (__TEXT,__text) external _spin_lock_try
0000000180b504a0 (__TEXT,__text) external _spin_unlock
0000000180b53338 (__TEXT,__text) external _swapcontext
0000000180b501d4 (__TEXT,__text) external _sys_cache_control
0000000180b502d4 (__TEXT,__text) external _sys_dcache_flush
0000000180b50220 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
0000000180b537a8 (__TEXT,__text) external _timingsafe_enable_if_supported
0000000180b53800 (__TEXT,__text) external _timingsafe_restore_if_supported
0000000180b4fbf4 (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
0000000180b4fdd8 (__TEXT,__text) non-external _ydec
