                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80cd8862f (__TEXT,__text) external __cg_jcopy_block_row
00007ff80cd85581 (__TEXT,__text) non-external _decode_mcu
00007ff80cda2a44 (__TEXT,__text) non-external _decode_mcu
00007ff80cd850a0 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80cda17f8 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80cd8538e (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80cda1b45 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80cd84e63 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80cda15e0 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80cd852ee (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80cda1a46 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80cda25e9 (__TEXT,__text) non-external _decode_mcu_sub
00007ff80cd92edb (__TEXT,__text) non-external _decompress_data
00007ff80cd930a8 (__TEXT,__text) non-external _decompress_onepass
00007ff80cd93389 (__TEXT,__text) non-external _decompress_smooth_data
00007ff80cda9e65 (__TEXT,__text) non-external _do_barray_io
00007ff80cda9d78 (__TEXT,__text) non-external _do_sarray_io
00007ff80cd930a0 (__TEXT,__text) non-external _dummy_consume_data
00007ff80cda7c59 (__TEXT,__text) non-external _dump_buffer_e
00007ff80cd84505 (__TEXT,__text) non-external _emit_byte
00007ff80cda466f (__TEXT,__text) non-external _emit_byte
00007ff80cda4939 (__TEXT,__text) non-external _emit_dht
00007ff80cda46b2 (__TEXT,__text) non-external _emit_dqt
00007ff80cda75e1 (__TEXT,__text) non-external _emit_eobrun
00007ff80cda06dd (__TEXT,__text) non-external _emit_message
00007ff80cd8424e (__TEXT,__text) non-external _emit_restart
00007ff80cda7ca3 (__TEXT,__text) non-external _emit_restart_e
00007ff80cda480b (__TEXT,__text) non-external _emit_sof
00007ff80cda907e (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff80cda8eb3 (__TEXT,__text) non-external _empty_output_buffer
00007ff80cd83d74 (__TEXT,__text) non-external _encode_mcu
00007ff80cd8378b (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80cda586a (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80cd83b1e (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80cda5e9b (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80cd8354a (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80cda5545 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80cd83a75 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80cda5d08 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80cda6627 (__TEXT,__text) non-external _encode_mcu_gather
00007ff80cda6869 (__TEXT,__text) non-external _encode_mcu_huff
00007ff80cda06bc (__TEXT,__text) non-external _error_exit
00007ff80cd82c1d (__TEXT,__text) non-external _examine_app0
00007ff80cd82e71 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff80cdab9b0 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff80cd928f3 (__TEXT,__text) non-external _fill_dc_scans
00007ff80cd847a1 (__TEXT,__text) non-external _fill_input_buffer
00007ff80cd801c5 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff80cd8490d (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff80cdaa790 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff80cd8a280 (__TEXT,__text) non-external _finish_input_pass
00007ff80cd954d1 (__TEXT,__text) non-external _finish_output_pass
00007ff80cd833c9 (__TEXT,__text) non-external _finish_pass
00007ff80cd84e5d (__TEXT,__text) non-external _finish_pass
00007ff80cd7f594 (__TEXT,__text) non-external _finish_pass1
00007ff80cd7fdd0 (__TEXT,__text) non-external _finish_pass2
00007ff80cda8502 (__TEXT,__text) non-external _finish_pass_1_quant
00007ff80cda519e (__TEXT,__text) non-external _finish_pass_gather
00007ff80cda15b4 (__TEXT,__text) non-external _finish_pass_huff
00007ff80cda52df (__TEXT,__text) non-external _finish_pass_huff
00007ff80cd947b4 (__TEXT,__text) non-external _finish_pass_master
00007ff80cdab9a0 (__TEXT,__const) non-external _first_pool_slop
00007ff80cda0795 (__TEXT,__text) non-external _format_message
00007ff80cd86802 (__TEXT,__text) non-external _forward_DCT
00007ff80cd86906 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80cda9bfa (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff80cd9ffa0 (__TEXT,__text) non-external _fullsize_downsample
00007ff80cd9fdd5 (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff80cd95f11 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff80cd85be3 (__TEXT,__text) non-external _get_byte
00007ff80cd82286 (__TEXT,__text) non-external _get_interesting_appn
00007ff80cd82813 (__TEXT,__text) non-external _get_sof
00007ff80cd87064 (__TEXT,__text) non-external _gray_rgb_convert
00007ff80cd7e52a (__TEXT,__text) non-external _grayscale_convert
00007ff80cd86ee2 (__TEXT,__text) non-external _grayscale_convert
00007ff80cda002d (__TEXT,__text) non-external _h2v1_downsample
00007ff80cda0db5 (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff80cd95f1a (__TEXT,__text) non-external _h2v1_upsample
00007ff80cda03dc (__TEXT,__text) non-external _h2v2_downsample
00007ff80cda0b5e (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff80cda010e (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff80cd95f75 (__TEXT,__text) non-external _h2v2_upsample
00007ff80cda8e83 (__TEXT,__text) non-external _init_destination
00007ff80cd7f481 (__TEXT,__text) non-external _init_error_limit
00007ff80cda9078 (__TEXT,__text) non-external _init_mem_destination
00007ff80cd84907 (__TEXT,__text) non-external _init_mem_source
00007ff80cd84790 (__TEXT,__text) non-external _init_source
00007ff80cda04e6 (__TEXT,__text) non-external _int_downsample
00007ff80cd96018 (__TEXT,__text) non-external _int_upsample
00007ff80cd885aa (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff80cd8494a (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff80cd83137 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff80cda9fc0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff80cd7dcc0 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff80cd89401 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff80cd91f4a (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff80cd989cf (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff80cd9cff7 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff80cd98e0b (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff80cd993f2 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff80cd9c9d9 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff80cd99959 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff80cd9a005 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff80cd9c0ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff80cd9a687 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff80cd9ad69 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff80cd9b608 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff80cd985c6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff80cd9f71c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff80cd9dc57 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff80cd98535 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff80cd9f62c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff80cd98429 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff80cd9f389 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff80cd9db04 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff80cd98262 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff80cd9efa0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff80cd9ec34 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff80cd97e8d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff80cd9e855 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff80cd9d871 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff80cd979db (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff80cd9e310 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff80cd97203 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff80cd9dcbb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff80cd9d4f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff80cd98619 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff80cda2ef9 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff80cda791b (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff80cda304c (__TEXT,__text) non-external _jpeg_huff_decode
00007ff80cd8b884 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff80cd8f834 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff80cd8bd43 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff80cd8c367 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff80cd8f3e6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff80cd8c92a (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff80cd8d015 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff80cd8ee6e (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff80cd8d6eb (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff80cd8de5e (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff80cd8e6ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff80cd91bd9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff80cd9020a (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff80cd91a96 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff80cd8b210 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff80cd918a0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff80cd900b8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff80cd914fc (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff80cd91165 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff80cd8ae22 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff80cd90d4d (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff80cd8febe (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff80cd8ab84 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff80cd90844 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff80cd8a7dd (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff80cd9026b (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff80cd8fbe2 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff80cd8b445 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff80cda7347 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff80cda22eb (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff80cda8f87 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff80cd84875 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff80cdaae30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff80cdaadc0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff80cdaad40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff80cdaac90 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff80cdaabc0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff80cdaaab0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff80cd82fc3 (__TEXT,__text) non-external (was a private external) _jpeg_std_huff_table
00007ff80cdaa6b0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_chrominance
00007ff80cdaa5e0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_luminance
00007ff80cdaa5c0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_chrominance
00007ff80cdaa5a0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_luminance
00007ff80cdaa6d0 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_chrominance
00007ff80cdaa600 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_luminance
00007ff80cdaa5d1 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_chrominance
00007ff80cdaa5b1 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_luminance
00007ff80cdab6b0 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff80cdab460 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff80cdab470 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff80cdab4a0 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff80cdab4e0 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff80cdab550 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff80cdab5e0 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff80cda0d8b (__TEXT,__text) non-external _merged_1v_upsample
00007ff80cda0a81 (__TEXT,__text) non-external _merged_2v_upsample
00007ff80cda8508 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff80cd7f46d (__TEXT,__text) non-external _new_color_map_2_quant
00007ff80cd807af (__TEXT,__text) non-external _next_marker
00007ff80cd95f04 (__TEXT,__text) non-external _noop_upsample
00007ff80cd7e96d (__TEXT,__text) non-external _null_convert
00007ff80cd874ba (__TEXT,__text) non-external _null_convert
00007ff80cd7e524 (__TEXT,__text) non-external _null_method
00007ff80cda0731 (__TEXT,__text) non-external _output_message
00007ff80cda4b50 (__TEXT,__text) non-external _output_pass_setup
00007ff80cd7f980 (__TEXT,__text) non-external _pass2_fs_dither
00007ff80cd7fce0 (__TEXT,__text) non-external _pass2_no_dither
00007ff80cd94780 (__TEXT,__text) non-external _pass_startup
00007ff80cd94a20 (__TEXT,__text) non-external _per_scan_setup
00007ff80cd96292 (__TEXT,__text) non-external _post_process_1pass
00007ff80cd96400 (__TEXT,__text) non-external _post_process_2pass
00007ff80cd96318 (__TEXT,__text) non-external _post_process_prepass
00007ff80cd88a89 (__TEXT,__text) non-external _pre_process_context
00007ff80cd88cc3 (__TEXT,__text) non-external _pre_process_data
00007ff80cd95352 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff80cd945c4 (__TEXT,__text) non-external _prepare_for_pass
00007ff80cd7f51e (__TEXT,__text) non-external _prescan_quantize
00007ff80cd95860 (__TEXT,__text) non-external _process_data_context_main
00007ff80cd95be9 (__TEXT,__text) non-external _process_data_crank_post
00007ff80cd8873f (__TEXT,__text) non-external _process_data_simple_main
00007ff80cd95b70 (__TEXT,__text) non-external _process_data_simple_main
00007ff80cd8598e (__TEXT,__text) non-external _process_restart
00007ff80cda2e6c (__TEXT,__text) non-external _process_restart
00007ff80cda87c9 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff80cda89f2 (__TEXT,__text) non-external _quantize_fs_dither
00007ff80cda88fe (__TEXT,__text) non-external _quantize_ord_dither
00007ff80cd845f8 (__TEXT,__text) non-external _read_backing_store
00007ff80cd809e1 (__TEXT,__text) non-external _read_markers
00007ff80cd8211c (__TEXT,__text) non-external _read_restart_marker
00007ff80cda9741 (__TEXT,__text) non-external _realize_virt_arrays
00007ff80cda96b1 (__TEXT,__text) non-external _request_virt_barray
00007ff80cda9621 (__TEXT,__text) non-external _request_virt_sarray
00007ff80cda0867 (__TEXT,__text) non-external _reset_error_mgr
00007ff80cd89faf (__TEXT,__text) non-external _reset_input_controller
00007ff80cd809b1 (__TEXT,__text) non-external _reset_marker_reader
00007ff80cd86f97 (__TEXT,__text) non-external _rgb1_gray_convert
00007ff80cd87308 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff80cd7e799 (__TEXT,__text) non-external _rgb_convert
00007ff80cd8729a (__TEXT,__text) non-external _rgb_convert
00007ff80cd7e71b (__TEXT,__text) non-external _rgb_gray_convert
00007ff80cd86f00 (__TEXT,__text) non-external _rgb_gray_convert
00007ff80cd7e804 (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff80cd7e885 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff80cd7e576 (__TEXT,__text) non-external _rgb_ycc_start
00007ff80cd824d7 (__TEXT,__text) non-external _save_marker
00007ff80cdab980 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff80cd9481c (__TEXT,__text) non-external _select_scan_parameters
00007ff80cda9d35 (__TEXT,__text) non-external _self_destruct
00007ff80cd9fd3e (__TEXT,__text) non-external _sep_downsample
00007ff80cd95dd5 (__TEXT,__text) non-external _sep_upsample
00007ff80cd84825 (__TEXT,__text) non-external _skip_input_data
00007ff80cd821ac (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff80cd89ff6 (__TEXT,__text) non-external _start_input_pass
00007ff80cd92b4c (__TEXT,__text) non-external _start_input_pass
00007ff80cd92b97 (__TEXT,__text) non-external _start_output_pass
00007ff80cd7ebca (__TEXT,__text) non-external _start_pass
00007ff80cd831be (__TEXT,__text) non-external _start_pass
00007ff80cd84a43 (__TEXT,__text) non-external _start_pass
00007ff80cdaa470 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff80cdaa3f0 (__TEXT,__const) non-external _start_pass.aanscales
00007ff80cda82e1 (__TEXT,__text) non-external _start_pass_1_quant
