                 (undefined) external _APL_dgemm (from libBLAS)
                 (undefined) external _APL_dtrsm (from libBLAS)
                 (undefined) external _APL_sgemm (from libBLAS)
                 (undefined) external _APL_strsm (from libBLAS)
                 (undefined) external _APPLE_NTHREADS (from libBLAS)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff80103883e (__TEXT,__text) external __SparseAMD
00007ff8010416ee (__TEXT,__text) external __Z10SparseLSMR17SparseLSMROptions
00007ff8010416cb (__TEXT,__text) external __Z10SparseLSMRv
00007ff801041690 (__TEXT,__text) external __Z11SparseGMRES18SparseGMRESOptions
00007ff80104166d (__TEXT,__text) external __Z11SparseGMRESv
00007ff80105545e (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseMatrix_FloatS1_
00007ff801057367 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseMatrix_FloatS1_32SparseOpaquePreconditioner_Float
00007ff8010568b2 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseMatrix_FloatS1_i
00007ff801055e7e (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseVector_FloatS1_
00007ff801057d77 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseVector_FloatS1_32SparseOpaquePreconditioner_Float
00007ff8010572bb (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod18SparseMatrix_Float17DenseVector_FloatS1_i
00007ff80104941e (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseMatrix_DoubleS1_
00007ff80104b351 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseMatrix_DoubleS1_33SparseOpaquePreconditioner_Double
00007ff80104a89c (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseMatrix_DoubleS1_i
00007ff801049e3e (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseVector_DoubleS1_
00007ff80104bd61 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseVector_DoubleS1_33SparseOpaquePreconditioner_Double
00007ff80104b2a5 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethod19SparseMatrix_Double18DenseVector_DoubleS1_i
00007ff801055f2a (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE17DenseMatrix_FloatS1_ES1_S1_
00007ff801057e41 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE17DenseMatrix_FloatS1_ES1_S1_32SparseOpaquePreconditioner_Float
00007ff8010563e6 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE17DenseVector_FloatS1_ES1_S1_
00007ff8010582fb (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE17DenseVector_FloatS1_ES1_S1_32SparseOpaquePreconditioner_Float
00007ff801049eea (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE18DenseMatrix_DoubleS1_ES1_S1_
00007ff80104be2b (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE18DenseMatrix_DoubleS1_ES1_S1_33SparseOpaquePreconditioner_Double
00007ff80104a3a6 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE18DenseVector_DoubleS1_ES1_S1_
00007ff80104c2e5 (__TEXT,__text) external __Z11SparseSolve21SparseIterativeMethodU13block_pointerFvb15CBLAS_TRANSPOSE18DenseVector_DoubleS1_ES1_S1_33SparseOpaquePreconditioner_Double
00007ff8010522f0 (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseMatrix_Float
00007ff801052ee5 (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseMatrix_FloatPv
00007ff801052680 (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseMatrix_FloatS0_
00007ff80105317e (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseMatrix_FloatS0_Pv
00007ff8010538be (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseVector_Float
00007ff801053a0b (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseVector_FloatPv
00007ff801053951 (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseVector_FloatS0_
00007ff801053aa1 (__TEXT,__text) external __Z11SparseSolve27SparseOpaqueSubfactor_Float17DenseVector_FloatS0_Pv
00007ff8010462b0 (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseMatrix_Double
00007ff801046ea5 (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseMatrix_DoublePv
00007ff801046640 (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseMatrix_DoubleS0_
00007ff80104713e (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseMatrix_DoubleS0_Pv
00007ff80104787e (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseVector_Double
00007ff8010479cb (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseVector_DoublePv
00007ff801047911 (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseVector_DoubleS0_
00007ff801047a61 (__TEXT,__text) external __Z11SparseSolve28SparseOpaqueSubfactor_Double18DenseVector_DoubleS0_Pv
00007ff80104eee3 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseMatrix_Float
00007ff80104fdb1 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseMatrix_FloatPv
00007ff80104f454 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseMatrix_FloatS0_
00007ff801050222 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseMatrix_FloatS0_Pv
00007ff801050a71 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseVector_Float
00007ff80105131d (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseVector_FloatPv
00007ff801050e0f (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseVector_FloatS0_
00007ff8010515c1 (__TEXT,__text) external __Z11SparseSolve31SparseOpaqueFactorization_Float17DenseVector_FloatS0_Pv
00007ff801042ea6 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseMatrix_Double
00007ff801043d74 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseMatrix_DoublePv
00007ff801043417 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseMatrix_DoubleS0_
00007ff8010441e5 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseMatrix_DoubleS0_Pv
00007ff801044a34 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseVector_Double
00007ff8010452e0 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseVector_DoublePv
00007ff801044dd2 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseVector_DoubleS0_
00007ff801045584 (__TEXT,__text) external __Z11SparseSolve32SparseOpaqueFactorization_Double18DenseVector_DoubleS0_Pv
00007ff80104e950 (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization18SparseMatrix_Float
00007ff80104ee6b (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization18SparseMatrix_Float26SparseNumericFactorOptions
00007ff80104e9cb (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization18SparseMatrix_Float26SparseNumericFactorOptionsPvS2_
00007ff801042913 (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization19SparseMatrix_Double
00007ff801042e2e (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization19SparseMatrix_Double26SparseNumericFactorOptions
00007ff80104298e (__TEXT,__text) external __Z12SparseFactor33SparseOpaqueSymbolicFactorization19SparseMatrix_Double26SparseNumericFactorOptionsPvS2_
00007ff80104e3f2 (__TEXT,__text) external __Z12SparseFactorh18SparseMatrix_Float
00007ff80104e463 (__TEXT,__text) external __Z12SparseFactorh18SparseMatrix_Float27SparseSymbolicFactorOptions26SparseNumericFactorOptions
00007ff8010423b5 (__TEXT,__text) external __Z12SparseFactorh19SparseMatrix_Double
00007ff801042426 (__TEXT,__text) external __Z12SparseFactorh19SparseMatrix_Double27SparseSymbolicFactorOptions26SparseNumericFactorOptions
00007ff801041278 (__TEXT,__text) external __Z12SparseFactorh21SparseMatrixStructure
00007ff8010412c8 (__TEXT,__text) external __Z12SparseFactorh21SparseMatrixStructure27SparseSymbolicFactorOptions
00007ff801059515 (__TEXT,__text) external __Z12SparseRetain27SparseOpaqueSubfactor_Float
00007ff80104d4ff (__TEXT,__text) external __Z12SparseRetain28SparseOpaqueSubfactor_Double
00007ff80105934f (__TEXT,__text) external __Z12SparseRetain31SparseOpaqueFactorization_Float
00007ff80104d339 (__TEXT,__text) external __Z12SparseRetain32SparseOpaqueFactorization_Double
00007ff801041584 (__TEXT,__text) external __Z12SparseRetain33SparseOpaqueSymbolicFactorization
00007ff801059708 (__TEXT,__text) external __Z13SparseCleanup18SparseMatrix_Float
00007ff80104d6f2 (__TEXT,__text) external __Z13SparseCleanup19SparseMatrix_Double
00007ff8010596f3 (__TEXT,__text) external __Z13SparseCleanup27SparseOpaqueSubfactor_Float
00007ff80104d6dd (__TEXT,__text) external __Z13SparseCleanup28SparseOpaqueSubfactor_Double
00007ff8010596de (__TEXT,__text) external __Z13SparseCleanup31SparseOpaqueFactorization_Float
00007ff80104d6c8 (__TEXT,__text) external __Z13SparseCleanup32SparseOpaqueFactorization_Double
00007ff801059744 (__TEXT,__text) external __Z13SparseCleanup32SparseOpaquePreconditioner_Float
00007ff80104d72e (__TEXT,__text) external __Z13SparseCleanup33SparseOpaquePreconditioner_Double
00007ff80104160c (__TEXT,__text) external __Z13SparseCleanup33SparseOpaqueSymbolicFactorization
00007ff801058d9c (__TEXT,__text) external __Z13SparseIterate21SparseIterativeMethodiPKbPvU13block_pointerFvb15CBLAS_TRANSPOSE17DenseMatrix_FloatS4_ES4_S4_S4_
00007ff8010587e5 (__TEXT,__text) external __Z13SparseIterate21SparseIterativeMethodiPKbPvU13block_pointerFvb15CBLAS_TRANSPOSE17DenseMatrix_FloatS4_ES4_S4_S4_32SparseOpaquePreconditioner_Float
00007ff80104cd86 (__TEXT,__text) external __Z13SparseIterate21SparseIterativeMethodiPKbPvU13block_pointerFvb15CBLAS_TRANSPOSE18DenseMatrix_DoubleS4_ES4_S4_S4_
00007ff80104c7cf (__TEXT,__text) external __Z13SparseIterate21SparseIterativeMethodiPKbPvU13block_pointerFvb15CBLAS_TRANSPOSE18DenseMatrix_DoubleS4_ES4_S4_S4_33SparseOpaquePreconditioner_Double
00007ff80104de91 (__TEXT,__text) external __Z14SparseMultiply18SparseMatrix_Float17DenseMatrix_FloatS0_
00007ff80104dea3 (__TEXT,__text) external __Z14SparseMultiply18SparseMatrix_Float17DenseVector_FloatS0_
00007ff801041e54 (__TEXT,__text) external __Z14SparseMultiply19SparseMatrix_Double18DenseMatrix_DoubleS0_
00007ff801041e66 (__TEXT,__text) external __Z14SparseMultiply19SparseMatrix_Double18DenseVector_DoubleS0_
00007ff801053b5e (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseMatrix_Float
00007ff80105475b (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseMatrix_FloatPv
00007ff801053eee (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseMatrix_FloatS0_
00007ff8010549f4 (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseMatrix_FloatS0_Pv
00007ff801055134 (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseVector_Float
00007ff801055281 (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseVector_FloatPv
00007ff8010551c7 (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseVector_FloatS0_
00007ff801055317 (__TEXT,__text) external __Z14SparseMultiply27SparseOpaqueSubfactor_Float17DenseVector_FloatS0_Pv
00007ff801047b1e (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseMatrix_Double
00007ff80104871b (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseMatrix_DoublePv
00007ff801047eae (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseMatrix_DoubleS0_
00007ff8010489b4 (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseMatrix_DoubleS0_Pv
00007ff8010490f4 (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseVector_Double
00007ff801049241 (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseVector_DoublePv
00007ff801049187 (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseVector_DoubleS0_
00007ff8010492d7 (__TEXT,__text) external __Z14SparseMultiply28SparseOpaqueSubfactor_Double18DenseVector_DoubleS0_Pv
00007ff801041a32 (__TEXT,__text) external __Z14SparseMultiplyd19SparseMatrix_Double18DenseMatrix_DoubleS0_
00007ff801041d3d (__TEXT,__text) external __Z14SparseMultiplyd19SparseMatrix_Double18DenseVector_DoubleS0_
00007ff80104da6f (__TEXT,__text) external __Z14SparseMultiplyf18SparseMatrix_Float17DenseMatrix_FloatS0_
00007ff80104dd7a (__TEXT,__text) external __Z14SparseMultiplyf18SparseMatrix_Float17DenseVector_FloatS0_
00007ff8010519d7 (__TEXT,__text) external __Z14SparseRefactor18SparseMatrix_FloatP31SparseOpaqueFactorization_Float
00007ff801051a6b (__TEXT,__text) external __Z14SparseRefactor18SparseMatrix_FloatP31SparseOpaqueFactorization_Float26SparseNumericFactorOptions
00007ff801051c2d (__TEXT,__text) external __Z14SparseRefactor18SparseMatrix_FloatP31SparseOpaqueFactorization_Float26SparseNumericFactorOptionsPv
00007ff801051c9d (__TEXT,__text) external __Z14SparseRefactor18SparseMatrix_FloatP31SparseOpaqueFactorization_FloatPv
00007ff80104599a (__TEXT,__text) external __Z14SparseRefactor19SparseMatrix_DoubleP32SparseOpaqueFactorization_Double
00007ff801045a2e (__TEXT,__text) external __Z14SparseRefactor19SparseMatrix_DoubleP32SparseOpaqueFactorization_Double26SparseNumericFactorOptions
00007ff801045bf0 (__TEXT,__text) external __Z14SparseRefactor19SparseMatrix_DoubleP32SparseOpaqueFactorization_Double26SparseNumericFactorOptionsPv
00007ff801045c60 (__TEXT,__text) external __Z14SparseRefactor19SparseMatrix_DoubleP32SparseOpaqueFactorization_DoublePv
00007ff801067f08 (__TEXT,__text) external __Z16SparseGetInertia31SparseOpaqueFactorization_FloatPiS0_S0_
00007ff80100be02 (__TEXT,__text) external __Z16SparseGetInertia32SparseOpaqueFactorization_DoublePiS0_S0_
00007ff80104deb5 (__TEXT,__text) external __Z17SparseMultiplyAdd18SparseMatrix_Float17DenseMatrix_FloatS0_
00007ff80104e1d5 (__TEXT,__text) external __Z17SparseMultiplyAdd18SparseMatrix_Float17DenseVector_FloatS0_
00007ff801041e78 (__TEXT,__text) external __Z17SparseMultiplyAdd19SparseMatrix_Double18DenseMatrix_DoubleS0_
00007ff801042198 (__TEXT,__text) external __Z17SparseMultiplyAdd19SparseMatrix_Double18DenseVector_DoubleS0_
00007ff801041e8a (__TEXT,__text) external __Z17SparseMultiplyAddd19SparseMatrix_Double18DenseMatrix_DoubleS0_
00007ff8010421aa (__TEXT,__text) external __Z17SparseMultiplyAddd19SparseMatrix_Double18DenseVector_DoubleS0_
00007ff80104dec7 (__TEXT,__text) external __Z17SparseMultiplyAddf18SparseMatrix_Float17DenseMatrix_FloatS0_
00007ff80104e1e7 (__TEXT,__text) external __Z17SparseMultiplyAddf18SparseMatrix_Float17DenseVector_FloatS0_
00007ff8010408cc (__TEXT,__text) external __Z17SparseWriteMatrixP7__sFILEjPKc18SparseMatrix_Float
00007ff801040876 (__TEXT,__text) external __Z17SparseWriteMatrixP7__sFILEjPKc19SparseMatrix_Double
00007ff80104e305 (__TEXT,__text) external __Z18SparseGetTranspose18SparseMatrix_Float
00007ff8010422c8 (__TEXT,__text) external __Z18SparseGetTranspose19SparseMatrix_Double
00007ff80104e388 (__TEXT,__text) external __Z18SparseGetTranspose27SparseOpaqueSubfactor_Float
00007ff80104234b (__TEXT,__text) external __Z18SparseGetTranspose28SparseOpaqueSubfactor_Double
00007ff80104e329 (__TEXT,__text) external __Z18SparseGetTranspose31SparseOpaqueFactorization_Float
00007ff8010422ec (__TEXT,__text) external __Z18SparseGetTranspose32SparseOpaqueFactorization_Double
00007ff801051d3e (__TEXT,__text) external __Z21SparseCreateSubfactorh31SparseOpaqueFactorization_Float
00007ff801045d01 (__TEXT,__text) external __Z21SparseCreateSubfactorh32SparseOpaqueFactorization_Double
00007ff8010408e4 (__TEXT,__text) external __Z22SparseReadMatrix_FloatP7__sFILEjmPc
00007ff801041638 (__TEXT,__text) external __Z23SparseConjugateGradient15SparseCGOptions
00007ff80104161b (__TEXT,__text) external __Z23SparseConjugateGradientv
00007ff80104da57 (__TEXT,__text) external __Z23SparseConvertFromOpaqueP14sparse_m_float
00007ff801041a1a (__TEXT,__text) external __Z23SparseConvertFromOpaqueP15sparse_m_double
00007ff80104088e (__TEXT,__text) external __Z23SparseReadMatrix_DoubleP7__sFILEjmPc
00007ff8010587cd (__TEXT,__text) external __Z24SparseGetStateSize_Float21SparseIterativeMethodbiii
00007ff80104c7b7 (__TEXT,__text) external __Z25SparseGetStateSize_Double21SparseIterativeMethodbiii
00007ff8010553d4 (__TEXT,__text) external __Z26SparseCreatePreconditioneri18SparseMatrix_Float
00007ff801049394 (__TEXT,__text) external __Z26SparseCreatePreconditioneri19SparseMatrix_Double
00007ff801041725 (__TEXT,__text) external __Z27SparseConvertFromCoordinateiilh18SparseAttributes_tPKiS1_PKd
00007ff801041909 (__TEXT,__text) external __Z27SparseConvertFromCoordinateiilh18SparseAttributes_tPKiS1_PKdPvS4_
00007ff80104d766 (__TEXT,__text) external __Z27SparseConvertFromCoordinateiilh18SparseAttributes_tPKiS1_PKf
00007ff80104d946 (__TEXT,__text) external __Z27SparseConvertFromCoordinateiilh18SparseAttributes_tPKiS1_PKfPvS4_
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___ulock_wait (from libSystem)
                 (undefined) external ___ulock_wake (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
                 (undefined) external _cblas_daxpy$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_ddot$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dgemm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dgemv$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dnrm2$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_drotg$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dscal$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dsyrk$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dtrmm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dtrsm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_dtrsv$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_saxpy$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_sdot$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_sgemm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_sgemv$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_snrm2$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_srotg$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_sscal$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_ssyrk$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_strmm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_strsm$NEWLAPACK (from libBLAS)
                 (undefined) external _cblas_strsv$NEWLAPACK (from libBLAS)
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dlarf$NEWLAPACK (from libLAPACK)
                 (undefined) external _dlarfb$NEWLAPACK (from libLAPACK)
                 (undefined) external _dlarfg$NEWLAPACK (from libLAPACK)
                 (undefined) external _dlarft$NEWLAPACK (from libLAPACK)
                 (undefined) external _dormlq$NEWLAPACK (from libLAPACK)
                 (undefined) external _dpotf2$NEWLAPACK (from libLAPACK)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getline (from libSystem)
                 (undefined) external _getrusage (from libSystem)
                 (undefined) external _ilaenv$NEWLAPACK (from libLAPACK)
                 (undefined) external _log2 (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _setjmp (from libSystem)
                 (undefined) external _signal (from libSystem)
                 (undefined) external _slarf$NEWLAPACK (from libLAPACK)
                 (undefined) external _slarfb$NEWLAPACK (from libLAPACK)
                 (undefined) external _slarfg$NEWLAPACK (from libLAPACK)
                 (undefined) external _slarft$NEWLAPACK (from libLAPACK)
