
/Volumes/macOS Mojave/usr/lib/system/libsystem_platform.dylib (for architecture i386):
00005378 (__TEXT,__text) external _MKGetTimeBaseInfo
00001fa8 (__TEXT,__text) external _OSAtomicOr32Barrier
00001fec (__TEXT,__text) external _OSAtomicOr32Orig
00001fec (__TEXT,__text) external _OSAtomicOr32OrigBarrier
00002134 (__TEXT,__text) external _OSAtomicTestAndClear
00002134 (__TEXT,__text) external _OSAtomicTestAndClearBarrier
00002104 (__TEXT,__text) external _OSAtomicTestAndSet
00002104 (__TEXT,__text) external _OSAtomicTestAndSetBarrier
00001fc0 (__TEXT,__text) external _OSAtomicXor32
00001fc0 (__TEXT,__text) external _OSAtomicXor32Barrier
00002000 (__TEXT,__text) external _OSAtomicXor32Orig
00002000 (__TEXT,__text) external _OSAtomicXor32OrigBarrier
00002170 (__TEXT,__text) external _OSMemoryBarrier
00003538 (__TEXT,__text) external _OSSpinLockLock
00003a98 (__TEXT,__text) external _OSSpinLockTry
0000354c (__TEXT,__text) external _OSSpinLockUnlock
000075a8 (__TEXT,__const) non-external __0x
00006f77 (__TEXT,__cstring) non-external __H
00003a51 (__TEXT,__text) non-external (was a private external) __OSSpinLockLockSlow
0000549b (__TEXT,__text) non-external __OSSpinLockLockYield
00001364 (__TEXT,__text) external ___bzero
         (undefined) external ___error (from libsystem_kernel)
         (undefined) external ___gettimeofday (from libsystem_kernel)
000081cc (__DATA,__data) non-external (was a private external) ___in_sigtramp
         (undefined) external ___libkernel_platform_init (from libsystem_kernel)
000010c0 (__TEXT,__text) external ___libplatform_init
00005775 (__TEXT,__text) external ___os_once_reset
00001102 (__TEXT,__text) non-external (was a private external) ___pfz_setup
000075a0 (__TEXT,__const) non-external (was a private external) ___platformVersionNumber
00007568 (__TEXT,__const) non-external (was a private external) ___platformVersionString
00001c0a (__TEXT,__text) external ___platform_sigaction
         (undefined) external ___sendto (from libsystem_kernel)
         (undefined) external ___sigaction (from libsystem_kernel)
         (undefined) external ___sigaltstack (from libsystem_kernel)
         (undefined) external ___sigreturn (from libsystem_kernel)
00003f79 (__TEXT,__text) non-external ___simple_bprintf
         (undefined) external ___sysctl (from libsystem_kernel)
         (undefined) external ___udivdi3 (from libcompiler_rt)
         (undefined) external ___ulock_wait (from libsystem_kernel)
         (undefined) external ___ulock_wake (from libsystem_kernel)
0000690a (__TEXT,__text) non-external (was a private external) __ctx_done
00006ab7 (__TEXT,__text) non-external (was a private external) __ctx_start
00004fce (__TEXT,__text) non-external __enlarge
         (undefined) external __exit (from libsystem_kernel)
00004f5c (__TEXT,__text) non-external __flush
00004f3f (__TEXT,__text) non-external __flush_reset
00006f88 (__TEXT,__cstring) non-external __h
00003b0c (__TEXT,__text) external __longjmp
000014d0 (__TEXT,__text) non-external __os_alloc
00008214 (__DATA,__common) non-external (was a private external) __os_alloc_heap
00001427 (__TEXT,__text) external __os_alloc_once
         (undefined) external __os_alloc_once_table (from libsystem_kernel)
0000155a (__TEXT,__text) non-external __os_alloc_slow
00005474 (__TEXT,__text) non-external (was a private external) __os_lock_corruption_abort
0000579b (__TEXT,__text) non-external (was a private external) __os_lock_eliding_lock
000057ce (__TEXT,__text) non-external __os_lock_eliding_lock_slow
00005837 (__TEXT,__text) non-external __os_lock_eliding_lock_yield
000057b0 (__TEXT,__text) non-external (was a private external) __os_lock_eliding_trylock
000057c2 (__TEXT,__text) non-external (was a private external) __os_lock_eliding_unlock
00001e6a (__TEXT,__text) non-external (was a private external) __os_lock_handoff_lock
000038e7 (__TEXT,__text) non-external __os_lock_handoff_lock_slow
00003ab4 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_trylock
00001e8e (__TEXT,__text) non-external (was a private external) __os_lock_handoff_unlock
000056a6 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_lock
000056c3 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_trylock
000056d9 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_unlock
00005814 (__TEXT,__text) non-external __os_lock_recursive_abort
0000398f (__TEXT,__text) non-external (was a private external) __os_lock_spin_lock
0000554b (__TEXT,__text) non-external (was a private external) __os_lock_spin_trylock
000039b6 (__TEXT,__text) non-external (was a private external) __os_lock_spin_unlock
000075ac (__TEXT,__const) non-external __os_lock_type_base
000081ac (__DATA,__const) external __os_lock_type_eliding
0000817c (__DATA,__const) external __os_lock_type_handoff
0000819c (__DATA,__const) external __os_lock_type_nospin
0000816c (__DATA,__const) external __os_lock_type_spin
000081bc (__DATA,__const) external __os_lock_type_transactional
0000818c (__DATA,__const) external __os_lock_type_unfair
00003960 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
00005660 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
00005676 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
000025ac (__TEXT,__text) external __os_nospin_lock_lock
0000377e (__TEXT,__text) non-external __os_nospin_lock_lock_slow
000025e7 (__TEXT,__text) external __os_nospin_lock_trylock
000025c4 (__TEXT,__text) external __os_nospin_lock_unlock
0000385c (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
00001467 (__TEXT,__text) external __os_once
000014a1 (__TEXT,__text) non-external __os_once_callout
0000362c (__TEXT,__text) non-external __os_once_gate_broadcast
0000574e (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
00005700 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
00005727 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
00003557 (__TEXT,__text) non-external __os_once_gate_wait
000029e9 (__TEXT,__text) external __os_semaphore_create
00002a69 (__TEXT,__text) external __os_semaphore_dispose
000039c2 (__TEXT,__text) external __os_semaphore_signal
00003a05 (__TEXT,__text) external __os_semaphore_wait
000055ab (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
00002363 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000555d (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
00002492 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
00005584 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
00001364 (__TEXT,__text) external __platform_bzero
00006530 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$scalar
000067e0 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$sse2
00003be0 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$sse42
000058f6 (__TEXT,__text) external __platform_memccpy
00001d60 (__TEXT,__text) external __platform_memchr
000012a0 (__TEXT,__text) external __platform_memcmp
0000166f (__TEXT,__text) external __platform_memmove
00006776 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$scalar
00006140 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$sse2
00005990 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$sse3x
00003c90 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$sse42
0000196c (__TEXT,__text) external __platform_memset
00003e60 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern
00001a04 (__TEXT,__text) external __platform_memset_pattern16
00001a30 (__TEXT,__text) external __platform_memset_pattern4
00001a18 (__TEXT,__text) external __platform_memset_pattern8
00001800 (__TEXT,__text) external __platform_strchr
00001ac0 (__TEXT,__text) external __platform_strcmp
00001c90 (__TEXT,__text) external __platform_strcpy
00008128 (__DATA,__const) non-external __platform_string_functions
00002230 (__TEXT,__text) external __platform_strlcat
00001880 (__TEXT,__text) external __platform_strlcpy
00001250 (__TEXT,__text) external __platform_strlen
00001700 (__TEXT,__text) external __platform_strncmp
00001ea0 (__TEXT,__text) external __platform_strncpy
00001e09 (__TEXT,__text) external __platform_strnlen
0000190f (__TEXT,__text) external __platform_strstr
000048ea (__TEXT,__text) non-external __platform_task_deallocate
00004e7c (__TEXT,__text) non-external __platform_thread_deallocate
00006b12 (__TEXT,__text) non-external (was a private external) __setcontext
00003acc (__TEXT,__text) external __setjmp
00003b80 (__TEXT,__text) external __sigtramp
00003b52 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000304f (__TEXT,__text) non-external __simple_asl_connect_once
00002d42 (__TEXT,__text) non-external __simple_asl_escape_key
00002d90 (__TEXT,__text) non-external __simple_asl_escape_val
00001390 (__TEXT,__text) non-external (was a private external) __simple_asl_init
00001654 (__TEXT,__text) non-external __simple_asl_init_context
00002ab7 (__TEXT,__text) external __simple_asl_log
00002b19 (__TEXT,__text) external __simple_asl_log_prog
00002bb8 (__TEXT,__text) external __simple_asl_msg_new
00002c00 (__TEXT,__text) external __simple_asl_msg_set
00002e38 (__TEXT,__text) external __simple_asl_send
00004fac (__TEXT,__text) external __simple_dprintf
0000471c (__TEXT,__text) external __simple_esappend
00002d19 (__TEXT,__text) external __simple_esprintf
000011e6 (__TEXT,__text) external __simple_getenv
000050f1 (__TEXT,__text) external __simple_put
00005101 (__TEXT,__text) external __simple_putline
000025fe (__TEXT,__text) external __simple_salloc
00002dd4 (__TEXT,__text) external __simple_sappend
0000295f (__TEXT,__text) external __simple_sfree
00002675 (__TEXT,__text) external __simple_sprintf
00002e17 (__TEXT,__text) external __simple_sresize
0000269e (__TEXT,__text) external __simple_string
00004eec (__TEXT,__text) external __simple_vdprintf
00003f55 (__TEXT,__text) external __simple_vesprintf
00002652 (__TEXT,__text) external __simple_vsprintf
00003538 (__TEXT,__text) external __spin_lock
00005534 (__TEXT,__text) external __spin_lock_try
0000354c (__TEXT,__text) external __spin_unlock
00005360 (__TEXT,__text) non-external (was a private external) _backoff
         (undefined) external _close$UNIX2003 (from libsystem_kernel)
00008210 (__DATA,__common) non-external (was a private external) _commpage_pfz_base
         (undefined) external _connect$UNIX2003 (from libsystem_kernel)
000032b7 (__TEXT,__text) non-external _dec
         (undefined) external _fcntl$UNIX2003 (from libsystem_kernel)
00002344 (__TEXT,__text) external _ffs
00002344 (__TEXT,__text) external _ffsl
0000650a (__TEXT,__text) external _ffsll
00002354 (__TEXT,__text) external _fls
00002354 (__TEXT,__text) external _flsl
0000595f (__TEXT,__text) external _flsll
000081d0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00006acc (__TEXT,__text) external _getcontext
         (undefined) external _getgid (from libsystem_kernel)
000069e4 (__TEXT,__text) non-external (was a private external) _getmcontext
         (undefined) external _getpid (from libsystem_kernel)
         (undefined) external _getrlimit$UNIX2003 (from libsystem_kernel)
         (undefined) external _getuid (from libsystem_kernel)
000026ac (__TEXT,__text) non-external _hex
00006580 (__TEXT,__text) non-external (was a private external) _longcopy
00003730 (__TEXT,__text) external _longjmp
000058d2 (__TEXT,__text) external _longjmperror
         (undefined) external _mach_absolute_time (from libsystem_kernel)
         (undefined) external _mach_port_deallocate (from libsystem_kernel)
         (undefined) external _mach_port_mod_refs (from libsystem_kernel)
         (undefined) external _mach_task_self_ (from libsystem_kernel)
         (undefined) external _mach_timebase_info (from libsystem_kernel)
         (undefined) external _mach_vm_allocate (from libsystem_kernel)
         (undefined) external _mach_vm_deallocate (from libsystem_kernel)
         (undefined) external _mach_vm_map (from libsystem_kernel)
         (undefined) external _mach_vm_read (from libsystem_kernel)
         (undefined) external _mach_vm_remap (from libsystem_kernel)
00006937 (__TEXT,__text) external _makecontext
00001e5f (__TEXT,__text) external _os_lock_lock
00003aa9 (__TEXT,__text) external _os_lock_trylock
00001e83 (__TEXT,__text) external _os_lock_unlock
00005627 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
00001e26 (__TEXT,__text) external _os_unfair_lock_assert_owner
00001b5b (__TEXT,__text) external _os_unfair_lock_lock
000055d2 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd_4libpthread
000016aa (__TEXT,__text) external _os_unfair_lock_lock_with_options
000016aa (__TEXT,__text) external _os_unfair_lock_lock_with_options_4Libc
00002535 (__TEXT,__text) external _os_unfair_lock_trylock
000016d4 (__TEXT,__text) external _os_unfair_lock_unlock
000016d4 (__TEXT,__text) external _os_unfair_lock_unlock_4Libc
000055fc (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd_4libpthread
00001b86 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
000029bf (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000254a (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
00001bbc (__TEXT,__text) external _os_unfair_recursive_lock_unlock
         (undefined) external _pid_for_task (from libsystem_kernel)
000047ad (__TEXT,__text) external _platform_task_attach
00004cb0 (__TEXT,__text) external _platform_task_copy_next_thread
000049ad (__TEXT,__text) external _platform_task_detach
000049b6 (__TEXT,__text) external _platform_task_is_64_bit
000049cd (__TEXT,__text) external _platform_task_perform
000049c7 (__TEXT,__text) external _platform_task_resume_threads
000049c1 (__TEXT,__text) external _platform_task_suspend_threads
000049d3 (__TEXT,__text) external _platform_task_update_threads
00004d76 (__TEXT,__text) external _platform_thread_abort_safely
00004e74 (__TEXT,__text) external _platform_thread_get_pthread
00004dfb (__TEXT,__text) external _platform_thread_get_state
00004d28 (__TEXT,__text) external _platform_thread_get_unique_id
00004dc1 (__TEXT,__text) external _platform_thread_info
00004e6e (__TEXT,__text) external _platform_thread_perform
00004d33 (__TEXT,__text) external _platform_thread_release
00004da8 (__TEXT,__text) external _platform_thread_resume
00004e41 (__TEXT,__text) external _platform_thread_set_state
00004d8f (__TEXT,__text) external _platform_thread_suspend
00005350 (__TEXT,__text) non-external (was a private external) _preempt
         (undefined) external _semaphore_create (from libsystem_kernel)
         (undefined) external _semaphore_destroy (from libsystem_kernel)
         (undefined) external _semaphore_signal (from libsystem_kernel)
         (undefined) external _semaphore_wait (from libsystem_kernel)
00006a8a (__TEXT,__text) external _setcontext
000036d4 (__TEXT,__text) external _setjmp
00003724 (__TEXT,__text) external _siglongjmp
         (undefined) external _sigprocmask (from libsystem_kernel)
000036c0 (__TEXT,__text) external _sigsetjmp
         (undefined) external _socket (from libsystem_kernel)
00003538 (__TEXT,__text) external _spin_lock
00005534 (__TEXT,__text) external _spin_lock_try
0000354c (__TEXT,__text) external _spin_unlock
000068b4 (__TEXT,__text) external _swapcontext
0000540b (__TEXT,__text) external _sys_cache_control
00005451 (__TEXT,__text) external _sys_dcache_flush
00005450 (__TEXT,__text) external _sys_icache_invalidate
         (undefined) external _task_info (from libsystem_kernel)
         (undefined) external _task_threads (from libsystem_kernel)
         (undefined) external _thread_abort_safely (from libsystem_kernel)
         (undefined) external _thread_get_state (from libsystem_kernel)
         (undefined) external _thread_info (from libsystem_kernel)
         (undefined) external _thread_resume (from libsystem_kernel)
         (undefined) external _thread_set_state (from libsystem_kernel)
         (undefined) external _thread_suspend (from libsystem_kernel)
         (undefined) external _thread_switch (from libsystem_kernel)
00003133 (__TEXT,__text) non-external _udec
         (undefined) external _vm_allocate (from libsystem_kernel)
         (undefined) external _vm_deallocate (from libsystem_kernel)
         (undefined) external _vm_page_size (from libsystem_kernel)
         (undefined) external _write$UNIX2003 (from libsystem_kernel)
0000512e (__TEXT,__text) non-external _ydec
         (undefined) external dyld_stub_binder (from libdyld)

/Volumes/macOS Mojave/usr/lib/system/libsystem_platform.dylib (for architecture x86_64):
00000000000029cc (__TEXT,__text) external _OSAtomicAdd32
00000000000029cc (__TEXT,__text) external _OSAtomicAdd32Barrier
00000000000029f0 (__TEXT,__text) external _OSAtomicAdd64
00000000000029f0 (__TEXT,__text) external _OSAtomicAdd64Barrier
000000000000294c (__TEXT,__text) external _OSAtomicAnd32
000000000000294c (__TEXT,__text) external _OSAtomicAnd32Barrier
000000000000297c (__TEXT,__text) external _OSAtomicAnd32Orig
000000000000297c (__TEXT,__text) external _OSAtomicAnd32OrigBarrier
00000000000029ac (__TEXT,__text) external _OSAtomicCompareAndSwap32
00000000000029ac (__TEXT,__text) external _OSAtomicCompareAndSwap32Barrier
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwap64
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwap64Barrier
00000000000029ac (__TEXT,__text) external _OSAtomicCompareAndSwapInt
00000000000029ac (__TEXT,__text) external _OSAtomicCompareAndSwapIntBarrier
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwapLong
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwapLongBarrier
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwapPtr
00000000000029bc (__TEXT,__text) external _OSAtomicCompareAndSwapPtrBarrier
00000000000029e4 (__TEXT,__text) external _OSAtomicDecrement32
00000000000029e4 (__TEXT,__text) external _OSAtomicDecrement32Barrier
0000000000002a0c (__TEXT,__text) external _OSAtomicDecrement64
0000000000002a0c (__TEXT,__text) external _OSAtomicDecrement64Barrier
0000000000002a8c (__TEXT,__text) external _OSAtomicDequeue
0000000000002a68 (__TEXT,__text) external _OSAtomicEnqueue
0000000000002acc (__TEXT,__text) external _OSAtomicFifoDequeue
0000000000002aac (__TEXT,__text) external _OSAtomicFifoEnqueue
00000000000029d8 (__TEXT,__text) external _OSAtomicIncrement32
00000000000029d8 (__TEXT,__text) external _OSAtomicIncrement32Barrier
00000000000029fc (__TEXT,__text) external _OSAtomicIncrement64
00000000000029fc (__TEXT,__text) external _OSAtomicIncrement64Barrier
000000000000295c (__TEXT,__text) external _OSAtomicOr32
000000000000295c (__TEXT,__text) external _OSAtomicOr32Barrier
000000000000298c (__TEXT,__text) external _OSAtomicOr32Orig
000000000000298c (__TEXT,__text) external _OSAtomicOr32OrigBarrier
0000000000002a40 (__TEXT,__text) external _OSAtomicTestAndClear
0000000000002a40 (__TEXT,__text) external _OSAtomicTestAndClearBarrier
0000000000002a1c (__TEXT,__text) external _OSAtomicTestAndSet
0000000000002a1c (__TEXT,__text) external _OSAtomicTestAndSetBarrier
000000000000296c (__TEXT,__text) external _OSAtomicXor32
000000000000296c (__TEXT,__text) external _OSAtomicXor32Barrier
000000000000299c (__TEXT,__text) external _OSAtomicXor32Orig
000000000000299c (__TEXT,__text) external _OSAtomicXor32OrigBarrier
0000000000002a64 (__TEXT,__text) external _OSMemoryBarrier
000000000000406f (__TEXT,__text) external _OSSpinLockLock
00000000000048fd (__TEXT,__text) external _OSSpinLockTry
0000000000004081 (__TEXT,__text) external _OSSpinLockUnlock
00000000000081a0 (__TEXT,__const) non-external __0x
0000000000007b50 (__TEXT,__cstring) non-external __H
00000000000048c5 (__TEXT,__text) non-external (was a private external) __OSSpinLockLockSlow
00000000000060f9 (__TEXT,__text) non-external __OSSpinLockLockYield
000000000000187e (__TEXT,__text) external ___bzero
                 (undefined) external ___error (from libsystem_kernel)
                 (undefined) external ___gettimeofday (from libsystem_kernel)
000000000000a388 (__DATA,__common) non-external (was a private external) ___in_sigtramp
                 (undefined) external ___libkernel_platform_init (from libsystem_kernel)
0000000000001540 (__TEXT,__text) external ___libplatform_init
0000000000006319 (__TEXT,__text) external ___os_once_reset
0000000000001570 (__TEXT,__text) non-external (was a private external) ___pfz_setup
0000000000008198 (__TEXT,__const) non-external (was a private external) ___platformVersionNumber
0000000000008160 (__TEXT,__const) non-external (was a private external) ___platformVersionString
00000000000024c4 (__TEXT,__text) external ___platform_sigaction
                 (undefined) external ___sendto (from libsystem_kernel)
                 (undefined) external ___sigaction (from libsystem_kernel)
                 (undefined) external ___sigaltstack (from libsystem_kernel)
                 (undefined) external ___sigreturn (from libsystem_kernel)
0000000000004b87 (__TEXT,__text) non-external ___simple_bprintf
                 (undefined) external ___sysctl (from libsystem_kernel)
                 (undefined) external ___ulock_wait (from libsystem_kernel)
                 (undefined) external ___ulock_wake (from libsystem_kernel)
0000000000007247 (__TEXT,__text) non-external (was a private external) __ctx_done
000000000000752d (__TEXT,__text) non-external (was a private external) __ctx_start
0000000000005d0f (__TEXT,__text) non-external __enlarge
                 (undefined) external __exit (from libsystem_kernel)
0000000000005c3c (__TEXT,__text) non-external __flush
0000000000005c1f (__TEXT,__text) non-external __flush_reset
0000000000007b70 (__TEXT,__cstring) non-external __h
0000000000004acc (__TEXT,__text) external __longjmp
0000000000001ace (__TEXT,__text) non-external __os_alloc
000000000000a380 (__DATA,__common) non-external (was a private external) __os_alloc_heap
0000000000001a45 (__TEXT,__text) external __os_alloc_once
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
0000000000001b63 (__TEXT,__text) non-external __os_alloc_slow
00000000000060df (__TEXT,__text) non-external (was a private external) __os_lock_corruption_abort
0000000000006330 (__TEXT,__text) non-external (was a private external) __os_lock_eliding_lock
000000000000636b (__TEXT,__text) non-external __os_lock_eliding_lock_slow
000000000000644c (__TEXT,__text) non-external __os_lock_eliding_lock_yield
000000000000634a (__TEXT,__text) non-external (was a private external) __os_lock_eliding_trylock
0000000000006361 (__TEXT,__text) non-external (was a private external) __os_lock_eliding_unlock
000000000000283b (__TEXT,__text) non-external (was a private external) __os_lock_handoff_lock
0000000000004402 (__TEXT,__text) non-external __os_lock_handoff_lock_slow
0000000000004a69 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_trylock
0000000000002857 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_unlock
0000000000006285 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_lock
00000000000062a0 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_trylock
00000000000062b3 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_unlock
0000000000006433 (__TEXT,__text) non-external __os_lock_recursive_abort
0000000000004844 (__TEXT,__text) non-external (was a private external) __os_lock_spin_lock
000000000000619b (__TEXT,__text) non-external (was a private external) __os_lock_spin_trylock
000000000000485c (__TEXT,__text) non-external (was a private external) __os_lock_spin_unlock
0000000000006578 (__TEXT,__text) non-external (was a private external) __os_lock_transactional_lock
00000000000063f4 (__TEXT,__text) non-external (was a private external) __os_lock_transactional_lock$VARIANT$rtm
00000000000063af (__TEXT,__text) non-external __os_lock_transactional_lock_abort
00000000000063b4 (__TEXT,__text) non-external __os_lock_transactional_lock_slow
00000000000064e4 (__TEXT,__text) non-external __os_lock_transactional_lock_yield
0000000000006597 (__TEXT,__text) non-external (was a private external) __os_lock_transactional_trylock
000000000000640a (__TEXT,__text) non-external (was a private external) __os_lock_transactional_trylock$VARIANT$rtm
0000000000006407 (__TEXT,__text) non-external __os_lock_transactional_trylock_abort
00000000000065b6 (__TEXT,__text) non-external (was a private external) __os_lock_transactional_unlock
000000000000641f (__TEXT,__text) non-external (was a private external) __os_lock_transactional_unlock$VARIANT$rtm
00000000000081a8 (__TEXT,__const) non-external __os_lock_type_base
000000000000a2f8 (__DATA,__const) external __os_lock_type_eliding
000000000000a298 (__DATA,__const) external __os_lock_type_handoff
000000000000a2d8 (__DATA,__const) external __os_lock_type_nospin
000000000000a278 (__DATA,__const) external __os_lock_type_spin
000000000000a318 (__DATA,__const) external __os_lock_type_transactional
000000000000a2b8 (__DATA,__const) external __os_lock_type_unfair
000000000000448a (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
0000000000006255 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
0000000000006268 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
0000000000002f5c (__TEXT,__text) external __os_nospin_lock_lock
00000000000042cc (__TEXT,__text) non-external __os_nospin_lock_lock_slow
0000000000002f86 (__TEXT,__text) external __os_nospin_lock_trylock
0000000000002f71 (__TEXT,__text) external __os_nospin_lock_unlock
000000000000438c (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
0000000000001a7a (__TEXT,__text) external __os_once
0000000000001a99 (__TEXT,__text) non-external __os_once_callout
0000000000004165 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000000006300 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
00000000000062ce (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
00000000000062e7 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000000004088 (__TEXT,__text) non-external __os_once_gate_wait
0000000000003449 (__TEXT,__text) external __os_semaphore_create
00000000000034b2 (__TEXT,__text) external __os_semaphore_dispose
0000000000004864 (__TEXT,__text) external __os_semaphore_signal
000000000000488c (__TEXT,__text) external __os_semaphore_wait
00000000000061dd (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000000002bab (__TEXT,__text) non-external __os_unfair_lock_lock_slow
00000000000061ab (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000000002cbf (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
00000000000061c4 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
000000000000187e (__TEXT,__text) external __platform_bzero
0000000000007050 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$Base
0000000000001920 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$Haswell
0000000000004500 (__TEXT,__text) non-external (was a private external) __platform_bzero$VARIANT$Ivybridge
00000000000065eb (__TEXT,__text) external __platform_memccpy
000000000000276d (__TEXT,__text) external __platform_memchr
00000000000025e0 (__TEXT,__text) non-external (was a private external) __platform_memchr$VARIANT$Base
00000000000026c0 (__TEXT,__text) non-external (was a private external) __platform_memchr$VARIANT$Haswell
0000000000001740 (__TEXT,__text) external __platform_memcmp
0000000000001c62 (__TEXT,__text) external __platform_memmove
0000000000006660 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$Base
