                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018e365f50 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018e365f88 (__TEXT,__text) external _KClientAddRealmMapDeprecated
000000018e365fa8 (__TEXT,__text) external _KClientAddServerMapDeprecated
000000018e3661f0 (__TEXT,__text) external _KClientAddServiceKey
000000018e365f68 (__TEXT,__text) external _KClientCacheInitialTicketDeprecated
000000018e366238 (__TEXT,__text) external _KClientDecrypt
000000018e3660e8 (__TEXT,__text) external _KClientDecryptCompat
000000018e365ff8 (__TEXT,__text) external _KClientDeleteCredentialsDeprecated
000000018e365f90 (__TEXT,__text) external _KClientDeleteRealmMapDeprecated
000000018e365fb0 (__TEXT,__text) external _KClientDeleteServerMapDeprecated
000000018e365fe0 (__TEXT,__text) external _KClientDeleteSessionDeprecated
000000018e366270 (__TEXT,__text) external _KClientDisposePrincipal
000000018e366168 (__TEXT,__text) external _KClientDisposeSession
000000018e3660a0 (__TEXT,__text) external _KClientDisposeSessionCompat
000000018e366230 (__TEXT,__text) external _KClientEncrypt
000000018e3660e0 (__TEXT,__text) external _KClientEncryptCompat
000000018e366200 (__TEXT,__text) external _KClientGetAuthenticatorForService
000000018e366250 (__TEXT,__text) external _KClientGetCCacheReference
000000018e366170 (__TEXT,__text) external _KClientGetClientPrincipal
000000018e365fe8 (__TEXT,__text) external _KClientGetCredentialsDeprecated
000000018e366220 (__TEXT,__text) external _KClientGetEncryptedServiceReply
000000018e366018 (__TEXT,__text) external _KClientGetErrorTextDeprecated
000000018e3661b8 (__TEXT,__text) external _KClientGetExpirationTime
000000018e366190 (__TEXT,__text) external _KClientGetLocalAddress
000000018e365f70 (__TEXT,__text) external _KClientGetLocalRealmDeprecated
000000018e366008 (__TEXT,__text) external _KClientGetNthCredentialDeprecated
000000018e365f98 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
000000018e365fa0 (__TEXT,__text) external _KClientGetNthServerDeprecated
000000018e365fb8 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
000000018e365fc0 (__TEXT,__text) external _KClientGetNthServerPortDeprecated
000000018e365fd8 (__TEXT,__text) external _KClientGetNthSessionDeprecated
000000018e366000 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
000000018e365fd0 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
000000018e366228 (__TEXT,__text) external _KClientGetProtectedServiceReply
000000018e365f80 (__TEXT,__text) external _KClientGetRealmDeprecated
000000018e3661a0 (__TEXT,__text) external _KClientGetRemoteAddress
000000018e366180 (__TEXT,__text) external _KClientGetServerPrincipal
000000018e3661e8 (__TEXT,__text) external _KClientGetServiceKey
000000018e3661b0 (__TEXT,__text) external _KClientGetSessionKey
000000018e3660d8 (__TEXT,__text) external _KClientGetSessionKeyCompat
000000018e366130 (__TEXT,__text) external _KClientGetSessionUserNameCompat
000000018e3661f8 (__TEXT,__text) external _KClientGetTicketForService
000000018e3660a8 (__TEXT,__text) external _KClientGetTicketForServiceCompat
000000018e3660b0 (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
000000018e366010 (__TEXT,__text) external _KClientGetUserNameDeprecated
000000018e366150 (__TEXT,__text) external _KClientGetVersion
000000018e3661d8 (__TEXT,__text) external _KClientKeyFileLogin
000000018e3661c8 (__TEXT,__text) external _KClientLogin
000000018e3660b8 (__TEXT,__text) external _KClientLoginCompat
000000018e3661e0 (__TEXT,__text) external _KClientLogout
000000018e3660c8 (__TEXT,__text) external _KClientLogoutCompat
000000018e366138 (__TEXT,__text) external _KClientMakeSendAuthCompat
000000018e366158 (__TEXT,__text) external _KClientNewClientSession
000000018e366160 (__TEXT,__text) external _KClientNewServerSession
000000018e366098 (__TEXT,__text) external _KClientNewSessionCompat
000000018e3661d0 (__TEXT,__text) external _KClientPasswordLogin
000000018e3660c0 (__TEXT,__text) external _KClientPasswordLoginCompat
000000018e366260 (__TEXT,__text) external _KClientPrincipalToV4String
000000018e366268 (__TEXT,__text) external _KClientPrincipalToV4Triplet
000000018e366240 (__TEXT,__text) external _KClientProtectIntegrity
000000018e3660f0 (__TEXT,__text) external _KClientProtectIntegrityCompat
000000018e366178 (__TEXT,__text) external _KClientSetClientPrincipal
000000018e3661c0 (__TEXT,__text) external _KClientSetKeyFile
000000018e366198 (__TEXT,__text) external _KClientSetLocalAddress
000000018e365f78 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
000000018e365fc8 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
000000018e3661a8 (__TEXT,__text) external _KClientSetRemoteAddress
000000018e366188 (__TEXT,__text) external _KClientSetServerPrincipal
000000018e3660d0 (__TEXT,__text) external _KClientStatusCompat
000000018e366258 (__TEXT,__text) external _KClientV4StringToPrincipal
000000018e366218 (__TEXT,__text) external _KClientVerifyAuthenticator
000000018e366208 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
000000018e366248 (__TEXT,__text) external _KClientVerifyIntegrity
000000018e3660f8 (__TEXT,__text) external _KClientVerifyIntegrityCompat
000000018e366210 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
000000018e366140 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
000000018e366148 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
000000018e366090 (__TEXT,__text) external _KClientVersionCompat
000000018e36001c (__TEXT,__text) external _KLAcquireInitialTickets
000000018e360240 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
000000018e3609d8 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
000000018e360158 (__TEXT,__text) external _KLAcquireNewInitialTickets
000000018e3609f8 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
000000018e36035c (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
000000018e3600d0 (__TEXT,__text) external _KLAcquireNewTickets
000000018e3602e8 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
000000018e35ffac (__TEXT,__text) external _KLAcquireTickets
000000018e3601cc (__TEXT,__text) external _KLAcquireTicketsWithPassword
000000018e3604e0 (__TEXT,__text) external _KLCacheHasValidTickets
000000018e3611d0 (__TEXT,__text) external _KLCancelAllDialogs
000000018e3609d0 (__TEXT,__text) external _KLChangePassword
000000018e3611d8 (__TEXT,__text) external _KLChangePasswordWithPasswords
000000018e361758 (__TEXT,__text) external _KLComparePrincipal
000000018e3612f8 (__TEXT,__text) external _KLCountKerberosRealms
000000018e361824 (__TEXT,__text) external _KLCreateLoginOptions
000000018e361444 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
000000018e361490 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
000000018e361374 (__TEXT,__text) external _KLCreatePrincipalFromString
000000018e361320 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
000000018e360980 (__TEXT,__text) external _KLDestroyTickets
000000018e361ac8 (__TEXT,__text) external _KLDisposeLoginOptions
000000018e3617d0 (__TEXT,__text) external _KLDisposePrincipal
000000018e361b2c (__TEXT,__text) external _KLDisposeString
000000018e361200 (__TEXT,__text) external _KLFindKerberosRealmByName
000000018e3604d8 (__TEXT,__text) external _KLGetApplicationOptions
000000018e3611f0 (__TEXT,__text) external _KLGetDefaultLoginOption
000000018e361688 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
000000018e361134 (__TEXT,__text) external _KLGetErrorString
000000018e3611e8 (__TEXT,__text) external _KLGetIdleCallback
000000018e361300 (__TEXT,__text) external _KLGetKerberosDefaultRealm
000000018e361278 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
000000018e3612d0 (__TEXT,__text) external _KLGetKerberosRealm
000000018e3615b8 (__TEXT,__text) external _KLGetStringFromPrincipal
000000018e3614dc (__TEXT,__text) external _KLGetTripletFromPrincipal
000000018e36112c (__TEXT,__text) external _KLHandleError
000000018e3612e8 (__TEXT,__text) external _KLInsertKerberosRealm
000000018e360c74 (__TEXT,__text) external _KLLastChangedTime
000000018e3619f8 (__TEXT,__text) external _KLLoginOptionsSetAddressless
000000018e3618fc (__TEXT,__text) external _KLLoginOptionsSetForwardable
000000018e361950 (__TEXT,__text) external _KLLoginOptionsSetProxiable
000000018e3619a4 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
000000018e361a68 (__TEXT,__text) external _KLLoginOptionsSetServiceName
000000018e3618a8 (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
000000018e361a30 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
000000018e3612f0 (__TEXT,__text) external _KLRemoveAllKerberosRealms
000000018e3612e0 (__TEXT,__text) external _KLRemoveKerberosRealm
000000018e360a00 (__TEXT,__text) external _KLRenewInitialTickets
000000018e3604d0 (__TEXT,__text) external _KLSetApplicationOptions
000000018e3611f8 (__TEXT,__text) external _KLSetDefaultLoginOption
000000018e3611e0 (__TEXT,__text) external _KLSetIdleCallback
000000018e361310 (__TEXT,__text) external _KLSetKerberosDefaultRealm
000000018e361318 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
000000018e3612d8 (__TEXT,__text) external _KLSetKerberosRealm
000000018e361078 (__TEXT,__text) external _KLSetSystemDefaultCache
000000018e3609e0 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
000000018e360f94 (__TEXT,__text) external _KLTicketExpirationTime
000000018e360eb0 (__TEXT,__text) external _KLTicketStartTime
000000018e360c6c (__TEXT,__text) external _KLValidateInitialTickets
000000018e3609f0 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
000000018e3609e8 (__TEXT,__text) external _KLVerifyInitialTickets
000000018e365c3c (__TEXT,__text) external _KPCreatePreferencesFile
000000018e365c28 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
000000018e365c20 (__TEXT,__text) external _KPGetListOfPreferencesFiles
000000018e365c18 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
000000018e365c2c (__TEXT,__text) external _KPPreferencesFileIsReadable
000000018e365c34 (__TEXT,__text) external _KPPreferencesFileIsWritable
000000018e366118 (__TEXT,__text) external _KServerAddKeyCompat
000000018e366120 (__TEXT,__text) external _KServerGetKeyCompat
000000018e366110 (__TEXT,__text) external _KServerGetReplyTicketCompat
000000018e366128 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
000000018e366100 (__TEXT,__text) external _KServerNewSessionCompat
000000018e366108 (__TEXT,__text) external _KServerVerifyTicketCompat
000000018e364814 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00000001d6a35700 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000018e361b6c (__TEXT,__text) external ___KLAllowAutomaticPrompting
000000018e361b5c (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
000000018e361b84 (__TEXT,__text) external ___KLAllowRememberPassword
000000018e361bec (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
000000018e361b8c (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
000000018e361c38 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
000000018e361c48 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
000000018e361bbc (__TEXT,__text) external ___KLGetTripletFromPrincipal
000000018e361c60 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
000000018e361c70 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
000000018e361c68 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
000000018e361c40 (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
000000018e361c50 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
000000018e361b7c (__TEXT,__text) external ___KLPromptMechanism
000000018e361c58 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
000000018e361b48 (__TEXT,__text) external ___KLSetApplicationPrompter
000000018e361b64 (__TEXT,__text) external ___KLSetAutomaticPrompting
000000018e361b50 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
000000018e361b74 (__TEXT,__text) external ___KLSetPromptMechanism
000000018e35f908 (__TEXT,__text) external ___KerberosDebugLogLevel
000000018e35f910 (__TEXT,__text) external ___KerberosDebugPrint
000000018e35f918 (__TEXT,__text) external ___KerberosDebugPrintMemory
000000018e35f91c (__TEXT,__text) external ___KerberosDebugPrintSession
000000018e35f914 (__TEXT,__text) external ___KerberosDebugVAPrint
00000001d6a35140 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
000000018e35b7ec (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00000001d20cdf78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d20cdfb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001d20cdf98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dad41c50 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dad41c90 (__AUTH_CONST,__const) non-external ___block_literal_global.14
00000001dad41c70 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___error (from libSystem)
000000018e35edb0 (__TEXT,__text) non-external ___error_message_block_invoke
000000018e35ad00 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
000000018e35e338 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
000000018e360634 (__TEXT,__text) non-external _acquireticket_ui
000000018e364060 (__TEXT,__text) non-external _add_data_to_buffer
000000018e35ae50 (__TEXT,__text) external _add_error_table
000000018e362800 (__TEXT,__text) non-external _add_to_list
000000018e3679f8 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
000000018e367af0 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
000000018e35ae58 (__TEXT,__text) external _cc_close
000000018e35ae60 (__TEXT,__text) external _cc_create
000000018e35ae68 (__TEXT,__text) external _cc_destroy
000000018e35ae70 (__TEXT,__text) external _cc_free_NC_info
000000018e35ae78 (__TEXT,__text) external _cc_free_creds
000000018e35ae80 (__TEXT,__text) external _cc_free_name
000000018e35ae88 (__TEXT,__text) external _cc_free_principal
00000001d93550d0 (__AUTH,__data) non-external (was a private external) _cc_functions
000000018e35ae90 (__TEXT,__text) external _cc_get_NC_info
000000018e35ae98 (__TEXT,__text) external _cc_get_change_time
000000018e35aea0 (__TEXT,__text) external _cc_get_cred_version
000000018e35aea8 (__TEXT,__text) external _cc_get_name
000000018e35aeb0 (__TEXT,__text) external _cc_get_principal
000000018e35c75c (__TEXT,__text) external _cc_initialize
000000018e35d9b8 (__TEXT,__text) non-external _cc_iterator_clone
000000018e35bd80 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
000000018e35d960 (__TEXT,__text) non-external _cc_iterator_release
000000018e35aeb8 (__TEXT,__text) external _cc_open
000000018e35aec0 (__TEXT,__text) external _cc_remove_cred
000000018e35aec8 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
000000018e35aed0 (__TEXT,__text) external _cc_seq_fetch_NCs_end
000000018e35aed8 (__TEXT,__text) external _cc_seq_fetch_NCs_next
000000018e35aee0 (__TEXT,__text) external _cc_seq_fetch_creds_begin
000000018e35aee8 (__TEXT,__text) external _cc_seq_fetch_creds_end
000000018e35aef0 (__TEXT,__text) external _cc_seq_fetch_creds_next
000000018e35aef8 (__TEXT,__text) external _cc_set_principal
000000018e35af00 (__TEXT,__text) external _cc_shutdown
000000018e35af08 (__TEXT,__text) external _cc_store
000000018e35d870 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
000000018e35d5d8 (__TEXT,__text) non-external _ccache_compare
000000018e35c828 (__TEXT,__text) non-external _ccache_destroy
00000001d9355138 (__AUTH,__data) non-external _ccache_functions
000000018e35d57c (__TEXT,__text) non-external _ccache_get_change_time
000000018e35c938 (__TEXT,__text) non-external _ccache_get_credentials_version
000000018e35d6c8 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
000000018e35d504 (__TEXT,__text) non-external _ccache_get_last_default_time
000000018e35c954 (__TEXT,__text) non-external _ccache_get_name
000000018e35ca00 (__TEXT,__text) non-external _ccache_get_principal
00000001d93551d8 (__AUTH,__data) non-external _ccache_iterator_functions
000000018e35d494 (__TEXT,__text) non-external _ccache_lock
000000018e35d3cc (__TEXT,__text) non-external _ccache_move
000000018e35d2e8 (__TEXT,__text) non-external _ccache_new_credentials_iterator
000000018e35bd20 (__TEXT,__text) non-external (was a private external) _ccache_release
000000018e35d10c (__TEXT,__text) non-external _ccache_remove_credentials
000000018e35c8a0 (__TEXT,__text) non-external _ccache_set_default
000000018e35d7ac (__TEXT,__text) non-external _ccache_set_kdc_time_offset
000000018e35cb54 (__TEXT,__text) non-external _ccache_set_principal
000000018e35cc94 (__TEXT,__text) non-external _ccache_store_credentials
000000018e35d4cc (__TEXT,__text) non-external _ccache_unlock
000000018e35d900 (__TEXT,__text) non-external _ccache_wait_for_change
000000018e35d908 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00000001d20ce030 (__DATA_CONST,__const) non-external _conf_no
00000001d20cdff8 (__DATA_CONST,__const) non-external _conf_yes
00000001d6a34fc0 (__DATA,__data) non-external _context_change_time
000000018e35c730 (__TEXT,__text) non-external _context_compare
000000018e35c210 (__TEXT,__text) non-external _context_create_ccache
000000018e35c37c (__TEXT,__text) non-external _context_create_default_ccache
000000018e35c50c (__TEXT,__text) non-external _context_create_new_ccache
000000018e35bf38 (__TEXT,__text) non-external _context_get_change_time
000000018e35bf94 (__TEXT,__text) non-external _context_get_default_ccache_name
000000018e35c720 (__TEXT,__text) non-external _context_lock
000000018e35c688 (__TEXT,__text) non-external _context_new_ccache_iterator
000000018e35c030 (__TEXT,__text) non-external _context_open_ccache
000000018e35c12c (__TEXT,__text) non-external _context_open_default_ccache
000000018e35bee8 (__TEXT,__text) non-external _context_release
000000018e35c728 (__TEXT,__text) non-external _context_unlock
000000018e35c754 (__TEXT,__text) non-external _context_wait_for_change
000000018e35b8ac (__TEXT,__text) non-external _cred_compare
000000018e35bcb4 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00000001d93550b8 (__AUTH,__data) non-external (was a private external) _cred_iter_functions
000000018e35b8bc (__TEXT,__text) non-external (was a private external) _cred_iter_next
000000018e35bcbc (__TEXT,__text) non-external _cred_iter_release
000000018e35b860 (__TEXT,__text) non-external _cred_release
00000001d93550a8 (__AUTH,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
000000018e365c4c (__TEXT,__text) external _decomp_ticket
000000018e365e78 (__TEXT,__text) external _dest_all_tkts
000000018e365e58 (__TEXT,__text) external _dest_tkt
000000018e35e370 (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00000001d6a352d8 (__DATA,__bss) non-external _do_log
000000018e363b74 (__TEXT,__text) non-external _dump_profile
000000018e36401c (__TEXT,__text) non-external _dump_profile_to_buffer_cb
000000018e363f78 (__TEXT,__text) non-external _dump_profile_to_file_cb
000000018e35af10 (__TEXT,__text) external _encode_krb5_as_req
000000018e362880 (__TEXT,__text) non-external _end_list
000000018e35ed18 (__TEXT,__text) external _error_message
00000001d6a352f0 (__DATA,__bss) non-external _error_message.buffer
00000001d6a352e8 (__DATA,__bss) non-external _error_message.et_list
00000001d6a352e0 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
000000018e360d30 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00000001d6a356f8 (__DATA,__bss) non-external _g_cc_change_time
00000001d6a35148 (__DATA,__data) non-external _g_change_time_mutex
00000001d6a356f0 (__DATA,__bss) non-external _g_kl_change_time
000000018e365ca4 (__TEXT,__text) external _get_ad_tkt
000000018e365d1c (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00000001d6a35068 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00000001d6a35080 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00000001d6a35040 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00000001d6a35028 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00000001d6a34ff8 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00000001d6a35010 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00000001d6a34fe0 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
                 (undefined) external _gss_display_status (from GSS)
                 (indirect) external _gss_display_status (for _gss_display_status)
                 (undefined) external _gss_duplicate_name (from GSS)
                 (indirect) external _gss_duplicate_name (for _gss_duplicate_name)
                 (undefined) external _gss_export_name (from GSS)
                 (indirect) external _gss_export_name (for _gss_export_name)
                 (undefined) external _gss_export_sec_context (from GSS)
                 (indirect) external _gss_export_sec_context (for _gss_export_sec_context)
                 (undefined) external _gss_get_mic (from GSS)
                 (indirect) external _gss_get_mic (for _gss_get_mic)
000000018e367b34 (__TEXT,__text) external _gss_import_name
                 (undefined) external _gss_import_sec_context (from GSS)
                 (indirect) external _gss_import_sec_context (for _gss_import_sec_context)
                 (undefined) external _gss_indicate_mechs (from GSS)
                 (indirect) external _gss_indicate_mechs (for _gss_indicate_mechs)
                 (undefined) external _gss_init_sec_context (from GSS)
                 (indirect) external _gss_init_sec_context (for _gss_init_sec_context)
                 (undefined) external _gss_inquire_context (from GSS)
