00007ffa19343f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa193414de (__TEXT,__text) external _glClientActiveTextureARB
00007ffa1933f47d (__TEXT,__text) external _glClientWaitSync
00007ffa19339f49 (__TEXT,__text) external _glClipPlane
00007ffa19339f68 (__TEXT,__text) external _glColor3b
00007ffa19339f88 (__TEXT,__text) external _glColor3bv
00007ffa19339fa5 (__TEXT,__text) external _glColor3d
00007ffa19339fbf (__TEXT,__text) external _glColor3dv
00007ffa19339fdc (__TEXT,__text) external _glColor3f
00007ffa19339ff6 (__TEXT,__text) external _glColor3fv
00007ffa1933a013 (__TEXT,__text) external _glColor3i
00007ffa1933a033 (__TEXT,__text) external _glColor3iv
00007ffa1933a050 (__TEXT,__text) external _glColor3s
00007ffa1933a070 (__TEXT,__text) external _glColor3sv
00007ffa1933a08d (__TEXT,__text) external _glColor3ub
00007ffa1933a0ad (__TEXT,__text) external _glColor3ubv
00007ffa1933a0ca (__TEXT,__text) external _glColor3ui
00007ffa1933a0ea (__TEXT,__text) external _glColor3uiv
00007ffa1933a107 (__TEXT,__text) external _glColor3us
00007ffa1933a127 (__TEXT,__text) external _glColor3usv
00007ffa1933a144 (__TEXT,__text) external _glColor4b
00007ffa1933a167 (__TEXT,__text) external _glColor4bv
00007ffa1933a184 (__TEXT,__text) external _glColor4d
00007ffa1933a19e (__TEXT,__text) external _glColor4dv
00007ffa1933a1bb (__TEXT,__text) external _glColor4f
00007ffa1933a1d5 (__TEXT,__text) external _glColor4fv
00007ffa1933a1f2 (__TEXT,__text) external _glColor4i
00007ffa1933a215 (__TEXT,__text) external _glColor4iv
00007ffa1933a232 (__TEXT,__text) external _glColor4s
00007ffa1933a255 (__TEXT,__text) external _glColor4sv
00007ffa1933a272 (__TEXT,__text) external _glColor4ub
00007ffa1933a295 (__TEXT,__text) external _glColor4ubv
00007ffa1933a2b2 (__TEXT,__text) external _glColor4ui
00007ffa1933a2d5 (__TEXT,__text) external _glColor4uiv
00007ffa1933a2f2 (__TEXT,__text) external _glColor4us
00007ffa1933a315 (__TEXT,__text) external _glColor4usv
00007ffa1933a332 (__TEXT,__text) external _glColorMask
00007ffa1934369b (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffa1933ea1c (__TEXT,__text) external _glColorMaski
00007ffa1933a355 (__TEXT,__text) external _glColorMaterial
00007ffa1933a373 (__TEXT,__text) external _glColorPointer
00007ffa1933c812 (__TEXT,__text) external _glColorSubTable
00007ffa19342860 (__TEXT,__text) external _glColorSubTableEXT
00007ffa1933c70c (__TEXT,__text) external _glColorTable
00007ffa1934282d (__TEXT,__text) external _glColorTableEXT
00007ffa1933c73f (__TEXT,__text) external _glColorTableParameterfv
00007ffa1933c761 (__TEXT,__text) external _glColorTableParameteriv
00007ffa19343e9f (__TEXT,__text) external _glCombinerInputNV
00007ffa19343ea5 (__TEXT,__text) external _glCombinerOutputNV
00007ffa19343e8d (__TEXT,__text) external _glCombinerParameterfNV
00007ffa19343e87 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffa19343e99 (__TEXT,__text) external _glCombinerParameteriNV
00007ffa19343e93 (__TEXT,__text) external _glCombinerParameterivNV
00007ffa19343ed5 (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa1933dfb0 (__TEXT,__text) external _glCompileShader
00007ffa1934201a (__TEXT,__text) external _glCompileShaderARB
00007ffa1934268c (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa1933d0de (__TEXT,__text) external _glCompressedTexImage1D
00007ffa193419e6 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa1933d0a4 (__TEXT,__text) external _glCompressedTexImage2D
00007ffa193419ac (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa1933d066 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1934196e (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1933d19e (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa19341aa6 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa1933d160 (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa19341a68 (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1933d10e (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa19341a16 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1933c86c (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1933c89f (__TEXT,__text) external _glConvolutionFilter2D
00007ffa1933c8cf (__TEXT,__text) external _glConvolutionParameterf
00007ffa1933c8ed (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1933c90f (__TEXT,__text) external _glConvolutionParameteri
00007ffa1933c930 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa1933f199 (__TEXT,__text) external _glCopyBufferSubData
00007ffa1933c845 (__TEXT,__text) external _glCopyColorSubTable
00007ffa1933c783 (__TEXT,__text) external _glCopyColorTable
00007ffa1933c952 (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa1933c979 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa1933a396 (__TEXT,__text) external _glCopyPixels
00007ffa1933a3bc (__TEXT,__text) external _glCopyTexImage1D
00007ffa1933a3ef (__TEXT,__text) external _glCopyTexImage2D
00007ffa1933a42e (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa1933a461 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa1933c6c8 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa1933dfcf (__TEXT,__text) external _glCreateProgram
00007ffa19342037 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa1933df6c (__TEXT,__text) external _glCreateShader
00007ffa19341fd8 (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa19340106 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa1933a4a0 (__TEXT,__text) external _glCullFace
00007ffa1933d872 (__TEXT,__text) external _glDeleteBuffers
00007ffa19341e35 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa19343987 (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1933e77d (__TEXT,__text) external _glDeleteFramebuffers
00007ffa19342d82 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa1933a4bc (__TEXT,__text) external _glDeleteLists
00007ffa1934266d (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa19341f7f (__TEXT,__text) external _glDeleteObjectARB
00007ffa1933e049 (__TEXT,__text) external _glDeleteProgram
00007ffa19340144 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa19340bc7 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa1933d779 (__TEXT,__text) external _glDeleteQueries
00007ffa19341d3c (__TEXT,__text) external _glDeleteQueriesARB
00007ffa1933e6bf (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa19342cc4 (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1933f67b (__TEXT,__text) external _glDeleteSamplers
00007ffa1933df28 (__TEXT,__text) external _glDeleteShader
00007ffa1933f460 (__TEXT,__text) external _glDeleteSync
00007ffa1933a4da (__TEXT,__text) external _glDeleteTextures
00007ffa1933fdf6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa1933e9c2 (__TEXT,__text) external _glDeleteVertexArrays
00007ffa19343aca (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa19342813 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa1933a4f9 (__TEXT,__text) external _glDepthFunc
00007ffa1933a515 (__TEXT,__text) external _glDepthMask
00007ffa1933a531 (__TEXT,__text) external _glDepthRange
00007ffa19340b27 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa19340b49 (__TEXT,__text) external _glDepthRangeIndexed
00007ffa19340025 (__TEXT,__text) external _glDepthRangef
00007ffa19341fb8 (__TEXT,__text) external _glDetachObjectARB
00007ffa1933df47 (__TEXT,__text) external _glDetachShader
00007ffa1933a54b (__TEXT,__text) external _glDisable
00007ffa1933a567 (__TEXT,__text) external _glDisableClientState
00007ffa193436e0 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1934383a (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa1933de84 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa193410ca (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa1933eaa5 (__TEXT,__text) external _glDisablei
00007ffa1933a583 (__TEXT,__text) external _glDrawArrays
00007ffa1933f9c3 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa1933f2c0 (__TEXT,__text) external _glDrawArraysInstanced
00007ffa19342559 (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa1933a5a4 (__TEXT,__text) external _glDrawBuffer
00007ffa1933d9bc (__TEXT,__text) external _glDrawBuffers
00007ffa193424fe (__TEXT,__text) external _glDrawBuffersARB
00007ffa19343b43 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa1933a5c0 (__TEXT,__text) external _glDrawElements
00007ffa1933f348 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa1933f9e2 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa1933f2e4 (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1934257d (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa1933f3a2 (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa1933a5e4 (__TEXT,__text) external _glDrawPixels
00007ffa19343b64 (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa1933c5f8 (__TEXT,__text) external _glDrawRangeElements
00007ffa1933f36f (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa19342b91 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa1933fe7e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa1933fe9c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1933a60b (__TEXT,__text) external _glEdgeFlag
00007ffa1933a627 (__TEXT,__text) external _glEdgeFlagPointer
00007ffa1933a646 (__TEXT,__text) external _glEdgeFlagv
00007ffa19343b24 (__TEXT,__text) external _glElementPointerAPPLE
00007ffa1933a663 (__TEXT,__text) external _glEnable
00007ffa1933a67f (__TEXT,__text) external _glEnableClientState
00007ffa193436c2 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1934381c (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa1933de68 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa193410ae (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa1933ea87 (__TEXT,__text) external _glEnablei
00007ffa1933a69b (__TEXT,__text) external _glEnd
00007ffa1933ebed (__TEXT,__text) external _glEndConditionalRender
00007ffa19343e1c (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa1933a6b2 (__TEXT,__text) external _glEndList
00007ffa1933d7d2 (__TEXT,__text) external _glEndQuery
00007ffa19341d95 (__TEXT,__text) external _glEndQueryARB
00007ffa1933fede (__TEXT,__text) external _glEndQueryIndexed
00007ffa1933eafd (__TEXT,__text) external _glEndTransformFeedback
00007ffa19343056 (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa1933a6c9 (__TEXT,__text) external _glEvalCoord1d
00007ffa1933a6e3 (__TEXT,__text) external _glEvalCoord1dv
00007ffa1933a700 (__TEXT,__text) external _glEvalCoord1f
00007ffa1933a71a (__TEXT,__text) external _glEvalCoord1fv
00007ffa1933a737 (__TEXT,__text) external _glEvalCoord2d
00007ffa1933a751 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1933a76e (__TEXT,__text) external _glEvalCoord2f
00007ffa1933a788 (__TEXT,__text) external _glEvalCoord2fv
00007ffa1933a7a5 (__TEXT,__text) external _glEvalMesh1
00007ffa1933a7c6 (__TEXT,__text) external _glEvalMesh2
00007ffa1933a7ed (__TEXT,__text) external _glEvalPoint1
00007ffa1933a809 (__TEXT,__text) external _glEvalPoint2
00007ffa1933a827 (__TEXT,__text) external _glFeedbackBuffer
00007ffa1933f425 (__TEXT,__text) external _glFenceSync
00007ffa19343eab (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa1933a849 (__TEXT,__text) external _glFinish
00007ffa193439fa (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa19343a34 (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa19343bfb (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa1933a860 (__TEXT,__text) external _glFlush
00007ffa1933e983 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa19343c4a (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa19343be4 (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa19343a71 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1933d27a (__TEXT,__text) external _glFogCoordPointer
00007ffa19342b6f (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa1933d243 (__TEXT,__text) external _glFogCoordd
00007ffa19342b38 (__TEXT,__text) external _glFogCoorddEXT
00007ffa1933d25d (__TEXT,__text) external _glFogCoorddv
00007ffa19342b52 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1933d20c (__TEXT,__text) external _glFogCoordf
00007ffa19342b01 (__TEXT,__text) external _glFogCoordfEXT
00007ffa1933d226 (__TEXT,__text) external _glFogCoordfv
00007ffa19342b1b (__TEXT,__text) external _glFogCoordfvEXT
00007ffa1933a877 (__TEXT,__text) external _glFogf
00007ffa1933a893 (__TEXT,__text) external _glFogfv
00007ffa1933a8b2 (__TEXT,__text) external _glFogi
00007ffa1933a8d0 (__TEXT,__text) external _glFogiv
00007ffa1933e858 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa19342e5d (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa1933f5f5 (__TEXT,__text) external _glFramebufferTexture
00007ffa1933e7d7 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa19342ddc (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa1933e7fe (__TEXT,__text) external _glFramebufferTexture2D
00007ffa19342e03 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa1933e825 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa19342e2a (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa19342f5c (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa19342fa7 (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa1933e936 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa19342f80 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1933a8ef (__TEXT,__text) external _glFrontFace
00007ffa1933a90b (__TEXT,__text) external _glFrustum
00007ffa1933d891 (__TEXT,__text) external _glGenBuffers
00007ffa19341e54 (__TEXT,__text) external _glGenBuffersARB
00007ffa19343968 (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1933e79c (__TEXT,__text) external _glGenFramebuffers
00007ffa19342da1 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1933a925 (__TEXT,__text) external _glGenLists
00007ffa19340163 (__TEXT,__text) external _glGenProgramPipelines
00007ffa19340be6 (__TEXT,__text) external _glGenProgramsARB
00007ffa1933d75a (__TEXT,__text) external _glGenQueries
00007ffa19341d1d (__TEXT,__text) external _glGenQueriesARB
00007ffa1933e6de (__TEXT,__text) external _glGenRenderbuffers
00007ffa19342ce3 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1933f65c (__TEXT,__text) external _glGenSamplers
00007ffa1933a941 (__TEXT,__text) external _glGenTextures
00007ffa1933fe15 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa1933e9e1 (__TEXT,__text) external _glGenVertexArrays
00007ffa19343ae9 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa1933e8a0 (__TEXT,__text) external _glGenerateMipmap
00007ffa19342ea5 (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa1933e4d4 (__TEXT,__text) external _glGetActiveAttrib
00007ffa193424ad (__TEXT,__text) external _glGetActiveAttribARB
00007ffa1933fd00 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa1933fccd (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa1933fca6 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1933e40a (__TEXT,__text) external _glGetActiveUniform
00007ffa193423ed (__TEXT,__text) external _glGetActiveUniformARB
00007ffa1933f278 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa1933f254 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1933f20e (__TEXT,__text) external _glGetActiveUniformName
00007ffa1933f1e6 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa193423a7 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa1933e379 (__TEXT,__text) external _glGetAttachedShaders
00007ffa1933e507 (__TEXT,__text) external _glGetAttribLocation
00007ffa193424de (__TEXT,__text) external _glGetAttribLocationARB
00007ffa193430e4 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa1933ea43 (__TEXT,__text) external _glGetBooleani_v
00007ffa1933a960 (__TEXT,__text) external _glGetBooleanv
00007ffa1933f5d3 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa1933d978 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa19341f3b (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1933d99a (__TEXT,__text) external _glGetBufferPointerv
00007ffa19341f5d (__TEXT,__text) external _glGetBufferPointervARB
00007ffa1933d918 (__TEXT,__text) external _glGetBufferSubData
00007ffa19341edb (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1933a97f (__TEXT,__text) external _glGetClipPlane
00007ffa1933c7aa (__TEXT,__text) external _glGetColorTable
00007ffa19342893 (__TEXT,__text) external _glGetColorTableEXT
00007ffa1933c7ce (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa193428b7 (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa1933c7f0 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa193428d9 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa19343eb1 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa19343eb7 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa19343ebd (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa19343ec3 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa19343edb (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa1933d1ce (__TEXT,__text) external _glGetCompressedTexImage
00007ffa19341ad6 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa1933c9ac (__TEXT,__text) external _glGetConvolutionFilter
00007ffa1933c9d0 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa1933c9f2 (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa19340b87 (__TEXT,__text) external _glGetDoublei_v
00007ffa1933a99e (__TEXT,__text) external _glGetDoublev
00007ffa1933a9bd (__TEXT,__text) external _glGetError
00007ffa19343ec9 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa19343ecf (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa19340b65 (__TEXT,__text) external _glGetFloati_v
00007ffa1933a9d4 (__TEXT,__text) external _glGetFloatv
00007ffa1933f63d (__TEXT,__text) external _glGetFragDataIndex
00007ffa1933ef3b (__TEXT,__text) external _glGetFragDataLocation
00007ffa193435ac (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1933e87c (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa19342e81 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa19341f9c (__TEXT,__text) external _glGetHandleARB
00007ffa1933ca83 (__TEXT,__text) external _glGetHistogram
00007ffa1933caaa (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa1933cacc (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa19342381 (__TEXT,__text) external _glGetInfoLogARB
00007ffa1933f5b1 (__TEXT,__text) external _glGetInteger64i_v
00007ffa1933f4c3 (__TEXT,__text) external _glGetInteger64v
00007ffa193430c2 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa1933ea65 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1933a9f3 (__TEXT,__text) external _glGetIntegerv
00007ffa1934271d (__TEXT,__text) external _glGetInternalformativ
00007ffa1933aa12 (__TEXT,__text) external _glGetLightfv
00007ffa1933aa34 (__TEXT,__text) external _glGetLightiv
00007ffa1933aa56 (__TEXT,__text) external _glGetMapdv
00007ffa1933aa78 (__TEXT,__text) external _glGetMapfv
00007ffa1933aa9a (__TEXT,__text) external _glGetMapiv
00007ffa1933aabc (__TEXT,__text) external _glGetMaterialfv
00007ffa1933aade (__TEXT,__text) external _glGetMaterialiv
00007ffa1933caee (__TEXT,__text) external _glGetMinmax
00007ffa1933cb15 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1933cb37 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa1933f571 (__TEXT,__text) external _glGetMultisamplefv
00007ffa193426d0 (__TEXT,__text) external _glGetNamedStringARB
00007ffa193426f8 (__TEXT,__text) external _glGetNamedStringivARB
00007ffa193437a0 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1934233b (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa19343caf (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1934235e (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1933ab00 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1933ab1f (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1933ab3e (__TEXT,__text) external _glGetPixelMapusv
00007ffa1933ab5d (__TEXT,__text) external _glGetPointerv
00007ffa1933ab7c (__TEXT,__text) external _glGetPolygonStipple
00007ffa19340059 (__TEXT,__text) external _glGetProgramBinary
00007ffa193412b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa193412d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
