                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
00007ff812d31545 (__TEXT,__text) external _NEAuditTokenForPID
00007ff840dc8000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.189
00007ff840dc8110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840dc7aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.202
00007ff840dc7ae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.204
00007ff840dc7b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.206
00007ff840dc7320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840dc8140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21.283
00007ff840dc7b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.210
00007ff840dc7b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.214
00007ff840dc7bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.217
00007ff840dc7f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840dc8160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22.284
00007ff840dc7be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.220
00007ff840dc7c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.222
00007ff840dc7c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.228
00007ff840dc8180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840dc7c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.233
00007ff840dc7350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff840dc7380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff840dc7f88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff840dc73b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840dc7fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32.154
00007ff840dc73e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff840dc7410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840dc81a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff840dc7440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.36
00007ff840dc81c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840dc81e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840dc7e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840dc8210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff840dc7460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840dc7480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff840dc8230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44.217
00007ff840dc8250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff840dc71b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840dc8270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46.278
00007ff840dc74b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff840dc82a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48.279
00007ff840dc74e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ff840dc82c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49.280
00007ff840dc7510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff840dc82e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50.272
00007ff840dc8300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff840dc8320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840dc7eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840dc7558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff840dc8340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff840dc8360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840dc71f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840dc7220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840dc8090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.308
00007ff840dc7578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ff840dc75a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff840dc7240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840dc7e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff840dc71d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840dc7668 (__DATA_CONST,__const) non-external ___block_literal_global.151
00007ff840dc76a8 (__DATA_CONST,__const) non-external ___block_literal_global.155
00007ff840dc7f48 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff840dc7f08 (__DATA_CONST,__const) non-external ___block_literal_global.184
00007ff840dc8020 (__DATA_CONST,__const) non-external ___block_literal_global.188
00007ff840dc8060 (__DATA_CONST,__const) non-external ___block_literal_global.2
00007ff840dc7ac8 (__DATA_CONST,__const) non-external ___block_literal_global.203
00007ff840dc7b08 (__DATA_CONST,__const) non-external ___block_literal_global.205
00007ff840dc7b98 (__DATA_CONST,__const) non-external ___block_literal_global.215
                 (undefined) external ___bzero (from libSystem)
00007ff812d326b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff812d326d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff812d188be (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff812d16790 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff812d2f3d4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff812d1baec (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r
00007ff812d188d5 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff812d167a7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff812d2f40c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff812d1bb48 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r
                 (undefined) external ___error (from libSystem)
00007ff812d18790 (__TEXT,__text) non-external ___fetch_status_block_invoke
00007ff812d187a5 (__TEXT,__text) non-external ___fetch_status_block_invoke.159
00007ff812d18955 (__TEXT,__text) non-external ___fetch_status_block_invoke_2
00007ff812d18c1f (__TEXT,__text) non-external ___get_connection_block_invoke
00007ff812d18418 (__TEXT,__text) non-external ___get_current_notify_pid_block_invoke
00007ff812d1eb12 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke
00007ff812d1e937 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke.218
00007ff812d1e9d9 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke.226
00007ff812d1e8f3 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke_2
00007ff812d1ea40 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke_2.219
00007ff812d18d98 (__TEXT,__text) non-external ___globals_init_block_invoke
00007ff812d20420 (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked_block_invoke
00007ff812d20354 (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_uuid_block_invoke
00007ff812d204dc (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_uuid_block_invoke_2
00007ff812d200d5 (__TEXT,__text) non-external ___ne_copy_cached_uuids_for_bundle_identifier_block_invoke
00007ff812d217fe (__TEXT,__text) non-external ___ne_filter_connection_queue_block_invoke
00007ff812d2f598 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke
00007ff812d2f866 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke.34
00007ff812d27b9b (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke
00007ff812d27e3f (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.43
00007ff812d2fd6b (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke
00007ff812d30004 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.65
00007ff812d3092d (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke
00007ff812d3095e (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke_2
00007ff812d3098f (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke_3
00007ff812d22408 (__TEXT,__text) non-external ___ne_filter_get_definition_block_invoke
00007ff812d309c0 (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke
00007ff812d309de (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke.17
00007ff812d30a50 (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke_2
00007ff812d307a1 (__TEXT,__text) non-external ___ne_filter_protocol_finalize_output_frames_block_invoke
00007ff812d2eac2 (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke
00007ff812d2f39b (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.39
00007ff812d307ce (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke
00007ff812d30811 (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke.47
00007ff812d30850 (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke_2
00007ff812d310e0 (__TEXT,__text) non-external ___ne_filter_protocol_handle_message_block_invoke
00007ff812d22462 (__TEXT,__text) non-external ___ne_filter_protocol_identifier_block_invoke
00007ff812d20de9 (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke
00007ff812d20e3c (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.2
00007ff812d20e98 (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.5
00007ff812d21202 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke
00007ff812d21277 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26
00007ff812d2162e (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.30
00007ff812d2fa4a (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke
00007ff812d2fd3e (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke.52
00007ff812d222ba (__TEXT,__text) non-external ___ne_filter_stats_report_register_block_invoke
00007ff812d1b99e (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke
00007ff812d19afd (__TEXT,__text) non-external ___ne_session_cancel_block_invoke
00007ff812d18bea (__TEXT,__text) non-external ___ne_session_clear_event_handler_block_invoke
00007ff812d1d7fd (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke
00007ff812d1d84d (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_2
00007ff812d1d685 (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_3
00007ff812d1de63 (__TEXT,__text) non-external ___ne_session_copy_security_session_info_block_invoke
00007ff812d19885 (__TEXT,__text) non-external ___ne_session_create_block_invoke
00007ff812d1aaca (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke
00007ff812d1ac13 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke.45
00007ff812d1abe0 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2
00007ff812d1acd0 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.47
00007ff812d1a1d4 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke
00007ff812d1a384 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.174
00007ff812d1a519 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.176
00007ff812d1a4e6 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.179
00007ff812d1a351 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke_2
00007ff812d19b6f (__TEXT,__text) non-external ___ne_session_get_status_block_invoke
00007ff812d19cbc (__TEXT,__text) non-external ___ne_session_get_status_block_invoke.12
00007ff812d19c8b (__TEXT,__text) non-external ___ne_session_get_status_block_invoke_2
00007ff812d196a7 (__TEXT,__text) non-external ___ne_session_is_always_on_vpn_enabled_block_invoke
00007ff812d19da1 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke
00007ff812d19f4b (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.25
00007ff812d1a0e0 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.27
00007ff812d1a0ad (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.31
00007ff812d19f18 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke_2
00007ff812d1b218 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke
00007ff812d1e8c2 (__TEXT,__text) non-external ___ne_session_policy_copy_flow_divert_token_block_invoke
00007ff812d18af7 (__TEXT,__text) non-external ___ne_session_release_block_invoke
00007ff812d1a67d (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke
00007ff812d1a6bd (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke.35
00007ff812d19a4d (__TEXT,__text) non-external ___ne_session_set_event_handler_block_invoke
00007ff812d1a74a (__TEXT,__text) non-external ___ne_session_start_on_behalf_of_block_invoke
00007ff812d1a983 (__TEXT,__text) non-external ___ne_session_stop_with_reason_block_invoke
00007ff812d1d7b6 (__TEXT,__text) non-external ___ne_session_update_cached_values_block_invoke
00007ff812d1cd40 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke
00007ff812d18980 (__TEXT,__text) non-external ___notify_client_block_invoke
00007ff812d18a76 (__TEXT,__text) non-external ___notify_client_block_invoke.170
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00007ff842cd1ecc (__DATA,__bss) non-external __ne_session_cache_lock
00007ff842cd1944 (__DATA,__data) non-external __ne_session_cache_notify_token
00007ff842cd1f08 (__DATA,__bss) non-external __ne_session_master_cache
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_error_connection_interrupted (from libSystem)
                 (undefined) external __xpc_error_key_description (from libSystem)
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_data (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_endpoint (from libSystem)
                 (undefined) external __xpc_type_error (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external _audit_session_port (from libSystem)
                 (undefined) external _audit_session_self (from libSystem)
                 (undefined) external _audit_token_to_asid (from libbsm)
                 (undefined) external _audit_token_to_egid (from libbsm)
                 (undefined) external _audit_token_to_euid (from libbsm)
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00007ff812d1847e (__TEXT,__text) non-external _fetch_status
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ff842cd1964 (__DATA,__common) external _g_NEFilterDisable
00007ff842cd1f88 (__DATA,__bss) non-external _g_filter_protocol_callbacks
00007ff842cd1f5c (__DATA,__bss) non-external _g_filter_protocol_identifier
00007ff842cd1950 (__DATA,__common) external _g_ne_read_uuid_cache
00007ff842cd1951 (__DATA,__common) external _g_ne_uuid_cache_hit
00007ff842cd1e50 (__DATA,__bss) non-external _g_queue
00007ff842cd1e58 (__DATA,__bss) non-external _g_sessions
00007ff842cd1958 (__DATA,__common) external _g_stats_globals
00007ff842cd1960 (__DATA,__common) external _g_testControlUnit
00007ff842cd1f28 (__DATA,__bss) non-external _g_testProviderFactory
00007ff842cd1ed8 (__DATA,__bss) non-external _g_uuid_cache
00007ff842cd1ed0 (__DATA,__bss) non-external _g_uuid_cache_lock
00007ff812d185c4 (__TEXT,__text) non-external _get_connection
00007ff812d192da (__TEXT,__text) non-external _get_current_config_state
00007ff842cd1940 (__DATA,__data) non-external _get_current_config_state.config_token
00007ff842cd1ef8 (__DATA,__bss) non-external _get_current_config_state.current_state
00007ff812d1839d (__TEXT,__text) non-external _get_current_notify_pid
00007ff842cd1ee8 (__DATA,__bss) non-external _get_current_notify_pid.current_pid
00007ff842cd1938 (__DATA,__data) non-external _get_current_notify_pid.sm_token
00007ff842cd1f18 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_init
00007ff842cd1f10 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_queue
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
00007ff842cd1f00 (__DATA,__bss) non-external _globals_init.sess_init
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00007ff812d20176 (__TEXT,__text) external _ne_copy_cached_bundle_identifier_for_uuid
00007ff812d20573 (__TEXT,__text) external _ne_copy_cached_preferred_bundle_for_bundle_identifier
00007ff812d1ffba (__TEXT,__text) non-external _ne_copy_cached_synthesized_uuids_for_bundle_identifier_locked
00007ff812d1fe85 (__TEXT,__text) external _ne_copy_cached_uuids_for_bundle_identifier
00007ff812d1f17e (__TEXT,__text) external _ne_copy_signature_info_for_pid
00007ff812d1efc3 (__TEXT,__text) external _ne_copy_signing_identifier_for_pid
00007ff812d1fe57 (__TEXT,__text) external _ne_copy_uuid_cache
00007ff812d1f35c (__TEXT,__text) external _ne_copy_uuid_cache_locked
00007ff842cd1ee0 (__DATA,__bss) non-external _ne_copy_uuid_cache_locked.g_my_os_version
00007ff812d21a76 (__TEXT,__text) external _ne_filter_allocate_globals
00007ff812d2c05f (__TEXT,__text) non-external _ne_filter_cleanup
00007ff842cd1f30 (__DATA,__bss) non-external _ne_filter_connection_queue.filter_queue
00007ff842cd1f38 (__DATA,__bss) non-external _ne_filter_connection_queue.onceToken
00007ff812d21819 (__TEXT,__text) external _ne_filter_copy_connection
00007ff812d2f502 (__TEXT,__text) non-external _ne_filter_create_wildcard_remote_sockaddr
