00007ffd021bfa8c (__TEXT,__text) non-external +[CSSearchableIndex(PSUAdditions) psu_criticalIndexWithName:protectionClass:bundleIdentifier:]
                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _BiomeLibrary (from BiomeLibrary)
                 (undefined) external _CNContactEmailAddressesKey (from Contacts)
                 (undefined) external _CNContactIdentifierKey (from Contacts)
                 (undefined) external _CNContactPhoneNumbersKey (from Contacts)
                 (undefined) external _CSMailboxInbox (from CoreSpotlight)
00007ffd42ff93f8 (__DATA_DIRTY,__bss) non-external _DoNotDisturbLibraryCore.frameworkLibrary
                 (undefined) external _EMContentRepresentationTypeRaw (from Email)
                 (undefined) external _EMUserDefaultDisableAutomaticMessageSummarization (from Email)
                 (undefined) external _EMUserDefaultShouldHideHighlights (from Email)
                 (undefined) external _EMUserDefaultsMailAppGroup (from Email)
                 (undefined) external _GESummarizationClientErrorDomain (from Sage)
                 (undefined) external _IOPSDrawingUnlimitedPower (from IOKit)
                 (undefined) external _MDItemAccountHandles (from CoreSpotlight)
                 (undefined) external _MDItemAccountIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemAccountType (from CoreSpotlight)
                 (undefined) external _MDItemAdditionalRecipientContactIdentifiers (from CoreSpotlight)
                 (undefined) external _MDItemAdditionalRecipientEmailAddresses (from CoreSpotlight)
                 (undefined) external _MDItemAdditionalRecipientPersons (from CoreSpotlight)
                 (undefined) external _MDItemAdditionalRecipients (from CoreSpotlight)
                 (undefined) external _MDItemAttachmentCaptions (from CoreSpotlight)
                 (undefined) external _MDItemAttachmentNames (from CoreSpotlight)
                 (undefined) external _MDItemAttachmentPaths (from CoreSpotlight)
                 (undefined) external _MDItemAttachmentTypes (from CoreSpotlight)
                 (undefined) external _MDItemAttributeChangeDate (from CoreSpotlight)
                 (undefined) external _MDItemAuthorAddresses (from CoreSpotlight)
                 (undefined) external _MDItemAuthorContactIdentifiers (from CoreSpotlight)
                 (undefined) external _MDItemAuthorEmailAddresses (from CoreSpotlight)
                 (undefined) external _MDItemAuthorPersons (from CoreSpotlight)
                 (undefined) external _MDItemAuthors (from CoreSpotlight)
                 (undefined) external _MDItemBundleID (from CoreSpotlight)
                 (undefined) external _MDItemContainerIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemContentCreationDate (from CoreSpotlight)
                 (undefined) external _MDItemContentCreationDateMonth (from CoreSpotlight)
                 (undefined) external _MDItemContentCreationDateWeekOfMonth (from CoreSpotlight)
                 (undefined) external _MDItemContentCreationDateWeekday (from CoreSpotlight)
                 (undefined) external _MDItemContentModificationDate (from CoreSpotlight)
                 (undefined) external _MDItemContentSnippet (from CoreSpotlight)
                 (undefined) external _MDItemContentType (from CoreSpotlight)
                 (undefined) external _MDItemCreator (from CoreSpotlight)
                 (undefined) external _MDItemDomainIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemDurationSeconds (from CoreSpotlight)
                 (undefined) external _MDItemExternalID (from CoreSpotlight)
                 (undefined) external _MDItemExtraData (from CoreSpotlight)
                 (undefined) external _MDItemIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemInformation (from CoreSpotlight)
                 (undefined) external _MDItemIsCommunicationNotification (from CoreSpotlight)
                 (undefined) external _MDItemIsFromMe (from CoreSpotlight)
                 (undefined) external _MDItemIsGroupThread (from CoreSpotlight)
                 (undefined) external _MDItemIsLikelyJunk (from CoreSpotlight)
                 (undefined) external _MDItemIsNew (from CoreSpotlight)
                 (undefined) external _MDItemIsPartiallyDownloaded (from CoreSpotlight)
                 (undefined) external _MDItemIsTwoFactorCode (from CoreSpotlight)
                 (undefined) external _MDItemIsUrgent (from CoreSpotlight)
                 (undefined) external _MDItemLinkType (from CoreSpotlight)
                 (undefined) external _MDItemMailCategories (from CoreSpotlight)
                 (undefined) external _MDItemMailVIP (from CoreSpotlight)
                 (undefined) external _MDItemMailboxes (from CoreSpotlight)
                 (undefined) external _MDItemMessageEffectType (from CoreSpotlight)
                 (undefined) external _MDItemMessageFromKnownSender (from CoreSpotlight)
                 (undefined) external _MDItemMessagePinned (from CoreSpotlight)
                 (undefined) external _MDItemMessageRead (from CoreSpotlight)
                 (undefined) external _MDItemMessageService (from CoreSpotlight)
                 (undefined) external _MDItemMessageTapbackStringValue (from CoreSpotlight)
                 (undefined) external _MDItemMessageTapbackType (from CoreSpotlight)
                 (undefined) external _MDItemMessageType (from CoreSpotlight)
                 (undefined) external _MDItemNotificationCritical (from CoreSpotlight)
                 (undefined) external _MDItemNotificationTimeSensitive (from CoreSpotlight)
                 (undefined) external _MDItemOwnerIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemPrimaryRecipientContactIdentifiers (from CoreSpotlight)
                 (undefined) external _MDItemPrimaryRecipientEmailAddresses (from CoreSpotlight)
                 (undefined) external _MDItemPrimaryRecipientPersons (from CoreSpotlight)
                 (undefined) external _MDItemPrimaryRecipients (from CoreSpotlight)
                 (undefined) external _MDItemProtectionClass (from CoreSpotlight)
                 (undefined) external _MDItemProviderDataTypes (from CoreSpotlight)
                 (undefined) external _MDItemRecipientAddresses (from CoreSpotlight)
                 (undefined) external _MDItemRecipientContactIdentifiers (from CoreSpotlight)
                 (undefined) external _MDItemRecipientEmailAddresses (from CoreSpotlight)
                 (undefined) external _MDItemRecipients (from CoreSpotlight)
                 (undefined) external _MDItemSmartRepliesResponse (from CoreSpotlight)
                 (undefined) external _MDItemSmartRepliesStatus (from CoreSpotlight)
                 (undefined) external _MDItemSnippet (from CoreSpotlight)
                 (undefined) external _MDItemSubject (from CoreSpotlight)
                 (undefined) external _MDItemSubtitle (from CoreSpotlight)
                 (undefined) external _MDItemSummarizationContentSynopsis (from CoreSpotlight)
                 (undefined) external _MDItemSummarizationContentTopLine (from CoreSpotlight)
                 (undefined) external _MDItemSummarizationContentTopic (from CoreSpotlight)
                 (undefined) external _MDItemSummarizationStatus (from CoreSpotlight)
                 (undefined) external _MDItemSummarizedIdentifiers (from CoreSpotlight)
                 (undefined) external _MDItemTapbackAssociatedMessageID (from CoreSpotlight)
                 (undefined) external _MDItemTextContentLength (from CoreSpotlight)
                 (undefined) external _MDItemThreadIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemTitle (from CoreSpotlight)
                 (undefined) external _MDItemUniqueIdentifier (from CoreSpotlight)
                 (undefined) external _MDItemUrgencyStatus (from CoreSpotlight)
                 (undefined) external _MDMailConversationID (from CoreSpotlight)
                 (undefined) external _MDMailDateReceived (from CoreSpotlight)
                 (undefined) external _MDMailFlagged (from CoreSpotlight)
                 (undefined) external _MDMailMessageID (from CoreSpotlight)
                 (undefined) external _MDMailRead (from CoreSpotlight)
                 (undefined) external _MDMessageIsFromMe (from CoreSpotlight)
                 (undefined) external _NLLanguageEnglish (from NaturalLanguage)
                 (undefined) external _NSFileProtectionCompleteUntilFirstUserAuthentication (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _OBJC_CLASS_$_ACAccountStore (from Accounts)
                 (undefined) external _OBJC_CLASS_$_ATXEntityContextRequestOptionalSignals (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXMailContextRequest (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXMailMessage (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXMessageContextRequest (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXNamedHandle (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXNotificationCategorizationClient (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXNotificationContextRequest (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXTextMessage (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXUserNotification (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_BGNonRepeatingSystemTaskRequest (from BackgroundSystemTasks)
                 (undefined) external _OBJC_CLASS_$_BGSystemTaskScheduler (from BackgroundSystemTasks)
                 (undefined) external _OBJC_CLASS_$_BMPublisherOptions (from BiomeStreams)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNContactFormatter (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CSCustomAttributeKey (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSPerson (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchQuery (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchQueryContext (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableIndex (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItem (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItemAttributeSet (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSmartRepliesResponse (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSmartReply (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyHTMLParser (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyOriginalTextSubparser (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyParsingUtils (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_EMCachingContactStore (from Email)
                 (undefined) external _OBJC_CLASS_$_EMContentRepresentation (from Email)
                 (undefined) external _OBJC_CLASS_$_EMContentRequestOptions (from Email)
                 (undefined) external _OBJC_CLASS_$_EMDaemonInterface (from Email)
                 (undefined) external _OBJC_CLASS_$_EMMessage (from Email)
                 (undefined) external _OBJC_CLASS_$_EMMessageListItemPredicates (from Email)
                 (undefined) external _OBJC_CLASS_$_EMQuery (from Email)
                 (undefined) external _OBJC_CLASS_$_GDXPCKnosisService (from IntelligencePlatform)
                 (undefined) external _OBJC_CLASS_$_HVHtmlParser (from ProactiveHarvesting)
                 (undefined) external _OBJC_CLASS_$_HVPaths (from ProactiveHarvesting)
                 (undefined) external _OBJC_CLASS_$_INCExtensionConnection (from IntentsCore)
                 (undefined) external _OBJC_CLASS_$_INDateComponentsRange (from Intents)
                 (undefined) external _OBJC_CLASS_$_INFile (from Intents)
                 (undefined) external _OBJC_CLASS_$_INMessage (from Intents)
                 (undefined) external _OBJC_CLASS_$_INPerson (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSearchForMessagesIntent (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSearchForMessagesIntentResponse (from Intents)
                 (undefined) external _OBJC_CLASS_$_LNAssistantDefinedSchemaConformance (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNConfigurableQueryRequest (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNConnectionPolicy (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNEntity (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNEntityIdentifier (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNEntityMetadata (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNMetadataProvider (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNProperty (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNQueryRequestOptions (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LSApplicationRecord (from CoreServices)
                 (undefined) external _OBJC_CLASS_$_MADCaptionResult (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADImageCaptionRequest (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADRequest (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADResult (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADService (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MCMessage (from MailCore)
                 (undefined) external _OBJC_CLASS_$_NLEmbedding (from NaturalLanguage)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPersonNameComponentsFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserActivity (from CoreServices)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
00007ffd42ff70d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUCurrentActivityManager
00007ffd42ff70a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUIntentMessageHistorySearcher
00007ffd42ff7080 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUModeConfigurationService
00007ffd42ff7058 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationAnalytics
00007ffd42ff7030 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationPipeline
00007ffd42ff7008 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationXPCServer
00007ffd42ff6fe0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUVIPManager
                 (undefined) external _OBJC_CLASS_$_TCInputContextHistory (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartAction (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartRepliesResponse (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartReply (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCTextCompositionAssistant (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TIInputContextHistory (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TIMutableInputContextEntry (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TIPreferencesController (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TRIClient (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRINamespace (from TrialProto)
                 (undefined) external _OBJC_CLASS_$__PASDatabaseMigrator (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDeviceInfo (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDeviceState (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDispatch (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASSimpleCoalescingTimer (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASSqliteDatabase (from ProactiveSupport)
00007ffd43624a88 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC22ProactiveSummarization24UserNotificationSettings
00007ffd42ff7110 (__DATA_DIRTY,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC22ProactiveSummarization29SummarizationPipelineDatabase
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
00007ffd43624990 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._didCompleteOneSuccessfulModeConfigurationFetch
00007ffd43624988 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._modeService
00007ffd43624980 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._modesWithIntelligentBreakthroughEnabled
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ffd42ff6fb8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUCurrentActivityManager
00007ffd42ff6f90 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUIntentMessageHistorySearcher
00007ffd42ff6f68 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUModeConfigurationService
00007ffd42ff7230 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationAnalytics
00007ffd42ff7208 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationPipeline
00007ffd42ff71d8 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationXPCServer
00007ffd42ff6f40 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUVIPManager
00007ffd42ff71b0 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC22ProactiveSummarization24UserNotificationSettings
00007ffd42ff7188 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC22ProactiveSummarization29SummarizationPipelineDatabase
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _PPSCreateTelemetryIdentifier (from PowerLog)
                 (undefined) external _PPSSendTelemetry (from PowerLog)
00007ffd021be24c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackDislikedReaction
00007ffd021be25c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackEmphasizedReaction
00007ffd021be27c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackLaughedReaction
00007ffd021be23c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackLikedReaction
00007ffd021be26c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackLovedReaction
00007ffd021be28c (__TEXT,__text) external _PSUINMessageReactionTypeTapbackQuestionedReaction
00007ffd021be29c (__TEXT,__text) external _PSUMailAttachmentSpotlightPrefix
00007ffd021be2b0 (__TEXT,__text) external _PSUMailRichLinkSpotlightPrefix
00007ffd403a45b0 (__DATA_CONST,__const) external _PSUSpotlightMessageTypeAudio
00007ffd403a45a8 (__DATA_CONST,__const) external _PSUSpotlightMessageTypeLink
00007ffd403a45a0 (__DATA_CONST,__const) external _PSUSpotlightMessageTypeSticker
00007ffd021bfb22 (__TEXT,__text) external _PSUSummarizationLogging
00007ffd4363cbe0 (__DATA,__bss) non-external _PSUSummarizationLogging._pasExprOnceResult
00007ffd4363cbe8 (__DATA,__bss) non-external _PSUSummarizationLogging._pasOnceToken2
00007ffd021d1dc8 (__TEXT,__const) external _ProactiveSummarizationVersionNumber
00007ffd021d1d80 (__TEXT,__const) external _ProactiveSummarizationVersionString
                 (undefined) external _SecRandomCopyBytes (from Security)
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external _TCTextCompositionAssistantDocumentTypeTextMessage (from TextComposer)
                 (undefined) external _TCTextCompositionAssistantResponseAll (from TextComposer)
                 (undefined) external _TCTextCompositionAssistantResponseSmartReply (from TextComposer)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
00007ffd021c15b8 (__TEXT,__objc_methlist) non-external __CLASS_METHODS_PSUSummarizationAnalytics
00007ffd021c15d0 (__TEXT,__objc_methlist) non-external __CLASS_METHODS_PSUSummarizationXPCServer
00007ffd43624b30 (__DATA,__objc_data) non-external __DATA_PSUSummarizationAnalytics
00007ffd43624ae8 (__DATA,__objc_data) non-external __DATA_PSUSummarizationPipeline
00007ffd43624998 (__DATA,__objc_data) non-external __DATA_PSUSummarizationXPCServer
00007ffd403a7608 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization11PowerBudget
00007ffd403a5b60 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization12AssetManager
00007ffd42ff6ef0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22ProactiveSummarization12PowerTracker
00007ffd403a6170 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization14FocusModeState
00007ffd403a54a0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization14UrgencyManager
00007ffd403a73b8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization15SpotlightReader
00007ffd403a5070 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization15SpotlightWriter
00007ffd403a6b48 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization16BundleIdRedactor
00007ffd403a72a0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization18DeviceContactStore
00007ffd403a51f8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization18RealFeedbackClient
00007ffd403a5e60 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization19AvailabilityManager
00007ffd403a5ff8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization19SmartRepliesManager
00007ffd403a6bd8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization20AppIntentMailFetcher
00007ffd403a64f0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization20SummarizationManager
00007ffd403a68f0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization21SummarizationPipeline
00007ffd403a57b0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization22QuotedRegionHtmlParser
00007ffd42ff6ea0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22ProactiveSummarization22SummarizationAnalytics
00007ffd403a56d8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization22SummarizationXPCServer
00007ffd403a5168 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization24InMemoryContactNameCache
00007ffd403a5ad0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization24ModelInputContentBuilder
00007ffd43624a28 (__DATA,__objc_data) non-external __DATA__TtC22ProactiveSummarization24UserNotificationSettings
00007ffd403a4c10 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization25EmailFrameworkMailFetcher
00007ffd403a5558 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization25GenerativeModelSummarizer
00007ffd403a5998 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization25RecentInteractionDetector
00007ffd403a5908 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization26MailUrgencyContextProducer
00007ffd403a5d88 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization28SummarizationFeedbackManager
00007ffd403a65a8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization29ATXSenderImportanceDeterminer
00007ffd436249e0 (__DATA,__objc_data) non-external __DATA__TtC22ProactiveSummarization29SummarizationPipelineDatabase
00007ffd403a74d0 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization30GenerativeModelsHandleResolver
00007ffd403a6a70 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization32GenerativeModelUrgencyClassifier
00007ffd403a6990 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarization32UserActivityConversationDetector
00007ffd403a60b8 (__DATA_CONST,__objc_const) non-external __DATA__TtC22ProactiveSummarizationP33_C546C37C5D5B7EEA8498BC1C2DED9ADB13TaskReference
00007ffd403a4f98 (__DATA_CONST,__objc_const) non-external __DATA__TtCC22ProactiveSummarization15SpotlightWriter23InMemoryMailResultCache
00007ffd403a7188 (__DATA_CONST,__objc_const) non-external __DATA__TtCC22ProactiveSummarization22SummarizationAnalyticsP33_D79230A5D231979DEC02012E11A9965A11GuardedData
                 (undefined) external __INMessageReactionTypeTapbackDislikedReaction (from Intents)
                 (undefined) external __INMessageReactionTypeTapbackEmphasizedReaction (from Intents)
                 (undefined) external __INMessageReactionTypeTapbackLaughedReaction (from Intents)
                 (undefined) external __INMessageReactionTypeTapbackLikedReaction (from Intents)
                 (undefined) external __INMessageReactionTypeTapbackLovedReaction (from Intents)
                 (undefined) external __INMessageReactionTypeTapbackQuestionedReaction (from Intents)
00007ffd021c15e8 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_PSUSummarizationAnalytics
00007ffd021c1600 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_PSUSummarizationPipeline
00007ffd021c1648 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_PSUSummarizationXPCServer
00007ffd021c1660 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22ProactiveSummarization24UserNotificationSettings
00007ffd021c1678 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22ProactiveSummarization29SummarizationPipelineDatabase
00007ffd403a6638 (__DATA_CONST,__objc_const) non-external __IVARS_PSUSummarizationPipeline
