00007ff80e667821 (__TEXT,__const) non-external _KW_ANY
00007ff80e6533f0 (__TEXT,__text) non-external _accountingDiffTolerated
00007ff80e66716a (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
00007ff80e655013 (__TEXT,__text) non-external _accountingGetCurrentAmplification
00007ff80e66718d (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
00007ff80e655090 (__TEXT,__text) non-external _accountingReportStats
00007ff80e657a00 (__TEXT,__text) non-external _addBinding
00007ff80e668c60 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
00007ff80e668c90 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
00007ff80e657eac (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00007ff8408f6238 (__DATA_CONST,__const) non-external _ascii_encoding
00007ff8408f6b88 (__DATA_CONST,__const) non-external _ascii_encoding_ns
00007ff80e66311e (__TEXT,__text) non-external _ascii_toUtf8
00007ff80e6593d9 (__TEXT,__text) non-external _attlist0
00007ff80e659ad6 (__TEXT,__text) non-external _attlist1
00007ff80e659b46 (__TEXT,__text) non-external _attlist2
00007ff80e659d70 (__TEXT,__text) non-external _attlist3
00007ff80e659e9e (__TEXT,__text) non-external _attlist4
00007ff80e659d2a (__TEXT,__text) non-external _attlist5
00007ff80e659e04 (__TEXT,__text) non-external _attlist6
00007ff80e659e4a (__TEXT,__text) non-external _attlist7
00007ff80e659c37 (__TEXT,__text) non-external _attlist8
00007ff80e659dbe (__TEXT,__text) non-external _attlist9
00007ff80e664980 (__TEXT,__text) non-external _big2_attributeValueTok
00007ff80e664590 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff80e6650a4 (__TEXT,__text) non-external _big2_charRefNumber
00007ff80e6662ec (__TEXT,__text) non-external _big2_checkPiTarget
00007ff80e66397c (__TEXT,__text) non-external _big2_contentTok
00007ff8408f5e98 (__DATA_CONST,__const) non-external _big2_encoding
00007ff8408f67e8 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff80e664ab8 (__TEXT,__text) non-external _big2_entityValueTok
00007ff80e664ce8 (__TEXT,__text) non-external _big2_getAtts
00007ff80e6647f0 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff80e665334 (__TEXT,__text) non-external _big2_isPublicId
00007ff80e664c39 (__TEXT,__text) non-external _big2_nameLength
00007ff80e664bf4 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff80e66515f (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff80e663155 (__TEXT,__text) non-external _big2_prologTok
00007ff80e6666bc (__TEXT,__text) non-external _big2_scanAtts
00007ff80e667f63 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff80e66618c (__TEXT,__text) non-external _big2_scanComment
00007ff80e665720 (__TEXT,__text) non-external _big2_scanDecl
00007ff80e6655f2 (__TEXT,__text) non-external _big2_scanLit
00007ff80e665ccc (__TEXT,__text) non-external _big2_scanPercent
00007ff80e66586c (__TEXT,__text) non-external _big2_scanPi
00007ff80e665f38 (__TEXT,__text) non-external _big2_scanPoundName
00007ff80e66636b (__TEXT,__text) non-external _big2_scanRef
00007ff80e664cae (__TEXT,__text) non-external _big2_skipS
00007ff80e66557d (__TEXT,__text) non-external _big2_toUtf16
00007ff80e6653bf (__TEXT,__text) non-external _big2_toUtf8
00007ff80e665263 (__TEXT,__text) non-external _big2_updatePosition
00007ff80e657834 (__TEXT,__text) non-external _cdataSectionProcessor
00007ff80e65a9fc (__TEXT,__text) non-external _checkCharRefNumber
00007ff80e65984b (__TEXT,__text) non-external _condSect0
00007ff80e6598ee (__TEXT,__text) non-external _condSect1
00007ff80e65992e (__TEXT,__text) non-external _condSect2
00007ff80e653d52 (__TEXT,__text) non-external _contentProcessor
00007ff80e658bd4 (__TEXT,__text) non-external _copyEntityTable
00007ff80e64f47f (__TEXT,__text) non-external _copyString
00007ff80e65974e (__TEXT,__text) non-external _declClose
00007ff80e6540f3 (__TEXT,__text) non-external _defineAttribute
00007ff80e657584 (__TEXT,__text) non-external _doCdataSection
00007ff80e655394 (__TEXT,__text) non-external _doContent
00007ff80e6548d8 (__TEXT,__text) non-external _doIgnoreSection
00007ff80e65adf6 (__TEXT,__text) non-external _doParseXmlDecl
00007ff80e6513ea (__TEXT,__text) non-external _doProlog
00007ff80e667252 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff80e66726f (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff80e667268 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff80e667258 (__TEXT,__const) non-external _doProlog.atypeID
00007ff80e66725b (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff80e667261 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff80e667278 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff80e667280 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff80e667147 (__TEXT,__text) non-external _doProlog.cold.1
00007ff80e668b4b (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff80e668b4d (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff80e668b41 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff80e658fc8 (__TEXT,__text) non-external _doctype0
00007ff80e65901b (__TEXT,__text) non-external _doctype1
00007ff80e65933a (__TEXT,__text) non-external _doctype2
00007ff80e6592f4 (__TEXT,__text) non-external _doctype3
00007ff80e65a540 (__TEXT,__text) non-external _doctype4
00007ff80e6594b0 (__TEXT,__text) non-external _doctype5
00007ff80e659424 (__TEXT,__text) non-external _element0
00007ff80e659ef2 (__TEXT,__text) non-external _element1
00007ff80e659fc4 (__TEXT,__text) non-external _element2
00007ff80e65a0c4 (__TEXT,__text) non-external _element3
00007ff80e65a2e8 (__TEXT,__text) non-external _element4
00007ff80e65a333 (__TEXT,__text) non-external _element5
00007ff80e65a143 (__TEXT,__text) non-external _element6
00007ff80e65a214 (__TEXT,__text) non-external _element7
00007ff8408f5c90 (__DATA_CONST,__const) non-external _encodings
00007ff8408f6410 (__DATA_CONST,__const) non-external _encodingsNS
00007ff80e659380 (__TEXT,__text) non-external _entity0
00007ff80e6594f6 (__TEXT,__text) non-external _entity1
00007ff80e65979b (__TEXT,__text) non-external _entity10
00007ff80e65953c (__TEXT,__text) non-external _entity2
00007ff80e6599b7 (__TEXT,__text) non-external _entity3
00007ff80e659971 (__TEXT,__text) non-external _entity4
00007ff80e6599fd (__TEXT,__text) non-external _entity5
00007ff80e659a88 (__TEXT,__text) non-external _entity6
00007ff80e6595ff (__TEXT,__text) non-external _entity7
00007ff80e659708 (__TEXT,__text) non-external _entity8
00007ff80e6596c2 (__TEXT,__text) non-external _entity9
00007ff80e654db1 (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80e65858d (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80e6671b0 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80e658855 (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80e658afb (__TEXT,__text) non-external _entityValueProcessor
00007ff80e6573a8 (__TEXT,__text) non-external _epilogProcessor
00007ff80e659013 (__TEXT,__text) non-external _error
00007ff80e65089e (__TEXT,__text) non-external _errorProcessor
00007ff80e657e48 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80e650168 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80e658683 (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80e658779 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80e6501b8 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80e6589fa (__TEXT,__text) non-external _externalParEntProcessor
00007ff80e658eec (__TEXT,__text) non-external _externalSubset0
00007ff80e6597f0 (__TEXT,__text) non-external _externalSubset1
00007ff80e65b0ce (__TEXT,__text) non-external _findEncoding
00007ff80e65b2d9 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80e657350 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80e653e33 (__TEXT,__text) non-external _getAttributeId
00007ff80e6562d8 (__TEXT,__text) non-external _getContext
00007ff80e6511a4 (__TEXT,__text) non-external _getDebugLevel
00007ff80e653da7 (__TEXT,__text) non-external _getElementType
00007ff80e65ad0f (__TEXT,__text) non-external _getEncodingIndex
00007ff8408f5c60 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80e6512cd (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80e6550f4 (__TEXT,__text) non-external _hash
00007ff80e658b9c (__TEXT,__text) non-external _hashTableDestroy
00007ff80e654a58 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80e667290 (__TEXT,__const) non-external _implicitContext
00007ff80e662f4a (__TEXT,__text) non-external _initScan
00007ff80e65ad82 (__TEXT,__text) non-external _initScanContent
00007ff80e65b276 (__TEXT,__text) non-external _initScanContentNS
00007ff80e65ad63 (__TEXT,__text) non-external _initScanProlog
00007ff80e65b257 (__TEXT,__text) non-external _initScanPrologNS
00007ff80e65ada4 (__TEXT,__text) non-external _initUpdatePosition
00007ff80e651203 (__TEXT,__text) non-external _initializeEncoding
00007ff80e658334 (__TEXT,__text) non-external _internalEntityProcessor
00007ff80e6590f4 (__TEXT,__text) non-external _internalSubset
00007ff8408f56f0 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff8408f5a90 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8408f5520 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff8408f58c0 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80e65f15a (__TEXT,__text) non-external _isNever
00007ff8408f5350 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff8408f6448 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80e65d93e (__TEXT,__text) non-external _latin1_toUtf16
00007ff80e65d8bc (__TEXT,__text) non-external _latin1_toUtf8
00007ff80e660af0 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80e660704 (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80e661214 (__TEXT,__text) non-external _little2_charRefNumber
00007ff80e662440 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80e65fb18 (__TEXT,__text) non-external _little2_contentTok
00007ff8408f6068 (__DATA_CONST,__const) non-external _little2_encoding
00007ff8408f69b8 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80e660c28 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80e660e57 (__TEXT,__text) non-external _little2_getAtts
00007ff80e660960 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80e6614a0 (__TEXT,__text) non-external _little2_isPublicId
00007ff80e660da9 (__TEXT,__text) non-external _little2_nameLength
00007ff80e660d64 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80e6612cb (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80e65f2f7 (__TEXT,__text) non-external _little2_prologTok
00007ff80e662818 (__TEXT,__text) non-external _little2_scanAtts
00007ff80e6622e4 (__TEXT,__text) non-external _little2_scanComment
00007ff80e661888 (__TEXT,__text) non-external _little2_scanDecl
00007ff80e66175a (__TEXT,__text) non-external _little2_scanLit
00007ff80e661e30 (__TEXT,__text) non-external _little2_scanPercent
00007ff80e6619d4 (__TEXT,__text) non-external _little2_scanPi
00007ff80e662094 (__TEXT,__text) non-external _little2_scanPoundName
00007ff80e6624bf (__TEXT,__text) non-external _little2_scanRef
00007ff80e660e1d (__TEXT,__text) non-external _little2_skipS
00007ff80e6616e9 (__TEXT,__text) non-external _little2_toUtf16
00007ff80e66152b (__TEXT,__text) non-external _little2_toUtf8
00007ff80e6613cf (__TEXT,__text) non-external _little2_updatePosition
00007ff80e6539e6 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80e667e30 (__TEXT,__const) non-external _namePages
00007ff80e667830 (__TEXT,__const) non-external _namingBitmap
00007ff80e654ad4 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80e667d30 (__TEXT,__const) non-external _nmstrtPages
00007ff80e65d07c (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80e65cc24 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80e65d638 (__TEXT,__text) non-external _normal_charRefNumber
00007ff80e65e44c (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80e65bfdc (__TEXT,__text) non-external _normal_contentTok
00007ff80e65d1b4 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80e65d367 (__TEXT,__text) non-external _normal_getAtts
00007ff80e65cedc (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80e65d83c (__TEXT,__text) non-external _normal_isPublicId
00007ff80e65d300 (__TEXT,__text) non-external _normal_nameLength
00007ff80e65d2c4 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80e65d6f0 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80e65b407 (__TEXT,__text) non-external _normal_prologTok
00007ff80e65e7b7 (__TEXT,__text) non-external _normal_scanAtts
00007ff80e65e2c0 (__TEXT,__text) non-external _normal_scanComment
00007ff80e65dae8 (__TEXT,__text) non-external _normal_scanDecl
00007ff80e65d982 (__TEXT,__text) non-external _normal_scanLit
00007ff80e65e02c (__TEXT,__text) non-external _normal_scanPercent
00007ff80e65dc14 (__TEXT,__text) non-external _normal_scanPi
00007ff80e65e4b7 (__TEXT,__text) non-external _normal_scanRef
00007ff80e65d33d (__TEXT,__text) non-external _normal_skipS
00007ff80e65d782 (__TEXT,__text) non-external _normal_updatePosition
00007ff80e658640 (__TEXT,__text) non-external _normalizeLines
00007ff80e653cef (__TEXT,__text) non-external _normalizePublicId
00007ff80e65946f (__TEXT,__text) non-external _notation0
00007ff80e65a390 (__TEXT,__text) non-external _notation1
00007ff80e65a487 (__TEXT,__text) non-external _notation2
00007ff80e65a439 (__TEXT,__text) non-external _notation3
00007ff80e65a4cd (__TEXT,__text) non-external _notation4
00007ff80e666d88 (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80e64eb3a (__TEXT,__text) non-external _parserCreate
00007ff80e64f251 (__TEXT,__text) non-external _parserInit
00007ff80e654081 (__TEXT,__text) non-external _poolAppend
00007ff80e65034f (__TEXT,__text) non-external _poolCopyString
00007ff80e650246 (__TEXT,__text) non-external _poolDestroy
00007ff80e654206 (__TEXT,__text) non-external _poolGrow
00007ff80e65399f (__TEXT,__text) non-external _poolStoreString
00007ff80e654c02 (__TEXT,__text) non-external _processInternalEntity
00007ff80e653619 (__TEXT,__text) non-external _processXmlDecl
00007ff80e658e19 (__TEXT,__text) non-external _prolog0
00007ff80e658f0c (__TEXT,__text) non-external _prolog1
00007ff80e65926c (__TEXT,__text) non-external _prolog2
00007ff80e651154 (__TEXT,__text) non-external _prologInitProcessor
00007ff80e65125e (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80e6677b4 (__TEXT,__const) non-external _reltable.attlist2
00007ff80e654f48 (__TEXT,__text) non-external _reportComment
00007ff80e650f94 (__TEXT,__text) non-external _reportDefault
00007ff80e654dfc (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80e64fc2d (__TEXT,__text) non-external _setContext
00007ff80e6578ea (__TEXT,__text) non-external _setElementTypePrefix
00007ff80e655250 (__TEXT,__text) non-external _sip24_final
00007ff80e6551b8 (__TEXT,__text) non-external _sip24_update
00007ff80e655338 (__TEXT,__text) non-external _sip_round
00007ff80e650805 (__TEXT,__text) non-external _startParsing
00007ff80e6543d0 (__TEXT,__text) non-external _storeAttributeValue
00007ff80e65667f (__TEXT,__text) non-external _storeAtts
00007ff80e65443f (__TEXT,__text) non-external _storeEntityValue
00007ff80e6561fc (__TEXT,__text) non-external _storeRawNames
00007ff80e662ee8 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80e65110e (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80e651123 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80e65aaeb (__TEXT,__text) non-external _unknown_isInvalid
00007ff80e65aa49 (__TEXT,__text) non-external _unknown_isName
00007ff80e65aa9a (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80e65abff (__TEXT,__text) non-external _unknown_toUtf16
00007ff80e65ab18 (__TEXT,__text) non-external _unknown_toUtf8
00007ff80e651138 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff8408f5cc8 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8408f6618 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80e65f1fa (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80e65f21d (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80e65f290 (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80e65f0c2 (__TEXT,__text) non-external _utf8_isName2
00007ff80e65f108 (__TEXT,__text) non-external _utf8_isName3
00007ff80e65f162 (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80e65f1a8 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80e65ef62 (__TEXT,__text) non-external _utf8_toUtf16
00007ff80e65eecc (__TEXT,__text) non-external _utf8_toUtf8
