                 (undefined) external _CC_SHA256_Final (from libSystem)
                 (undefined) external _CC_SHA256_Init (from libSystem)
                 (undefined) external _CC_SHA256_Update (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff8102215ee (__TEXT,__text) non-external _alone_decode
00007ff81022099a (__TEXT,__text) external _lzma_easy_encoder_memusage
00007ff810218a27 (__TEXT,__text) non-external (was a private external) _lzma_easy_preset
00007ff810226cb7 (__TEXT,__text) non-external _lzma_encode
00007ff810226bb9 (__TEXT,__text) non-external _lzma_encoder_init
00007ff81021f090 (__TEXT,__text) external _lzma_end
00007ff810234730 (__TEXT,__const) non-external (was a private external) _lzma_fastpos
00007ff810227470 (__TEXT,__text) external _lzma_file_info_decoder
00007ff8102274e2 (__TEXT,__text) non-external _lzma_file_info_decoder_init
00007ff8102225ac (__TEXT,__text) external _lzma_filter_decoder_is_supported
00007ff810220d29 (__TEXT,__text) external _lzma_filter_encoder_is_supported
00007ff8102226d4 (__TEXT,__text) external _lzma_filter_flags_decode
00007ff81021ac8d (__TEXT,__text) external _lzma_filter_flags_encode
00007ff810219235 (__TEXT,__text) external _lzma_filter_flags_size
00007ff81021a311 (__TEXT,__text) external _lzma_filters_copy
00007ff81021f57c (__TEXT,__text) external _lzma_filters_free
00007ff810220d58 (__TEXT,__text) external _lzma_filters_update
00007ff8102305a6 (__TEXT,__const) non-external (was a private external) _lzma_footer_magic
00007ff81021a2e9 (__TEXT,__text) non-external (was a private external) _lzma_free
00007ff81021f418 (__TEXT,__text) external _lzma_get_check
00007ff81021f3f1 (__TEXT,__text) external _lzma_get_progress
00007ff8102305a0 (__TEXT,__const) non-external (was a private external) _lzma_header_magic
00007ff81021e5c5 (__TEXT,__text) external _lzma_index_append
00007ff81021ebc4 (__TEXT,__text) external _lzma_index_block_count
00007ff810222c20 (__TEXT,__text) external _lzma_index_buffer_decode
00007ff810220f94 (__TEXT,__text) external _lzma_index_buffer_encode
00007ff81021f99e (__TEXT,__text) external _lzma_index_cat
00007ff81021f8c9 (__TEXT,__text) external _lzma_index_checks
00007ff810222bc1 (__TEXT,__text) external _lzma_index_decoder
00007ff810222768 (__TEXT,__text) non-external (was a private external) _lzma_index_decoder_init
00007ff81021fc04 (__TEXT,__text) external _lzma_index_dup
00007ff810220f3a (__TEXT,__text) external _lzma_index_encoder
00007ff81021e868 (__TEXT,__text) non-external (was a private external) _lzma_index_encoder_init
00007ff810218cde (__TEXT,__text) external _lzma_index_end
00007ff81021f847 (__TEXT,__text) external _lzma_index_file_size
00007ff810222de6 (__TEXT,__text) external _lzma_index_hash_append
00007ff810222f3f (__TEXT,__text) external _lzma_index_hash_decode
00007ff810222db2 (__TEXT,__text) external _lzma_index_hash_end
00007ff810222d38 (__TEXT,__text) external _lzma_index_hash_init
00007ff810222dbc (__TEXT,__text) external _lzma_index_hash_size
00007ff810218d17 (__TEXT,__text) external _lzma_index_init
00007ff81021e911 (__TEXT,__text) external _lzma_index_iter_init
00007ff81021fe79 (__TEXT,__text) external _lzma_index_iter_locate
00007ff81021ebce (__TEXT,__text) external _lzma_index_iter_next
00007ff81021fe62 (__TEXT,__text) external _lzma_index_iter_rewind
00007ff81021f73b (__TEXT,__text) external _lzma_index_memusage
00007ff81021f7a0 (__TEXT,__text) external _lzma_index_memused
00007ff81021efb9 (__TEXT,__text) non-external (was a private external) _lzma_index_padding_size
00007ff81021f720 (__TEXT,__text) non-external (was a private external) _lzma_index_prealloc
00007ff81021efe3 (__TEXT,__text) external _lzma_index_size
00007ff81021f800 (__TEXT,__text) external _lzma_index_stream_count
00007ff81021f8e2 (__TEXT,__text) external _lzma_index_stream_flags
00007ff81021f93d (__TEXT,__text) external _lzma_index_stream_padding
00007ff81021f813 (__TEXT,__text) external _lzma_index_stream_size
00007ff81021f809 (__TEXT,__text) external _lzma_index_total_size
00007ff81021f8bf (__TEXT,__text) external _lzma_index_uncompressed_size
00007ff810226701 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_init
00007ff810226a88 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_memusage
00007ff810219701 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_init
00007ff810224946 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_memusage
00007ff8102248e7 (__TEXT,__text) external _lzma_lzip_decoder
00007ff810224330 (__TEXT,__text) non-external (was a private external) _lzma_lzip_decoder_init
00007ff81022b9fd (__TEXT,__text) non-external (was a private external) _lzma_lzma2_block_size
00007ff81022bbb8 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_init
00007ff81022bc74 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_memusage
00007ff8102196f0 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_init
00007ff81022b9e1 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_memusage
00007ff81022bc85 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_decode
00007ff81021ae0b (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_encode
00007ff810227ed4 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_create
00007ff81022b7d5 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_init
00007ff81022b8f3 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage
00007ff81022b8e0 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage_nocheck
00007ff81021b684 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encode
00007ff810219a6f (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_create
00007ff810226ba8 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_init
00007ff810226bd9 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_memusage
00007ff810219bdc (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_reset
00007ff81022b895 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_decode
00007ff81021e570 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_encode
00007ff8102270dd (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_fast
00007ff81021c32c (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_normal
00007ff810218a5e (__TEXT,__text) external _lzma_lzma_preset
00007ff81023472a (__TEXT,__const) non-external _lzma_lzma_preset.depths
00007ff810234720 (__TEXT,__const) non-external _lzma_lzma_preset.dict_pow2
00007ff81022b92a (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_decode
00007ff810226c5c (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_encode
00007ff810226cd4 (__TEXT,__text) non-external _lzma_lzma_set_out_limit
00007ff81021f47a (__TEXT,__text) external _lzma_memlimit_get
00007ff81021f4c1 (__TEXT,__text) external _lzma_memlimit_set
00007ff81021f433 (__TEXT,__text) external _lzma_memusage
00007ff810224fe3 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_find
00007ff810225077 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_skip
00007ff8102250f9 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_find
00007ff810225271 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_skip
00007ff81021dd6b (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_find
00007ff81021bee8 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_skip
00007ff81021dcce (__TEXT,__text) non-external (was a private external) _lzma_mf_find
00007ff810224a4e (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_find
00007ff810224c99 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_skip
00007ff810224d2c (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_find
00007ff810224f31 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_skip
00007ff810224a30 (__TEXT,__text) external _lzma_mf_is_supported
00007ff810223427 (__TEXT,__text) external _lzma_microlzma_decoder
00007ff8102209d3 (__TEXT,__text) external _lzma_microlzma_encoder
00007ff810226ca4 (__TEXT,__text) external _lzma_mode_is_supported
00007ff810220e91 (__TEXT,__text) non-external (was a private external) _lzma_mt_block_size
00007ff810218c34 (__TEXT,__text) non-external (was a private external) _lzma_next_end
00007ff810219692 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_init
00007ff81021f3c1 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_update
00007ff810226d2d (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache
00007ff810226d74 (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache2
00007ff8102270a9 (__TEXT,__text) non-external (was a private external) _lzma_outq_enable_partial_output
00007ff810226edf (__TEXT,__text) non-external (was a private external) _lzma_outq_end
00007ff810226f91 (__TEXT,__text) non-external (was a private external) _lzma_outq_get_buf
00007ff810226dff (__TEXT,__text) non-external (was a private external) _lzma_outq_init
00007ff810226feb (__TEXT,__text) non-external (was a private external) _lzma_outq_is_readable
00007ff810226cfc (__TEXT,__text) non-external (was a private external) _lzma_outq_memusage
00007ff810226f12 (__TEXT,__text) non-external (was a private external) _lzma_outq_prealloc_buf
00007ff810227010 (__TEXT,__text) non-external (was a private external) _lzma_outq_read
00007ff81021f716 (__TEXT,__text) external _lzma_physmem
00007ff810222696 (__TEXT,__text) external _lzma_properties_decode
00007ff81021add8 (__TEXT,__text) external _lzma_properties_encode
00007ff810219288 (__TEXT,__text) external _lzma_properties_size
00007ff81022242a (__TEXT,__text) external _lzma_raw_buffer_decode
00007ff810220c27 (__TEXT,__text) external _lzma_raw_buffer_encode
00007ff8102194a0 (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_init
00007ff81021f68e (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_memusage
00007ff81022261b (__TEXT,__text) external _lzma_raw_decoder
00007ff810222607 (__TEXT,__text) non-external (was a private external) _lzma_raw_decoder_init
00007ff810222682 (__TEXT,__text) external _lzma_raw_decoder_memusage
00007ff810220e28 (__TEXT,__text) external _lzma_raw_encoder
00007ff810219489 (__TEXT,__text) non-external (was a private external) _lzma_raw_encoder_init
00007ff810220e14 (__TEXT,__text) external _lzma_raw_encoder_memusage
00007ff810236770 (__TEXT,__const) non-external (was a private external) _lzma_rc_prices
00007ff81022baa7 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_decoder_init
00007ff81022ba84 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_encoder_init
00007ff81022ea86 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_decoder_init
00007ff81022ea63 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_encoder_init
00007ff81022eb50 (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_decoder_init
00007ff81022eb2d (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_encoder_init
00007ff81022df40 (__TEXT,__text) non-external (was a private external) _lzma_simple_coder_init
00007ff81022e84c (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_decoder_init
00007ff81022e829 (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_encoder_init
00007ff81022e749 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_decoder_init
00007ff81022e726 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_encoder_init
00007ff81022e4b9 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_decode
00007ff81022e4a4 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_encode
00007ff81022e48a (__TEXT,__text) non-external (was a private external) _lzma_simple_props_size
00007ff81023028a (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_decoder_init
00007ff810230267 (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_encoder_init
00007ff81022e574 (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_decoder_init
00007ff81022e51c (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_encoder_init
00007ff8102258d5 (__TEXT,__text) external _lzma_str_from_filters
00007ff810225d67 (__TEXT,__text) external _lzma_str_list_filters
00007ff810225391 (__TEXT,__text) external _lzma_str_to_filters
00007ff81022105a (__TEXT,__text) external _lzma_stream_buffer_bound
00007ff8102232c8 (__TEXT,__text) external _lzma_stream_buffer_decode
00007ff810221083 (__TEXT,__text) external _lzma_stream_buffer_encode
00007ff810223f68 (__TEXT,__text) external _lzma_stream_decoder
00007ff810223804 (__TEXT,__text) non-external (was a private external) _lzma_stream_decoder_init
00007ff81022c024 (__TEXT,__text) external _lzma_stream_decoder_mt
00007ff810218b4c (__TEXT,__text) external _lzma_stream_encoder
00007ff81022ec3c (__TEXT,__text) external _lzma_stream_encoder_mt
00007ff81022efe7 (__TEXT,__text) external _lzma_stream_encoder_mt_memusage
00007ff81021ff27 (__TEXT,__text) external _lzma_stream_flags_compare
00007ff81022404d (__TEXT,__text) external _lzma_stream_footer_decode
00007ff81021f00d (__TEXT,__text) external _lzma_stream_footer_encode
00007ff810223fc7 (__TEXT,__text) external _lzma_stream_header_decode
00007ff810218e4e (__TEXT,__text) external _lzma_stream_header_encode
00007ff810218bb0 (__TEXT,__text) non-external (was a private external) _lzma_strm_init
00007ff81021f5d8 (__TEXT,__text) non-external (was a private external) _lzma_validate_chain
00007ff81021f344 (__TEXT,__text) external _lzma_version_number
00007ff81021f34f (__TEXT,__text) external _lzma_version_string
00007ff8102240c6 (__TEXT,__text) external _lzma_vli_decode
00007ff81021ad2e (__TEXT,__text) external _lzma_vli_encode
00007ff8102192d0 (__TEXT,__text) external _lzma_vli_size
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff81021e1d0 (__TEXT,__text) non-external _match
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff810223575 (__TEXT,__text) non-external _microlzma_decode
00007ff8102237e0 (__TEXT,__text) non-external _microlzma_decoder_end
00007ff8102234a4 (__TEXT,__text) non-external _microlzma_decoder_init
00007ff810220b4a (__TEXT,__text) non-external _microlzma_encode
00007ff810220c06 (__TEXT,__text) non-external _microlzma_encoder_end
00007ff810220a29 (__TEXT,__text) non-external _microlzma_encoder_init
00007ff810226e7d (__TEXT,__text) non-external _move_head_to_cache
00007ff81021c0eb (__TEXT,__text) non-external _move_pos
00007ff810225331 (__TEXT,__text) non-external _normalize
00007ff810226335 (__TEXT,__text) non-external _parse_bcj
00007ff81022634c (__TEXT,__text) non-external _parse_delta
00007ff8102262d4 (__TEXT,__text) non-external _parse_lzma12
00007ff810226370 (__TEXT,__text) non-external _parse_options
00007ff81022e76c (__TEXT,__text) non-external _powerpc_code
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_sigmask (from libSystem)
00007ff81021c118 (__TEXT,__text) non-external _rc_encode
00007ff81022d3dc (__TEXT,__text) non-external _read_output_and_wait
00007ff810227e55 (__TEXT,__text) non-external _reverse_seek
00007ff81022e0b1 (__TEXT,__text) non-external _simple_code
00007ff81022e3c5 (__TEXT,__text) non-external _simple_coder_end
00007ff81022e3f2 (__TEXT,__text) non-external _simple_coder_update
00007ff8102302ad (__TEXT,__text) non-external _sparc_code
00007ff810225d1e (__TEXT,__text) non-external _str_append_str
00007ff810226203 (__TEXT,__text) non-external _str_append_u32
00007ff8102346f0 (__TEXT,__const) non-external _str_append_u32.suffixes
00007ff810223981 (__TEXT,__text) non-external _stream_decode
00007ff81022c367 (__TEXT,__text) non-external _stream_decode_mt
00007ff810223ef0 (__TEXT,__text) non-external _stream_decoder_end
00007ff810223f24 (__TEXT,__text) non-external _stream_decoder_get_check
00007ff810223f30 (__TEXT,__text) non-external _stream_decoder_memconfig
00007ff81022d0c8 (__TEXT,__text) non-external _stream_decoder_mt_end
00007ff81022d122 (__TEXT,__text) non-external _stream_decoder_mt_get_check
00007ff81022d1c2 (__TEXT,__text) non-external _stream_decoder_mt_get_progress
00007ff81022c07e (__TEXT,__text) non-external _stream_decoder_mt_init
00007ff81022d12e (__TEXT,__text) non-external _stream_decoder_mt_memconfig
00007ff81021a77a (__TEXT,__text) non-external _stream_encode
00007ff8102305b0 (__TEXT,__const) non-external _stream_encode.convert
00007ff81022f15c (__TEXT,__text) non-external _stream_encode_mt
00007ff81021f0e8 (__TEXT,__text) non-external _stream_encoder_end
00007ff81022135a (__TEXT,__text) non-external _stream_encoder_init
00007ff81022fa48 (__TEXT,__text) non-external _stream_encoder_mt_end
00007ff81022ec9c (__TEXT,__text) non-external _stream_encoder_mt_init
00007ff81022fb7c (__TEXT,__text) non-external _stream_encoder_mt_update
00007ff810218fde (__TEXT,__text) non-external _stream_encoder_update
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctl (from libSystem)
00007ff81022d278 (__TEXT,__text) non-external _threads_end
00007ff81022fc54 (__TEXT,__text) non-external _threads_end
00007ff81022d357 (__TEXT,__text) non-external _threads_stop
00007ff81022fd19 (__TEXT,__text) non-external _threads_stop
00007ff81021f2b6 (__TEXT,__text) non-external (was a private external) _tuklib_cpucores
00007ff81021f276 (__TEXT,__text) non-external (was a private external) _tuklib_physmem
00007ff81022d8aa (__TEXT,__text) non-external _worker_decoder
00007ff81022d86f (__TEXT,__text) non-external _worker_enable_partial_update
00007ff81023020f (__TEXT,__text) non-external _worker_error
00007ff81022fe0d (__TEXT,__text) non-external _worker_start
00007ff81022e580 (__TEXT,__text) non-external _x86_code
00007ff8102367f0 (__TEXT,__const) non-external _x86_code.MASK_TO_BIT_NUMBER
00007ff81022e52b (__TEXT,__text) non-external _x86_coder_init
