00007ff815796cd8 (__TEXT,__text) non-external +[CalAlarm alarm]
00007ff815796cf1 (__TEXT,__text) non-external -[CalAlarm init]
00007ff81579ce13 (__TEXT,__text) non-external -[CalAlarm isEqual:]
00007ff81579d482 (__TEXT,__text) non-external -[CalAlarm relatedToString]
00007ff81579ccf4 (__TEXT,__text) non-external -[CalAlarm relatedTo]
00007ff815797e3b (__TEXT,__text) non-external -[CalAlarm relativeTrigger]
00007ff815796d4d (__TEXT,__text) non-external -[CalAlarm setAbsoluteTrigger:]
00007ff815796fdc (__TEXT,__text) non-external -[CalAlarm setAcknowledged:]
00007ff815796d47 (__TEXT,__text) non-external -[CalAlarm setAction:]
00007ff81579d471 (__TEXT,__text) non-external -[CalAlarm setEkAlarm:]
00007ff815797008 (__TEXT,__text) non-external -[CalAlarm setEmailAddress:]
00007ff81579cc77 (__TEXT,__text) non-external -[CalAlarm setRelatedTo:]
00007ff81579d48c (__TEXT,__text) non-external -[CalAlarm setRelatedToString:]
00007ff815796d63 (__TEXT,__text) non-external -[CalAlarm setRelativeTrigger:]
00007ff815796ff2 (__TEXT,__text) non-external -[CalAlarm setSound:]
00007ff81579d4a7 (__TEXT,__text) non-external -[CalAlarm setUnsavedRelateToDictionary:]
00007ff81579701e (__TEXT,__text) non-external -[CalAlarm setUrl:]
00007ff815797e0f (__TEXT,__text) non-external -[CalAlarm sound]
00007ff81579cd5d (__TEXT,__text) non-external -[CalAlarm triggerDateRelativeTo:]
00007ff81579d49d (__TEXT,__text) non-external -[CalAlarm unsavedRelateToDictionary]
00007ff815797df9 (__TEXT,__text) non-external -[CalAlarm url]
00007ff8157989bb (__TEXT,__text) non-external -[CalAttendee .cxx_destruct]
00007ff8157983c0 (__TEXT,__text) non-external -[CalAttendee address]
00007ff8157983d6 (__TEXT,__text) non-external -[CalAttendee commonName]
00007ff81579892e (__TEXT,__text) non-external -[CalAttendee copyWithZone:]
00007ff8157982e6 (__TEXT,__text) non-external -[CalAttendee description]
00007ff8157989a0 (__TEXT,__text) non-external -[CalAttendee ekParticipant]
00007ff81579863b (__TEXT,__text) non-external -[CalAttendee hash]
00007ff8157985a9 (__TEXT,__text) non-external -[CalAttendee initWithEKParticipant:]
00007ff815798651 (__TEXT,__text) non-external -[CalAttendee isEqual:]
00007ff8157989aa (__TEXT,__text) non-external -[CalAttendee setEkParticipant:]
00007ff8157983ec (__TEXT,__text) non-external -[CalAttendee status]
00007ff81579cbd5 (__TEXT,__text) non-external -[CalCalendar .cxx_destruct]
00007ff815797c16 (__TEXT,__text) non-external -[CalCalendar color]
00007ff81579cb50 (__TEXT,__text) non-external -[CalCalendar copyWithZone:]
00007ff815797a74 (__TEXT,__text) non-external -[CalCalendar description]
00007ff81579cbba (__TEXT,__text) non-external -[CalCalendar ekCalendar]
00007ff81579c68a (__TEXT,__text) non-external -[CalCalendar hash]
00007ff81579c5f8 (__TEXT,__text) non-external -[CalCalendar initWithEKCalendar:]
00007ff81579c4fd (__TEXT,__text) non-external -[CalCalendar init]
00007ff815795dd2 (__TEXT,__text) non-external -[CalCalendar isEditable]
00007ff81579c6a0 (__TEXT,__text) non-external -[CalCalendar isEqual:]
00007ff815797bcb (__TEXT,__text) non-external -[CalCalendar notes]
00007ff815795dbc (__TEXT,__text) non-external -[CalCalendar setColor:]
00007ff81579cbc4 (__TEXT,__text) non-external -[CalCalendar setEkCalendar:]
00007ff815795da6 (__TEXT,__text) non-external -[CalCalendar setNotes:]
00007ff815795d90 (__TEXT,__text) non-external -[CalCalendar setTitle:]
00007ff815797bb5 (__TEXT,__text) non-external -[CalCalendar title]
00007ff815797c2c (__TEXT,__text) non-external -[CalCalendar type]
00007ff8157963ce (__TEXT,__text) non-external -[CalCalendar uid]
00007ff8157a0f48 (__TEXT,__text) non-external -[CalCalendarItem .cxx_destruct]
00007ff815796dd3 (__TEXT,__text) non-external -[CalCalendarItem addAlarm:]
00007ff81579ff61 (__TEXT,__text) non-external -[CalCalendarItem addAlarms:]
00007ff81579775e (__TEXT,__text) non-external -[CalCalendarItem alarms]
00007ff8157976f4 (__TEXT,__text) non-external -[CalCalendarItem calendar]
00007ff8157a0ea8 (__TEXT,__text) non-external -[CalCalendarItem copyWithZone:]
00007ff81579769c (__TEXT,__text) non-external -[CalCalendarItem dateStamp]
00007ff815797527 (__TEXT,__text) non-external -[CalCalendarItem description]
00007ff8157a0f12 (__TEXT,__text) non-external -[CalCalendarItem ekCalendarItem]
00007ff81579ff43 (__TEXT,__text) non-external -[CalCalendarItem hasAlarm]
00007ff8157a0e92 (__TEXT,__text) non-external -[CalCalendarItem hash]
00007ff81579fdf7 (__TEXT,__text) non-external -[CalCalendarItem initWithEKCalendarItem:]
00007ff8157a03d8 (__TEXT,__text) non-external -[CalCalendarItem isEqual:]
00007ff81579ff59 (__TEXT,__text) non-external -[CalCalendarItem nextAlarmDate]
00007ff8157976c8 (__TEXT,__text) non-external -[CalCalendarItem notes]
00007ff8157a008b (__TEXT,__text) non-external -[CalCalendarItem removeAlarm:]
00007ff8157a00db (__TEXT,__text) non-external -[CalCalendarItem removeAlarms:]
00007ff8157a0205 (__TEXT,__text) non-external -[CalCalendarItem setAlarms:]
00007ff815796ec7 (__TEXT,__text) non-external -[CalCalendarItem setCalendar:]
00007ff8157a0f1c (__TEXT,__text) non-external -[CalCalendarItem setEkCalendarItem:]
00007ff8157964cc (__TEXT,__text) non-external -[CalCalendarItem setNotes:]
00007ff8157963e4 (__TEXT,__text) non-external -[CalCalendarItem setTitle:]
00007ff8157a0f37 (__TEXT,__text) non-external -[CalCalendarItem setUnsavedRelateToDictionary:]
00007ff8157964e2 (__TEXT,__text) non-external -[CalCalendarItem setUrl:]
00007ff8157a0ba0 (__TEXT,__text) non-external -[CalCalendarItem sortedAlarms]
00007ff8157976b2 (__TEXT,__text) non-external -[CalCalendarItem title]
00007ff815797686 (__TEXT,__text) non-external -[CalCalendarItem uid]
00007ff8157a0f2d (__TEXT,__text) non-external -[CalCalendarItem unsavedRelateToDictionary]
00007ff8157976de (__TEXT,__text) non-external -[CalCalendarItem url]
00007ff81579c4d4 (__TEXT,__text) non-external -[CalCalendarStore .cxx_destruct]
00007ff81579a7df (__TEXT,__text) non-external -[CalCalendarStore availableCalendarTitle:]
00007ff81579a7f3 (__TEXT,__text) non-external -[CalCalendarStore availableCalendarTitle:forCalendar:]
00007ff815798c6b (__TEXT,__text) non-external -[CalCalendarStore calendarWithUID:]
00007ff815795a5b (__TEXT,__text) non-external -[CalCalendarStore calendars]
00007ff815798c60 (__TEXT,__text) non-external -[CalCalendarStore copyWithZone:]
00007ff815799624 (__TEXT,__text) non-external -[CalCalendarStore ekSpanFromCalSpan:]
00007ff81579c4b9 (__TEXT,__text) non-external -[CalCalendarStore eventStore]
00007ff815798d4a (__TEXT,__text) non-external -[CalCalendarStore eventWithUID:occurrence:]
00007ff81579614c (__TEXT,__text) non-external -[CalCalendarStore eventsWithPredicate:]
00007ff81579aa1b (__TEXT,__text) non-external -[CalCalendarStore generateUntitledTitle]
00007ff815799148 (__TEXT,__text) non-external -[CalCalendarStore handleUnsavedRelateToDictionaryWithCalendarItem:]
00007ff815798a1a (__TEXT,__text) non-external -[CalCalendarStore initWithEventStore:]
00007ff8157989df (__TEXT,__text) non-external -[CalCalendarStore init]
00007ff81579b1ed (__TEXT,__text) non-external -[CalCalendarStore removeCalendar:error:]
00007ff815799c45 (__TEXT,__text) non-external -[CalCalendarStore removeEvent:span:error:]
00007ff81579a53e (__TEXT,__text) non-external -[CalCalendarStore removeTask:error:]
00007ff81579ab2f (__TEXT,__text) non-external -[CalCalendarStore saveCalendar:error:]
00007ff815799641 (__TEXT,__text) non-external -[CalCalendarStore saveEvent:span:error:]
00007ff81579a05c (__TEXT,__text) non-external -[CalCalendarStore saveTask:error:]
00007ff81579c4c3 (__TEXT,__text) non-external -[CalCalendarStore setEventStore:]
00007ff815799069 (__TEXT,__text) non-external -[CalCalendarStore taskWithUID:]
00007ff815798e47 (__TEXT,__text) non-external -[CalCalendarStore tasksWithPredicate:]
00007ff81579dfe4 (__TEXT,__text) non-external -[CalEvent .cxx_destruct]
00007ff8157980c7 (__TEXT,__text) non-external -[CalEvent attendees]
00007ff8157972f4 (__TEXT,__text) non-external -[CalEvent compareStartDate:]
00007ff815797385 (__TEXT,__text) non-external -[CalEvent description]
00007ff81579d5ad (__TEXT,__text) non-external -[CalEvent ekEvent]
00007ff815797f86 (__TEXT,__text) non-external -[CalEvent endDate]
00007ff81579d504 (__TEXT,__text) non-external -[CalEvent init]
00007ff815797fd6 (__TEXT,__text) non-external -[CalEvent isAllDay]
00007ff81579ddc4 (__TEXT,__text) non-external -[CalEvent isDetached]
00007ff81579d5d1 (__TEXT,__text) non-external -[CalEvent isEqual:]
00007ff815797f36 (__TEXT,__text) non-external -[CalEvent location]
00007ff81579de09 (__TEXT,__text) non-external -[CalEvent nextAlarmDate]
00007ff815797e7d (__TEXT,__text) non-external -[CalEvent occurrence]
00007ff81579801b (__TEXT,__text) non-external -[CalEvent recurrenceRule]
00007ff81579d5bf (__TEXT,__text) non-external -[CalEvent setEKEvent:]
00007ff81579dfd0 (__TEXT,__text) non-external -[CalEvent setEkEvent:]
00007ff815796463 (__TEXT,__text) non-external -[CalEvent setEndDate:]
00007ff815796561 (__TEXT,__text) non-external -[CalEvent setIsAllDay:]
00007ff8157964f8 (__TEXT,__text) non-external -[CalEvent setLocation:]
00007ff8157966bd (__TEXT,__text) non-external -[CalEvent setRecurrenceRule:]
00007ff8157963fa (__TEXT,__text) non-external -[CalEvent setStartDate:]
00007ff81579dc10 (__TEXT,__text) non-external -[CalEvent sortedAttendees]
00007ff8157965ab (__TEXT,__text) non-external -[CalEvent startDate]
00007ff81579f814 (__TEXT,__text) non-external -[CalNthWeekDay .cxx_destruct]
00007ff81579f705 (__TEXT,__text) non-external -[CalNthWeekDay copyWithZone:]
00007ff81579f7cd (__TEXT,__text) non-external -[CalNthWeekDay dayOfTheWeek]
00007ff81579f577 (__TEXT,__text) non-external -[CalNthWeekDay description]
00007ff81579f7f9 (__TEXT,__text) non-external -[CalNthWeekDay ekRecurrenceDayOfWeek]
00007ff81579f632 (__TEXT,__text) non-external -[CalNthWeekDay hash]
00007ff81579f4e5 (__TEXT,__text) non-external -[CalNthWeekDay initWithEKRecurrenceDayOfWeek:]
00007ff81579f648 (__TEXT,__text) non-external -[CalNthWeekDay isEqual:]
00007ff81579f803 (__TEXT,__text) non-external -[CalNthWeekDay setEkRecurrenceDayOfWeek:]
00007ff81579f7e3 (__TEXT,__text) non-external -[CalNthWeekDay weekNumber]
00007ff815798596 (__TEXT,__text) non-external -[CalPredicate .cxx_destruct]
00007ff8157984d2 (__TEXT,__text) non-external -[CalPredicate copyWithZone:]
00007ff81579608a (__TEXT,__text) non-external -[CalPredicate initWithPredicate:]
00007ff815798528 (__TEXT,__text) non-external -[CalPredicate predicate]
00007ff8157984be (__TEXT,__text) non-external -[CalPredicate setSubpredicate:]
00007ff8157984a9 (__TEXT,__text) non-external -[CalPredicate subpredicate]
00007ff81579fde7 (__TEXT,__text) non-external -[CalRecurrenceEnd .cxx_destruct]
00007ff81579fb65 (__TEXT,__text) non-external -[CalRecurrenceEnd copyWithZone:]
00007ff81579f8e0 (__TEXT,__text) non-external -[CalRecurrenceEnd description]
00007ff81579fdcc (__TEXT,__text) non-external -[CalRecurrenceEnd ekRecurrenceEnd]
00007ff81579fda0 (__TEXT,__text) non-external -[CalRecurrenceEnd endDate]
00007ff81579fa01 (__TEXT,__text) non-external -[CalRecurrenceEnd hash]
00007ff81579fd0e (__TEXT,__text) non-external -[CalRecurrenceEnd initWithEKRecurrenceEnd:]
00007ff81579fbc4 (__TEXT,__text) non-external -[CalRecurrenceEnd initWithEndDate:]
00007ff81579fc72 (__TEXT,__text) non-external -[CalRecurrenceEnd initWithOccurrenceCount:]
00007ff81579fa17 (__TEXT,__text) non-external -[CalRecurrenceEnd isEqual:]
00007ff81579fdb6 (__TEXT,__text) non-external -[CalRecurrenceEnd occurrenceCount]
00007ff81579fdd6 (__TEXT,__text) non-external -[CalRecurrenceEnd setEkRecurrenceEnd:]
00007ff81579f8a7 (__TEXT,__text) non-external -[CalRecurrenceEnd usesEndDate]
00007ff81579f4d5 (__TEXT,__text) non-external -[CalRecurrenceRule .cxx_destruct]
00007ff81579674d (__TEXT,__text) non-external -[CalRecurrenceRule copyWithZone:]
00007ff815796a1d (__TEXT,__text) non-external -[CalRecurrenceRule daysOfTheMonth]
00007ff8157967f5 (__TEXT,__text) non-external -[CalRecurrenceRule daysOfTheWeek]
00007ff81579841d (__TEXT,__text) non-external -[CalRecurrenceRule description]
00007ff81579f4ba (__TEXT,__text) non-external -[CalRecurrenceRule ekRecurrenceRule]
00007ff81579f4b2 (__TEXT,__text) non-external -[CalRecurrenceRule firstDayOfTheWeek]
00007ff81579e6a4 (__TEXT,__text) non-external -[CalRecurrenceRule hash]
00007ff8157965fb (__TEXT,__text) non-external -[CalRecurrenceRule initDailyRecurrenceWithInterval:end:]
00007ff81579e089 (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:end:]
00007ff81579e250 (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:forDayOfTheWeek:forWeekOfTheMonth:end:]
00007ff81579e14e (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:forDaysOfTheMonth:end:]
00007ff815796f17 (__TEXT,__text) non-external -[CalRecurrenceRule initWeeklyRecurrenceWithInterval:end:]
00007ff815797034 (__TEXT,__text) non-external -[CalRecurrenceRule initWeeklyRecurrenceWithInterval:forDaysOfTheWeek:end:]
00007ff81579dff7 (__TEXT,__text) non-external -[CalRecurrenceRule initWithEKRecurrenceRule:]
00007ff81579e382 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:end:]
00007ff81579e545 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:forDayOfTheWeek:forWeekOfTheMonth:forMonthsOfTheYear:end:]
00007ff81579e447 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:forMonthsOfTheYear:end:]
00007ff81579e6ba (__TEXT,__text) non-external -[CalRecurrenceRule isEqual:]
00007ff815796c58 (__TEXT,__text) non-external -[CalRecurrenceRule monthsOfTheYear]
00007ff815796a33 (__TEXT,__text) non-external -[CalRecurrenceRule nthWeekDaysOfTheMonth]
00007ff815796c6e (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceEnd]
00007ff8157967df (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceInterval]
00007ff8157967b7 (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceType]
00007ff81579f4c4 (__TEXT,__text) non-external -[CalRecurrenceRule setEkRecurrenceRule:]
00007ff81579ecce (__TEXT,__text) non-external -[CalRecurrenceRule stringValueAsDateOnly:isFloating:]
00007ff8157a17dd (__TEXT,__text) non-external -[CalTask .cxx_destruct]
00007ff8157a10e5 (__TEXT,__text) non-external -[CalTask completedDate]
00007ff8157a1484 (__TEXT,__text) non-external -[CalTask description]
00007ff8157a119e (__TEXT,__text) non-external -[CalTask dueDate]
00007ff8157a1032 (__TEXT,__text) non-external -[CalTask ekReminder]
00007ff8157a0f89 (__TEXT,__text) non-external -[CalTask init]
00007ff8157a1056 (__TEXT,__text) non-external -[CalTask isCompleted]
00007ff8157a1585 (__TEXT,__text) non-external -[CalTask isEqual:]
00007ff8157a12e7 (__TEXT,__text) non-external -[CalTask nextAlarmDate]
00007ff8157a1257 (__TEXT,__text) non-external -[CalTask priority]
00007ff8157a1135 (__TEXT,__text) non-external -[CalTask setCompletedDate:]
00007ff8157a11ee (__TEXT,__text) non-external -[CalTask setDueDate:]
00007ff8157a1044 (__TEXT,__text) non-external -[CalTask setEKReminder:]
00007ff8157a17c9 (__TEXT,__text) non-external -[CalTask setEkReminder:]
00007ff8157a109b (__TEXT,__text) non-external -[CalTask setIsCompleted:]
00007ff8157a129b (__TEXT,__text) non-external -[CalTask setPriority:]
00007ff8157a2ce8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff8157a2cfc (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff8157a2d10 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff840ecafa0 (__DATA_CONST,__const) external _CalAlarmActionDisplay
00007ff840ecafa8 (__DATA_CONST,__const) external _CalAlarmActionEmail
00007ff840ecafb0 (__DATA_CONST,__const) external _CalAlarmActionProcedure
00007ff840ecafb8 (__DATA_CONST,__const) external _CalAlarmActionSound
00007ff840ecae30 (__DATA_CONST,__const) external _CalAttendeeStatusAccepted
00007ff840ecae50 (__DATA_CONST,__const) external _CalAttendeeStatusCompleted
00007ff840ecae38 (__DATA_CONST,__const) external _CalAttendeeStatusDeclined
00007ff840ecae48 (__DATA_CONST,__const) external _CalAttendeeStatusDelegated
00007ff840ecae58 (__DATA_CONST,__const) external _CalAttendeeStatusInProcess
00007ff840ecae28 (__DATA_CONST,__const) external _CalAttendeeStatusNeedsAction
00007ff840ecae40 (__DATA_CONST,__const) external _CalAttendeeStatusTentative
00007ff840ecaef8 (__DATA_CONST,__const) external _CalCalendarStoreErrorDomain
00007ff840ecaf30 (__DATA_CONST,__const) external _CalCalendarTypeBirthday
00007ff840ecaf38 (__DATA_CONST,__const) external _CalCalendarTypeCalDAV
00007ff840ecaf58 (__DATA_CONST,__const) external _CalCalendarTypeExchange
00007ff840ecaf40 (__DATA_CONST,__const) external _CalCalendarTypeIMAP
00007ff840ecaf48 (__DATA_CONST,__const) external _CalCalendarTypeLocal
00007ff840ecaf50 (__DATA_CONST,__const) external _CalCalendarTypeSubscription
00007ff840ecaf60 (__DATA_CONST,__const) external _CalCalendarTypeSuggestions
00007ff840ecaf68 (__DATA_CONST,__const) external _CalCalendarTypeUnknown
00007ff840ecaeb8 (__DATA_CONST,__const) external _CalCalendarsChangedExternallyNotification
00007ff840ecaea0 (__DATA_CONST,__const) external _CalCalendarsChangedNotification
00007ff8157a2f00 (__TEXT,__const) external _CalDefaultRecurrenceInterval
00007ff840ecaee0 (__DATA_CONST,__const) external _CalDeletedRecordsKey
00007ff840ecaec0 (__DATA_CONST,__const) external _CalEventsChangedExternallyNotification
00007ff840ecaea8 (__DATA_CONST,__const) external _CalEventsChangedNotification
00007ff840ecaed0 (__DATA_CONST,__const) external _CalInsertedRecordsKey
00007ff840ecaee8 (__DATA_CONST,__const) external _CalSenderProcessIDKey
00007ff840ecb030 (__DATA_CONST,__const) external _CalStoreAPI_NS_Log
00007ff840ecaec8 (__DATA_CONST,__const) external _CalTasksChangedExternallyNotification
00007ff840ecaeb0 (__DATA_CONST,__const) external _CalTasksChangedNotification
00007ff840ecaed8 (__DATA_CONST,__const) external _CalUpdatedRecordsKey
00007ff840ecaef0 (__DATA_CONST,__const) external _CalUserUIDKey
                 (undefined) external _EKErrorDomain (from EventKit)
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
00007ff842801be0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAlarm
00007ff842801af0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAttendee
00007ff842801b90 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendar
00007ff842801d70 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarItem
00007ff842801b40 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarStore
00007ff842801c30 (__DATA,__objc_data) external _OBJC_CLASS_$_CalEvent
00007ff842801cd0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalNthWeekDay
00007ff842801aa0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalPredicate
00007ff842801d20 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceEnd
00007ff842801c80 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceRule
00007ff842801dc0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalTask
                 (undefined) external _OBJC_CLASS_$_EKAlarm (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKCalendar (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKEvent (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKEventStore (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKPredicate (from CalendarDaemon)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceDayOfWeek (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceEnd (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceRule (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKReminder (from EventKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
00007ff842801a50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._ekAlarm
00007ff842801a58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._relatedToString
00007ff842801a60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._unsavedRelateToDictionary
00007ff842801a38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._ekParticipant
00007ff842801a48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._ekCalendar
00007ff842801a88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarItem._ekCalendarItem
00007ff842801a90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarItem._unsavedRelateToDictionary
00007ff842801a40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarStore._eventStore
00007ff842801a68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._ekEvent
00007ff842801a78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._ekRecurrenceDayOfWeek
00007ff842801a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalPredicate._subpredicate
00007ff842801a80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._ekRecurrenceEnd
00007ff842801a70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._ekRecurrenceRule
00007ff842801a98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._ekReminder
00007ff842801c08 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAlarm
00007ff842801b18 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAttendee
00007ff842801bb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendar
00007ff842801d98 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarItem
