00007ffb198f8c15 (__TEXT,__text) non-external DKeyHas4Words
00007ffb198f5480 (__TEXT,__text) non-external (was a private external) _aes_encrypt_key_hw
00007ffb198f6990 (__TEXT,__text) non-external (was a private external) _aesxts_mult_x
00007ffb198f6a60 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_crypt_aesni
00007ffb198f6af0 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_crypt_group_aesni
00007ffb198f7130 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_crypt_group_opt
00007ffb198f69d0 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_crypt_opt
00007ffb198f7280 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_uncrypt_aesni
00007ffb198f7310 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_uncrypt_group_aesni
00007ffb198f794f (__TEXT,__text) non-external (was a private external) _aesxts_tweak_uncrypt_group_opt
00007ffb198f71f0 (__TEXT,__text) non-external (was a private external) _aesxts_tweak_uncrypt_opt
                 (undefined) external _atoi (from libsystem_c)
00007ffb1990c590 (__TEXT,__const) non-external _base
00007ffb198bc3f3 (__TEXT,__text) non-external _bcc_update
00007ffb19914630 (__TEXT,__const) non-external _bigbyte
00007ffb198c877c (__TEXT,__text) non-external _bmul64
00007ffb199145d0 (__TEXT,__const) non-external _bytebit
00007ffb43268460 (__DATA,__bss) non-external _cbc_blowfish_decrypt
00007ffb43268438 (__DATA,__bss) non-external _cbc_blowfish_encrypt
00007ffb432685f8 (__DATA,__bss) non-external _cbc_cast_decrypt
00007ffb432685d0 (__DATA,__bss) non-external _cbc_cast_encrypt
00007ffb43268898 (__DATA,__bss) non-external _cbc_des3_decrypt
00007ffb43268870 (__DATA,__bss) non-external _cbc_des3_encrypt
00007ffb43268748 (__DATA,__bss) non-external _cbc_des_decrypt
00007ffb43268720 (__DATA,__bss) non-external _cbc_des_encrypt
00007ffb43268a88 (__DATA,__bss) non-external _cbc_rc2_decrypt
00007ffb43268a60 (__DATA,__bss) non-external _cbc_rc2_encrypt
00007ffb198f58b2 (__TEXT,__text) non-external _cbc_wrapper_aesni
00007ffb198f5a05 (__TEXT,__text) non-external _cbc_wrapper_aesni
00007ffb198f57f5 (__TEXT,__text) non-external _cbc_wrapper_opt
00007ffb198f596f (__TEXT,__text) non-external _cbc_wrapper_opt
00007ffb198ce2d5 (__TEXT,__text) external _cc_abort
00007ffb198d5410 (__TEXT,__text) external _cc_atfork_child
00007ffb198da4dc (__TEXT,__text) external _cc_atfork_parent
00007ffb198d8ece (__TEXT,__text) external _cc_atfork_prepare
00007ffb198eab12 (__TEXT,__text) external _cc_clear
00007ffb198c1f22 (__TEXT,__text) external _cc_cmp_safe
00007ffb198dfdd0 (__TEXT,__text) non-external (was a private external) _cc_fault_canary_set
00007ffb198cd613 (__TEXT,__text) non-external (was a private external) _cc_get_entropy
00007ffb198cc475 (__TEXT,__text) non-external (was a private external) _cc_log_default
00007ffb43268a10 (__DATA,__bss) non-external _cc_log_default.initp
00007ffb43268a08 (__DATA,__bss) non-external _cc_log_default.log
00007ffb198cc4a8 (__TEXT,__text) non-external _cc_log_init
00007ffb198f05a1 (__TEXT,__text) non-external (was a private external) _cc_malloc_clear
00007ffb198a3f50 (__TEXT,__text) non-external (was a private external) _cc_module_id
00007ffb43267f80 (__DATA,__bss) non-external _cc_module_id.moduleID
00007ffb43268090 (__DATA,__bss) non-external _cc_module_id.moduleProc
00007ffb43268080 (__DATA,__bss) non-external _cc_module_id.moduleSecLevel
00007ffb198e3f4d (__TEXT,__text) external _cc_muxp
00007ffb198b7ca3 (__TEXT,__text) external _cc_try_abort
00007ffb198b7cac (__TEXT,__text) external _cc_try_abort_if
00007ffb198f05cb (__TEXT,__text) non-external (was a private external) _cc_ws_alloc
00007ffb198f0608 (__TEXT,__text) non-external (was a private external) _cc_ws_clear
00007ffb198f0641 (__TEXT,__text) non-external (was a private external) _cc_ws_free
00007ffb198b0286 (__TEXT,__text) external _ccaes_cbc_decrypt_mode
00007ffb198b07d1 (__TEXT,__text) external _ccaes_cbc_encrypt_mode
00007ffb198a67b5 (__TEXT,__text) external _ccaes_ccm_decrypt_mode
00007ffb198ab4cf (__TEXT,__text) external _ccaes_ccm_encrypt_mode
00007ffb198b07de (__TEXT,__text) external _ccaes_cfb8_decrypt_mode
00007ffb198b09f7 (__TEXT,__text) external _ccaes_cfb8_encrypt_mode
00007ffb198b0a1e (__TEXT,__text) external _ccaes_cfb_decrypt_mode
00007ffb198b1db5 (__TEXT,__text) external _ccaes_cfb_encrypt_mode
00007ffb198b1ddc (__TEXT,__text) external _ccaes_ctr_crypt_mode
00007ffb198b2905 (__TEXT,__text) non-external _ccaes_ecb_decrypt
00007ffb198b48b5 (__TEXT,__text) non-external (was a private external) _ccaes_ecb_decrypt_init
00007ffb198b1e03 (__TEXT,__text) external _ccaes_ecb_decrypt_mode
00007ffb198b2cba (__TEXT,__text) non-external _ccaes_ecb_encrypt
00007ffb198b43f1 (__TEXT,__text) non-external (was a private external) _ccaes_ecb_encrypt_init
00007ffb198b1e10 (__TEXT,__text) external _ccaes_ecb_encrypt_mode
00007ffb198b490a (__TEXT,__text) non-external (was a private external) _ccaes_ecb_encrypt_roundkey
00007ffb198b24d8 (__TEXT,__text) external _ccaes_gcm_decrypt_mode
00007ffb198b2672 (__TEXT,__text) external _ccaes_gcm_encrypt_mode
00007ffb198b2831 (__TEXT,__text) non-external _ccaes_gladman_cbc_decrypt
00007ffb198b27c9 (__TEXT,__text) non-external _ccaes_gladman_cbc_decrypt_init
00007ffb40a207e8 (__DATA_CONST,__const) external _ccaes_gladman_cbc_decrypt_mode
00007ffb198b28fb (__TEXT,__text) non-external _ccaes_gladman_cbc_encrypt
00007ffb198b2893 (__TEXT,__text) non-external _ccaes_gladman_cbc_encrypt_init
00007ffb40a20810 (__DATA_CONST,__const) external _ccaes_gladman_cbc_encrypt_mode
00007ffb198a76ba (__TEXT,__text) non-external (was a private external) _ccaes_gladman_decrypt
00007ffb198aaeeb (__TEXT,__text) non-external (was a private external) _ccaes_gladman_decrypt_key
00007ffb198a9562 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_decrypt_key128
00007ffb198a9c20 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_decrypt_key192
00007ffb198aa416 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_decrypt_key256
00007ffb198a682b (__TEXT,__text) non-external (was a private external) _ccaes_gladman_encrypt
00007ffb198a9504 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_encrypt_key
00007ffb198a8817 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_encrypt_key128
00007ffb198a8beb (__TEXT,__text) non-external (was a private external) _ccaes_gladman_encrypt_key192
00007ffb198a8fc0 (__TEXT,__text) non-external (was a private external) _ccaes_gladman_encrypt_key256
00007ffb40a218a0 (__DATA_CONST,__const) external _ccaes_intel_cbc_decrypt_aesni_mode
00007ffb40a21878 (__DATA_CONST,__const) external _ccaes_intel_cbc_decrypt_opt_mode
00007ffb40a218f0 (__DATA_CONST,__const) external _ccaes_intel_cbc_encrypt_aesni_mode
00007ffb40a218c8 (__DATA_CONST,__const) external _ccaes_intel_cbc_encrypt_opt_mode
00007ffb40a21b70 (__DATA_CONST,__const) external _ccaes_intel_ecb_decrypt_aesni_mode
00007ffb40a21b48 (__DATA_CONST,__const) external _ccaes_intel_ecb_decrypt_opt_mode
00007ffb40a219d0 (__DATA_CONST,__const) external _ccaes_intel_ecb_encrypt_aesni_mode
00007ffb40a219a8 (__DATA_CONST,__const) external _ccaes_intel_ecb_encrypt_opt_mode
00007ffb40a21b00 (__DATA_CONST,__const) external _ccaes_intel_xts_decrypt_aesni_mode
00007ffb40a21ab8 (__DATA_CONST,__const) external _ccaes_intel_xts_decrypt_opt_mode
00007ffb40a21960 (__DATA_CONST,__const) external _ccaes_intel_xts_encrypt_aesni_mode
00007ffb40a21918 (__DATA_CONST,__const) external _ccaes_intel_xts_encrypt_opt_mode
00007ffb40a20838 (__DATA_CONST,__const) external _ccaes_ltc_ecb_decrypt_mode
00007ffb40a20860 (__DATA_CONST,__const) external _ccaes_ltc_ecb_encrypt_mode
00007ffb198b4446 (__TEXT,__text) non-external _ccaes_ltc_init
00007ffb198b306f (__TEXT,__text) external _ccaes_ofb_crypt_mode
00007ffb198b3da9 (__TEXT,__text) external _ccaes_siv_decrypt_mode
00007ffb198b9137 (__TEXT,__text) external _ccaes_siv_encrypt_mode
00007ffb198d518e (__TEXT,__text) external _ccaes_siv_hmac_sha256_decrypt_mode
00007ffb198f0834 (__TEXT,__text) external _ccaes_siv_hmac_sha256_encrypt_mode
00007ffb198bf8c2 (__TEXT,__text) external _ccaes_unwind
00007ffb198bf804 (__TEXT,__text) non-external (was a private external) _ccaes_unwind_with_ecb
00007ffb198b3215 (__TEXT,__text) external _ccaes_xts_decrypt_mode
00007ffb198b3246 (__TEXT,__text) external _ccaes_xts_encrypt_mode
00007ffb198d509f (__TEXT,__text) external _ccansikdf_x963
00007ffb198d4fc2 (__TEXT,__text) non-external (was a private external) _ccansikdf_x963_final
00007ffb198d4e48 (__TEXT,__text) non-external (was a private external) _ccansikdf_x963_init
00007ffb198d4f2b (__TEXT,__text) non-external (was a private external) _ccansikdf_x963_update
00007ffb198ee5b3 (__TEXT,__text) external _ccapsic_client_check_intersect_response
00007ffb198e084e (__TEXT,__text) external _ccapsic_client_generate_match_response
00007ffb198d6bcb (__TEXT,__text) external _ccapsic_client_init
00007ffb198d6b44 (__TEXT,__text) external _ccapsic_client_state_sizeof
00007ffb198d6fba (__TEXT,__text) external _ccapsic_server_determine_intersection
00007ffb198c7597 (__TEXT,__text) external _ccapsic_server_encode_element
00007ffb198d6b6a (__TEXT,__text) external _ccapsic_server_init
00007ffb198d6b57 (__TEXT,__text) external _ccapsic_server_state_sizeof
00007ffb198b358c (__TEXT,__text) external _ccblowfish_cbc_decrypt_mode
00007ffb198b3566 (__TEXT,__text) external _ccblowfish_cbc_encrypt_mode
00007ffb198b3624 (__TEXT,__text) external _ccblowfish_cfb8_decrypt_mode
00007ffb198b35fe (__TEXT,__text) external _ccblowfish_cfb8_encrypt_mode
00007ffb198b35d8 (__TEXT,__text) external _ccblowfish_cfb_decrypt_mode
00007ffb198b35b2 (__TEXT,__text) external _ccblowfish_cfb_encrypt_mode
00007ffb198b364a (__TEXT,__text) external _ccblowfish_ctr_crypt_mode
00007ffb198b354c (__TEXT,__text) external _ccblowfish_ecb_decrypt_mode
00007ffb198b3559 (__TEXT,__text) external _ccblowfish_ecb_encrypt_mode
00007ffb198b3b1e (__TEXT,__text) non-external _ccblowfish_ltc_ecb_decrypt
00007ffb40a20888 (__DATA_CONST,__const) non-external (was a private external) _ccblowfish_ltc_ecb_decrypt_mode
00007ffb198b3995 (__TEXT,__text) non-external (was a private external) _ccblowfish_ltc_ecb_encrypt
00007ffb40a208b0 (__DATA_CONST,__const) non-external (was a private external) _ccblowfish_ltc_ecb_encrypt_mode
00007ffb198b3864 (__TEXT,__text) non-external (was a private external) _ccblowfish_ltc_setup
00007ffb198b3670 (__TEXT,__text) external _ccblowfish_ofb_crypt_mode
00007ffb198b3e1a (__TEXT,__text) external _cccast_cbc_decrypt_mode
00007ffb198b3df4 (__TEXT,__text) external _cccast_cbc_encrypt_mode
00007ffb198b3eb2 (__TEXT,__text) external _cccast_cfb8_decrypt_mode
00007ffb198b3e8c (__TEXT,__text) external _cccast_cfb8_encrypt_mode
00007ffb198b3e66 (__TEXT,__text) external _cccast_cfb_decrypt_mode
00007ffb198b3e40 (__TEXT,__text) external _cccast_cfb_encrypt_mode
00007ffb198b3ed8 (__TEXT,__text) external _cccast_ctr_crypt_mode
00007ffb40a208d8 (__DATA_CONST,__const) non-external (was a private external) _cccast_eay_ecb_decrypt_mode
00007ffb40a20900 (__DATA_CONST,__const) non-external (was a private external) _cccast_eay_ecb_encrypt_mode
00007ffb198b3f24 (__TEXT,__text) non-external _cccast_ecb_decrypt
00007ffb198b3dda (__TEXT,__text) external _cccast_ecb_decrypt_mode
00007ffb198b3fba (__TEXT,__text) non-external _cccast_ecb_encrypt
00007ffb198b3de7 (__TEXT,__text) external _cccast_ecb_encrypt_mode
00007ffb198b3efe (__TEXT,__text) external _cccast_ofb_crypt_mode
00007ffb198b4050 (__TEXT,__text) non-external (was a private external) _cccast_setup
00007ffb198e8cde (__TEXT,__text) external _cccbc_block_size
00007ffb198e8d00 (__TEXT,__text) external _cccbc_clear_iv
00007ffb198e8cd5 (__TEXT,__text) external _cccbc_context_size
00007ffb198e8cf3 (__TEXT,__text) external _cccbc_copy_iv
00007ffb198e8ce8 (__TEXT,__text) external _cccbc_init
00007ffb198e8d59 (__TEXT,__text) external _cccbc_one_shot
00007ffb198e8d16 (__TEXT,__text) external _cccbc_set_iv
00007ffb198e8d3f (__TEXT,__text) external _cccbc_update
00007ffb198ba482 (__TEXT,__text) external _ccccm_aad
00007ffb198ba424 (__TEXT,__text) external _ccccm_block_size
00007ffb198ba46b (__TEXT,__text) external _ccccm_cbcmac
00007ffb198ba41b (__TEXT,__text) external _ccccm_context_size
00007ffb198ba4da (__TEXT,__text) external _ccccm_decrypt
00007ffb198ba4b3 (__TEXT,__text) external _ccccm_encrypt
00007ffb198ba501 (__TEXT,__text) external _ccccm_finalize
00007ffb198ba515 (__TEXT,__text) external _ccccm_finalize_and_generate_tag
00007ffb198ba536 (__TEXT,__text) external _ccccm_finalize_and_verify_tag
00007ffb198ba42e (__TEXT,__text) external _ccccm_init
00007ffb198ba5cf (__TEXT,__text) external _ccccm_one_shot
00007ffb198ba81d (__TEXT,__text) external _ccccm_one_shot_decrypt
00007ffb198ba6e9 (__TEXT,__text) external _ccccm_one_shot_encrypt
00007ffb198ba5be (__TEXT,__text) external _ccccm_reset
00007ffb198ba439 (__TEXT,__text) external _ccccm_set_iv
00007ffb198ba499 (__TEXT,__text) external _ccccm_update
00007ffb198ab220 (__TEXT,__text) external _cccfb8_block_size
00007ffb198ab217 (__TEXT,__text) external _cccfb8_context_size
00007ffb198ab22a (__TEXT,__text) external _cccfb8_init
00007ffb198ab24c (__TEXT,__text) external _cccfb8_one_shot
00007ffb198ab235 (__TEXT,__text) external _cccfb8_update
00007ffb198ef86c (__TEXT,__text) external _cccfb_block_size
00007ffb198ef863 (__TEXT,__text) external _cccfb_context_size
00007ffb198ef876 (__TEXT,__text) external _cccfb_init
