00007ffa17b0da80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa1806fa50 (__TEXT,__text) external _LLVMBuildAddrSpaceCast
00007ffa1806d660 (__TEXT,__text) external _LLVMBuildAggregateRet
00007ffa1806f1a0 (__TEXT,__text) external _LLVMBuildAlloca
00007ffa1806ea60 (__TEXT,__text) external _LLVMBuildAnd
00007ffa1806f260 (__TEXT,__text) external _LLVMBuildArrayAlloca
00007ffa1806f0a0 (__TEXT,__text) external _LLVMBuildArrayMalloc
00007ffa18070520 (__TEXT,__text) external _LLVMBuildAtomicRMW
00007ffa1806eaf0 (__TEXT,__text) external _LLVMBuildBinOp
00007ffa1806fa10 (__TEXT,__text) external _LLVMBuildBitCast
00007ffa1806d790 (__TEXT,__text) external _LLVMBuildBr
00007ffa1806fff0 (__TEXT,__text) external _LLVMBuildCall
00007ffa1806fd90 (__TEXT,__text) external _LLVMBuildCast
00007ffa1806d830 (__TEXT,__text) external _LLVMBuildCondBr
00007ffa1806e720 (__TEXT,__text) external _LLVMBuildExactSDiv
00007ffa180701e0 (__TEXT,__text) external _LLVMBuildExtractElement
00007ffa18070270 (__TEXT,__text) external _LLVMBuildExtractValue
00007ffa1806dfb0 (__TEXT,__text) external _LLVMBuildFAdd
00007ffa1806ff90 (__TEXT,__text) external _LLVMBuildFCmp
00007ffa1806e760 (__TEXT,__text) external _LLVMBuildFDiv
00007ffa1806e690 (__TEXT,__text) external _LLVMBuildFMul
00007ffa1806edc0 (__TEXT,__text) external _LLVMBuildFNeg
00007ffa1806fe60 (__TEXT,__text) external _LLVMBuildFPCast
00007ffa1806f950 (__TEXT,__text) external _LLVMBuildFPExt
00007ffa1806f850 (__TEXT,__text) external _LLVMBuildFPToSI
00007ffa1806f810 (__TEXT,__text) external _LLVMBuildFPToUI
00007ffa1806f910 (__TEXT,__text) external _LLVMBuildFPTrunc
00007ffa1806e7f0 (__TEXT,__text) external _LLVMBuildFRem
00007ffa1806e2a0 (__TEXT,__text) external _LLVMBuildFSub
00007ffa1806f480 (__TEXT,__text) external _LLVMBuildFence
00007ffa1806f330 (__TEXT,__text) external _LLVMBuildFree
00007ffa1806f550 (__TEXT,__text) external _LLVMBuildGEP
00007ffa1806f5f0 (__TEXT,__text) external _LLVMBuildGlobalString
00007ffa1806f650 (__TEXT,__text) external _LLVMBuildGlobalStringPtr
00007ffa1806ff60 (__TEXT,__text) external _LLVMBuildICmp
00007ffa1806f580 (__TEXT,__text) external _LLVMBuildInBoundsGEP
00007ffa1806d9a0 (__TEXT,__text) external _LLVMBuildIndirectBr
00007ffa18070210 (__TEXT,__text) external _LLVMBuildInsertElement
00007ffa180702b0 (__TEXT,__text) external _LLVMBuildInsertValue
00007ffa1806fe20 (__TEXT,__text) external _LLVMBuildIntCast
00007ffa1806f9d0 (__TEXT,__text) external _LLVMBuildIntToPtr
00007ffa1806da50 (__TEXT,__text) external _LLVMBuildInvoke
00007ffa18070340 (__TEXT,__text) external _LLVMBuildIsNotNull
00007ffa180702f0 (__TEXT,__text) external _LLVMBuildIsNull
00007ffa1806ea00 (__TEXT,__text) external _LLVMBuildLShr
00007ffa1806daa0 (__TEXT,__text) external _LLVMBuildLandingPad
00007ffa1806f3c0 (__TEXT,__text) external _LLVMBuildLoad
00007ffa1806efa0 (__TEXT,__text) external _LLVMBuildMalloc
00007ffa1806e3d0 (__TEXT,__text) external _LLVMBuildMul
00007ffa1806ddd0 (__TEXT,__text) external _LLVMBuildNSWAdd
00007ffa1806e4b0 (__TEXT,__text) external _LLVMBuildNSWMul
00007ffa1806ed40 (__TEXT,__text) external _LLVMBuildNSWNeg
00007ffa1806e0c0 (__TEXT,__text) external _LLVMBuildNSWSub
00007ffa1806dec0 (__TEXT,__text) external _LLVMBuildNUWAdd
00007ffa1806e5a0 (__TEXT,__text) external _LLVMBuildNUWMul
00007ffa1806ed80 (__TEXT,__text) external _LLVMBuildNUWNeg
00007ffa1806e1b0 (__TEXT,__text) external _LLVMBuildNUWSub
00007ffa1806eb70 (__TEXT,__text) external _LLVMBuildNeg
00007ffa1806eee0 (__TEXT,__text) external _LLVMBuildNot
00007ffa1806ea90 (__TEXT,__text) external _LLVMBuildOr
00007ffa1806ffc0 (__TEXT,__text) external _LLVMBuildPhi
00007ffa1806fdf0 (__TEXT,__text) external _LLVMBuildPointerCast
00007ffa18070390 (__TEXT,__text) external _LLVMBuildPtrDiff
00007ffa1806f990 (__TEXT,__text) external _LLVMBuildPtrToInt
00007ffa1806db50 (__TEXT,__text) external _LLVMBuildResume
00007ffa1806d5b0 (__TEXT,__text) external _LLVMBuildRet
00007ffa1806d510 (__TEXT,__text) external _LLVMBuildRetVoid
00007ffa1806e6f0 (__TEXT,__text) external _LLVMBuildSDiv
00007ffa1806f7d0 (__TEXT,__text) external _LLVMBuildSExt
00007ffa1806fb90 (__TEXT,__text) external _LLVMBuildSExtOrBitCast
00007ffa1806f8d0 (__TEXT,__text) external _LLVMBuildSIToFP
00007ffa1806e7c0 (__TEXT,__text) external _LLVMBuildSRem
00007ffa18070020 (__TEXT,__text) external _LLVMBuildSelect
00007ffa1806e920 (__TEXT,__text) external _LLVMBuildShl
00007ffa18070240 (__TEXT,__text) external _LLVMBuildShuffleVector
00007ffa1806f3d0 (__TEXT,__text) external _LLVMBuildStore
00007ffa1806f5b0 (__TEXT,__text) external _LLVMBuildStructGEP
00007ffa1806dfe0 (__TEXT,__text) external _LLVMBuildSub
00007ffa1806d8f0 (__TEXT,__text) external _LLVMBuildSwitch
00007ffa1806f750 (__TEXT,__text) external _LLVMBuildTrunc
00007ffa1806fc90 (__TEXT,__text) external _LLVMBuildTruncOrBitCast
00007ffa1806e6c0 (__TEXT,__text) external _LLVMBuildUDiv
00007ffa1806f890 (__TEXT,__text) external _LLVMBuildUIToFP
00007ffa1806e790 (__TEXT,__text) external _LLVMBuildURem
00007ffa1806dbf0 (__TEXT,__text) external _LLVMBuildUnreachable
00007ffa18070050 (__TEXT,__text) external _LLVMBuildVAArg
00007ffa1806eac0 (__TEXT,__text) external _LLVMBuildXor
00007ffa1806f790 (__TEXT,__text) external _LLVMBuildZExt
00007ffa1806fa90 (__TEXT,__text) external _LLVMBuildZExtOrBitCast
00007ffa180369a0 (__TEXT,__text) external _LLVMByteOrder
00007ffa18036c70 (__TEXT,__text) external _LLVMCallFrameAlignmentOfType
00007ffa1806d350 (__TEXT,__text) external _LLVMClearInsertionPosition
00007ffa1806b890 (__TEXT,__text) external _LLVMConstAShr
00007ffa1806b690 (__TEXT,__text) external _LLVMConstAdd
00007ffa1806b990 (__TEXT,__text) external _LLVMConstAddrSpaceCast
00007ffa1806b070 (__TEXT,__text) external _LLVMConstAllOnes
00007ffa1806b820 (__TEXT,__text) external _LLVMConstAnd
00007ffa1806b530 (__TEXT,__text) external _LLVMConstArray
00007ffa1806b980 (__TEXT,__text) external _LLVMConstBitCast
00007ffa1806b7d0 (__TEXT,__text) external _LLVMConstExactSDiv
00007ffa1806ba20 (__TEXT,__text) external _LLVMConstExtractElement
00007ffa1806ba50 (__TEXT,__text) external _LLVMConstExtractValue
00007ffa1806b6e0 (__TEXT,__text) external _LLVMConstFAdd
00007ffa1806b860 (__TEXT,__text) external _LLVMConstFCmp
00007ffa1806b7e0 (__TEXT,__text) external _LLVMConstFDiv
00007ffa1806b7a0 (__TEXT,__text) external _LLVMConstFMul
00007ffa1806b670 (__TEXT,__text) external _LLVMConstFNeg
00007ffa1806ba00 (__TEXT,__text) external _LLVMConstFPCast
00007ffa1806b910 (__TEXT,__text) external _LLVMConstFPExt
00007ffa1806b950 (__TEXT,__text) external _LLVMConstFPToSI
00007ffa1806b940 (__TEXT,__text) external _LLVMConstFPToUI
00007ffa1806b900 (__TEXT,__text) external _LLVMConstFPTrunc
00007ffa1806b810 (__TEXT,__text) external _LLVMConstFRem
00007ffa1806b740 (__TEXT,__text) external _LLVMConstFSub
00007ffa1806b8a0 (__TEXT,__text) external _LLVMConstGEP
00007ffa1806b850 (__TEXT,__text) external _LLVMConstICmp
00007ffa1806b8b0 (__TEXT,__text) external _LLVMConstInBoundsGEP
00007ffa1806ba70 (__TEXT,__text) external _LLVMConstInlineAsm
00007ffa1806ba30 (__TEXT,__text) external _LLVMConstInsertElement
00007ffa1806ba60 (__TEXT,__text) external _LLVMConstInsertValue
00007ffa1806b330 (__TEXT,__text) external _LLVMConstInt
00007ffa1806b9e0 (__TEXT,__text) external _LLVMConstIntCast
00007ffa1806b470 (__TEXT,__text) external _LLVMConstIntGetSExtValue
00007ffa1806b450 (__TEXT,__text) external _LLVMConstIntGetZExtValue
00007ffa1806b350 (__TEXT,__text) external _LLVMConstIntOfArbitraryPrecision
00007ffa1806b3b0 (__TEXT,__text) external _LLVMConstIntOfString
00007ffa1806b3f0 (__TEXT,__text) external _LLVMConstIntOfStringAndSize
00007ffa1806b970 (__TEXT,__text) external _LLVMConstIntToPtr
00007ffa1806b880 (__TEXT,__text) external _LLVMConstLShr
00007ffa1806b750 (__TEXT,__text) external _LLVMConstMul
00007ffa1806b6a0 (__TEXT,__text) external _LLVMConstNSWAdd
00007ffa1806b760 (__TEXT,__text) external _LLVMConstNSWMul
00007ffa1806b630 (__TEXT,__text) external _LLVMConstNSWNeg
00007ffa1806b700 (__TEXT,__text) external _LLVMConstNSWSub
00007ffa1806b6c0 (__TEXT,__text) external _LLVMConstNUWAdd
00007ffa1806b780 (__TEXT,__text) external _LLVMConstNUWMul
00007ffa1806b650 (__TEXT,__text) external _LLVMConstNUWNeg
00007ffa1806b720 (__TEXT,__text) external _LLVMConstNUWSub
00007ffa1806b5b0 (__TEXT,__text) external _LLVMConstNamedStruct
00007ffa1806b620 (__TEXT,__text) external _LLVMConstNeg
00007ffa1806b680 (__TEXT,__text) external _LLVMConstNot
00007ffa1806b060 (__TEXT,__text) external _LLVMConstNull
00007ffa1806b830 (__TEXT,__text) external _LLVMConstOr
00007ffa1806b9d0 (__TEXT,__text) external _LLVMConstPointerCast
00007ffa1806b0e0 (__TEXT,__text) external _LLVMConstPointerNull
00007ffa1806b960 (__TEXT,__text) external _LLVMConstPtrToInt
00007ffa1806b400 (__TEXT,__text) external _LLVMConstReal
00007ffa1806b410 (__TEXT,__text) external _LLVMConstRealOfString
00007ffa1806b440 (__TEXT,__text) external _LLVMConstRealOfStringAndSize
00007ffa1806b7c0 (__TEXT,__text) external _LLVMConstSDiv
00007ffa1806b8e0 (__TEXT,__text) external _LLVMConstSExt
00007ffa1806b9b0 (__TEXT,__text) external _LLVMConstSExtOrBitCast
00007ffa1806b930 (__TEXT,__text) external _LLVMConstSIToFP
00007ffa1806b800 (__TEXT,__text) external _LLVMConstSRem
00007ffa1806ba10 (__TEXT,__text) external _LLVMConstSelect
00007ffa1806b870 (__TEXT,__text) external _LLVMConstShl
00007ffa1806ba40 (__TEXT,__text) external _LLVMConstShuffleVector
00007ffa1806b4f0 (__TEXT,__text) external _LLVMConstString
00007ffa1806b4a0 (__TEXT,__text) external _LLVMConstStringInContext
00007ffa1806b560 (__TEXT,__text) external _LLVMConstStruct
00007ffa1806b4c0 (__TEXT,__text) external _LLVMConstStructInContext
00007ffa1806b6f0 (__TEXT,__text) external _LLVMConstSub
00007ffa1806b8d0 (__TEXT,__text) external _LLVMConstTrunc
00007ffa1806b9c0 (__TEXT,__text) external _LLVMConstTruncOrBitCast
00007ffa1806b7b0 (__TEXT,__text) external _LLVMConstUDiv
00007ffa1806b920 (__TEXT,__text) external _LLVMConstUIToFP
00007ffa1806b7f0 (__TEXT,__text) external _LLVMConstURem
00007ffa1806b5c0 (__TEXT,__text) external _LLVMConstVector
00007ffa1806b840 (__TEXT,__text) external _LLVMConstXor
00007ffa1806b8f0 (__TEXT,__text) external _LLVMConstZExt
00007ffa1806b9a0 (__TEXT,__text) external _LLVMConstZExtOrBitCast
00007ffa180693f0 (__TEXT,__text) external _LLVMContextCreate
00007ffa18069440 (__TEXT,__text) external _LLVMContextDispose
00007ffa18069430 (__TEXT,__text) external _LLVMContextSetYieldCallback
00007ffa18036950 (__TEXT,__text) external _LLVMCopyStringRepOfTargetData
00007ffa1806c9e0 (__TEXT,__text) external _LLVMCountBasicBlocks
00007ffa1806d220 (__TEXT,__text) external _LLVMCountIncoming
00007ffa18069d60 (__TEXT,__text) external _LLVMCountParamTypes
00007ffa1806c570 (__TEXT,__text) external _LLVMCountParams
00007ffa18069f90 (__TEXT,__text) external _LLVMCountStructElementTypes
00007ffa1806d2b0 (__TEXT,__text) external _LLVMCreateBuilder
00007ffa1806d270 (__TEXT,__text) external _LLVMCreateBuilderInContext
00007ffa178b4ff0 (__TEXT,__text) external _LLVMCreateExecutionEngine
00007ffa178b4590 (__TEXT,__text) external _LLVMCreateExecutionEngineForModule
00007ffa18070920 (__TEXT,__text) external _LLVMCreateFunctionPassManager
00007ffa180708f0 (__TEXT,__text) external _LLVMCreateFunctionPassManagerForModule
00007ffa178b4460 (__TEXT,__text) external _LLVMCreateGenericValueOfFloat
00007ffa178b4360 (__TEXT,__text) external _LLVMCreateGenericValueOfInt
00007ffa178b4430 (__TEXT,__text) external _LLVMCreateGenericValueOfPointer
00007ffa178b5000 (__TEXT,__text) external _LLVMCreateInterpreter
00007ffa178b47d0 (__TEXT,__text) external _LLVMCreateInterpreterForModule
00007ffa178b5010 (__TEXT,__text) external _LLVMCreateJITCompiler
00007ffa178b4a10 (__TEXT,__text) external _LLVMCreateJITCompilerForModule
00007ffa178b4c90 (__TEXT,__text) external _LLVMCreateMCJITCompilerForModule
00007ffa18070650 (__TEXT,__text) external _LLVMCreateMemoryBufferWithContentsOfFile
00007ffa180707e0 (__TEXT,__text) external _LLVMCreateMemoryBufferWithMemoryRange
00007ffa18070830 (__TEXT,__text) external _LLVMCreateMemoryBufferWithMemoryRangeCopy
00007ffa18070730 (__TEXT,__text) external _LLVMCreateMemoryBufferWithSTDIN
00007ffa180693d0 (__TEXT,__text) external _LLVMCreateMessage
00007ffa18070610 (__TEXT,__text) external _LLVMCreateModuleProviderForExistingModule
00007ffa1820c2d0 (__TEXT,__text) external _LLVMCreateObjectFile
00007ffa180708c0 (__TEXT,__text) external _LLVMCreatePassManager
00007ffa178b56d0 (__TEXT,__text) external _LLVMCreateSimpleMCJITMemoryManager
00007ffa18036810 (__TEXT,__text) external _LLVMCreateTargetData
00007ffa18039b20 (__TEXT,__text) external _LLVMCreateTargetMachine
00007ffa1806cc90 (__TEXT,__text) external _LLVMDeleteBasicBlock
00007ffa1806c280 (__TEXT,__text) external _LLVMDeleteFunction
00007ffa1806bfb0 (__TEXT,__text) external _LLVMDeleteGlobal
00007ffa1806d480 (__TEXT,__text) external _LLVMDisposeBuilder
00007ffa178b5020 (__TEXT,__text) external _LLVMDisposeExecutionEngine
00007ffa178b4540 (__TEXT,__text) external _LLVMDisposeGenericValue
00007ffa178b5740 (__TEXT,__text) external _LLVMDisposeMCJITMemoryManager
00007ffa18070890 (__TEXT,__text) external _LLVMDisposeMemoryBuffer
00007ffa180693e0 (__TEXT,__text) external _LLVMDisposeMessage
00007ffa18069550 (__TEXT,__text) external _LLVMDisposeModule
00007ffa18070620 (__TEXT,__text) external _LLVMDisposeModuleProvider
00007ffa1820c330 (__TEXT,__text) external _LLVMDisposeObjectFile
00007ffa18070990 (__TEXT,__text) external _LLVMDisposePassManager
00007ffa1820c6e0 (__TEXT,__text) external _LLVMDisposeRelocationIterator
00007ffa1820c380 (__TEXT,__text) external _LLVMDisposeSectionIterator
00007ffa1820c470 (__TEXT,__text) external _LLVMDisposeSymbolIterator
00007ffa18036ce0 (__TEXT,__text) external _LLVMDisposeTargetData
00007ffa18039c20 (__TEXT,__text) external _LLVMDisposeTargetMachine
00007ffa18069c70 (__TEXT,__text) external _LLVMDoubleType
00007ffa18069be0 (__TEXT,__text) external _LLVMDoubleTypeInContext
00007ffa180697c0 (__TEXT,__text) external _LLVMDumpModule
00007ffa180699e0 (__TEXT,__text) external _LLVMDumpType
00007ffa1806a260 (__TEXT,__text) external _LLVMDumpValue
00007ffa18036ca0 (__TEXT,__text) external _LLVMElementAtOffset
00007ffa1824d7b0 (__TEXT,__text) external _LLVMEnablePrettyStackTrace
00007ffa18069cb0 (__TEXT,__text) external _LLVMFP128Type
00007ffa18069c00 (__TEXT,__text) external _LLVMFP128TypeInContext
00007ffa18070980 (__TEXT,__text) external _LLVMFinalizeFunctionPassManager
00007ffa178b5620 (__TEXT,__text) external _LLVMFindFunction
00007ffa18069c50 (__TEXT,__text) external _LLVMFloatType
00007ffa18069bd0 (__TEXT,__text) external _LLVMFloatTypeInContext
00007ffa178b55a0 (__TEXT,__text) external _LLVMFreeMachineCodeForFunction
00007ffa18069d10 (__TEXT,__text) external _LLVMFunctionType
00007ffa178b44c0 (__TEXT,__text) external _LLVMGenericValueIntWidth
00007ffa178b4520 (__TEXT,__text) external _LLVMGenericValueToFloat
00007ffa178b44d0 (__TEXT,__text) external _LLVMGenericValueToInt
00007ffa178b4510 (__TEXT,__text) external _LLVMGenericValueToPointer
00007ffa1806bd60 (__TEXT,__text) external _LLVMGetAlignment
00007ffa1806a180 (__TEXT,__text) external _LLVMGetArrayLength
00007ffa1806c8d0 (__TEXT,__text) external _LLVMGetAttribute
00007ffa1806c9c0 (__TEXT,__text) external _LLVMGetBasicBlockParent
00007ffa1806c9d0 (__TEXT,__text) external _LLVMGetBasicBlockTerminator
00007ffa1806ca10 (__TEXT,__text) external _LLVMGetBasicBlocks
00007ffa178667c0 (__TEXT,__text) external _LLVMGetBitcodeModule
00007ffa178666f0 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext
00007ffa17866810 (__TEXT,__text) external _LLVMGetBitcodeModuleProvider
00007ffa17866800 (__TEXT,__text) external _LLVMGetBitcodeModuleProviderInContext
00007ffa18070880 (__TEXT,__text) external _LLVMGetBufferSize
00007ffa18070870 (__TEXT,__text) external _LLVMGetBufferStart
00007ffa1806b5d0 (__TEXT,__text) external _LLVMGetConstOpcode
00007ffa1806d4c0 (__TEXT,__text) external _LLVMGetCurrentDebugLocation
00007ffa18069580 (__TEXT,__text) external _LLVMGetDataLayout
00007ffa1803a3d0 (__TEXT,__text) external _LLVMGetDefaultTargetTriple
00007ffa1806a170 (__TEXT,__text) external _LLVMGetElementType
00007ffa1806ca50 (__TEXT,__text) external _LLVMGetEntryBasicBlock
00007ffa178b5670 (__TEXT,__text) external _LLVMGetExecutionEngineTargetData
00007ffa178b5680 (__TEXT,__text) external _LLVMGetExecutionEngineTargetMachine
00007ffa1806ca60 (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007ffa1806c200 (__TEXT,__text) external _LLVMGetFirstFunction
00007ffa1806bf30 (__TEXT,__text) external _LLVMGetFirstGlobal
00007ffa1806cce0 (__TEXT,__text) external _LLVMGetFirstInstruction
00007ffa1806c690 (__TEXT,__text) external _LLVMGetFirstParam
00007ffa180398c0 (__TEXT,__text) external _LLVMGetFirstTarget
00007ffa1806af40 (__TEXT,__text) external _LLVMGetFirstUse
00007ffa1806c540 (__TEXT,__text) external _LLVMGetFunctionAttr
00007ffa1806c2b0 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007ffa1806c2e0 (__TEXT,__text) external _LLVMGetGC
00007ffa18069420 (__TEXT,__text) external _LLVMGetGlobalContext
00007ffa1806bb00 (__TEXT,__text) external _LLVMGetGlobalParent
00007ffa180708b0 (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007ffa1806cd70 (__TEXT,__text) external _LLVMGetICmpPredicate
00007ffa1806d250 (__TEXT,__text) external _LLVMGetIncomingBlock
00007ffa1806d230 (__TEXT,__text) external _LLVMGetIncomingValue
00007ffa1806bfc0 (__TEXT,__text) external _LLVMGetInitializer
00007ffa1806d340 (__TEXT,__text) external _LLVMGetInsertBlock
00007ffa1806cde0 (__TEXT,__text) external _LLVMGetInstructionCallConv
00007ffa1806cdb0 (__TEXT,__text) external _LLVMGetInstructionOpcode
00007ffa1806ccd0 (__TEXT,__text) external _LLVMGetInstructionParent
00007ffa18069bb0 (__TEXT,__text) external _LLVMGetIntTypeWidth
00007ffa1806c290 (__TEXT,__text) external _LLVMGetIntrinsicID
00007ffa1806ca80 (__TEXT,__text) external _LLVMGetLastBasicBlock
00007ffa1806c220 (__TEXT,__text) external _LLVMGetLastFunction
00007ffa1806bf50 (__TEXT,__text) external _LLVMGetLastGlobal
00007ffa1806cd00 (__TEXT,__text) external _LLVMGetLastInstruction
00007ffa1806c6e0 (__TEXT,__text) external _LLVMGetLastParam
00007ffa1806bb20 (__TEXT,__text) external _LLVMGetLinkage
00007ffa18069480 (__TEXT,__text) external _LLVMGetMDKindID
00007ffa18069470 (__TEXT,__text) external _LLVMGetMDKindIDInContext
