                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018051316c (__TEXT,__text) non-external _LI_get_thread_info
0000000180530534 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
0000000180530554 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000180530564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000180530584 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
0000000180530590 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001805305ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
                 (undefined) external __Block_object_assign (from libsystem_blocks)
                 (undefined) external __Block_object_dispose (from libsystem_blocks)
                 (undefined) external __DefaultRuneLocale (from libsystem_c)
0000000180514e78 (__TEXT,__text) non-external __LI_data_free
0000000180513304 (__TEXT,__text) non-external __LI_data_init
                 (undefined) external __NSConcreteGlobalBlock (from libsystem_blocks)
                 (undefined) external __NSConcreteStackBlock (from libsystem_blocks)
0000000180527424 (__TEXT,__text) non-external ____check_groups_block_invoke
00000001805274d4 (__TEXT,__text) non-external ____check_groups_block_invoke_2
000000018052a39c (__TEXT,__text) non-external ____dd_foreach_record_with_id_block_invoke
000000018053177c (__TEXT,__text) non-external ____dd_foreach_record_with_id_block_invoke
000000018052a470 (__TEXT,__text) non-external ____dd_foreach_record_with_name_block_invoke
00000001805316fc (__TEXT,__text) non-external ____dd_foreach_record_with_name_block_invoke
000000018052a4b0 (__TEXT,__text) non-external ____dd_foreach_record_with_uuid_block_invoke
00000001805317fc (__TEXT,__text) non-external ____dd_foreach_record_with_uuid_block_invoke
000000018052a524 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke
000000018052a580 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.52
000000018052a5dc (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.56
000000018052a638 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.60
000000018052a6e0 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.62
000000018052a788 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.66
0000000180529ffc (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke
000000018052a1ec (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.14
000000018052a244 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.19
000000018052a298 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.23
000000018052a2f0 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.27
000000018052a344 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.31
000000018051da78 (__TEXT,__text) non-external ____ds_list_block_invoke
0000000180521f30 (__TEXT,__text) non-external ____extract_alias_dict_block_invoke
000000018051dda4 (__TEXT,__text) non-external ____extract_fstab_dict_block_invoke
0000000180513b74 (__TEXT,__text) non-external ____extract_group_dict_block_invoke
0000000180521aec (__TEXT,__text) non-external ____extract_netgroup_dict_block_invoke
00000001805222b0 (__TEXT,__text) non-external ____extract_network_dict_block_invoke
0000000180522a14 (__TEXT,__text) non-external ____extract_protocol_dict_block_invoke
0000000180522dd0 (__TEXT,__text) non-external ____extract_rpc_dict_block_invoke
0000000180522644 (__TEXT,__text) non-external ____extract_service_dict_block_invoke
0000000180513da8 (__TEXT,__text) non-external ____extract_string_list_from_xpc_array_block_invoke
0000000180521844 (__TEXT,__text) non-external ____extract_string_list_from_xpc_array_index_block_invoke
0000000180512218 (__TEXT,__text) non-external ____extract_user_dict_block_invoke
000000018051e310 (__TEXT,__text) non-external ____fsi_fs_root_block_invoke
0000000180510b60 (__TEXT,__text) non-external ____mbr_xpc_pipe_block_invoke
0000000180511ca0 (__TEXT,__text) non-external ____od_xpc_pipe_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001e61d1c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d1ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e61d2128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5cf0c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5cf438 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001ee5ceb70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
00000001ee5ceba0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.116
00000001e61d1ca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001ee5cebd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
00000001ee5cf468 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001ee5cec00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.140
00000001ee5cf498 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ee5cf0f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001ee5cf4c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001ee5cf4f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.20
00000001ee5cf128 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001ee5cf528 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e61d1dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00000001ee5cf158 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001ee5cf558 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001ee5cf3d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001ee5cf188 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.30
00000001ee5cf588 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.30
00000001ee5cf5b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001ee5cf1b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001ee5cf5e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001ee5cea50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001ee5cf1e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001e61d1d28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00000001ee5cf618 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
00000001ee5cf408 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001ee5cf218 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
00000001ee5cf248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.42
00000001e61d1ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001ee5cea80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e61d1cc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001ee5cf298 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.51
00000001ee5ceab0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e61d1ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ee5cf2c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ee5cf2f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001ee5cf328 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001ee5cf358 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000001ee5cf388 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001ee5ceae0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001ee5ceb10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001ee5ceb40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ee5cea10 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5ced98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5cef20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5cf0a8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5cf278 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5cf3b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5cea30 (__AUTH_CONST,__const) non-external ___block_literal_global.14
00000001ea494320 (__DATA,__data) non-external (was a private external) ___check_rhosts_file
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
000000018052a4c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000018052a3dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000180521744 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018052a158 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000180521694 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000180521bc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___darwin_check_fd_set_overflow (from libsystem_kernel)
00000001805319b0 (__TEXT,__text) non-external ___darwin_directory_group_all_block_invoke
0000000180531930 (__TEXT,__text) non-external ___darwin_directory_group_bygid_block_invoke
000000018053187c (__TEXT,__text) non-external ___darwin_directory_group_byname_block_invoke
0000000180531970 (__TEXT,__text) non-external ___darwin_directory_group_byuuid_block_invoke
0000000180531a20 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke
0000000180531a48 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.36
00000001805393b8 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.36.cold.1
000000018053180c (__TEXT,__text) non-external ___darwin_directory_user_all_block_invoke
0000000180531630 (__TEXT,__text) non-external ___darwin_directory_user_byname_block_invoke
000000018053173c (__TEXT,__text) non-external ___darwin_directory_user_byuid_block_invoke
00000001805317bc (__TEXT,__text) non-external ___darwin_directory_user_byuuid_block_invoke
000000018052a4d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
000000018052a42c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000180521754 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018052a1a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001805216f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000180521c40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
000000018051ed9c (__TEXT,__text) external ___dn_skipname
                 (undefined) external ___error (from libsystem_kernel)
000000018053781c (__TEXT,__text) non-external ___icheckhost
000000018053a278 (__TEXT,__const) non-external (was a private external) ___infoVersionNumber
000000018053a250 (__TEXT,__const) non-external (was a private external) ___infoVersionString
                 (undefined) external ___initgroups (from libsystem_kernel)
0000000180537364 (__TEXT,__text) non-external (was a private external) ___ivaliduser_sa
                 (undefined) external ___maskrune (from libsystem_c)
00000001ecf5c458 (__DATA_DIRTY,__bss) non-external ___mbr_pipe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___memmove_chk (from libsystem_c)
                 (undefined) external ___memset_chk (from libsystem_c)
00000001ecf5c478 (__DATA_DIRTY,__bss) non-external ___od_pipe
00000001ea494720 (__DATA,__common) non-external (was a private external) ___rcmd_errstr
0000000180518760 (__TEXT,__text) non-external ___si_async_call_block_invoke
000000018052002c (__TEXT,__text) non-external ___si_module_cache_byname_block_invoke
0000000180531608 (__TEXT,__text) non-external ___si_module_static_darwin_directory_block_invoke
00000001805115ac (__TEXT,__text) non-external ___si_module_static_ds_block_invoke
000000018051176c (__TEXT,__text) non-external ___si_module_static_file_block_invoke
00000001805116b4 (__TEXT,__text) non-external ___si_module_static_mdns_block_invoke
00000001805110f8 (__TEXT,__text) non-external ___si_module_static_search_block_invoke
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external ___strcat_chk (from libsystem_c)
                 (undefined) external ___strcpy_chk (from libsystem_c)
                 (undefined) external ___strlcat_chk (from libsystem_c)
                 (undefined) external ___strlcpy_chk (from libsystem_c)
                 (undefined) external ___tolower (from libsystem_c)
0000000180535ac4 (__TEXT,__text) non-external (was a private external) ___xdrrec_getrec
000000018053393c (__TEXT,__text) external __authenticate
0000000180525a3c (__TEXT,__text) non-external __check_groups
00000001ea494758 (__DATA,__bss) non-external __check_groups.once
00000001805318bc (__TEXT,__text) non-external __dd_extract_group
000000018052a050 (__TEXT,__text) non-external __dd_extract_result
00000001805385d0 (__TEXT,__text) non-external __dd_extract_result.cold.1
00000001805385e8 (__TEXT,__text) non-external __dd_extract_result.cold.2
0000000180531670 (__TEXT,__text) non-external __dd_extract_user
00000001805292b0 (__TEXT,__text) non-external __dd_mbr_check_membership_ext
0000000180520224 (__TEXT,__text) non-external __ds_child
0000000180511e70 (__TEXT,__text) non-external __ds_get_validation
000000018051336c (__TEXT,__text) non-external __ds_is_valid
0000000180511da4 (__TEXT,__text) non-external __ds_item
000000018051d928 (__TEXT,__text) non-external __ds_list
00000001ea494558 (__DATA,__common) non-external (was a private external) __ds_port
0000000180520148 (__TEXT,__text) external __ds_running
00000001805215b0 (__TEXT,__text) non-external __ds_serv_cache_free
00000001ecf5c4e0 (__DATA_DIRTY,__bss) non-external __ds_serv_cache_key
0000000180521ca8 (__TEXT,__text) non-external __extract_alias
000000018051dadc (__TEXT,__text) non-external __extract_fstab
00000001805138f0 (__TEXT,__text) non-external __extract_group
0000000180522ed8 (__TEXT,__text) non-external __extract_mac_mac
000000018052304c (__TEXT,__text) non-external __extract_mac_name
000000018052187c (__TEXT,__text) non-external __extract_netgroup
0000000180522038 (__TEXT,__text) non-external __extract_network
00000001805227b0 (__TEXT,__text) non-external __extract_protocol
0000000180522b6c (__TEXT,__text) non-external __extract_rpc
00000001805223b8 (__TEXT,__text) non-external __extract_service
0000000180521618 (__TEXT,__text) non-external __extract_string_from_xpc_array_index
0000000180522fec (__TEXT,__text) non-external __extract_string_from_xpc_dict
0000000180512420 (__TEXT,__text) non-external __extract_string_from_xpc_object
0000000180513ca8 (__TEXT,__text) non-external __extract_string_list_from_xpc_array
0000000180521760 (__TEXT,__text) non-external __extract_string_list_from_xpc_array_index
00000001805124b8 (__TEXT,__text) non-external __extract_uint32_from_xpc_object
0000000180511f24 (__TEXT,__text) non-external __extract_user
0000000180523bc4 (__TEXT,__text) non-external __fsi_append_char_to_line
0000000180516e60 (__TEXT,__text) non-external __fsi_append_string
0000000180523518 (__TEXT,__text) non-external __fsi_check_netgroup_cache
0000000180523850 (__TEXT,__text) non-external __fsi_find_netgroup
0000000180523a54 (__TEXT,__text) non-external __fsi_flatten_netgroup
000000018052313c (__TEXT,__text) non-external (was a private external) __fsi_free_file_netgroup
0000000180523c5c (__TEXT,__text) non-external __fsi_get_alias
00000001805240f4 (__TEXT,__text) non-external __fsi_get_ether
000000018051df2c (__TEXT,__text) non-external __fsi_get_fs
000000018051e958 (__TEXT,__text) non-external __fsi_get_group
000000018051cd0c (__TEXT,__text) non-external __fsi_get_host
0000000180516b58 (__TEXT,__text) non-external (was a private external) __fsi_get_line
0000000180523e3c (__TEXT,__text) non-external __fsi_get_name_number_aliases
0000000180516784 (__TEXT,__text) non-external __fsi_get_service
00000001805176c8 (__TEXT,__text) non-external __fsi_get_user
0000000180516a14 (__TEXT,__text) non-external __fsi_get_validation
000000018052428c (__TEXT,__text) non-external __fsi_parse_ether
00000001805238ec (__TEXT,__text) non-external __fsi_read_netgroup_line
0000000180516c48 (__TEXT,__text) non-external (was a private external) __fsi_tokenize
0000000180516f54 (__TEXT,__text) non-external __fsi_validate
000000018051bdc8 (__TEXT,__text) non-external (was a private external) __gai_addr_sort
00000001ea494160 (__DATA,__data) non-external __gai_load_libnetwork.load_once
00000001805286e8 (__TEXT,__text) non-external __gai_load_libnetwork_once
0000000180538430 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.1
0000000180538468 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.2
0000000180538494 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.3
00000001805384c0 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.4
00000001805384ec (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.5
00000001ea4947d0 (__DATA,__bss) non-external __gai_load_libnetwork_once.handle
00000001ea494158 (__DATA,__data) non-external __gai_log
0000000180528128 (__TEXT,__text) external __gai_nat64_can_v4_address_be_synthesized
0000000180538404 (__TEXT,__text) non-external __gai_nat64_can_v4_address_be_synthesized.cold.1
00000001805281f0 (__TEXT,__text) non-external __gai_nat64_second_pass
0000000180514960 (__TEXT,__text) non-external __gai_nat64_synthesis
0000000180514c54 (__TEXT,__text) non-external __gai_numerichost
00000001805148e0 (__TEXT,__text) non-external __gai_numericserv
000000018051bbb8 (__TEXT,__text) external __gai_serv_to_port
000000018051e71c (__TEXT,__text) external __gai_simple
0000000180515664 (__TEXT,__text) non-external __gai_sort_list
0000000180526b00 (__TEXT,__text) external __getaddrinfo_interface_async_call
0000000180525b50 (__TEXT,__text) non-external __getgrouplist_2_internal
000000018051ee10 (__TEXT,__text) external __getlong
000000018051d0a0 (__TEXT,__text) external __getnameinfo_interface_async_call
000000018051ee00 (__TEXT,__text) external __getshort
000000018053a4b8 (__TEXT,__const) non-external __group_compat_prefix
                 (undefined) external __inet_aton_check (from libsystem_c)
00000001ecf5c470 (__DATA_DIRTY,__bss) non-external __info_key
00000001ecf5c068 (__DATA_DIRTY,__data) non-external __info_key_initialized
00000001ecf5c468 (__DATA_DIRTY,__bss) non-external __info_key_ok
0000000180527770 (__TEXT,__text) non-external __is_v4addr_ifaddr
0000000180527804 (__TEXT,__text) non-external __is_v6addr_ifaddr
000000018052a4dc (__TEXT,__text) non-external __mbr_fork_child
0000000180518130 (__TEXT,__text) non-external __mbr_fork_parent
00000001805180f4 (__TEXT,__text) non-external __mbr_fork_prepare
0000000180510a54 (__TEXT,__text) non-external __mbr_od_available
0000000180510a90 (__TEXT,__text) non-external __mbr_xpc_pipe
00000001805385bc (__TEXT,__text) non-external __mbr_xpc_pipe.cold.1
00000001ecf5c460 (__DATA_DIRTY,__bss) non-external __mbr_xpc_pipe.once
00000001805278ac (__TEXT,__text) non-external __mdns_atfork_child
0000000180518118 (__TEXT,__text) non-external __mdns_atfork_parent
000000018051810c (__TEXT,__text) non-external __mdns_atfork_prepare
000000018051b500 (__TEXT,__text) non-external __mdns_canonicalize
00000001ea4947b0 (__DATA,__bss) non-external __mdns_debug
0000000180518cd4 (__TEXT,__text) non-external __mdns_debug_message
00000001ea4947b8 (__DATA,__bss) non-external __mdns_generation
000000018051b55c (__TEXT,__text) non-external __mdns_hostent_append_addr
000000018051b3f8 (__TEXT,__text) non-external __mdns_hostent_append_alias
000000018051a6fc (__TEXT,__text) non-external __mdns_hostent_clear
00000001ea4941e8 (__DATA,__data) non-external __mdns_mutex
00000001ea494778 (__DATA,__bss) non-external __mdns_old_sdref
0000000180519df4 (__TEXT,__text) non-external __mdns_pack_domain_name
000000018051cb6c (__TEXT,__text) non-external __mdns_parse_domain_name
000000018051ee40 (__TEXT,__text) non-external __mdns_query
0000000180519f0c (__TEXT,__text) non-external __mdns_query_callback
000000018051a624 (__TEXT,__text) non-external __mdns_query_clear
000000018051a4a8 (__TEXT,__text) non-external __mdns_query_is_complete
0000000180519a80 (__TEXT,__text) non-external __mdns_query_start
000000018051a7a0 (__TEXT,__text) non-external __mdns_reply_clear
00000001ea494770 (__DATA,__bss) non-external __mdns_sdref
0000000180518d54 (__TEXT,__text) non-external __mdns_search
0000000180518e00 (__TEXT,__text) non-external __mdns_search_ex
00000001ea494678 (__DATA,__common) external __null_auth
00000001805215bc (__TEXT,__text) non-external __od_fork_child
0000000180518124 (__TEXT,__text) non-external __od_fork_parent
0000000180518100 (__TEXT,__text) non-external __od_fork_prepare
0000000180510be8 (__TEXT,__text) non-external (was a private external) __od_rpc_call
0000000180511b7c (__TEXT,__text) non-external __od_running
0000000180511bc8 (__TEXT,__text) non-external __od_xpc_pipe
00000001805381b8 (__TEXT,__text) non-external __od_xpc_pipe.cold.1
00000001ecf5c4a8 (__DATA_DIRTY,__bss) non-external __od_xpc_pipe.once
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_feature_enabled_simple_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
00000001ea494330 (__DATA,__common) external __res
0000000180532f7c (__TEXT,__text) external __seterr_reply
000000018052012c (__TEXT,__text) external __si_disable_opendirectory
00000001ea494328 (__DATA,__common) non-external (was a private external) __si_opendirectory_disabled
0000000180533988 (__TEXT,__text) non-external (was a private external) __svcauth_null
0000000180533b18 (__TEXT,__text) non-external (was a private external) __svcauth_short
0000000180533990 (__TEXT,__text) non-external (was a private external) __svcauth_unix
000000018053a4a8 (__TEXT,__const) non-external __user_compat_prefix
0000000180511d4c (__TEXT,__text) non-external __xpc_query_key_id
0000000180522b1c (__TEXT,__text) non-external __xpc_query_key_int
0000000180517a80 (__TEXT,__text) non-external __xpc_query_key_string
000000018051839c (__TEXT,__text) non-external __xpc_query_key_uuid
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_bool (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_int64 (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
000000018052b1ec (__TEXT,__text) external __yp_dobind
00000001ea4942b4 (__DATA,__data) non-external __yp_dobind.pid
00000001ea494578 (__DATA,__common) non-external (was a private external) __yp_domain
000000018052b6dc (__TEXT,__text) non-external (was a private external) __yp_unbind
00000001ea494570 (__DATA,__common) non-external (was a private external) __ypbindlist
00000001ea4942b0 (__DATA,__data) non-external (was a private external) __yplib_timeout
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_with_reason (from libsystem_kernel)
                 (undefined) external _accept$NOCANCEL (from libsystem_kernel)
0000000180525d98 (__TEXT,__text) external _alias_endent
0000000180525cbc (__TEXT,__text) external _alias_getbyname
0000000180525d28 (__TEXT,__text) external _alias_getent
0000000180525d1c (__TEXT,__text) external _alias_setent
000000018053a3a0 (__TEXT,__const) non-external _align_64
000000018051b6ac (__TEXT,__text) non-external _append_addr
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asl_free (from libsystem_asl)
                 (undefined) external _asl_log (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asprintf (from libsystem_c)
                 (undefined) external _atoi (from libsystem_c)
00000001e61d20a8 (__DATA_CONST,__const) non-external _auth_errlist
00000001edc041a8 (__AUTH,__data) non-external _auth_unix_ops
000000018052c48c (__TEXT,__text) external _authnone_create
000000018052c5bc (__TEXT,__text) non-external _authnone_destroy
000000018052c57c (__TEXT,__text) non-external _authnone_marshal
00000001ea494858 (__DATA,__bss) non-external _authnone_private
000000018052c5b4 (__TEXT,__text) non-external _authnone_refresh
000000018052c5ac (__TEXT,__text) non-external _authnone_validate
000000018052c5a8 (__TEXT,__text) non-external _authnone_verf
000000018052c5c0 (__TEXT,__text) external _authunix_create
000000018052c7dc (__TEXT,__text) external _authunix_create_default
000000018052caa0 (__TEXT,__text) non-external _authunix_destroy
000000018052c898 (__TEXT,__text) non-external _authunix_marshal
000000018052c894 (__TEXT,__text) non-external _authunix_nextverf
000000018052c980 (__TEXT,__text) non-external _authunix_refresh
000000018052c8b8 (__TEXT,__text) non-external _authunix_validate
                 (undefined) external _bind (from libsystem_kernel)
000000018052ce3c (__TEXT,__text) external _bindresvport
000000018052cc3c (__TEXT,__text) external _bindresvport_sa
0000000180527420 (__TEXT,__text) external _bootparams_endent
000000018052740c (__TEXT,__text) external _bootparams_getbyname
0000000180527414 (__TEXT,__text) external _bootparams_getent
000000018052741c (__TEXT,__text) external _bootparams_setent
                 (undefined) external _bootstrap_look_up (from libxpc)
                 (undefined) external _bootstrap_look_up2 (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
