                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
000000018e62236c (__TEXT,__text) external __cg_jcopy_block_row
000000018e61c3a8 (__TEXT,__text) external __cg_jpeg_save_markers
000000018e62adc8 (__TEXT,__text) external __cg_jpeg_set_colorspace
000000018e62ab94 (__TEXT,__text) external __cg_jpeg_set_defaults
000000018e62aa48 (__TEXT,__text) external __cg_jpeg_set_linear_quality
000000018e61c704 (__TEXT,__text) external __cg_jpeg_set_marker_processor
000000018e62aaf0 (__TEXT,__text) external __cg_jpeg_set_quality
000000018e62b174 (__TEXT,__text) external __cg_jpeg_simple_progression
000000018e62a600 (__TEXT,__text) external __cg_jpeg_start_compress
000000018e63a02c (__TEXT,__text) external __cg_jpeg_start_decompress
000000018e63a43c (__TEXT,__text) external __cg_jpeg_start_output
000000018e635e38 (__TEXT,__text) external __cg_jpeg_std_error
000000018e61cf68 (__TEXT,__text) external __cg_jpeg_std_huff_table
000000018e63f84d (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_chrominance
000000018e63f79a (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_luminance
000000018e63f77d (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_chrominance
000000018e63f760 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_luminance
000000018e63f85e (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_chrominance
000000018e63f7ab (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
000000018e63f78e (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
000000018e63f771 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00000001d43802e8 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
000000018e63dc90 (__TEXT,__text) external __cg_jpeg_stdio_dest
000000018e61e86c (__TEXT,__text) external __cg_jpeg_stdio_src
000000018e634f48 (__TEXT,__text) external __cg_jpeg_suppress_tables
000000018e638968 (__TEXT,__text) external __cg_jpeg_write_coefficients
000000018e63522c (__TEXT,__text) external __cg_jpeg_write_m_byte
000000018e6351a0 (__TEXT,__text) external __cg_jpeg_write_m_header
000000018e6350fc (__TEXT,__text) external __cg_jpeg_write_marker
000000018e62a7b8 (__TEXT,__text) external __cg_jpeg_write_raw_data
000000018e62a6b0 (__TEXT,__text) external __cg_jpeg_write_scanlines
000000018e635238 (__TEXT,__text) external __cg_jpeg_write_tables
000000018e622300 (__TEXT,__text) external __cg_jround_up
000000018e621838 (__TEXT,__text) external __cg_switch_color_deconverter
000000018e63eb4c (__TEXT,__text) non-external _access_virt_barray
000000018e63e974 (__TEXT,__text) non-external _access_virt_sarray
000000018e63e540 (__TEXT,__text) non-external _alloc_barray
000000018e63d57c (__TEXT,__text) non-external _alloc_fs_workspace
000000018e63e338 (__TEXT,__text) non-external _alloc_large
000000018e63e448 (__TEXT,__text) non-external _alloc_sarray
000000018e63e184 (__TEXT,__text) non-external _alloc_small
000000018e61fbfc (__TEXT,__text) non-external _arith_decode
000000018e61e398 (__TEXT,__text) non-external _arith_encode
000000018e6405cc (__TEXT,__const) non-external _base_dither_matrix
000000018e64058c (__TEXT,__const) non-external _bmask
000000018e621508 (__TEXT,__text) non-external _build_ycc_rgb_table
                 (undefined) external _bzero (from libSystem)
000000018e61e854 (__TEXT,__text) non-external _close_backing_store
000000018e618b50 (__TEXT,__text) non-external _cmyk_ycck_convert
000000018e63d668 (__TEXT,__text) non-external _color_quantize
000000018e63d5f4 (__TEXT,__text) non-external _color_quantize3
000000018e621ac0 (__TEXT,__text) non-external _compress_data
000000018e621da8 (__TEXT,__text) non-external _compress_first_pass
000000018e6220e0 (__TEXT,__text) non-external _compress_output
000000018e638e40 (__TEXT,__text) non-external _compress_output
000000018e62b7fc (__TEXT,__text) non-external _consume_data
000000018e623704 (__TEXT,__text) non-external _consume_markers
000000018e63d43c (__TEXT,__text) non-external _create_colorindex
000000018e61f740 (__TEXT,__text) non-external _decode_mcu
000000018e637ffc (__TEXT,__text) non-external _decode_mcu
000000018e61f270 (__TEXT,__text) non-external _decode_mcu_AC_first
000000018e63709c (__TEXT,__text) non-external _decode_mcu_AC_first
000000018e61f568 (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018e6373f0 (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018e61f040 (__TEXT,__text) non-external _decode_mcu_DC_first
000000018e636e84 (__TEXT,__text) non-external _decode_mcu_DC_first
000000018e61f4b8 (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018e6372e4 (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018e637bd0 (__TEXT,__text) non-external _decode_mcu_sub
000000018e62ba28 (__TEXT,__text) non-external _decompress_data
000000018e62bc04 (__TEXT,__text) non-external _decompress_onepass
000000018e62bee0 (__TEXT,__text) non-external _decompress_smooth_data
000000018e63efe4 (__TEXT,__text) non-external _do_barray_io
000000018e63eedc (__TEXT,__text) non-external _do_sarray_io
000000018e62bbfc (__TEXT,__text) non-external _dummy_consume_data
000000018e63cb0c (__TEXT,__text) non-external _dump_buffer_e
000000018e63c8c0 (__TEXT,__text) non-external _emit_ac_symbol
000000018e63c9fc (__TEXT,__text) non-external _emit_buffered_bits
000000018e61e5b4 (__TEXT,__text) non-external _emit_byte
000000018e639c10 (__TEXT,__text) non-external _emit_byte
000000018e639f10 (__TEXT,__text) non-external _emit_dht
000000018e639c90 (__TEXT,__text) non-external _emit_dqt
000000018e63c3d8 (__TEXT,__text) non-external _emit_eobrun
000000018e635edc (__TEXT,__text) non-external _emit_message
000000018e61e2a0 (__TEXT,__text) non-external _emit_restart
000000018e63cd24 (__TEXT,__text) non-external _emit_restart_e
000000018e639dd4 (__TEXT,__text) non-external _emit_sof
000000018e63df70 (__TEXT,__text) non-external _empty_mem_output_buffer
000000018e63dd48 (__TEXT,__text) non-external _empty_output_buffer
000000018e61ddd8 (__TEXT,__text) non-external _encode_mcu
000000018e61d7d4 (__TEXT,__text) non-external _encode_mcu_AC_first
000000018e63adb4 (__TEXT,__text) non-external _encode_mcu_AC_first
000000018e61db7c (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018e63b1d0 (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018e61d58c (__TEXT,__text) non-external _encode_mcu_DC_first
000000018e63aa90 (__TEXT,__text) non-external _encode_mcu_DC_first
000000018e61dac4 (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018e63b048 (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018e63b558 (__TEXT,__text) non-external _encode_mcu_gather
000000018e63b7c8 (__TEXT,__text) non-external _encode_mcu_huff
000000018e635eac (__TEXT,__text) non-external _error_exit
000000018e61cb04 (__TEXT,__text) non-external _examine_app0
000000018e61cd84 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
000000018e6406f8 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
000000018e62b450 (__TEXT,__text) non-external _fill_dc_scans
000000018e61e940 (__TEXT,__text) non-external _fill_input_buffer
000000018e61a418 (__TEXT,__text) non-external _fill_inverse_cmap
000000018e61eb24 (__TEXT,__text) non-external _fill_mem_input_buffer
000000018e63f918 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
000000018e623fc0 (__TEXT,__text) non-external _finish_input_pass
000000018e62deec (__TEXT,__text) non-external _finish_output_pass
000000018e61d390 (__TEXT,__text) non-external _finish_pass
000000018e61f03c (__TEXT,__text) non-external _finish_pass
000000018e6198b4 (__TEXT,__text) non-external _finish_pass1
000000018e61a01c (__TEXT,__text) non-external _finish_pass2
000000018e63d424 (__TEXT,__text) non-external _finish_pass_1_quant
000000018e63a864 (__TEXT,__text) non-external _finish_pass_gather
000000018e636e58 (__TEXT,__text) non-external _finish_pass_huff
000000018e63a9b8 (__TEXT,__text) non-external _finish_pass_huff
000000018e62d1b0 (__TEXT,__text) non-external _finish_pass_master
000000018e6406e8 (__TEXT,__const) non-external _first_pool_slop
000000018e63cb60 (__TEXT,__text) non-external _flush_bits_e
000000018e63cc30 (__TEXT,__text) non-external _flush_bits_s
000000018e635ff4 (__TEXT,__text) non-external _format_message
000000018e620b0c (__TEXT,__text) non-external _forward_DCT
000000018e620c58 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000018e63ed28 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
000000018e635788 (__TEXT,__text) non-external _fullsize_downsample
000000018e6355dc (__TEXT,__text) non-external _fullsize_smooth_downsample
000000018e62e974 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
000000018e61fd64 (__TEXT,__text) non-external _get_byte
000000018e61c1fc (__TEXT,__text) non-external _get_interesting_appn
000000018e61c750 (__TEXT,__text) non-external _get_sof
000000018e6213f8 (__TEXT,__text) non-external _gray_rgb_convert
000000018e61878c (__TEXT,__text) non-external _grayscale_convert
000000018e6212c4 (__TEXT,__text) non-external _grayscale_convert
000000018e635820 (__TEXT,__text) non-external _h2v1_downsample
000000018e636668 (__TEXT,__text) non-external _h2v1_merged_upsample
000000018e62e97c (__TEXT,__text) non-external _h2v1_upsample
000000018e635bc8 (__TEXT,__text) non-external _h2v2_downsample
000000018e636450 (__TEXT,__text) non-external _h2v2_merged_upsample
000000018e635910 (__TEXT,__text) non-external _h2v2_smooth_downsample
000000018e62e9d0 (__TEXT,__text) non-external _h2v2_upsample
000000018e63dd08 (__TEXT,__text) non-external _init_destination
000000018e61977c (__TEXT,__text) non-external _init_error_limit
000000018e63df6c (__TEXT,__text) non-external _init_mem_destination
000000018e61eb20 (__TEXT,__text) non-external _init_mem_source
000000018e61e930 (__TEXT,__text) non-external _init_source
000000018e635ce0 (__TEXT,__text) non-external _int_downsample
000000018e62ea80 (__TEXT,__text) non-external _int_upsample
000000018e6222f0 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
000000018e61eb74 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
000000018e61d0e8 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
000000018e63f200 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
000000018e617dfc (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
000000018e623364 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
000000018e62a9e4 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
000000018e630518 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
000000018e6331fc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
000000018e6308cc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
000000018e630da8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
000000018e632f18 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
000000018e6311e8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
000000018e63176c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
000000018e632b88 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
000000018e631c4c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
000000018e632188 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
000000018e632780 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
000000018e630198 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
000000018e634dc8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
000000018e63398c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
000000018e630118 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
000000018e634ce4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
000000018e63001c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
000000018e634b70 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
000000018e633884 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
000000018e62fe54 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
000000018e634938 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
000000018e634628 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
000000018e62fcb0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
000000018e6342c0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
000000018e633728 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
000000018e62fae4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
000000018e633e88 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
000000018e62f7f4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
000000018e6339dc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
000000018e633474 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
000000018e6301d4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
000000018e6384b4 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
000000018e63c540 (__TEXT,__text) non-external _jpeg_gen_optimal_table
000000018e638600 (__TEXT,__text) non-external _jpeg_huff_decode
000000018e625424 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
000000018e6285e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
000000018e625840 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
000000018e625d2c (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
000000018e62826c (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
000000018e6261d8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
000000018e626774 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
000000018e627e20 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
000000018e626ca8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
000000018e627254 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
000000018e6278a8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
000000018e62a5ac (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
000000018e628ec4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
000000018e62a458 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
000000018e624e20 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
000000018e62a26c (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
000000018e628d88 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
000000018e629f28 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
000000018e629bf8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
000000018e624a4c (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
000000018e62986c (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
000000018e628bac (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
000000018e6247f8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
000000018e62941c (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
000000018e624484 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
000000018e628f14 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
000000018e628908 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
000000018e625058 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
000000018e63c100 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
000000018e637870 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
000000018e63de64 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
000000018e61ea58 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
000000018e63fefc (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
000000018e63fe98 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
000000018e63fe18 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
000000018e63fd74 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
000000018e63fca4 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
000000018e63fba0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
000000018e64048c (__TEXT,__const) non-external _jpeg_zigzag_order
000000018e640260 (__TEXT,__const) non-external _jpeg_zigzag_order2
000000018e640270 (__TEXT,__const) non-external _jpeg_zigzag_order3
000000018e640294 (__TEXT,__const) non-external _jpeg_zigzag_order4
000000018e6402d4 (__TEXT,__const) non-external _jpeg_zigzag_order5
000000018e640338 (__TEXT,__const) non-external _jpeg_zigzag_order6
000000018e6403c8 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
000000018e636614 (__TEXT,__text) non-external _merged_1v_upsample
000000018e636330 (__TEXT,__text) non-external _merged_2v_upsample
000000018e63d428 (__TEXT,__text) non-external _new_color_map_1_quant
000000018e61976c (__TEXT,__text) non-external _new_color_map_2_quant
000000018e61a9a8 (__TEXT,__text) non-external _next_marker
000000018e62e96c (__TEXT,__text) non-external _noop_upsample
000000018e618adc (__TEXT,__text) non-external _null_convert
000000018e6217c4 (__TEXT,__text) non-external _null_convert
000000018e618788 (__TEXT,__text) non-external _null_method
000000018e635f54 (__TEXT,__text) non-external _output_message
000000018e63a14c (__TEXT,__text) non-external _output_pass_setup
000000018e619c4c (__TEXT,__text) non-external _pass2_fs_dither
000000018e619f44 (__TEXT,__text) non-external _pass2_no_dither
000000018e62d160 (__TEXT,__text) non-external _pass_startup
000000018e62d3a8 (__TEXT,__text) non-external _per_scan_setup
000000018e62ed48 (__TEXT,__text) non-external _post_process_1pass
000000018e62eee0 (__TEXT,__text) non-external _post_process_2pass
000000018e62ede0 (__TEXT,__text) non-external _post_process_prepass
000000018e622868 (__TEXT,__text) non-external _pre_process_context
000000018e622ae4 (__TEXT,__text) non-external _pre_process_data
000000018e62dd28 (__TEXT,__text) non-external _prepare_for_output_pass
000000018e62cf68 (__TEXT,__text) non-external _prepare_for_pass
000000018e619834 (__TEXT,__text) non-external _prescan_quantize
000000018e62e260 (__TEXT,__text) non-external _process_data_context_main
000000018e62e5dc (__TEXT,__text) non-external _process_data_crank_post
000000018e6224bc (__TEXT,__text) non-external _process_data_simple_main
000000018e62e524 (__TEXT,__text) non-external _process_data_simple_main
000000018e61faec (__TEXT,__text) non-external _process_restart
000000018e63841c (__TEXT,__text) non-external _process_restart
000000018e63d6f8 (__TEXT,__text) non-external _quantize3_ord_dither
000000018e63d8bc (__TEXT,__text) non-external _quantize_fs_dither
000000018e63d7c8 (__TEXT,__text) non-external _quantize_ord_dither
000000018e61e6f4 (__TEXT,__text) non-external _read_backing_store
000000018e61aba4 (__TEXT,__text) non-external _read_markers
000000018e61c064 (__TEXT,__text) non-external _read_restart_marker
000000018e63e790 (__TEXT,__text) non-external _realize_virt_arrays
000000018e63e6e8 (__TEXT,__text) non-external _request_virt_barray
000000018e63e640 (__TEXT,__text) non-external _request_virt_sarray
000000018e6360c8 (__TEXT,__text) non-external _reset_error_mgr
000000018e623cbc (__TEXT,__text) non-external _reset_input_controller
000000018e61ab84 (__TEXT,__text) non-external _reset_marker_reader
000000018e621364 (__TEXT,__text) non-external _rgb1_gray_convert
000000018e62167c (__TEXT,__text) non-external _rgb1_rgb_convert
000000018e61892c (__TEXT,__text) non-external _rgb_convert
000000018e621610 (__TEXT,__text) non-external _rgb_convert
000000018e6188ac (__TEXT,__text) non-external _rgb_gray_convert
000000018e6212e0 (__TEXT,__text) non-external _rgb_gray_convert
000000018e618998 (__TEXT,__text) non-external _rgb_rgb1_convert
000000018e618a14 (__TEXT,__text) non-external _rgb_ycc_convert
000000018e6187e0 (__TEXT,__text) non-external _rgb_ycc_start
000000018e61c490 (__TEXT,__text) non-external _save_marker
000000018e6406cc (__TEXT,__const) non-external _select_ncolors.RGB_order
000000018e62d240 (__TEXT,__text) non-external _select_scan_parameters
000000018e63ee78 (__TEXT,__text) non-external _self_destruct
000000018e635538 (__TEXT,__text) non-external _sep_downsample
000000018e62e81c (__TEXT,__text) non-external _sep_upsample
000000018e61e9e0 (__TEXT,__text) non-external _skip_input_data
000000018e61c108 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
000000018e623d1c (__TEXT,__text) non-external _start_input_pass
000000018e62b684 (__TEXT,__text) non-external _start_input_pass
000000018e62b6c8 (__TEXT,__text) non-external _start_output_pass
000000018e618d28 (__TEXT,__text) non-external _start_pass
000000018e61d180 (__TEXT,__text) non-external _start_pass
000000018e61ec64 (__TEXT,__text) non-external _start_pass
000000018e63f640 (__TEXT,__const) non-external _start_pass.aanscalefactor
000000018e63f5c0 (__TEXT,__const) non-external _start_pass.aanscales
000000018e63d1a8 (__TEXT,__text) non-external _start_pass_1_quant
000000018e619604 (__TEXT,__text) non-external _start_pass_2_quant
000000018e6219a0 (__TEXT,__text) non-external _start_pass_coef
000000018e638db0 (__TEXT,__text) non-external _start_pass_coef
000000018e6212c0 (__TEXT,__text) non-external _start_pass_dcolor
000000018e635534 (__TEXT,__text) non-external _start_pass_downsample
000000018e62ec4c (__TEXT,__text) non-external _start_pass_dpost
000000018e620258 (__TEXT,__text) non-external _start_pass_fdctmgr
000000018e63f9c0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
000000018e63f940 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
000000018e63a5ec (__TEXT,__text) non-external _start_pass_huff
000000018e636868 (__TEXT,__text) non-external _start_pass_huff_decoder
000000018e622478 (__TEXT,__text) non-external _start_pass_main
000000018e62e104 (__TEXT,__text) non-external _start_pass_main
000000018e63631c (__TEXT,__text) non-external _start_pass_merged_upsample
000000018e622810 (__TEXT,__text) non-external _start_pass_prep
000000018e62e808 (__TEXT,__text) non-external _start_pass_upsample
000000018e6400f8 (__TEXT,__const) non-external _std_chrominance_quant_tbl
000000018e63fff8 (__TEXT,__const) non-external _std_luminance_quant_tbl
000000018e63ddac (__TEXT,__text) non-external _term_destination
000000018e63e018 (__TEXT,__text) non-external _term_mem_destination
000000018e61ea54 (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
000000018e61a020 (__TEXT,__text) non-external _update_box
000000018e62d794 (__TEXT,__text) non-external _use_merged_upsample
000000018e61e7a4 (__TEXT,__text) non-external _write_backing_store
000000018e6391b0 (__TEXT,__text) non-external _write_file_header
