                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff80ddc14eb (__TEXT,__text) external ___cmph_dump
00007ff80ddbc4dd (__TEXT,__text) external _brz_config_destroy
00007ff80ddbc467 (__TEXT,__text) external _brz_config_new
00007ff80ddbc60f (__TEXT,__text) external _brz_config_set_algo
00007ff80ddbc5f1 (__TEXT,__text) external _brz_config_set_b
00007ff80ddbc4fe (__TEXT,__text) external _brz_config_set_hashfuncs
00007ff80ddbc52a (__TEXT,__text) external _brz_config_set_memory_availability
00007ff80ddbc5d7 (__TEXT,__text) external _brz_config_set_mphf_fd
00007ff80ddc520c (__TEXT,__text) non-external _brz_config_set_mphf_fd.cold.1
00007ff80ddbc53e (__TEXT,__text) external _brz_config_set_tmp_dir
00007ff80ddbdae2 (__TEXT,__text) external _brz_destroy
00007ff80ddbd59d (__TEXT,__text) external _brz_dump
00007ff80ddbd646 (__TEXT,__text) external _brz_load
00007ff80ddc52b9 (__TEXT,__text) non-external _brz_load.cold.1
00007ff80ddbc626 (__TEXT,__text) external _brz_new
00007ff80ddc522d (__TEXT,__text) non-external _brz_new.cold.1
00007ff80ddc5250 (__TEXT,__text) non-external _brz_new.cold.2
00007ff80ddc5273 (__TEXT,__text) non-external _brz_new.cold.3
00007ff80ddc5296 (__TEXT,__text) non-external _brz_new.cold.4
00007ff80ddbdb89 (__TEXT,__text) external _brz_pack
00007ff80ddc52ff (__TEXT,__text) non-external _brz_pack.cold.1
00007ff80ddbdd3e (__TEXT,__text) external _brz_packed_size
00007ff80ddc5322 (__TEXT,__text) non-external _brz_packed_size.cold.1
00007ff80ddbd8fe (__TEXT,__text) external _brz_search
00007ff80ddc52dc (__TEXT,__text) non-external _brz_search.cold.1
00007ff80ddbde3a (__TEXT,__text) external _brz_search_packed
00007ff80ddc5345 (__TEXT,__text) non-external _brz_search_packed.cold.1
00007ff80ddbe358 (__TEXT,__text) external _buffer_entry_destroy
00007ff80ddbe1e1 (__TEXT,__text) external _buffer_entry_get_capacity
00007ff80ddbe308 (__TEXT,__text) non-external _buffer_entry_load
00007ff80ddbe182 (__TEXT,__text) external _buffer_entry_new
00007ff80ddbe1b3 (__TEXT,__text) external _buffer_entry_open
00007ff80ddbe1ea (__TEXT,__text) external _buffer_entry_read_key
00007ff80ddbe1d8 (__TEXT,__text) external _buffer_entry_set_capacity
00007ff80ddbe4c7 (__TEXT,__text) external _buffer_manager_destroy
00007ff80ddbe387 (__TEXT,__text) external _buffer_manager_new
00007ff80ddbe41f (__TEXT,__text) external _buffer_manager_open
00007ff80ddbe436 (__TEXT,__text) external _buffer_manager_read_key
                 (undefined) external _calloc (from libSystem)
00007ff80ddbe54d (__TEXT,__text) external _chd_config_destroy
00007ff80ddbe510 (__TEXT,__text) external _chd_config_new
00007ff80ddbe583 (__TEXT,__text) external _chd_config_set_b
00007ff80ddbe572 (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff80ddbe594 (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff80ddbe8a1 (__TEXT,__text) external _chd_destroy
00007ff80ddbe830 (__TEXT,__text) external _chd_dump
00007ff80ddbe790 (__TEXT,__text) external _chd_load
00007ff80ddbe5a5 (__TEXT,__text) external _chd_new
00007ff80ddbe905 (__TEXT,__text) external _chd_pack
00007ff80ddbe94b (__TEXT,__text) external _chd_packed_size
00007ff80ddbe9cb (__TEXT,__text) external _chd_ph_config_destroy
00007ff80ddbe990 (__TEXT,__text) external _chd_ph_config_new
00007ff80ddbea04 (__TEXT,__text) external _chd_ph_config_set_b
00007ff80ddc5368 (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff80ddbe9f1 (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff80ddbea2b (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff80ddc538b (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff80ddbf7f0 (__TEXT,__text) external _chd_ph_destroy
00007ff80ddbf706 (__TEXT,__text) external _chd_ph_dump
00007ff80ddbf5f5 (__TEXT,__text) external _chd_ph_load
00007ff80ddbea52 (__TEXT,__text) external _chd_ph_new
00007ff80ddc53ae (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff80ddbf8c6 (__TEXT,__text) external _chd_ph_pack
00007ff80ddbf924 (__TEXT,__text) external _chd_ph_packed_size
00007ff80ddbf82b (__TEXT,__text) external _chd_ph_search
00007ff80ddbf953 (__TEXT,__text) external _chd_ph_search_packed
00007ff80ddbe8d5 (__TEXT,__text) external _chd_search
00007ff80ddbe95f (__TEXT,__text) external _chd_search_packed
00007ff80ddc4765 (__TEXT,__text) external _check_primality
00007ff80ddbfbfc (__TEXT,__text) external _chm_config_destroy
00007ff80ddbfbd5 (__TEXT,__text) external _chm_config_new
00007ff80ddbfc0a (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff80ddc0409 (__TEXT,__text) external _chm_destroy
00007ff80ddc012d (__TEXT,__text) external _chm_dump
00007ff80ddc0255 (__TEXT,__text) external _chm_load
00007ff80ddbfc3d (__TEXT,__text) external _chm_new
00007ff80ddc53cf (__TEXT,__text) non-external _chm_new.cold.1
00007ff80ddc0456 (__TEXT,__text) external _chm_pack
00007ff80ddc0505 (__TEXT,__text) external _chm_packed_size
00007ff80ddc038a (__TEXT,__text) external _chm_search
00007ff80ddc0559 (__TEXT,__text) external _chm_search_packed
00007ff80ddc0059 (__TEXT,__text) non-external _chm_traverse
00007ff80ddc0e43 (__TEXT,__text) external _cmph_config_destroy
00007ff80ddc552b (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff80ddc0c28 (__TEXT,__text) external _cmph_config_new
00007ff80ddc54c2 (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff80ddc0c5d (__TEXT,__text) external _cmph_config_set_algo
00007ff80ddc54e5 (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff80ddc5508 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff80ddc0dc2 (__TEXT,__text) external _cmph_config_set_b
00007ff80ddc0f88 (__TEXT,__text) external _cmph_config_set_graphsize
00007ff80ddc0f0d (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff80ddc0e14 (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff80ddc0e32 (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff80ddc0db1 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff80ddc0da0 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff80ddc0f04 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff80ddc1281 (__TEXT,__text) external _cmph_destroy
00007ff80ddc55da (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff80ddc1094 (__TEXT,__text) external _cmph_dump
00007ff80ddc5571 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff8423f03d0 (__DATA,__data) external _cmph_hash_names
00007ff80ddc092d (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff80ddc0a36 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff80ddc0620 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff80ddc53f0 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff80ddc08c9 (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff80ddc08d3 (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff80ddc5413 (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff80ddc0923 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff80ddc0a55 (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff80ddc547c (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff80ddc549f (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff80ddc0b69 (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff80ddc0b88 (__TEXT,__text) external _cmph_io_vector_adapter
00007ff80ddc0c09 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff80ddc0959 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff80ddc5436 (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff80ddc5459 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff80ddc1114 (__TEXT,__text) external _cmph_load
00007ff80ddc5594 (__TEXT,__text) non-external _cmph_load.cold.1
00007ff8423f0380 (__DATA,__data) external _cmph_names
00007ff80ddc0f93 (__TEXT,__text) external _cmph_new
00007ff80ddc554e (__TEXT,__text) non-external _cmph_new.cold.1
00007ff80ddc1300 (__TEXT,__text) external _cmph_pack
00007ff80ddc55fd (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff80ddc1384 (__TEXT,__text) external _cmph_packed_size
00007ff80ddc5620 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff80ddc11f4 (__TEXT,__text) external _cmph_search
00007ff80ddc55b7 (__TEXT,__text) non-external _cmph_search.cold.1
00007ff80ddc1404 (__TEXT,__text) external _cmph_search_packed
00007ff80ddc5643 (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff80ddc1278 (__TEXT,__text) external _cmph_size
00007ff80ddc1666 (__TEXT,__text) external _compressed_rank_destroy
00007ff80ddc18ec (__TEXT,__text) external _compressed_rank_dump
00007ff80ddc1692 (__TEXT,__text) external _compressed_rank_generate
00007ff80ddc18c1 (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff80ddc163d (__TEXT,__text) external _compressed_rank_init
00007ff80ddc19d7 (__TEXT,__text) external _compressed_rank_load
00007ff80ddc1a5d (__TEXT,__text) external _compressed_rank_pack
00007ff80ddc1abc (__TEXT,__text) external _compressed_rank_packed_size
00007ff80ddc17df (__TEXT,__text) external _compressed_rank_query
00007ff80ddc1ae8 (__TEXT,__text) external _compressed_rank_query_packed
00007ff80ddc1c0e (__TEXT,__text) external _compressed_seq_destroy
00007ff80ddc2034 (__TEXT,__text) external _compressed_seq_dump
00007ff80ddc1c45 (__TEXT,__text) external _compressed_seq_generate
00007ff80ddc1eb4 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff80ddc1be0 (__TEXT,__text) external _compressed_seq_init
00007ff80ddc216a (__TEXT,__text) external _compressed_seq_load
00007ff80ddc223b (__TEXT,__text) external _compressed_seq_pack
00007ff80ddc229a (__TEXT,__text) external _compressed_seq_packed_size
00007ff80ddc1eec (__TEXT,__text) external _compressed_seq_query
00007ff80ddc5666 (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff80ddc22d1 (__TEXT,__text) external _compressed_seq_query_packed
00007ff80ddc3c0e (__TEXT,__text) non-external _cyclic_del_edge
00007ff80ddc3aba (__TEXT,__text) non-external _del_edge_point
00007ff80ddc59ed (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff80ddc370a (__TEXT,__text) external _fch_buckets_destroy
00007ff80ddc5906 (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff80ddc356b (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff80ddc58a3 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff80ddc58c4 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff80ddc34d1 (__TEXT,__text) external _fch_buckets_get_key
00007ff80ddc57d9 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff80ddc57fa (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff80ddc581b (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff80ddc3515 (__TEXT,__text) external _fch_buckets_get_keylength
00007ff80ddc583e (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff80ddc585f (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff80ddc5880 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff80ddc3559 (__TEXT,__text) external _fch_buckets_get_max_size
00007ff80ddc3562 (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff80ddc34a4 (__TEXT,__text) external _fch_buckets_get_size
00007ff80ddc5795 (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff80ddc57b6 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff80ddc33a6 (__TEXT,__text) external _fch_buckets_insert
00007ff80ddc570f (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff80ddc5730 (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff80ddc5751 (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff80ddc5772 (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff80ddc3373 (__TEXT,__text) external _fch_buckets_is_empty
00007ff80ddc56cb (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff80ddc56ec (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff80ddc32f9 (__TEXT,__text) external _fch_buckets_new
00007ff80ddc5689 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff80ddc56aa (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff80ddc3654 (__TEXT,__text) external _fch_buckets_print
00007ff80ddc58e5 (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff80ddc24d6 (__TEXT,__text) external _fch_calc_b
00007ff80ddc2527 (__TEXT,__text) external _fch_calc_p1
00007ff80ddc2542 (__TEXT,__text) external _fch_calc_p2
00007ff80ddc245f (__TEXT,__text) external _fch_config_destroy
00007ff80ddc2430 (__TEXT,__text) external _fch_config_new
00007ff80ddc246d (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff80ddc3048 (__TEXT,__text) external _fch_destroy
00007ff80ddc2ced (__TEXT,__text) external _fch_dump
00007ff80ddc2e2f (__TEXT,__text) external _fch_load
00007ff80ddc255d (__TEXT,__text) external _fch_new
00007ff80ddc3085 (__TEXT,__text) external _fch_pack
00007ff80ddc3178 (__TEXT,__text) external _fch_packed_size
00007ff80ddc2fa9 (__TEXT,__text) external _fch_search
00007ff80ddc31c5 (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff80ddc3f2d (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80ddc396d (__TEXT,__text) external _graph_add_edge
00007ff80ddc5927 (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff80ddc5948 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff80ddc5969 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff80ddc598a (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff80ddc3830 (__TEXT,__text) external _graph_clear_edges
00007ff80ddc3e2d (__TEXT,__text) external _graph_contains_edge
00007ff80ddc3a85 (__TEXT,__text) external _graph_del_edge
00007ff80ddc3887 (__TEXT,__text) external _graph_destroy
00007ff80ddc39e9 (__TEXT,__text) external _graph_edge_id
00007ff80ddc59ab (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff80ddc59cc (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff80ddc3b64 (__TEXT,__text) external _graph_is_cyclic
00007ff80ddc3ed7 (__TEXT,__text) external _graph_ncritical_nodes
00007ff80ddc3ee0 (__TEXT,__text) external _graph_neighbors_it
00007ff80ddc37b4 (__TEXT,__text) external _graph_new
00007ff80ddc3ef6 (__TEXT,__text) external _graph_next_neighbor
00007ff80ddc3ca1 (__TEXT,__text) external _graph_node_is_critical
00007ff80ddc3ccc (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff80ddc38c2 (__TEXT,__text) external _graph_print
00007ff80ddc3ec4 (__TEXT,__text) external _graph_vertex_id
00007ff80ddc3fe3 (__TEXT,__text) external _hash
00007ff80ddc5a31 (__TEXT,__text) non-external _hash.cold.1
00007ff80ddc41d4 (__TEXT,__text) external _hash_get_type
00007ff80ddc419d (__TEXT,__text) external _hash_packed
00007ff80ddc5b1c (__TEXT,__text) non-external _hash_packed.cold.1
00007ff80ddc40e3 (__TEXT,__text) external _hash_state_copy
00007ff80ddc5a94 (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff80ddc415c (__TEXT,__text) external _hash_state_destroy
00007ff80ddc5ab5 (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff80ddc4011 (__TEXT,__text) external _hash_state_dump
00007ff80ddc5a73 (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff80ddc410a (__TEXT,__text) external _hash_state_load
00007ff80ddc3fc3 (__TEXT,__text) external _hash_state_new
00007ff80ddc5a10 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff80ddc4172 (__TEXT,__text) external _hash_state_pack
00007ff80ddc5ad6 (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff80ddc4188 (__TEXT,__text) external _hash_state_packed_size
00007ff80ddc5af9 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff80ddc3ffb (__TEXT,__text) external _hash_vector
00007ff80ddc5a52 (__TEXT,__text) non-external _hash_vector.cold.1
00007ff80ddc41b8 (__TEXT,__text) external _hash_vector_packed
00007ff80ddc5b3f (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff80ddc4216 (__TEXT,__text) external _jenkins_hash
00007ff80ddc45c6 (__TEXT,__text) external _jenkins_hash_packed
00007ff80ddc4510 (__TEXT,__text) external _jenkins_hash_vector_
00007ff80ddc460a (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff80ddc4561 (__TEXT,__text) external _jenkins_state_copy
00007ff80ddc420c (__TEXT,__text) external _jenkins_state_destroy
00007ff80ddc451d (__TEXT,__text) external _jenkins_state_dump
00007ff80ddc4581 (__TEXT,__text) external _jenkins_state_load
00007ff80ddc41dc (__TEXT,__text) external _jenkins_state_new
00007ff80ddc45a6 (__TEXT,__text) external _jenkins_state_pack
00007ff80ddc45bb (__TEXT,__text) external _jenkins_state_packed_size
00007ff80ddc09b8 (__TEXT,__text) non-external _key_byte_vector_read
00007ff80ddc08b2 (__TEXT,__text) non-external _key_nlfile_dispose
00007ff80ddc0761 (__TEXT,__text) non-external _key_nlfile_read
00007ff80ddc08bf (__TEXT,__text) non-external _key_nlfile_rewind
00007ff80ddc0af7 (__TEXT,__text) non-external _key_struct_vector_read
00007ff80ddc0b5c (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff80ddc0a1c (__TEXT,__text) non-external _key_vector_dispose
00007ff80ddc0bb4 (__TEXT,__text) non-external _key_vector_read
00007ff80ddc0a29 (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff80ddc5ee0 (__TEXT,__const) non-external _lookup_table
00007ff80ddc464e (__TEXT,__text) external _lsmap_append
00007ff80ddc472f (__TEXT,__text) external _lsmap_destroy
00007ff80ddc46dc (__TEXT,__text) external _lsmap_foreach_key
00007ff80ddc4705 (__TEXT,__text) external _lsmap_foreach_value
00007ff80ddc4616 (__TEXT,__text) external _lsmap_new
00007ff80ddc469c (__TEXT,__text) external _lsmap_search
00007ff80ddc463d (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80ddc24a0 (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff80ddbfa23 (__TEXT,__text) non-external _place_bucket_probe
00007ff80ddc5ed8 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff80ddc6680 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
00007ff80ddc4991 (__TEXT,__text) external _select_destroy
00007ff80ddc4c0a (__TEXT,__text) external _select_dump
00007ff80ddc49ba (__TEXT,__text) external _select_generate
00007ff80ddc4973 (__TEXT,__text) external _select_get_space_usage
00007ff80ddc495f (__TEXT,__text) external _select_init
00007ff80ddc4cbf (__TEXT,__text) external _select_load
00007ff80ddc6780 (__TEXT,__const) non-external _select_lookup_table
00007ff80ddc4b9e (__TEXT,__text) external _select_next_query
00007ff80ddc4e7c (__TEXT,__text) external _select_next_query_packed
00007ff80ddc4d6d (__TEXT,__text) external _select_pack
00007ff80ddc4dcc (__TEXT,__text) external _select_packed_size
00007ff80ddc4b1f (__TEXT,__text) external _select_query
00007ff80ddc4deb (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff80ddc5eb8 (__TEXT,__const) non-external _valuemask
00007ff80ddc4fe8 (__TEXT,__text) external _vqueue_destroy
00007ff80ddc4f38 (__TEXT,__text) external _vqueue_insert
00007ff80ddc5b62 (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff80ddc4f27 (__TEXT,__text) external _vqueue_is_empty
00007ff80ddc4ee6 (__TEXT,__text) external _vqueue_new
00007ff80ddc4f86 (__TEXT,__text) external _vqueue_print
00007ff80ddc4f5f (__TEXT,__text) external _vqueue_remove
00007ff80ddc5b83 (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff80ddc5034 (__TEXT,__text) external _vstack_destroy
00007ff80ddc5bc5 (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff80ddc5139 (__TEXT,__text) external _vstack_empty
00007ff80ddc5ccd (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff80ddc5007 (__TEXT,__text) external _vstack_new
00007ff80ddc5ba4 (__TEXT,__text) non-external _vstack_new.cold.1
00007ff80ddc50ec (__TEXT,__text) external _vstack_pop
00007ff80ddc5c49 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff80ddc5c6a (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff80ddc5065 (__TEXT,__text) external _vstack_push
00007ff80ddc5be6 (__TEXT,__text) non-external _vstack_push.cold.1
00007ff80ddc5098 (__TEXT,__text) external _vstack_reserve
00007ff80ddc5c07 (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff80ddc5c28 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff80ddc5155 (__TEXT,__text) external _vstack_size
00007ff80ddc510f (__TEXT,__text) external _vstack_top
00007ff80ddc5c8b (__TEXT,__text) non-external _vstack_top.cold.1
00007ff80ddc5cac (__TEXT,__text) non-external _vstack_top.cold.2
