                 (undefined) external _XML_ErrorString (from libexpat)
                 (undefined) external _XML_GetErrorCode (from libexpat)
                 (undefined) external _XML_Parse (from libexpat)
                 (undefined) external _XML_ParserCreate (from libexpat)
                 (undefined) external _XML_ParserFree (from libexpat)
                 (undefined) external _XML_SetCharacterDataHandler (from libexpat)
                 (undefined) external _XML_SetElementHandler (from libexpat)
                 (undefined) external _XML_SetEntityDeclHandler (from libexpat)
                 (undefined) external _XML_SetUserData (from libexpat)
                 (undefined) external _XML_StopParser (from libexpat)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcat_chk (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
0000000268228dec (__TEXT,__text) external __crypt_blowfish_rn
00000002860b5ea8 (__AUTH_CONST,__const) external _apr_bucket_type_heap
00000002860b5f88 (__AUTH_CONST,__const) external _apr_bucket_type_immortal
00000002860b5ee0 (__AUTH_CONST,__const) external _apr_bucket_type_mmap
00000002860b5f18 (__AUTH_CONST,__const) external _apr_bucket_type_pipe
00000002860b5f50 (__AUTH_CONST,__const) external _apr_bucket_type_pool
00000002860b5ff8 (__AUTH_CONST,__const) external _apr_bucket_type_socket
00000002860b5fc0 (__AUTH_CONST,__const) external _apr_bucket_type_transient
                 (undefined) external _apr_cpystrn (from libapr-1)
000000028124b8b8 (__DATA,__common) external _apr_current_hooking_module
00000002682311bc (__TEXT,__text) external _apr_date_checkmask
00000002682312e4 (__TEXT,__text) external _apr_date_parse_http
00000002682316a4 (__TEXT,__text) external _apr_date_parse_rfc
000000026822ba18 (__TEXT,__text) external _apr_dbd_check_conn
000000026822ba38 (__TEXT,__text) external _apr_dbd_close
000000026822c168 (__TEXT,__text) external _apr_dbd_datum_get
000000026822ba28 (__TEXT,__text) external _apr_dbd_error
000000026822bbcc (__TEXT,__text) external _apr_dbd_escape
000000026822b930 (__TEXT,__text) external _apr_dbd_get_driver
000000026822bbac (__TEXT,__text) external _apr_dbd_get_entry
000000026822bbbc (__TEXT,__text) external _apr_dbd_get_name
000000026822bb94 (__TEXT,__text) external _apr_dbd_get_row
000000026822b80c (__TEXT,__text) external _apr_dbd_init
000000026822b7f4 (__TEXT,__text) external _apr_dbd_mutex_lock
000000026822b800 (__TEXT,__text) external _apr_dbd_mutex_unlock
000000026822bb24 (__TEXT,__text) external _apr_dbd_name
000000026822bb2c (__TEXT,__text) external _apr_dbd_native_handle
000000026822bb7c (__TEXT,__text) external _apr_dbd_num_cols
000000026822bb88 (__TEXT,__text) external _apr_dbd_num_tuples
000000026822ba44 (__TEXT,__text) external _apr_dbd_open
000000026822b974 (__TEXT,__text) external _apr_dbd_open_ex
000000026822c0a0 (__TEXT,__text) external _apr_dbd_pbquery
000000026822c0bc (__TEXT,__text) external _apr_dbd_pbselect
000000026822bfd8 (__TEXT,__text) external _apr_dbd_pquery
000000026822bbe0 (__TEXT,__text) external _apr_dbd_prepare
000000026822bff4 (__TEXT,__text) external _apr_dbd_pselect
000000026822c0dc (__TEXT,__text) external _apr_dbd_pvbquery
000000026822c120 (__TEXT,__text) external _apr_dbd_pvbselect
000000026822c014 (__TEXT,__text) external _apr_dbd_pvquery
000000026822c058 (__TEXT,__text) external _apr_dbd_pvselect
000000026822bb4c (__TEXT,__text) external _apr_dbd_query
000000026822bb60 (__TEXT,__text) external _apr_dbd_select
000000026822bb38 (__TEXT,__text) external _apr_dbd_set_dbname
00000002860b6088 (__AUTH_CONST,__const) external _apr_dbd_sqlite3_driver
000000026822babc (__TEXT,__text) external _apr_dbd_transaction_end
000000026822bb08 (__TEXT,__text) external _apr_dbd_transaction_mode_get
000000026822bb14 (__TEXT,__text) external _apr_dbd_transaction_mode_set
000000026822ba4c (__TEXT,__text) external _apr_dbd_transaction_start
000000026822c348 (__TEXT,__text) external _apr_dbm_close
000000026822c36c (__TEXT,__text) external _apr_dbm_delete
000000026822c378 (__TEXT,__text) external _apr_dbm_exists
000000026822c354 (__TEXT,__text) external _apr_dbm_fetch
000000026822c384 (__TEXT,__text) external _apr_dbm_firstkey
000000026822c39c (__TEXT,__text) external _apr_dbm_freedatum
000000026822c46c (__TEXT,__text) external _apr_dbm_get_usednames
000000026822c3f4 (__TEXT,__text) external _apr_dbm_get_usednames_ex
000000026822c3a8 (__TEXT,__text) external _apr_dbm_geterror
000000026822c390 (__TEXT,__text) external _apr_dbm_nextkey
000000026822c2a4 (__TEXT,__text) external _apr_dbm_open
000000026822c180 (__TEXT,__text) external _apr_dbm_open_ex
000000026822c360 (__TEXT,__text) external _apr_dbm_store
00000002860b6030 (__AUTH_CONST,__const) external _apr_dbm_type_sdbm
000000028124b8b0 (__DATA,__common) external _apr_debug_module_hooks
000000026822e4f8 (__TEXT,__text) external _apr_dynamic_fn_register
000000026822e49c (__TEXT,__text) external _apr_dynamic_fn_retrieve
                 (undefined) external _apr_file_close (from libapr-1)
                 (undefined) external _apr_file_flags_get (from libapr-1)
                 (undefined) external _apr_file_info_get (from libapr-1)
                 (undefined) external _apr_file_lock (from libapr-1)
                 (undefined) external _apr_file_name_get (from libapr-1)
                 (undefined) external _apr_file_open (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_get (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_set (from libapr-1)
                 (undefined) external _apr_file_pool_get (from libapr-1)
                 (undefined) external _apr_file_read (from libapr-1)
                 (undefined) external _apr_file_read_full (from libapr-1)
                 (undefined) external _apr_file_seek (from libapr-1)
                 (undefined) external _apr_file_setaside (from libapr-1)
                 (undefined) external _apr_file_unlock (from libapr-1)
                 (undefined) external _apr_file_write_full (from libapr-1)
                 (undefined) external _apr_generate_random_bytes (from libapr-1)
000000028124b8a8 (__DATA,__common) external _apr_global_hook_pool
                 (undefined) external _apr_hash_count (from libapr-1)
                 (undefined) external _apr_hash_first (from libapr-1)
                 (undefined) external _apr_hash_get (from libapr-1)
                 (undefined) external _apr_hash_make (from libapr-1)
                 (undefined) external _apr_hash_next (from libapr-1)
                 (undefined) external _apr_hash_set (from libapr-1)
                 (undefined) external _apr_hash_this (from libapr-1)
000000028124b8a0 (__DATA,__common) external _apr_hook_debug_current
000000028124b898 (__DATA,__common) external _apr_hook_debug_enabled
000000026822e214 (__TEXT,__text) external _apr_hook_debug_show
000000026822e1c8 (__TEXT,__text) external _apr_hook_deregister_all
000000028124b890 (__DATA,__common) external _apr_hook_global_pool
000000026822dd38 (__TEXT,__text) external _apr_hook_sort_all
000000026822dce0 (__TEXT,__text) external _apr_hook_sort_register
0000000268237f1c (__TEXT,__text) external _apr_ldap_get_option
0000000268237edc (__TEXT,__text) external _apr_ldap_info
0000000268237e20 (__TEXT,__text) external _apr_ldap_init
000000026822e57c (__TEXT,__text) external _apr_ldap_is_ldap_url
000000026822e6e8 (__TEXT,__text) external _apr_ldap_is_ldapi_url
000000026822e698 (__TEXT,__text) external _apr_ldap_is_ldaps_url
00000002682382e8 (__TEXT,__text) external _apr_ldap_rebind_add
0000000268238254 (__TEXT,__text) external _apr_ldap_rebind_init
00000002682383e0 (__TEXT,__text) external _apr_ldap_rebind_remove
0000000268237fac (__TEXT,__text) external _apr_ldap_set_option
0000000268237e18 (__TEXT,__text) external _apr_ldap_ssl_deinit
0000000268237d4c (__TEXT,__text) external _apr_ldap_ssl_init
000000026822ede4 (__TEXT,__text) external _apr_ldap_url_parse
000000026822e738 (__TEXT,__text) external _apr_ldap_url_parse_ext
00000002682266f0 (__TEXT,__text) external _apr_md4
0000000268226604 (__TEXT,__text) external _apr_md4_final
0000000268225da0 (__TEXT,__text) external _apr_md4_init
0000000268225dbc (__TEXT,__text) external _apr_md4_set_xlate
0000000268225e14 (__TEXT,__text) external _apr_md4_update
0000000268226aac (__TEXT,__text) external _apr_md5
0000000268226b38 (__TEXT,__text) external _apr_md5_encode
00000002682269b8 (__TEXT,__text) external _apr_md5_final
0000000268226778 (__TEXT,__text) external _apr_md5_init
0000000268226794 (__TEXT,__text) external _apr_md5_set_xlate
00000002682267ec (__TEXT,__text) external _apr_md5_update
000000026822f750 (__TEXT,__text) external _apr_memcache_add
00000002682301c0 (__TEXT,__text) external _apr_memcache_add_multget_key
000000026822ee38 (__TEXT,__text) external _apr_memcache_add_server
000000026822f3d8 (__TEXT,__text) external _apr_memcache_create
000000026823005c (__TEXT,__text) external _apr_memcache_decr
000000026822fc58 (__TEXT,__text) external _apr_memcache_delete
000000026822f0bc (__TEXT,__text) external _apr_memcache_disable_server
000000026822f0a8 (__TEXT,__text) external _apr_memcache_enable_server
000000026822f034 (__TEXT,__text) external _apr_memcache_find_server
000000026822ee70 (__TEXT,__text) external _apr_memcache_find_server_hash
000000026822ee8c (__TEXT,__text) external _apr_memcache_find_server_hash_default
000000026822f798 (__TEXT,__text) external _apr_memcache_getp
000000026822f4d8 (__TEXT,__text) external _apr_memcache_hash
000000026822f444 (__TEXT,__text) external _apr_memcache_hash_crc32
000000026822f48c (__TEXT,__text) external _apr_memcache_hash_default
000000026822fe40 (__TEXT,__text) external _apr_memcache_incr
0000000268230274 (__TEXT,__text) external _apr_memcache_multgetp
000000026822f774 (__TEXT,__text) external _apr_memcache_replace
000000026822f100 (__TEXT,__text) external _apr_memcache_server_create
000000026822f534 (__TEXT,__text) external _apr_memcache_set
0000000268230b00 (__TEXT,__text) external _apr_memcache_stats
0000000268230074 (__TEXT,__text) external _apr_memcache_version
                 (undefined) external _apr_mmap_create (from libapr-1)
                 (undefined) external _apr_mmap_delete (from libapr-1)
                 (undefined) external _apr_mmap_dup (from libapr-1)
                 (undefined) external _apr_mmap_offset (from libapr-1)
000000026822e378 (__TEXT,__text) external _apr_optional_hook_add
000000026822e328 (__TEXT,__text) external _apr_optional_hook_get
                 (undefined) external _apr_os_default_encoding (from libapr-1)
                 (undefined) external _apr_os_locale_encoding (from libapr-1)
                 (undefined) external _apr_os_thread_current (from libapr-1)
                 (undefined) external _apr_os_thread_equal (from libapr-1)
                 (undefined) external _apr_os_thread_get (from libapr-1)
                 (undefined) external _apr_os_uuid_get (from libapr-1)
                 (undefined) external _apr_palloc (from libapr-1)
0000000268227b28 (__TEXT,__text) external _apr_password_validate
                 (undefined) external _apr_pollset_add (from libapr-1)
                 (undefined) external _apr_pollset_create (from libapr-1)
                 (undefined) external _apr_pollset_destroy (from libapr-1)
                 (undefined) external _apr_pollset_poll (from libapr-1)
                 (undefined) external _apr_pollset_remove (from libapr-1)
                 (undefined) external _apr_pool_abort_get (from libapr-1)
                 (undefined) external _apr_pool_allocator_get (from libapr-1)
                 (undefined) external _apr_pool_cleanup_kill (from libapr-1)
                 (undefined) external _apr_pool_cleanup_null (from libapr-1)
                 (undefined) external _apr_pool_cleanup_register (from libapr-1)
                 (undefined) external _apr_pool_cleanup_run (from libapr-1)
                 (undefined) external _apr_pool_clear (from libapr-1)
                 (undefined) external _apr_pool_create_ex (from libapr-1)
                 (undefined) external _apr_pool_destroy (from libapr-1)
                 (undefined) external _apr_pool_is_ancestor (from libapr-1)
                 (undefined) external _apr_pool_parent_get (from libapr-1)
                 (undefined) external _apr_pool_pre_cleanup_register (from libapr-1)
000000026822c4fc (__TEXT,__text) external _apr_posix_perms2mode
                 (undefined) external _apr_proc_mutex_lock (from libapr-1)
                 (undefined) external _apr_proc_mutex_unlock (from libapr-1)
                 (undefined) external _apr_psprintf (from libapr-1)
                 (undefined) external _apr_pstrcat (from libapr-1)
                 (undefined) external _apr_pstrdup (from libapr-1)
                 (undefined) external _apr_pstrmemdup (from libapr-1)
                 (undefined) external _apr_pstrndup (from libapr-1)
0000000268231ee4 (__TEXT,__text) external _apr_queue_create
0000000268232440 (__TEXT,__text) external _apr_queue_interrupt_all
0000000268232228 (__TEXT,__text) external _apr_queue_pop
0000000268232004 (__TEXT,__text) external _apr_queue_push
0000000268232220 (__TEXT,__text) external _apr_queue_size
000000026823249c (__TEXT,__text) external _apr_queue_term
0000000268232360 (__TEXT,__text) external _apr_queue_trypop
0000000268232144 (__TEXT,__text) external _apr_queue_trypush
000000026823290c (__TEXT,__text) external _apr_reslist_acquire
0000000268232bc0 (__TEXT,__text) external _apr_reslist_acquired_count
0000000268232c5c (__TEXT,__text) external _apr_reslist_cleanup_order_set
000000026823269c (__TEXT,__text) external _apr_reslist_create
00000002682328f0 (__TEXT,__text) external _apr_reslist_destroy
0000000268232bfc (__TEXT,__text) external _apr_reslist_invalidate
00000002682324fc (__TEXT,__text) external _apr_reslist_maintain
0000000268232ac8 (__TEXT,__text) external _apr_reslist_release
0000000268232bb8 (__TEXT,__text) external _apr_reslist_timeout_set
0000000268233600 (__TEXT,__text) external _apr_rmm_addr_get
0000000268233050 (__TEXT,__text) external _apr_rmm_attach
0000000268233418 (__TEXT,__text) external _apr_rmm_calloc
0000000268232eec (__TEXT,__text) external _apr_rmm_destroy
00000002682330dc (__TEXT,__text) external _apr_rmm_detach
000000026823360c (__TEXT,__text) external _apr_rmm_free
0000000268232d0c (__TEXT,__text) external _apr_rmm_init
00000002682330e4 (__TEXT,__text) external _apr_rmm_malloc
00000002682335f4 (__TEXT,__text) external _apr_rmm_offset_get
00000002682337e8 (__TEXT,__text) external _apr_rmm_overhead_get
0000000268233530 (__TEXT,__text) external _apr_rmm_realloc
000000026822ca80 (__TEXT,__text) external _apr_sdbm_close
000000026822cd10 (__TEXT,__text) external _apr_sdbm_delete
000000026822caec (__TEXT,__text) external _apr_sdbm_fetch
000000026822d194 (__TEXT,__text) external _apr_sdbm_firstkey
000000026822d410 (__TEXT,__text) external _apr_sdbm_lock
000000026822d27c (__TEXT,__text) external _apr_sdbm_nextkey
000000026822c8c4 (__TEXT,__text) external _apr_sdbm_open
000000026822cdd4 (__TEXT,__text) external _apr_sdbm_rdonly
000000026822ce3c (__TEXT,__text) external _apr_sdbm_store
000000026822d528 (__TEXT,__text) external _apr_sdbm_unlock
0000000268228cd0 (__TEXT,__text) external _apr_sha1_base64
0000000268228bac (__TEXT,__text) external _apr_sha1_final
0000000268227d50 (__TEXT,__text) external _apr_sha1_init
0000000268228ba8 (__TEXT,__text) external _apr_sha1_update
0000000268227d74 (__TEXT,__text) external _apr_sha1_update_binary
                 (undefined) external _apr_sleep (from libapr-1)
                 (undefined) external _apr_snprintf (from libapr-1)
                 (undefined) external _apr_sockaddr_info_get (from libapr-1)
                 (undefined) external _apr_socket_close (from libapr-1)
                 (undefined) external _apr_socket_connect (from libapr-1)
                 (undefined) external _apr_socket_create (from libapr-1)
                 (undefined) external _apr_socket_recv (from libapr-1)
                 (undefined) external _apr_socket_sendv (from libapr-1)
                 (undefined) external _apr_socket_timeout_get (from libapr-1)
                 (undefined) external _apr_socket_timeout_set (from libapr-1)
00000002682348a4 (__TEXT,__text) external _apr_strmatch_precompile
                 (undefined) external _apr_strtok (from libapr-1)
0000000268235f88 (__TEXT,__text) external _apr_text_append
                 (undefined) external _apr_thread_cond_broadcast (from libapr-1)
                 (undefined) external _apr_thread_cond_create (from libapr-1)
                 (undefined) external _apr_thread_cond_destroy (from libapr-1)
                 (undefined) external _apr_thread_cond_signal (from libapr-1)
                 (undefined) external _apr_thread_cond_timedwait (from libapr-1)
                 (undefined) external _apr_thread_cond_wait (from libapr-1)
                 (undefined) external _apr_thread_create (from libapr-1)
                 (undefined) external _apr_thread_data_get (from libapr-1)
                 (undefined) external _apr_thread_data_set (from libapr-1)
                 (undefined) external _apr_thread_detach (from libapr-1)
                 (undefined) external _apr_thread_exit (from libapr-1)
                 (undefined) external _apr_thread_join (from libapr-1)
                 (undefined) external _apr_thread_mutex_create (from libapr-1)
                 (undefined) external _apr_thread_mutex_destroy (from libapr-1)
                 (undefined) external _apr_thread_mutex_lock (from libapr-1)
                 (undefined) external _apr_thread_mutex_unlock (from libapr-1)
0000000268234394 (__TEXT,__text) external _apr_thread_pool_busy_count
00000002682337f8 (__TEXT,__text) external _apr_thread_pool_create
0000000268233dd8 (__TEXT,__text) external _apr_thread_pool_destroy
00000002682343a4 (__TEXT,__text) external _apr_thread_pool_idle_count
00000002682343cc (__TEXT,__text) external _apr_thread_pool_idle_max_get
00000002682343dc (__TEXT,__text) external _apr_thread_pool_idle_max_set
00000002682343d4 (__TEXT,__text) external _apr_thread_pool_idle_wait_get
00000002682344ac (__TEXT,__text) external _apr_thread_pool_idle_wait_set
0000000268233df8 (__TEXT,__text) external _apr_thread_pool_push
0000000268234064 (__TEXT,__text) external _apr_thread_pool_schedule
0000000268234384 (__TEXT,__text) external _apr_thread_pool_scheduled_tasks_count
0000000268234568 (__TEXT,__text) external _apr_thread_pool_task_owner_get
00000002682341bc (__TEXT,__text) external _apr_thread_pool_tasks_cancel
000000026823437c (__TEXT,__text) external _apr_thread_pool_tasks_count
00000002682343b4 (__TEXT,__text) external _apr_thread_pool_tasks_high_count
00000002682343ac (__TEXT,__text) external _apr_thread_pool_tasks_run_count
00000002682344bc (__TEXT,__text) external _apr_thread_pool_thread_max_get
00000002682344c4 (__TEXT,__text) external _apr_thread_pool_thread_max_set
000000026823438c (__TEXT,__text) external _apr_thread_pool_threads_count
00000002682343bc (__TEXT,__text) external _apr_thread_pool_threads_high_count
00000002682343c4 (__TEXT,__text) external _apr_thread_pool_threads_idle_timeout_count
0000000268234550 (__TEXT,__text) external _apr_thread_pool_threshold_get
0000000268234558 (__TEXT,__text) external _apr_thread_pool_threshold_set
00000002682341b0 (__TEXT,__text) external _apr_thread_pool_top
                 (undefined) external _apr_thread_rwlock_rdlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_unlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_wrlock (from libapr-1)
                 (undefined) external _apr_time_exp_get (from libapr-1)
                 (undefined) external _apr_time_exp_gmt_get (from libapr-1)
                 (undefined) external _apr_time_now (from libapr-1)
0000000268234ddc (__TEXT,__text) external _apr_uri_parse
00000002682351ec (__TEXT,__text) external _apr_uri_parse_hostinfo
0000000268234b38 (__TEXT,__text) external _apr_uri_port_of_scheme
0000000268234b90 (__TEXT,__text) external _apr_uri_unparse
000000026822b36c (__TEXT,__text) external _apr_uuid_format
000000026822b1f8 (__TEXT,__text) external _apr_uuid_get
000000026822b3f4 (__TEXT,__text) external _apr_uuid_parse
                 (undefined) external _apr_vformatter (from libapr-1)
00000002682356f8 (__TEXT,__text) external _apr_xlate_close
0000000268235600 (__TEXT,__text) external _apr_xlate_conv_buffer
00000002682356e0 (__TEXT,__text) external _apr_xlate_conv_byte
00000002682352f4 (__TEXT,__text) external _apr_xlate_open
00000002682355e8 (__TEXT,__text) external _apr_xlate_sb_get
0000000268236944 (__TEXT,__text) external _apr_xml_empty_elem
0000000268235848 (__TEXT,__text) external _apr_xml_insert_uri
0000000268235ec8 (__TEXT,__text) external _apr_xml_parse_file
0000000268235714 (__TEXT,__text) external _apr_xml_parser_create
0000000268235d74 (__TEXT,__text) external _apr_xml_parser_done
0000000268235d08 (__TEXT,__text) external _apr_xml_parser_feed
0000000268235df0 (__TEXT,__text) external _apr_xml_parser_geterror
0000000268236104 (__TEXT,__text) external _apr_xml_quote_elem
0000000268235fe0 (__TEXT,__text) external _apr_xml_quote_string
00000002682361b8 (__TEXT,__text) external _apr_xml_to_text
000000026822d9a4 (__TEXT,__text) external _apu__sdbm_chkpage
000000026822d7bc (__TEXT,__text) external _apu__sdbm_delpair
000000026822d72c (__TEXT,__text) external _apu__sdbm_duppair
000000026822d564 (__TEXT,__text) external _apu__sdbm_fitpair
000000026822d76c (__TEXT,__text) external _apu__sdbm_getnkey
000000026822d620 (__TEXT,__text) external _apu__sdbm_getpair
000000026822d354 (__TEXT,__text) external _apu__sdbm_hash
000000026823b2a0 (__TEXT,__const) external _apu__sdbm_nullitem
000000026822d594 (__TEXT,__text) external _apu__sdbm_putpair
000000026822d898 (__TEXT,__text) external _apu__sdbm_splpage
0000000268234888 (__TEXT,__text) external _apu_version
0000000268234898 (__TEXT,__text) external _apu_version_string
                 (undefined) external _atof (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _crypt (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _iconv (from libiconv)
                 (undefined) external _iconv_close (from libiconv)
                 (undefined) external _iconv_open (from libiconv)
                 (undefined) external _ldap_bind_s (from LDAP)
                 (undefined) external _ldap_err2string (from LDAP)
                 (undefined) external _ldap_get_option (from LDAP)
                 (undefined) external _ldap_init (from LDAP)
                 (undefined) external _ldap_set_option (from LDAP)
                 (undefined) external _ldap_set_rebind_proc (from LDAP)
                 (undefined) external _ldap_start_tls_s (from LDAP)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sqlite3_bind_blob (from libsqlite3)
                 (undefined) external _sqlite3_bind_double (from libsqlite3)
                 (undefined) external _sqlite3_bind_int (from libsqlite3)
                 (undefined) external _sqlite3_bind_int64 (from libsqlite3)
                 (undefined) external _sqlite3_bind_null (from libsqlite3)
