00007ff816abde50 (__TEXT,__gcc_except_tab) non-external GCC_except_table1237
00007ff816abde68 (__TEXT,__gcc_except_tab) non-external GCC_except_table2521
00007ff816aa145f (__TEXT,__text) non-external _BestLanguageDictionaryEqualCallBack
00007ff816aa152e (__TEXT,__text) non-external _BestLanguageDictionaryHashCallBack
00007ff8168bbadc (__TEXT,__text) non-external _BulkPayloadIterator_Step
00007ff816a43244 (__TEXT,__text) non-external _BulkPositionIterator_Step
00007ff816a4678c (__TEXT,__text) non-external _BulkPositionIterator_Step_Live
00007ff816a43073 (__TEXT,__text) non-external _BulkPositionIterator_Sync
00007ff816a4c433 (__TEXT,__text) non-external _BulkPullback
                 (undefined) external _CFBitVectorGetBitAtIndex (from CoreFoundation)
                 (undefined) external _CFBitVectorGetBits (from CoreFoundation)
                 (undefined) external _CFBitVectorGetCountOfBit (from CoreFoundation)
                 (undefined) external _CFBitVectorGetFirstIndexOfBit (from CoreFoundation)
                 (undefined) external _CFBitVectorSetAllBits (from CoreFoundation)
                 (undefined) external _CFBitVectorSetBitAtIndex (from CoreFoundation)
                 (undefined) external _CFBitVectorSetBits (from CoreFoundation)
                 (undefined) external _CFBitVectorSetCount (from CoreFoundation)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFBundleCopyLocalizationsForPreferences (from CoreFoundation)
                 (undefined) external _CFBundleGetBundleWithIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetValueForInfoDictionaryKey (from CoreFoundation)
                 (undefined) external _CFCalendarComposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarCreateWithIdentifier (from CoreFoundation)
                 (undefined) external _CFCalendarDecomposeAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFCalendarGetOrdinalityOfUnit (from CoreFoundation)
                 (undefined) external _CFCalendarSetTimeZone (from CoreFoundation)
                 (undefined) external _CFCharacterSetAddCharactersInRange (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateWithCharactersInString (from CoreFoundation)
                 (undefined) external _CFCharacterSetGetPredefined (from CoreFoundation)
                 (undefined) external _CFCharacterSetInvert (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsLongCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetUnion (from CoreFoundation)
                 (undefined) external _CFCopyDescription (from CoreFoundation)
                 (undefined) external _CFCopyHomeDirectoryURLForUser (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateCompare (from CoreFoundation)
                 (undefined) external _CFDateCreate (from CoreFoundation)
                 (undefined) external _CFDateGetAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetKeysAndValues (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFHash (from CoreFoundation)
                 (undefined) external _CFLocaleCopyPreferredLanguages (from CoreFoundation)
                 (undefined) external _CFLocaleCreate (from CoreFoundation)
                 (undefined) external _CFLocaleCreateCanonicalLanguageIdentifierFromString (from CoreFoundation)
                 (undefined) external _CFLog (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNullGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetType (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFNumberIsFloatType (from CoreFoundation)
                 (undefined) external _CFPreferencesAddSuitePreferencesToApp (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithData (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetApplyFunction (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValue (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableWithExternalCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharacters (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringDelete (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringFindWithOptions (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeOfFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetRangeOfComposedCharactersAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringHasSuffix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringNormalize (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopyDefault (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopySystem (from CoreFoundation)
                 (undefined) external _CFTimeZoneCreateWithTimeIntervalFromGMT (from CoreFoundation)
                 (undefined) external _CFURLCopyAbsoluteURL (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateFromFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLGetString (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromString (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromUUIDBytes (from CoreFoundation)
                 (undefined) external _CFUUIDGetUUIDBytes (from CoreFoundation)
00007ff8168fa139 (__TEXT,__text) non-external _CICleanUpClearItem
00007ff8168b7181 (__TEXT,__text) non-external _CICleanUpPop
00007ff8168b4f2f (__TEXT,__text) non-external _CICleanUpPush
00007ff8168b70c0 (__TEXT,__text) non-external _CICleanUpReset
00007ff8168b2e97 (__TEXT,__text) non-external _CICleanUpThreadLoc
00007ff8169fc6e4 (__TEXT,__text) non-external _CICleanUpThreadLocGet
00007ff816a55130 (__TEXT,__text) non-external _CICompactPayloads
00007ff842cfaa54 (__DATA,__bss) non-external _CICompactPayloads.sUnique
00007ff816a58f50 (__TEXT,__text) non-external _CICompactPayloadsCtxFree
00007ff816a2bc75 (__TEXT,__text) non-external _CIDecodeRemappingMetadataWithIndex
00007ff81683aa08 (__TEXT,__text) non-external _CIDecomposeCFString
00007ff816878c5f (__TEXT,__text) non-external _CIDocCountsNonEmpty
00007ff8169ecb80 (__TEXT,__text) non-external _CIIndexSetAddIndexExpandingRange
00007ff81684a920 (__TEXT,__text) non-external _CIIndexSetAddIndexesInRange
00007ff8169ec840 (__TEXT,__text) non-external _CIIndexSetAddIntersectionInRange
00007ff81691b140 (__TEXT,__text) non-external _CIIndexSetAddRange
00007ff816917980 (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVector
00007ff81684ae90 (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVector_Bitmap
00007ff8168b7b30 (__TEXT,__text) non-external _CIIndexSetCreateWithRange
00007ff841a089d8 (__DATA_DIRTY,__bss) non-external _CIIndexSetGetTypeID.onceToken
00007ff8169ecbd0 (__TEXT,__text) non-external _CIIndexSetHasIndexWithHint
00007ff81691fea0 (__TEXT,__text) non-external _CIIndexSetIntersectRanges
00007ff8169ea1d0 (__TEXT,__text) non-external _CIIndexSetInvertRange
00007ff81691a880 (__TEXT,__text) non-external _CIIndexSetRemoveRange
00007ff8169e8400 (__TEXT,__text) non-external _CIIndexSetRemoveSortedIndexes
00007ff816a29fc0 (__TEXT,__text) non-external _CIMetaInfoClose
00007ff816812750 (__TEXT,__text) non-external _CIMetaInfoRead
00007ff8169fc951 (__TEXT,__text) non-external _CIOnThreadCleanUpClearItem
00007ff8169fc879 (__TEXT,__text) non-external _CIOnThreadCleanUpPop
00007ff8169fc77f (__TEXT,__text) non-external _CIOnThreadCleanUpPush
00007ff8169fc9ef (__TEXT,__text) non-external _CIOnThreadCleanUpReset
00007ff81689038e (__TEXT,__text) non-external _CIPositionNodeFinalizeDocument
00007ff816a3c659 (__TEXT,__text) non-external _CIPositionNodeTransferDocument
00007ff816a3b1cd (__TEXT,__text) non-external _CIPositionNodeTransferDocuments
00007ff8168889aa (__TEXT,__text) non-external _CIPurgeTokenizers
00007ff816a49392 (__TEXT,__text) non-external _CIReadPositionHeader
00007ff81686a4a2 (__TEXT,__text) non-external _CIReleaseIndexingTokenizer
00007ff8168865f0 (__TEXT,__text) non-external _CIRemappingCreateWithContext
00007ff816868d29 (__TEXT,__text) non-external _CIRetainIndexingTokenizer
00007ff816a63e50 (__TEXT,__text) non-external _CIStringTokenizerResolveTranscriptions
00007ff816a642e7 (__TEXT,__text) non-external _CITokenizerGetQueryTokensWithOptions
00007ff816a64613 (__TEXT,__text) non-external _CITokenizerGetTokensNew
00007ff816868f2a (__TEXT,__text) non-external _CITokenizerSetLocale
00007ff841a08680 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.enabled
00007ff841a08678 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.once
00007ff81686908c (__TEXT,__text) non-external _CITokenizerStateInit
00007ff816889b29 (__TEXT,__text) non-external _CIWritePostings
00007ff8169fe2a5 (__TEXT,__text) non-external _ChangeHolderFreeDocIds
00007ff81691a820 (__TEXT,__text) non-external _CheckResolvedDocSet
00007ff81695f350 (__TEXT,__text) non-external _CleanupWritableIndexes
                 (undefined) external _CloseStreamCompressor (from AppleFSCompression)
00007ff816912990 (__TEXT,__text) non-external _CompactIndexes
00007ff816a3a59f (__TEXT,__text) non-external _CompactPositionsList
00007ff8168e5700 (__TEXT,__text) non-external _ContentIndexCalculateSize
00007ff8168eceac (__TEXT,__text) non-external _ContentIndexChangePrefix
00007ff816a2b8bb (__TEXT,__text) non-external _ContentIndexCloseIndexBulk_Step1
00007ff816a2bbd5 (__TEXT,__text) non-external _ContentIndexContainsContentByDocId
00007ff816a92780 (__TEXT,__text) non-external _ContentIndexCopyQueryTerms
00007ff8168c9443 (__TEXT,__text) non-external _ContentIndexCreateNew
00007ff8168b8a80 (__TEXT,__text) non-external _ContentIndexDocSetAppendIterators
00007ff8169fa7c0 (__TEXT,__text) non-external _ContentIndexDocSetCleanupBorrowedChildren
00007ff8169251d0 (__TEXT,__text) non-external _ContentIndexDocSetContainsDocId
00007ff81691a750 (__TEXT,__text) non-external _ContentIndexDocSetContainsPhrase
00007ff8168bd710 (__TEXT,__text) non-external _ContentIndexDocSetContextRelease
00007ff8169f1e90 (__TEXT,__text) non-external _ContentIndexDocSetCreateAll
00007ff8169f1bc0 (__TEXT,__text) non-external _ContentIndexDocSetCreateEmpty
00007ff8168b8c20 (__TEXT,__text) non-external _ContentIndexDocSetCreatePhraseIterators
00007ff81688c4c0 (__TEXT,__text) non-external _ContentIndexDocSetEquals
00007ff8169f1ef0 (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy
00007ff8169f2fa0 (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy_Array
00007ff8169f3550 (__TEXT,__text) non-external _ContentIndexDocSetGrabConstrainingVector
00007ff816845720 (__TEXT,__text) non-external _ContentIndexDocSetHash
00007ff81691fcc0 (__TEXT,__text) non-external _ContentIndexDocSetIntersectionLazy
00007ff8168bec70 (__TEXT,__text) non-external _ContentIndexDocSetIteratorDispose
00007ff8169f3740 (__TEXT,__text) non-external _ContentIndexDocSetIteratorFlatten
00007ff8169f7440 (__TEXT,__text) non-external _ContentIndexDocSetIteratorPreProcess
00007ff8169f92c0 (__TEXT,__text) non-external _ContentIndexDocSetIteratorPreProcessNode
00007ff8168bc6c0 (__TEXT,__text) non-external _ContentIndexDocSetIteratorProcessPositions
00007ff8168bc310 (__TEXT,__text) non-external _ContentIndexDocSetIteratorReadPositions
00007ff8169f2060 (__TEXT,__text) non-external _ContentIndexDocSetNotLazy
00007ff816921fb0 (__TEXT,__text) non-external _ContentIndexDocSetResolveOIDsAndGroups_Step
00007ff81691b920 (__TEXT,__text) non-external _ContentIndexDocSetSquashUpdate
00007ff816846500 (__TEXT,__text) non-external _ContentIndexDocSetSquashUpdatesForPulse
00007ff81691a500 (__TEXT,__text) non-external _ContentIndexDocSetUnionLazy
00007ff8169f38e0 (__TEXT,__text) non-external _ContentIndexDocSet_PositionRead
00007ff8168baa30 (__TEXT,__text) non-external _ContentIndexDocSet_Step
00007ff816845880 (__TEXT,__text) non-external _ContentIndexDocSetsCreateIterator
00007ff8169f22e0 (__TEXT,__text) non-external _ContentIndexFlattenDocSet
00007ff81681ca90 (__TEXT,__text) non-external _ContentIndexListAppend
00007ff8168548ff (__TEXT,__text) non-external _ContentIndexListClone
00007ff816a2a49e (__TEXT,__text) non-external _ContentIndexListDump
00007ff81686043b (__TEXT,__text) non-external _ContentIndexListFree
00007ff816905f06 (__TEXT,__text) non-external _ContentIndexMergeIndexes
00007ff81689548c (__TEXT,__text) non-external _ContentIndexOpenBulk
00007ff8168b86a0 (__TEXT,__text) non-external _ContentIndexQueryNodeDispose
00007ff81683ed0d (__TEXT,__text) non-external _ContentIndexQueryNodeEquals
00007ff816915a83 (__TEXT,__text) non-external _ContentIndexQueryNodeForRange
00007ff8168b13f8 (__TEXT,__text) non-external _ContentIndexQueryNodeForString
00007ff81683ec0b (__TEXT,__text) non-external _ContentIndexQueryNodeHash
00007ff8168879a8 (__TEXT,__text) non-external _ContentIndexRemappingNextDocId
00007ff8168297a1 (__TEXT,__text) non-external _ContentIndexSetDirtyCallback
00007ff8168ecc2c (__TEXT,__text) non-external _ContentIndexSetEmergency
00007ff816a2a79b (__TEXT,__text) non-external _ContentIndexUpdateState
00007ff81690fdae (__TEXT,__text) non-external _ContentIndexUpdateTimeStamp
00007ff8169a27d8 (__TEXT,__text) non-external _ContentIndexVerifyIndex
00007ff8413c2e90 (__DATA_CONST,__const) non-external _ContentIndex_catch_exc_subsystem
00007ff8169fc223 (__TEXT,__text) non-external _ContentIndex_catch_exception_raise_state
00007ff8169fc36f (__TEXT,__text) non-external _ContentIndex_catch_exception_raise_state_identity
00007ff81694fce2 (__TEXT,__text) non-external _CopyUTITypeInfo
00007ff81694809c (__TEXT,__text) non-external _CopyUserTag
                 (undefined) external _CreateStreamCompressor (from AppleFSCompression)
                 (undefined) external _CreateStreamCompressorQueueWithOptions (from AppleFSCompression)
                 (undefined) external _DADiskCopyIOMedia (from DiskArbitration)
                 (undefined) external _DADiskCreateFromBSDName (from DiskArbitration)
                 (undefined) external _DASessionCreate (from DiskArbitration)
00007ff816932be9 (__TEXT,__text) non-external _DeallocContentIndexList
00007ff816a3da60 (__TEXT,__text) non-external _DefaultGetTimeMachinePath
00007ff842cf88d0 (__DATA,__bss) non-external _DefaultGetTimeMachinePath.machine_cache
00007ff842cf90d0 (__DATA,__bss) non-external _DefaultGetTimeMachinePath.volume_cache
00007ff816aa4ef0 (__TEXT,__text) non-external _EndianFileInfo_NtoB_InPlace
                 (undefined) external _FSPathMakeRef (from CoreServices)
                 (undefined) external _FSRefMakePath (from CoreServices)
                 (undefined) external _FSResolveNodeID (from CoreServices)
00007ff816915bae (__TEXT,__text) non-external _FillQueryNodeRangePatternsCopy
00007ff816936475 (__TEXT,__text) non-external _FinderDateFieldsFree
                 (undefined) external _FinishStreamCompressorQueue (from AppleFSCompression)
00007ff8168727b0 (__TEXT,__text) non-external _FlatStorePageEntryRead
00007ff816904a80 (__TEXT,__text) non-external _FlatStorePageEntryWrite2
00007ff8169a69c0 (__TEXT,__text) non-external _FlatStorePageEntryWrite2.2080
00007ff816881b10 (__TEXT,__text) non-external _FlatStorePageIteratorGetNext
00007ff8168d1430 (__TEXT,__text) non-external _FlattenCFTypeToBuffer
00007ff8168e3cd0 (__TEXT,__text) non-external _FlattenPostingsContextDestroy
00007ff8168efda7 (__TEXT,__text) non-external _GatherAndLockIndexes
00007ff816a2013f (__TEXT,__text) non-external _GetCPathForUser
00007ff816a327a3 (__TEXT,__text) non-external _GetCompletionItemWeight
00007ff81696b016 (__TEXT,__text) non-external _GetContentIndex
                 (undefined) external _IOBSDNameMatching (from IOKit)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOMasterPort (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IORegistryEntrySearchCFProperty (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
00007ff8168fe550 (__TEXT,__text) non-external _IndexFdInfoCreate
00007ff816904c70 (__TEXT,__text) non-external _IndexFdInfoDispose
00007ff81687eef3 (__TEXT,__text) non-external _InnerMerge
00007ff816948035 (__TEXT,__text) non-external _InsertPreProcessContextAddAttr
00007ff81692bd7f (__TEXT,__text) non-external _L1RankQueueDestroy
00007ff81692bda4 (__TEXT,__text) non-external _L1RankQueuePop
00007ff81692c1a7 (__TEXT,__text) non-external _L1RankQueuePush
00007ff81697bd80 (__TEXT,__text) non-external _LegacyHash
00007ff816aa0f44 (__TEXT,__text) non-external _MDCopyBestAvailableLanguage
                 (undefined) external _MDItemGetTypeID (from CoreServices)
                 (undefined) external _MDItemsSetAttributesNoExAttr (from CoreServices)
                 (undefined) external _MDMatch (from MetadataUtilities)
                 (undefined) external _MDMatchWithFuzzyIndicies (from MetadataUtilities)
                 (undefined) external _MDMatcherCreate (from MetadataUtilities)
                 (undefined) external _MDMatcherDispose (from MetadataUtilities)
00007ff8168c4e2d (__TEXT,__text) non-external _MDPlistBytesAddSDBFieldLocalized
00007ff81694ff8e (__TEXT,__text) non-external _MappedPlistDictionary
00007ff8169326e8 (__TEXT,__text) non-external _MurmurHash3_x86_32
00007ff8169d2cff (__TEXT,__text) non-external _MurmurHash3_x86_32.3836
                 (undefined) external _NDR_record (from libSystem)
                 (undefined) external _NLStringTokenizerCreate (from CoreNLP)
00007ff8169f8c00 (__TEXT,__text) non-external _NormalInterestingDocSet
00007ff81691a7c0 (__TEXT,__text) non-external _NormalResolvedDocSet
                 (undefined) external _OBJC_CLASS_$_MDPathFilter (from MetadataUtilities)
00007ff841a06c88 (__DATA_DIRTY,__objc_data) non-external _OBJC_CLASS_$__MDSPathFilter
                 (undefined) external _OBJC_METACLASS_$_MDPathFilter (from MetadataUtilities)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff841a06c60 (__DATA_DIRTY,__objc_data) non-external _OBJC_METACLASS_$__MDSPathFilter
00007ff816941cb0 (__TEXT,__text) non-external _OIDAttrPairCmp
                 (undefined) external _OSAtomicDequeue (from libSystem)
                 (undefined) external _OSAtomicEnqueue (from libSystem)
00007ff816905357 (__TEXT,__text) non-external _OuterMerge
                 (undefined) external _PLLogRegisteredEvent (from PowerLog)
                 (undefined) external _PLShouldLogRegisteredEvent (from PowerLog)
00007ff8168b7a10 (__TEXT,__text) non-external _PQueue_bulk_TermIdQueue_free
00007ff816abd8d0 (__TEXT,__const) non-external _P_MAX_Annotated
00007ff8168b91c9 (__TEXT,__text) non-external _PayloadIterate
00007ff81691fbc1 (__TEXT,__text) non-external _PayloadIterate_UpdateSet
00007ff816a41c0b (__TEXT,__text) non-external _PayloadIterate__Positions
00007ff8168b7a48 (__TEXT,__text) non-external _PayloadIteratorInitWithOQueue
00007ff8168bbe83 (__TEXT,__text) non-external _PayloadIterator_ConsumeUpdates
00007ff816a42b8b (__TEXT,__text) non-external _PayloadIterator__Positions_UpdateSet
00007ff816917151 (__TEXT,__text) non-external _PayloadProcessDocIDRangeBitsReversed
00007ff816a42df5 (__TEXT,__text) non-external _PayloadProcessDocIDRangeBitsReversed__Positions
00007ff816903f70 (__TEXT,__text) non-external _PayloadPulsesAppend
00007ff8168ffc00 (__TEXT,__text) non-external _PayloadPulsesReorder
00007ff8168ff890 (__TEXT,__text) non-external _PayloadPulsesWrite
00007ff816903840 (__TEXT,__text) non-external _PayloadPulsesWriteBytesFromScanner
00007ff816903820 (__TEXT,__text) non-external _PayloadReorderInfoCompare
00007ff816a5c000 (__TEXT,__text) non-external _PayloadReorderInfoDestroyScanner
00007ff816903c00 (__TEXT,__text) non-external _PayloadReorderInfoFree
00007ff816903c20 (__TEXT,__text) non-external _PayloadScannerFirstPostingIfLink
00007ff816a59010 (__TEXT,__text) non-external _PayloadScannerReadBytes
00007ff8169032c0 (__TEXT,__text) non-external _PayloadScannerReadVInt32
00007ff816a59720 (__TEXT,__text) non-external _PayloadScannerReadVInt32_v2
00007ff816a5a8d0 (__TEXT,__text) non-external _PayloadScannerReadVInt64
00007ff816a59bf0 (__TEXT,__text) non-external _PayloadScannerReadVInt64_v2
