                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
00007ff811421f4e (__TEXT,__text) external _NEAuditTokenForPID
00007ff840c73440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.145
00007ff840c73460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff840c73120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840c73c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840c73db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840c73490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00007ff840c734d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00007ff840c73510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.158
00007ff840c73540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00007ff840c73150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840c73570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
00007ff840c735a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.163
00007ff840c735d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ff840c735f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ff840c73620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.173
00007ff840c73640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ff840c73670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.178
00007ff840c736a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.179
00007ff840c73de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840c736d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.181
00007ff840c73700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.182
00007ff840c73730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ff840c73750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.185
00007ff840c73780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.186
00007ff840c737b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.188
00007ff840c73e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840c737f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.190
00007ff840c73830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ff840c73850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
00007ff840c73880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.200
00007ff840c738c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.203
00007ff840c738f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.206
00007ff840c73910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.208
00007ff840c73e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840c73930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.214
00007ff840c73960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00007ff840c73c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840c73e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840c73180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840c73e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840c731b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff840c73c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff840c731e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840c73ca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840c73210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840c73240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff840c73ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff840c73270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.36
00007ff840c73ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840c732a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840c73ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840c73b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840c73f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff840c73f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff840c732c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff840c73f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff840c732e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840c73f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840c73fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff840c73fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ff840c73310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff840c73fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff840c73340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff840c74000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff840c73370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840c74020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840c73bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840c733a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ff840c74040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff840c74060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840c73d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c733c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff840c733f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ff840c73050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c73030 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840c73c08 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840c73d20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840c734b0 (__DATA_CONST,__const) non-external ___block_literal_global.152
00007ff840c734f0 (__DATA_CONST,__const) non-external ___block_literal_global.156
00007ff840c73c48 (__DATA_CONST,__const) non-external ___block_literal_global.16
00007ff840c737d0 (__DATA_CONST,__const) non-external ___block_literal_global.189
00007ff840c73810 (__DATA_CONST,__const) non-external ___block_literal_global.191
00007ff840c73d60 (__DATA_CONST,__const) non-external ___block_literal_global.2
00007ff840c738a0 (__DATA_CONST,__const) non-external ___block_literal_global.201
                 (undefined) external ___bzero (from libSystem)
00007ff811422b10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff811422b30 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff81140d6a2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff81141ae8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff81141fd2d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff811413c2c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00007ff81140d6b9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff81140c904 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff81141fd65 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff811413c88 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
                 (undefined) external ___error (from libSystem)
00007ff811412dde (__TEXT,__text) non-external ___fetch_status_block_invoke
00007ff811412df3 (__TEXT,__text) non-external ___fetch_status_block_invoke.160
00007ff811412ee8 (__TEXT,__text) non-external ___fetch_status_block_invoke_2
00007ff811412f13 (__TEXT,__text) non-external ___get_connection_block_invoke
00007ff811412d4a (__TEXT,__text) non-external ___get_current_notify_pid_block_invoke
00007ff811413eff (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke
00007ff811413f5e (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke.204
00007ff8114140d2 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke.212
00007ff811413f1a (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke_2
00007ff811414000 (__TEXT,__text) non-external ___get_flow_divert_token_from_session_manager_block_invoke_2.205
00007ff811412d83 (__TEXT,__text) non-external ___globals_init_block_invoke
00007ff811414139 (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked_block_invoke
00007ff811412569 (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_uuid_block_invoke
00007ff811412635 (__TEXT,__text) non-external ___ne_copy_cached_bundle_identifier_for_uuid_block_invoke_2
00007ff8114122ba (__TEXT,__text) non-external ___ne_copy_cached_uuids_for_bundle_identifier_block_invoke
00007ff8114152c2 (__TEXT,__text) non-external ___ne_filter_connection_queue_block_invoke
00007ff81141f1f8 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke
00007ff81141f4c7 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke.34
00007ff811427b46 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke.34.cold.1
00007ff811427b7a (__TEXT,__text) non-external ___ne_filter_data_protocol_send_data_block_invoke.34.cold.2
00007ff81141fdc9 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke
00007ff81141fed4 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.43
00007ff81142806b (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.43.cold.1
00007ff81142809f (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.43.cold.2
00007ff811427e72 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.cold.1
00007ff811427fab (__TEXT,__text) non-external ___ne_filter_data_protocol_send_finished_block_invoke.cold.2
00007ff811421a4d (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke
00007ff811421b52 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.65
00007ff8114289cc (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.65.cold.1
00007ff811428a00 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.65.cold.2
00007ff8114287d3 (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.cold.1
00007ff81142890c (__TEXT,__text) non-external ___ne_filter_data_protocol_send_new_flow_block_invoke.cold.2
00007ff81141baf3 (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke
00007ff81141bb24 (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke_2
00007ff81141bb55 (__TEXT,__text) non-external ___ne_filter_destroy_frames_block_invoke_3
00007ff811415770 (__TEXT,__text) non-external ___ne_filter_get_definition_block_invoke
00007ff81141ae6c (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke
00007ff81141aea4 (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke.17
00007ff81141af16 (__TEXT,__text) non-external ___ne_filter_protocol_add_input_handler_block_invoke_2
00007ff8114205fc (__TEXT,__text) non-external ___ne_filter_protocol_finalize_output_frames_block_invoke
00007ff81141f630 (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke
00007ff81141fd90 (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.39
00007ff811427beb (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.cold.1
00007ff811427d24 (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.cold.2
00007ff811427de4 (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.cold.3
00007ff811427e3e (__TEXT,__text) non-external ___ne_filter_protocol_fulfill_frame_request_block_invoke.cold.4
00007ff81142003a (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke
00007ff8114204e0 (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke.47
00007ff81142051f (__TEXT,__text) non-external ___ne_filter_protocol_get_input_frames_block_invoke_2
00007ff811419ccc (__TEXT,__text) non-external ___ne_filter_protocol_handle_message_block_invoke
00007ff811415c9a (__TEXT,__text) non-external ___ne_filter_protocol_identifier_block_invoke
00007ff8114252ed (__TEXT,__text) non-external ___ne_filter_protocol_identifier_block_invoke.cold.1
00007ff8114143b9 (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke
00007ff81141440c (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.2
00007ff811414468 (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.5
00007ff811424d02 (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.5.cold.1
00007ff811424d5c (__TEXT,__text) non-external ___ne_filter_request_connection_block_invoke.5.cold.2
00007ff8114152dd (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke
00007ff811415352 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26
00007ff811424e86 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26.cold.1
00007ff811424eba (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26.cold.2
00007ff811424eee (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26.cold.3
00007ff811424f7a (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26.cold.4
00007ff811425006 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.26.cold.5
00007ff8114155e8 (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.30
00007ff81142508f (__TEXT,__text) non-external ___ne_filter_request_xpc_connection_block_invoke.30.cold.1
00007ff8114213e5 (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke
00007ff8114216da (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke.52
00007ff8114151cb (__TEXT,__text) non-external ___ne_filter_stats_report_register_block_invoke
00007ff811413b51 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke
00007ff811424c32 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke.cold.1
00007ff81140d719 (__TEXT,__text) non-external ___ne_session_cancel_block_invoke
00007ff811412da9 (__TEXT,__text) non-external ___ne_session_clear_event_handler_block_invoke
00007ff811413ccf (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke
00007ff811413ddd (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_2
00007ff811413e45 (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_3
00007ff8114106e2 (__TEXT,__text) non-external ___ne_session_copy_security_session_info_block_invoke
00007ff81140d304 (__TEXT,__text) non-external ___ne_session_create_block_invoke
00007ff81140e4f8 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke
00007ff81140e641 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke.47
00007ff81140e60e (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2
00007ff81140e6fe (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.49
00007ff811423748 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.49.cold.1
00007ff8114131f4 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke
00007ff8114133a4 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.175
00007ff81142480f (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.175.cold.1
00007ff811413490 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.177
00007ff8114134d3 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.180
00007ff811413371 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke_2
00007ff81140d78b (__TEXT,__text) non-external ___ne_session_get_status_block_invoke
00007ff81140da1e (__TEXT,__text) non-external ___ne_session_get_status_block_invoke.14
00007ff81140d9ed (__TEXT,__text) non-external ___ne_session_get_status_block_invoke_2
00007ff81140d126 (__TEXT,__text) non-external ___ne_session_is_always_on_vpn_enabled_block_invoke
00007ff81140db04 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke
00007ff81140de7a (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.27
00007ff8114236bf (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.27.cold.1
00007ff81140df66 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.29
00007ff81140dfa9 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.33
00007ff81140de47 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke_2
00007ff8114135bb (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke
00007ff811424898 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.1
00007ff8114248fc (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.2
00007ff811424960 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.3
00007ff8114249c4 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.4
00007ff811424a30 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.5
00007ff811424a9f (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.6
00007ff811424b0e (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.7
00007ff811424ba0 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.8
00007ff811411037 (__TEXT,__text) non-external ___ne_session_policy_copy_flow_divert_token_block_invoke
00007ff81140d4c7 (__TEXT,__text) non-external ___ne_session_release_block_invoke
00007ff81140e1ae (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke
00007ff81140e1ee (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke.37
00007ff81140d59e (__TEXT,__text) non-external ___ne_session_set_event_handler_block_invoke
00007ff81140e27b (__TEXT,__text) non-external ___ne_session_start_on_behalf_of_block_invoke
00007ff811413506 (__TEXT,__text) non-external ___ne_session_stop_with_reason_block_invoke
00007ff811413eb8 (__TEXT,__text) non-external ___ne_session_update_cached_values_block_invoke
00007ff81140f860 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke
00007ff811423f7c (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.1
00007ff811423fda (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.2
00007ff8114130d0 (__TEXT,__text) non-external ___notify_client_block_invoke
00007ff8114131c6 (__TEXT,__text) non-external ___notify_client_block_invoke.171
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
