00000001e2d20868 (__DATA,__data) external _DefaultServerName
00000001e2d21028 (__DATA,__common) external _gpNdefCtx
00000001e2d21160 (__DATA,__common) external _gphDnldNfc_CoreContext
00000001ec923fd0 (__AUTH,__data) external _gphDnldNfc_DnldGDidSequence
00000001ec924010 (__AUTH,__data) external _gphDnldNfc_DnldGetIntegrityInfoSeq
00000001ec923ff0 (__AUTH,__data) external _gphDnldNfc_DnldGetSessnStateSeq
00000001ec923f70 (__AUTH,__data) external _gphDnldNfc_DnldLogSequence
00000001ec923f90 (__AUTH,__data) external _gphDnldNfc_DnldRecSequence
00000001ec923eb0 (__AUTH,__data) external _gphDnldNfc_DnldSequence
00000001e2d20fd9 (__DATA,__common) external _gphLibNciNfc_MuxState
00000001ec9214a8 (__AUTH,__data) external _gphLibNfc_CfgHostCESeq
00000001ec921858 (__AUTH,__data) external _gphLibNfc_CfgRtngTableSeq
00000001ec923ce0 (__AUTH,__data) external _gphLibNfc_ChkPresRecon3BSeq
00000001ec924e40 (__AUTH,__data) external _gphLibNfc_ClearMultiTagInfo
00000001ec924c50 (__AUTH,__data) external _gphLibNfc_ConfigAssertLoggingSeq
00000001ec924bd0 (__AUTH,__data) external _gphLibNfc_ConfigHsuBrSeq
00000001ec924c20 (__AUTH,__data) external _gphLibNfc_ConfigLoggingSeq
00000001ec924ef0 (__AUTH,__data) external _gphLibNfc_ConfigTestModeOffSeq
00000001ec924e60 (__AUTH,__data) external _gphLibNfc_ConfigTestModeSeq
00000001ec9218b8 (__AUTH,__data) external _gphLibNfc_DeInitSequence
00000001ec924390 (__AUTH,__data) external _gphLibNfc_DeactivateToIdle
00000001ec9243c0 (__AUTH,__data) external _gphLibNfc_DeactivateToIdleSetConfig
00000001ec924340 (__AUTH,__data) external _gphLibNfc_DiscSeqWithDeactSleep
00000001ec924210 (__AUTH,__data) external _gphLibNfc_DiscoverSeq
00000001ec921838 (__AUTH,__data) external _gphLibNfc_FelicaStaticFeatureConfig
00000001ec923c50 (__AUTH,__data) external _gphLibNfc_Felica_CheckPresSeq
00000001ec923c90 (__AUTH,__data) external _gphLibNfc_Felica_ConnectSeq
00000001ec9214d8 (__AUTH,__data) external _gphLibNfc_GenericTransceive
00000001ec9211f8 (__AUTH,__data) external _gphLibNfc_GetFwVersionSequence
00000001ec924d10 (__AUTH,__data) external _gphLibNfc_GetHlmDbgLog
00000001ec924d50 (__AUTH,__data) external _gphLibNfc_GetLpcdFalseDetCntVal
00000001ec921218 (__AUTH,__data) external _gphLibNfc_GetMemDumpSequence
00000001ec924e20 (__AUTH,__data) external _gphLibNfc_GetMultiTagInfo
00000001ec924ca0 (__AUTH,__data) external _gphLibNfc_GetPowerTrackData
00000001ec924d30 (__AUTH,__data) external _gphLibNfc_GetRfTransRegVal
00000001ec924af0 (__AUTH,__data) external _gphLibNfc_GetSeRfCfgSeq
00000001ec924cf0 (__AUTH,__data) external _gphLibNfc_GetSmbLog
00000001ec924d90 (__AUTH,__data) external _gphLibNfc_GetSuicaEntrySysCode
00000001ec923db0 (__AUTH,__data) external _gphLibNfc_GetTagTypeInfo
00000001ec924d70 (__AUTH,__data) external _gphLibNfc_GetVasCodeCfg
00000001ec9244a0 (__AUTH,__data) external _gphLibNfc_HciChildEseInitSequence
00000001ec924570 (__AUTH,__data) external _gphLibNfc_HciChildIFSeInitSequence
00000001ec924530 (__AUTH,__data) external _gphLibNfc_HciChildSE2InitSequence
00000001ec9244f0 (__AUTH,__data) external _gphLibNfc_HciChildUiccInitSequence
00000001ec924430 (__AUTH,__data) external _gphLibNfc_HciInitSequence
00000001ec9249a0 (__AUTH,__data) external _gphLibNfc_IFPwrCtrlSeq
00000001ec9247a0 (__AUTH,__data) external _gphLibNfc_IFSeApduSetMode
00000001ec924910 (__AUTH,__data) external _gphLibNfc_IFSePowerCycleSequence
00000001ec924a40 (__AUTH,__data) external _gphLibNfc_IFSeRecoverSeq
00000001ec924770 (__AUTH,__data) external _gphLibNfc_IFSeVirtualSetMode
00000001ec921578 (__AUTH,__data) external _gphLibNfc_InitializeSequence
00000001ec9214f8 (__AUTH,__data) external _gphLibNfc_InvokeNciTranscvSeq
00000001e2d20f00 (__DATA,__common) external _gphLibNfc_IoctlCtx
00000001ec921268 (__AUTH,__data) external _gphLibNfc_IoctlGetIfResVal
00000001ec9212f8 (__AUTH,__data) external _gphLibNfc_IoctlGetRfCalData
00000001ec921248 (__AUTH,__data) external _gphLibNfc_IoctlGetRfConfig
00000001ec9212a8 (__AUTH,__data) external _gphLibNfc_IoctlGetRfRegVal
00000001ec921288 (__AUTH,__data) external _gphLibNfc_IoctlGetSpmiGpio
00000001ec921318 (__AUTH,__data) external _gphLibNfc_IoctlLoopbackSequence
00000001ec921198 (__AUTH,__data) external _gphLibNfc_IoctlSetPropConfigSigned
00000001ec921168 (__AUTH,__data) external _gphLibNfc_IoctlSetPropRfConfig
00000001ec9212c8 (__AUTH,__data) external _gphLibNfc_IoctlSetRfCalData
00000001ec9211c8 (__AUTH,__data) external _gphLibNfc_IoctlSetRfConfig
00000001ec924140 (__AUTH,__data) external _gphLibNfc_MFCIncDecRestore
00000001ec924160 (__AUTH,__data) external _gphLibNfc_MFCIncDecRestorePayload
00000001ec9241a0 (__AUTH,__data) external _gphLibNfc_MFCSendAuthCmd
00000001ec9241c0 (__AUTH,__data) external _gphLibNfc_MFCSendAuthCmdForPresChk
00000001ec924180 (__AUTH,__data) external _gphLibNfc_MFCTransfer
00000001ec924110 (__AUTH,__data) external _gphLibNfc_MFCWrite16
00000001ec923e80 (__AUTH,__data) external _gphLibNfc_MifareULReactivateSeq
00000001ec923e10 (__AUTH,__data) external _gphLibNfc_MifareULTagTypeInfo
00000001ec924280 (__AUTH,__data) external _gphLibNfc_MultiTagEnableDisable
00000001ec9216b8 (__AUTH,__data) external _gphLibNfc_MultiTagInitializeSequence
00000001ec9240f0 (__AUTH,__data) external _gphLibNfc_P2PSend
00000001ec924050 (__AUTH,__data) external _gphLibNfc_P2pConfigSeq
00000001ec923cb0 (__AUTH,__data) external _gphLibNfc_ReActivate4ASeq
00000001ec9241e0 (__AUTH,__data) external _gphLibNfc_ReActivate_MFC4ASeq
00000001ec923d80 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeq
00000001ec923d20 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeq1
00000001ec921518 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeq1Select
00000001ec923d50 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeq2
00000001ec921538 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeq2Select
00000001ec921558 (__AUTH,__data) external _gphLibNfc_ReActivate_MFCSeqSelect
00000001ec921488 (__AUTH,__data) external _gphLibNfc_ReDiscSeqWithDeact
00000001ec924360 (__AUTH,__data) external _gphLibNfc_ReDiscSeqWithDeactAndDisc
00000001ec9242e0 (__AUTH,__data) external _gphLibNfc_ReDiscSeqWithDisc
00000001ec9216d8 (__AUTH,__data) external _gphLibNfc_ReInitSequence
00000001ec9242b0 (__AUTH,__data) external _gphLibNfc_ReStartDiscoverSeq
00000001ec924cc0 (__AUTH,__data) external _gphLibNfc_ReadSwioPadVoltage
00000001ec921798 (__AUTH,__data) external _gphLibNfc_RecoverySequence
00000001ec9249e0 (__AUTH,__data) external _gphLibNfc_SeRecoverSeq
00000001d37bab18 (__TEXT,__text) external _gphLibNfc_SeSelectSeqComplete
00000001ec924750 (__AUTH,__data) external _gphLibNfc_SeSetPowerModeSeq
00000001ec9249c0 (__AUTH,__data) external _gphLibNfc_SeSvddCtrlSeq
00000001ec924ba0 (__AUTH,__data) external _gphLibNfc_SetCfgSignedSeq
00000001ec924f20 (__AUTH,__data) external _gphLibNfc_SetChipScopeCfg
00000001ec924de0 (__AUTH,__data) external _gphLibNfc_SetHLMCfg
00000001ec924720 (__AUTH,__data) external _gphLibNfc_SetModeHce
00000001ec924e00 (__AUTH,__data) external _gphLibNfc_SetMultiTag
00000001ec921898 (__AUTH,__data) external _gphLibNfc_SetPowerModeSeq
00000001ec924660 (__AUTH,__data) external _gphLibNfc_SetPwdModeSeMode
00000001ec9246a0 (__AUTH,__data) external _gphLibNfc_SetPwdModeSeModeDisable
00000001ec9246e0 (__AUTH,__data) external _gphLibNfc_SetPwrModeSeModeDisWtForNtf
00000001ec924b70 (__AUTH,__data) external _gphLibNfc_SetRfSettingsSeq
00000001ec924e90 (__AUTH,__data) external _gphLibNfc_SetRfTransRegCfg
00000001ec924db0 (__AUTH,__data) external _gphLibNfc_SetSmbLogCfg
00000001ec924ed0 (__AUTH,__data) external _gphLibNfc_SetSuicaEntrySysCode
00000001ec924eb0 (__AUTH,__data) external _gphLibNfc_SetVasCodeCfg
00000001ec921338 (__AUTH,__data) external _gphLibNfc_SysConfigSeq
00000001ec9240c0 (__AUTH,__data) external _gphLibNfc_T1tGetUidSequence
00000001ec923c70 (__AUTH,__data) external _gphLibNfc_T3t_CheckPresSeq
00000001ec924410 (__AUTH,__data) external _gphLibNfc_TagRemovalDetect
00000001ec924c80 (__AUTH,__data) external _gphLibNfc_TrigRfOnSeq
00000001ec924b10 (__AUTH,__data) external _gphLibNfc_VldteEepromStngsSeq
00000001ec9248b0 (__AUTH,__data) external _gphLibNfc_eSePowerCycleSequence
00000001ec9217c8 (__AUTH,__data) external _gphLibNfc_staticFeatureConfig
00000001ec921448 (__AUTH,__data) external _gphNciNfc_ClearMultiTagInfo
00000001ec921408 (__AUTH,__data) external _gphNciNfc_ConfigHsuBr
00000001e2d21938 (__DATA,__bss) non-external _gphNciNfc_ConnMgmtInt
00000001ec9210a8 (__AUTH,__data) external _gphNciNfc_DeActivateSequence
00000001ec920fe8 (__AUTH,__data) external _gphNciNfc_DetTagRemSeq
00000001ec921068 (__AUTH,__data) external _gphNciNfc_DiscSelSequence
00000001ec921088 (__AUTH,__data) external _gphNciNfc_DiscoverSequence
00000001ec924f80 (__AUTH,__data) external _gphNciNfc_EnableExtnSequence
00000001ec924600 (__AUTH,__data) external _gphNciNfc_EseReInitSequence
00000001ec924fa0 (__AUTH,__data) external _gphNciNfc_FlushDataSequence
00000001ec925080 (__AUTH,__data) external _gphNciNfc_GetConfigRawSequence
00000001ec925060 (__AUTH,__data) external _gphNciNfc_GetConfigSequence
00000001ec9213a8 (__AUTH,__data) external _gphNciNfc_GetFwIntVerSequence
00000001ec920fc8 (__AUTH,__data) external _gphNciNfc_GetFwTypeSeq
00000001ec920f68 (__AUTH,__data) external _gphNciNfc_GetHlmDbgLogCmdSeq
00000001ec920f88 (__AUTH,__data) external _gphNciNfc_GetLpcdCountCmdSeq
00000001ec921428 (__AUTH,__data) external _gphNciNfc_GetMultiTagInfo
00000001ec920f28 (__AUTH,__data) external _gphNciNfc_GetPwrTrackDataSequence
00000001ec921148 (__AUTH,__data) external _gphNciNfc_GetRfCalDataSequence
00000001ec925020 (__AUTH,__data) external _gphNciNfc_GetRtngConfigSequence
00000001ec920f48 (__AUTH,__data) external _gphNciNfc_GetSmbLogCmdSeq
00000001ec9250a0 (__AUTH,__data) external _gphNciNfc_GetTransitionSequence
00000001ec920fa8 (__AUTH,__data) external _gphNciNfc_GetUsrAreaAddrSeq
00000001ec921028 (__AUTH,__data) external _gphNciNfc_GetVasCodeSeq
00000001ec923ba8 (__AUTH,__data) external _gphNciNfc_IFPwrCtrlSequence
00000001ec921378 (__AUTH,__data) external _gphNciNfc_InitSequence
00000001ec924f60 (__AUTH,__data) external _gphNciNfc_IsoDepPresChkSequence
00000001ec9240a0 (__AUTH,__data) external _gphNciNfc_LogConnCloseSequence
00000001ec924080 (__AUTH,__data) external _gphNciNfc_LogConnOpenSequence
00000001ec923b68 (__AUTH,__data) external _gphNciNfc_ModeSetSequence
00000001ec9213e8 (__AUTH,__data) external _gphNciNfc_NfccStandbySequence
00000001ec923b88 (__AUTH,__data) external _gphNciNfc_NfceeDiscSequence
00000001ec924840 (__AUTH,__data) external _gphNciNfc_NfceeSelectSequence
00000001ec9210f8 (__AUTH,__data) external _gphNciNfc_PrbsTestSequence
00000001ec925000 (__AUTH,__data) external _gphNciNfc_ProtoIfMapSequence
00000001ec920f08 (__AUTH,__data) external _gphNciNfc_ReadSwioVoltageSequence
00000001ec9213c8 (__AUTH,__data) external _gphNciNfc_ReleaseSequence
00000001ec921048 (__AUTH,__data) external _gphNciNfc_SetChipScopeSeq
00000001ec924fc0 (__AUTH,__data) external _gphNciNfc_SetConfigSequence
00000001ec924fe0 (__AUTH,__data) external _gphNciNfc_SetConfigSignedSequence
00000001ec921128 (__AUTH,__data) external _gphNciNfc_SetRfCalDataSequence
00000001ec925040 (__AUTH,__data) external _gphNciNfc_SetRtngConfigSequence
00000001ec921008 (__AUTH,__data) external _gphNciNfc_SetVasCodeSeq
00000001ec923bc8 (__AUTH,__data) external _gphNciNfc_SvddOnCtrlSequence
00000001ec9210c8 (__AUTH,__data) external _gphNciNfc_SwpSelfTestSequence
00000001ec921468 (__AUTH,__data) external _gphNciNfc_T3TSequence
00000001ec924f40 (__AUTH,__data) external _gphNciNfc_TrigRfOnSequence
00000001e2d21148 (__DATA,__common) external _gphNfc_DebugInfo
00000001e2d210c0 (__DATA,__common) external _gpphDnldContext
00000001e2d21650 (__DATA,__common) external _gpphDnldNfc_CoreContext
00000001e2d21150 (__DATA,__common) external _gpphNciNfc_Context
00000001e2d21158 (__DATA,__common) external _gpphNciNfc_CoreContext
00000001e2d21076 (__DATA,__common) external _gwLibNfc_APC_CTRL2
00000001e2d21062 (__DATA,__common) external _gwLibNfc_Additional_Phase_Offset
00000001e2d21034 (__DATA,__common) external _gwLibNfc_Clock_Sel_Cfg
00000001e2d21036 (__DATA,__common) external _gwLibNfc_Clock_To_Cfg
00000001e2d21048 (__DATA,__common) external _gwLibNfc_Customer_Trimming
00000001e2d21032 (__DATA,__common) external _gwLibNfc_DIE_ID
00000001e2d2104a (__DATA,__common) external _gwLibNfc_DPLL_Settings
00000001e2d2107c (__DATA,__common) external _gwLibNfc_DavenPortTxHappenedTO
00000001e2d2106e (__DATA,__common) external _gwLibNfc_GC_Detected_Flag
00000001e2d2106c (__DATA,__common) external _gwLibNfc_GC_READER_RSSI_THRESHOLD
00000001e2d21070 (__DATA,__common) external _gwLibNfc_GC_READER_SERVICE_CODE
00000001e2d21068 (__DATA,__common) external _gwLibNfc_GPIO_Test_Mode
00000001e2d2107e (__DATA,__common) external _gwLibNfc_GenericAExpTxHappenedTO
00000001e2d21038 (__DATA,__common) external _gwLibNfc_HLM_MiniNV
00000001e2d21066 (__DATA,__common) external _gwLibNfc_HLM_Test_Mode
00000001e2d2105a (__DATA,__common) external _gwLibNfc_HlmWaterLevel
00000001e2d21044 (__DATA,__common) external _gwLibNfc_IOT_Cfg
00000001e2d21060 (__DATA,__common) external _gwLibNfc_ISO15693_Flags
00000001e2d21056 (__DATA,__common) external _gwLibNfc_ISO15693_GT
00000001e2d21052 (__DATA,__common) external _gwLibNfc_LPDET_Trimming
00000001e2d2105e (__DATA,__common) external _gwLibNfc_Lpcd
00000001e2d20a10 (__DATA,__data) external _gwLibNfc_MwApi_Map
00000001e2d2104c (__DATA,__common) external _gwLibNfc_NFCLD_Threshold
00000001e2d21050 (__DATA,__common) external _gwLibNfc_NFCLD_Trimming
00000001e2d21078 (__DATA,__common) external _gwLibNfc_NUMBER_OF_FRAMES_TO_WAIT
00000001e2d2105c (__DATA,__common) external _gwLibNfc_NoUartMsgRxTimeout
00000001e2d21040 (__DATA,__common) external _gwLibNfc_PMU_Cfg
00000001e2d21074 (__DATA,__common) external _gwLibNfc_RF_Flags_Cfg
00000001e2d2106a (__DATA,__common) external _gwLibNfc_RF_OFF
00000001e2d21084 (__DATA,__common) external _gwLibNfc_RF_Off_Filtering_Duration
00000001e2d2103e (__DATA,__common) external _gwLibNfc_RF_Transition_Cfg
00000001e2d21054 (__DATA,__common) external _gwLibNfc_RSSI_Trimming
00000001e2d2104e (__DATA,__common) external _gwLibNfc_RfOffFiltering
00000001e2d21088 (__DATA,__common) external _gwLibNfc_RxBufferUnlockGuardTo_Cfg
00000001e2d2107a (__DATA,__common) external _gwLibNfc_SuicaExpDynTransHappenedTO
00000001e2d21064 (__DATA,__common) external _gwLibNfc_SuicaExpPreTxHappenedTO
00000001e2d21086 (__DATA,__common) external _gwLibNfc_SuicaExpTxHappenedTO
00000001e2d21082 (__DATA,__common) external _gwLibNfc_Suica_Trans_End_Pattern
00000001e2d21080 (__DATA,__common) external _gwLibNfc_Suica_Trans_End_Pattern_Extd
00000001e2d21072 (__DATA,__common) external _gwLibNfc_Sys_CalData_RFSAC
00000001e2d21046 (__DATA,__common) external _gwLibNfc_Sys_Stats_Marking_Code
00000001e2d21058 (__DATA,__common) external _gwLibNfc_TO_DET_15693
00000001e2d205d0 (__DATA,__data) external _gwLibNfc_TagID_Map
00000001e2d2103a (__DATA,__common) external _gwLibNfc_To_StdBy
00000001e2d21042 (__DATA,__common) external _gwLibNfc_Trim_Cust_Ext
00000001e2d2103c (__DATA,__common) external _gwLibNfc_Watchdog_Enable_Debug
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e2d21090 (__DATA,__common) external _pNdefRecord
00000001e2d20c20 (__DATA,__data) external _paHsubaudrate
00000001e2d20c68 (__DATA,__data) external _paHsubaudrate_4_0
00000001e2d20cb0 (__DATA,__data) external _paHsubaudrate_old
00000001d37dcff4 (__TEXT,__text) external _phDnldNfc_BuildHdllPkt
00000001d379f7b4 (__TEXT,__text) external _phDnldNfc_CloseFwLibHandle
00000001d37dcf54 (__TEXT,__text) external _phDnldNfc_CoreDeInit
00000001d37dce7c (__TEXT,__text) external _phDnldNfc_CoreInit
00000001d37de390 (__TEXT,__text) external _phDnldNfc_CoreSendCb
00000001d3762888 (__TEXT,__text) external _phDnldNfc_DnldCfgHsuBaudRate
00000001d3762ac4 (__TEXT,__text) external _phDnldNfc_DnldCfgHsuBaudRateCb
00000001d3760c0c (__TEXT,__text) external _phDnldNfc_DnldChkIntegrity
00000001d3760d9c (__TEXT,__text) external _phDnldNfc_DnldChkIntegrityCb
00000001d3761dd0 (__TEXT,__text) external _phDnldNfc_DnldChkIntegrityRecoverCb
00000001d3762bd4 (__TEXT,__text) external _phDnldNfc_DnldComplete
00000001d37614b8 (__TEXT,__text) external _phDnldNfc_DnldFlashIntegrityCb
00000001d37602c0 (__TEXT,__text) external _phDnldNfc_DnldGetSessnState
00000001d3760390 (__TEXT,__text) external _phDnldNfc_DnldGetSessnStateCb
00000001d3760628 (__TEXT,__text) external _phDnldNfc_DnldGetVersion
00000001d37606f8 (__TEXT,__text) external _phDnldNfc_DnldGetVersionCb
00000001d3762f7c (__TEXT,__text) external _phDnldNfc_DnldInitComplete
00000001d3762290 (__TEXT,__text) external _phDnldNfc_DnldLog
00000001d37623a0 (__TEXT,__text) external _phDnldNfc_DnldLogCb
00000001d3762430 (__TEXT,__text) external _phDnldNfc_DnldLogReadCb
00000001d37604dc (__TEXT,__text) external _phDnldNfc_DnldPrevSessnStateCb
00000001d3762584 (__TEXT,__text) external _phDnldNfc_DnldRecover
00000001d37626a4 (__TEXT,__text) external _phDnldNfc_DnldRecoverCb
00000001d37ddfdc (__TEXT,__text) external _phDnldNfc_DnldValidateRxdPkt
00000001d37de0d8 (__TEXT,__text) external _phDnldNfc_DnldVldtCrcRcvd
00000001d37609e8 (__TEXT,__text) external _phDnldNfc_DnldWrite
00000001d3760b18 (__TEXT,__text) external _phDnldNfc_DnldWriteCb
00000001d379f554 (__TEXT,__text) external _phDnldNfc_FreeDnldContext
00000001d3762720 (__TEXT,__text) external _phDnldNfc_GetDieId
00000001d37627d8 (__TEXT,__text) external _phDnldNfc_GetDieIdCb
00000001d379f5b8 (__TEXT,__text) external _phDnldNfc_InitImgInfo
00000001d37dd4d4 (__TEXT,__text) external _phDnldNfc_RecvDnldPkt
00000001d37dd420 (__TEXT,__text) external _phDnldNfc_ReqTmlRead
00000001d37de46c (__TEXT,__text) external _phDnldNfc_RspTimeOutCb
00000001d379f41c (__TEXT,__text) external _phDnldNfc_SetHwDevHandle
00000001d37dd868 (__TEXT,__text) external _phDnldNfc_UpdateRsp
00000001d378ab84 (__TEXT,__text) external _phFriNfc_ConnHandover_SendMsg
00000001d3754f00 (__TEXT,__text) external _phFriNfc_Desf_HChkAndParseTLV
00000001d37ab9c4 (__TEXT,__text) external _phFriNfc_Desf_HCreatCCFile
00000001d37aba50 (__TEXT,__text) external _phFriNfc_Desf_HCreatNDEFFile
00000001d37ab8b0 (__TEXT,__text) external _phFriNfc_Desf_HCreateApp
00000001d37ab580 (__TEXT,__text) external _phFriNfc_Desf_HGetHWVersion
00000001d37ab698 (__TEXT,__text) external _phFriNfc_Desf_HGetSWVersion
00000001d37ab824 (__TEXT,__text) external _phFriNfc_Desf_HGetUIDDetails
00000001d37abc50 (__TEXT,__text) external _phFriNfc_Desf_HReadOnlyReadCCFile
00000001d37abee0 (__TEXT,__text) external _phFriNfc_Desf_HReadOnlySelectApp
00000001d37abf4c (__TEXT,__text) external _phFriNfc_Desf_HReadOnlySelectAppEV1
00000001d37abd64 (__TEXT,__text) external _phFriNfc_Desf_HReadOnlyWriteCCFile
00000001d37ab938 (__TEXT,__text) external _phFriNfc_Desf_HSelectApp
00000001d37ab5ec (__TEXT,__text) external _phFriNfc_Desf_HSendTransCmd
00000001d37ab724 (__TEXT,__text) external _phFriNfc_Desf_HUpdateVersionDetails
00000001d37abadc (__TEXT,__text) external _phFriNfc_Desf_HWrCCBytes
00000001d37abb68 (__TEXT,__text) external _phFriNfc_Desf_HWrNDEFData
00000001d37ab054 (__TEXT,__text) external _phFriNfc_Desf_HWrapISONativeCmds
00000001d37abfb8 (__TEXT,__text) external _phFriNfc_Desf_Process
00000001d375628c (__TEXT,__text) external _phFriNfc_Desfire_CB_Transceive
00000001d3754dc4 (__TEXT,__text) external _phFriNfc_Desfire_ChkNdef
