
/System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf (for architecture x86_64):
                 (undefined) external _$s10Foundation12CharacterSetV7lettersACvgZ (from Foundation)
                 (undefined) external _$s10Foundation12CharacterSetV8containsySbs7UnicodeO6ScalarVF (from Foundation)
                 (undefined) external _$s10Foundation12CharacterSetV8invertedACvg (from Foundation)
                 (undefined) external _$s10Foundation12CharacterSetVMa (from Foundation)
                 (undefined) external _$s10Foundation12CharacterSetVMn (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalV3endAA0B0Vvg (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalV5start3endAcA0B0V_AGtcfC (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalV5startAA0B0Vvg (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalVMa (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalVMn (from Foundation)
                 (undefined) external _$s10Foundation12DateIntervalVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation12URLQueryItemV4name5valueACSSh_SSSghtcfC (from Foundation)
                 (undefined) external _$s10Foundation12URLQueryItemV4nameSSvg (from Foundation)
                 (undefined) external _$s10Foundation12URLQueryItemV5valueSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation12URLQueryItemVMa (from Foundation)
                 (undefined) external _$s10Foundation12URLQueryItemVMn (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV10queryItemsSayAA12URLQueryItemVGSgvg (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV10queryItemsSayAA12URLQueryItemVGSgvs (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV19_bridgeToObjectiveCSo15NSURLComponentsCyF (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV19percentEncodedQuerySSSgvg (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV19percentEncodedQuerySSSgvs (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV2eeoiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV36_unconditionallyBridgeFromObjectiveCyACSo15NSURLComponentsCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV3url23resolvingAgainstBaseURLACSgAA0G0Vh_SbtcfC (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV3urlAA3URLVSgvg (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV4pathSSvg (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV4pathSSvs (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV6schemeSSSgvs (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsV6stringACSgSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsVMa (from Foundation)
                 (undefined) external _$s10Foundation13URLComponentsVMn (from Foundation)
                 (undefined) external _$s10Foundation13__DataStorageC5bytes6length4copy11deallocator6offsetACSvSg_SiSbySv_SitcSgSitcfc (from Foundation)
                 (undefined) external _$s10Foundation13__DataStorageC6_bytesSvSgvg (from Foundation)
                 (undefined) external _$s10Foundation13__DataStorageC7_lengthSivg (from Foundation)
                 (undefined) external _$s10Foundation13__DataStorageC7_offsetSivg (from Foundation)
                 (undefined) external _$s10Foundation13__DataStorageCMa (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsV3daySiSgvg (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsV3daySiSgvs (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsV4hourSiSgvg (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsV8calendar8timeZone3era4year5month3day4hour6minute6second10nanosecond7weekday0O7Ordinal7quarter11weekOfMonth0rS4Year0h7ForWeeksU0AcA8CalendarVSg_AA04TimeF0VSgSiSgA13ZtcfC (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsVMa (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsVMn (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsVSHAAMc (from Foundation)
                 (undefined) external _$s10Foundation14DateComponentsVSQAAMc (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorMp (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP10helpAnchorSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP13failureReasonSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP16errorDescriptionSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP18recoverySuggestionSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE10helpAnchorSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE13failureReasonSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE18recoverySuggestionSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPs0C0Tb (from Foundation)
                 (undefined) external _$s10Foundation15ContiguousBytesMp (from Foundation)
                 (undefined) external _$s10Foundation15ContiguousBytesP010withUnsafeC0yqd__qd__SWKXEKlFTj (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesV11isDirectorySbSgvg (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesV12creationDateAA0E0VSgvg (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesV13totalFileSizeSiSgvg (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesV8fileSizeSiSgvg (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesVMa (from Foundation)
                 (undefined) external _$s10Foundation17URLResourceValuesVMn (from Foundation)
                 (undefined) external _$s10Foundation22_convertErrorToNSErrorySo0E0Cs0C0_pF (from Foundation)
                 (undefined) external _$s10Foundation22_convertNSErrorToErrorys0E0_pSo0C0CSgF (from Foundation)
                 (undefined) external _$s10Foundation25NSFastEnumerationIteratorVMa (from Foundation)
                 (undefined) external _$s10Foundation25NSFastEnumerationIteratorVStAAMc (from Foundation)
                 (undefined) external _$s10Foundation3URLV016standardizedFileB0ACvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV13DirectoryHintO02isC0yA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation3URLV13DirectoryHintO13inferFromPathyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation3URLV13DirectoryHintOMa (from Foundation)
                 (undefined) external _$s10Foundation3URLV14absoluteStringSSvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV14resourceValues7forKeysAA011URLResourceD0VShySo16NSURLResourceKeyaG_tKF (from Foundation)
                 (undefined) external _$s10Foundation3URLV15fileURLWithPath10relativeToACSSh_ACSghtcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLV15fileURLWithPath11isDirectoryACSSh_SbtcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLV15fileURLWithPathACSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLV17lastPathComponentSSvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV19_bridgeToObjectiveCSo5NSURLCyF (from Foundation)
                 (undefined) external _$s10Foundation3URLV19appendPathComponent_11isDirectoryySS_SbtF (from Foundation)
                 (undefined) external _$s10Foundation3URLV22appendingPathComponent_11isDirectoryACSS_SbtF (from Foundation)
                 (undefined) external _$s10Foundation3URLV22appendingPathComponentyACSSF (from Foundation)
                 (undefined) external _$s10Foundation3URLV25deletingLastPathComponentACyF (from Foundation)
                 (undefined) external _$s10Foundation3URLV36_unconditionallyBridgeFromObjectiveCyACSo5NSURLCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation3URLV4path14percentEncodedSSSb_tF (from Foundation)
                 (undefined) external _$s10Foundation3URLV4pathSSvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV6schemeSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV6stringACSgSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLV8filePath13directoryHint10relativeToACSS_AC09DirectoryF0OACSgtcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLVMa (from Foundation)
                 (undefined) external _$s10Foundation3URLVMn (from Foundation)
                 (undefined) external _$s10Foundation3URLVSHAAMc (from Foundation)
                 (undefined) external _$s10Foundation3URLVSQAAMc (from Foundation)
                 (undefined) external _$s10Foundation3URLVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataV06InlineB0VyAESWcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV10LargeSliceV21ensureUniqueReferenceyyF (from Foundation)
                 (undefined) external _$s10Foundation4DataV10LargeSliceVyAESWcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV10contentsOf7optionsAcA3URLVh_So20NSDataReadingOptionsVtKcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV11DeallocatorO4noneyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation4DataV11DeallocatorO5unmapyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation4DataV11DeallocatorOMa (from Foundation)
                 (undefined) external _$s10Foundation4DataV11InlineSliceVyAESWcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV11bytesNoCopy5count11deallocatorACSv_SiAC11DeallocatorOtcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV13_copyContents12initializingAC8IteratorV_SitSrys5UInt8VG_tF (from Foundation)
                 (undefined) external _$s10Foundation4DataV13base64Encoded7optionsACSgSSh_So27NSDataBase64DecodingOptionsVtcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV15_RepresentationO15replaceSubrange_4with5countySnySiG_SVSgSitF (from Foundation)
                 (undefined) external _$s10Foundation4DataV15_RepresentationO5countAESi_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV15_RepresentationO6append10contentsOfySW_tF (from Foundation)
                 (undefined) external _$s10Foundation4DataV15_RepresentationON (from Foundation)
                 (undefined) external _$s10Foundation4DataV19_bridgeToObjectiveCSo6NSDataCyF (from Foundation)
                 (undefined) external _$s10Foundation4DataV19base64EncodedString7optionsSSSo27NSDataBase64EncodingOptionsV_tF (from Foundation)
                 (undefined) external _$s10Foundation4DataV2eeoiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4DataV36_unconditionallyBridgeFromObjectiveCyACSo6NSDataCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4DataV5bytes5countACSV_SitcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV5countSivg (from Foundation)
                 (undefined) external _$s10Foundation4DataV5write2to7optionsyAA3URLV_So20NSDataWritingOptionsVtKF (from Foundation)
                 (undefined) external _$s10Foundation4DataV6appendyyACF (from Foundation)
                 (undefined) external _$s10Foundation4DataV7subdata2inACSnySiG_tF (from Foundation)
                 (undefined) external _$s10Foundation4DataV8IteratorVMa (from Foundation)
                 (undefined) external _$s10Foundation4DataVMn (from Foundation)
                 (undefined) external _$s10Foundation4DataVN (from Foundation)
                 (undefined) external _$s10Foundation4DataVSEAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataVSHAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataVSeAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DateV026timeIntervalSinceReferenceB0ACSd_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4DateV026timeIntervalSinceReferenceB0Sdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV11distantPastACvgZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV12timeInterval5sinceACSd_ACtcfC (from Foundation)
                 (undefined) external _$s10Foundation4DateV13distantFutureACvgZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV17timeIntervalSinceySdACF (from Foundation)
                 (undefined) external _$s10Foundation4DateV18addingTimeIntervalyACSdF (from Foundation)
                 (undefined) external _$s10Foundation4DateV19_bridgeToObjectiveCSo6NSDateCyF (from Foundation)
                 (undefined) external _$s10Foundation4DateV1goiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV1loiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV20timeIntervalSinceNowACSd_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4DateV20timeIntervalSinceNowSdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV21timeIntervalSince1970ACSd_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4DateV21timeIntervalSince1970Sdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV2eeoiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV36_unconditionallyBridgeFromObjectiveCyACSo6NSDateCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV3nowACvgZ (from Foundation)
                 (undefined) external _$s10Foundation4DateVACycfC (from Foundation)
                 (undefined) external _$s10Foundation4DateVMa (from Foundation)
                 (undefined) external _$s10Foundation4DateVMn (from Foundation)
                 (undefined) external _$s10Foundation4DateVSEAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DateVSLAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DateVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV10uuidStringACSgSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV10uuidStringSSvg (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV4uuidACs5UInt8V_A15Ft_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV4uuids5UInt8V_A15Ftvg (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVACycfC (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMa (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMn (from Foundation)
                 (undefined) external _$s10Foundation6LocaleV10identifierSSvg (from Foundation)
                 (undefined) external _$s10Foundation6LocaleV36_unconditionallyBridgeFromObjectiveCyACSo8NSLocaleCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation6LocaleVMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV10IdentifierO9gregorianyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV10IdentifierOMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV10identifierA2C10IdentifierOh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV10startOfDay3forAA4DateVAG_tF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV12dateInterval2of3forAA04DateD0VSgAC9ComponentO_AA0G0VtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV14dateComponents_4from2toAA04DateD0VShyAC9ComponentOG_AA0G0VAMtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV14dateComponents_4fromAA04DateD0VShyAC9ComponentOG_AA0F0VtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV4date8byAdding2to18wrappingComponentsAA4DateVSgAA0iH0V_AISbtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV7currentACvgZ (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentO10weekOfYearyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentO3dayyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentO4houryA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentO4yearyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentO5monthyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentOMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentOMn (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentOSHAAMc (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV9ComponentOSQAAMc (from Foundation)
                 (undefined) external _$s10Foundation8CalendarVMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarVMn (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneV36_unconditionallyBridgeFromObjectiveCyACSo06NSTimeC0CSgFZ (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneVMa (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneVMn (from Foundation)
                 (undefined) external _$s11ParsecModel12PMUsageEventMp (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP10activeDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP11invokedDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP12clientIntVals5Int32VvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP12searchedDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP14webEngagedDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP14zkwEngagedDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP15voiceSearchDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP20numSearchEngagementss5Int32VvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel12PMUsageEventP34suggestionOrAppleResultEngagedDaysSbvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARFlushEventCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARFlushEventCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARUsageEventC19clientSearchKeyPathSSvgZ (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARUsageEventCAA07PMUsageD0AAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARUsageEventCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel13PARUsageEventCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO10parsecGotoyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO10parsecMapsyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO10parsecNewsyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO10parsecWikiyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO11parsecOtheryA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO12parsecStocksyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO12recentResultyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO13parsecWeatheryA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO13thirdPartyTapyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO14parsecAppStoreyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO14thirdPartyGotoyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO14webSuggestionsyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO15querySuggestionyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO15siriSuggestionsyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO22thirdPartyInAppContentyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO23onDeviceAddressBookDatayA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO25onDeviceOtherPersonalDatayA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO2goyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO34thirdPartyCompletionOrRecentSearchyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO3tapyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO3zkwyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO5imageyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO5otheryA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO6parsecyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO8goToSiteyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO8localTapyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO8punchoutyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO8rawValueSSvg (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO9appLaunchyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO9localGotoyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO9parsecTapyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyO9parsecWebyA2CmFWC (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyOMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel16PMEntityPropertyOMn (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARImagesPropensityCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARImagesPropensityCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARImagesPropensityCMn (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARSafariPropensityCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARSafariPropensityCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PARSafariPropensityCMn (from ParsecModel)
                 (undefined) external _$s11ParsecModel19PMTimestampedEntityP9timestamp10Foundation4DateVSgvgTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel22PARSpotlightPropensityCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel22PARSpotlightPropensityCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel22PARSpotlightPropensityCMn (from ParsecModel)
                 (undefined) external _$s11ParsecModel30PARSessionEngagementsByTriggerCAA9PAREntityAAWP (from ParsecModel)
                 (undefined) external _$s11ParsecModel30PARSessionEngagementsByTriggerCMa (from ParsecModel)
                 (undefined) external _$s11ParsecModel9PAREntityMp (from ParsecModel)
                 (undefined) external _$s11ParsecModel9PAREntityP10entityNameSSvgZTj (from ParsecModel)
                 (undefined) external _$s11ParsecModel9PAREntityPAAE13createRequestSo07NSFetchE0CyxGyFZ (from ParsecModel)
                 (undefined) external _$s11ParsecModel9PAREntityPAAE20createGenericRequestSo07NSFetchF0CySo0gF6Result_pGyFZ (from ParsecModel)
                 (undefined) external _$s12FeatureFlags02isA7EnabledySbAA0aB3Key_pF (from FeatureFlags)
                 (undefined) external _$s12FeatureFlags0aB3KeyMp (from FeatureFlags)
                 (undefined) external _$s12FeatureFlags0aB3KeyP6domains12StaticStringVvgTq (from FeatureFlags)
                 (undefined) external _$s12FeatureFlags0aB3KeyP7features12StaticStringVvgTq (from FeatureFlags)
                 (undefined) external _$s15_ObjectiveCTypes01_A11CBridgeablePTl (from libswiftCore)
                 (undefined) external _$s17StringLiteralTypes013ExpressibleByaB0PTl (from libswiftCore)
                 (undefined) external _$s17_StringProcessing5RegexV06_regexA07versionACyxGSS_SitcfC (from libswift_StringProcessing)
                 (undefined) external _$s17_StringProcessing5RegexVMn (from libswift_StringProcessing)
                 (undefined) external _$s17_StringProcessing5RegexVyxGAA0C9ComponentAAMc (from libswift_StringProcessing)
                 (undefined) external _$s18IntegerLiteralTypes013ExpressibleByaB0PTl (from libswiftCore)
                 (undefined) external _$s18PegasusPersistence0A13KeyValueStoreP10setInteger_3forySi_SStKFTj (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0A13KeyValueStoreP6string3forSSSgSS_tFTj (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0A13KeyValueStoreP7integer3forSiSgSS_tFTj (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0A13KeyValueStoreP9setString_3forySS_SStKFTj (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0A20KeyValueStoreFactoryV010deviceInfoE07context4name22requiresAuthenticationAA0acdE0_pAA0aB7ContextV_SSSgSbtKFZ (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0aB7ContextV8location11fileManagerAC10Foundation3URLV_So06NSFileF0CSgtcfC (from PegasusPersistence)
                 (undefined) external _$s18PegasusPersistence0aB7ContextVMa (from PegasusPersistence)
                 (undefined) external _$s20PegasusConfiguration0A10ClientNameO18VisualIntelligenceyA2CmFWC (from PegasusConfiguration)
                 (undefined) external _$s20PegasusConfiguration0A10ClientNameO4SiriyA2CmFWC (from PegasusConfiguration)
