000000025b8c8684 (__TEXT,__text) non-external +[CSSearchableIndex(PSUAdditions) psu_criticalIndexWithName:protectionClass:bundleIdentifier:]
                 (undefined) external _OBJC_CLASS_$_ATXNamedHandle (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXNotificationCategorizationClient (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXNotificationContextRequest (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXTextMessage (from AppPredictionClient)
                 (undefined) external _OBJC_CLASS_$_ATXUserNotification (from AppPredictionClient)
                 (undefined) weak external _OBJC_CLASS_$_BGNonRepeatingSystemTaskRequest (from BackgroundSystemTasks)
                 (undefined) weak external _OBJC_CLASS_$_BGSystemTaskScheduler (from BackgroundSystemTasks)
                 (undefined) external _OBJC_CLASS_$_BMPublisherOptions (from BiomeStreams)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNContactFormatter (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CSCustomAttributeKey (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSPerson (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchQuery (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchQueryContext (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableIndex (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItem (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSearchableItemAttributeSet (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSmartRepliesResponse (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_CSSmartReply (from CoreSpotlight)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyHTMLParser (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyOriginalTextSubparser (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_ECMessageBodyParsingUtils (from EmailCore)
                 (undefined) external _OBJC_CLASS_$_EMCachingContactStore (from Email)
                 (undefined) external _OBJC_CLASS_$_EMContentRepresentation (from Email)
                 (undefined) external _OBJC_CLASS_$_EMContentRequestOptions (from Email)
                 (undefined) external _OBJC_CLASS_$_EMDaemonInterface (from Email)
                 (undefined) external _OBJC_CLASS_$_EMMessage (from Email)
                 (undefined) external _OBJC_CLASS_$_EMMessageListItemPredicates (from Email)
                 (undefined) external _OBJC_CLASS_$_EMQuery (from Email)
                 (undefined) external _OBJC_CLASS_$_GDXPCKnosisService (from IntelligencePlatform)
                 (undefined) external _OBJC_CLASS_$_HVHtmlParser (from ProactiveHarvesting)
                 (undefined) external _OBJC_CLASS_$_HVPaths (from ProactiveHarvesting)
                 (undefined) external _OBJC_CLASS_$_INCExtensionConnection (from IntentsCore)
                 (undefined) external _OBJC_CLASS_$_INDateComponentsRange (from Intents)
                 (undefined) external _OBJC_CLASS_$_INFile (from Intents)
                 (undefined) external _OBJC_CLASS_$_INMessage (from Intents)
                 (undefined) external _OBJC_CLASS_$_INPerson (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSearchForMessagesIntent (from Intents)
                 (undefined) external _OBJC_CLASS_$_INSearchForMessagesIntentResponse (from Intents)
                 (undefined) external _OBJC_CLASS_$_LNAssistantDefinedSchemaConformance (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNConfigurableQueryRequest (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNConnectionPolicy (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNEntity (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNEntityIdentifier (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNEntityMetadata (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNMetadataProvider (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNProperty (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNQueryRequestOptions (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LSApplicationRecord (from CoreServices)
                 (undefined) external _OBJC_CLASS_$_MADCaptionResult (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADImageCaptionRequest (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADRequest (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADResult (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MADService (from MediaAnalysisServices)
                 (undefined) external _OBJC_CLASS_$_MCMessage (from MailCore)
                 (undefined) external _OBJC_CLASS_$_NLEmbedding (from NaturalLanguage)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPersonNameComponentsFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserActivity (from CoreServices)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
00000002979cb490 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUCurrentActivityManager
00000002979cb468 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUIntentMessageHistorySearcher
00000002979cb440 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUModeConfigurationService
00000002979cb418 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationAnalytics
00000002979cb3f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationPipeline
00000002979cb3c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUSummarizationXPCServer
00000002979cb3a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PSUVIPManager
                 (undefined) external _OBJC_CLASS_$_TCInputContextHistory (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartAction (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartRepliesResponse (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCSmartReply (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TCTextCompositionAssistant (from TextComposer)
                 (undefined) external _OBJC_CLASS_$_TIInputContextHistory (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TIMutableInputContextEntry (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TIPreferencesController (from TextInput)
                 (undefined) external _OBJC_CLASS_$_TRIClient (from Trial)
                 (undefined) external _OBJC_CLASS_$_TRINamespace (from TrialProto)
                 (undefined) external _OBJC_CLASS_$__PASDatabaseMigrator (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDeviceInfo (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDeviceState (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASDispatch (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASSimpleCoalescingTimer (from ProactiveSupport)
                 (undefined) external _OBJC_CLASS_$__PASSqliteDatabase (from ProactiveSupport)
00000002986766b0 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC22ProactiveSummarization24UserNotificationSettings
00000002979cb4d0 (__DATA_DIRTY,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC22ProactiveSummarization29SummarizationPipelineDatabase
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
000000029550a258 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._didCompleteOneSuccessfulModeConfigurationFetch
000000029550a254 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._modeService
000000029550a250 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_PSUModeConfigurationService._modesWithIntelligentBreakthroughEnabled
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000002979cb378 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUCurrentActivityManager
00000002979cb350 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUIntentMessageHistorySearcher
00000002979cb328 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUModeConfigurationService
00000002979cb600 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationAnalytics
00000002979cb5d8 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationPipeline
00000002979cb5a8 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$_PSUSummarizationXPCServer
00000002979cb300 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PSUVIPManager
00000002979cb580 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC22ProactiveSummarization24UserNotificationSettings
00000002979cb558 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC22ProactiveSummarization29SummarizationPipelineDatabase
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
000000025b77c75c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c800 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c800 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c8d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c8d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77ccfc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77dcc0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b783490 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b784268 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b78493c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7857e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b78dd70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b79e560 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b79f078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7a3880 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7a5518 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7af33c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7bc214 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7d0eac (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7d16e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7d3e7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7d53a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7d544c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7da694 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7dbebc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7e5c58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7eaa44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7eb624 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b7ec78c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b801454 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8069b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8122dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b816110 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b82821c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8286f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b829224 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b82e73c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b85d1e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8639e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8754b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b87c798 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b87d484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b87e618 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8a1d34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8a2f3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8add68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b8c6acc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000025b77c790 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c840 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c8d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c8d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c994 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77c9e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77ccb8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b77dcdc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7834cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7834cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7834dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7834dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7834dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b784270 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b78495c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7857f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b79e560 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b79e570 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b79f078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b79f078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7af370 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7afaac (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7b1b70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7d0ecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7d1714 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7d2990 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000025b7d53b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
