                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff812ccb6e4 (__TEXT,__text) external _CMCloneProfileRef
00007ff8437d7fb8 (__DATA,__bss) non-external _CMCopyProfileDescriptionString.func
00007ff8437d7fc0 (__DATA,__bss) non-external _CMCopyProfileDescriptionString.predicate
00007ff812ccb18b (__TEXT,__text) external _CMCopyProfileLocalizedString
00007ff8437d7fa8 (__DATA,__bss) non-external _CMCopyProfileLocalizedString.func
00007ff8437d7fb0 (__DATA,__bss) non-external _CMCopyProfileLocalizedString.predicate
00007ff812ccb09a (__TEXT,__text) external _CMCopyProfileLocalizedStringDictionary
00007ff8437d7f98 (__DATA,__bss) non-external _CMCopyProfileLocalizedStringDictionary.func
00007ff8437d7fa0 (__DATA,__bss) non-external _CMCopyProfileLocalizedStringDictionary.predicate
00007ff812ccafae (__TEXT,__text) external _CMCountProfileElements
00007ff8437d7f88 (__DATA,__bss) non-external _CMCountProfileElements.func
00007ff8437d7f90 (__DATA,__bss) non-external _CMCountProfileElements.predicate
00007ff812ccaed2 (__TEXT,__text) external _CMFloatBitmapMakeChunky
00007ff8437d7f78 (__DATA,__bss) non-external _CMFloatBitmapMakeChunky.func
00007ff8437d7f80 (__DATA,__bss) non-external _CMFloatBitmapMakeChunky.predicate
00007ff812ccae4f (__TEXT,__text) external _CMGetColorSyncVersion
00007ff8437d7f68 (__DATA,__bss) non-external _CMGetColorSyncVersion.func
00007ff8437d7f70 (__DATA,__bss) non-external _CMGetColorSyncVersion.predicate
00007ff812ccadc9 (__TEXT,__text) external _CMGetDefaultDevice
00007ff8437d7f58 (__DATA,__bss) non-external _CMGetDefaultDevice.func
00007ff8437d7f60 (__DATA,__bss) non-external _CMGetDefaultDevice.predicate
00007ff812ccad43 (__TEXT,__text) external _CMGetDefaultProfileBySpace
00007ff8437d7f48 (__DATA,__bss) non-external _CMGetDefaultProfileBySpace.func
00007ff8437d7f50 (__DATA,__bss) non-external _CMGetDefaultProfileBySpace.predicate
00007ff812ccacbd (__TEXT,__text) external _CMGetDefaultProfileByUse
00007ff8437d7f38 (__DATA,__bss) non-external _CMGetDefaultProfileByUse.func
00007ff8437d7f40 (__DATA,__bss) non-external _CMGetDefaultProfileByUse.predicate
00007ff812ccac22 (__TEXT,__text) external _CMGetDeviceDefaultProfileID
00007ff8437d7f28 (__DATA,__bss) non-external _CMGetDeviceDefaultProfileID.func
00007ff8437d7f30 (__DATA,__bss) non-external _CMGetDeviceDefaultProfileID.predicate
00007ff812ccab6f (__TEXT,__text) external _CMGetDeviceFactoryProfiles
00007ff8437d7f18 (__DATA,__bss) non-external _CMGetDeviceFactoryProfiles.func
00007ff8437d7f20 (__DATA,__bss) non-external _CMGetDeviceFactoryProfiles.predicate
00007ff812ccaad4 (__TEXT,__text) external _CMGetDeviceInfo
00007ff8437d7f08 (__DATA,__bss) non-external _CMGetDeviceInfo.func
00007ff8437d7f10 (__DATA,__bss) non-external _CMGetDeviceInfo.predicate
00007ff812ccaa36 (__TEXT,__text) external _CMGetDeviceProfile
00007ff8437d7ef8 (__DATA,__bss) non-external _CMGetDeviceProfile.func
00007ff8437d7f00 (__DATA,__bss) non-external _CMGetDeviceProfile.predicate
00007ff812cca99b (__TEXT,__text) external _CMGetDeviceState
00007ff8437d7ee8 (__DATA,__bss) non-external _CMGetDeviceState.func
00007ff8437d7ef0 (__DATA,__bss) non-external _CMGetDeviceState.predicate
00007ff812cca900 (__TEXT,__text) external _CMGetDeviceTrackingByUse
00007ff8437d7ed8 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.func
00007ff8437d7ee0 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.predicate
00007ff812cca865 (__TEXT,__text) external _CMGetGammaByAVID
00007ff8437d7ec8 (__DATA,__bss) non-external _CMGetGammaByAVID.func
00007ff8437d7ed0 (__DATA,__bss) non-external _CMGetGammaByAVID.predicate
00007ff812cca765 (__TEXT,__text) external _CMGetIndNamedColorValue
00007ff8437d7eb8 (__DATA,__bss) non-external _CMGetIndNamedColorValue.func
00007ff8437d7ec0 (__DATA,__bss) non-external _CMGetIndNamedColorValue.predicate
00007ff812cca665 (__TEXT,__text) external _CMGetIndProfileElement
00007ff8437d7ea8 (__DATA,__bss) non-external _CMGetIndProfileElement.func
00007ff8437d7eb0 (__DATA,__bss) non-external _CMGetIndProfileElement.predicate
00007ff812cca55b (__TEXT,__text) external _CMGetIndProfileElementInfo
00007ff8437d7e98 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.func
00007ff8437d7ea0 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.predicate
00007ff812cca46a (__TEXT,__text) external _CMGetNamedColorIndex
00007ff8437d7e88 (__DATA,__bss) non-external _CMGetNamedColorIndex.func
00007ff8437d7e90 (__DATA,__bss) non-external _CMGetNamedColorIndex.predicate
00007ff812cca350 (__TEXT,__text) external _CMGetNamedColorInfo
00007ff8437d7e78 (__DATA,__bss) non-external _CMGetNamedColorInfo.func
00007ff8437d7e80 (__DATA,__bss) non-external _CMGetNamedColorInfo.predicate
00007ff812cca25f (__TEXT,__text) external _CMGetNamedColorName
00007ff8437d7e68 (__DATA,__bss) non-external _CMGetNamedColorName.func
00007ff8437d7e70 (__DATA,__bss) non-external _CMGetNamedColorName.predicate
00007ff812cca15f (__TEXT,__text) external _CMGetNamedColorValue
00007ff8437d7e58 (__DATA,__bss) non-external _CMGetNamedColorValue.func
00007ff8437d7e60 (__DATA,__bss) non-external _CMGetNamedColorValue.predicate
00007ff812cc9fed (__TEXT,__text) external _CMGetPS2ColorRendering
00007ff8437d7e48 (__DATA,__bss) non-external _CMGetPS2ColorRendering.func
00007ff8437d7e50 (__DATA,__bss) non-external _CMGetPS2ColorRendering.predicate
00007ff812cc9ee3 (__TEXT,__text) external _CMGetPS2ColorRenderingIntent
00007ff8437d7e38 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.func
00007ff8437d7e40 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.predicate
00007ff812cc9d81 (__TEXT,__text) external _CMGetPS2ColorRenderingVMSize
00007ff8437d7e28 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.func
00007ff8437d7e30 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.predicate
00007ff812cc9c77 (__TEXT,__text) external _CMGetPS2ColorSpace
00007ff8437d7e18 (__DATA,__bss) non-external _CMGetPS2ColorSpace.func
00007ff8437d7e20 (__DATA,__bss) non-external _CMGetPS2ColorSpace.predicate
00007ff812cc9b6d (__TEXT,__text) external _CMGetPartialProfileElement
00007ff8437d7e08 (__DATA,__bss) non-external _CMGetPartialProfileElement.func
00007ff8437d7e10 (__DATA,__bss) non-external _CMGetPartialProfileElement.predicate
00007ff812cc9ae7 (__TEXT,__text) external _CMGetProfileByAVID
00007ff8437d7df8 (__DATA,__bss) non-external _CMGetProfileByAVID.func
00007ff8437d7e00 (__DATA,__bss) non-external _CMGetProfileByAVID.predicate
00007ff812cc99cd (__TEXT,__text) external _CMGetProfileDescriptions
00007ff8437d7de8 (__DATA,__bss) non-external _CMGetProfileDescriptions.func
00007ff8437d7df0 (__DATA,__bss) non-external _CMGetProfileDescriptions.predicate
00007ff812cc98cd (__TEXT,__text) external _CMGetProfileElement
00007ff8437d7dd8 (__DATA,__bss) non-external _CMGetProfileElement.func
00007ff8437d7de0 (__DATA,__bss) non-external _CMGetProfileElement.predicate
00007ff812cc97ab (__TEXT,__text) external _CMGetProfileGamma
00007ff8437d7dc8 (__DATA,__bss) non-external _CMGetProfileGamma.func
00007ff8437d7dd0 (__DATA,__bss) non-external _CMGetProfileGamma.predicate
00007ff812cc96bf (__TEXT,__text) external _CMGetProfileHeader
00007ff8437d7db8 (__DATA,__bss) non-external _CMGetProfileHeader.func
00007ff8437d7dc0 (__DATA,__bss) non-external _CMGetProfileHeader.predicate
00007ff812cc9639 (__TEXT,__text) external _CMGetProfileLocation
00007ff8437d7da8 (__DATA,__bss) non-external _CMGetProfileLocation.func
00007ff8437d7db0 (__DATA,__bss) non-external _CMGetProfileLocation.predicate
00007ff812cc954d (__TEXT,__text) external _CMGetProfileMD5
00007ff8437d7d98 (__DATA,__bss) non-external _CMGetProfileMD5.func
00007ff8437d7da0 (__DATA,__bss) non-external _CMGetProfileMD5.predicate
00007ff812cc9461 (__TEXT,__text) external _CMGetProfileRefCount
00007ff8437d7d88 (__DATA,__bss) non-external _CMGetProfileRefCount.func
00007ff8437d7d90 (__DATA,__bss) non-external _CMGetProfileRefCount.predicate
00007ff812cc934f (__TEXT,__text) external _CMGetProfileTransformInfo
00007ff8437d7d78 (__DATA,__bss) non-external _CMGetProfileTransformInfo.func
00007ff8437d7d80 (__DATA,__bss) non-external _CMGetProfileTransformInfo.predicate
00007ff812cc92cc (__TEXT,__text) external _CMGetSystemProfile
00007ff8437d7d68 (__DATA,__bss) non-external _CMGetSystemProfile.func
00007ff8437d7d70 (__DATA,__bss) non-external _CMGetSystemProfile.predicate
00007ff812cc9249 (__TEXT,__text) external _CMGetSystemProfileAVID
00007ff8437d7d58 (__DATA,__bss) non-external _CMGetSystemProfileAVID.func
00007ff8437d7d60 (__DATA,__bss) non-external _CMGetSystemProfileAVID.predicate
00007ff812cc91c5 (__TEXT,__text) external _CMGetSystemProfilePriv
00007ff8437d7d48 (__DATA,__bss) non-external _CMGetSystemProfilePriv.func
00007ff8437d7d50 (__DATA,__bss) non-external _CMGetSystemProfilePriv.predicate
00007ff812cc912a (__TEXT,__text) external _CMIterateCMMInfo
00007ff8437d7d38 (__DATA,__bss) non-external _CMIterateCMMInfo.func
00007ff8437d7d40 (__DATA,__bss) non-external _CMIterateCMMInfo.predicate
00007ff812cc908c (__TEXT,__text) external _CMIterateColorDevices
00007ff8437d7d28 (__DATA,__bss) non-external _CMIterateColorDevices.func
00007ff8437d7d30 (__DATA,__bss) non-external _CMIterateColorDevices.predicate
00007ff812cc8fee (__TEXT,__text) external _CMIterateColorSyncFolder
00007ff8437d7d18 (__DATA,__bss) non-external _CMIterateColorSyncFolder.func
00007ff8437d7d20 (__DATA,__bss) non-external _CMIterateColorSyncFolder.predicate
00007ff812cc8f3b (__TEXT,__text) external _CMIterateDeviceProfiles
00007ff8437d7d08 (__DATA,__bss) non-external _CMIterateDeviceProfiles.func
00007ff8437d7d10 (__DATA,__bss) non-external _CMIterateDeviceProfiles.predicate
00007ff812cc8f30 (__TEXT,__text) external _CMLaunchControlPanel
00007ff812cc8eaa (__TEXT,__text) external _CMMakeProfile
00007ff8437d7cf8 (__DATA,__bss) non-external _CMMakeProfile.func
00007ff8437d7d00 (__DATA,__bss) non-external _CMMakeProfile.predicate
00007ff812cc8e0f (__TEXT,__text) external _CMMatchFloatBitmap
00007ff8437d7ce8 (__DATA,__bss) non-external _CMMatchFloatBitmap.func
00007ff8437d7cf0 (__DATA,__bss) non-external _CMMatchFloatBitmap.predicate
00007ff812cc8d89 (__TEXT,__text) external _CMNewProfile
00007ff8437d7cd8 (__DATA,__bss) non-external _CMNewProfile.func
00007ff8437d7ce0 (__DATA,__bss) non-external _CMNewProfile.predicate
00007ff812cc8d03 (__TEXT,__text) external _CMOpenProfile
00007ff8437d7cc8 (__DATA,__bss) non-external _CMOpenProfile.func
00007ff8437d7cd0 (__DATA,__bss) non-external _CMOpenProfile.predicate
00007ff812ccbbe6 (__TEXT,__text) external _CMPostLegacyDeviceNotification
00007ff8437d8070 (__DATA,__bss) non-external _CMPostLegacyDeviceNotification.func
00007ff812cc8c15 (__TEXT,__text) external _CMProfileCopyICCData
00007ff8437d7cb8 (__DATA,__bss) non-external _CMProfileCopyICCData.func
00007ff8437d7cc0 (__DATA,__bss) non-external _CMProfileCopyICCData.predicate
00007ff812cc8b24 (__TEXT,__text) external _CMProfileElementExists
00007ff8437d7ca8 (__DATA,__bss) non-external _CMProfileElementExists.func
00007ff8437d7cb0 (__DATA,__bss) non-external _CMProfileElementExists.predicate
00007ff812cc8a9e (__TEXT,__text) external _CMProfileModified
00007ff8437d7c98 (__DATA,__bss) non-external _CMProfileModified.func
00007ff8437d7ca0 (__DATA,__bss) non-external _CMProfileModified.predicate
00007ff812ccbba4 (__TEXT,__text) external _CMProfileWriteToFile
00007ff8437d8068 (__DATA,__bss) non-external _CMProfileWriteToFile.func
00007ff812cc8a00 (__TEXT,__text) external _CMRegisterColorDevice
00007ff8437d7c88 (__DATA,__bss) non-external _CMRegisterColorDevice.func
00007ff8437d7c90 (__DATA,__bss) non-external _CMRegisterColorDevice.predicate
00007ff812cc897c (__TEXT,__text) external _CMRemoveProfileElement
00007ff8437d7c78 (__DATA,__bss) non-external _CMRemoveProfileElement.func
00007ff8437d7c80 (__DATA,__bss) non-external _CMRemoveProfileElement.predicate
00007ff812cc88f8 (__TEXT,__text) external _CMSetDefaultDevice
00007ff8437d7c68 (__DATA,__bss) non-external _CMSetDefaultDevice.func
00007ff8437d7c70 (__DATA,__bss) non-external _CMSetDefaultDevice.predicate
00007ff812cc885f (__TEXT,__text) external _CMSetDeviceDefaultProfileID
00007ff8437d7c58 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.func
00007ff8437d7c60 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.predicate
00007ff812cc87c1 (__TEXT,__text) external _CMSetDeviceFactoryProfiles
00007ff8437d7c48 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.func
00007ff8437d7c50 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.predicate
00007ff812cc870e (__TEXT,__text) external _CMSetDeviceProfile
00007ff8437d7c38 (__DATA,__bss) non-external _CMSetDeviceProfile.func
00007ff8437d7c40 (__DATA,__bss) non-external _CMSetDeviceProfile.predicate
00007ff812cc8675 (__TEXT,__text) external _CMSetDeviceState
00007ff8437d7c28 (__DATA,__bss) non-external _CMSetDeviceState.func
00007ff8437d7c30 (__DATA,__bss) non-external _CMSetDeviceState.predicate
00007ff812cc85dc (__TEXT,__text) external _CMSetDeviceTrackingByUse
00007ff8437d7c18 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.func
00007ff8437d7c20 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.predicate
00007ff812cc8556 (__TEXT,__text) external _CMSetGammaByAVID
00007ff8437d7c08 (__DATA,__bss) non-external _CMSetGammaByAVID.func
00007ff8437d7c10 (__DATA,__bss) non-external _CMSetGammaByAVID.predicate
00007ff812cc84a3 (__TEXT,__text) external _CMSetPartialProfileElement
00007ff8437d7bf8 (__DATA,__bss) non-external _CMSetPartialProfileElement.func
00007ff8437d7c00 (__DATA,__bss) non-external _CMSetPartialProfileElement.predicate
00007ff812cc841d (__TEXT,__text) external _CMSetProfileByAVID
00007ff8437d7be8 (__DATA,__bss) non-external _CMSetProfileByAVID.func
00007ff8437d7bf0 (__DATA,__bss) non-external _CMSetProfileByAVID.predicate
00007ff812cc8361 (__TEXT,__text) external _CMSetProfileDescriptions
00007ff8437d7bd8 (__DATA,__bss) non-external _CMSetProfileDescriptions.func
00007ff8437d7be0 (__DATA,__bss) non-external _CMSetProfileDescriptions.predicate
00007ff812cc82c3 (__TEXT,__text) external _CMSetProfileElement
00007ff8437d7bc8 (__DATA,__bss) non-external _CMSetProfileElement.func
00007ff8437d7bd0 (__DATA,__bss) non-external _CMSetProfileElement.predicate
00007ff812cc822a (__TEXT,__text) external _CMSetProfileElementReference
00007ff8437d7bb8 (__DATA,__bss) non-external _CMSetProfileElementReference.func
00007ff8437d7bc0 (__DATA,__bss) non-external _CMSetProfileElementReference.predicate
00007ff812cc8191 (__TEXT,__text) external _CMSetProfileElementSize
00007ff8437d7ba8 (__DATA,__bss) non-external _CMSetProfileElementSize.func
00007ff8437d7bb0 (__DATA,__bss) non-external _CMSetProfileElementSize.predicate
00007ff812cc810b (__TEXT,__text) external _CMSetProfileHeader
00007ff8437d7b98 (__DATA,__bss) non-external _CMSetProfileHeader.func
00007ff8437d7ba0 (__DATA,__bss) non-external _CMSetProfileHeader.predicate
00007ff812cc8070 (__TEXT,__text) external _CMSetProfileLocalizedStringDictionary
00007ff8437d7b88 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.func
00007ff8437d7b90 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.predicate
00007ff812cc7fed (__TEXT,__text) external _CMSetSystemProfile
00007ff8437d7b78 (__DATA,__bss) non-external _CMSetSystemProfile.func
00007ff8437d7b80 (__DATA,__bss) non-external _CMSetSystemProfile.predicate
00007ff812ccbb23 (__TEXT,__text) external _CMSetSystemProfileAVID
00007ff8437d8058 (__DATA,__bss) non-external _CMSetSystemProfileAVID.func
00007ff8437d8060 (__DATA,__bss) non-external _CMSetSystemProfileAVID.predicate
00007ff812cc7f69 (__TEXT,__text) external _CMUnregisterColorDevice
00007ff8437d7b68 (__DATA,__bss) non-external _CMUnregisterColorDevice.func
00007ff8437d7b70 (__DATA,__bss) non-external _CMUnregisterColorDevice.predicate
00007ff812cc7eca (__TEXT,__text) external _CMUpdateProfile
00007ff8437d7b58 (__DATA,__bss) non-external _CMUpdateProfile.func
00007ff8437d7b60 (__DATA,__bss) non-external _CMUpdateProfile.predicate
00007ff812cc7dd9 (__TEXT,__text) external _CMValidateProfile
00007ff8437d7b48 (__DATA,__bss) non-external _CMValidateProfile.func
00007ff8437d7b50 (__DATA,__bss) non-external _CMValidateProfile.predicate
00007ff812cc7d26 (__TEXT,__text) external _CWCheckBitmap
00007ff8437d7b38 (__DATA,__bss) non-external _CWCheckBitmap.func
00007ff8437d7b40 (__DATA,__bss) non-external _CWCheckBitmap.predicate
00007ff812cc7c88 (__TEXT,__text) external _CWCheckColors
00007ff8437d7b28 (__DATA,__bss) non-external _CWCheckColors.func
00007ff8437d7b30 (__DATA,__bss) non-external _CWCheckColors.predicate
00007ff812cc70f3 (__TEXT,__text) external _CWColorWorldGetProperty
00007ff8437d7a58 (__DATA,__bss) non-external _CWColorWorldGetProperty.func
00007ff8437d7a60 (__DATA,__bss) non-external _CWColorWorldGetProperty.predicate
00007ff812cc705d (__TEXT,__text) external _CWColorWorldSetProperty
00007ff8437d7a48 (__DATA,__bss) non-external _CWColorWorldSetProperty.func
00007ff8437d7a50 (__DATA,__bss) non-external _CWColorWorldSetProperty.predicate
00007ff812cc7b10 (__TEXT,__text) external _CWConcatColorWorld
00007ff8437d7b18 (__DATA,__bss) non-external _CWConcatColorWorld.func
00007ff8437d7b20 (__DATA,__bss) non-external _CWConcatColorWorld.predicate
00007ff812cc7a92 (__TEXT,__text) external _CWDisposeColorWorld
00007ff8437d7b08 (__DATA,__bss) non-external _CWDisposeColorWorld.func
00007ff8437d7b10 (__DATA,__bss) non-external _CWDisposeColorWorld.predicate
00007ff812cc79df (__TEXT,__text) external _CWFillLookupTexture
00007ff8437d7af8 (__DATA,__bss) non-external _CWFillLookupTexture.func
00007ff8437d7b00 (__DATA,__bss) non-external _CWFillLookupTexture.predicate
00007ff812cc795f (__TEXT,__text) external _CWGetCMMSignature
00007ff8437d7ae8 (__DATA,__bss) non-external _CWGetCMMSignature.func
00007ff8437d7af0 (__DATA,__bss) non-external _CWGetCMMSignature.predicate
00007ff812cc78ac (__TEXT,__text) external _CWMatchBitmap
00007ff8437d7ad8 (__DATA,__bss) non-external _CWMatchBitmap.func
00007ff8437d7ae0 (__DATA,__bss) non-external _CWMatchBitmap.predicate
00007ff812cc7811 (__TEXT,__text) external _CWMatchColors
00007ff8437d7ac8 (__DATA,__bss) non-external _CWMatchColors.func
00007ff8437d7ad0 (__DATA,__bss) non-external _CWMatchColors.predicate
00007ff812cc7691 (__TEXT,__text) external _CWNewLinkProfile
00007ff8437d7ab8 (__DATA,__bss) non-external _CWNewLinkProfile.func
00007ff8437d7ac0 (__DATA,__bss) non-external _CWNewLinkProfile.predicate
00007ff812ccc278 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionNumber
00007ff812ccc240 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionString
00007ff812cc6aea (__TEXT,__text) non-external (was a private external) _ColorSyncLoadLegacyFunction
00007ff8437d7a20 (__DATA,__bss) non-external _ColorSyncLoadLegacyFunction.handle
00007ff8437d79d0 (__DATA,__data) non-external _ColorSyncLoadLegacyFunction.mtx
00007ff812ccbc7e (__TEXT,__text) non-external (was a private external) _ColorSyncLog
00007ff812ccc0cc (__TEXT,__text) non-external _ColorSyncLog.cold.1
00007ff8437d84a0 (__DATA,__bss) non-external _ColorSyncLog.log
00007ff8437d84a8 (__DATA,__bss) non-external _ColorSyncLog.predicate
                 (undefined) external _ColorSyncProfileGetTypeID (from ColorSync)
00007ff812cc722c (__TEXT,__text) external _CreateCMProfileFromColorSyncProfile
00007ff8437d8080 (__DATA,__bss) non-external _CreateCMProfileFromColorSyncProfile.func
00007ff812ccbc3d (__TEXT,__text) external _CreateColorSyncProfileFromCMProfile
00007ff8437d8078 (__DATA,__bss) non-external _CreateColorSyncProfileFromCMProfile.func
00007ff812cc74e6 (__TEXT,__text) external _DisposeCMBitmapCallBackUPP
00007ff812cc768b (__TEXT,__text) external _DisposeCMConcatCallBackUPP
00007ff812cc7685 (__TEXT,__text) external _DisposeCMFlattenUPP
00007ff812cc767f (__TEXT,__text) external _DisposeCMMIterateUPP
00007ff812cc7679 (__TEXT,__text) external _DisposeCMProfileAccessUPP
00007ff812cc7673 (__TEXT,__text) external _DisposeCMProfileIterateUPP
00007ff812cc766c (__TEXT,__text) external _InvokeCMBitmapCallBackUPP
00007ff812cc7665 (__TEXT,__text) external _InvokeCMConcatCallBackUPP
00007ff812cc765d (__TEXT,__text) external _InvokeCMFlattenUPP
00007ff812cc7656 (__TEXT,__text) external _InvokeCMMIterateUPP
00007ff812cc764e (__TEXT,__text) external _InvokeCMProfileAccessUPP
00007ff812cc7647 (__TEXT,__text) external _InvokeCMProfileIterateUPP
00007ff812ccb8fc (__TEXT,__text) external _NCMGetProfileLocation
00007ff8437d8038 (__DATA,__bss) non-external _NCMGetProfileLocation.func
00007ff8437d8040 (__DATA,__bss) non-external _NCMGetProfileLocation.predicate
00007ff812ccb997 (__TEXT,__text) external _NCWConcatColorWorld
00007ff8437d8048 (__DATA,__bss) non-external _NCWConcatColorWorld.func
00007ff8437d8050 (__DATA,__bss) non-external _NCWConcatColorWorld.predicate
00007ff812cc74ec (__TEXT,__text) external _NCWNewColorWorld
00007ff8437d7aa8 (__DATA,__bss) non-external _NCWNewColorWorld.func
00007ff8437d7ab0 (__DATA,__bss) non-external _NCWNewColorWorld.predicate
00007ff812ccb767 (__TEXT,__text) external _NCWNewLinkProfile
00007ff8437d8028 (__DATA,__bss) non-external _NCWNewLinkProfile.func
00007ff8437d8030 (__DATA,__bss) non-external _NCWNewLinkProfile.predicate
00007ff812cc74dd (__TEXT,__text) external _NewCMBitmapCallBackUPP
00007ff812cc74d4 (__TEXT,__text) external _NewCMConcatCallBackUPP
00007ff812cc74cb (__TEXT,__text) external _NewCMFlattenUPP
00007ff812cc74c2 (__TEXT,__text) external _NewCMMIterateUPP
00007ff812cc74b9 (__TEXT,__text) external _NewCMProfileAccessUPP
00007ff812cc74b0 (__TEXT,__text) external _NewCMProfileIterateUPP
                 (undefined) external __CFBundleCopyInfoDictionaryInResourceFork (from CoreFoundation)
                 (undefined) external __CFBundleGetMainBundleIfLooksLikeBundle (from CoreFoundation)
                 (undefined) external __CFProcessPath (from CoreFoundation)
00007ff812cc7411 (__TEXT,__text) external __CMGetProfileOfSuite
00007ff8437d7a98 (__DATA,__bss) non-external __CMGetProfileOfSuite.func
00007ff8437d7aa0 (__DATA,__bss) non-external __CMGetProfileOfSuite.predicate
00007ff812cc7390 (__TEXT,__text) external __CMLoadProfileLutsByAVID
00007ff8437d7a88 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.func
00007ff8437d7a90 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.predicate
00007ff812cc72a5 (__TEXT,__text) external __CMProfileGetProperty
00007ff8437d7a78 (__DATA,__bss) non-external __CMProfileGetProperty.func
00007ff8437d7a80 (__DATA,__bss) non-external __CMProfileGetProperty.predicate
00007ff812cc7176 (__TEXT,__text) external __CMProfileSetProperty
00007ff8437d7a68 (__DATA,__bss) non-external __CMProfileSetProperty.func
00007ff8437d7a70 (__DATA,__bss) non-external __CMProfileSetProperty.predicate
00007ff812cc6fda (__TEXT,__text) external __CWColorWorldGetProperty
00007ff8437d7a38 (__DATA,__bss) non-external __CWColorWorldGetProperty.func
