                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff810c42739 (__TEXT,__text) external _CMCloneProfileRef
00007ff842a1b9d8 (__DATA,__bss) non-external _CMSetProfileElementReference.func
00007ff842a1b9e0 (__DATA,__bss) non-external _CMSetProfileElementReference.predicate
00007ff810c3f16c (__TEXT,__text) external _CMSetProfileElementSize
00007ff842a1b9c8 (__DATA,__bss) non-external _CMSetProfileElementSize.func
00007ff842a1b9d0 (__DATA,__bss) non-external _CMSetProfileElementSize.predicate
00007ff810c3f0e6 (__TEXT,__text) external _CMSetProfileHeader
00007ff842a1b9b8 (__DATA,__bss) non-external _CMSetProfileHeader.func
00007ff842a1b9c0 (__DATA,__bss) non-external _CMSetProfileHeader.predicate
00007ff810c3f04b (__TEXT,__text) external _CMSetProfileLocalizedStringDictionary
00007ff842a1b9a8 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.func
00007ff842a1b9b0 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.predicate
00007ff810c3efc8 (__TEXT,__text) external _CMSetSystemProfile
00007ff842a1b998 (__DATA,__bss) non-external _CMSetSystemProfile.func
00007ff842a1b9a0 (__DATA,__bss) non-external _CMSetSystemProfile.predicate
00007ff810c42ba1 (__TEXT,__text) external _CMSetSystemProfileAVID
00007ff842a1be78 (__DATA,__bss) non-external _CMSetSystemProfileAVID.func
00007ff842a1be80 (__DATA,__bss) non-external _CMSetSystemProfileAVID.predicate
00007ff810c3ef44 (__TEXT,__text) external _CMUnregisterColorDevice
00007ff842a1b988 (__DATA,__bss) non-external _CMUnregisterColorDevice.func
00007ff842a1b990 (__DATA,__bss) non-external _CMUnregisterColorDevice.predicate
00007ff810c3eea5 (__TEXT,__text) external _CMUpdateProfile
00007ff842a1b978 (__DATA,__bss) non-external _CMUpdateProfile.func
00007ff842a1b980 (__DATA,__bss) non-external _CMUpdateProfile.predicate
00007ff810c3edb2 (__TEXT,__text) external _CMValidateProfile
00007ff842a1b968 (__DATA,__bss) non-external _CMValidateProfile.func
00007ff842a1b970 (__DATA,__bss) non-external _CMValidateProfile.predicate
00007ff810c3ecff (__TEXT,__text) external _CWCheckBitmap
00007ff842a1b958 (__DATA,__bss) non-external _CWCheckBitmap.func
00007ff842a1b960 (__DATA,__bss) non-external _CWCheckBitmap.predicate
00007ff810c3ec61 (__TEXT,__text) external _CWCheckColors
00007ff842a1b948 (__DATA,__bss) non-external _CWCheckColors.func
00007ff842a1b950 (__DATA,__bss) non-external _CWCheckColors.predicate
00007ff810c3e08c (__TEXT,__text) external _CWColorWorldGetProperty
00007ff842a1b878 (__DATA,__bss) non-external _CWColorWorldGetProperty.func
00007ff842a1b880 (__DATA,__bss) non-external _CWColorWorldGetProperty.predicate
00007ff810c3dff6 (__TEXT,__text) external _CWColorWorldSetProperty
00007ff842a1b868 (__DATA,__bss) non-external _CWColorWorldSetProperty.func
00007ff842a1b870 (__DATA,__bss) non-external _CWColorWorldSetProperty.predicate
00007ff810c3eacf (__TEXT,__text) external _CWConcatColorWorld
00007ff842a1b938 (__DATA,__bss) non-external _CWConcatColorWorld.func
00007ff842a1b940 (__DATA,__bss) non-external _CWConcatColorWorld.predicate
00007ff810c3ea51 (__TEXT,__text) external _CWDisposeColorWorld
00007ff842a1b928 (__DATA,__bss) non-external _CWDisposeColorWorld.func
00007ff842a1b930 (__DATA,__bss) non-external _CWDisposeColorWorld.predicate
00007ff810c3e99e (__TEXT,__text) external _CWFillLookupTexture
00007ff842a1b918 (__DATA,__bss) non-external _CWFillLookupTexture.func
00007ff842a1b920 (__DATA,__bss) non-external _CWFillLookupTexture.predicate
00007ff810c3e91e (__TEXT,__text) external _CWGetCMMSignature
00007ff842a1b908 (__DATA,__bss) non-external _CWGetCMMSignature.func
00007ff842a1b910 (__DATA,__bss) non-external _CWGetCMMSignature.predicate
00007ff810c3e86b (__TEXT,__text) external _CWMatchBitmap
00007ff842a1b8f8 (__DATA,__bss) non-external _CWMatchBitmap.func
00007ff842a1b900 (__DATA,__bss) non-external _CWMatchBitmap.predicate
00007ff810c3e7d0 (__TEXT,__text) external _CWMatchColors
00007ff842a1b8e8 (__DATA,__bss) non-external _CWMatchColors.func
00007ff842a1b8f0 (__DATA,__bss) non-external _CWMatchColors.predicate
00007ff810c3e63d (__TEXT,__text) external _CWNewLinkProfile
00007ff842a1b8d8 (__DATA,__bss) non-external _CWNewLinkProfile.func
00007ff842a1b8e0 (__DATA,__bss) non-external _CWNewLinkProfile.predicate
00007ff810c43288 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionNumber
00007ff810c43250 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionString
00007ff810c3da82 (__TEXT,__text) non-external (was a private external) _ColorSyncLoadLegacyFunction
00007ff842a1b840 (__DATA,__bss) non-external _ColorSyncLoadLegacyFunction.handle
00007ff842a1b7f0 (__DATA,__data) non-external _ColorSyncLoadLegacyFunction.mtx
00007ff810c42cfc (__TEXT,__text) non-external (was a private external) _ColorSyncLog
00007ff810c430f4 (__TEXT,__text) non-external _ColorSyncLog.cold.1
00007ff842a1c2c0 (__DATA,__bss) non-external _ColorSyncLog.log
00007ff842a1c2c8 (__DATA,__bss) non-external _ColorSyncLog.predicate
                 (undefined) external _ColorSyncProfileGetTypeID (from ColorSync)
00007ff810c3e1c7 (__TEXT,__text) external _CreateCMProfileFromColorSyncProfile
00007ff842a1bea0 (__DATA,__bss) non-external _CreateCMProfileFromColorSyncProfile.func
00007ff810c42cbb (__TEXT,__text) external _CreateColorSyncProfileFromCMProfile
00007ff842a1be98 (__DATA,__bss) non-external _CreateColorSyncProfileFromCMProfile.func
00007ff810c3e481 (__TEXT,__text) external _DisposeCMBitmapCallBackUPP
00007ff810c3e637 (__TEXT,__text) external _DisposeCMConcatCallBackUPP
00007ff810c3e631 (__TEXT,__text) external _DisposeCMFlattenUPP
00007ff810c3e62b (__TEXT,__text) external _DisposeCMMIterateUPP
00007ff810c3e625 (__TEXT,__text) external _DisposeCMProfileAccessUPP
00007ff810c3e61f (__TEXT,__text) external _DisposeCMProfileIterateUPP
00007ff810c3e618 (__TEXT,__text) external _InvokeCMBitmapCallBackUPP
00007ff810c3e611 (__TEXT,__text) external _InvokeCMConcatCallBackUPP
00007ff810c3e609 (__TEXT,__text) external _InvokeCMFlattenUPP
00007ff810c3e602 (__TEXT,__text) external _InvokeCMMIterateUPP
00007ff810c3e5fa (__TEXT,__text) external _InvokeCMProfileAccessUPP
00007ff810c3e5f3 (__TEXT,__text) external _InvokeCMProfileIterateUPP
00007ff810c42967 (__TEXT,__text) external _NCMGetProfileLocation
00007ff842a1be58 (__DATA,__bss) non-external _NCMGetProfileLocation.func
00007ff842a1be60 (__DATA,__bss) non-external _NCMGetProfileLocation.predicate
00007ff810c42a02 (__TEXT,__text) external _NCWConcatColorWorld
00007ff842a1be68 (__DATA,__bss) non-external _NCWConcatColorWorld.func
00007ff842a1be70 (__DATA,__bss) non-external _NCWConcatColorWorld.predicate
00007ff810c3e487 (__TEXT,__text) external _NCWNewColorWorld
00007ff842a1b8c8 (__DATA,__bss) non-external _NCWNewColorWorld.func
00007ff842a1b8d0 (__DATA,__bss) non-external _NCWNewColorWorld.predicate
00007ff810c427bc (__TEXT,__text) external _NCWNewLinkProfile
00007ff842a1be48 (__DATA,__bss) non-external _NCWNewLinkProfile.func
00007ff842a1be50 (__DATA,__bss) non-external _NCWNewLinkProfile.predicate
00007ff810c3e478 (__TEXT,__text) external _NewCMBitmapCallBackUPP
00007ff810c3e46f (__TEXT,__text) external _NewCMConcatCallBackUPP
00007ff810c3e466 (__TEXT,__text) external _NewCMFlattenUPP
00007ff810c3e45d (__TEXT,__text) external _NewCMMIterateUPP
00007ff810c3e454 (__TEXT,__text) external _NewCMProfileAccessUPP
00007ff810c3e44b (__TEXT,__text) external _NewCMProfileIterateUPP
                 (undefined) external __CFBundleCopyInfoDictionaryInResourceFork (from CoreFoundation)
                 (undefined) external __CFBundleGetMainBundleIfLooksLikeBundle (from CoreFoundation)
                 (undefined) external __CFProcessPath (from CoreFoundation)
00007ff810c3e3ae (__TEXT,__text) external __CMGetProfileOfSuite
00007ff842a1b8b8 (__DATA,__bss) non-external __CMGetProfileOfSuite.func
00007ff842a1b8c0 (__DATA,__bss) non-external __CMGetProfileOfSuite.predicate
00007ff810c3e32d (__TEXT,__text) external __CMLoadProfileLutsByAVID
00007ff842a1b8a8 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.func
00007ff842a1b8b0 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.predicate
00007ff810c3e240 (__TEXT,__text) external __CMProfileGetProperty
00007ff842a1b898 (__DATA,__bss) non-external __CMProfileGetProperty.func
00007ff842a1b8a0 (__DATA,__bss) non-external __CMProfileGetProperty.predicate
00007ff810c3e10f (__TEXT,__text) external __CMProfileSetProperty
00007ff842a1b888 (__DATA,__bss) non-external __CMProfileSetProperty.func
00007ff842a1b890 (__DATA,__bss) non-external __CMProfileSetProperty.predicate
00007ff810c3df73 (__TEXT,__text) external __CWColorWorldGetProperty
00007ff842a1b858 (__DATA,__bss) non-external __CWColorWorldGetProperty.func
00007ff842a1b860 (__DATA,__bss) non-external __CWColorWorldGetProperty.predicate
00007ff810c3dedd (__TEXT,__text) external __CWColorWorldSetProperty
00007ff842a1b848 (__DATA,__bss) non-external __CWColorWorldSetProperty.func
00007ff842a1b850 (__DATA,__bss) non-external __CWColorWorldSetProperty.predicate
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
