                 (undefined) external _OSSpinLockLock (from libsystem_platform)
                 (undefined) external _OSSpinLockUnlock (from libsystem_platform)
                 (undefined) external __Unwind_GetIP (from libunwind)
                 (undefined) external __Unwind_GetLanguageSpecificData (from libunwind)
                 (undefined) external __Unwind_GetRegionStart (from libunwind)
                 (undefined) external __Unwind_SetGR (from libunwind)
                 (undefined) external __Unwind_SetIP (from libunwind)
                 (undefined) external ____chkstk_darwin (from libsystem_pthread)
00007ff80b4f201a (__TEXT,__text) external ___absvdi2
00007ff80b4f30d8 (__TEXT,__text) external ___atomic_fetch_xor_1
00007ff80b4f3150 (__TEXT,__text) external ___atomic_fetch_xor_2
00007ff80b4f31d0 (__TEXT,__text) external ___atomic_fetch_xor_4
00007ff80b4f3240 (__TEXT,__text) external ___atomic_fetch_xor_8
00007ff80b4f2250 (__TEXT,__text) external ___atomic_is_lock_free
00007ff80b4f22a4 (__TEXT,__text) external ___atomic_load
00007ff80b4f28cc (__TEXT,__text) external ___atomic_load_1
00007ff80b4f28dd (__TEXT,__text) external ___atomic_load_2
00007ff80b4f28ef (__TEXT,__text) external ___atomic_load_4
00007ff80b4f28fd (__TEXT,__text) external ___atomic_load_8
00007ff80b4f23a4 (__TEXT,__text) external ___atomic_store
00007ff80b4f290c (__TEXT,__text) external ___atomic_store_1
00007ff80b4f291e (__TEXT,__text) external ___atomic_store_2
00007ff80b4f2930 (__TEXT,__text) external ___atomic_store_4
00007ff80b4f2940 (__TEXT,__text) external ___atomic_store_8
                 (indirect) external ___chkstk_darwin (for ____chkstk_darwin)
00007ff80b4f3374 (__TEXT,__text) external ___clear_cache
00007ff80b4f3375 (__TEXT,__text) external ___clzdi2
00007ff80b4f3390 (__TEXT,__text) external ___clzsi2
00007ff80b4f33fe (__TEXT,__text) external ___clzti2
00007ff80b4f3417 (__TEXT,__text) external ___cmpdi2
00007ff80b4f3446 (__TEXT,__text) external ___cmpti2
00007ff80b4f5498 (__TEXT,__text) non-external (was a private external) ___compilerrt_abort_impl
00007ff80b4f346a (__TEXT,__text) external ___ctzdi2
00007ff80b4f3484 (__TEXT,__text) external ___ctzsi2
00007ff80b4f34e5 (__TEXT,__text) external ___ctzti2
00007ff80b4f34fb (__TEXT,__text) external ___divdc3
00007ff80b4f1f8f (__TEXT,__text) external ___divdi3
00007ff80b4f3b6f (__TEXT,__text) external ___divsc3
00007ff80b4f1fca (__TEXT,__text) external ___divti3
00007ff80b4f411b (__TEXT,__text) external ___divxc3
00007ff80b4f4466 (__TEXT,__text) external ___enable_execute_stack
00007ff80b4f4487 (__TEXT,__text) external ___extendhfsf2
00007ff80b4f44f5 (__TEXT,__text) external ___ffsdi2
00007ff80b4f4511 (__TEXT,__text) external ___ffsti2
00007ff80b4f452d (__TEXT,__text) external ___fixdfdi
00007ff80b4f454e (__TEXT,__text) external ___fixdfti
00007ff80b4f4619 (__TEXT,__text) external ___fixsfdi
00007ff80b4f4637 (__TEXT,__text) external ___fixsfti
00007ff80b4f1e86 (__TEXT,__text) external ___fixunsdfdi
00007ff80b4f46e1 (__TEXT,__text) external ___fixunsdfsi
00007ff80b4f472d (__TEXT,__text) external ___fixunsdfti
00007ff80b4f47ad (__TEXT,__text) external ___fixunssfdi
00007ff80b4f47f2 (__TEXT,__text) external ___fixunssfsi
00007ff80b4f483c (__TEXT,__text) external ___fixunssfti
00007ff80b4f1ec9 (__TEXT,__text) external ___fixunsxfdi
00007ff80b4f48b1 (__TEXT,__text) external ___fixunsxfsi
00007ff80b4f4924 (__TEXT,__text) external ___fixunsxfti
00007ff80b4f49db (__TEXT,__text) external ___fixxfdi
00007ff80b4f4a78 (__TEXT,__text) external ___fixxfti
00007ff80b4f4b5e (__TEXT,__text) external ___floatdidf
00007ff80b4f4b64 (__TEXT,__text) external ___floatdisf
00007ff80b4f4b6a (__TEXT,__text) external ___floatdixf
00007ff80b4f4b74 (__TEXT,__text) external ___floattidf
00007ff80b4f4c8c (__TEXT,__text) external ___floattisf
00007ff80b4f4d8e (__TEXT,__text) external ___floattixf
00007ff80b4f4ec0 (__TEXT,__text) external ___floatundidf
00007ff80b4f4eec (__TEXT,__text) external ___floatundisf
00007ff80b4f4f18 (__TEXT,__text) external ___floatundixf
00007ff80b4f4f2e (__TEXT,__text) external ___floatuntidf
00007ff80b4f5036 (__TEXT,__text) external ___floatuntisf
00007ff80b4f50fe (__TEXT,__text) external ___floatuntixf
00007ff80b4f5204 (__TEXT,__text) external ___gcc_personality_v0
00007ff80b4f6975 (__TEXT,__text) external ___gnu_f2h_ieee
00007ff80b4f44f0 (__TEXT,__text) external ___gnu_h2f_ieee
00007ff80b4f54b0 (__TEXT,__text) external ___lshrdi3
00007ff80b4f54de (__TEXT,__text) external ___lshrti3
00007ff80b4f1f40 (__TEXT,__text) external ___moddi3
00007ff80b4f5506 (__TEXT,__text) external ___modti3
00007ff80b4f556e (__TEXT,__text) external ___muldc3
00007ff80b4f5750 (__TEXT,__text) external ___muldi3
00007ff80b4f57cf (__TEXT,__text) external ___mulodi4
00007ff80b4f585e (__TEXT,__text) external ___mulosi4
00007ff80b4f58d1 (__TEXT,__text) external ___muloti4
00007ff80b4f59d8 (__TEXT,__text) external ___mulsc3
00007ff80b4f5c1a (__TEXT,__text) external ___multi3
00007ff80b4f5c72 (__TEXT,__text) external ___mulvdi3
00007ff80b4f5d71 (__TEXT,__text) external ___mulvsi3
00007ff80b4f5e4d (__TEXT,__text) external ___mulvti3
00007ff80b4f5fd4 (__TEXT,__text) external ___mulxc3
00007ff80b4f6339 (__TEXT,__text) external ___negdi2
00007ff80b4f6340 (__TEXT,__text) external ___negti2
00007ff80b4f634c (__TEXT,__text) external ___negvdi2
00007ff80b4f637b (__TEXT,__text) external ___negvsi2
00007ff80b4f63a1 (__TEXT,__text) external ___negvti2
00007ff80b4f63d3 (__TEXT,__text) external ___paritydi2
00007ff80b4f63ff (__TEXT,__text) external ___paritysi2
00007ff80b4f6422 (__TEXT,__text) external ___parityti2
00007ff80b4f6451 (__TEXT,__text) external ___popcountdi2
00007ff80b4f64b3 (__TEXT,__text) external ___popcountsi2
00007ff80b4f64ec (__TEXT,__text) external ___popcountti2
00007ff80b4f657a (__TEXT,__text) external ___powidf2
00007ff80b4f65ce (__TEXT,__text) external ___powisf2
00007ff80b4f661f (__TEXT,__text) external ___powixf2
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
00007ff80b4f667d (__TEXT,__text) external ___subvdi3
00007ff80b4f66c5 (__TEXT,__text) external ___subvsi3
00007ff80b4f6708 (__TEXT,__text) external ___subvti3
00007ff80b4f675c (__TEXT,__text) external ___truncdfhf2
00007ff80b4f6889 (__TEXT,__text) external ___truncsfhf2
00007ff80b4f697a (__TEXT,__text) external ___ucmpdi2
00007ff80b4f69a9 (__TEXT,__text) external ___ucmpti2
00007ff80b4f1d84 (__TEXT,__text) external ___udivdi3
00007ff80b4f69cd (__TEXT,__text) external ___udivmoddi4
00007ff80b4f1cc4 (__TEXT,__text) external ___udivmodti4
00007ff80b4f1cbc (__TEXT,__text) external ___udivti3
00007ff80b4f1e05 (__TEXT,__text) external ___umoddi3
00007ff80b4f6c2a (__TEXT,__text) external ___umodti3
00007ff80b4f32c4 (__TEXT,__text) external _atomic_flag_clear
00007ff80b4f32c9 (__TEXT,__text) external _atomic_flag_clear_explicit
00007ff80b4f32dc (__TEXT,__text) external _atomic_flag_test_and_set
00007ff80b4f32e4 (__TEXT,__text) external _atomic_flag_test_and_set_explicit
00007ff80b4f3318 (__TEXT,__text) external _atomic_signal_fence
00007ff80b4f3344 (__TEXT,__text) external _atomic_thread_fence
                 (undefined) external _fmaxl (from libsystem_m)
00007ff8422cd5b0 (__DATA,__bss) non-external _locks
                 (undefined) external _logbl (from libsystem_m)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _mprotect (from libsystem_kernel)
00007ff80b4f539e (__TEXT,__text) non-external _readEncodedPointer
                 (undefined) external _scalbnl (from libsystem_m)
00007ff80b4f7730 (__TEXT,__const) non-external two
00007ff80b4f7700 (__TEXT,__const) non-external twop52
00007ff80b4f7740 (__TEXT,__const) non-external twop64
00007ff80b4f7720 (__TEXT,__const) non-external twop84
00007ff80b4f7710 (__TEXT,__const) non-external twop84_plus_twop52
