00007ff80f9f97f1 (__TEXT,__const) non-external _KW_ANY
00007ff80f9e6d17 (__TEXT,__text) non-external _accountingReportStats
00007ff80f9e967c (__TEXT,__text) non-external _addBinding
00007ff80f9fac40 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
00007ff80f9fac70 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
00007ff80f9e9b2a (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00007ff8409940f8 (__DATA_CONST,__const) non-external _ascii_encoding
00007ff840994a48 (__DATA_CONST,__const) non-external _ascii_encoding_ns
00007ff80f9f4efa (__TEXT,__text) non-external _ascii_toUtf8
00007ff80f9eb04d (__TEXT,__text) non-external _attlist0
00007ff80f9eb74a (__TEXT,__text) non-external _attlist1
00007ff80f9eb7ba (__TEXT,__text) non-external _attlist2
00007ff80f9eb9f0 (__TEXT,__text) non-external _attlist3
00007ff80f9ebb1e (__TEXT,__text) non-external _attlist4
00007ff80f9eb9aa (__TEXT,__text) non-external _attlist5
00007ff80f9eba84 (__TEXT,__text) non-external _attlist6
00007ff80f9ebaca (__TEXT,__text) non-external _attlist7
00007ff80f9eb8b2 (__TEXT,__text) non-external _attlist8
00007ff80f9eba3e (__TEXT,__text) non-external _attlist9
00007ff80f9f680c (__TEXT,__text) non-external _big2_attributeValueTok
00007ff80f9f63e8 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff80f9f6f64 (__TEXT,__text) non-external _big2_charRefNumber
00007ff80f9f8250 (__TEXT,__text) non-external _big2_checkPiTarget
00007ff80f9f5780 (__TEXT,__text) non-external _big2_contentTok
00007ff840993d58 (__DATA_CONST,__const) non-external _big2_encoding
00007ff8409946a8 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff80f9f6944 (__TEXT,__text) non-external _big2_entityValueTok
00007ff80f9f6b85 (__TEXT,__text) non-external _big2_getAtts
00007ff80f9f6668 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff80f9f7204 (__TEXT,__text) non-external _big2_isPublicId
00007ff80f9f6abd (__TEXT,__text) non-external _big2_nameLength
00007ff80f9f6a78 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff80f9f7022 (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff80f9f4f2f (__TEXT,__text) non-external _big2_prologTok
00007ff80f9f865c (__TEXT,__text) non-external _big2_scanAtts
00007ff80f9f9f43 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff80f9f80e8 (__TEXT,__text) non-external _big2_scanComment
00007ff80f9f7604 (__TEXT,__text) non-external _big2_scanDecl
00007ff80f9f74c4 (__TEXT,__text) non-external _big2_scanLit
00007ff80f9f7be4 (__TEXT,__text) non-external _big2_scanPercent
00007ff80f9f7748 (__TEXT,__text) non-external _big2_scanPi
00007ff80f9f7e6c (__TEXT,__text) non-external _big2_scanPoundName
00007ff80f9f82cf (__TEXT,__text) non-external _big2_scanRef
00007ff80f9f6b4d (__TEXT,__text) non-external _big2_skipS
00007ff80f9f7454 (__TEXT,__text) non-external _big2_toUtf16
00007ff80f9f728f (__TEXT,__text) non-external _big2_toUtf8
00007ff80f9f7126 (__TEXT,__text) non-external _big2_updatePosition
00007ff80f9e949c (__TEXT,__text) non-external _cdataSectionProcessor
00007ff80f9ec6a1 (__TEXT,__text) non-external _checkCharRefNumber
00007ff80f9eb4bf (__TEXT,__text) non-external _condSect0
00007ff80f9eb562 (__TEXT,__text) non-external _condSect1
00007ff80f9eb5a2 (__TEXT,__text) non-external _condSect2
00007ff80f9e59ec (__TEXT,__text) non-external _contentProcessor
00007ff80f9ea847 (__TEXT,__text) non-external _copyEntityTable
00007ff80f9e13de (__TEXT,__text) non-external _copyString
00007ff80f9eb3c2 (__TEXT,__text) non-external _declClose
00007ff80f9e5d8a (__TEXT,__text) non-external _defineAttribute
00007ff80f9e91e0 (__TEXT,__text) non-external _doCdataSection
00007ff80f9e7018 (__TEXT,__text) non-external _doContent
00007ff80f9e6564 (__TEXT,__text) non-external _doIgnoreSection
00007ff80f9eca93 (__TEXT,__text) non-external _doParseXmlDecl
00007ff80f9e323d (__TEXT,__text) non-external _doProlog
00007ff80f9f9222 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff80f9f923f (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff80f9f9238 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff80f9f9228 (__TEXT,__const) non-external _doProlog.atypeID
00007ff80f9f922b (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff80f9f9231 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff80f9f9248 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff80f9f9250 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff80f9f9117 (__TEXT,__text) non-external _doProlog.cold.1
00007ff80f9fab2b (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff80f9fab2d (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff80f9fab21 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff80f9eac38 (__TEXT,__text) non-external _doctype0
00007ff80f9eac8b (__TEXT,__text) non-external _doctype1
00007ff80f9eafae (__TEXT,__text) non-external _doctype2
00007ff80f9eaf68 (__TEXT,__text) non-external _doctype3
00007ff80f9ec1c0 (__TEXT,__text) non-external _doctype4
00007ff80f9eb124 (__TEXT,__text) non-external _doctype5
00007ff80f9eb098 (__TEXT,__text) non-external _element0
00007ff80f9ebb72 (__TEXT,__text) non-external _element1
00007ff80f9ebc41 (__TEXT,__text) non-external _element2
00007ff80f9ebd44 (__TEXT,__text) non-external _element3
00007ff80f9ebf68 (__TEXT,__text) non-external _element4
00007ff80f9ebfb3 (__TEXT,__text) non-external _element5
00007ff80f9ebdc3 (__TEXT,__text) non-external _element6
00007ff80f9ebe94 (__TEXT,__text) non-external _element7
00007ff840993b50 (__DATA_CONST,__const) non-external _encodings
00007ff8409942d0 (__DATA_CONST,__const) non-external _encodingsNS
00007ff80f9eaff4 (__TEXT,__text) non-external _entity0
00007ff80f9eb16a (__TEXT,__text) non-external _entity1
00007ff80f9eb40f (__TEXT,__text) non-external _entity10
00007ff80f9eb1b0 (__TEXT,__text) non-external _entity2
00007ff80f9eb62b (__TEXT,__text) non-external _entity3
00007ff80f9eb5e5 (__TEXT,__text) non-external _entity4
00007ff80f9eb671 (__TEXT,__text) non-external _entity5
00007ff80f9eb6fc (__TEXT,__text) non-external _entity6
00007ff80f9eb273 (__TEXT,__text) non-external _entity7
00007ff80f9eb37c (__TEXT,__text) non-external _entity8
00007ff80f9eb336 (__TEXT,__text) non-external _entity9
00007ff80f9e6a2e (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80f9ea1f6 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80f9f9180 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80f9ea4bb (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80f9ea769 (__TEXT,__text) non-external _entityValueProcessor
00007ff80f9e900b (__TEXT,__text) non-external _epilogProcessor
00007ff80f9eac83 (__TEXT,__text) non-external _error
00007ff80f9e26e5 (__TEXT,__text) non-external _errorProcessor
00007ff80f9e9ac8 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80f9e1fa8 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80f9ea2ec (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80f9ea3dc (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80f9e1ff9 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80f9ea667 (__TEXT,__text) non-external _externalParEntProcessor
00007ff80f9eab5c (__TEXT,__text) non-external _externalSubset0
00007ff80f9eb464 (__TEXT,__text) non-external _externalSubset1
00007ff80f9ecd6d (__TEXT,__text) non-external _findEncoding
00007ff80f9ecf7e (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80f9e8fb3 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80f9e5acc (__TEXT,__text) non-external _getAttributeId
00007ff80f9e7f60 (__TEXT,__text) non-external _getContext
00007ff80f9e2ff6 (__TEXT,__text) non-external _getDebugLevel
00007ff80f9e5a41 (__TEXT,__text) non-external _getElementType
00007ff80f9ec9b0 (__TEXT,__text) non-external _getEncodingIndex
00007ff840993b20 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80f9e3121 (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80f9e6d7b (__TEXT,__text) non-external _hash
00007ff80f9ea80e (__TEXT,__text) non-external _hashTableDestroy
00007ff80f9e66e4 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80f9f9260 (__TEXT,__const) non-external _implicitContext
00007ff80f9f4d2a (__TEXT,__text) non-external _initScan
00007ff80f9eca1f (__TEXT,__text) non-external _initScanContent
00007ff80f9ecf1b (__TEXT,__text) non-external _initScanContentNS
00007ff80f9eca00 (__TEXT,__text) non-external _initScanProlog
00007ff80f9ecefc (__TEXT,__text) non-external _initScanPrologNS
00007ff80f9eca41 (__TEXT,__text) non-external _initUpdatePosition
00007ff80f9e3055 (__TEXT,__text) non-external _initializeEncoding
00007ff80f9e9fac (__TEXT,__text) non-external _internalEntityProcessor
00007ff80f9ead64 (__TEXT,__text) non-external _internalSubset
00007ff8409935b0 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff840993950 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8409933e0 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff840993780 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80f9f0dc2 (__TEXT,__text) non-external _isNever
00007ff840993210 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff840994308 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80f9ef610 (__TEXT,__text) non-external _latin1_toUtf16
00007ff80f9ef58e (__TEXT,__text) non-external _latin1_toUtf8
00007ff80f9f27ec (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80f9f23cc (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80f9f2f40 (__TEXT,__text) non-external _little2_charRefNumber
00007ff80f9f4218 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80f9f1770 (__TEXT,__text) non-external _little2_contentTok
00007ff840993f28 (__DATA_CONST,__const) non-external _little2_encoding
00007ff840994878 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80f9f2924 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80f9f2b64 (__TEXT,__text) non-external _little2_getAtts
00007ff80f9f264c (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80f9f31e0 (__TEXT,__text) non-external _little2_isPublicId
00007ff80f9f2a9d (__TEXT,__text) non-external _little2_nameLength
00007ff80f9f2a58 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80f9f2ffe (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80f9f0f31 (__TEXT,__text) non-external _little2_prologTok
00007ff80f9f4620 (__TEXT,__text) non-external _little2_scanAtts
00007ff80f9f40b0 (__TEXT,__text) non-external _little2_scanComment
00007ff80f9f35d4 (__TEXT,__text) non-external _little2_scanDecl
00007ff80f9f3499 (__TEXT,__text) non-external _little2_scanLit
00007ff80f9f3bb0 (__TEXT,__text) non-external _little2_scanPercent
00007ff80f9f3718 (__TEXT,__text) non-external _little2_scanPi
00007ff80f9f3e38 (__TEXT,__text) non-external _little2_scanPoundName
00007ff80f9f4297 (__TEXT,__text) non-external _little2_scanRef
00007ff80f9f2b2c (__TEXT,__text) non-external _little2_skipS
00007ff80f9f3430 (__TEXT,__text) non-external _little2_toUtf16
00007ff80f9f326b (__TEXT,__text) non-external _little2_toUtf8
00007ff80f9f3102 (__TEXT,__text) non-external _little2_updatePosition
00007ff80f9e567a (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80f9f9e10 (__TEXT,__const) non-external _namePages
00007ff80f9f9810 (__TEXT,__const) non-external _namingBitmap
00007ff80f9e6760 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80f9f9d10 (__TEXT,__const) non-external _nmstrtPages
00007ff80f9eed38 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80f9ee8e0 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80f9ef2f4 (__TEXT,__text) non-external _normal_charRefNumber
00007ff80f9f0118 (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80f9edc80 (__TEXT,__text) non-external _normal_contentTok
00007ff80f9eee74 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80f9ef029 (__TEXT,__text) non-external _normal_getAtts
00007ff80f9eeb98 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80f9ef50c (__TEXT,__text) non-external _normal_isPublicId
00007ff80f9eefc0 (__TEXT,__text) non-external _normal_nameLength
00007ff80f9eef84 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80f9ef3b9 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80f9ed0b1 (__TEXT,__text) non-external _normal_prologTok
00007ff80f9f048b (__TEXT,__text) non-external _normal_scanAtts
00007ff80f9eff88 (__TEXT,__text) non-external _normal_scanComment
00007ff80f9ef7b8 (__TEXT,__text) non-external _normal_scanDecl
00007ff80f9ef653 (__TEXT,__text) non-external _normal_scanLit
00007ff80f9efcf4 (__TEXT,__text) non-external _normal_scanPercent
00007ff80f9ef8dc (__TEXT,__text) non-external _normal_scanPi
00007ff80f9f0183 (__TEXT,__text) non-external _normal_scanRef
00007ff80f9ef001 (__TEXT,__text) non-external _normal_skipS
00007ff80f9ef44b (__TEXT,__text) non-external _normal_updatePosition
00007ff80f9ea2a8 (__TEXT,__text) non-external _normalizeLines
00007ff80f9e5986 (__TEXT,__text) non-external _normalizePublicId
00007ff80f9eb0e3 (__TEXT,__text) non-external _notation0
00007ff80f9ec010 (__TEXT,__text) non-external _notation1
00007ff80f9ec107 (__TEXT,__text) non-external _notation2
00007ff80f9ec0b9 (__TEXT,__text) non-external _notation3
00007ff80f9ec14d (__TEXT,__text) non-external _notation4
00007ff80f9f8d5c (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80f9e0ab2 (__TEXT,__text) non-external _parserCreate
00007ff80f9e11b2 (__TEXT,__text) non-external _parserInit
00007ff80f9e5d18 (__TEXT,__text) non-external _poolAppend
00007ff80f9e2195 (__TEXT,__text) non-external _poolCopyString
00007ff80f9e208c (__TEXT,__text) non-external _poolDestroy
00007ff80f9e5e9c (__TEXT,__text) non-external _poolGrow
00007ff80f9e5633 (__TEXT,__text) non-external _poolStoreString
00007ff80f9e688a (__TEXT,__text) non-external _processInternalEntity
00007ff80f9e52d6 (__TEXT,__text) non-external _processXmlDecl
00007ff80f9eaa89 (__TEXT,__text) non-external _prolog0
00007ff80f9eab7c (__TEXT,__text) non-external _prolog1
00007ff80f9eaee0 (__TEXT,__text) non-external _prolog2
00007ff80f9e2fa5 (__TEXT,__text) non-external _prologInitProcessor
00007ff80f9e30b0 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80f9f9784 (__TEXT,__const) non-external _reltable.attlist2
00007ff80f9e6bcf (__TEXT,__text) non-external _reportComment
00007ff80f9e2de4 (__TEXT,__text) non-external _reportDefault
00007ff80f9e6a83 (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80f9e1a71 (__TEXT,__text) non-external _setContext
00007ff80f9e9552 (__TEXT,__text) non-external _setElementTypePrefix
00007ff80f9e6edb (__TEXT,__text) non-external _sip24_final
00007ff80f9e6e3f (__TEXT,__text) non-external _sip24_update
00007ff80f9e6fbc (__TEXT,__text) non-external _sip_round
00007ff80f9e264c (__TEXT,__text) non-external _startParsing
00007ff80f9e6067 (__TEXT,__text) non-external _storeAttributeValue
00007ff80f9e82e6 (__TEXT,__text) non-external _storeAtts
00007ff80f9e60d8 (__TEXT,__text) non-external _storeEntityValue
00007ff80f9e7e84 (__TEXT,__text) non-external _storeRawNames
00007ff80f9f4cc8 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80f9e2f5f (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80f9e2f74 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80f9ec790 (__TEXT,__text) non-external _unknown_isInvalid
00007ff80f9ec6ee (__TEXT,__text) non-external _unknown_isName
00007ff80f9ec73f (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80f9ec89e (__TEXT,__text) non-external _unknown_toUtf16
00007ff80f9ec7bd (__TEXT,__text) non-external _unknown_toUtf8
00007ff80f9e2f89 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff840993b88 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8409944d8 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80f9f0e62 (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80f9f0e81 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80f9f0eea (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80f9f0d2a (__TEXT,__text) non-external _utf8_isName2
00007ff80f9f0d70 (__TEXT,__text) non-external _utf8_isName3
00007ff80f9f0dca (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80f9f0e10 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80f9f0bcf (__TEXT,__text) non-external _utf8_toUtf16
00007ff80f9f0b38 (__TEXT,__text) non-external _utf8_toUtf8
