00007ff80ddcf494 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff80ddcf44c (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff80ddcf480 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff80ddcf46c (__TEXT,__gcc_except_tab) non-external GCC_except_table25
00007ff80ddcf438 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
00007ff80ddcf4bc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFMachPortSetInvalidationCallBack (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithID (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetID (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff80dd6e79a (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff80dd95197 (__TEXT,__text) non-external (was a private external) _CVAtomicCompareAndSwapPtrBarrier
00007ff80dd95147 (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff80dd6efcc (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff80dd8c1b7 (__TEXT,__text) external _CVBufferCopyAttachment
00007ff80dd8c188 (__TEXT,__text) external _CVBufferCopyAttachments
00007ff80dd8c1eb (__TEXT,__text) external _CVBufferCopyNonBridgedAttachments
00007ff80dd8c154 (__TEXT,__text) external _CVBufferDumpToQTES
00007ff80dd6c250 (__TEXT,__text) external _CVBufferGetAttachment
00007ff80dd6c302 (__TEXT,__text) external _CVBufferGetAttachments
00007ff80dd8c123 (__TEXT,__text) external _CVBufferHasAttachment
00007ff80dd6c34a (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff80dd74283 (__TEXT,__text) external _CVBufferRelease
00007ff80dd6ecac (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff80dd6b828 (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff80dd74263 (__TEXT,__text) external _CVBufferRetain
00007ff80dd6bec2 (__TEXT,__text) external _CVBufferSetAttachment
00007ff80dd6c9e5 (__TEXT,__text) external _CVBufferSetAttachments
00007ff80dd8d983 (__TEXT,__text) non-external (was a private external) _CVCFDictionaryMergeDictionaryInPlace
00007ff80dd6d04b (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff80dd6a006 (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff80ddb47bc (__TEXT,__text) non-external _CVColorPrimariesGetStringForIntegerCodePoint.cold.1
00007ff80dd6d6bf (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff80dd8db0e (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestString
00007ff80dd8db8d (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestStringFromData
00007ff80dd8ef16 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetColorSpace
00007ff80dd8ef23 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetPropertyList
00007ff80dd7c05c (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff80ddb3cea (__TEXT,__text) external _CVDataBufferDecrementUseCountForCategory
00007ff80dd7c03c (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff80dd7bffc (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff80dd7bfab (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff80dd7c01c (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff80dd6e8c9 (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff80ddb3c9d (__TEXT,__text) non-external _CVDataBufferGetTypeID.cold.1
00007ff80ddb3cb7 (__TEXT,__text) external _CVDataBufferIncrementUseCountForCategory
00007ff80dd7af4b (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff80dd7b049 (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff80dd7b0a8 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff80dd7b222 (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff80dd7afe0 (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff80dd7b02d (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff80dd7b2ce (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff80dd79ea3 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff80ddb3a31 (__TEXT,__text) non-external _CVDataBufferPoolGetTypeID.cold.1
00007ff80dd7b200 (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff80dd7b113 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff80dd7b153 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfacesWithOptions
00007ff80dd7b27a (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff80ddb3a4b (__TEXT,__text) external _CVDataBufferPoolTakeOwnershipOfIOSurface
00007ff80dd6ea72 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff80dd95159 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomicCounter
00007ff80dd8da81 (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff80dd74ee0 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff80dd74a4e (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff80dd690ac (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff80dd8d74c (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff80dd74f66 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff80dd8d9a0 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff80dd8da10 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff80dd61888 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff80dd758a4 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff80dd61928 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff80dd9b099 (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff80dd9ae7c (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff80dd9adca (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff80dd63b4c (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff80dd9b015 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff80dd9b0f2 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff80dd63be2 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff80dd630f0 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff80dd9b034 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff80dd61acd (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff80ddb4473 (__TEXT,__text) non-external _CVDisplayLinkGetTypeID.cold.1
00007ff80dd761c2 (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff80dd70730 (__TEXT,__text) external _CVDisplayLinkRelease
00007ff80dd83dcc (__TEXT,__text) external _CVDisplayLinkRetain
00007ff80dd62f7e (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff80dd9ae86 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff80dd9b0bd (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff80dd9b148 (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff80dd6226f (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff80dd75796 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff80dd7582c (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff80dd9b111 (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff80dd6231a (__TEXT,__text) external _CVDisplayLinkStart
00007ff80dd624f6 (__TEXT,__text) external _CVDisplayLinkStop
00007ff80dd9b05f (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff80dd6ea81 (__TEXT,__text) external _CVGetCurrentHostTime
00007ff80dd83077 (__TEXT,__text) external _CVGetHostClockFrequency
00007ff80dd83099 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff80dd8dbeb (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff80dd9450f (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff80dd8d6cc (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff80dd6f3ca (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff80dd8e0ed (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff80dd8e03c (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff80dd8deb1 (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff80dd760e0 (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff80dd8de8d (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff80dd8de68 (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff80dd8e1bc (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff80dd8e212 (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff80dd8e1e7 (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff80dd8e14f (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff80dd8e06c (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff80dd8df38 (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff80dd8deef (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff80dd8e002 (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff80dd8df91 (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff80dd8dfc8 (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff80dd695ec (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff80dd95177 (__TEXT,__text) non-external (was a private external) _CVIncrementAtomicCounter
00007ff80ddb468f (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff80dd8dbfb (__TEXT,__text) non-external (was a private external) _CVIsPixelFormatCompressed
00007ff80dd63ee8 (__TEXT,__text) external _CVKTraceInit
00007ff80ddb443f (__TEXT,__text) non-external _CVKTraceInit.cold.1
00007ff80dd8d70a (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff80dd9ad5a (__TEXT,__text) non-external (was a private external) _CVMTLBufferCreate
00007ff80dd6e01c (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff80dd951a8 (__TEXT,__text) non-external (was a private external) _CVMemoryBarrier
00007ff80dd8ed38 (__TEXT,__text) external _CVMetalBufferCacheCreate
00007ff80dd8ed56 (__TEXT,__text) external _CVMetalBufferCacheCreateBufferFromImage
00007ff80dd8ee29 (__TEXT,__text) external _CVMetalBufferCacheFlush
00007ff80dd8eeba (__TEXT,__text) external _CVMetalBufferCacheGetFreeBackings
00007ff80dd830b9 (__TEXT,__text) external _CVMetalBufferCacheGetTypeID
00007ff80ddb4459 (__TEXT,__text) non-external _CVMetalBufferCacheGetTypeID.cold.1
00007ff80dd8ee5d (__TEXT,__text) external _CVMetalBufferCacheGetUsedBackings
00007ff80dd89f85 (__TEXT,__text) external _CVMetalBufferGetBuffer
00007ff80dd8b975 (__TEXT,__text) external _CVMetalBufferGetTypeID
00007ff80ddb465b (__TEXT,__text) non-external _CVMetalBufferGetTypeID.cold.1
00007ff80dd94668 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff80dd94687 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff80dd6ca18 (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff80dd6d592 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff80dd83c5a (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromSliceOfImage
00007ff80dd83d97 (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff80dd6d6a1 (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff80ddb47f1 (__TEXT,__text) non-external _CVMetalTextureCacheGetTypeID.cold.1
00007ff80dd946a6 (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff80dd945d0 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff80dd9460b (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff80dd9458b (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff80dd6e906 (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff80dd6e957 (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff80ddb4675 (__TEXT,__text) non-external _CVMetalTextureGetTypeID.cold.1
00007ff80dd945b0 (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff80dd68eb1 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff80ddb47d7 (__TEXT,__text) non-external _CVObjectGetTypeID.cold.1
00007ff80dd914fb (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff80dd9157f (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff80dd91657 (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff80dd916b8 (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff80dd91677 (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff80dd91697 (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff80dd6e859 (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff80ddb440b (__TEXT,__text) non-external _CVOpenGLBufferGetTypeID.cold.1
00007ff80dd9933e (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff80dd9940b (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff80dd993a2 (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff80dd993ef (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff80dd8b4b5 (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff80ddb4641 (__TEXT,__text) non-external _CVOpenGLBufferPoolGetTypeID.cold.1
00007ff80dd8b4a4 (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff80dd8b484 (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff80dd7d966 (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff80dd7d946 (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff80dd9b369 (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff80dd9b388 (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff80dd7c34f (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff80dd7c451 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff80dd7c46e (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff80dd7c53f (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff80dd8a2d1 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff80ddb4627 (__TEXT,__text) non-external _CVOpenGLTextureCacheGetTypeID.cold.1
00007ff80dd8a2c0 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff80dd8a2a0 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff80dd95759 (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff80dd9b3c6 (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff80dd9b2cd (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff80dd9b3a7 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff80dd9b235 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff80dd9b270 (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff80dd9b1d0 (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff80dd9b1f0 (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff80dd9b17f (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff80dd6e891 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff80ddb4425 (__TEXT,__text) non-external _CVOpenGLTextureGetTypeID.cold.1
00007ff80dd9b215 (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff80dd8241c (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff80dd823fc (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff80dd94519 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff80ddb6318 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff80dd93106 (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff80dd758e8 (__TEXT,__text) external _CVPixelBufferCreate
00007ff80dd941e1 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff80dd709a2 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff80ddb51ce (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff80ddb4d71 (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff80dd63c19 (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff80dd9265f (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff80dd92b2e (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff80ddb4f85 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff80ddb636c (__TEXT,__text) external _CVPixelBufferDecrementUseCountForCategory
00007ff80dd94412 (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff80dd93085 (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff80dd930e6 (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff80dd76094 (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff80dd6bc48 (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff80dd74246 (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff80dd758c8 (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
