00007ff80f9f27f1 (__TEXT,__const) non-external _KW_ANY
00007ff80f9dbed4 (__TEXT,__text) external _XML_ExpatVersion
00007ff80f9dbee1 (__TEXT,__text) external _XML_ExpatVersionInfo
00007ff80f9da422 (__TEXT,__text) external _XML_ExternalEntityParserCreate
00007ff80f9dbd3e (__TEXT,__text) external _XML_FreeContentModel
00007ff80f9db1f2 (__TEXT,__text) external _XML_GetBase
00007ff80f9db6f1 (__TEXT,__text) external _XML_GetBuffer
00007ff80f9dbc2d (__TEXT,__text) external _XML_GetCurrentByteCount
00007ff80f9dbc04 (__TEXT,__text) external _XML_GetCurrentByteIndex
00007ff80f9dbce8 (__TEXT,__text) external _XML_GetCurrentColumnNumber
00007ff80f9dbc8f (__TEXT,__text) external _XML_GetCurrentLineNumber
00007ff80f9dbbed (__TEXT,__text) external _XML_GetErrorCode
00007ff80f9dbef3 (__TEXT,__text) external _XML_GetFeatureList
00007ff8409930a0 (__DATA_CONST,__const) non-external _XML_GetFeatureList.features
00007ff80f9db21e (__TEXT,__text) external _XML_GetIdAttributeIndex
00007ff80f9dbc56 (__TEXT,__text) external _XML_GetInputContext
00007ff80f9dbbcc (__TEXT,__text) external _XML_GetParsingStatus
00007ff80f9f20f4 (__TEXT,__text) non-external _XML_GetParsingStatus.cold.1
00007ff80f9db207 (__TEXT,__text) external _XML_GetSpecifiedAttributeCount
00007ff80f9dbd83 (__TEXT,__text) external _XML_MemFree
00007ff80f9dbd53 (__TEXT,__text) external _XML_MemMalloc
00007ff80f9dbd6a (__TEXT,__text) external _XML_MemRealloc
00007ff80f9db4b2 (__TEXT,__text) external _XML_Parse
00007ff80f9db926 (__TEXT,__text) external _XML_ParseBuffer
00007ff80f9d9a74 (__TEXT,__text) external _XML_ParserCreate
00007ff80f9d9a90 (__TEXT,__text) external _XML_ParserCreateNS
00007ff80f9d9a84 (__TEXT,__text) external _XML_ParserCreate_MM
00007ff80f9dad02 (__TEXT,__text) external _XML_ParserFree
00007ff80f9d9d93 (__TEXT,__text) external _XML_ParserReset
00007ff80f9dbaf6 (__TEXT,__text) external _XML_ResumeParser
00007ff80f9db420 (__TEXT,__text) external _XML_SetAttlistDeclHandler
00007ff80f9db14a (__TEXT,__text) external _XML_SetBase
00007ff80f9dbf3a (__TEXT,__text) external _XML_SetBillionLaughsAttackProtectionActivationThreshold
00007ff80f9dbf00 (__TEXT,__text) external _XML_SetBillionLaughsAttackProtectionMaximumAmplification
00007ff80f9db299 (__TEXT,__text) external _XML_SetCdataSectionHandler
00007ff80f9db266 (__TEXT,__text) external _XML_SetCharacterDataHandler
00007ff80f9db287 (__TEXT,__text) external _XML_SetCommentHandler
00007ff80f9db2d6 (__TEXT,__text) external _XML_SetDefaultHandler
00007ff80f9db2ef (__TEXT,__text) external _XML_SetDefaultHandlerExpand
00007ff80f9db308 (__TEXT,__text) external _XML_SetDoctypeDeclHandler
00007ff80f9db40e (__TEXT,__text) external _XML_SetElementDeclHandler
00007ff80f9db235 (__TEXT,__text) external _XML_SetElementHandler
00007ff80f9da372 (__TEXT,__text) external _XML_SetEncoding
00007ff80f9db2c4 (__TEXT,__text) external _XML_SetEndCdataSectionHandler
00007ff80f9db333 (__TEXT,__text) external _XML_SetEndDoctypeDeclHandler
00007ff80f9db257 (__TEXT,__text) external _XML_SetEndElementHandler
00007ff80f9db394 (__TEXT,__text) external _XML_SetEndNamespaceDeclHandler
00007ff80f9db432 (__TEXT,__text) external _XML_SetEntityDeclHandler
00007ff80f9db3b8 (__TEXT,__text) external _XML_SetExternalEntityRefHandler
00007ff80f9db3ca (__TEXT,__text) external _XML_SetExternalEntityRefHandlerArg
00007ff80f9db47c (__TEXT,__text) external _XML_SetHashSalt
00007ff80f9db369 (__TEXT,__text) external _XML_SetNamespaceDeclHandler
00007ff80f9db3a6 (__TEXT,__text) external _XML_SetNotStandaloneHandler
00007ff80f9db357 (__TEXT,__text) external _XML_SetNotationDeclHandler
00007ff80f9db456 (__TEXT,__text) external _XML_SetParamEntityParsing
00007ff80f9db275 (__TEXT,__text) external _XML_SetProcessingInstructionHandler
00007ff80f9db10d (__TEXT,__text) external _XML_SetReturnNSTriplet
00007ff80f9db3e3 (__TEXT,__text) external _XML_SetSkippedEntityHandler
00007ff80f9db2b2 (__TEXT,__text) external _XML_SetStartCdataSectionHandler
00007ff80f9db321 (__TEXT,__text) external _XML_SetStartDoctypeDeclHandler
00007ff80f9db248 (__TEXT,__text) external _XML_SetStartElementHandler
00007ff80f9db382 (__TEXT,__text) external _XML_SetStartNamespaceDeclHandler
00007ff80f9db3f5 (__TEXT,__text) external _XML_SetUnknownEncodingHandler
00007ff80f9db345 (__TEXT,__text) external _XML_SetUnparsedEntityDeclHandler
00007ff80f9db12f (__TEXT,__text) external _XML_SetUserData
00007ff80f9db444 (__TEXT,__text) external _XML_SetXmlDeclHandler
00007ff80f9dba87 (__TEXT,__text) external _XML_StopParser
00007ff80f9db0df (__TEXT,__text) external _XML_UseForeignDTD
00007ff80f9db0d0 (__TEXT,__text) external _XML_UseParserAsHandlerArg
00007ff80f9e594a (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncoding
00007ff80f9e5e96 (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncodingNS
00007ff80f9e593d (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncoding
00007ff80f9e5e89 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncodingNS
00007ff80f9e5957 (__TEXT,__text) non-external (was a private external) _XmlInitEncoding
00007ff80f9e5ea3 (__TEXT,__text) non-external (was a private external) _XmlInitEncodingNS
00007ff80f9e53d3 (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncoding
00007ff80f9e609a (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncodingNS
00007ff80f9e5a52 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDecl
00007ff80f9e5f3d (__TEXT,__text) non-external (was a private external) _XmlParseXmlDeclNS
00007ff80f9e3a64 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInit
00007ff80f9e3b44 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInitExternalEntity
00007ff80f9e53c8 (__TEXT,__text) non-external (was a private external) _XmlSizeOfUnknownEncoding
00007ff80f9e537c (__TEXT,__text) non-external (was a private external) _XmlUtf16Encode
00007ff80f9e52b1 (__TEXT,__text) non-external (was a private external) _XmlUtf8Encode
00007ff80f9e521c (__TEXT,__text) non-external (was a private external) __INTERNAL_trim_to_complete_utf8_characters
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80f9de0c0 (__TEXT,__text) non-external _accountingDiffTolerated
00007ff80f9f213a (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
00007ff80f9dfc9a (__TEXT,__text) non-external _accountingGetCurrentAmplification
00007ff80f9f215d (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
00007ff80f9dfd17 (__TEXT,__text) non-external _accountingReportStats
00007ff80f9e267c (__TEXT,__text) non-external _addBinding
00007ff80f9f3c40 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
00007ff80f9f3c70 (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
00007ff80f9e2b2a (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00007ff840994048 (__DATA_CONST,__const) non-external _ascii_encoding
00007ff840994998 (__DATA_CONST,__const) non-external _ascii_encoding_ns
00007ff80f9edefa (__TEXT,__text) non-external _ascii_toUtf8
00007ff80f9e404d (__TEXT,__text) non-external _attlist0
00007ff80f9e474a (__TEXT,__text) non-external _attlist1
00007ff80f9e47ba (__TEXT,__text) non-external _attlist2
00007ff80f9e49f0 (__TEXT,__text) non-external _attlist3
00007ff80f9e4b1e (__TEXT,__text) non-external _attlist4
00007ff80f9e49aa (__TEXT,__text) non-external _attlist5
00007ff80f9e4a84 (__TEXT,__text) non-external _attlist6
00007ff80f9e4aca (__TEXT,__text) non-external _attlist7
00007ff80f9e48b2 (__TEXT,__text) non-external _attlist8
00007ff80f9e4a3e (__TEXT,__text) non-external _attlist9
00007ff80f9ef80c (__TEXT,__text) non-external _big2_attributeValueTok
00007ff80f9ef3e8 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff80f9eff64 (__TEXT,__text) non-external _big2_charRefNumber
00007ff80f9f1250 (__TEXT,__text) non-external _big2_checkPiTarget
00007ff80f9ee780 (__TEXT,__text) non-external _big2_contentTok
00007ff840993ca8 (__DATA_CONST,__const) non-external _big2_encoding
00007ff8409945f8 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff80f9ef944 (__TEXT,__text) non-external _big2_entityValueTok
00007ff80f9efb85 (__TEXT,__text) non-external _big2_getAtts
00007ff80f9ef668 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff80f9f0204 (__TEXT,__text) non-external _big2_isPublicId
00007ff80f9efabd (__TEXT,__text) non-external _big2_nameLength
00007ff80f9efa78 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff80f9f0022 (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff80f9edf2f (__TEXT,__text) non-external _big2_prologTok
00007ff80f9f165c (__TEXT,__text) non-external _big2_scanAtts
00007ff80f9f2f43 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff80f9f10e8 (__TEXT,__text) non-external _big2_scanComment
00007ff80f9f0604 (__TEXT,__text) non-external _big2_scanDecl
00007ff80f9f04c4 (__TEXT,__text) non-external _big2_scanLit
00007ff80f9f0be4 (__TEXT,__text) non-external _big2_scanPercent
00007ff80f9f0748 (__TEXT,__text) non-external _big2_scanPi
00007ff80f9f0e6c (__TEXT,__text) non-external _big2_scanPoundName
00007ff80f9f12cf (__TEXT,__text) non-external _big2_scanRef
00007ff80f9efb4d (__TEXT,__text) non-external _big2_skipS
00007ff80f9f0454 (__TEXT,__text) non-external _big2_toUtf16
00007ff80f9f028f (__TEXT,__text) non-external _big2_toUtf8
00007ff80f9f0126 (__TEXT,__text) non-external _big2_updatePosition
00007ff80f9e249c (__TEXT,__text) non-external _cdataSectionProcessor
00007ff80f9e56a1 (__TEXT,__text) non-external _checkCharRefNumber
00007ff80f9e44bf (__TEXT,__text) non-external _condSect0
00007ff80f9e4562 (__TEXT,__text) non-external _condSect1
00007ff80f9e45a2 (__TEXT,__text) non-external _condSect2
00007ff80f9de9ec (__TEXT,__text) non-external _contentProcessor
00007ff80f9e3847 (__TEXT,__text) non-external _copyEntityTable
00007ff80f9da3de (__TEXT,__text) non-external _copyString
00007ff80f9e43c2 (__TEXT,__text) non-external _declClose
00007ff80f9ded8a (__TEXT,__text) non-external _defineAttribute
00007ff80f9e21e0 (__TEXT,__text) non-external _doCdataSection
00007ff80f9e0018 (__TEXT,__text) non-external _doContent
00007ff80f9df564 (__TEXT,__text) non-external _doIgnoreSection
00007ff80f9e5a93 (__TEXT,__text) non-external _doParseXmlDecl
00007ff80f9dc23d (__TEXT,__text) non-external _doProlog
00007ff80f9f2222 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff80f9f223f (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff80f9f2238 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff80f9f2228 (__TEXT,__const) non-external _doProlog.atypeID
00007ff80f9f222b (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff80f9f2231 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff80f9f2248 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff80f9f2250 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff80f9f2117 (__TEXT,__text) non-external _doProlog.cold.1
00007ff80f9f3b2b (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff80f9f3b2d (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff80f9f3b21 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff80f9e3c38 (__TEXT,__text) non-external _doctype0
00007ff80f9e3c8b (__TEXT,__text) non-external _doctype1
00007ff80f9e3fae (__TEXT,__text) non-external _doctype2
00007ff80f9e3f68 (__TEXT,__text) non-external _doctype3
00007ff80f9e51c0 (__TEXT,__text) non-external _doctype4
00007ff80f9e4124 (__TEXT,__text) non-external _doctype5
00007ff80f9e4098 (__TEXT,__text) non-external _element0
00007ff80f9e4b72 (__TEXT,__text) non-external _element1
00007ff80f9e4c41 (__TEXT,__text) non-external _element2
00007ff80f9e4d44 (__TEXT,__text) non-external _element3
00007ff80f9e4f68 (__TEXT,__text) non-external _element4
00007ff80f9e4fb3 (__TEXT,__text) non-external _element5
00007ff80f9e4dc3 (__TEXT,__text) non-external _element6
00007ff80f9e4e94 (__TEXT,__text) non-external _element7
00007ff840993aa0 (__DATA_CONST,__const) non-external _encodings
00007ff840994220 (__DATA_CONST,__const) non-external _encodingsNS
00007ff80f9e3ff4 (__TEXT,__text) non-external _entity0
00007ff80f9e416a (__TEXT,__text) non-external _entity1
00007ff80f9e440f (__TEXT,__text) non-external _entity10
00007ff80f9e41b0 (__TEXT,__text) non-external _entity2
00007ff80f9e462b (__TEXT,__text) non-external _entity3
00007ff80f9e45e5 (__TEXT,__text) non-external _entity4
00007ff80f9e4671 (__TEXT,__text) non-external _entity5
00007ff80f9e46fc (__TEXT,__text) non-external _entity6
00007ff80f9e4273 (__TEXT,__text) non-external _entity7
00007ff80f9e437c (__TEXT,__text) non-external _entity8
00007ff80f9e4336 (__TEXT,__text) non-external _entity9
00007ff80f9dfa2e (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80f9e31f6 (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80f9f2180 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80f9e34bb (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80f9e3769 (__TEXT,__text) non-external _entityValueProcessor
00007ff80f9e200b (__TEXT,__text) non-external _epilogProcessor
00007ff80f9e3c83 (__TEXT,__text) non-external _error
00007ff80f9db6e5 (__TEXT,__text) non-external _errorProcessor
00007ff80f9e2ac8 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80f9dafa8 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80f9e32ec (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80f9e33dc (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80f9daff9 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80f9e3667 (__TEXT,__text) non-external _externalParEntProcessor
00007ff80f9e3b5c (__TEXT,__text) non-external _externalSubset0
00007ff80f9e4464 (__TEXT,__text) non-external _externalSubset1
00007ff80f9e5d6d (__TEXT,__text) non-external _findEncoding
00007ff80f9e5f7e (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80f9e1fb3 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80f9deacc (__TEXT,__text) non-external _getAttributeId
00007ff80f9e0f60 (__TEXT,__text) non-external _getContext
00007ff80f9dbff6 (__TEXT,__text) non-external _getDebugLevel
00007ff80f9dea41 (__TEXT,__text) non-external _getElementType
00007ff80f9e59b0 (__TEXT,__text) non-external _getEncodingIndex
00007ff840993a70 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80f9dc121 (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80f9dfd7b (__TEXT,__text) non-external _hash
00007ff80f9e380e (__TEXT,__text) non-external _hashTableDestroy
00007ff80f9df6e4 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80f9f2260 (__TEXT,__const) non-external _implicitContext
00007ff80f9edd2a (__TEXT,__text) non-external _initScan
00007ff80f9e5a1f (__TEXT,__text) non-external _initScanContent
00007ff80f9e5f1b (__TEXT,__text) non-external _initScanContentNS
00007ff80f9e5a00 (__TEXT,__text) non-external _initScanProlog
00007ff80f9e5efc (__TEXT,__text) non-external _initScanPrologNS
00007ff80f9e5a41 (__TEXT,__text) non-external _initUpdatePosition
00007ff80f9dc055 (__TEXT,__text) non-external _initializeEncoding
00007ff80f9e2fac (__TEXT,__text) non-external _internalEntityProcessor
00007ff80f9e3d64 (__TEXT,__text) non-external _internalSubset
00007ff840993500 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff8409938a0 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff840993330 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff8409936d0 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80f9e9dc2 (__TEXT,__text) non-external _isNever
00007ff840993160 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff840994258 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80f9e8610 (__TEXT,__text) non-external _latin1_toUtf16
00007ff80f9e858e (__TEXT,__text) non-external _latin1_toUtf8
00007ff80f9eb7ec (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80f9eb3cc (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80f9ebf40 (__TEXT,__text) non-external _little2_charRefNumber
00007ff80f9ed218 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80f9ea770 (__TEXT,__text) non-external _little2_contentTok
00007ff840993e78 (__DATA_CONST,__const) non-external _little2_encoding
00007ff8409947c8 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80f9eb924 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80f9ebb64 (__TEXT,__text) non-external _little2_getAtts
00007ff80f9eb64c (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80f9ec1e0 (__TEXT,__text) non-external _little2_isPublicId
00007ff80f9eba9d (__TEXT,__text) non-external _little2_nameLength
00007ff80f9eba58 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80f9ebffe (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80f9e9f31 (__TEXT,__text) non-external _little2_prologTok
00007ff80f9ed620 (__TEXT,__text) non-external _little2_scanAtts
00007ff80f9ed0b0 (__TEXT,__text) non-external _little2_scanComment
00007ff80f9ec5d4 (__TEXT,__text) non-external _little2_scanDecl
00007ff80f9ec499 (__TEXT,__text) non-external _little2_scanLit
00007ff80f9ecbb0 (__TEXT,__text) non-external _little2_scanPercent
00007ff80f9ec718 (__TEXT,__text) non-external _little2_scanPi
00007ff80f9ece38 (__TEXT,__text) non-external _little2_scanPoundName
00007ff80f9ed297 (__TEXT,__text) non-external _little2_scanRef
00007ff80f9ebb2c (__TEXT,__text) non-external _little2_skipS
00007ff80f9ec430 (__TEXT,__text) non-external _little2_toUtf16
00007ff80f9ec26b (__TEXT,__text) non-external _little2_toUtf8
00007ff80f9ec102 (__TEXT,__text) non-external _little2_updatePosition
00007ff80f9de67a (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80f9f2e10 (__TEXT,__const) non-external _namePages
00007ff80f9f2810 (__TEXT,__const) non-external _namingBitmap
00007ff80f9df760 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80f9f2d10 (__TEXT,__const) non-external _nmstrtPages
00007ff80f9e7d38 (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80f9e78e0 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80f9e82f4 (__TEXT,__text) non-external _normal_charRefNumber
00007ff80f9e9118 (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80f9e6c80 (__TEXT,__text) non-external _normal_contentTok
00007ff80f9e7e74 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80f9e8029 (__TEXT,__text) non-external _normal_getAtts
00007ff80f9e7b98 (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80f9e850c (__TEXT,__text) non-external _normal_isPublicId
00007ff80f9e7fc0 (__TEXT,__text) non-external _normal_nameLength
00007ff80f9e7f84 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80f9e83b9 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80f9e60b1 (__TEXT,__text) non-external _normal_prologTok
00007ff80f9e948b (__TEXT,__text) non-external _normal_scanAtts
00007ff80f9e8f88 (__TEXT,__text) non-external _normal_scanComment
00007ff80f9e87b8 (__TEXT,__text) non-external _normal_scanDecl
00007ff80f9e8653 (__TEXT,__text) non-external _normal_scanLit
00007ff80f9e8cf4 (__TEXT,__text) non-external _normal_scanPercent
00007ff80f9e88dc (__TEXT,__text) non-external _normal_scanPi
00007ff80f9e9183 (__TEXT,__text) non-external _normal_scanRef
00007ff80f9e8001 (__TEXT,__text) non-external _normal_skipS
00007ff80f9e844b (__TEXT,__text) non-external _normal_updatePosition
00007ff80f9e32a8 (__TEXT,__text) non-external _normalizeLines
00007ff80f9de986 (__TEXT,__text) non-external _normalizePublicId
00007ff80f9e40e3 (__TEXT,__text) non-external _notation0
00007ff80f9e5010 (__TEXT,__text) non-external _notation1
00007ff80f9e5107 (__TEXT,__text) non-external _notation2
00007ff80f9e50b9 (__TEXT,__text) non-external _notation3
00007ff80f9e514d (__TEXT,__text) non-external _notation4
00007ff80f9f1d5c (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80f9d9ab2 (__TEXT,__text) non-external _parserCreate
00007ff80f9da1b2 (__TEXT,__text) non-external _parserInit
00007ff80f9ded18 (__TEXT,__text) non-external _poolAppend
00007ff80f9db195 (__TEXT,__text) non-external _poolCopyString
00007ff80f9db08c (__TEXT,__text) non-external _poolDestroy
00007ff80f9dee9c (__TEXT,__text) non-external _poolGrow
00007ff80f9de633 (__TEXT,__text) non-external _poolStoreString
00007ff80f9df88a (__TEXT,__text) non-external _processInternalEntity
00007ff80f9de2d6 (__TEXT,__text) non-external _processXmlDecl
00007ff80f9e3a89 (__TEXT,__text) non-external _prolog0
00007ff80f9e3b7c (__TEXT,__text) non-external _prolog1
00007ff80f9e3ee0 (__TEXT,__text) non-external _prolog2
00007ff80f9dbfa5 (__TEXT,__text) non-external _prologInitProcessor
00007ff80f9dc0b0 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80f9f2784 (__TEXT,__const) non-external _reltable.attlist2
00007ff80f9dfbcf (__TEXT,__text) non-external _reportComment
00007ff80f9dbde4 (__TEXT,__text) non-external _reportDefault
00007ff80f9dfa83 (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80f9daa71 (__TEXT,__text) non-external _setContext
00007ff80f9e2552 (__TEXT,__text) non-external _setElementTypePrefix
00007ff80f9dfedb (__TEXT,__text) non-external _sip24_final
00007ff80f9dfe3f (__TEXT,__text) non-external _sip24_update
00007ff80f9dffbc (__TEXT,__text) non-external _sip_round
00007ff80f9db64c (__TEXT,__text) non-external _startParsing
00007ff80f9df067 (__TEXT,__text) non-external _storeAttributeValue
00007ff80f9e12e6 (__TEXT,__text) non-external _storeAtts
00007ff80f9df0d8 (__TEXT,__text) non-external _storeEntityValue
00007ff80f9e0e84 (__TEXT,__text) non-external _storeRawNames
00007ff80f9edcc8 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80f9dbf5f (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80f9dbf74 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80f9e5790 (__TEXT,__text) non-external _unknown_isInvalid
00007ff80f9e56ee (__TEXT,__text) non-external _unknown_isName
00007ff80f9e573f (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80f9e589e (__TEXT,__text) non-external _unknown_toUtf16
00007ff80f9e57bd (__TEXT,__text) non-external _unknown_toUtf8
00007ff80f9dbf89 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff840993ad8 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff840994428 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80f9e9e62 (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80f9e9e81 (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80f9e9eea (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80f9e9d2a (__TEXT,__text) non-external _utf8_isName2
00007ff80f9e9d70 (__TEXT,__text) non-external _utf8_isName3
00007ff80f9e9dca (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80f9e9e10 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80f9e9bcf (__TEXT,__text) non-external _utf8_toUtf16
00007ff80f9e9b38 (__TEXT,__text) non-external _utf8_toUtf8
