00000001ffdd4e50 (__TEXT,__text) external _AAArchiveStreamCancel
00000001ffe129d4 (__TEXT,__text) external _AAHeaderGetFieldString
00000001ffe12c00 (__TEXT,__text) external _AAHeaderGetFieldTimespec
00000001ffe1284c (__TEXT,__text) external _AAHeaderGetFieldType
00000001ffe12924 (__TEXT,__text) external _AAHeaderGetFieldUInt
00000001ffe12810 (__TEXT,__text) external _AAHeaderGetKeyIndex
00000001ffe1398c (__TEXT,__text) external _AAHeaderGetPayloadSize
00000001ffe12598 (__TEXT,__text) external _AAHeaderRemoveField
00000001ffe137b8 (__TEXT,__text) external _AAHeaderSetFieldBlob
00000001ffe12dc0 (__TEXT,__text) external _AAHeaderSetFieldFlag
00000001ffe133d4 (__TEXT,__text) external _AAHeaderSetFieldHash
00000001ffe131e0 (__TEXT,__text) external _AAHeaderSetFieldString
00000001ffe135f4 (__TEXT,__text) external _AAHeaderSetFieldTimespec
00000001ffe12ff4 (__TEXT,__text) external _AAHeaderSetFieldUInt
00000001ffe1a8e0 (__TEXT,__text) external _AAMagicInputStreamOpen
00000001ffdefa14 (__TEXT,__text) external _AAMemoryInputStreamOpen
00000001ffdd9bec (__TEXT,__text) external _AAPathFilterAddRule
00000001ffdda0d8 (__TEXT,__text) external _AAPathFilterApply
00000001ffdd9a68 (__TEXT,__text) external _AAPathFilterCreate
00000001ffdd9b5c (__TEXT,__text) external _AAPathFilterDestroy
00000001ffe0abac (__TEXT,__text) external _AAPathListCreate
00000001ffe0ad70 (__TEXT,__text) external _AAPathListCreateWithDirectoryContents
00000001ffe0c32c (__TEXT,__text) external _AAPathListCreateWithPath
00000001ffe0ad24 (__TEXT,__text) external _AAPathListDestroy
00000001ffe0c870 (__TEXT,__text) external _AAPathListGetNode
00000001ffe0c9b4 (__TEXT,__text) external _AAPathListMerge
00000001ffe0cb30 (__TEXT,__text) external _AAPathListNodeFirst
00000001ffe0c6f0 (__TEXT,__text) external _AAPathListNodeGetPath
00000001ffe0cb40 (__TEXT,__text) external _AAPathListNodeNext
00000001ffde7de8 (__TEXT,__text) external _AARandomAccessByteStreamProcess
00000001ffe05930 (__TEXT,__text) external _AARandomAccessDecodeAndExtract
00000001ffdf3e6c (__TEXT,__text) external _AARangeInputStreamOpen
00000001ffdea54c (__TEXT,__text) external _AARemoveArchiveOutputStreamOpen
00000001ffe1a710 (__TEXT,__text) external _AASharedBufferPipeOpen
00000001ffe1abcc (__TEXT,__text) external _AATeeOutputStreamOpen
00000001ffe1a4e8 (__TEXT,__text) external _AATempFileStreamOpen
00000001ffe0591c (__TEXT,__text) external _AAThreadErrorContextEnter
00000001ffe05920 (__TEXT,__text) external _AAThreadErrorContextLeave
00000001ffddd348 (__TEXT,__text) external _AAVerifyDirectoryArchiveOutputStreamOpen
00000001ffdd92f0 (__TEXT,__text) external _AEAAuthDataAppendEntry
00000001ffdd974c (__TEXT,__text) external _AEAAuthDataClear
00000001ffdd8cec (__TEXT,__text) external _AEAAuthDataCreate
00000001ffdd8d98 (__TEXT,__text) external _AEAAuthDataCreateWithContext
00000001ffdd8d4c (__TEXT,__text) external _AEAAuthDataDestroy
00000001ffdd98a0 (__TEXT,__text) external _AEAAuthDataGetEncodedData
00000001ffdd9898 (__TEXT,__text) external _AEAAuthDataGetEncodedSize
00000001ffdd9198 (__TEXT,__text) external _AEAAuthDataGetEntry
00000001ffdd9190 (__TEXT,__text) external _AEAAuthDataGetEntryCount
00000001ffdd975c (__TEXT,__text) external _AEAAuthDataRemoveEntry
00000001ffdd94f8 (__TEXT,__text) external _AEAAuthDataSetEntry
00000001ffdfe0dc (__TEXT,__text) external _AEAContextCreateWithEncryptedStream
00000001ffdfe020 (__TEXT,__text) external _AEAContextCreateWithProfile
00000001ffdfdf88 (__TEXT,__text) external _AEAContextDestroy
00000001ffdfec64 (__TEXT,__text) external _AEAContextGenerateFieldBlob
00000001ffdfe4a0 (__TEXT,__text) external _AEAContextGetFieldBlob
00000001ffdfe3ac (__TEXT,__text) external _AEAContextGetFieldUInt
00000001ffdfe8f8 (__TEXT,__text) external _AEAContextSetFieldBlob
00000001ffdfeda0 (__TEXT,__text) external _AEAContextSetFieldCallback
00000001ffdfe70c (__TEXT,__text) external _AEAContextSetFieldUInt
00000001ffde00c4 (__TEXT,__text) non-external _AEADDecrypt_AESCTR_MAC256_KEY640
00000001ffddfc48 (__TEXT,__text) non-external _AEADDecrypt_None_MAC256_KEY256
00000001ffddfce8 (__TEXT,__text) non-external _AEADEncrypt_AESCTR_MAC256_KEY640
00000001ffddfb94 (__TEXT,__text) non-external _AEADEncrypt_None_MAC256_KEY256
00000001ffdd7750 (__TEXT,__text) external _AEADecryptAndExtract
00000001ffe01410 (__TEXT,__text) external _AEADecryptAndExtractAsyncStreamOpen
00000001ffdd29a0 (__TEXT,__text) external _AEADecryptAsyncStreamOpen
00000001ffdeb4c0 (__TEXT,__text) external _AEADecryptToFile
00000001ffdfc2a8 (__TEXT,__text) external _AEADecryptToFileAsyncStreamOpen
00000001ffde1728 (__TEXT,__text) external _AEADecryptionInputStreamOpen
00000001ffdd72c4 (__TEXT,__text) external _AEADecryptionRandomAccessInputStreamOpen
00000001ffde5240 (__TEXT,__text) external _AEAEncryptionOutputStreamCloseAndUpdateContext
00000001ffde45a8 (__TEXT,__text) external _AEAEncryptionOutputStreamOpen
00000001ffde4ba0 (__TEXT,__text) external _AEAEncryptionOutputStreamOpenExisting
00000001ffde7070 (__TEXT,__text) external _AEAKeychainGenerateItem
00000001ffde7998 (__TEXT,__text) external _AEAKeychainHasItem
00000001ffde77d4 (__TEXT,__text) external _AEAKeychainLoadItem
00000001ffde7ab0 (__TEXT,__text) external _AEAKeychainRemoveItem
00000001ffde7320 (__TEXT,__text) external _AEAKeychainStoreItem
00000001ffddcb64 (__TEXT,__text) external _AEAStreamSign
                 (undefined) external _BZ2_bzDecompress (from libbz2)
                 (undefined) external _BZ2_bzDecompressEnd (from libbz2)
                 (undefined) external _BZ2_bzDecompressInit (from libbz2)
00000001ffdefdac (__TEXT,__text) non-external (was a private external) _BlobBufferFree
00000001ffdefd0c (__TEXT,__text) non-external (was a private external) _BlobBufferIncreaseCapacity
00000001ffdefc60 (__TEXT,__text) non-external (was a private external) _BlobBufferStore
                 (undefined) external _CCCryptorCreateWithMode (from libSystem)
                 (undefined) external _CCCryptorFinal (from libSystem)
                 (undefined) external _CCCryptorGetOutputLength (from libSystem)
                 (undefined) external _CCCryptorRelease (from libSystem)
                 (undefined) external _CCCryptorUpdate (from libSystem)
                 (undefined) external _CCDeriveKey (from libSystem)
                 (undefined) external _CCHmacFinal (from libSystem)
                 (undefined) external _CCHmacInit (from libSystem)
                 (undefined) external _CCHmacUpdate (from libSystem)
                 (undefined) external _CCKDFParametersCreateHkdf (from libSystem)
                 (undefined) external _CCKDFParametersDestroy (from libSystem)
                 (undefined) external _CCRandomGenerateBytes (from libSystem)
00000001ffdf715c (__TEXT,__text) non-external (was a private external) _CC_CKSUM_Final
00000001ffdf70fc (__TEXT,__text) non-external (was a private external) _CC_CKSUM_Init
00000001ffdf710c (__TEXT,__text) non-external (was a private external) _CC_CKSUM_Update
00000001ffdf7774 (__TEXT,__text) non-external (was a private external) _CC_SHA1_Deprecated_Final
00000001ffdf776c (__TEXT,__text) non-external (was a private external) _CC_SHA1_Deprecated_Init
00000001ffdf7770 (__TEXT,__text) non-external (was a private external) _CC_SHA1_Deprecated_Update
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CC_SHA256_Final (from libSystem)
                 (undefined) external _CC_SHA256_Init (from libSystem)
                 (undefined) external _CC_SHA256_Update (from libSystem)
                 (undefined) external _CC_SHA384_Final (from libSystem)
                 (undefined) external _CC_SHA384_Init (from libSystem)
                 (undefined) external _CC_SHA384_Update (from libSystem)
                 (undefined) external _CC_SHA512_Final (from libSystem)
                 (undefined) external _CC_SHA512_Init (from libSystem)
                 (undefined) external _CC_SHA512_Update (from libSystem)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
00000001ffe2e1bc (__TEXT,__const) non-external _CKSUMTable
00000001ffe1b520 (__TEXT,__text) non-external _CompressionConsumerProc
00000001ffe1b390 (__TEXT,__text) non-external _CompressionWorkerDataCreate
00000001ffe1c0a0 (__TEXT,__text) non-external _CompressionWorkerDataDestroy
00000001ffe1b48c (__TEXT,__text) non-external _CompressionWorkerProc
00000001ffde09e8 (__TEXT,__text) non-external _DHERecipient_ECDHE_P256
00000001ffde0684 (__TEXT,__text) non-external _DHESender_ECDHE_P256
00000001ffde0f20 (__TEXT,__text) non-external _DSASign_ECDSA_P256
00000001ffde1174 (__TEXT,__text) non-external _DSAVerify_ECDSA_P256
00000001ffde0d14 (__TEXT,__text) non-external _DerivePublicFromPrivate_ECP256
00000001ffde0ea4 (__TEXT,__text) non-external _Digest_SHA256
00000001ffde88fc (__TEXT,__text) non-external (was a private external) _ECC65537CheckAndFix
00000001ffde864c (__TEXT,__text) non-external (was a private external) _ECC65537GetParity
00000001ffe2e0c0 (__TEXT,__const) non-external _ECC65537_G
00000001ffdf056c (__TEXT,__text) non-external (was a private external) _ECCFixThreadProc
00000001ffddf9f0 (__TEXT,__text) non-external _HKDFDerive
00000001ffde14fc (__TEXT,__text) non-external _HMACDerive_SHA256
00000001ffde1484 (__TEXT,__text) non-external _HMACFinal_SHA256
00000001ffde13cc (__TEXT,__text) non-external _HMACInit_SHA256
00000001ffde1458 (__TEXT,__text) non-external _HMACUpdate_SHA256
00000001ffde1620 (__TEXT,__text) non-external _HMACVerify_SHA256
00000001ffde9718 (__TEXT,__text) non-external (was a private external) _IDecoderStreamAbort
00000001ffde94c8 (__TEXT,__text) non-external (was a private external) _IDecoderStreamCreate
00000001ffde9614 (__TEXT,__text) non-external (was a private external) _IDecoderStreamDestroy
00000001ffde9704 (__TEXT,__text) non-external (was a private external) _IDecoderStreamRead
00000001ffde9480 (__TEXT,__text) non-external (was a private external) _IDecoderStreamThreadProc
00000001ffdf1cd8 (__TEXT,__text) non-external (was a private external) _IFileStreamCreateWithFD
00000001ffdf190c (__TEXT,__text) non-external (was a private external) _IFileStreamCreateWithFilename
00000001ffdf1c80 (__TEXT,__text) non-external (was a private external) _IFileStreamDestroy
00000001ffdf1dfc (__TEXT,__text) non-external (was a private external) _IFileStreamRead
00000001ffdf18d4 (__TEXT,__text) non-external (was a private external) _IZeroStreamRead
00000001ffdf15ec (__TEXT,__text) non-external (was a private external) _MemBufferCreate
00000001ffdf16fc (__TEXT,__text) non-external (was a private external) _MemBufferDestroy
00000001ffdf1680 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00000001ffdf1740 (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00000001ffdf213c (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00000001ffdf2460 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreateAt
00000001ffdf27a0 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00000001ffdf27b0 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00000001ffdf29bc (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00000001ffdf11b0 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00000001ffdf13b4 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00000001ffdf1400 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00000001ffdf1418 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00000001ffdf1430 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00000001ffdf1f38 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00000001ffdf2018 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00000001ffdf2068 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00000001ffdf1904 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00000001ffdd8cac (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00000001ffdd8c6c (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00000001ffdd8100 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00000001ffdd2980 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00000001ffde7d34 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00000001ffdd2954 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00000001ffdd2948 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00000001ffdd2928 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00000001ffde7c80 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00000001ffdda55c (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00000001ffdda534 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00000001ffddd320 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00000001ffddd2f8 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00000001ffddf590 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00000001ffddf5e0 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00000001ffde7048 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00000001ffde7020 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00000001ffde7b94 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00000001ffde7bdc (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00000001ffdf0814 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixCommon
00000001ffdf1194 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00000001ffdf64a4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00000001ffdf5220 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00000001ffdf513c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00000001ffdf4e9c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00000001ffdf4754 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00000001ffdf413c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00000001ffdf44cc (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00000001ffde7c1c (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00000001ffdfa6b0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00000001ffdfa6b4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00000001ffdfa6b8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00000001ffdfa6f0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00000001ffddfb4c (__TEXT,__text) non-external _RNG
00000001ffe1ed04 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00000001ffe1ead0 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00000001ffe1eb58 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00000001ffdd7734 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00000001ffdd759c (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00000001ffdd76b0 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00000001ffde049c (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00000001ffde584c (__TEXT,__text) non-external _SharedArrayEnqueue
00000001ffdea2e8 (__TEXT,__text) non-external _SharedArrayEnqueue
00000001ffdf3ad4 (__TEXT,__text) non-external _SharedArrayEnqueue
00000001ffe03654 (__TEXT,__text) non-external _SharedArrayEnqueue
00000001ffde9ab4 (__TEXT,__text) non-external _SharedArrayPush
00000001ffe200f8 (__TEXT,__text) non-external _SharedArrayPush
00000001ffde9fb0 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00000001ffde9728 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00000001ffde9c4c (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00000001ffde9bd0 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00000001ffde9c64 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00000001ffdea074 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00000001ffdea4c0 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00000001ffdea47c (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00000001ffdea41c (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00000001ffdea510 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00000001ffdeff28 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00000001ffdf0058 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00000001ffdeff1c (__TEXT,__text) non-external (was a private external) _StringTableClear
00000001ffdf0510 (__TEXT,__text) non-external _StringTableCmp
00000001ffdefddc (__TEXT,__text) non-external (was a private external) _StringTableCreate
00000001ffdefed0 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00000001ffdf0474 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00000001ffdf032c (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00000001ffdf0508 (__TEXT,__text) non-external (was a private external) _StringTableSize
00000001ffdf0188 (__TEXT,__text) non-external (was a private external) _StringTableSort
00000001ffdf2cf4 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
