00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006faba0 (__TEXT,__text) external ___darwin_check_fd_set_overflow
00007ff8006f0be8 (__TEXT,__text) external ___debug_syscall_reject
00007ff8006f0c00 (__TEXT,__text) external ___debug_syscall_reject_config
00007ff8006f0c18 (__TEXT,__text) external ___delete
00007ff8006f0c30 (__TEXT,__text) external ___disable_threadsignal
00007ff8006f690b (__TEXT,__text) external ___error
00007ff8006f0c48 (__TEXT,__text) external ___execve
00007ff8006f0c60 (__TEXT,__text) external ___exit
00007ff8006f0c78 (__TEXT,__text) external ___fchmod
00007ff8006f0c90 (__TEXT,__text) external ___fchmod_extended
00007ff8006f0ca8 (__TEXT,__text) external ___fcntl
00007ff8006f0cc0 (__TEXT,__text) external ___fcntl_nocancel
00007ff8006f0cd8 (__TEXT,__text) external ___fork
00007ff8006f0d10 (__TEXT,__text) external ___fs_snapshot
00007ff8006f0d28 (__TEXT,__text) external ___fstat64_extended
00007ff8006f0d40 (__TEXT,__text) external ___fstat_extended
00007ff8006f0d58 (__TEXT,__text) external ___fsync_nocancel
00007ff80070019a (__TEXT,__text) external ___get_remove_counter
00007ff8006f0d70 (__TEXT,__text) external ___getattrlist
00007ff8006f0d88 (__TEXT,__text) external ___getdirentries64
00007ff8006f0da0 (__TEXT,__text) external ___gethostuuid
00007ff8006f0db8 (__TEXT,__text) external ___getlogin
00007ff8006f0dd0 (__TEXT,__text) external ___getpeername
00007ff8006f0de8 (__TEXT,__text) external ___getpid
00007ff8006f0e1c (__TEXT,__text) external ___getrlimit
00007ff8006f0e34 (__TEXT,__text) external ___getsgroups
00007ff8006f0e4c (__TEXT,__text) external ___getsockname
00007ff8006f0e64 (__TEXT,__text) external ___gettid
00007ff8006f0e91 (__TEXT,__text) external ___gettimeofday
00007ff8006f0e7c (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00007ff8006f0ebc (__TEXT,__text) external ___getwgroups
00007ff8006f0ed4 (__TEXT,__text) external ___guarded_open_dprotected_np
00007ff8006f0eec (__TEXT,__text) external ___guarded_open_np
00007ff8006f0f04 (__TEXT,__text) external ___identitysvc
00007ff8007001a5 (__TEXT,__text) external ___inc_remove_counter
00007ff8006f0f1c (__TEXT,__text) external ___initgroups
00007ff8006f0f34 (__TEXT,__text) external ___ioctl
00007ff8006f0f4c (__TEXT,__text) external ___iopolicysys
00007ff8006f0f64 (__TEXT,__text) external ___kdebug_trace
00007ff8006f0f7c (__TEXT,__text) external ___kdebug_trace64
00007ff8006f0f94 (__TEXT,__text) external ___kdebug_trace_string
00007ff8006f0fac (__TEXT,__text) external ___kdebug_typefilter
00007ff800719568 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
00007ff800719530 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
00007ff8006f0fc4 (__TEXT,__text) external ___kill
00007ff8006f0fdc (__TEXT,__text) external ___kqueue_workloop_ctl
00007ff8006f0ff4 (__TEXT,__text) external ___lchown
00007ff8006f357a (__TEXT,__text) external ___libkernel_init
00007ff8006f35ad (__TEXT,__text) external ___libkernel_init_after_boot_tasks
00007ff8006f35ac (__TEXT,__text) external ___libkernel_init_late
00007ff8006f3403 (__TEXT,__text) external ___libkernel_platform_init
00007ff8006f342a (__TEXT,__text) external ___libkernel_voucher_init
00007ff8006f100c (__TEXT,__text) external ___listen
00007ff8006f1024 (__TEXT,__text) external ___log_data
00007ff8006f103c (__TEXT,__text) external ___lseek
00007ff8006f1054 (__TEXT,__text) external ___lstat64_extended
00007ff8006f106c (__TEXT,__text) external ___lstat_extended
00007ff8006f1084 (__TEXT,__text) external ___mac_execve
00007ff8006f109c (__TEXT,__text) external ___mac_get_fd
00007ff8006f10b4 (__TEXT,__text) external ___mac_get_file
00007ff8006f10cc (__TEXT,__text) external ___mac_get_link
00007ff8006f10e4 (__TEXT,__text) external ___mac_get_mount
00007ff8006f10fc (__TEXT,__text) external ___mac_get_pid
00007ff8006f1114 (__TEXT,__text) external ___mac_get_proc
00007ff8006f112c (__TEXT,__text) external ___mac_getfsstat
00007ff8006f1144 (__TEXT,__text) external ___mac_mount
00007ff8006f115c (__TEXT,__text) external ___mac_set_fd
00007ff8006f1174 (__TEXT,__text) external ___mac_set_file
00007ff8006f118c (__TEXT,__text) external ___mac_set_link
00007ff8006f11a4 (__TEXT,__text) external ___mac_set_proc
00007ff8006f11bc (__TEXT,__text) external ___mac_syscall
00007ff8006f11d4 (__TEXT,__text) external ___mach_bridge_remote_time
00007ff8006f11ec (__TEXT,__text) external ___mach_eventlink_signal
00007ff8006f1204 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
00007ff8006f121c (__TEXT,__text) external ___mach_eventlink_wait_until
00007ff8006f1234 (__TEXT,__text) external ___map_with_linking_np
00007ff8006f124c (__TEXT,__text) external ___memorystatus_available_memory
00007ff8006f1264 (__TEXT,__text) external ___microstackshot
00007ff8006f127c (__TEXT,__text) external ___mkdir_extended
00007ff8006f1294 (__TEXT,__text) external ___mkfifo_extended
00007ff8006f12ac (__TEXT,__text) external ___mmap
00007ff8006f12c4 (__TEXT,__text) external ___mprotect
00007ff8006f12dc (__TEXT,__text) external ___msgctl
00007ff8006f12f4 (__TEXT,__text) external ___msgrcv_nocancel
00007ff8006f130c (__TEXT,__text) external ___msgsnd_nocancel
00007ff8006f1324 (__TEXT,__text) external ___msgsys
00007ff8006f133c (__TEXT,__text) external ___msync
00007ff8006f1354 (__TEXT,__text) external ___msync_nocancel
00007ff8006f136c (__TEXT,__text) external ___munmap
00007ff8006f1384 (__TEXT,__text) external ___nexus_create
00007ff8006f139c (__TEXT,__text) external ___nexus_deregister
00007ff8006f13b4 (__TEXT,__text) external ___nexus_destroy
00007ff8006f13cc (__TEXT,__text) external ___nexus_get_opt
00007ff8006f13e4 (__TEXT,__text) external ___nexus_open
00007ff8006f13fc (__TEXT,__text) external ___nexus_register
00007ff8006f1414 (__TEXT,__text) external ___nexus_set_opt
00007ff8006f142c (__TEXT,__text) external ___open
00007ff8006f1444 (__TEXT,__text) external ___open_dprotected_np
00007ff8006f145c (__TEXT,__text) external ___open_extended
00007ff8006f1474 (__TEXT,__text) external ___open_nocancel
00007ff8006f148c (__TEXT,__text) external ___openat
00007ff8006f14a4 (__TEXT,__text) external ___openat_dprotected_np
00007ff8006f14bc (__TEXT,__text) external ___openat_nocancel
00007ff84008c100 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00007ff8006ff7d6 (__TEXT,__text) external ___os_nexus_flow_add
00007ff8006ff849 (__TEXT,__text) external ___os_nexus_flow_del
00007ff8006ff981 (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff8006ff5fc (__TEXT,__text) external ___os_nexus_ifattach
00007ff8006ff70d (__TEXT,__text) external ___os_nexus_ifdetach
00007ff8006f14d4 (__TEXT,__text) external ___persona
00007ff8006f14ec (__TEXT,__text) external ___pipe
00007ff8006f1508 (__TEXT,__text) external ___poll_nocancel
00007ff8006f1520 (__TEXT,__text) external ___posix_spawn
00007ff8006f1538 (__TEXT,__text) external ___pread_nocancel
00007ff8006f1550 (__TEXT,__text) external ___preadv_nocancel
00007ff8006f1568 (__TEXT,__text) external ___proc_info
00007ff8006f1580 (__TEXT,__text) external ___proc_info_extended_id
00007ff8006f1598 (__TEXT,__text) external ___process_policy
00007ff8006f15b0 (__TEXT,__text) external ___pselect
00007ff8006f15c8 (__TEXT,__text) external ___pselect_nocancel
00007ff8006f15e0 (__TEXT,__text) external ___psynch_cvbroad
00007ff8006f15f8 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff8006f1610 (__TEXT,__text) external ___psynch_cvsignal
00007ff8006f1628 (__TEXT,__text) external ___psynch_cvwait
00007ff8006f1640 (__TEXT,__text) external ___psynch_mutexdrop
00007ff8006f1658 (__TEXT,__text) external ___psynch_mutexwait
00007ff8006f1670 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff8006f1688 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff8006f16a0 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff8006f16b8 (__TEXT,__text) external ___psynch_rw_unlock
00007ff8006f16d0 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff8006f16e8 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff8006f1700 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff8006f1718 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff8006f1730 (__TEXT,__text) external ___pthread_canceled
00007ff8006f1748 (__TEXT,__text) external ___pthread_chdir
00007ff8006f1760 (__TEXT,__text) external ___pthread_fchdir
00007ff8006f1778 (__TEXT,__text) external ___pthread_kill
00007ff8006f1790 (__TEXT,__text) external ___pthread_markcancel
00007ff8006f17a8 (__TEXT,__text) external ___pthread_sigmask
00007ff8006f17c0 (__TEXT,__text) external ___ptrace
00007ff8006f17e4 (__TEXT,__text) external ___pwrite_nocancel
00007ff8006f17fc (__TEXT,__text) external ___pwritev_nocancel
00007ff8006f1814 (__TEXT,__text) external ___read_nocancel
00007ff8006f182c (__TEXT,__text) external ___readv_nocancel
00007ff8006f1844 (__TEXT,__text) external ___reboot
00007ff8006f185c (__TEXT,__text) external ___record_system_event
00007ff8006f1874 (__TEXT,__text) external ___recvfrom
00007ff8006f188c (__TEXT,__text) external ___recvfrom_nocancel
00007ff8006f18a4 (__TEXT,__text) external ___recvmsg
00007ff8006f18bc (__TEXT,__text) external ___recvmsg_nocancel
00007ff84008c120 (__DATA,__bss) non-external ___remove_counter
00007ff8006f18d4 (__TEXT,__text) external ___rename
00007ff8006f18ec (__TEXT,__text) external ___renameat
00007ff8006f1904 (__TEXT,__text) external ___renameatx_np
00007ff8006f191c (__TEXT,__text) external ___rmdir
00007ff8006f1084 (__TEXT,__text) external ___sandbox_me
00007ff8006f1144 (__TEXT,__text) external ___sandbox_mm
00007ff8006f11bc (__TEXT,__text) external ___sandbox_ms
00007ff8006f11a4 (__TEXT,__text) external ___sandbox_msp
00007ff8006f1934 (__TEXT,__text) external ___select
00007ff8006f194c (__TEXT,__text) external ___select_nocancel
00007ff8006f1964 (__TEXT,__text) external ___sem_open
00007ff8006f197c (__TEXT,__text) external ___sem_wait_nocancel
00007ff8006f1994 (__TEXT,__text) external ___semctl
00007ff8006f19ac (__TEXT,__text) external ___semsys
00007ff8006f19c4 (__TEXT,__text) external ___semwait_signal
00007ff8006f19dc (__TEXT,__text) external ___semwait_signal_nocancel
00007ff8006f19f4 (__TEXT,__text) external ___sendmsg
00007ff8006f1a0c (__TEXT,__text) external ___sendmsg_nocancel
00007ff8006f1a24 (__TEXT,__text) external ___sendto
00007ff8006f1a3c (__TEXT,__text) external ___sendto_nocancel
00007ff8006f1a54 (__TEXT,__text) external ___setattrlist
00007ff8006f1a6c (__TEXT,__text) external ___setlogin
00007ff8006f1a84 (__TEXT,__text) external ___setpriority
00007ff8006f1a9c (__TEXT,__text) external ___setregid
00007ff8006f1ab4 (__TEXT,__text) external ___setreuid
00007ff8006f1acc (__TEXT,__text) external ___setrlimit
00007ff8006f1ae4 (__TEXT,__text) external ___setsgroups
00007ff8006f1afc (__TEXT,__text) external ___settid
00007ff8006f1b14 (__TEXT,__text) external ___settid_with_pid
00007ff8006f1b2c (__TEXT,__text) external ___settimeofday
00007ff8006f1b44 (__TEXT,__text) external ___setwgroups
00007ff8006f1b5c (__TEXT,__text) external ___sfi_ctl
00007ff8006f1b74 (__TEXT,__text) external ___sfi_pidctl
00007ff8006f1b8c (__TEXT,__text) external ___shared_region_check_np
00007ff8006f1ba4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff8006f1bbc (__TEXT,__text) external ___shm_open
00007ff8006f1bd4 (__TEXT,__text) external ___shmctl
00007ff8006f1bec (__TEXT,__text) external ___shmsys
00007ff8006f1c04 (__TEXT,__text) external ___sigaction
00007ff8006f1c1c (__TEXT,__text) external ___sigaltstack
00007ff8006f1c34 (__TEXT,__text) external ___sigreturn
00007ff8006f1c4c (__TEXT,__text) external ___sigsuspend
00007ff8006f1c64 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff8006f1c7c (__TEXT,__text) external ___sigwait
00007ff8006f1c94 (__TEXT,__text) external ___socketpair
00007ff8006f1cac (__TEXT,__text) external ___stack_snapshot_with_config
00007ff8006f1cc4 (__TEXT,__text) external ___stat64_extended
00007ff8006f1cdc (__TEXT,__text) external ___stat_extended
00007ff8006f1cf4 (__TEXT,__text) external ___syscall
00007ff84008c0c0 (__DATA,__common) external ___syscall_logger
00007ff8006f1d0c (__TEXT,__text) external ___sysctl
00007ff8006f1d24 (__TEXT,__text) external ___sysctlbyname
00007ff8006f1d3c (__TEXT,__text) external ___telemetry
00007ff8006f1d54 (__TEXT,__text) external ___terminate_with_payload
00007ff8006f1d6c (__TEXT,__text) external ___thread_selfid
00007ff8006f1d84 (__TEXT,__text) external ___thread_selfusage
00007ff8006f1d9c (__TEXT,__text) external ___ulock_wait
00007ff8006f1db4 (__TEXT,__text) external ___ulock_wait2
00007ff8006f1dcc (__TEXT,__text) external ___ulock_wake
00007ff8006f1de4 (__TEXT,__text) external ___umask_extended
00007ff8006f1dfc (__TEXT,__text) external ___unlink
00007ff8006f1e14 (__TEXT,__text) external ___unlinkat
00007ff8006f1e2c (__TEXT,__text) external ___vfork
00007ff8006f1e84 (__TEXT,__text) external ___wait4
00007ff8006f1e9c (__TEXT,__text) external ___wait4_nocancel
00007ff8006f1eb4 (__TEXT,__text) external ___waitid_nocancel
00007ff8006f1ecc (__TEXT,__text) external ___work_interval_ctl
00007ff8006f1ee4 (__TEXT,__text) external ___workq_kernreturn
00007ff8006f1efc (__TEXT,__text) external ___workq_open
00007ff8006f1f14 (__TEXT,__text) external ___write_nocancel
00007ff8006f1f2c (__TEXT,__text) external ___writev_nocancel
00007ff84008ba74 (__DATA,__common) external __cpu_capabilities
00007ff84008ba70 (__DATA,__common) external __cpu_has_altivec
00007ff84008b7f0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff84008c0d8 (__DATA,__bss) non-external __dlsym
00007ff8006f03f4 (__TEXT,__text) external __exclaves_ctl_trap
00007ff8006f0c60 (__TEXT,__text) external __exit
00007ff8006f0950 (__TEXT,__text) external __get_cpu_capabilities
00007ff84008c0f8 (__DATA,__bss) non-external __gethostuuid_callback
00007ff8006f8186 (__TEXT,__text) external __getprivatesystemidentifier
00007ff8007059a2 (__TEXT,__text) external __host_page_size
00007ff8007002e5 (__TEXT,__text) external __init_cpu_capabilities
00007ff800706e97 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800708161 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8007094b7 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800708071 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff800709365 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff8006f01e4 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff80070ae8a (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff80070a1cc (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff8006f0238 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff800708384 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff8006f01f0 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff800708295 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff80070a308 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff8006f0244 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800709a17 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800709d81 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff8006f022c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff800708e05 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff800709040 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff8006f02ec (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff800709e71 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff800708473 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff80070ad16 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff80070898e (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff8007096fe (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff80070a3f4 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff8006f02f8 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff80070a82a (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800709c91 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff8006f0220 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff800708d06 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff8006f0214 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff80070abdc (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800709b54 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff80070a084 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff80070aa02 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff8007085a3 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff8006f01fc (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff800708ad8 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff8006f0208 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800707cd1 (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff80070868f (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800707f81 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff800708bc8 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff8006f03e8 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff800709216 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff800709f9c (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff80070889e (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff800708f50 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff80070a5c8 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff800709832 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff80070a6f6 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff80070a916 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800707e4d (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff8006f03dc (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff80070a4e0 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff8006f0304 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff800713379 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff80070afd9 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff8006f019c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff80070b107 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff8006f01b4 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff80070bb89 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff8006f01d8 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff80070b1ef (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff8006f01cc (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff80070c691 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff8006f01a8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff80070b3cb (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff80070be3b (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff80070caf4 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff800718ba4 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff80070960f (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff8007155f5 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff800715742 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff800715f78 (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8007171e3 (__TEXT,__text) external __kernelrpc_vm_map
00007ff800717ceb (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff800716a25 (__TEXT,__text) external __kernelrpc_vm_read
00007ff800717495 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff800717e16 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff8006f35e7 (__TEXT,__text) non-external __libkernel_bzero
00007ff84008c0d0 (__DATA,__bss) non-external __libkernel_functions
00007ff84005b330 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8006f3670 (__TEXT,__text) non-external __libkernel_memmove
00007ff8006f35f1 (__TEXT,__text) non-external __libkernel_memset
00007ff8006f35ae (__TEXT,__text) non-external __libkernel_strchr
00007ff8006f35cc (__TEXT,__text) non-external __libkernel_strcmp
00007ff8006f37b9 (__TEXT,__text) non-external __libkernel_strcpy
00007ff84008b800 (__DATA,__data) non-external __libkernel_string_functions
00007ff8006f37e1 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8006f348a (__TEXT,__text) non-external __libkernel_strlen
00007ff84008b808 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff800719500 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff8006f4b7c (__TEXT,__text) non-external __mach_continuous_time
00007ff84005c530 (__DATA_CONST,__const) external __mach_errors
00007ff8006f540b (__TEXT,__text) external __mach_fork_child
00007ff8006f66aa (__TEXT,__text) external __mach_snprintf
00007ff8006f6528 (__TEXT,__text) external __mach_vsnprintf
00007ff84008ba80 (__DATA,__common) external __os_alloc_once_table
00007ff8006f9606 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff8006f818b (__TEXT,__text) external __register_gethostuuid_callback
00007ff84008c0e4 (__DATA,__bss) non-external __task_reply_port
00007ff8006f33f4 (__TEXT,__text) external __thread_set_tsd_base
00007ff80071937a (__TEXT,__text) non-external _abort
00007ff80071939e (__TEXT,__text) non-external _abort.380
00007ff8007193c2 (__TEXT,__text) non-external _abort.382
00007ff8007193e5 (__TEXT,__text) non-external _abort.393
00007ff800719494 (__TEXT,__text) external _abort_with_payload
00007ff800719419 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff800719406 (__TEXT,__text) external _abort_with_reason
00007ff8006f0990 (__TEXT,__text) external _accept
00007ff8006f09a8 (__TEXT,__text) external _accept$NOCANCEL
00007ff8006f1f44 (__TEXT,__text) external _access
00007ff8006f09c0 (__TEXT,__text) external _accessx_np
00007ff8006f1f5c (__TEXT,__text) external _acct
00007ff800714075 (__TEXT,__text) external _act_get_state
00007ff80071425f (__TEXT,__text) external _act_set_state
00007ff8006f1f74 (__TEXT,__text) external _adjtime
00007ff8006f1f8c (__TEXT,__text) external _aio_cancel
00007ff8006f1fa4 (__TEXT,__text) external _aio_error
00007ff8006f1fbc (__TEXT,__text) external _aio_fsync
00007ff8006f1fd4 (__TEXT,__text) external _aio_read
00007ff8006f1fec (__TEXT,__text) external _aio_return
00007ff8006f2004 (__TEXT,__text) external _aio_suspend
00007ff8006f09d8 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff8006f201c (__TEXT,__text) external _aio_write
00007ff8006f2034 (__TEXT,__text) external _audit
00007ff8006f204c (__TEXT,__text) external _audit_session_join
00007ff8006f2064 (__TEXT,__text) external _audit_session_port
00007ff8006f207c (__TEXT,__text) external _audit_session_self
00007ff8006f2094 (__TEXT,__text) external _auditctl
00007ff8006f20ac (__TEXT,__text) external _auditon
00007ff8006f09f0 (__TEXT,__text) external _bind
00007ff84008ba2c (__DATA,__common) external _bootstrap_port
00007ff8006f6948 (__TEXT,__text) external _cerror
00007ff8006f6923 (__TEXT,__text) external _cerror_nocancel
00007ff8006f20c4 (__TEXT,__text) external _change_fdguard_np
00007ff8006f20dc (__TEXT,__text) external _chdir
00007ff8006f20f4 (__TEXT,__text) external _chflags
00007ff8006f8a60 (__TEXT,__text) external _chmod
00007ff8006f210c (__TEXT,__text) external _chown
00007ff8006f2124 (__TEXT,__text) external _chroot
00007ff800702a6e (__TEXT,__text) external _clock_alarm
00007ff800702755 (__TEXT,__text) external _clock_alarm_reply
00007ff8007028dd (__TEXT,__text) external _clock_get_attributes
00007ff8007027bc (__TEXT,__text) external _clock_get_time
00007ff800702626 (__TEXT,__text) external _clock_set_attributes
00007ff80070253a (__TEXT,__text) external _clock_set_time
00007ff8006f4c69 (__TEXT,__text) external _clock_sleep
00007ff8006f03b8 (__TEXT,__text) external _clock_sleep_trap
00007ff8006f4b58 (__TEXT,__text) external _clonefile
00007ff8006f213c (__TEXT,__text) external _clonefileat
00007ff8006f2154 (__TEXT,__text) external _close
00007ff8006f0b10 (__TEXT,__text) external _close$NOCANCEL
00007ff8006fdedd (__TEXT,__text) external _coalition_create
00007ff8006fdf5a (__TEXT,__text) external _coalition_info_debug_info
00007ff8006fdf2e (__TEXT,__text) external _coalition_info_resource_usage
00007ff8006fdfb2 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff8006fdf86 (__TEXT,__text) external _coalition_info_set_name
