00007fff29a299ef (__TEXT,__text) external _CEMCopyEmojiTokens
00007fff29a29a95 (__TEXT,__text) external _CEMCreateEmojiCharacterSet
00007fff29a286a6 (__TEXT,__text) external _CEMCreateEmojiLocaleData
00007fff29a2909f (__TEXT,__text) external _CEMEMFSearchEngineCreateBundleForLocaleIdentifier
00007fff29a28ece (__TEXT,__text) external _CEMEMFSearchEngineIsLocaleSupported
00007fff29a28e76 (__TEXT,__text) external _CEMEmojiLocaleDataCopyCommonEmojiTokens
00007fff29a28925 (__TEXT,__text) external _CEMEmojiLocaleDataCreateEmojiTokensForString
00007fff29a28831 (__TEXT,__text) external _CEMEmojiLocaleDataEnumerateSearchResultsInStringWithBlock
00007fff29a28e5c (__TEXT,__text) external _CEMEmojiLocaleDataGetLocaleIdentifier
00007fff29a297a4 (__TEXT,__text) external _CEMEmojiTokenCopyName
00007fff29a297bf (__TEXT,__text) external _CEMEmojiTokenCopyNameWithCount
00007fff29a296f5 (__TEXT,__text) external _CEMEmojiTokenCopyRelatedEmoji
00007fff29a295f4 (__TEXT,__text) external _CEMEmojiTokenCreateCopyRemovingModifiers
00007fff29a294c1 (__TEXT,__text) external _CEMEmojiTokenCreateHairStyleVariant
00007fff29a295ec (__TEXT,__text) external _CEMEmojiTokenCreatePresentationVariant
00007fff29a293b7 (__TEXT,__text) external _CEMEmojiTokenCreateSkinToneVariant
00007fff29a29240 (__TEXT,__text) external _CEMEmojiTokenCreateWithIndex
00007fff29a290fc (__TEXT,__text) external _CEMEmojiTokenCreateWithLongCharacter
00007fff29a28c39 (__TEXT,__text) external _CEMEmojiTokenCreateWithString
00007fff29a294ac (__TEXT,__text) external _CEMEmojiTokenGetGender
00007fff29a29493 (__TEXT,__text) external _CEMEmojiTokenGetHairStyle
00007fff29a297d5 (__TEXT,__text) external _CEMEmojiTokenGetIndex
00007fff29a297ef (__TEXT,__text) external _CEMEmojiTokenGetLocaleData
00007fff29a295c6 (__TEXT,__text) external _CEMEmojiTokenGetPresentationStyle
00007fff29a2947e (__TEXT,__text) external _CEMEmojiTokenGetSkinTone
00007fff29a29364 (__TEXT,__text) external _CEMEmojiTokenGetString
00007fff29a29769 (__TEXT,__text) external _CEMEmojiTokenIsCommon
00007fff29a29801 (__TEXT,__text) external _CEMEmojiTokenIsSupportedForLocaleAndSearchMode
00007fff29a2958c (__TEXT,__text) external _CEMEmojiTokenSupportsHairStyleVariants
00007fff29a295e4 (__TEXT,__text) external _CEMEmojiTokenSupportsPresentationStyle
00007fff29a2937a (__TEXT,__text) external _CEMEmojiTokenSupportsSkinToneVariants
00007fff29a296b0 (__TEXT,__text) external _CEMEmojiTokensAreEquivalent
00007fff29a2995a (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithBlock
00007fff29a2b80a (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithLocaleAndBlock
00007fff29a29a57 (__TEXT,__text) external _CEMGetSharedEmojiCharacterSet
00007fff29a29828 (__TEXT,__text) external _CEMLongCharacterIsEmoji
00007fff29a2988d (__TEXT,__text) external _CEMStringContainsEmoji
00007fff29a27b9d (__TEXT,__text) external _CEMStringIsSingleEmoji
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6assignEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7replaceEmmPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count14__release_weakEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count4lockEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_countD2Ev (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
                 (undefined) external __ZNSt9exceptionD2Ev (from libc++)
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) external __ZTINSt3__119__shared_weak_countE (from libc++)
                 (undefined) weak external __ZTISt12length_error (from libc++)
                 (undefined) weak external __ZTISt16invalid_argument (from libc++)
                 (undefined) external __ZTISt9exception (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVSt12length_error (from libc++)
                 (undefined) external __ZTVSt16invalid_argument (from libc++)
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_free_exception (from libc++)
                 (undefined) external ___cxa_guard_abort (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort_report_np (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFLocaleCountryCode (from CoreFoundation)
                 (undefined) external _kCFLocaleLanguageCode (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyApplication (from CoreFoundation)
                 (undefined) external _kCFPreferencesAnyUser (from CoreFoundation)
                 (undefined) external _kCFPreferencesCurrentHost (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLParentDirectoryURLKey (from CoreFoundation)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external dyld_stub_binder (from libSystem)
