                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
0000000180066840 (__TEXT,__text) non-external _DiToMD5
0000000180079648 (__TEXT,__text) non-external _IODriverKitTest.cold.7
0000000180079674 (__TEXT,__text) non-external _IODriverKitTest.cold.8
0000000182cf7238 (__AUTH_CONST,__const) external _IOEventLink_Class
0000000182cf7380 (__AUTH_CONST,__const) external _IOExtensiblePaniclog_Class
0000000180046554 (__TEXT,__text) external _IOFree
0000000180046570 (__TEXT,__text) external _IOFreeData
000000018004a754 (__TEXT,__text) external _IOGetExecutableSDKVersion
0000000182cf5480 (__AUTH_CONST,__const) external _IOHistogramReporter_Class
0000000182cf4ec8 (__AUTH_CONST,__const) external _IOInterruptDispatchSource_Class
000000018004658c (__TEXT,__text) non-external (was a private external) _IOLibInit
0000000180049810 (__TEXT,__text) external _IOLockAlloc
0000000180049860 (__TEXT,__text) external _IOLockAssert
0000000180078e84 (__TEXT,__text) non-external _IOLockAssert.cold.1
0000000180049844 (__TEXT,__text) external _IOLockFree
0000000180049854 (__TEXT,__text) external _IOLockLock
0000000180049858 (__TEXT,__text) external _IOLockTryLock
000000018004985c (__TEXT,__text) external _IOLockUnlock
00000001800463c4 (__TEXT,__text) external _IOLog
0000000180046290 (__TEXT,__text) external _IOLogBuffer
00000001800463f0 (__TEXT,__text) external _IOLogv
000000018007867c (__TEXT,__text) non-external _IOLogv.cold.1
0000000180046510 (__TEXT,__text) external _IOMalloc
0000000180046558 (__TEXT,__text) external _IOMallocData
000000018004652c (__TEXT,__text) external _IOMallocTyped
0000000180046530 (__TEXT,__text) external _IOMallocZero
0000000180046560 (__TEXT,__text) external _IOMallocZeroData
0000000180046544 (__TEXT,__text) external _IOMallocZeroTyped
0000000182cf5010 (__AUTH_CONST,__const) external _IOMemoryDescriptor_Class
0000000182cf5158 (__AUTH_CONST,__const) external _IOMemoryMap_Class
000000018004662c (__TEXT,__text) external _IOParseBootArgNumber
0000000180046aac (__TEXT,__text) external _IOParseBootArgString
00000001800487f4 (__TEXT,__text) external _IORPCMessageFromMach
0000000180078b84 (__TEXT,__text) non-external _IORPCMessageFromMach.cold.1
0000000180078bb0 (__TEXT,__text) non-external _IORPCMessageFromMach.cold.2
0000000180049ae8 (__TEXT,__text) external _IORWLockAlloc
0000000180078fe4 (__TEXT,__text) non-external _IORWLockAlloc.cold.1
0000000180049b3c (__TEXT,__text) external _IORWLockFree
0000000180049b80 (__TEXT,__text) external _IORWLockRead
0000000180079010 (__TEXT,__text) non-external _IORWLockRead.cold.1
0000000180049bc0 (__TEXT,__text) external _IORWLockUnlock
0000000180079068 (__TEXT,__text) non-external _IORWLockUnlock.cold.1
0000000180049ba0 (__TEXT,__text) external _IORWLockWrite
000000018007903c (__TEXT,__text) non-external _IORWLockWrite.cold.1
00000001800498f8 (__TEXT,__text) external _IORecursiveConditionLockAlloc
0000000180049944 (__TEXT,__text) external _IORecursiveConditionLockFree
0000000180049a2c (__TEXT,__text) external _IORecursiveConditionLockHaveLock
0000000180078f60 (__TEXT,__text) non-external _IORecursiveConditionLockHaveLock.cold.1
0000000180049954 (__TEXT,__text) external _IORecursiveConditionLockLock
0000000180078eb0 (__TEXT,__text) non-external _IORecursiveConditionLockLock.cold.1
0000000180078edc (__TEXT,__text) non-external _IORecursiveConditionLockLock.cold.2
0000000180049a70 (__TEXT,__text) external _IORecursiveConditionLockTryLock
0000000180078f8c (__TEXT,__text) non-external _IORecursiveConditionLockTryLock.cold.1
0000000180078fb8 (__TEXT,__text) non-external _IORecursiveConditionLockTryLock.cold.2
00000001800499bc (__TEXT,__text) external _IORecursiveConditionLockUnlock
0000000180078f08 (__TEXT,__text) non-external _IORecursiveConditionLockUnlock.cold.1
0000000180078f34 (__TEXT,__text) non-external _IORecursiveConditionLockUnlock.cold.2
00000001800498a0 (__TEXT,__text) external _IORecursiveLockAlloc
00000001800498d4 (__TEXT,__text) external _IORecursiveLockFree
00000001800498f0 (__TEXT,__text) external _IORecursiveLockHaveLock
00000001800498e4 (__TEXT,__text) external _IORecursiveLockLock
00000001800498f4 (__TEXT,__text) external _IORecursiveLockTryLock
00000001800498ec (__TEXT,__text) external _IORecursiveLockUnlock
0000000182cf5520 (__AUTH_CONST,__const) external _IOReportLegend_Class
0000000182cf52a0 (__AUTH_CONST,__const) external _IOReporter_Class
0000000182cf5980 (__AUTH_CONST,__const) external _IOServiceNotificationDispatchSource_Class
0000000182cf5ac8 (__AUTH_CONST,__const) external _IOServiceStateNotificationDispatchSource_Class
0000000182cf5838 (__AUTH_CONST,__const) external _IOService_Class
0000000182cf5340 (__AUTH_CONST,__const) external _IOSimpleReporter_Class
0000000180046574 (__TEXT,__text) external _IOSleep
0000000182cf53e0 (__AUTH_CONST,__const) external _IOStateReporter_Class
0000000180049ca0 (__TEXT,__text) external _IOThreadLocalStorageGet
0000000180049bf4 (__TEXT,__text) external _IOThreadLocalStorageKeyCreate
0000000180049c44 (__TEXT,__text) external _IOThreadLocalStorageKeyDelete
0000000180049c6c (__TEXT,__text) external _IOThreadLocalStorageSet
0000000182cf74f8 (__AUTH_CONST,__const) external _IOThread_Class
0000000182cf5c10 (__AUTH_CONST,__const) external _IOTimerDispatchSource_Class
0000000182cf5d58 (__AUTH_CONST,__const) external _IOUserClient_Class
000000018004a17c (__TEXT,__text) non-external (was a private external) _IOUserServerMain
0000000180079354 (__TEXT,__text) non-external _IOUserServerMain.cold.1
00000001800794e0 (__TEXT,__text) non-external _IOUserServerMain.cold.10
000000018007950c (__TEXT,__text) non-external _IOUserServerMain.cold.11
0000000180079380 (__TEXT,__text) non-external _IOUserServerMain.cold.2
00000001800793ac (__TEXT,__text) non-external _IOUserServerMain.cold.3
00000001800793d8 (__TEXT,__text) non-external _IOUserServerMain.cold.4
0000000180079404 (__TEXT,__text) non-external _IOUserServerMain.cold.5
0000000180079430 (__TEXT,__text) non-external _IOUserServerMain.cold.6
000000018007945c (__TEXT,__text) non-external _IOUserServerMain.cold.7
0000000180079488 (__TEXT,__text) non-external _IOUserServerMain.cold.8
00000001800794b4 (__TEXT,__text) non-external _IOUserServerMain.cold.9
0000000182cf6008 (__AUTH_CONST,__const) external _IOUserServer_Class
0000000182ca01f8 (__DATA,__common) external _IOVMPageSize
0000000182cf75d8 (__AUTH_CONST,__const) external _IOWorkGroup_Class
00000001800669f4 (__TEXT,__text) external _MD5Final
00000001800667a0 (__TEXT,__text) external _MD5Init
0000000180066978 (__TEXT,__text) non-external _MD5ToDi
00000001800668b0 (__TEXT,__text) external _MD5Update
                 (undefined) external _NDR_record (from libSystem)
0000000182cf6150 (__AUTH_CONST,__const) external _OSAction_Class
0000000182cf5df8 (__AUTH_CONST,__const) external _OSAction_IOUserClient_KernelCompletion_Class
0000000182cf7048 (__AUTH_CONST,__const) external _OSAction__IOBlockStorageDevice_KernelCompletion_Class
00000001800557d0 (__TEXT,__text) external _OSArrayAppendValue
00000001800552f4 (__TEXT,__text) external _OSArrayApply
0000000180055280 (__TEXT,__text) external _OSArrayCreate
0000000180054704 (__TEXT,__text) external _OSArrayGetCount
0000000180055878 (__TEXT,__text) external _OSArrayGetStringValue
0000000180055928 (__TEXT,__text) external _OSArrayGetUInt64Value
0000000180055804 (__TEXT,__text) external _OSArrayGetValue
00000001800557c8 (__TEXT,__text) external _OSArrayReplaceValue
00000001800558a4 (__TEXT,__text) external _OSArraySetStringValue
0000000180055a30 (__TEXT,__text) external _OSArraySetUInt64Value
00000001800555e4 (__TEXT,__text) external _OSArraySetValue
0000000182cf6298 (__AUTH_CONST,__const) external _OSArray_Class
0000000182cf6378 (__AUTH_CONST,__const) external _OSBoolean_Class
0000000182cf6458 (__AUTH_CONST,__const) external _OSBundle_Class
00000001800531d0 (__TEXT,__text) external _OSCollectionTypeID
000000018007a3e0 (__TEXT,__text) non-external _OSCollectionTypeID.cold.1
000000018005310c (__TEXT,__text) external _OSCollectionTypeName
000000018007a388 (__TEXT,__text) non-external _OSCollectionTypeName.cold.1
0000000182cf6538 (__AUTH_CONST,__const) external _OSCollection_Class
0000000180058b5c (__TEXT,__text) external _OSCollectionsInitialize
0000000182cf6618 (__AUTH_CONST,__const) external _OSContainer_Class
0000000180053254 (__TEXT,__text) external _OSCreateObjectFromSerialization
000000018007a438 (__TEXT,__text) non-external _OSCreateObjectFromSerialization.cold.1
00000001800564fc (__TEXT,__text) external _OSCreateSerializationFromBytes
000000018007aaec (__TEXT,__text) non-external _OSCreateSerializationFromBytes.cold.1
00000001800563c4 (__TEXT,__text) external _OSCreateSerializationFromObject
00000001800544fc (__TEXT,__text) external _OSDataAppendBytes
000000018007a674 (__TEXT,__text) non-external _OSDataAppendBytes.cold.1
0000000180054444 (__TEXT,__text) external _OSDataCreate
000000018007a648 (__TEXT,__text) non-external _OSDataCreate.cold.1
00000001800543d8 (__TEXT,__text) external _OSDataGetBytes
000000018005438c (__TEXT,__text) external _OSDataGetBytesPtr
00000001800543c8 (__TEXT,__text) external _OSDataGetLength
0000000182cf6760 (__AUTH_CONST,__const) external _OSData_Class
0000000180054710 (__TEXT,__text) external _OSDictionaryApply
0000000180054684 (__TEXT,__text) external _OSDictionaryCreate
00000001800546f8 (__TEXT,__text) external _OSDictionaryGetCount
0000000180054f1c (__TEXT,__text) external _OSDictionaryGetStringValue
0000000180055138 (__TEXT,__text) external _OSDictionaryGetUInt64Value
0000000180054e7c (__TEXT,__text) external _OSDictionaryGetValue
00000001800550b4 (__TEXT,__text) external _OSDictionarySetStringValue
0000000180055200 (__TEXT,__text) external _OSDictionarySetUInt64Value
0000000180054aa8 (__TEXT,__text) external _OSDictionarySetValue
0000000182cf6840 (__AUTH_CONST,__const) external _OSDictionary_Class
0000000182cf6920 (__AUTH_CONST,__const) external _OSMappedFile_Class
0000000180054604 (__TEXT,__text) external _OSNumberCreateWithUInt64Value
00000001800545dc (__TEXT,__text) external _OSNumberGetUInt64Value
0000000182cf6a00 (__AUTH_CONST,__const) external _OSNumber_Class
0000000180056b04 (__TEXT,__text) external _OSObjectLog
0000000180053168 (__TEXT,__text) external _OSObjectRelease
0000000180053144 (__TEXT,__text) external _OSObjectRetain
0000000182cf6ae0 (__AUTH_CONST,__const) external _OSObject_Class
0000000182cf6c28 (__AUTH_CONST,__const) external _OSOrderedSet_Class
0000000180046ab4 (__TEXT,__text) external _OSReportWithBacktrace
000000018005664c (__TEXT,__text) external _OSSerializationGetBytes
0000000182cf6d08 (__AUTH_CONST,__const) external _OSSerialization_Class
0000000182cf6de8 (__AUTH_CONST,__const) external _OSSet_Class
0000000180053d30 (__TEXT,__text) external _OSStringCreate
000000018007a514 (__TEXT,__text) non-external _OSStringCreate.cold.1
000000018007a540 (__TEXT,__text) non-external _OSStringCreate.cold.2
000000018007a56c (__TEXT,__text) non-external _OSStringCreate.cold.3
0000000180053cdc (__TEXT,__text) external _OSStringGetLength
0000000180053ca0 (__TEXT,__text) external _OSStringGetStringPtr
0000000182cf6ec8 (__AUTH_CONST,__const) external _OSString_Class
0000000180046584 (__TEXT,__text) external _OSSynchronizeIO
0000000182ca0a90 (__DATA,__bss) non-external _OSUniqueStrings
0000000180046e98 (__TEXT,__text) external _PE_i_can_has_debugger
0000000180066cfc (__TEXT,__text) external _SHA1Final
0000000180066aa4 (__TEXT,__text) external _SHA1Init
0000000180066c84 (__TEXT,__text) non-external _SHA1ToDi
0000000180066bbc (__TEXT,__text) external _SHA1Update
00000001800677c0 (__TEXT,__text) external _SHA256_Final
0000000180067720 (__TEXT,__text) external _SHA256_Init
000000018007b5f8 (__TEXT,__text) non-external _SHA256_Init.cold.1
0000000180067770 (__TEXT,__text) external _SHA256_Update
00000001800678a8 (__TEXT,__text) external _SHA384_Final
0000000180067808 (__TEXT,__text) external _SHA384_Init
000000018007b620 (__TEXT,__text) non-external _SHA384_Init.cold.1
0000000180067858 (__TEXT,__text) external _SHA384_Update
0000000180067990 (__TEXT,__text) external _SHA512_Final
00000001800678f0 (__TEXT,__text) external _SHA512_Init
000000018007b648 (__TEXT,__text) non-external _SHA512_Init.cold.1
0000000180067940 (__TEXT,__text) external _SHA512_Update
                 (undefined) external __Block_copy (from libSystem)
                 (indirect) external __Block_copy (for __Block_copy)
                 (undefined) external __Block_extended_layout (from libSystem)
                 (indirect) external __Block_extended_layout (for __Block_extended_layout)
                 (undefined) external __Block_has_signature (from libSystem)
                 (indirect) external __Block_has_signature (for __Block_has_signature)
                 (undefined) external __Block_isDeallocating (from libSystem)
                 (indirect) external __Block_isDeallocating (for __Block_isDeallocating)
                 (undefined) external __Block_layout (from libSystem)
                 (indirect) external __Block_layout (for __Block_layout)
                 (undefined) external __Block_object_assign (from libSystem)
                 (indirect) external __Block_object_assign (for __Block_object_assign)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (indirect) external __Block_object_dispose (for __Block_object_dispose)
                 (undefined) external __Block_release (from libSystem)
                 (indirect) external __Block_release (for __Block_release)
                 (undefined) external __Block_signature (from libSystem)
                 (indirect) external __Block_signature (for __Block_signature)
                 (undefined) external __Block_tryRetain (from libSystem)
                 (indirect) external __Block_tryRetain (for __Block_tryRetain)
                 (undefined) external __Block_use_RR2 (from libSystem)
                 (indirect) external __Block_use_RR2 (for __Block_use_RR2)
                 (undefined) external __Block_use_stret (from libSystem)
                 (indirect) external __Block_use_stret (for __Block_use_stret)
                 (undefined) external __CurrentRuneLocale (from libSystem)
                 (indirect) external __CurrentRuneLocale (for __CurrentRuneLocale)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (indirect) external __DefaultRuneLocale (for __DefaultRuneLocale)
                 (undefined) external __FE_DFL_DISABLE_DENORMS_ENV (from libSystem)
                 (indirect) external __FE_DFL_DISABLE_DENORMS_ENV (for __FE_DFL_DISABLE_DENORMS_ENV)
                 (undefined) external __FE_DFL_ENV (from libSystem)
                 (indirect) external __FE_DFL_ENV (for __FE_DFL_ENV)
0000000180047b40 (__TEXT,__text) non-external __GLOBAL__sub_I_IOLib.cpp
00000001800679d8 (__TEXT,__text) non-external __GLOBAL__sub_I_ObjectIntrospection.mm
0000000182cf6fa8 (__AUTH_CONST,__const) external __IOBlockStorageDevice_Class
0000000182ca0a60 (__DATA,__bss) non-external __MergedGlobals
                 (undefined) external __NSConcreteAutoBlock (from libSystem)
                 (indirect) external __NSConcreteAutoBlock (for __NSConcreteAutoBlock)
                 (undefined) external __NSConcreteFinalizingBlock (from libSystem)
                 (indirect) external __NSConcreteFinalizingBlock (for __NSConcreteFinalizingBlock)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (indirect) external __NSConcreteGlobalBlock (for __NSConcreteGlobalBlock)
                 (undefined) external __NSConcreteMallocBlock (from libSystem)
                 (indirect) external __NSConcreteMallocBlock (for __NSConcreteMallocBlock)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (indirect) external __NSConcreteStackBlock (for __NSConcreteStackBlock)
                 (undefined) external __NSConcreteWeakBlockVariable (from libSystem)
                 (indirect) external __NSConcreteWeakBlockVariable (for __NSConcreteWeakBlockVariable)
                 (undefined) external __NSGetExecutablePath (from libSystem)
0000000180047eb8 (__TEXT,__text) non-external (was a private external) __Z11OSFindClassP18IOUserServer_IVarsPKc
00000001800788cc (__TEXT,__text) non-external __Z11OSFindClassP18IOUserServer_IVarsPKc.cold.1
0000000180049ca4 (__TEXT,__text) non-external (was a private external) __Z11ThreadStartPFPvS_ES_
0000000180079094 (__TEXT,__text) non-external __Z11ThreadStartPFPvS_ES_.cold.1
00000001800790c0 (__TEXT,__text) non-external __Z11ThreadStartPFPvS_ES_.cold.2
00000001800790ec (__TEXT,__text) non-external __Z11ThreadStartPFPvS_ES_.cold.3
0000000180079118 (__TEXT,__text) non-external __Z11ThreadStartPFPvS_ES_.cold.4
0000000180079144 (__TEXT,__text) non-external __Z11ThreadStartPFPvS_ES_.cold.5
0000000180048a84 (__TEXT,__text) non-external (was a private external) __Z12InvokeRemoteP18IOUserServer_IVarsy5IORPC
0000000180078ca0 (__TEXT,__text) non-external __Z12InvokeRemoteP18IOUserServer_IVarsy5IORPC.cold.1
0000000180078ccc (__TEXT,__text) non-external __Z12InvokeRemoteP18IOUserServer_IVarsy5IORPC.cold.2
0000000180078cf8 (__TEXT,__text) non-external __Z12InvokeRemoteP18IOUserServer_IVarsy5IORPC.cold.3
0000000180078d24 (__TEXT,__text) non-external __Z12InvokeRemoteP18IOUserServer_IVarsy5IORPC.cold.4
00000001800481cc (__TEXT,__text) non-external (was a private external) __Z12OSObjectFreeP15OSMetaClassBase
000000018007897c (__TEXT,__text) non-external __Z12OSObjectFreeP15OSMetaClassBase.cold.1
00000001800557e0 (__TEXT,__text) non-external (was a private external) __Z15OSArrayGetEntryP7OSArraym
0000000180058ae8 (__TEXT,__text) non-external (was a private external) __Z15OSBooleanCreatev
0000000180047d0c (__TEXT,__text) non-external (was a private external) __Z15OSRegisterClassP18IOUserServer_IVarsP11OSMetaClass
0000000180078848 (__TEXT,__text) non-external __Z15OSRegisterClassP18IOUserServer_IVarsP11OSMetaClass.cold.1
0000000180078874 (__TEXT,__text) non-external __Z15OSRegisterClassP18IOUserServer_IVarsP11OSMetaClass.cold.2
00000001800788a0 (__TEXT,__text) non-external __Z15OSRegisterClassP18IOUserServer_IVarsP11OSMetaClass.cold.3
0000000180055954 (__TEXT,__text) non-external (was a private external) __Z16OSArrayGetStringP7OSArraym
0000000180055a04 (__TEXT,__text) non-external (was a private external) __Z16OSArrayGetUInt64P7OSArraym
0000000180055980 (__TEXT,__text) non-external (was a private external) __Z16OSArraySetStringP7OSArraymPKc
0000000180047f2c (__TEXT,__text) external __Z16OSObjectAllocateP11OSMetaClassPP8OSObject
0000000180055e08 (__TEXT,__text) non-external (was a private external) __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry
000000018007a98c (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.1
000000018007a9b8 (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.2
000000018007a9e4 (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.3
000000018007aa10 (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.4
000000018007aa3c (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.5
000000018007aa68 (__TEXT,__text) non-external __Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry.cold.6
00000001800460e8 (__TEXT,__text) external __Z16OSUnserializeXMLPKcPP8OSString
000000018004623c (__TEXT,__text) external __Z16OSUnserializeXMLPKcmPP8OSString
00000001800484ec (__TEXT,__text) external __Z17OSObjectTryRetainP8OSObject
00000001800789d4 (__TEXT,__text) non-external __Z17OSObjectTryRetainP8OSObject.cold.1
0000000180048660 (__TEXT,__text) non-external (was a private external) __Z17SearchMethodArrayyPKyjPy
000000018004a0e8 (__TEXT,__text) non-external (was a private external) __Z18OSLoadBundleByPathP18IOUserServer_IVarsPKc
0000000180047c78 (__TEXT,__text) non-external (was a private external) __Z18OSStringArrayIndexP10IOPStringsPKc
0000000180047bb8 (__TEXT,__text) non-external (was a private external) __Z19OSCopyInStringArrayPKcj
0000000180056668 (__TEXT,__text) non-external (was a private external) __Z19OSObjectLogInternalP8OSObjectj
000000018007ab18 (__TEXT,__text) non-external __Z19OSObjectLogInternalP8OSObjectj.cold.1
00000001800480dc (__TEXT,__text) non-external (was a private external) __Z20OSObjectPortFinalizeP15OSMetaClassBase
0000000180078924 (__TEXT,__text) non-external __Z20OSObjectPortFinalizeP15OSMetaClassBase.cold.1
0000000180078950 (__TEXT,__text) non-external __Z20OSObjectPortFinalizeP15OSMetaClassBase.cold.2
0000000180053214 (__TEXT,__text) non-external (was a private external) __Z20OSSerializationValueP15OSSerializationj
000000018007a40c (__TEXT,__text) non-external __Z20OSSerializationValueP15OSSerializationj.cold.1
000000018005318c (__TEXT,__text) non-external (was a private external) __Z21OSSerializationTypeIDj
000000018007a3b4 (__TEXT,__text) non-external __Z21OSSerializationTypeIDj.cold.1
0000000180045000 (__TEXT,__text) non-external (was a private external) __Z21OSUnserializeXMLparsePv
0000000180054324 (__TEXT,__text) non-external (was a private external) __Z23OSSerializationGetBytesPKjPvmm
0000000180055ab0 (__TEXT,__text) non-external (was a private external) __Z26OSSerializationAppendBytesP15OSSerializationPKvm
000000018007a724 (__TEXT,__text) non-external __Z26OSSerializationAppendBytesP15OSSerializationPKvm.cold.1
000000018007a750 (__TEXT,__text) non-external __Z26OSSerializationAppendBytesP15OSSerializationPKvm.cold.2
000000018007a77c (__TEXT,__text) non-external __Z26OSSerializationAppendBytesP15OSSerializationPKvm.cold.3
000000018007a7a8 (__TEXT,__text) non-external __Z26OSSerializationAppendBytesP15OSSerializationPKvm.cold.4
000000018007a7d4 (__TEXT,__text) non-external __Z26OSSerializationAppendBytesP15OSSerializationPKvm.cold.5
00000001800542ec (__TEXT,__text) non-external (was a private external) __Z26OSSerializationGetBytesPtrPKjmm
00000001800545b8 (__TEXT,__text) non-external (was a private external) __Z29OSSerializationGetUInt64ValuePKj
0000000180055bf4 (__TEXT,__text) non-external (was a private external) __Z30OSSerializationAddBinaryObjectP15OSSerializationS0_17OSCollectionEntry
000000018007a800 (__TEXT,__text) non-external __Z30OSSerializationAddBinaryObjectP15OSSerializationS0_17OSCollectionEntry.cold.1
000000018007a82c (__TEXT,__text) non-external __Z30OSSerializationAddBinaryObjectP15OSSerializationS0_17OSCollectionEntry.cold.2
000000018007a858 (__TEXT,__text) non-external __Z30OSSerializationAddBinaryObjectP15OSSerializationS0_17OSCollectionEntry.cold.3
000000018004a098 (__TEXT,__text) non-external (was a private external) __Z7astrcpyPKc
00000001800494ec (__TEXT,__text) non-external __ZL10IORPCAsyncPv
0000000180075408 (__TEXT,__text) non-external __ZL10OSData_NewP11OSMetaClass
0000000180045fb8 (__TEXT,__text) non-external __ZL10buildArrayP12parser_stateP6object
0000000180047380 (__TEXT,__text) non-external __ZL10getHexDataP12parser_statePj
00000001800787c4 (__TEXT,__text) non-external __ZL10getHexDataP12parser_statePj.cold.1
0000000180052bd0 (__TEXT,__text) non-external __ZL10uiomessagePv
0000000180075218 (__TEXT,__text) non-external __ZL11OSArray_NewP11OSMetaClass
0000000180057c9c (__TEXT,__text) non-external __ZL11OSSetCreatev
000000018007c260 (__TEXT,__const) non-external __ZL11yytranslate
0000000180077e00 (__TEXT,__text) non-external __ZL12IOThread_NewP11OSMetaClass
0000000180074b10 (__TEXT,__text) non-external __ZL12OSAction_NewP11OSMetaClass
0000000180075308 (__TEXT,__text) non-external __ZL12OSBundle_NewP11OSMetaClass
0000000180075560 (__TEXT,__text) non-external __ZL12OSNumber_NewP11OSMetaClass
00000001800755c8 (__TEXT,__text) non-external __ZL12OSObject_NewP11OSMetaClass
0000000180054090 (__TEXT,__text) non-external __ZL12OSStringFindjU13block_pointerFbP8OSStringE
0000000180054040 (__TEXT,__text) non-external __ZL12OSStringHashPKcm
000000018007a598 (__TEXT,__text) non-external __ZL12OSStringHashPKcm.cold.1
0000000180075d94 (__TEXT,__text) non-external __ZL12OSString_NewP11OSMetaClass
0000000180067f60 (__TEXT,__text) non-external __ZL13IOCommand_NewP11OSMetaClass
000000018006c4e8 (__TEXT,__text) non-external __ZL13IOService_NewP11OSMetaClass
00000001800514c8 (__TEXT,__text) non-external __ZL13IOThreadStartPv
000000018007a09c (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.1
000000018007a0c8 (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.2
000000018007a0f4 (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.3
00000001800752a0 (__TEXT,__text) non-external __ZL13OSBoolean_NewP11OSMetaClass
