                 (undefined) external _CC_SHA256_Final (from libSystem)
                 (undefined) external _CC_SHA256_Init (from libSystem)
                 (undefined) external _CC_SHA256_Update (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff8102055ee (__TEXT,__text) non-external _alone_decode
00007ff810204260 (__TEXT,__text) non-external (was a private external) _lzma_block_buffer_bound64
00007ff810205c60 (__TEXT,__text) external _lzma_block_buffer_decode
00007ff8102042e8 (__TEXT,__text) external _lzma_block_buffer_encode
00007ff810203504 (__TEXT,__text) external _lzma_block_compressed_size
00007ff8102061c0 (__TEXT,__text) external _lzma_block_decoder
00007ff810205d8b (__TEXT,__text) non-external (was a private external) _lzma_block_decoder_init
00007ff8102048cb (__TEXT,__text) external _lzma_block_encoder
00007ff8101fd2ef (__TEXT,__text) non-external (was a private external) _lzma_block_encoder_init
00007ff81020621a (__TEXT,__text) external _lzma_block_header_decode
00007ff8101fead6 (__TEXT,__text) external _lzma_block_header_encode
00007ff8101fd151 (__TEXT,__text) external _lzma_block_header_size
00007ff810203561 (__TEXT,__text) external _lzma_block_total_size
00007ff8102045ab (__TEXT,__text) external _lzma_block_uncomp_encode
00007ff8101fec11 (__TEXT,__text) external _lzma_block_unpadded_size
00007ff8101fea75 (__TEXT,__text) non-external (was a private external) _lzma_bufcpy
00007ff81020821d (__TEXT,__text) non-external (was a private external) _lzma_check_finish
00007ff8101fd45a (__TEXT,__text) non-external (was a private external) _lzma_check_init
00007ff8101fd43c (__TEXT,__text) external _lzma_check_is_supported
00007ff8102145f0 (__TEXT,__const) non-external _lzma_check_is_supported.available_checks
00007ff8102025a8 (__TEXT,__text) external _lzma_check_size
00007ff810214600 (__TEXT,__const) non-external _lzma_check_size.check_sizes
00007ff8101ffe2c (__TEXT,__text) non-external (was a private external) _lzma_check_update
00007ff8101fe4c9 (__TEXT,__text) external _lzma_code
00007ff810204f2d (__TEXT,__text) external _lzma_cputhreads
00007ff8101fcead (__TEXT,__text) external _lzma_crc32
00007ff810214610 (__TEXT,__const) non-external (was a private external) _lzma_crc32_table
00007ff810208249 (__TEXT,__text) external _lzma_crc64
00007ff810216610 (__TEXT,__const) non-external (was a private external) _lzma_crc64_table
00007ff81020bf4a (__TEXT,__text) non-external _lzma_decode
00007ff81021a730 (__TEXT,__const) non-external _lzma_decode.next_state
00007ff81020f7e6 (__TEXT,__text) non-external _lzma_decoder_init
00007ff81020f52c (__TEXT,__text) non-external _lzma_decoder_reset
00007ff81020f7c2 (__TEXT,__text) non-external _lzma_decoder_uncompressed
00007ff810211b74 (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_init
00007ff810211cc6 (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_memusage
00007ff810211e6f (__TEXT,__text) non-external (was a private external) _lzma_delta_decoder_init
00007ff810211cf6 (__TEXT,__text) non-external (was a private external) _lzma_delta_encoder_init
00007ff810211ef9 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_decode
00007ff810211e41 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_encode
00007ff810204927 (__TEXT,__text) external _lzma_easy_buffer_encode
00007ff8102063f1 (__TEXT,__text) external _lzma_easy_decoder_memusage
00007ff8101fc9e0 (__TEXT,__text) external _lzma_easy_encoder
00007ff81020499a (__TEXT,__text) external _lzma_easy_encoder_memusage
00007ff8101fca27 (__TEXT,__text) non-external (was a private external) _lzma_easy_preset
00007ff81020acb7 (__TEXT,__text) non-external _lzma_encode
00007ff81020abb9 (__TEXT,__text) non-external _lzma_encoder_init
00007ff810203090 (__TEXT,__text) external _lzma_end
00007ff810218730 (__TEXT,__const) non-external (was a private external) _lzma_fastpos
00007ff81020b470 (__TEXT,__text) external _lzma_file_info_decoder
00007ff81020b4e2 (__TEXT,__text) non-external _lzma_file_info_decoder_init
00007ff8102065ac (__TEXT,__text) external _lzma_filter_decoder_is_supported
00007ff810204d29 (__TEXT,__text) external _lzma_filter_encoder_is_supported
00007ff8102066d4 (__TEXT,__text) external _lzma_filter_flags_decode
00007ff8101fec8d (__TEXT,__text) external _lzma_filter_flags_encode
00007ff8101fd235 (__TEXT,__text) external _lzma_filter_flags_size
00007ff8101fe311 (__TEXT,__text) external _lzma_filters_copy
00007ff81020357c (__TEXT,__text) external _lzma_filters_free
00007ff810204d58 (__TEXT,__text) external _lzma_filters_update
00007ff8102145a6 (__TEXT,__const) non-external (was a private external) _lzma_footer_magic
00007ff8101fe2e9 (__TEXT,__text) non-external (was a private external) _lzma_free
00007ff810203418 (__TEXT,__text) external _lzma_get_check
00007ff8102033f1 (__TEXT,__text) external _lzma_get_progress
00007ff8102145a0 (__TEXT,__const) non-external (was a private external) _lzma_header_magic
00007ff8102025c5 (__TEXT,__text) external _lzma_index_append
00007ff810202bc4 (__TEXT,__text) external _lzma_index_block_count
00007ff810206c20 (__TEXT,__text) external _lzma_index_buffer_decode
00007ff810204f94 (__TEXT,__text) external _lzma_index_buffer_encode
00007ff81020399e (__TEXT,__text) external _lzma_index_cat
00007ff8102038c9 (__TEXT,__text) external _lzma_index_checks
00007ff810206bc1 (__TEXT,__text) external _lzma_index_decoder
00007ff810206768 (__TEXT,__text) non-external (was a private external) _lzma_index_decoder_init
00007ff810203c04 (__TEXT,__text) external _lzma_index_dup
00007ff810204f3a (__TEXT,__text) external _lzma_index_encoder
00007ff810202868 (__TEXT,__text) non-external (was a private external) _lzma_index_encoder_init
00007ff8101fccde (__TEXT,__text) external _lzma_index_end
00007ff810203847 (__TEXT,__text) external _lzma_index_file_size
00007ff810206de6 (__TEXT,__text) external _lzma_index_hash_append
00007ff810206f3f (__TEXT,__text) external _lzma_index_hash_decode
00007ff810206db2 (__TEXT,__text) external _lzma_index_hash_end
00007ff810206d38 (__TEXT,__text) external _lzma_index_hash_init
00007ff810206dbc (__TEXT,__text) external _lzma_index_hash_size
00007ff8101fcd17 (__TEXT,__text) external _lzma_index_init
00007ff810202911 (__TEXT,__text) external _lzma_index_iter_init
00007ff810203e79 (__TEXT,__text) external _lzma_index_iter_locate
00007ff810202bce (__TEXT,__text) external _lzma_index_iter_next
00007ff810203e62 (__TEXT,__text) external _lzma_index_iter_rewind
00007ff81020373b (__TEXT,__text) external _lzma_index_memusage
00007ff8102037a0 (__TEXT,__text) external _lzma_index_memused
00007ff810202fb9 (__TEXT,__text) non-external (was a private external) _lzma_index_padding_size
00007ff810203720 (__TEXT,__text) non-external (was a private external) _lzma_index_prealloc
00007ff810202fe3 (__TEXT,__text) external _lzma_index_size
00007ff810203800 (__TEXT,__text) external _lzma_index_stream_count
00007ff8102038e2 (__TEXT,__text) external _lzma_index_stream_flags
00007ff81020393d (__TEXT,__text) external _lzma_index_stream_padding
00007ff810203813 (__TEXT,__text) external _lzma_index_stream_size
00007ff810203809 (__TEXT,__text) external _lzma_index_total_size
00007ff8102038bf (__TEXT,__text) external _lzma_index_uncompressed_size
00007ff81020a701 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_init
00007ff81020aa88 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_memusage
00007ff8101fd701 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_init
00007ff810208946 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_memusage
00007ff8102088e7 (__TEXT,__text) external _lzma_lzip_decoder
00007ff810208330 (__TEXT,__text) non-external (was a private external) _lzma_lzip_decoder_init
00007ff81020f9fd (__TEXT,__text) non-external (was a private external) _lzma_lzma2_block_size
00007ff81020fbb8 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_init
00007ff81020fc74 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_memusage
00007ff8101fd6f0 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_init
00007ff81020f9e1 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_memusage
00007ff81020fc85 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_decode
00007ff8101fee0b (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_encode
00007ff81020bed4 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_create
00007ff81020f7d5 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_init
00007ff81020f8f3 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage
00007ff81020f8e0 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage_nocheck
00007ff8101ff684 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encode
00007ff8101fda6f (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_create
00007ff81020aba8 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_init
00007ff81020abd9 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_memusage
00007ff8101fdbdc (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_reset
00007ff81020f895 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_decode
00007ff810202570 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_encode
00007ff81020b0dd (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_fast
00007ff81020032c (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_normal
00007ff8101fca5e (__TEXT,__text) external _lzma_lzma_preset
00007ff81021872a (__TEXT,__const) non-external _lzma_lzma_preset.depths
00007ff810218720 (__TEXT,__const) non-external _lzma_lzma_preset.dict_pow2
00007ff81020f92a (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_decode
00007ff81020ac5c (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_encode
00007ff81020acd4 (__TEXT,__text) non-external _lzma_lzma_set_out_limit
00007ff81020347a (__TEXT,__text) external _lzma_memlimit_get
00007ff8102034c1 (__TEXT,__text) external _lzma_memlimit_set
00007ff810203433 (__TEXT,__text) external _lzma_memusage
00007ff810208fe3 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_find
00007ff810209077 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_skip
00007ff8102090f9 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_find
00007ff810209271 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_skip
00007ff810201d6b (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_find
00007ff8101ffee8 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_skip
00007ff810201cce (__TEXT,__text) non-external (was a private external) _lzma_mf_find
00007ff810208a4e (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_find
00007ff810208c99 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_skip
00007ff810208d2c (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_find
00007ff810208f31 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_skip
00007ff810208a30 (__TEXT,__text) external _lzma_mf_is_supported
00007ff810207427 (__TEXT,__text) external _lzma_microlzma_decoder
00007ff8102049d3 (__TEXT,__text) external _lzma_microlzma_encoder
00007ff81020aca4 (__TEXT,__text) external _lzma_mode_is_supported
00007ff810204e91 (__TEXT,__text) non-external (was a private external) _lzma_mt_block_size
00007ff8101fcc34 (__TEXT,__text) non-external (was a private external) _lzma_next_end
00007ff8101fd692 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_init
00007ff8102033c1 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_update
00007ff81020ad2d (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache
00007ff81020ad74 (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache2
00007ff81020b0a9 (__TEXT,__text) non-external (was a private external) _lzma_outq_enable_partial_output
00007ff81020aedf (__TEXT,__text) non-external (was a private external) _lzma_outq_end
00007ff81020af91 (__TEXT,__text) non-external (was a private external) _lzma_outq_get_buf
00007ff81020adff (__TEXT,__text) non-external (was a private external) _lzma_outq_init
00007ff81020afeb (__TEXT,__text) non-external (was a private external) _lzma_outq_is_readable
00007ff81020acfc (__TEXT,__text) non-external (was a private external) _lzma_outq_memusage
00007ff81020af12 (__TEXT,__text) non-external (was a private external) _lzma_outq_prealloc_buf
00007ff81020b010 (__TEXT,__text) non-external (was a private external) _lzma_outq_read
00007ff810203716 (__TEXT,__text) external _lzma_physmem
00007ff810206696 (__TEXT,__text) external _lzma_properties_decode
00007ff8101fedd8 (__TEXT,__text) external _lzma_properties_encode
00007ff8101fd288 (__TEXT,__text) external _lzma_properties_size
00007ff81020642a (__TEXT,__text) external _lzma_raw_buffer_decode
00007ff810204c27 (__TEXT,__text) external _lzma_raw_buffer_encode
00007ff8101fd4a0 (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_init
00007ff81020368e (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_memusage
00007ff81020661b (__TEXT,__text) external _lzma_raw_decoder
00007ff810206607 (__TEXT,__text) non-external (was a private external) _lzma_raw_decoder_init
00007ff810206682 (__TEXT,__text) external _lzma_raw_decoder_memusage
00007ff810204e28 (__TEXT,__text) external _lzma_raw_encoder
00007ff8101fd489 (__TEXT,__text) non-external (was a private external) _lzma_raw_encoder_init
00007ff810204e14 (__TEXT,__text) external _lzma_raw_encoder_memusage
00007ff81021a770 (__TEXT,__const) non-external (was a private external) _lzma_rc_prices
00007ff81020faa7 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_decoder_init
00007ff81020fa84 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_encoder_init
00007ff810212a86 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_decoder_init
00007ff810212a63 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_encoder_init
00007ff810212b50 (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_decoder_init
00007ff810212b2d (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_encoder_init
00007ff810211f40 (__TEXT,__text) non-external (was a private external) _lzma_simple_coder_init
00007ff81021284c (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_decoder_init
00007ff810212829 (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_encoder_init
00007ff810212749 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_decoder_init
00007ff810212726 (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_encoder_init
00007ff8102124b9 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_decode
00007ff8102124a4 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_encode
00007ff81021248a (__TEXT,__text) non-external (was a private external) _lzma_simple_props_size
00007ff81021428a (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_decoder_init
00007ff810214267 (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_encoder_init
00007ff810212574 (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_decoder_init
00007ff81021251c (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_encoder_init
00007ff8102098d5 (__TEXT,__text) external _lzma_str_from_filters
00007ff810209d67 (__TEXT,__text) external _lzma_str_list_filters
00007ff810209391 (__TEXT,__text) external _lzma_str_to_filters
00007ff81020505a (__TEXT,__text) external _lzma_stream_buffer_bound
00007ff8102072c8 (__TEXT,__text) external _lzma_stream_buffer_decode
00007ff810205083 (__TEXT,__text) external _lzma_stream_buffer_encode
00007ff810207f68 (__TEXT,__text) external _lzma_stream_decoder
00007ff810207804 (__TEXT,__text) non-external (was a private external) _lzma_stream_decoder_init
00007ff810210024 (__TEXT,__text) external _lzma_stream_decoder_mt
00007ff8101fcb4c (__TEXT,__text) external _lzma_stream_encoder
00007ff810212c3c (__TEXT,__text) external _lzma_stream_encoder_mt
00007ff810212fe7 (__TEXT,__text) external _lzma_stream_encoder_mt_memusage
00007ff810203f27 (__TEXT,__text) external _lzma_stream_flags_compare
00007ff81020804d (__TEXT,__text) external _lzma_stream_footer_decode
00007ff81020300d (__TEXT,__text) external _lzma_stream_footer_encode
00007ff810207fc7 (__TEXT,__text) external _lzma_stream_header_decode
00007ff8101fce4e (__TEXT,__text) external _lzma_stream_header_encode
00007ff8101fcbb0 (__TEXT,__text) non-external (was a private external) _lzma_strm_init
00007ff8102035d8 (__TEXT,__text) non-external (was a private external) _lzma_validate_chain
00007ff810203344 (__TEXT,__text) external _lzma_version_number
00007ff81020334f (__TEXT,__text) external _lzma_version_string
00007ff8102080c6 (__TEXT,__text) external _lzma_vli_decode
00007ff8101fed2e (__TEXT,__text) external _lzma_vli_encode
00007ff8101fd2d0 (__TEXT,__text) external _lzma_vli_size
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff8102021d0 (__TEXT,__text) non-external _match
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff810207575 (__TEXT,__text) non-external _microlzma_decode
00007ff8102077e0 (__TEXT,__text) non-external _microlzma_decoder_end
00007ff8102074a4 (__TEXT,__text) non-external _microlzma_decoder_init
00007ff810204b4a (__TEXT,__text) non-external _microlzma_encode
00007ff810204c06 (__TEXT,__text) non-external _microlzma_encoder_end
00007ff810204a29 (__TEXT,__text) non-external _microlzma_encoder_init
00007ff81020ae7d (__TEXT,__text) non-external _move_head_to_cache
00007ff8102000eb (__TEXT,__text) non-external _move_pos
00007ff810209331 (__TEXT,__text) non-external _normalize
00007ff81020a335 (__TEXT,__text) non-external _parse_bcj
00007ff81020a34c (__TEXT,__text) non-external _parse_delta
00007ff81020a2d4 (__TEXT,__text) non-external _parse_lzma12
00007ff81020a370 (__TEXT,__text) non-external _parse_options
00007ff81021276c (__TEXT,__text) non-external _powerpc_code
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_sigmask (from libSystem)
00007ff810200118 (__TEXT,__text) non-external _rc_encode
00007ff8102113dc (__TEXT,__text) non-external _read_output_and_wait
00007ff81020be55 (__TEXT,__text) non-external _reverse_seek
00007ff8102120b1 (__TEXT,__text) non-external _simple_code
00007ff8102123c5 (__TEXT,__text) non-external _simple_coder_end
00007ff8102123f2 (__TEXT,__text) non-external _simple_coder_update
00007ff8102142ad (__TEXT,__text) non-external _sparc_code
00007ff810209d1e (__TEXT,__text) non-external _str_append_str
00007ff81020a203 (__TEXT,__text) non-external _str_append_u32
00007ff8102186f0 (__TEXT,__const) non-external _str_append_u32.suffixes
00007ff810207981 (__TEXT,__text) non-external _stream_decode
00007ff810210367 (__TEXT,__text) non-external _stream_decode_mt
00007ff810207ef0 (__TEXT,__text) non-external _stream_decoder_end
00007ff810207f24 (__TEXT,__text) non-external _stream_decoder_get_check
00007ff810207f30 (__TEXT,__text) non-external _stream_decoder_memconfig
00007ff8102110c8 (__TEXT,__text) non-external _stream_decoder_mt_end
00007ff810211122 (__TEXT,__text) non-external _stream_decoder_mt_get_check
00007ff8102111c2 (__TEXT,__text) non-external _stream_decoder_mt_get_progress
00007ff81021007e (__TEXT,__text) non-external _stream_decoder_mt_init
00007ff81021112e (__TEXT,__text) non-external _stream_decoder_mt_memconfig
00007ff8101fe77a (__TEXT,__text) non-external _stream_encode
00007ff8102145b0 (__TEXT,__const) non-external _stream_encode.convert
00007ff81021315c (__TEXT,__text) non-external _stream_encode_mt
00007ff8102030e8 (__TEXT,__text) non-external _stream_encoder_end
00007ff81020535a (__TEXT,__text) non-external _stream_encoder_init
00007ff810213a48 (__TEXT,__text) non-external _stream_encoder_mt_end
00007ff810212c9c (__TEXT,__text) non-external _stream_encoder_mt_init
00007ff810213b7c (__TEXT,__text) non-external _stream_encoder_mt_update
00007ff8101fcfde (__TEXT,__text) non-external _stream_encoder_update
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctl (from libSystem)
00007ff810211278 (__TEXT,__text) non-external _threads_end
00007ff810213c54 (__TEXT,__text) non-external _threads_end
00007ff810211357 (__TEXT,__text) non-external _threads_stop
00007ff810213d19 (__TEXT,__text) non-external _threads_stop
00007ff8102032b6 (__TEXT,__text) non-external (was a private external) _tuklib_cpucores
00007ff810203276 (__TEXT,__text) non-external (was a private external) _tuklib_physmem
00007ff8102118aa (__TEXT,__text) non-external _worker_decoder
00007ff81021186f (__TEXT,__text) non-external _worker_enable_partial_update
00007ff81021420f (__TEXT,__text) non-external _worker_error
00007ff810213e0d (__TEXT,__text) non-external _worker_start
00007ff810212580 (__TEXT,__text) non-external _x86_code
00007ff81021a7f0 (__TEXT,__const) non-external _x86_code.MASK_TO_BIT_NUMBER
00007ff81021252b (__TEXT,__text) non-external _x86_coder_init
