000000018abcb9fc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
000000018abcb9b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table10
000000018abcb9e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
000000018abcb9d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table25
000000018abcb9a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
000000018abcba24 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFMachPortSetInvalidationCallBack (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithID (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetID (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
000000018ab5b9d0 (__TEXT,__text) non-external (was a private external) _CVAddAtomic
000000018ab8c528 (__TEXT,__text) non-external (was a private external) _CVAtomicCompareAndSwapPtrBarrier
000000018ab8c4b8 (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
000000018ab5c760 (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
000000018ab80ad0 (__TEXT,__text) external _CVBufferCopyAttachment
000000018ab80a68 (__TEXT,__text) external _CVBufferCopyAttachments
000000018ab80a00 (__TEXT,__text) external _CVBufferDumpToQTES
000000018ab58a9c (__TEXT,__text) external _CVBufferGetAttachment
000000018ab58b9c (__TEXT,__text) external _CVBufferGetAttachments
000000018ab80998 (__TEXT,__text) external _CVBufferHasAttachment
000000018ab58c20 (__TEXT,__text) external _CVBufferPropagateAttachments
000000018ab61a2c (__TEXT,__text) external _CVBufferRelease
000000018ab5c2d0 (__TEXT,__text) external _CVBufferRemoveAllAttachments
000000018ab57c88 (__TEXT,__text) external _CVBufferRemoveAttachment
000000018ab619fc (__TEXT,__text) external _CVBufferRetain
000000018ab58670 (__TEXT,__text) external _CVBufferSetAttachment
000000018ab593b4 (__TEXT,__text) external _CVBufferSetAttachments
000000018ab82784 (__TEXT,__text) non-external (was a private external) _CVCFDictionaryMergeDictionaryInPlace
000000018ab59bcc (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
000000018ab563c8 (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
000000018abb01f8 (__TEXT,__text) non-external _CVColorPrimariesGetStringForIntegerCodePoint.cold.1
000000018ab5a350 (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
000000018ab82954 (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestString
000000018ab829dc (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestStringFromData
000000018ab84d58 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetColorSpace
000000018ab84d64 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetPropertyList
000000018ab6b828 (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
000000018abaf5e8 (__TEXT,__text) external _CVDataBufferDecrementUseCountForCategory
000000018ab6b824 (__TEXT,__text) external _CVDataBufferGetDataFormatType
000000018ab6b774 (__TEXT,__text) external _CVDataBufferGetDataSize
000000018ab6b6d4 (__TEXT,__text) external _CVDataBufferGetIOSurface
000000018ab6b7cc (__TEXT,__text) external _CVDataBufferGetPixelFormatType
000000018ab5bba4 (__TEXT,__text) external _CVDataBufferGetTypeID
000000018abaf588 (__TEXT,__text) non-external _CVDataBufferGetTypeID.cold.1
000000018abaf594 (__TEXT,__text) external _CVDataBufferIncrementUseCountForCategory
000000018ab69fd8 (__TEXT,__text) external _CVDataBufferPoolCreate
000000018ab6a1a0 (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
000000018ab6a224 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
000000018ab6a484 (__TEXT,__text) external _CVDataBufferPoolFlush
000000018ab6a0b0 (__TEXT,__text) external _CVDataBufferPoolGetAttributes
000000018ab6a14c (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
000000018ab6a5b0 (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
000000018ab68794 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
000000018abaf2c8 (__TEXT,__text) non-external _CVDataBufferPoolGetTypeID.cold.1
000000018ab6a42c (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
000000018ab6a2b4 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
000000018ab6a32c (__TEXT,__text) external _CVDataBufferPoolScanIOSurfacesWithOptions
000000018ab6a520 (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
000000018abaf2d4 (__TEXT,__text) external _CVDataBufferPoolTakeOwnershipOfIOSurface
000000018ab5bf30 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
000000018ab8c4c4 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomicCounter
000000018ab828b8 (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
000000018ab62aa4 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
000000018ab62624 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
000000018ab552b4 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
000000018ab824e4 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
000000018ab62b40 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
000000018ab827b8 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
000000018ab82838 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
000000018ab4da08 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
000000018ab638a8 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
000000018ab4dab8 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
000000018ab92ecc (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
000000018ab92c20 (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
000000018ab92b6c (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
000000018ab4fdb0 (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
000000018ab92db4 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
000000018ab92f68 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
000000018ab4fe80 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
000000018ab4f45c (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
000000018ab92e08 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
000000018ab4dc98 (__TEXT,__text) external _CVDisplayLinkGetTypeID
000000018abafe54 (__TEXT,__text) non-external _CVDisplayLinkGetTypeID.cold.1
000000018ab64564 (__TEXT,__text) external _CVDisplayLinkIsRunning
000000018ab5df2c (__TEXT,__text) external _CVDisplayLinkRelease
000000018ab75e70 (__TEXT,__text) external _CVDisplayLinkRetain
000000018ab4f30c (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
000000018ab92c24 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
000000018ab92efc (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
000000018ab93030 (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
000000018ab4e530 (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
000000018ab63738 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
000000018ab637fc (__TEXT,__text) external _CVDisplayLinkSetPaused
000000018ab92fbc (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
000000018ab4e638 (__TEXT,__text) external _CVDisplayLinkStart
000000018ab4e870 (__TEXT,__text) external _CVDisplayLinkStop
000000018ab92e58 (__TEXT,__text) external _CVDisplayLinkTranslateTime
000000018ab5bf3c (__TEXT,__text) external _CVGetCurrentHostTime
000000018ab74eb0 (__TEXT,__text) external _CVGetHostClockFrequency
000000018ab74ee8 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
000000018ab82a54 (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
000000018ab8b004 (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
000000018ab82434 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
000000018ab5cc14 (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
000000018ab8384c (__TEXT,__text) external _CVImageBufferDeleteImageTexture
000000018ab83700 (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
000000018ab83450 (__TEXT,__text) external _CVImageBufferGetCleanRect
000000018ab643e8 (__TEXT,__text) external _CVImageBufferGetColorSpace
000000018ab83404 (__TEXT,__text) external _CVImageBufferGetDisplaySize
000000018ab833b8 (__TEXT,__text) external _CVImageBufferGetEncodedSize
000000018ab839a4 (__TEXT,__text) external _CVImageBufferGetPixelFormatType
000000018ab83a94 (__TEXT,__text) external _CVImageBufferHasCleanRect
000000018ab83a1c (__TEXT,__text) external _CVImageBufferIsFlipped
000000018ab838f8 (__TEXT,__text) external _CVImageBufferProvideImageData
000000018ab83770 (__TEXT,__text) external _CVImageBufferProvideImageTexture
000000018ab8351c (__TEXT,__text) external _CVImageBufferSetCleanAperture
000000018ab834a4 (__TEXT,__text) external _CVImageBufferSetColorSpace
000000018ab8368c (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
000000018ab835ac (__TEXT,__text) external _CVImageBufferSetFieldCount
000000018ab83618 (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
000000018ab558f8 (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
000000018ab8c4f4 (__TEXT,__text) non-external (was a private external) _CVIncrementAtomicCounter
000000018abb0090 (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
000000018ab82a64 (__TEXT,__text) non-external (was a private external) _CVIsPixelFormatCompressed
000000018ab50204 (__TEXT,__text) external _CVKTraceInit
000000018abafe28 (__TEXT,__text) non-external _CVKTraceInit.cold.1
000000018ab82488 (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
000000018ab92b04 (__TEXT,__text) non-external (was a private external) _CVMTLBufferCreate
000000018ab5b054 (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
000000018ab8c53c (__TEXT,__text) non-external (was a private external) _CVMemoryBarrier
000000018ab849d0 (__TEXT,__text) external _CVMetalBufferCacheCreate
000000018ab84a9c (__TEXT,__text) external _CVMetalBufferCacheCreateBufferFromImage
000000018ab84be4 (__TEXT,__text) external _CVMetalBufferCacheFlush
000000018ab84cd4 (__TEXT,__text) external _CVMetalBufferCacheGetFreeBackings
000000018ab74f20 (__TEXT,__text) external _CVMetalBufferCacheGetTypeID
000000018abafe48 (__TEXT,__text) non-external _CVMetalBufferCacheGetTypeID.cold.1
000000018ab84c50 (__TEXT,__text) external _CVMetalBufferCacheGetUsedBackings
000000018ab7d8ac (__TEXT,__text) external _CVMetalBufferGetBuffer
000000018ab7fd74 (__TEXT,__text) external _CVMetalBufferGetTypeID
000000018abb0078 (__TEXT,__text) non-external _CVMetalBufferGetTypeID.cold.1
000000018ab8b2a4 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
000000018ab8b2c8 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
000000018ab59424 (__TEXT,__text) external _CVMetalTextureCacheCreate
000000018ab5a188 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
000000018ab75c30 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromSliceOfImage
000000018ab75e04 (__TEXT,__text) external _CVMetalTextureCacheFlush
000000018ab5a318 (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
000000018abb0224 (__TEXT,__text) non-external _CVMetalTextureCacheGetTypeID.cold.1
000000018ab8b31c (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
000000018ab8b1a8 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
000000018ab8b1fc (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
000000018ab8b100 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
000000018ab5bc08 (__TEXT,__text) external _CVMetalTextureGetTexture
000000018ab5bcb0 (__TEXT,__text) external _CVMetalTextureGetTypeID
000000018abb0084 (__TEXT,__text) non-external _CVMetalTextureGetTypeID.cold.1
000000018ab8b150 (__TEXT,__text) external _CVMetalTextureIsFlipped
000000018ab55054 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
000000018abb0204 (__TEXT,__text) non-external _CVObjectGetTypeID.cold.1
000000018ab88254 (__TEXT,__text) external _CVOpenGLBufferAttach
000000018ab88338 (__TEXT,__text) external _CVOpenGLBufferCreate
000000018ab88458 (__TEXT,__text) external _CVOpenGLBufferGetAttributes
000000018ab88564 (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
000000018ab884b8 (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
000000018ab88518 (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
000000018ab5bae4 (__TEXT,__text) external _CVOpenGLBufferGetTypeID
000000018abafe10 (__TEXT,__text) non-external _CVOpenGLBufferGetTypeID.cold.1
000000018ab90dcc (__TEXT,__text) external _CVOpenGLBufferPoolCreate
000000018ab90f58 (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
000000018ab90e68 (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
000000018ab90f04 (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
000000018ab7f680 (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
000000018abb006c (__TEXT,__text) non-external _CVOpenGLBufferPoolGetTypeID.cold.1
000000018ab7f674 (__TEXT,__text) external _CVOpenGLBufferPoolRelease
000000018ab7f644 (__TEXT,__text) external _CVOpenGLBufferPoolRetain
000000018ab6de24 (__TEXT,__text) external _CVOpenGLBufferRelease
000000018ab6ddf4 (__TEXT,__text) external _CVOpenGLBufferRetain
000000018ab6c11c (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureBackingImage
000000018ab6c140 (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureBufferBackingImage
000000018ab82c84 (__TEXT,__text) external _CVOpenGLESTextureCacheCreate
000000018ab82d6c (__TEXT,__text) external _CVOpenGLESTextureCacheCreateTextureFromImage
000000018ab82ee8 (__TEXT,__text) external _CVOpenGLESTextureCacheFlush
000000018ab76ae4 (__TEXT,__text) external _CVOpenGLESTextureCacheGetTypeID
000000018abafe88 (__TEXT,__text) non-external _CVOpenGLESTextureCacheGetTypeID.cold.1
000000018ab6e6b4 (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureCache_IOSurfaceNotInNativePixelFormat
000000018ab6c194 (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureCopyBacking
000000018ab6c070 (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureGetBounds
000000018ab6bf74 (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureGetCleanRect
000000018ab6bfc8 (__TEXT,__text) external _CVOpenGLESTextureGetCleanTexCoords
000000018ab6be6c (__TEXT,__text) external _CVOpenGLESTextureGetName
000000018ab6becc (__TEXT,__text) non-external (was a private external) _CVOpenGLESTextureGetSize
000000018ab6bdc4 (__TEXT,__text) external _CVOpenGLESTextureGetTarget
000000018ab68098 (__TEXT,__text) external _CVOpenGLESTextureGetTypeID
000000018abaf2bc (__TEXT,__text) non-external _CVOpenGLESTextureGetTypeID.cold.1
000000018ab6bf1c (__TEXT,__text) external _CVOpenGLESTextureIsFlipped
000000018ab933fc (__TEXT,__text) external _CVOpenGLTextureBackingImage
000000018ab93420 (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
000000018ab6bb30 (__TEXT,__text) external _CVOpenGLTextureCacheCreate
000000018ab6bc40 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
000000018ab6bc4c (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
000000018ab6bd70 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
000000018ab7dcc0 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
000000018abb0060 (__TEXT,__text) non-external _CVOpenGLTextureCacheGetTypeID.cold.1
000000018ab7dcb4 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
000000018ab7dc84 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
000000018ab8ce2c (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
000000018ab934d0 (__TEXT,__text) external _CVOpenGLTextureCopyBacking
000000018ab93350 (__TEXT,__text) external _CVOpenGLTextureGetBounds
000000018ab93474 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
000000018ab93254 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
000000018ab932a8 (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
000000018ab9314c (__TEXT,__text) external _CVOpenGLTextureGetName
000000018ab931ac (__TEXT,__text) external _CVOpenGLTextureGetSize
000000018ab930a4 (__TEXT,__text) external _CVOpenGLTextureGetTarget
000000018ab5bb44 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
000000018abafe1c (__TEXT,__text) non-external _CVOpenGLTextureGetTypeID.cold.1
000000018ab931fc (__TEXT,__text) external _CVOpenGLTextureIsFlipped
000000018ab74038 (__TEXT,__text) external _CVOpenGLTextureRelease
000000018ab74008 (__TEXT,__text) external _CVOpenGLTextureRetain
000000018ab8b008 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
000000018abb16e4 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
000000018ab89c7c (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
000000018ab63938 (__TEXT,__text) external _CVPixelBufferCreate
000000018ab8acc4 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
000000018ab5e204 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
000000018abb0b44 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
000000018abb06e4 (__TEXT,__text) external _CVPixelBufferCreateWithBytes
000000018ab4feec (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
000000018ab890c0 (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
000000018ab895e0 (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
000000018abb0904 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
000000018abb1764 (__TEXT,__text) external _CVPixelBufferDecrementUseCountForCategory
