000000000003c1b8 (__DATA,__data) external _NDR_record
000000000000fa08 (__TEXT,__text) external ___libkernel_init_after_boot_tasks
000000000000f92c (__TEXT,__text) external ___libkernel_init_late
0000000000006b74 (__TEXT,__text) external ___libkernel_platform_init
00000000000017b4 (__TEXT,__text) external ___libkernel_voucher_init
0000000000009170 (__TEXT,__text) external ___listen
000000000000d810 (__TEXT,__text) external ___log_data
0000000000002a70 (__TEXT,__text) external ___lseek
000000000000ebdc (__TEXT,__text) external ___lstat
00000000000066f0 (__TEXT,__text) external ___lstat64_extended
000000000000d838 (__TEXT,__text) external ___lstat_extended
000000000000d860 (__TEXT,__text) external ___mac_execve
000000000000d888 (__TEXT,__text) external ___mac_get_fd
000000000000d8b0 (__TEXT,__text) external ___mac_get_file
000000000000d8d8 (__TEXT,__text) external ___mac_get_link
000000000000d900 (__TEXT,__text) external ___mac_get_mount
000000000000d928 (__TEXT,__text) external ___mac_get_pid
000000000000d950 (__TEXT,__text) external ___mac_get_proc
000000000000d978 (__TEXT,__text) external ___mac_getfsstat
000000000000d9a0 (__TEXT,__text) external ___mac_mount
000000000000d9c8 (__TEXT,__text) external ___mac_set_fd
000000000000d9f0 (__TEXT,__text) external ___mac_set_file
000000000000da18 (__TEXT,__text) external ___mac_set_link
0000000000009114 (__TEXT,__text) external ___mac_set_proc
0000000000002b5c (__TEXT,__text) external ___mac_syscall
000000000000da40 (__TEXT,__text) external ___mach_bridge_remote_time
000000000000da68 (__TEXT,__text) external ___mach_eventlink_signal
000000000000da90 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000000dab8 (__TEXT,__text) external ___mach_eventlink_wait_until
000000000000dae0 (__TEXT,__text) external ___map_with_linking_np
000000000000db08 (__TEXT,__text) external ___memorystatus_available_memory
000000000000db30 (__TEXT,__text) external ___microstackshot
000000000000db58 (__TEXT,__text) external ___mkdir_extended
000000000000db80 (__TEXT,__text) external ___mkfifo_extended
0000000000001ee8 (__TEXT,__text) external ___mmap
0000000000004d00 (__TEXT,__text) external ___mprotect
000000000000dba8 (__TEXT,__text) external ___msgctl
000000000000dbd0 (__TEXT,__text) external ___msgrcv_nocancel
000000000000dbf8 (__TEXT,__text) external ___msgsnd_nocancel
000000000000dc20 (__TEXT,__text) external ___msgsys
00000000000071c8 (__TEXT,__text) external ___msync
000000000000dc48 (__TEXT,__text) external ___msync_nocancel
0000000000004980 (__TEXT,__text) external ___munmap
000000000000dc70 (__TEXT,__text) external ___nexus_create
000000000000dc98 (__TEXT,__text) external ___nexus_deregister
000000000000dcc0 (__TEXT,__text) external ___nexus_destroy
000000000000dce8 (__TEXT,__text) external ___nexus_get_opt
000000000000dd10 (__TEXT,__text) external ___nexus_open
000000000000dd38 (__TEXT,__text) external ___nexus_register
000000000000dd60 (__TEXT,__text) external ___nexus_set_opt
0000000000001cb8 (__TEXT,__text) external ___open
0000000000006770 (__TEXT,__text) external ___open_dprotected_np
000000000000cc48 (__TEXT,__text) external ___open_extended
0000000000001e24 (__TEXT,__text) external ___open_nocancel
0000000000002a0c (__TEXT,__text) external ___openat
000000000000dd88 (__TEXT,__text) external ___openat_dprotected_np
00000000000068b0 (__TEXT,__text) external ___openat_nocancel
000000000003c260 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
000000000001a20c (__TEXT,__text) external ___os_nexus_flow_add
000000000001a290 (__TEXT,__text) external ___os_nexus_flow_del
000000000001a314 (__TEXT,__text) external ___os_nexus_get_llink_info
000000000001a034 (__TEXT,__text) external ___os_nexus_ifattach
000000000001a150 (__TEXT,__text) external ___os_nexus_ifdetach
0000000000004e34 (__TEXT,__text) external ___persona
00000000000071f0 (__TEXT,__text) external ___pipe
000000000000ddb0 (__TEXT,__text) external ___poll_nocancel
0000000000007de0 (__TEXT,__text) external ___posix_spawn
000000000000ddd8 (__TEXT,__text) external ___pread_nocancel
000000000000de00 (__TEXT,__text) external ___preadv_nocancel
0000000000002570 (__TEXT,__text) external ___proc_info
000000000000de28 (__TEXT,__text) external ___proc_info_extended_id
0000000000008584 (__TEXT,__text) external ___process_policy
0000000000006f9c (__TEXT,__text) external ___pselect
000000000000de50 (__TEXT,__text) external ___pselect_nocancel
00000000000047d0 (__TEXT,__text) external ___psynch_cvbroad
0000000000004da4 (__TEXT,__text) external ___psynch_cvclrprepost
0000000000005a8c (__TEXT,__text) external ___psynch_cvsignal
00000000000047a8 (__TEXT,__text) external ___psynch_cvwait
0000000000003e9c (__TEXT,__text) external ___psynch_mutexdrop
0000000000003ce0 (__TEXT,__text) external ___psynch_mutexwait
000000000000de78 (__TEXT,__text) external ___psynch_rw_downgrade
000000000000dea0 (__TEXT,__text) external ___psynch_rw_longrdlock
0000000000006238 (__TEXT,__text) external ___psynch_rw_rdlock
0000000000006210 (__TEXT,__text) external ___psynch_rw_unlock
000000000000dec8 (__TEXT,__text) external ___psynch_rw_unlock2
000000000000def0 (__TEXT,__text) external ___psynch_rw_upgrade
00000000000061e8 (__TEXT,__text) external ___psynch_rw_wrlock
000000000000df18 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000000000000c940 (__TEXT,__text) external ___pthread_canceled
0000000000007b7c (__TEXT,__text) external ___pthread_chdir
0000000000007b54 (__TEXT,__text) external ___pthread_fchdir
00000000000090c4 (__TEXT,__text) external ___pthread_kill
000000000000df40 (__TEXT,__text) external ___pthread_markcancel
0000000000007ff8 (__TEXT,__text) external ___pthread_sigmask
00000000000094f0 (__TEXT,__text) external ___ptrace
000000000000df68 (__TEXT,__text) external ___pwrite_nocancel
000000000000df90 (__TEXT,__text) external ___pwritev_nocancel
000000000000306c (__TEXT,__text) external ___read_nocancel
000000000000dfb8 (__TEXT,__text) external ___readv_nocancel
000000000000dfe0 (__TEXT,__text) external ___reboot
000000000000e008 (__TEXT,__text) external ___record_system_event
0000000000005414 (__TEXT,__text) external ___recvfrom
00000000000052f8 (__TEXT,__text) external ___recvfrom_nocancel
00000000000057fc (__TEXT,__text) external ___recvmsg
000000000000e030 (__TEXT,__text) external ___recvmsg_nocancel
00000000000406d0 (__DATA_DIRTY,__bss) non-external ___remove_counter
0000000000004ac4 (__TEXT,__text) external ___rename
000000000000e058 (__TEXT,__text) external ___renameat
000000000000e080 (__TEXT,__text) external ___renameatx_np
0000000000004b28 (__TEXT,__text) external ___rmdir
000000000000d860 (__TEXT,__text) external ___sandbox_me
000000000000d9a0 (__TEXT,__text) external ___sandbox_mm
0000000000002b5c (__TEXT,__text) external ___sandbox_ms
0000000000009114 (__TEXT,__text) external ___sandbox_msp
000000000000b814 (__TEXT,__text) external ___select
00000000000052d0 (__TEXT,__text) external ___select_nocancel
000000000000a110 (__TEXT,__text) external ___sem_open
000000000000e0a8 (__TEXT,__text) external ___sem_wait_nocancel
000000000000e0d0 (__TEXT,__text) external ___semctl
000000000000e0f8 (__TEXT,__text) external ___semsys
00000000000045d8 (__TEXT,__text) external ___semwait_signal
0000000000008020 (__TEXT,__text) external ___semwait_signal_nocancel
00000000000068d8 (__TEXT,__text) external ___sendmsg
0000000000005348 (__TEXT,__text) external ___sendmsg_nocancel
00000000000053ec (__TEXT,__text) external ___sendto
0000000000005274 (__TEXT,__text) external ___sendto_nocancel
0000000000004730 (__TEXT,__text) external ___setattrlist
000000000000c610 (__TEXT,__text) external ___setlogin
0000000000008c04 (__TEXT,__text) external ___setpriority
000000000000e120 (__TEXT,__text) external ___setregid
000000000000e148 (__TEXT,__text) external ___setreuid
0000000000003d10 (__TEXT,__text) external ___setrlimit
000000000000e170 (__TEXT,__text) external ___setsgroups
0000000000009ea8 (__TEXT,__text) external ___settid
000000000000e198 (__TEXT,__text) external ___settid_with_pid
000000000000e1c0 (__TEXT,__text) external ___settimeofday
000000000000e1e8 (__TEXT,__text) external ___setwgroups
000000000000a19c (__TEXT,__text) external ___sfi_ctl
000000000000e210 (__TEXT,__text) external ___sfi_pidctl
000000000000e238 (__TEXT,__text) external ___shared_region_check_np
000000000000e260 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00000000000029bc (__TEXT,__text) external ___shm_open
000000000000e288 (__TEXT,__text) external ___shmctl
000000000000e2b0 (__TEXT,__text) external ___shmsys
0000000000007274 (__TEXT,__text) external ___sigaction
00000000000046b8 (__TEXT,__text) external ___sigaltstack
000000000000c0e4 (__TEXT,__text) external ___sigreturn
000000000000e2d8 (__TEXT,__text) external ___sigsuspend
0000000000008054 (__TEXT,__text) external ___sigsuspend_nocancel
000000000000c134 (__TEXT,__text) external ___sigwait
0000000000005320 (__TEXT,__text) external ___socketpair
000000000000e300 (__TEXT,__text) external ___stack_snapshot_with_config
000000000000f514 (__TEXT,__text) external ___stat
00000000000066a0 (__TEXT,__text) external ___stat64_extended
000000000000e328 (__TEXT,__text) external ___stat_extended
000000000000f53c (__TEXT,__text) external ___statfs
00000000000034a0 (__TEXT,__text) external ___syscall
000000000003c230 (__DATA,__common) external ___syscall_logger
00000000000028c4 (__TEXT,__text) external ___sysctl
0000000000002ad0 (__TEXT,__text) external ___sysctlbyname
000000000000e350 (__TEXT,__text) external ___telemetry
000000000000afb4 (__TEXT,__text) external ___terminate_with_payload
0000000000002eac (__TEXT,__text) external ___thread_selfid
000000000000e378 (__TEXT,__text) external ___thread_selfusage
0000000000002ed4 (__TEXT,__text) external ___ulock_wait
000000000000e3a0 (__TEXT,__text) external ___ulock_wait2
0000000000002f90 (__TEXT,__text) external ___ulock_wake
000000000000e3c8 (__TEXT,__text) external ___umask_extended
0000000000004e84 (__TEXT,__text) external ___unlink
000000000000a4dc (__TEXT,__text) external ___unlinkat
000000000000e3f0 (__TEXT,__text) external ___vfork
0000000000007f80 (__TEXT,__text) external ___wait4
000000000000cc20 (__TEXT,__text) external ___wait4_nocancel
000000000000e45c (__TEXT,__text) external ___waitid_nocancel
000000000000967c (__TEXT,__text) external ___work_interval_ctl
0000000000002de4 (__TEXT,__text) external ___workq_kernreturn
0000000000002e0c (__TEXT,__text) external ___workq_open
0000000000004dcc (__TEXT,__text) external ___write_nocancel
000000000000e484 (__TEXT,__text) external ___writev_nocancel
000000000003c224 (__DATA,__common) external __cpu_capabilities
000000000003c228 (__DATA,__common) external __cpu_has_altivec
0000000000040000 (__DATA_DIRTY,__data) external __current_pid
00000000000406a8 (__DATA_DIRTY,__bss) non-external __dlsym
00000000000105fc (__TEXT,__text) non-external __execve_with_filter
000000000000807c (__TEXT,__text) external __exit
0000000000006b38 (__TEXT,__text) external __get_cpu_capabilities
000000000003c248 (__DATA,__bss) non-external __gethostuuid_callback
0000000000013be4 (__TEXT,__text) external __getprivatesystemidentifier
000000000001f810 (__TEXT,__text) external __host_page_size
0000000000006b34 (__TEXT,__text) external __init_cpu_capabilities
00000000000209bc (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000000000021d5c (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000000000022a00 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
0000000000021c40 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
0000000000022890 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
0000000000001148 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
000000000002456c (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
0000000000023660 (__TEXT,__text) external __kernelrpc_mach_port_construct
000000000000119c (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
0000000000021fcc (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000000001154 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000000021eb0 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00000000000237d0 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00000000000011a8 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
0000000000022ff4 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00000000000233d8 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
0000000000001190 (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
000000000000a9e8 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
000000000000b3e0 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
0000000000001250 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00000000000062c4 (__TEXT,__text) external __kernelrpc_mach_port_get_context
0000000000004488 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
0000000000024394 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
000000000000c7ac (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
0000000000022ca4 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00000000000238ec (__TEXT,__text) external __kernelrpc_mach_port_guard
000000000000125c (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
0000000000023dcc (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00000000000232bc (__TEXT,__text) external __kernelrpc_mach_port_insert_member
0000000000001184 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000000000022648 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
0000000000001178 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
0000000000024240 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
0000000000023158 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00000000000234f4 (__TEXT,__text) external __kernelrpc_mach_port_kobject
000000000002400c (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00000000000220e8 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
0000000000001160 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
000000000002252c (__TEXT,__text) external __kernelrpc_mach_port_move_member
000000000000116c (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
0000000000021964 (__TEXT,__text) external __kernelrpc_mach_port_names
0000000000022204 (__TEXT,__text) external __kernelrpc_mach_port_peek
0000000000021b24 (__TEXT,__text) external __kernelrpc_mach_port_rename
0000000000004ed4 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
000000000000134c (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
0000000000003a38 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
000000000000c68c (__TEXT,__text) external __kernelrpc_mach_port_set_context
0000000000022410 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
0000000000022774 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
0000000000023b28 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
0000000000022df8 (__TEXT,__text) external __kernelrpc_mach_port_space_info
0000000000023c78 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
0000000000023eec (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000000000009724 (__TEXT,__text) external __kernelrpc_mach_port_type
0000000000001340 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
0000000000023a0c (__TEXT,__text) external __kernelrpc_mach_port_unguard
0000000000001268 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
000000000002bef8 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00000000000246d4 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
0000000000001100 (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
000000000002482c (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
0000000000001118 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
0000000000002598 (__TEXT,__text) external __kernelrpc_mach_vm_map
000000000000113c (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
0000000000024948 (__TEXT,__text) external __kernelrpc_mach_vm_protect
0000000000001130 (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00000000000257f8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
000000000000110c (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
0000000000024b88 (__TEXT,__text) external __kernelrpc_mach_vm_read
0000000000025364 (__TEXT,__text) external __kernelrpc_mach_vm_remap
0000000000025c90 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00000000000305cc (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
0000000000022b88 (__TEXT,__text) external __kernelrpc_task_set_port_space
000000000000602c (__TEXT,__text) external __kernelrpc_thread_policy
000000000000706c (__TEXT,__text) external __kernelrpc_thread_policy_set
000000000002e48c (__TEXT,__text) external __kernelrpc_thread_set_policy
000000000000ca08 (__TEXT,__text) external __kernelrpc_vm_map
000000000002f9a4 (__TEXT,__text) external __kernelrpc_vm_purgable_control
0000000000009f88 (__TEXT,__text) external __kernelrpc_vm_read
0000000000003668 (__TEXT,__text) external __kernelrpc_vm_remap
000000000002faf8 (__TEXT,__text) external __kernelrpc_vm_remap_new
000000000000fa74 (__TEXT,__text) non-external __libkernel_bzero
00000000000406a0 (__DATA_DIRTY,__bss) non-external __libkernel_functions
0000000000038000 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
000000000000fb08 (__TEXT,__text) non-external __libkernel_memmove
000000000000fa80 (__TEXT,__text) non-external __libkernel_memset
000000000000fa3c (__TEXT,__text) non-external __libkernel_strchr
0000000000006b4c (__TEXT,__text) non-external __libkernel_strcmp
000000000000fedc (__TEXT,__text) non-external __libkernel_strcpy
0000000000040008 (__DATA_DIRTY,__data) non-external __libkernel_string_functions
000000000001072c (__TEXT,__text) non-external __libkernel_strlcpy
000000000000f814 (__TEXT,__text) non-external __libkernel_strlen
0000000000040010 (__DATA_DIRTY,__data) non-external __libkernel_voucher_functions
0000000000030f10 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
0000000000011e04 (__TEXT,__text) non-external __mach_continuous_time
0000000000039968 (__DATA_CONST,__const) external __mach_errors
00000000000120f0 (__TEXT,__text) external __mach_fork_child
00000000000125a0 (__TEXT,__text) external __mach_snprintf
0000000000012414 (__TEXT,__text) external __mach_vsnprintf
0000000000040058 (__DATA_DIRTY,__common) external __os_alloc_once_table
000000000003c200 (__DATA,__common) external __os_xbs_chrooted
0000000000007760 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
000000000000ff10 (__TEXT,__text) non-external __posix_spawn_with_filter
0000000000013be8 (__TEXT,__text) external __register_gethostuuid_callback
000000000000fc24 (__TEXT,__text) non-external __system_version_compat_check_path_suffix
000000000000fccc (__TEXT,__text) non-external __system_version_compat_open_shim
00000000000406b4 (__DATA_DIRTY,__bss) non-external __task_reply_port
000000000000f7e4 (__TEXT,__text) external __thread_set_tsd_base
0000000000030c9c (__TEXT,__text) non-external _abort
0000000000030cbc (__TEXT,__text) non-external _abort.561
0000000000030cdc (__TEXT,__text) non-external _abort.563
0000000000030cfc (__TEXT,__text) non-external _abort.580
0000000000030dc0 (__TEXT,__text) external _abort_with_payload
0000000000030d38 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0000000000030d1c (__TEXT,__text) external _abort_with_reason
0000000000009198 (__TEXT,__text) external _accept
000000000000d450 (__TEXT,__text) external _accept$NOCANCEL
0000000000001c90 (__TEXT,__text) external _access
000000000000d478 (__TEXT,__text) external _accessx_np
000000000000e4ac (__TEXT,__text) external _acct
000000000002ce04 (__TEXT,__text) external _act_get_state
000000000002d04c (__TEXT,__text) external _act_set_state
000000000000e4d4 (__TEXT,__text) external _adjtime
000000000000e4fc (__TEXT,__text) external _aio_cancel
000000000000e524 (__TEXT,__text) external _aio_error
000000000000e54c (__TEXT,__text) external _aio_fsync
000000000000e574 (__TEXT,__text) external _aio_read
000000000000e59c (__TEXT,__text) external _aio_return
000000000000e5c4 (__TEXT,__text) external _aio_suspend
000000000000d4a0 (__TEXT,__text) external _aio_suspend$NOCANCEL
000000000000e5ec (__TEXT,__text) external _aio_write
000000000000e614 (__TEXT,__text) external _audit
000000000000c10c (__TEXT,__text) external _audit_session_join
000000000000bf7c (__TEXT,__text) external _audit_session_port
0000000000005134 (__TEXT,__text) external _audit_session_self
000000000000e63c (__TEXT,__text) external _auditctl
000000000000a160 (__TEXT,__text) external _auditon
0000000000008638 (__TEXT,__text) external _bind
000000000004001c (__DATA_DIRTY,__common) external _bootstrap_port
000000000000f7f4 (__TEXT,__text) non-external _bzero
0000000000002a34 (__TEXT,__text) external _cerror
0000000000001c28 (__TEXT,__text) external _cerror_nocancel
0000000000005080 (__TEXT,__text) external _change_fdguard_np
0000000000002b84 (__TEXT,__text) external _chdir
0000000000008b5c (__TEXT,__text) external _chflags
0000000000004b50 (__TEXT,__text) external _chmod
0000000000008610 (__TEXT,__text) external _chown
000000000000e664 (__TEXT,__text) external _chroot
000000000001c3d0 (__TEXT,__text) external _clock_alarm
000000000001c1a8 (__TEXT,__text) external _clock_alarm_reply
000000000001c20c (__TEXT,__text) external _clock_get_attributes
00000000000064bc (__TEXT,__text) external _clock_get_time
000000000001c054 (__TEXT,__text) external _clock_set_attributes
000000000001bf3c (__TEXT,__text) external _clock_set_time
000000000000c968 (__TEXT,__text) external _clock_sleep
000000000000131c (__TEXT,__text) external _clock_sleep_trap
000000000000a89c (__TEXT,__text) external _clonefile
0000000000005d2c (__TEXT,__text) external _clonefileat
0000000000001dd4 (__TEXT,__text) external _close
00000000000029e4 (__TEXT,__text) external _close$NOCANCEL
0000000000018c04 (__TEXT,__text) external _coalition_create
0000000000018c6c (__TEXT,__text) external _coalition_info_resource_usage
0000000000018cd4 (__TEXT,__text) external _coalition_info_set_efficiency
0000000000018ca0 (__TEXT,__text) external _coalition_info_set_name
0000000000018d0c (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
0000000000018c40 (__TEXT,__text) external _coalition_reap
0000000000018c14 (__TEXT,__text) external _coalition_terminate
00000000000053c4 (__TEXT,__text) external _connect
000000000000524c (__TEXT,__text) external _connect$NOCANCEL
000000000000543c (__TEXT,__text) external _connectx
0000000000002cdc (__TEXT,__text) external _csops
0000000000001c00 (__TEXT,__text) external _csops_audittoken
0000000000001ce0 (__TEXT,__text) external _csr_check
00000000000094e0 (__TEXT,__text) external _csr_get_active_config
00000000000013ac (__TEXT,__text) external _debug_control_port_for_pid
0000000000018ef4 (__TEXT,__text) external _debug_syscall_reject
0000000000018de8 (__TEXT,__text) external _debug_syscall_reject_config
000000000003c1b0 (__DATA,__data) external _denap_boost_assertion_token
000000000000e68c (__TEXT,__text) external _disconnectx
00000000000075b4 (__TEXT,__text) non-external _do_compat
00000000000054dc (__TEXT,__text) external _dup
0000000000009278 (__TEXT,__text) external _dup2
0000000000038e08 (__DATA_CONST,__const) non-external _err_codes_auth
0000000000038c98 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000000039000 (__DATA_CONST,__const) non-external _err_codes_exception
0000000000038cd8 (__DATA_CONST,__const) non-external _err_codes_execd
0000000000038dd8 (__DATA_CONST,__const) non-external _err_codes_io
0000000000039940 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
0000000000039578 (__DATA_CONST,__const) non-external _err_codes_iokit_common
0000000000030fb8 (__TEXT,__const) non-external _err_codes_iokit_common_map
