                 (undefined) external _XML_ErrorString (from libexpat)
                 (undefined) external _XML_GetErrorCode (from libexpat)
                 (undefined) external _XML_Parse (from libexpat)
                 (undefined) external _XML_ParserCreate (from libexpat)
                 (undefined) external _XML_ParserFree (from libexpat)
                 (undefined) external _XML_SetCharacterDataHandler (from libexpat)
                 (undefined) external _XML_SetElementHandler (from libexpat)
                 (undefined) external _XML_SetEntityDeclHandler (from libexpat)
                 (undefined) external _XML_SetUserData (from libexpat)
                 (undefined) external _XML_StopParser (from libexpat)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcat_chk (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
0000000200232bf8 (__TEXT,__text) external __crypt_blowfish_rn
0000000200235a44 (__TEXT,__text) external _apr_dbd_escape
00000002002357a8 (__TEXT,__text) external _apr_dbd_get_driver
0000000200235a24 (__TEXT,__text) external _apr_dbd_get_entry
0000000200235a34 (__TEXT,__text) external _apr_dbd_get_name
0000000200235a0c (__TEXT,__text) external _apr_dbd_get_row
0000000200235684 (__TEXT,__text) external _apr_dbd_init
000000020023566c (__TEXT,__text) external _apr_dbd_mutex_lock
0000000200235678 (__TEXT,__text) external _apr_dbd_mutex_unlock
000000020023599c (__TEXT,__text) external _apr_dbd_name
00000002002359a4 (__TEXT,__text) external _apr_dbd_native_handle
00000002002359f4 (__TEXT,__text) external _apr_dbd_num_cols
0000000200235a00 (__TEXT,__text) external _apr_dbd_num_tuples
00000002002358bc (__TEXT,__text) external _apr_dbd_open
00000002002357ec (__TEXT,__text) external _apr_dbd_open_ex
0000000200235f98 (__TEXT,__text) external _apr_dbd_pbquery
0000000200235fb4 (__TEXT,__text) external _apr_dbd_pbselect
0000000200235ed0 (__TEXT,__text) external _apr_dbd_pquery
0000000200235a58 (__TEXT,__text) external _apr_dbd_prepare
0000000200235eec (__TEXT,__text) external _apr_dbd_pselect
0000000200235fd4 (__TEXT,__text) external _apr_dbd_pvbquery
0000000200236018 (__TEXT,__text) external _apr_dbd_pvbselect
0000000200235f0c (__TEXT,__text) external _apr_dbd_pvquery
0000000200235f50 (__TEXT,__text) external _apr_dbd_pvselect
00000002002359c4 (__TEXT,__text) external _apr_dbd_query
00000002002359d8 (__TEXT,__text) external _apr_dbd_select
00000002002359b0 (__TEXT,__text) external _apr_dbd_set_dbname
0000000211085e68 (__AUTH_CONST,__const) external _apr_dbd_sqlite3_driver
0000000200235934 (__TEXT,__text) external _apr_dbd_transaction_end
0000000200235980 (__TEXT,__text) external _apr_dbd_transaction_mode_get
000000020023598c (__TEXT,__text) external _apr_dbd_transaction_mode_set
00000002002358c4 (__TEXT,__text) external _apr_dbd_transaction_start
0000000200236240 (__TEXT,__text) external _apr_dbm_close
0000000200236264 (__TEXT,__text) external _apr_dbm_delete
0000000200236270 (__TEXT,__text) external _apr_dbm_exists
000000020023624c (__TEXT,__text) external _apr_dbm_fetch
000000020023627c (__TEXT,__text) external _apr_dbm_firstkey
0000000200236294 (__TEXT,__text) external _apr_dbm_freedatum
0000000200236364 (__TEXT,__text) external _apr_dbm_get_usednames
00000002002362ec (__TEXT,__text) external _apr_dbm_get_usednames_ex
00000002002362a0 (__TEXT,__text) external _apr_dbm_geterror
0000000200236288 (__TEXT,__text) external _apr_dbm_nextkey
000000020023619c (__TEXT,__text) external _apr_dbm_open
0000000200236078 (__TEXT,__text) external _apr_dbm_open_ex
0000000200236258 (__TEXT,__text) external _apr_dbm_store
0000000211085e10 (__AUTH_CONST,__const) external _apr_dbm_type_sdbm
000000020e2f1458 (__DATA,__common) external _apr_debug_module_hooks
000000020023849c (__TEXT,__text) external _apr_dynamic_fn_register
0000000200238440 (__TEXT,__text) external _apr_dynamic_fn_retrieve
                 (undefined) external _apr_file_close (from libapr-1)
                 (undefined) external _apr_file_flags_get (from libapr-1)
                 (undefined) external _apr_file_info_get (from libapr-1)
                 (undefined) external _apr_file_lock (from libapr-1)
                 (undefined) external _apr_file_name_get (from libapr-1)
                 (undefined) external _apr_file_open (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_get (from libapr-1)
                 (undefined) external _apr_file_pipe_timeout_set (from libapr-1)
                 (undefined) external _apr_file_pool_get (from libapr-1)
                 (undefined) external _apr_file_read (from libapr-1)
                 (undefined) external _apr_file_read_full (from libapr-1)
                 (undefined) external _apr_file_seek (from libapr-1)
                 (undefined) external _apr_file_setaside (from libapr-1)
                 (undefined) external _apr_file_unlock (from libapr-1)
                 (undefined) external _apr_file_write_full (from libapr-1)
                 (undefined) external _apr_generate_random_bytes (from libapr-1)
000000020e2f1450 (__DATA,__common) external _apr_global_hook_pool
                 (undefined) external _apr_hash_count (from libapr-1)
                 (undefined) external _apr_hash_first (from libapr-1)
                 (undefined) external _apr_hash_get (from libapr-1)
                 (undefined) external _apr_hash_make (from libapr-1)
                 (undefined) external _apr_hash_next (from libapr-1)
                 (undefined) external _apr_hash_set (from libapr-1)
                 (undefined) external _apr_hash_this (from libapr-1)
000000020e2f1448 (__DATA,__common) external _apr_hook_debug_current
000000020e2f1440 (__DATA,__common) external _apr_hook_debug_enabled
00000002002381b8 (__TEXT,__text) external _apr_hook_debug_show
0000000200238164 (__TEXT,__text) external _apr_hook_deregister_all
000000020e2f1438 (__DATA,__common) external _apr_hook_global_pool
0000000200237c64 (__TEXT,__text) external _apr_hook_sort_all
0000000200237c0c (__TEXT,__text) external _apr_hook_sort_register
0000000200241ff4 (__TEXT,__text) external _apr_ldap_get_option
0000000200241fb4 (__TEXT,__text) external _apr_ldap_info
0000000200241ef8 (__TEXT,__text) external _apr_ldap_init
0000000200238520 (__TEXT,__text) external _apr_ldap_is_ldap_url
00000002002386a0 (__TEXT,__text) external _apr_ldap_is_ldapi_url
0000000200238650 (__TEXT,__text) external _apr_ldap_is_ldaps_url
00000002002423bc (__TEXT,__text) external _apr_ldap_rebind_add
0000000200242328 (__TEXT,__text) external _apr_ldap_rebind_init
00000002002424b4 (__TEXT,__text) external _apr_ldap_rebind_remove
0000000200242084 (__TEXT,__text) external _apr_ldap_set_option
0000000200241ef0 (__TEXT,__text) external _apr_ldap_ssl_deinit
0000000200241e24 (__TEXT,__text) external _apr_ldap_ssl_init
0000000200238da4 (__TEXT,__text) external _apr_ldap_url_parse
00000002002386f0 (__TEXT,__text) external _apr_ldap_url_parse_ext
00000002002305cc (__TEXT,__text) external _apr_md4
00000002002304c0 (__TEXT,__text) external _apr_md4_final
000000020022fcc8 (__TEXT,__text) external _apr_md4_init
000000020022fce4 (__TEXT,__text) external _apr_md4_set_xlate
000000020022fd3c (__TEXT,__text) external _apr_md4_update
00000002002309b0 (__TEXT,__text) external _apr_md5
0000000200230a3c (__TEXT,__text) external _apr_md5_encode
000000020023089c (__TEXT,__text) external _apr_md5_final
0000000200230654 (__TEXT,__text) external _apr_md5_init
0000000200230670 (__TEXT,__text) external _apr_md5_set_xlate
00000002002306c8 (__TEXT,__text) external _apr_md5_update
000000020023973c (__TEXT,__text) external _apr_memcache_add
000000020023a0f4 (__TEXT,__text) external _apr_memcache_add_multget_key
0000000200238df8 (__TEXT,__text) external _apr_memcache_add_server
00000002002393c0 (__TEXT,__text) external _apr_memcache_create
0000000200239fa0 (__TEXT,__text) external _apr_memcache_decr
0000000200239bdc (__TEXT,__text) external _apr_memcache_delete
0000000200239088 (__TEXT,__text) external _apr_memcache_disable_server
0000000200239074 (__TEXT,__text) external _apr_memcache_enable_server
0000000200239000 (__TEXT,__text) external _apr_memcache_find_server
0000000200238e30 (__TEXT,__text) external _apr_memcache_find_server_hash
0000000200238e4c (__TEXT,__text) external _apr_memcache_find_server_hash_default
0000000200239784 (__TEXT,__text) external _apr_memcache_getp
00000002002394cc (__TEXT,__text) external _apr_memcache_hash
0000000200239430 (__TEXT,__text) external _apr_memcache_hash_crc32
000000020023947c (__TEXT,__text) external _apr_memcache_hash_default
0000000200239da4 (__TEXT,__text) external _apr_memcache_incr
000000020023a1a8 (__TEXT,__text) external _apr_memcache_multgetp
0000000200239760 (__TEXT,__text) external _apr_memcache_replace
00000002002390cc (__TEXT,__text) external _apr_memcache_server_create
000000020023952c (__TEXT,__text) external _apr_memcache_set
000000020023aa78 (__TEXT,__text) external _apr_memcache_stats
0000000200239fb8 (__TEXT,__text) external _apr_memcache_version
                 (undefined) external _apr_mmap_create (from libapr-1)
                 (undefined) external _apr_mmap_delete (from libapr-1)
                 (undefined) external _apr_mmap_dup (from libapr-1)
                 (undefined) external _apr_mmap_offset (from libapr-1)
000000020023831c (__TEXT,__text) external _apr_optional_hook_add
00000002002382cc (__TEXT,__text) external _apr_optional_hook_get
                 (undefined) external _apr_os_default_encoding (from libapr-1)
                 (undefined) external _apr_os_locale_encoding (from libapr-1)
                 (undefined) external _apr_os_thread_current (from libapr-1)
                 (undefined) external _apr_os_thread_equal (from libapr-1)
                 (undefined) external _apr_os_thread_get (from libapr-1)
                 (undefined) external _apr_os_uuid_get (from libapr-1)
                 (undefined) external _apr_palloc (from libapr-1)
0000000200231994 (__TEXT,__text) external _apr_password_validate
                 (undefined) external _apr_pollset_add (from libapr-1)
                 (undefined) external _apr_pollset_create (from libapr-1)
                 (undefined) external _apr_pollset_destroy (from libapr-1)
                 (undefined) external _apr_pollset_poll (from libapr-1)
                 (undefined) external _apr_pollset_remove (from libapr-1)
                 (undefined) external _apr_pool_abort_get (from libapr-1)
                 (undefined) external _apr_pool_allocator_get (from libapr-1)
                 (undefined) external _apr_pool_cleanup_kill (from libapr-1)
                 (undefined) external _apr_pool_cleanup_null (from libapr-1)
                 (undefined) external _apr_pool_cleanup_register (from libapr-1)
                 (undefined) external _apr_pool_cleanup_run (from libapr-1)
                 (undefined) external _apr_pool_clear (from libapr-1)
                 (undefined) external _apr_pool_create_ex (from libapr-1)
                 (undefined) external _apr_pool_destroy (from libapr-1)
                 (undefined) external _apr_pool_is_ancestor (from libapr-1)
                 (undefined) external _apr_pool_parent_get (from libapr-1)
                 (undefined) external _apr_pool_pre_cleanup_register (from libapr-1)
00000002002363f4 (__TEXT,__text) external _apr_posix_perms2mode
                 (undefined) external _apr_proc_mutex_lock (from libapr-1)
                 (undefined) external _apr_proc_mutex_unlock (from libapr-1)
                 (undefined) external _apr_psprintf (from libapr-1)
                 (undefined) external _apr_pstrcat (from libapr-1)
                 (undefined) external _apr_pstrdup (from libapr-1)
                 (undefined) external _apr_pstrmemdup (from libapr-1)
                 (undefined) external _apr_pstrndup (from libapr-1)
000000020023be90 (__TEXT,__text) external _apr_queue_create
000000020023c3e0 (__TEXT,__text) external _apr_queue_interrupt_all
000000020023c1d0 (__TEXT,__text) external _apr_queue_pop
000000020023bfb4 (__TEXT,__text) external _apr_queue_push
000000020023c1c8 (__TEXT,__text) external _apr_queue_size
000000020023c43c (__TEXT,__text) external _apr_queue_term
000000020023c300 (__TEXT,__text) external _apr_queue_trypop
000000020023c0ec (__TEXT,__text) external _apr_queue_trypush
000000020023c8b0 (__TEXT,__text) external _apr_reslist_acquire
000000020023cb80 (__TEXT,__text) external _apr_reslist_acquired_count
000000020023cc1c (__TEXT,__text) external _apr_reslist_cleanup_order_set
000000020023c63c (__TEXT,__text) external _apr_reslist_create
000000020023c894 (__TEXT,__text) external _apr_reslist_destroy
000000020023cbbc (__TEXT,__text) external _apr_reslist_invalidate
000000020023c49c (__TEXT,__text) external _apr_reslist_maintain
000000020023ca84 (__TEXT,__text) external _apr_reslist_release
000000020023cb78 (__TEXT,__text) external _apr_reslist_timeout_set
000000020023d670 (__TEXT,__text) external _apr_rmm_addr_get
000000020023d050 (__TEXT,__text) external _apr_rmm_attach
000000020023d474 (__TEXT,__text) external _apr_rmm_calloc
000000020023cec8 (__TEXT,__text) external _apr_rmm_destroy
000000020023d0dc (__TEXT,__text) external _apr_rmm_detach
000000020023d67c (__TEXT,__text) external _apr_rmm_free
000000020023cccc (__TEXT,__text) external _apr_rmm_init
000000020023d0e4 (__TEXT,__text) external _apr_rmm_malloc
000000020023d664 (__TEXT,__text) external _apr_rmm_offset_get
000000020023d880 (__TEXT,__text) external _apr_rmm_overhead_get
000000020023d5a0 (__TEXT,__text) external _apr_rmm_realloc
0000000200236998 (__TEXT,__text) external _apr_sdbm_close
0000000200236c2c (__TEXT,__text) external _apr_sdbm_delete
0000000200236a04 (__TEXT,__text) external _apr_sdbm_fetch
000000020023708c (__TEXT,__text) external _apr_sdbm_firstkey
0000000200237310 (__TEXT,__text) external _apr_sdbm_lock
0000000200237180 (__TEXT,__text) external _apr_sdbm_nextkey
00000002002367c0 (__TEXT,__text) external _apr_sdbm_open
0000000200236cfc (__TEXT,__text) external _apr_sdbm_rdonly
0000000200236d64 (__TEXT,__text) external _apr_sdbm_store
0000000200237428 (__TEXT,__text) external _apr_sdbm_unlock
0000000200232ad4 (__TEXT,__text) external _apr_sha1_base64
00000002002329e8 (__TEXT,__text) external _apr_sha1_final
0000000200231bbc (__TEXT,__text) external _apr_sha1_init
00000002002329e4 (__TEXT,__text) external _apr_sha1_update
0000000200231be0 (__TEXT,__text) external _apr_sha1_update_binary
                 (undefined) external _apr_sleep (from libapr-1)
                 (undefined) external _apr_snprintf (from libapr-1)
                 (undefined) external _apr_sockaddr_info_get (from libapr-1)
                 (undefined) external _apr_socket_close (from libapr-1)
                 (undefined) external _apr_socket_connect (from libapr-1)
                 (undefined) external _apr_socket_create (from libapr-1)
                 (undefined) external _apr_socket_recv (from libapr-1)
                 (undefined) external _apr_socket_sendv (from libapr-1)
                 (undefined) external _apr_socket_timeout_get (from libapr-1)
                 (undefined) external _apr_socket_timeout_set (from libapr-1)
000000020023e968 (__TEXT,__text) external _apr_strmatch_precompile
                 (undefined) external _apr_strtok (from libapr-1)
000000020024003c (__TEXT,__text) external _apr_text_append
                 (undefined) external _apr_thread_cond_broadcast (from libapr-1)
                 (undefined) external _apr_thread_cond_create (from libapr-1)
                 (undefined) external _apr_thread_cond_destroy (from libapr-1)
                 (undefined) external _apr_thread_cond_signal (from libapr-1)
                 (undefined) external _apr_thread_cond_timedwait (from libapr-1)
                 (undefined) external _apr_thread_cond_wait (from libapr-1)
                 (undefined) external _apr_thread_create (from libapr-1)
                 (undefined) external _apr_thread_data_get (from libapr-1)
                 (undefined) external _apr_thread_data_set (from libapr-1)
                 (undefined) external _apr_thread_detach (from libapr-1)
                 (undefined) external _apr_thread_exit (from libapr-1)
                 (undefined) external _apr_thread_join (from libapr-1)
                 (undefined) external _apr_thread_mutex_create (from libapr-1)
                 (undefined) external _apr_thread_mutex_destroy (from libapr-1)
                 (undefined) external _apr_thread_mutex_lock (from libapr-1)
                 (undefined) external _apr_thread_mutex_unlock (from libapr-1)
000000020023e43c (__TEXT,__text) external _apr_thread_pool_busy_count
000000020023d890 (__TEXT,__text) external _apr_thread_pool_create
000000020023de74 (__TEXT,__text) external _apr_thread_pool_destroy
000000020023e44c (__TEXT,__text) external _apr_thread_pool_idle_count
000000020023e474 (__TEXT,__text) external _apr_thread_pool_idle_max_get
000000020023e484 (__TEXT,__text) external _apr_thread_pool_idle_max_set
000000020023e47c (__TEXT,__text) external _apr_thread_pool_idle_wait_get
000000020023e554 (__TEXT,__text) external _apr_thread_pool_idle_wait_set
000000020023de94 (__TEXT,__text) external _apr_thread_pool_push
000000020023e0ec (__TEXT,__text) external _apr_thread_pool_schedule
000000020023e42c (__TEXT,__text) external _apr_thread_pool_scheduled_tasks_count
000000020023e610 (__TEXT,__text) external _apr_thread_pool_task_owner_get
000000020023e25c (__TEXT,__text) external _apr_thread_pool_tasks_cancel
000000020023e424 (__TEXT,__text) external _apr_thread_pool_tasks_count
000000020023e45c (__TEXT,__text) external _apr_thread_pool_tasks_high_count
000000020023e454 (__TEXT,__text) external _apr_thread_pool_tasks_run_count
000000020023e564 (__TEXT,__text) external _apr_thread_pool_thread_max_get
000000020023e56c (__TEXT,__text) external _apr_thread_pool_thread_max_set
000000020023e434 (__TEXT,__text) external _apr_thread_pool_threads_count
000000020023e464 (__TEXT,__text) external _apr_thread_pool_threads_high_count
000000020023e46c (__TEXT,__text) external _apr_thread_pool_threads_idle_timeout_count
000000020023e5f8 (__TEXT,__text) external _apr_thread_pool_threshold_get
000000020023e600 (__TEXT,__text) external _apr_thread_pool_threshold_set
000000020023e250 (__TEXT,__text) external _apr_thread_pool_top
                 (undefined) external _apr_thread_rwlock_rdlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_unlock (from libapr-1)
                 (undefined) external _apr_thread_rwlock_wrlock (from libapr-1)
                 (undefined) external _apr_time_exp_get (from libapr-1)
                 (undefined) external _apr_time_exp_gmt_get (from libapr-1)
                 (undefined) external _apr_time_now (from libapr-1)
000000020023ee98 (__TEXT,__text) external _apr_uri_parse
000000020023f2b4 (__TEXT,__text) external _apr_uri_parse_hostinfo
000000020023ebf8 (__TEXT,__text) external _apr_uri_port_of_scheme
000000020023ec4c (__TEXT,__text) external _apr_uri_unparse
000000020023533c (__TEXT,__text) external _apr_uuid_format
00000002002351d4 (__TEXT,__text) external _apr_uuid_get
00000002002353c4 (__TEXT,__text) external _apr_uuid_parse
                 (undefined) external _apr_vformatter (from libapr-1)
000000020023f7c0 (__TEXT,__text) external _apr_xlate_close
000000020023f6c8 (__TEXT,__text) external _apr_xlate_conv_buffer
000000020023f7a8 (__TEXT,__text) external _apr_xlate_conv_byte
000000020023f3bc (__TEXT,__text) external _apr_xlate_open
000000020023f6b0 (__TEXT,__text) external _apr_xlate_sb_get
0000000200240a00 (__TEXT,__text) external _apr_xml_empty_elem
000000020023f910 (__TEXT,__text) external _apr_xml_insert_uri
000000020023ff7c (__TEXT,__text) external _apr_xml_parse_file
000000020023f7dc (__TEXT,__text) external _apr_xml_parser_create
000000020023fe28 (__TEXT,__text) external _apr_xml_parser_done
000000020023fdc0 (__TEXT,__text) external _apr_xml_parser_feed
000000020023fea4 (__TEXT,__text) external _apr_xml_parser_geterror
00000002002401c4 (__TEXT,__text) external _apr_xml_quote_elem
0000000200240090 (__TEXT,__text) external _apr_xml_quote_string
0000000200240278 (__TEXT,__text) external _apr_xml_to_text
00000002002378bc (__TEXT,__text) external _apu__sdbm_chkpage
00000002002376bc (__TEXT,__text) external _apu__sdbm_delpair
000000020023762c (__TEXT,__text) external _apu__sdbm_duppair
0000000200237464 (__TEXT,__text) external _apu__sdbm_fitpair
000000020023766c (__TEXT,__text) external _apu__sdbm_getnkey
000000020023752c (__TEXT,__text) external _apu__sdbm_getpair
0000000200237258 (__TEXT,__text) external _apu__sdbm_hash
0000000200245370 (__TEXT,__const) external _apu__sdbm_nullitem
0000000200237498 (__TEXT,__text) external _apu__sdbm_putpair
0000000200237790 (__TEXT,__text) external _apu__sdbm_splpage
000000020023e94c (__TEXT,__text) external _apu_version
000000020023e95c (__TEXT,__text) external _apu_version_string
                 (undefined) external _atof (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _crypt (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _iconv (from libiconv)
                 (undefined) external _iconv_close (from libiconv)
                 (undefined) external _iconv_open (from libiconv)
                 (undefined) external _ldap_bind_s (from LDAP)
                 (undefined) external _ldap_err2string (from LDAP)
                 (undefined) external _ldap_get_option (from LDAP)
                 (undefined) external _ldap_init (from LDAP)
                 (undefined) external _ldap_set_option (from LDAP)
                 (undefined) external _ldap_set_rebind_proc (from LDAP)
                 (undefined) external _ldap_start_tls_s (from LDAP)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sqlite3_bind_blob (from libsqlite3)
                 (undefined) external _sqlite3_bind_double (from libsqlite3)
                 (undefined) external _sqlite3_bind_int (from libsqlite3)
                 (undefined) external _sqlite3_bind_int64 (from libsqlite3)
                 (undefined) external _sqlite3_bind_null (from libsqlite3)
