
/System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstored (for architecture x86_64):
                 (undefined) external _$s10Foundation21_BridgedStoredNSErrorPAAE_8userInfox4CodeQz_SDySSypGtcfC (from Foundation)
                 (undefined) external _$s10Foundation21_BridgedStoredNSErrorPSHTb (from Foundation)
                 (undefined) external _$s10Foundation22_convertErrorToNSErrorySo0E0Cs0C0_pF (from Foundation)
                 (undefined) external _$s10Foundation22_convertNSErrorToErrorys0E0_pSo0C0CSgF (from Foundation)
                 (undefined) external _$s10Foundation26_ObjectiveCBridgeableErrorMp (from Foundation)
                 (undefined) external _$s10Foundation26_ObjectiveCBridgeableErrorP15_bridgedNSErrorxSgSo0F0Ch_tcfCTq (from Foundation)
                 (undefined) external _$s10Foundation26_ObjectiveCBridgeableErrorPs0D0Tb (from Foundation)
                 (undefined) external _$s10Foundation3URLV13DirectoryHintO13inferFromPathyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation3URLV13DirectoryHintOMa (from Foundation)
                 (undefined) external _$s10Foundation3URLV14absoluteStringSSvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV15fileURLWithPath11isDirectoryACSSh_SbtcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLV19_bridgeToObjectiveCSo5NSURLCyF (from Foundation)
                 (undefined) external _$s10Foundation3URLV36_unconditionallyBridgeFromObjectiveCyACSo5NSURLCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation3URLV9appending4path13directoryHintACx_AC09DirectoryF0OtSyRzlF (from Foundation)
                 (undefined) external _$s10Foundation3URLVMa (from Foundation)
                 (undefined) external _$s10Foundation3URLVMn (from Foundation)
                 (undefined) external _$s10Foundation3URLVSEAAMc (from Foundation)
                 (undefined) external _$s10Foundation3URLVs21_ObjectiveCBridgeableAAMc (from Foundation)
                 (undefined) external _$s10Foundation3URLVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataV10contentsOf7optionsAcA3URLVh_So20NSDataReadingOptionsVtKcfC (from Foundation)
                 (undefined) external _$s10Foundation4DataV14RangeReferenceCMa (from Foundation)
                 (undefined) external _$s10Foundation4DataV19_bridgeToObjectiveCSo6NSDataCyF (from Foundation)
                 (undefined) external _$s10Foundation4DataV34_conditionallyBridgeFromObjectiveC_6resultSbSo6NSDataC_ACSgztFZ (from Foundation)
                 (undefined) external _$s10Foundation4DataV36_unconditionallyBridgeFromObjectiveCyACSo6NSDataCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4DataV5write2to7optionsyAA3URLV_So20NSDataWritingOptionsVtKF (from Foundation)
                 (undefined) external _$s10Foundation4DataVAA0B8ProtocolAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataVMn (from Foundation)
                 (undefined) external _$s10Foundation4DataVN (from Foundation)
                 (undefined) external _$s10Foundation4DateV026timeIntervalSinceReferenceB0ACSd_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4DateV026timeIntervalSinceReferenceB0Sdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV13distantFutureACvgZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV17timeIntervalSinceySdACF (from Foundation)
                 (undefined) external _$s10Foundation4DateV18addingTimeIntervalyACSdF (from Foundation)
                 (undefined) external _$s10Foundation4DateV19_bridgeToObjectiveCSo6NSDateCyF (from Foundation)
                 (undefined) external _$s10Foundation4DateV1loiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV20timeIntervalSinceNowSdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV21timeIntervalSince1970Sdvg (from Foundation)
                 (undefined) external _$s10Foundation4DateV36_unconditionallyBridgeFromObjectiveCyACSo6NSDateCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4DateV3nowACvgZ (from Foundation)
                 (undefined) external _$s10Foundation4DateVACycfC (from Foundation)
                 (undefined) external _$s10Foundation4DateVMa (from Foundation)
                 (undefined) external _$s10Foundation4DateVMn (from Foundation)
                 (undefined) external _$s10Foundation4DateVSEAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DateVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV19_bridgeToObjectiveCSo6NSUUIDCyF (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV2eeoiySbAC_ACtFZ (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV36_unconditionallyBridgeFromObjectiveCyACSo6NSUUIDCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV4uuids5UInt8V_A15Ftvg (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVACycfC (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMa (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMn (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVSHAAMc (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVSQAAMc (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation6LocaleV10identifierACSS_tcfC (from Foundation)
                 (undefined) external _$s10Foundation6LocaleV7currentACvgZ (from Foundation)
                 (undefined) external _$s10Foundation6LocaleVMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV14MatchingPolicyO8nextTimeyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV14MatchingPolicyOMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV15SearchDirectionO7forwardyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV15SearchDirectionOMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV18RepeatedTimePolicyO4lastyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV18RepeatedTimePolicyO5firstyA2EmFWC (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV18RepeatedTimePolicyOMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV4date_17matchesComponentsSbAA4DateV_AA0fE0VtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV7currentACvgZ (from Foundation)
                 (undefined) external _$s10Foundation8CalendarV8nextDate5after8matching0F6Policy012repeatedTimeG09directionAA0D0VSgAK_AA0D10ComponentsVAC08MatchingG0OAC08RepeatediG0OAC15SearchDirectionOtF (from Foundation)
                 (undefined) external _$s10Foundation8CalendarVMa (from Foundation)
                 (undefined) external _$s10Foundation8CalendarVMn (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneV14secondsFromGMTACSgSi_tcfC (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneV19_bridgeToObjectiveCSo06NSTimeC0CyF (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneVMa (from Foundation)
                 (undefined) external _$s10Foundation8TimeZoneVMn (from Foundation)
                 (undefined) external _$s10Foundation8URLErrorV21networkConnectionLostAC4CodeVvgZ (from Foundation)
                 (undefined) external _$s10Foundation8URLErrorV22notConnectedToInternetAC4CodeVvgZ (from Foundation)
                 (undefined) external _$s10Foundation8URLErrorV4CodeVAA06_ErrorC8ProtocolAAMc (from Foundation)
                 (undefined) external _$s10Foundation8URLErrorV4CodeVMa (from Foundation)
                 (undefined) external _$s10Foundation8URLErrorV8timedOutAC4CodeVvgZ (from Foundation)
                 (undefined) external _$s10ObjectiveC8ObjCBoolVMn (from libswiftObjectiveC)
                 (undefined) external _$s10_ErrorType10Foundation01_A12CodeProtocolPTl (from Foundation)
                 (undefined) external _$s14AppStoreDaemon11FeatureFlagO16ephemeralAccountyA2CmFWC (from AppStoreDaemon)
                 (undefined) external _$s14AppStoreDaemon11FeatureFlagOMa (from AppStoreDaemon)
                 (undefined) external _$s14AppStoreDaemon20asd_isFeatureEnabledySbAA0F4FlagOF (from AppStoreDaemon)
                 (undefined) external _$s14CoreFoundation9_CFObjectMp (from libswiftCoreFoundation)
                 (undefined) external _$s14CoreFoundation9_CFObjectPAAE2eeoiySbx_xtFZ (from libswiftCoreFoundation)
                 (undefined) external _$s14CoreFoundation9_CFObjectPAAE4hash4intoys6HasherVz_tF (from libswiftCoreFoundation)
                 (undefined) external _$s14CoreFoundation9_CFObjectPAAE9hashValueSivg (from libswiftCoreFoundation)
                 (undefined) external _$s14CoreFoundation9_CFObjectPSHTb (from libswiftCoreFoundation)
                 (undefined) external _$s15RuntimeInternal12TypeMetadataV10descriptorAA0C10DescriptorVvg (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal13TupleMetadataV8ElementsV8endIndexSivg (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal13TupleMetadataVyACSVcfC (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal15ClassDescriptorVMn (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal16StructDescriptorVMn (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal17ValueWitnessTableV5FlagsVMn (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal8MetadataV4KindV5tupleAEvgZ (from RuntimeInternal)
                 (undefined) external _$s15RuntimeInternal8MetadataVMn (from RuntimeInternal)
                 (undefined) external _$s15_ObjectiveCTypes01_A11CBridgeablePTl (from libswiftCore)
                 (undefined) external _$s17_StringProcessing14RegexComponentP10FoundationAD18IntegerFormatStyleVySiGRszrlE09localizedF06localeAgD6LocaleV_tFZ (from Foundation)
                 (undefined) external _$s17_StringProcessing5RegexV5MatchV6outputxvg (from libswift_StringProcessing)
                 (undefined) external _$s17_StringProcessing5RegexV5MatchVMn (from libswift_StringProcessing)
                 (undefined) external _$s18ReflectionInternal4CaseV10hasPayloadSbvg (from ReflectionInternal)
                 (undefined) external _$s18ReflectionInternal4CaseV3get4fromypSgyp_tF (from ReflectionInternal)
                 (undefined) external _$s18ReflectionInternal5FieldV4nameSSvg (from ReflectionInternal)
                 (undefined) external _$s18ReflectionInternal5FieldV4typeAA4TypeVvg (from ReflectionInternal)
                 (undefined) external _$s18ReflectionInternal6FieldsV8endIndexSivg (from ReflectionInternal)
                 (undefined) external _$s19CollectionsInternal12_DequeBufferCMn (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal5DequeV8_StorageV13_growCapacity2to8linearlyS2i_SbtF (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal5DequeVMn (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV11descriptionSSvg (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV11removeFirstyySiF (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV4fill2in4withySnySiG_SbtF (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV6append10contentsOfyAC_tF (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV6appendyySbF (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayV9repeating5countACSb_SitcfC (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayVMn (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayVN (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayVSEAAMc (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayVSeAAMc (from CollectionsInternal)
                 (undefined) external _$s19CollectionsInternal8BitArrayVySbSicis (from CollectionsInternal)
                 (undefined) external _$s2os21OSAllocatedUnfairLockVMn (from libswiftos)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE10appInstallACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE2qaACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE7metricsACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE7updatesACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE8downloadACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV14AppStoreDaemonE8storeKitACvgZ (from AppStoreDaemon)
                 (undefined) external _$s2os6LoggerV9logObjectSo03OS_a1_C0Cvg (from libswiftos)
                 (undefined) external _$s2os6LoggerVMa (from libswiftos)
                 (undefined) external _$s2os6LoggerVMn (from libswiftos)
                 (undefined) external _$s4Code10Foundation21_BridgedStoredNSErrorPTl (from Foundation)
                 (undefined) external _$s6Darwin14POSIXErrorCodeO10Foundation06_ErrorC8ProtocolADMc (from Foundation)
                 (undefined) external _$s6Darwin14POSIXErrorCodeO5ELASTACvgZ (from libswift_errno)
                 (undefined) external _$s6Darwin14POSIXErrorCodeO8rawValueACSgs5Int32V_tcfC (from libswift_errno)
                 (undefined) external _$s6Darwin14POSIXErrorCodeON (from libswift_errno)
                 (undefined) external _$s6Darwin4openys5Int32VSPys4Int8VG_ADs6UInt16VtF (from libswiftDarwin)
                 (undefined) external _$s6Darwin5errnos5Int32Vvg (from libswift_errno)
                 (undefined) external _$s6Darwin5fcntlys5Int32VAD_ADSvtF (from libswiftDarwin)
                 (undefined) external _$s6Darwin5fcntlys5Int32VAD_ADtF (from libswiftDarwin)
                 (undefined) external _$s6Digest9CryptoKit12HashFunctionPTl (from CryptoKit)
                 (undefined) external _$s7Network10NWEndpointO3urlyAC10Foundation3URLVcACmFWC (from Network)
                 (undefined) external _$s7Network10NWEndpointOMa (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeO13wiredEthernetyA2EmFWC (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeO4wifiyA2EmFWC (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeO5otheryA2EmFWC (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeO8cellularyA2EmFWC (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeO8loopbackyA2EmFWC (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeOMa (from Network)
                 (undefined) external _$s7Network11NWInterfaceV13InterfaceTypeOMn (from Network)
                 (undefined) external _$s7Network11NWInterfaceV4typeAC13InterfaceTypeOvg (from Network)
                 (undefined) external _$s7Network11NWInterfaceVMa (from Network)
                 (undefined) external _$s7Network11NWInterfaceVMn (from Network)
                 (undefined) external _$s7Network11NWInterfaceVyACSgSScfC (from Network)
                 (undefined) external _$s7Network12NWConnectionC10parametersAA12NWParametersCvg (from Network)
                 (undefined) external _$s7Network12NWConnectionC11currentPathAA6NWPathVSgvg (from Network)
                 (undefined) external _$s7Network12NWConnectionC11forceCancelyyF (from Network)
                 (undefined) external _$s7Network12NWConnectionC17pathUpdateHandleryAA6NWPathVcSgvs (from Network)
                 (undefined) external _$s7Network12NWConnectionC2to5usingAcA10NWEndpointO_AA12NWParametersCtcfc (from Network)
                 (undefined) external _$s7Network12NWConnectionC5start5queueySo012OS_dispatch_D0C_tF (from Network)
                 (undefined) external _$s7Network12NWConnectionCMa (from Network)
                 (undefined) external _$s7Network12NWConnectionCMn (from Network)
                 (undefined) external _$s7Network12NWParametersC22prohibitExpensivePathsSbvs (from Network)
                 (undefined) external _$s7Network12NWParametersC24prohibitConstrainedPathsSbvs (from Network)
                 (undefined) external _$s7Network12NWParametersC24prohibitedInterfaceTypesSayAA11NWInterfaceV0D4TypeOGSgvs (from Network)
                 (undefined) external _$s7Network12NWParametersC25sourceApplicationBundleIDSSSgvs (from Network)
                 (undefined) external _$s7Network12NWParametersC3udpACvgZ (from Network)
                 (undefined) external _$s7Network12NWParametersCMa (from Network)
                 (undefined) external _$s7Network6NWPathV6StatusO9satisfiedyA2EmFWC (from Network)
                 (undefined) external _$s7Network6NWPathV6StatusOMa (from Network)
                 (undefined) external _$s7Network6NWPathV6StatusOMn (from Network)
                 (undefined) external _$s7Network6NWPathV6StatusOSQAAMc (from Network)
                 (undefined) external _$s7Network6NWPathV6statusAC6StatusOvg (from Network)
                 (undefined) external _$s7Network6NWPathVMa (from Network)
                 (undefined) external _$s7Network6NWPathVMn (from Network)
                 (undefined) external _$s8AllCasess12CaseIterablePTl (from libswiftCore)
                 (undefined) external _$s8Dispatch0A13WorkItemFlagsVMa (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A13WorkItemFlagsVMn (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A13WorkItemFlagsVs10SetAlgebraAAMc (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A3QoSV0B6SClassO7defaultyA2EmFWC (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A3QoSV0B6SClassOMa (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A3QoSV11unspecifiedACvgZ (from libswiftDispatch)
                 (undefined) external _$s8Dispatch0A3QoSVMa (from libswiftDispatch)
                 (undefined) external _$s8RawValueSYTl (from libswiftCore)
                 (undefined) external _$s9CryptoKit12HashFunctionMp (from CryptoKit)
                 (undefined) external _$s9CryptoKit12HashFunctionP6DigestAC_AaDTn (from CryptoKit)
                 (undefined) external _$s9CryptoKit12HashFunctionP8finalize6DigestQzyFTj (from CryptoKit)
                 (undefined) external _$s9CryptoKit12HashFunctionPAAE6update4datayqd___t10Foundation12DataProtocolRd__lF (from CryptoKit)
                 (undefined) external _$s9CryptoKit12HashFunctionTL (from CryptoKit)
                 (undefined) external _$s9CryptoKit6DigestP9byteCountSivgZTj (from CryptoKit)
                 (undefined) external _$s9CryptoKit6SHA256VAA12HashFunctionAAMc (from CryptoKit)
                 (undefined) external _$s9CryptoKit6SHA256VACycfC (from CryptoKit)
                 (undefined) external _$s9CryptoKit6SHA256VMa (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO3MD5VAA12HashFunctionAAMc (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO3MD5VAEycfC (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO3MD5VMa (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO4SHA1VAA12HashFunctionAAMc (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO4SHA1VAEycfC (from CryptoKit)
                 (undefined) external _$s9CryptoKit8InsecureO4SHA1VMa (from CryptoKit)
                 (undefined) external _$sBOWV (from libswiftCore)
                 (undefined) external _$sBbWV (from libswiftCore)
                 (undefined) external _$sBi32_WV (from libswiftCore)
                 (undefined) external _$sBi64_WV (from libswiftCore)
                 (undefined) external _$sBoWV (from libswiftCore)
                 (undefined) external _$sBpWV (from libswiftCore)
                 (undefined) external _$sS2cEycfC (from libswift_Concurrency)
                 (undefined) external _$sSD10FoundationE19_bridgeToObjectiveCSo12NSDictionaryCyF (from Foundation)
                 (undefined) external _$sSD10FoundationE34_conditionallyBridgeFromObjectiveC_6resultSbSo12NSDictionaryC_SDyxq_GSgztFZ (from Foundation)
                 (undefined) external _$sSD10FoundationE36_unconditionallyBridgeFromObjectiveCySDyxq_GSo12NSDictionaryCSgFZ (from Foundation)
                 (undefined) external _$sSDyxq_GSEsSERzSER_rlMc (from libswiftCore)
                 (undefined) external _$sSDyxq_GSesSeRzSeR_rlMc (from libswiftCore)
                 (undefined) external _$sSE6encode2toys7Encoder_p_tKFTq (from libswiftCore)
                 (undefined) external _$sSEMp (from libswiftCore)
                 (undefined) external _$sSH13_rawHashValue4seedS2i_tFTj (from libswiftCore)
