00007ff8433508f0 (__DATA,__data) external _NDR_record
00007ff80040cc3c (__TEXT,__text) external ___rename
00007ff800414ba0 (__TEXT,__text) external ___renameat
00007ff800414bb8 (__TEXT,__text) external ___renameatx_np
00007ff80040cc74 (__TEXT,__text) external ___rmdir
00007ff8004146d8 (__TEXT,__text) external ___sandbox_me
00007ff800414798 (__TEXT,__text) external ___sandbox_mm
00007ff80040b348 (__TEXT,__text) external ___sandbox_ms
00007ff800410b78 (__TEXT,__text) external ___sandbox_msp
00007ff800412cc8 (__TEXT,__text) external ___select
00007ff80040d3d0 (__TEXT,__text) external ___select_nocancel
00007ff80041193c (__TEXT,__text) external ___sem_open
00007ff800414bd0 (__TEXT,__text) external ___sem_wait_nocancel
00007ff800414be8 (__TEXT,__text) external ___semctl
00007ff800414c00 (__TEXT,__text) external ___semsys
00007ff80040c86c (__TEXT,__text) external ___semwait_signal
00007ff80040fc18 (__TEXT,__text) external ___semwait_signal_nocancel
00007ff80040e658 (__TEXT,__text) external ___sendmsg
00007ff80040d418 (__TEXT,__text) external ___sendmsg_nocancel
00007ff80040d500 (__TEXT,__text) external ___sendto
00007ff80040d388 (__TEXT,__text) external ___sendto_nocancel
00007ff80040c958 (__TEXT,__text) external ___setattrlist
00007ff8004138a0 (__TEXT,__text) external ___setlogin
00007ff800410704 (__TEXT,__text) external ___setpriority
00007ff800414c18 (__TEXT,__text) external ___setregid
00007ff800414c30 (__TEXT,__text) external ___setreuid
00007ff80040c148 (__TEXT,__text) external ___setrlimit
00007ff800414c48 (__TEXT,__text) external ___setsgroups
00007ff80041176c (__TEXT,__text) external ___settid
00007ff800414c60 (__TEXT,__text) external ___settid_with_pid
00007ff800414c78 (__TEXT,__text) external ___settimeofday
00007ff800414c90 (__TEXT,__text) external ___setwgroups
00007ff800411994 (__TEXT,__text) external ___sfi_ctl
00007ff800414ca8 (__TEXT,__text) external ___sfi_pidctl
00007ff800414cc0 (__TEXT,__text) external ___shared_region_check_np
00007ff800414cd8 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff80040b234 (__TEXT,__text) external ___shm_open
00007ff800414cf0 (__TEXT,__text) external ___shmctl
00007ff800414d08 (__TEXT,__text) external ___shmsys
00007ff80040ee48 (__TEXT,__text) external ___sigaction
00007ff80040c910 (__TEXT,__text) external ___sigaltstack
00007ff80041348c (__TEXT,__text) external ___sigreturn
00007ff800414d20 (__TEXT,__text) external ___sigsuspend
00007ff80040fc40 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff8004134bc (__TEXT,__text) external ___sigwait
00007ff80040d400 (__TEXT,__text) external ___socketpair
00007ff800414d38 (__TEXT,__text) external ___stack_snapshot_with_config
00007ff80040e468 (__TEXT,__text) external ___stat64_extended
00007ff800414d50 (__TEXT,__text) external ___stat_extended
00007ff80040ba64 (__TEXT,__text) external ___syscall
00007ff8433509c0 (__DATA,__common) external ___syscall_logger
00007ff80040b180 (__TEXT,__text) external ___sysctl
00007ff80040b2ec (__TEXT,__text) external ___sysctlbyname
00007ff800414d68 (__TEXT,__text) external ___telemetry
00007ff8004125a0 (__TEXT,__text) external ___terminate_with_payload
00007ff80040b5b0 (__TEXT,__text) external ___thread_selfid
00007ff800414d80 (__TEXT,__text) external ___thread_selfusage
00007ff80040b5c8 (__TEXT,__text) external ___ulock_wait
00007ff800414d98 (__TEXT,__text) external ___ulock_wait2
00007ff80040b64c (__TEXT,__text) external ___ulock_wake
00007ff800414db0 (__TEXT,__text) external ___umask_extended
00007ff80040cf18 (__TEXT,__text) external ___unlink
00007ff800411c40 (__TEXT,__text) external ___unlinkat
00007ff800414dc8 (__TEXT,__text) external ___vfork
00007ff80040fbb4 (__TEXT,__text) external ___wait4
00007ff800413d88 (__TEXT,__text) external ___wait4_nocancel
00007ff800414e20 (__TEXT,__text) external ___waitid_nocancel
00007ff8004110a8 (__TEXT,__text) external ___work_interval_ctl
00007ff80040b538 (__TEXT,__text) external ___workq_kernreturn
00007ff80040b550 (__TEXT,__text) external ___workq_open
00007ff80040cea0 (__TEXT,__text) external ___write_nocancel
00007ff800414e38 (__TEXT,__text) external ___writev_nocancel
00007ff8433509b8 (__DATA,__common) external __cpu_capabilities
00007ff8433509b4 (__DATA,__common) external __cpu_has_altivec
00007ff8431697b0 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
00007ff8431697d8 (__DATA_DIRTY,__bss) non-external __dlsym
00007ff800409eb8 (__TEXT,__text) external __exclaves_ctl_trap
00007ff800416766 (__TEXT,__text) non-external __execve_with_filter
00007ff80040fc58 (__TEXT,__text) external __exit
00007ff80040e8c8 (__TEXT,__text) external __get_cpu_capabilities
00007ff843350950 (__DATA,__bss) non-external __gethostuuid_callback
00007ff80041a222 (__TEXT,__text) external __getprivatesystemidentifier
00007ff800424f58 (__TEXT,__text) external __host_page_size
00007ff80040e8b5 (__TEXT,__text) external __init_cpu_capabilities
00007ff800425cd0 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800426d3a (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8004277e4 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800426c53 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff8004276a8 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff800409ca8 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff800428e6d (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff800428242 (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff800409cfc (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff800426f3c (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff800409cb4 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff800426e59 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff80042837c (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff800409d08 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800427cd9 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800428026 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff800409cf0 (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff8004120a5 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff8004128e6 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff800409db0 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff80040e16d (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff80040c747 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff800428d12 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff8004139d8 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff800427a23 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff800428467 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff800409dbc (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff80042885c (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800427f3f (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff800409ce4 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff8004274c3 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff800409cd8 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff800428bed (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800427e0c (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff80042810d (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff800428a32 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff800427022 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff800409cc0 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff8004273db (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff800409ccc (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800426a1a (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff80042710d (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800426b6c (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff80040cf46 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff800409eac (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff80040bf05 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff8004138ea (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff8004272f1 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff8004275bf (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff800428639 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff800427b42 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff80042873d (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff800428947 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800411149 (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff800409ea0 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff800428552 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff800409dc8 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff80042c6f2 (__TEXT,__text) external __kernelrpc_mach_ports_lookup3
00007ff80042c5f8 (__TEXT,__text) external __kernelrpc_mach_ports_register3
00007ff80042f6de (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff800428fa0 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff800409c60 (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff8004290cc (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff800409c78 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff80040aeb2 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff800409c9c (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff8004291b3 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff800409c90 (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff800429e53 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff800409c6c (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff80042938d (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff800429a4e (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff80042a286 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff8004332be (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff800427940 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff80040df4a (__TEXT,__text) external __kernelrpc_thread_policy
00007ff80040ecbd (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff80043158e (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff800413bc3 (__TEXT,__text) external __kernelrpc_vm_map
00007ff8004328a0 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff8004117fe (__TEXT,__text) external __kernelrpc_vm_read
00007ff80040bbbf (__TEXT,__text) external __kernelrpc_vm_remap
00007ff8004329c9 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff800415ba2 (__TEXT,__text) non-external __libkernel_bzero
00007ff8431697d0 (__DATA_DIRTY,__bss) non-external __libkernel_functions
00007ff84008bca0 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff800415c2b (__TEXT,__text) non-external __libkernel_memmove
00007ff800415bac (__TEXT,__text) non-external __libkernel_memset
00007ff800415b81 (__TEXT,__text) non-external __libkernel_strchr
00007ff80040e8d7 (__TEXT,__text) non-external __libkernel_strcmp
00007ff800415fc1 (__TEXT,__text) non-external __libkernel_strcpy
00007ff8431697c0 (__DATA_DIRTY,__data) non-external __libkernel_string_functions
00007ff8004168b8 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8004159bb (__TEXT,__text) non-external __libkernel_strlen
00007ff8431697c8 (__DATA_DIRTY,__data) non-external __libkernel_voucher_functions
00007ff800433950 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff800417c3a (__TEXT,__text) non-external __mach_continuous_time
00007ff84008d680 (__DATA_CONST,__const) external __mach_errors
00007ff8004180f8 (__TEXT,__text) external __mach_fork_child
00007ff800418c9c (__TEXT,__text) external __mach_snprintf
00007ff800418b09 (__TEXT,__text) external __mach_vsnprintf
00007ff843169860 (__DATA_DIRTY,__common) external __os_alloc_once_table
00007ff8433509a4 (__DATA,__common) external __os_xbs_chrooted
00007ff80040f23c (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff800415fe9 (__TEXT,__text) non-external __posix_spawn_with_filter
00007ff80041a227 (__TEXT,__text) external __register_gethostuuid_callback
00007ff800415d74 (__TEXT,__text) non-external __system_version_compat_check_path_suffix
00007ff800415df0 (__TEXT,__text) non-external __system_version_compat_open_shim
00007ff8431697e8 (__DATA_DIRTY,__bss) non-external __task_reply_port
00007ff8004159a0 (__TEXT,__text) external __thread_set_tsd_base
00007ff80043381b (__TEXT,__text) non-external _abort
00007ff80043381b (__TEXT,__text) non-external _abort.561
00007ff80043381b (__TEXT,__text) non-external _abort.563
00007ff80043381b (__TEXT,__text) non-external _abort.586
00007ff8004338cb (__TEXT,__text) external _abort_with_payload
00007ff800433850 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff80043383d (__TEXT,__text) external _abort_with_reason
00007ff800410bdc (__TEXT,__text) external _accept
00007ff800414450 (__TEXT,__text) external _accept$NOCANCEL
00007ff80040a5bc (__TEXT,__text) external _access
00007ff800414468 (__TEXT,__text) external _accessx_np
00007ff800414e50 (__TEXT,__text) external _acct
00007ff8004303f8 (__TEXT,__text) external _act_get_state
00007ff8004305ce (__TEXT,__text) external _act_set_state
00007ff800414e68 (__TEXT,__text) external _adjtime
00007ff800414e80 (__TEXT,__text) external _aio_cancel
00007ff800414e98 (__TEXT,__text) external _aio_error
00007ff800414eb0 (__TEXT,__text) external _aio_fsync
00007ff800414ec8 (__TEXT,__text) external _aio_read
00007ff800414ee0 (__TEXT,__text) external _aio_return
00007ff800414ef8 (__TEXT,__text) external _aio_suspend
00007ff800414480 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff800414f10 (__TEXT,__text) external _aio_write
00007ff800414f28 (__TEXT,__text) external _audit
00007ff8004134a4 (__TEXT,__text) external _audit_session_join
00007ff80041333c (__TEXT,__text) external _audit_session_port
00007ff80040d10c (__TEXT,__text) external _audit_session_self
00007ff800414f40 (__TEXT,__text) external _auditctl
00007ff80041196c (__TEXT,__text) external _auditon
00007ff8004100d0 (__TEXT,__text) external _bind
00007ff84316981c (__DATA_DIRTY,__common) external _bootstrap_port
00007ff80040b27b (__TEXT,__text) external _cerror
00007ff80040a562 (__TEXT,__text) external _cerror_nocancel
00007ff80040d094 (__TEXT,__text) external _change_fdguard_np
00007ff80040b360 (__TEXT,__text) external _chdir
00007ff800410694 (__TEXT,__text) external _chflags
00007ff80040cc8a (__TEXT,__text) external _chmod
00007ff8004100b8 (__TEXT,__text) external _chown
00007ff800414f58 (__TEXT,__text) external _chroot
00007ff800422545 (__TEXT,__text) external _clock_alarm
00007ff80042235b (__TEXT,__text) external _clock_alarm_reply
00007ff8004223c1 (__TEXT,__text) external _clock_get_attributes
00007ff80040e2f6 (__TEXT,__text) external _clock_get_time
00007ff800422235 (__TEXT,__text) external _clock_set_attributes
00007ff800422152 (__TEXT,__text) external _clock_set_time
00007ff800413b2a (__TEXT,__text) external _clock_sleep
00007ff800409e7c (__TEXT,__text) external _clock_sleep_trap
00007ff800411f46 (__TEXT,__text) external _clonefile
00007ff80040dcdc (__TEXT,__text) external _clonefileat
00007ff80040a858 (__TEXT,__text) external _close
00007ff80040b24c (__TEXT,__text) external _close$NOCANCEL
00007ff80041efd4 (__TEXT,__text) external _coalition_create
00007ff80041f051 (__TEXT,__text) external _coalition_info_debug_info
00007ff80041f025 (__TEXT,__text) external _coalition_info_resource_usage
00007ff80041f0a9 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff80041f07d (__TEXT,__text) external _coalition_info_set_name
00007ff80041f0dd (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800414f70 (__TEXT,__text) external _coalition_policy_get
00007ff800414f88 (__TEXT,__text) external _coalition_policy_set
