                 (undefined) external _CC_SHA256_Final (from libSystem)
                 (undefined) external _CC_SHA256_Init (from libSystem)
                 (undefined) external _CC_SHA256_Update (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff814a1f29e (__TEXT,__text) non-external _alone_decode
00007ff8417e43c0 (__DATA_CONST,__const) non-external _decoders
00007ff814a2b82c (__TEXT,__text) non-external _delta_coder_end
00007ff814a2ba0b (__TEXT,__text) non-external _delta_decode
00007ff814a2b89d (__TEXT,__text) non-external _delta_encode
00007ff814a2b9ba (__TEXT,__text) non-external _delta_encoder_update
00007ff814a32160 (__TEXT,__const) non-external _delta_optmap
00007ff814a171cd (__TEXT,__text) non-external _encoder_find
00007ff8417e4150 (__DATA_CONST,__const) non-external _encoders
00007ff814a2df20 (__TEXT,__const) non-external _features
00007ff814a25309 (__TEXT,__text) non-external _file_info_decode
00007ff814a259d0 (__TEXT,__text) non-external _file_info_decoder_end
00007ff814a25a10 (__TEXT,__text) non-external _file_info_decoder_memconfig
00007ff8417e4520 (__DATA_CONST,__const) non-external _filter_name_map
                 (undefined) external _free (from libSystem)
00007ff814a1bd9c (__TEXT,__text) non-external _get_literal_price
00007ff814a2cb93 (__TEXT,__text) non-external _get_options
00007ff814a2d53a (__TEXT,__text) non-external _get_progress
00007ff814a2b23d (__TEXT,__text) non-external _get_thread
00007ff814a20b51 (__TEXT,__text) non-external _hash_append
00007ff814a228d2 (__TEXT,__text) non-external _hc_find_func
00007ff814a2c3f5 (__TEXT,__text) non-external _ia64_code
00007ff814a342c0 (__TEXT,__const) non-external _ia64_code.BRANCH_TABLE
00007ff814a1d846 (__TEXT,__text) non-external _index_cat_helper
00007ff814a20531 (__TEXT,__text) non-external _index_decode
00007ff814a2081c (__TEXT,__text) non-external _index_decoder_end
00007ff814a20841 (__TEXT,__text) non-external _index_decoder_memconfig
00007ff814a1c5ad (__TEXT,__text) non-external _index_encode
00007ff814a1ce60 (__TEXT,__text) non-external _index_encoder_end
00007ff814a1ceba (__TEXT,__text) non-external _index_stream_end
00007ff814a1690f (__TEXT,__text) non-external _index_tree_append
00007ff814a1ce6a (__TEXT,__text) non-external _index_tree_node_end
00007ff814a1794d (__TEXT,__text) non-external _is_options_valid
00007ff814a1ca14 (__TEXT,__text) non-external _iter_set_info
00007ff814a17994 (__TEXT,__text) non-external _length_encoder_reset
00007ff814a17a57 (__TEXT,__text) non-external _length_update_prices
00007ff814a24564 (__TEXT,__text) non-external _lz_decode
00007ff814a24702 (__TEXT,__text) non-external _lz_decoder_end
00007ff814a18c42 (__TEXT,__text) non-external _lz_encode
00007ff814a1cdd3 (__TEXT,__text) non-external _lz_encoder_end
00007ff814a17c27 (__TEXT,__text) non-external _lz_encoder_prepare
00007ff814a2272c (__TEXT,__text) non-external _lz_encoder_set_out_limit
00007ff814a226d1 (__TEXT,__text) non-external _lz_encoder_update
00007ff814a22172 (__TEXT,__text) non-external _lzip_decode
00007ff814a225a8 (__TEXT,__text) non-external _lzip_decoder_end
00007ff814a225d0 (__TEXT,__text) non-external _lzip_decoder_get_check
00007ff814a225db (__TEXT,__text) non-external _lzip_decoder_memconfig
00007ff814a320e0 (__TEXT,__const) non-external _lzma12_mf_map
00007ff814a320b0 (__TEXT,__const) non-external _lzma12_mode_map
00007ff8417e4700 (__DATA_CONST,__const) non-external _lzma12_optmap
00007ff814a298fc (__TEXT,__text) non-external _lzma2_decode
00007ff814a29c0c (__TEXT,__text) non-external _lzma2_decoder_end
00007ff814a297d5 (__TEXT,__text) non-external _lzma2_decoder_init
00007ff814a18e4f (__TEXT,__text) non-external _lzma2_encode
00007ff814a1ce38 (__TEXT,__text) non-external _lzma2_encoder_end
00007ff814a174ad (__TEXT,__text) non-external _lzma2_encoder_init
00007ff814a2961d (__TEXT,__text) non-external _lzma2_encoder_options_update
00007ff814a2df08 (__TEXT,__const) non-external (was a private external) _lzma_5VersionNumber
00007ff814a2dee0 (__TEXT,__const) non-external (was a private external) _lzma_5VersionString
00007ff814a167f0 (__TEXT,__text) non-external (was a private external) _lzma_alloc
00007ff814a1cfd6 (__TEXT,__text) non-external (was a private external) _lzma_alloc_zero
00007ff814a1f5a5 (__TEXT,__text) external _lzma_alone_decoder
00007ff814a1f1b4 (__TEXT,__text) non-external (was a private external) _lzma_alone_decoder_init
00007ff814a1dc69 (__TEXT,__text) external _lzma_alone_encoder
00007ff814a1f604 (__TEXT,__text) external _lzma_auto_decoder
00007ff814a1df67 (__TEXT,__text) external _lzma_block_buffer_bound
00007ff814a1df23 (__TEXT,__text) non-external (was a private external) _lzma_block_buffer_bound64
00007ff814a1f908 (__TEXT,__text) external _lzma_block_buffer_decode
00007ff814a1dfab (__TEXT,__text) external _lzma_block_buffer_encode
00007ff814a1d17c (__TEXT,__text) external _lzma_block_compressed_size
00007ff814a1fe91 (__TEXT,__text) external _lzma_block_decoder
00007ff814a1fa4d (__TEXT,__text) non-external (was a private external) _lzma_block_decoder_init
00007ff814a1e57c (__TEXT,__text) external _lzma_block_encoder
00007ff814a16e56 (__TEXT,__text) non-external (was a private external) _lzma_block_encoder_init
00007ff814a1feeb (__TEXT,__text) external _lzma_block_header_decode
00007ff814a18671 (__TEXT,__text) external _lzma_block_header_encode
00007ff814a16cae (__TEXT,__text) external _lzma_block_header_size
00007ff814a1d1d9 (__TEXT,__text) external _lzma_block_total_size
00007ff814a1e25c (__TEXT,__text) external _lzma_block_uncomp_encode
00007ff814a18793 (__TEXT,__text) external _lzma_block_unpadded_size
00007ff814a18610 (__TEXT,__text) non-external (was a private external) _lzma_bufcpy
00007ff814a21f37 (__TEXT,__text) non-external (was a private external) _lzma_check_finish
00007ff814a16fc1 (__TEXT,__text) non-external (was a private external) _lzma_check_init
00007ff814a16fa3 (__TEXT,__text) external _lzma_check_is_supported
00007ff814a2e080 (__TEXT,__const) non-external _lzma_check_is_supported.available_checks
00007ff814a1c21c (__TEXT,__text) external _lzma_check_size
00007ff814a2e090 (__TEXT,__const) non-external _lzma_check_size.check_sizes
00007ff814a19b38 (__TEXT,__text) non-external (was a private external) _lzma_check_update
00007ff814a18060 (__TEXT,__text) external _lzma_code
00007ff814a1ebd5 (__TEXT,__text) external _lzma_cputhreads
00007ff814a169f4 (__TEXT,__text) external _lzma_crc32
00007ff814a2e0a0 (__TEXT,__const) non-external (was a private external) _lzma_crc32_table
00007ff814a21f64 (__TEXT,__text) external _lzma_crc64
00007ff814a300a0 (__TEXT,__const) non-external (was a private external) _lzma_crc64_table
00007ff814a25bfe (__TEXT,__text) non-external _lzma_decode
00007ff814a341d0 (__TEXT,__const) non-external _lzma_decode.next_state
00007ff814a293d6 (__TEXT,__text) non-external _lzma_decoder_init
00007ff814a2911c (__TEXT,__text) non-external _lzma_decoder_reset
00007ff814a293b2 (__TEXT,__text) non-external _lzma_decoder_uncompressed
00007ff814a2b6fb (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_init
00007ff814a2b84d (__TEXT,__text) non-external (was a private external) _lzma_delta_coder_memusage
00007ff814a2b9f6 (__TEXT,__text) non-external (was a private external) _lzma_delta_decoder_init
00007ff814a2b87d (__TEXT,__text) non-external (was a private external) _lzma_delta_encoder_init
00007ff814a2ba80 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_decode
00007ff814a2b9c8 (__TEXT,__text) non-external (was a private external) _lzma_delta_props_encode
00007ff814a1e5d8 (__TEXT,__text) external _lzma_easy_buffer_encode
00007ff814a200c1 (__TEXT,__text) external _lzma_easy_decoder_memusage
00007ff814a16528 (__TEXT,__text) external _lzma_easy_encoder
00007ff814a1e64b (__TEXT,__text) external _lzma_easy_encoder_memusage
00007ff814a1656f (__TEXT,__text) non-external (was a private external) _lzma_easy_preset
00007ff814a2de0f (__TEXT,__text) non-external _lzma_encode
00007ff814a2487b (__TEXT,__text) non-external _lzma_encoder_init
00007ff814a1cd08 (__TEXT,__text) external _lzma_end
00007ff814a321d0 (__TEXT,__const) non-external (was a private external) _lzma_fastpos
00007ff814a25120 (__TEXT,__text) external _lzma_file_info_decoder
00007ff814a25192 (__TEXT,__text) non-external _lzma_file_info_decoder_init
00007ff814a2026b (__TEXT,__text) external _lzma_filter_decoder_is_supported
00007ff814a1e9d9 (__TEXT,__text) external _lzma_filter_encoder_is_supported
00007ff814a203a7 (__TEXT,__text) external _lzma_filter_flags_decode
00007ff814a18819 (__TEXT,__text) external _lzma_filter_flags_encode
00007ff814a16d98 (__TEXT,__text) external _lzma_filter_flags_size
00007ff814a17e80 (__TEXT,__text) external _lzma_filters_copy
00007ff814a1d1f4 (__TEXT,__text) external _lzma_filters_free
00007ff814a1ea05 (__TEXT,__text) external _lzma_filters_update
00007ff814a2e046 (__TEXT,__const) non-external (was a private external) _lzma_footer_magic
00007ff814a17e58 (__TEXT,__text) non-external (was a private external) _lzma_free
00007ff814a1d090 (__TEXT,__text) external _lzma_get_check
00007ff814a1d069 (__TEXT,__text) external _lzma_get_progress
00007ff814a2e040 (__TEXT,__const) non-external (was a private external) _lzma_header_magic
00007ff814a1c239 (__TEXT,__text) external _lzma_index_append
00007ff814a1c830 (__TEXT,__text) external _lzma_index_block_count
00007ff814a208f0 (__TEXT,__text) external _lzma_index_buffer_decode
00007ff814a1ec3c (__TEXT,__text) external _lzma_index_buffer_encode
00007ff814a1d61a (__TEXT,__text) external _lzma_index_cat
00007ff814a1d53c (__TEXT,__text) external _lzma_index_checks
00007ff814a20891 (__TEXT,__text) external _lzma_index_decoder
00007ff814a2043c (__TEXT,__text) non-external (was a private external) _lzma_index_decoder_init
00007ff814a1d8ab (__TEXT,__text) external _lzma_index_dup
00007ff814a1ebe2 (__TEXT,__text) external _lzma_index_encoder
00007ff814a1c4e4 (__TEXT,__text) non-external (was a private external) _lzma_index_encoder_init
00007ff814a16826 (__TEXT,__text) external _lzma_index_end
00007ff814a1d4ba (__TEXT,__text) external _lzma_index_file_size
00007ff814a20ab6 (__TEXT,__text) external _lzma_index_hash_append
00007ff814a20c10 (__TEXT,__text) external _lzma_index_hash_decode
00007ff814a20a82 (__TEXT,__text) external _lzma_index_hash_end
00007ff814a20a08 (__TEXT,__text) external _lzma_index_hash_init
00007ff814a20a8c (__TEXT,__text) external _lzma_index_hash_size
00007ff814a1685f (__TEXT,__text) external _lzma_index_init
00007ff814a1c58d (__TEXT,__text) external _lzma_index_iter_init
00007ff814a1db20 (__TEXT,__text) external _lzma_index_iter_locate
00007ff814a1c83a (__TEXT,__text) external _lzma_index_iter_next
00007ff814a1db09 (__TEXT,__text) external _lzma_index_iter_rewind
00007ff814a1d3ae (__TEXT,__text) external _lzma_index_memusage
00007ff814a1d412 (__TEXT,__text) external _lzma_index_memused
00007ff814a1cc35 (__TEXT,__text) non-external (was a private external) _lzma_index_padding_size
00007ff814a1d393 (__TEXT,__text) non-external (was a private external) _lzma_index_prealloc
00007ff814a1cc58 (__TEXT,__text) external _lzma_index_size
00007ff814a1d473 (__TEXT,__text) external _lzma_index_stream_count
00007ff814a1d555 (__TEXT,__text) external _lzma_index_stream_flags
00007ff814a1d5b3 (__TEXT,__text) external _lzma_index_stream_padding
00007ff814a1d486 (__TEXT,__text) external _lzma_index_stream_size
00007ff814a1d47c (__TEXT,__text) external _lzma_index_total_size
00007ff814a1d532 (__TEXT,__text) external _lzma_index_uncompressed_size
00007ff814a243b2 (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_init
00007ff814a2474b (__TEXT,__text) non-external (was a private external) _lzma_lz_decoder_memusage
00007ff814a17269 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_init
00007ff814a22666 (__TEXT,__text) non-external (was a private external) _lzma_lz_encoder_memusage
00007ff814a22607 (__TEXT,__text) external _lzma_lzip_decoder
00007ff814a22050 (__TEXT,__text) non-external (was a private external) _lzma_lzip_decoder_init
00007ff814a29600 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_block_size
00007ff814a297c4 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_init
00007ff814a29880 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_decoder_memusage
00007ff814a17258 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_init
00007ff814a295e5 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_encoder_memusage
00007ff814a29891 (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_decode
00007ff814a189ab (__TEXT,__text) non-external (was a private external) _lzma_lzma2_props_encode
00007ff814a25b88 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_create
00007ff814a293c5 (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_init
00007ff814a294ee (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage
00007ff814a294db (__TEXT,__text) non-external (was a private external) _lzma_lzma_decoder_memusage_nocheck
00007ff814a19204 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encode
00007ff814a175d8 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_create
00007ff814a2486a (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_init
00007ff814a2489b (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_memusage
00007ff814a17748 (__TEXT,__text) non-external (was a private external) _lzma_lzma_encoder_reset
00007ff814a29490 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_decode
00007ff814a1c1d7 (__TEXT,__text) non-external (was a private external) _lzma_lzma_lclppb_encode
00007ff814a24d8c (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_fast
00007ff814a1a04c (__TEXT,__text) non-external (was a private external) _lzma_lzma_optimum_normal
00007ff814a165a6 (__TEXT,__text) external _lzma_lzma_preset
00007ff814a321ca (__TEXT,__const) non-external _lzma_lzma_preset.depths
00007ff814a321c0 (__TEXT,__const) non-external _lzma_lzma_preset.dict_pow2
00007ff814a29530 (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_decode
00007ff814a24920 (__TEXT,__text) non-external (was a private external) _lzma_lzma_props_encode
00007ff814a24988 (__TEXT,__text) non-external _lzma_lzma_set_out_limit
00007ff814a1d0f2 (__TEXT,__text) external _lzma_memlimit_get
00007ff814a1d139 (__TEXT,__text) external _lzma_memlimit_set
00007ff814a1d0ab (__TEXT,__text) external _lzma_memusage
00007ff814a22d03 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_find
00007ff814a22d97 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt2_skip
00007ff814a22e19 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_find
00007ff814a22f91 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt3_skip
00007ff814a1ba12 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_find
00007ff814a19bf4 (__TEXT,__text) non-external (was a private external) _lzma_mf_bt4_skip
00007ff814a1b975 (__TEXT,__text) non-external (was a private external) _lzma_mf_find
00007ff814a2276e (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_find
00007ff814a229bd (__TEXT,__text) non-external (was a private external) _lzma_mf_hc3_skip
00007ff814a22a50 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_find
00007ff814a22c51 (__TEXT,__text) non-external (was a private external) _lzma_mf_hc4_skip
00007ff814a22750 (__TEXT,__text) external _lzma_mf_is_supported
00007ff814a21135 (__TEXT,__text) external _lzma_microlzma_decoder
00007ff814a1e684 (__TEXT,__text) external _lzma_microlzma_encoder
00007ff814a24975 (__TEXT,__text) external _lzma_mode_is_supported
00007ff814a1eb3e (__TEXT,__text) non-external (was a private external) _lzma_mt_block_size
00007ff814a1677f (__TEXT,__text) non-external (was a private external) _lzma_next_end
00007ff814a171f9 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_init
00007ff814a1d038 (__TEXT,__text) non-external (was a private external) _lzma_next_filter_update
00007ff814a249e1 (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache
00007ff814a24a28 (__TEXT,__text) non-external (was a private external) _lzma_outq_clear_cache2
00007ff814a24d58 (__TEXT,__text) non-external (was a private external) _lzma_outq_enable_partial_output
00007ff814a24b93 (__TEXT,__text) non-external (was a private external) _lzma_outq_end
00007ff814a24c45 (__TEXT,__text) non-external (was a private external) _lzma_outq_get_buf
00007ff814a24ab3 (__TEXT,__text) non-external (was a private external) _lzma_outq_init
00007ff814a24c9f (__TEXT,__text) non-external (was a private external) _lzma_outq_is_readable
00007ff814a249b0 (__TEXT,__text) non-external (was a private external) _lzma_outq_memusage
00007ff814a24bc6 (__TEXT,__text) non-external (was a private external) _lzma_outq_prealloc_buf
00007ff814a24cbf (__TEXT,__text) non-external (was a private external) _lzma_outq_read
00007ff814a1d389 (__TEXT,__text) external _lzma_physmem
00007ff814a20352 (__TEXT,__text) external _lzma_properties_decode
00007ff814a1896a (__TEXT,__text) external _lzma_properties_encode
00007ff814a16deb (__TEXT,__text) external _lzma_properties_size
00007ff814a200fa (__TEXT,__text) external _lzma_raw_buffer_decode
00007ff814a1e8d8 (__TEXT,__text) external _lzma_raw_buffer_encode
00007ff814a17008 (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_init
00007ff814a1d2f8 (__TEXT,__text) non-external (was a private external) _lzma_raw_coder_memusage
00007ff814a202d7 (__TEXT,__text) external _lzma_raw_decoder
00007ff814a202c3 (__TEXT,__text) non-external (was a private external) _lzma_raw_decoder_init
00007ff814a2033e (__TEXT,__text) external _lzma_raw_decoder_memusage
00007ff814a1ead5 (__TEXT,__text) external _lzma_raw_encoder
00007ff814a16ff1 (__TEXT,__text) non-external (was a private external) _lzma_raw_encoder_init
00007ff814a1eac1 (__TEXT,__text) external _lzma_raw_encoder_memusage
00007ff814a34210 (__TEXT,__const) non-external (was a private external) _lzma_rc_prices
00007ff814a296b5 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_decoder_init
00007ff814a29692 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm64_encoder_init
00007ff814a2c587 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_decoder_init
00007ff814a2c564 (__TEXT,__text) non-external (was a private external) _lzma_simple_arm_encoder_init
00007ff814a2c64a (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_decoder_init
00007ff814a2c627 (__TEXT,__text) non-external (was a private external) _lzma_simple_armthumb_encoder_init
00007ff814a2bac7 (__TEXT,__text) non-external (was a private external) _lzma_simple_coder_init
00007ff814a2c3d2 (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_decoder_init
00007ff814a2c3af (__TEXT,__text) non-external (was a private external) _lzma_simple_ia64_encoder_init
00007ff814a2c2cf (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_decoder_init
00007ff814a2c2ac (__TEXT,__text) non-external (was a private external) _lzma_simple_powerpc_encoder_init
00007ff814a2c053 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_decode
00007ff814a2c03e (__TEXT,__text) non-external (was a private external) _lzma_simple_props_encode
00007ff814a2c024 (__TEXT,__text) non-external (was a private external) _lzma_simple_props_size
00007ff814a2dd11 (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_decoder_init
00007ff814a2dcee (__TEXT,__text) non-external (was a private external) _lzma_simple_sparc_encoder_init
00007ff814a2c10e (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_decoder_init
00007ff814a2c0b6 (__TEXT,__text) non-external (was a private external) _lzma_simple_x86_encoder_init
00007ff814a235cf (__TEXT,__text) external _lzma_str_from_filters
00007ff814a23a7d (__TEXT,__text) external _lzma_str_list_filters
00007ff814a230b1 (__TEXT,__text) external _lzma_str_to_filters
00007ff814a1ed03 (__TEXT,__text) external _lzma_stream_buffer_bound
00007ff814a20f98 (__TEXT,__text) external _lzma_stream_buffer_decode
00007ff814a1ed2c (__TEXT,__text) external _lzma_stream_buffer_encode
00007ff814a21c7c (__TEXT,__text) external _lzma_stream_decoder
00007ff814a21508 (__TEXT,__text) non-external (was a private external) _lzma_stream_decoder_init
00007ff814a29c34 (__TEXT,__text) external _lzma_stream_decoder_mt
00007ff814a16698 (__TEXT,__text) external _lzma_stream_encoder
00007ff814a2c73c (__TEXT,__text) external _lzma_stream_encoder_mt
00007ff814a2cade (__TEXT,__text) external _lzma_stream_encoder_mt_memusage
00007ff814a1dbdc (__TEXT,__text) external _lzma_stream_flags_compare
00007ff814a21d61 (__TEXT,__text) external _lzma_stream_footer_decode
00007ff814a1cc82 (__TEXT,__text) external _lzma_stream_footer_encode
00007ff814a21cdb (__TEXT,__text) external _lzma_stream_header_decode
00007ff814a16995 (__TEXT,__text) external _lzma_stream_header_encode
00007ff814a166fb (__TEXT,__text) non-external (was a private external) _lzma_strm_init
00007ff814a1d250 (__TEXT,__text) non-external (was a private external) _lzma_validate_chain
00007ff814a1cfbc (__TEXT,__text) external _lzma_version_number
00007ff814a1cfc7 (__TEXT,__text) external _lzma_version_string
00007ff814a21dda (__TEXT,__text) external _lzma_vli_decode
00007ff814a188ba (__TEXT,__text) external _lzma_vli_encode
00007ff814a16e37 (__TEXT,__text) external _lzma_vli_size
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff814a1be79 (__TEXT,__text) non-external _match
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff814a21283 (__TEXT,__text) non-external _microlzma_decode
00007ff814a214e5 (__TEXT,__text) non-external _microlzma_decoder_end
00007ff814a211b2 (__TEXT,__text) non-external _microlzma_decoder_init
00007ff814a1e7fb (__TEXT,__text) non-external _microlzma_encode
00007ff814a1e8b7 (__TEXT,__text) non-external _microlzma_encoder_end
00007ff814a1e6da (__TEXT,__text) non-external _microlzma_encoder_init
00007ff814a24b31 (__TEXT,__text) non-external _move_head_to_cache
00007ff814a19e0a (__TEXT,__text) non-external _move_pos
00007ff814a23051 (__TEXT,__text) non-external _normalize
00007ff814a2400c (__TEXT,__text) non-external _parse_bcj
00007ff814a24023 (__TEXT,__text) non-external _parse_delta
00007ff814a23fab (__TEXT,__text) non-external _parse_lzma12
00007ff814a24047 (__TEXT,__text) non-external _parse_options
00007ff814a2c2f2 (__TEXT,__text) non-external _powerpc_code
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_sigmask (from libSystem)
00007ff814a19e38 (__TEXT,__text) non-external _rc_encode
00007ff814a2afd4 (__TEXT,__text) non-external _read_output_and_wait
00007ff814a25b09 (__TEXT,__text) non-external _reverse_seek
00007ff814a2bc38 (__TEXT,__text) non-external _simple_code
00007ff814a2bf5f (__TEXT,__text) non-external _simple_coder_end
00007ff814a2bf8c (__TEXT,__text) non-external _simple_coder_update
00007ff814a2dd34 (__TEXT,__text) non-external _sparc_code
00007ff814a23a34 (__TEXT,__text) non-external _str_append_str
00007ff814a23ed8 (__TEXT,__text) non-external _str_append_u32
00007ff814a32180 (__TEXT,__const) non-external _str_append_u32.suffixes
00007ff814a21685 (__TEXT,__text) non-external _stream_decode
00007ff814a29f74 (__TEXT,__text) non-external _stream_decode_mt
00007ff814a21c04 (__TEXT,__text) non-external _stream_decoder_end
00007ff814a21c38 (__TEXT,__text) non-external _stream_decoder_get_check
00007ff814a21c44 (__TEXT,__text) non-external _stream_decoder_memconfig
00007ff814a2acdc (__TEXT,__text) non-external _stream_decoder_mt_end
00007ff814a2ad36 (__TEXT,__text) non-external _stream_decoder_mt_get_check
00007ff814a2add6 (__TEXT,__text) non-external _stream_decoder_mt_get_progress
00007ff814a29c8e (__TEXT,__text) non-external _stream_decoder_mt_init
00007ff814a2ad42 (__TEXT,__text) non-external _stream_decoder_mt_memconfig
00007ff814a18316 (__TEXT,__text) non-external _stream_encode
00007ff814a2e050 (__TEXT,__const) non-external _stream_encode.convert
00007ff814a2cc50 (__TEXT,__text) non-external _stream_encode_mt
00007ff814a1cd60 (__TEXT,__text) non-external _stream_encoder_end
00007ff814a1f00a (__TEXT,__text) non-external _stream_encoder_init
00007ff814a2d4bc (__TEXT,__text) non-external _stream_encoder_mt_end
00007ff814a2c79c (__TEXT,__text) non-external _stream_encoder_mt_init
00007ff814a2d5f0 (__TEXT,__text) non-external _stream_encoder_mt_update
00007ff814a16b32 (__TEXT,__text) non-external _stream_encoder_update
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctl (from libSystem)
00007ff814a2ae8c (__TEXT,__text) non-external _threads_end
00007ff814a2d6c8 (__TEXT,__text) non-external _threads_end
00007ff814a2af6b (__TEXT,__text) non-external _threads_stop
00007ff814a2d78d (__TEXT,__text) non-external _threads_stop
00007ff814a1cf2e (__TEXT,__text) non-external (was a private external) _tuklib_cpucores
00007ff814a1ceee (__TEXT,__text) non-external (was a private external) _tuklib_physmem
00007ff814a2b47c (__TEXT,__text) non-external _worker_decoder
00007ff814a2b441 (__TEXT,__text) non-external _worker_enable_partial_update
