                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80e2d6661 (__TEXT,__text) external __cg_jcopy_block_row
00007ff80e2edad2 (__TEXT,__text) external __cg_jpeg_destroy_compress
00007ff80e2d7027 (__TEXT,__text) external __cg_jpeg_destroy_decompress
00007ff80e2f6c93 (__TEXT,__text) external __cg_jpeg_fdct_float
00007ff80e2f1258 (__TEXT,__text) external __cg_jpeg_fdct_ifast
00007ff80e2e4f58 (__TEXT,__text) external __cg_jpeg_fdct_islow
00007ff80e2edb39 (__TEXT,__text) external __cg_jpeg_finish_compress
00007ff80e2d739a (__TEXT,__text) external __cg_jpeg_finish_decompress
00007ff80e2f2f80 (__TEXT,__text) external __cg_jpeg_finish_output
00007ff80e2d27bd (__TEXT,__text) external __cg_jpeg_free_large
00007ff80e2d27a3 (__TEXT,__text) external __cg_jpeg_free_small
00007ff80e2d27b0 (__TEXT,__text) external __cg_jpeg_get_large
00007ff80e2d2796 (__TEXT,__text) external __cg_jpeg_get_small
00007ff80e2d735d (__TEXT,__text) external __cg_jpeg_has_multiple_scans
00007ff80e2d9572 (__TEXT,__text) external __cg_jpeg_idct_1x1
00007ff80e2d94c2 (__TEXT,__text) external __cg_jpeg_idct_2x2
00007ff80e2d91af (__TEXT,__text) external __cg_jpeg_idct_4x4
00007ff80e2e4a50 (__TEXT,__text) external __cg_jpeg_idct_float
00007ff80e2d3ee8 (__TEXT,__text) external __cg_jpeg_idct_ifast
00007ff80e2d82da (__TEXT,__text) external __cg_jpeg_idct_islow
00007ff80e2d7320 (__TEXT,__text) external __cg_jpeg_input_complete
00007ff80e2d27ca (__TEXT,__text) external __cg_jpeg_mem_available
00007ff80e2d2938 (__TEXT,__text) external __cg_jpeg_mem_init
00007ff80e2d2943 (__TEXT,__text) external __cg_jpeg_mem_term
00007ff80e2f89e0 (__TEXT,__const) external __cg_jpeg_natural_order
00007ff80e2e337d (__TEXT,__text) external __cg_jpeg_new_colormap
00007ff80e2d27db (__TEXT,__text) external __cg_jpeg_open_backing_store
00007ff80e2e044e (__TEXT,__text) external __cg_jpeg_quality_scaling
00007ff80e2e48bc (__TEXT,__text) external __cg_jpeg_read_coefficients
00007ff80e2d703b (__TEXT,__text) external __cg_jpeg_read_header
00007ff80e2f2e5a (__TEXT,__text) external __cg_jpeg_read_raw_data
00007ff80e2f2dab (__TEXT,__text) external __cg_jpeg_read_scanlines
00007ff80e2ce70c (__TEXT,__text) external __cg_jpeg_resync_to_restart
00007ff80e2d061e (__TEXT,__text) external __cg_jpeg_save_markers
00007ff80e2e06d8 (__TEXT,__text) external __cg_jpeg_set_colorspace
00007ff80e2e04ff (__TEXT,__text) external __cg_jpeg_set_defaults
00007ff80e2e0403 (__TEXT,__text) external __cg_jpeg_set_linear_quality
00007ff80e2d09dc (__TEXT,__text) external __cg_jpeg_set_marker_processor
00007ff80e2e0485 (__TEXT,__text) external __cg_jpeg_set_quality
00007ff80e2e0a88 (__TEXT,__text) external __cg_jpeg_simple_progression
00007ff80e2e00b0 (__TEXT,__text) external __cg_jpeg_start_compress
00007ff80e2f2bbe (__TEXT,__text) external __cg_jpeg_start_decompress
00007ff80e2f2f17 (__TEXT,__text) external __cg_jpeg_start_output
00007ff80e2ee873 (__TEXT,__text) external __cg_jpeg_std_error
00007ff80e2d11b9 (__TEXT,__text) external __cg_jpeg_std_huff_table
00007ff80e2f8770 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_chrominance
00007ff80e2f86a0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_luminance
00007ff80e2f8680 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_chrominance
00007ff80e2f8660 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_luminance
00007ff80e2f8790 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_chrominance
00007ff80e2f86c0 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
00007ff80e2f8691 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
00007ff80e2f8671 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00007ff840909570 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
00007ff80e2f6f5f (__TEXT,__text) external __cg_jpeg_stdio_dest
00007ff80e2d2949 (__TEXT,__text) external __cg_jpeg_stdio_src
00007ff80e2edae6 (__TEXT,__text) external __cg_jpeg_suppress_tables
00007ff80e2f157d (__TEXT,__text) external __cg_jpeg_write_coefficients
00007ff80e2edd0d (__TEXT,__text) external __cg_jpeg_write_m_byte
00007ff80e2edcb1 (__TEXT,__text) external __cg_jpeg_write_m_header
00007ff80e2edc22 (__TEXT,__text) external __cg_jpeg_write_marker
00007ff80e2e01f5 (__TEXT,__text) external __cg_jpeg_write_raw_data
00007ff80e2e0131 (__TEXT,__text) external __cg_jpeg_write_scanlines
00007ff80e2edd1f (__TEXT,__text) external __cg_jpeg_write_tables
00007ff80e2d65ee (__TEXT,__text) external __cg_jround_up
00007ff80e2d5850 (__TEXT,__text) external __cg_switch_color_deconverter
00007ff80e2f7bbb (__TEXT,__text) non-external _access_virt_barray
00007ff80e2f7a4f (__TEXT,__text) non-external _access_virt_sarray
00007ff80e2f7685 (__TEXT,__text) non-external _alloc_barray
00007ff80e2f672b (__TEXT,__text) non-external _alloc_fs_workspace
00007ff80e2f74d8 (__TEXT,__text) non-external _alloc_large
00007ff80e2f75ba (__TEXT,__text) non-external _alloc_sarray
00007ff80e2f736f (__TEXT,__text) non-external _alloc_small
00007ff80e2d3d67 (__TEXT,__text) non-external _arith_decode
00007ff80e2d2595 (__TEXT,__text) non-external _arith_encode
00007ff80e2f9850 (__TEXT,__const) non-external _base_dither_matrix
00007ff80e2f97d0 (__TEXT,__const) non-external _bmask
00007ff80e2d54e6 (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff80e2d292a (__TEXT,__text) non-external _close_backing_store
00007ff80e2cc954 (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff80e2f6803 (__TEXT,__text) non-external _color_quantize
00007ff80e2f678a (__TEXT,__text) non-external _color_quantize3
00007ff80e2d5a63 (__TEXT,__text) non-external _compress_data
00007ff80e2d5d64 (__TEXT,__text) non-external _compress_first_pass
00007ff80e2d63e8 (__TEXT,__text) non-external _compress_output
00007ff80e2f1a36 (__TEXT,__text) non-external _compress_output
00007ff80e2e1195 (__TEXT,__text) non-external _consume_data
00007ff80e2d7853 (__TEXT,__text) non-external _consume_markers
00007ff80e2f65e7 (__TEXT,__text) non-external _create_colorindex
00007ff80e2d3818 (__TEXT,__text) non-external _decode_mcu
00007ff80e2f0b44 (__TEXT,__text) non-external _decode_mcu
00007ff80e2d333e (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80e2efa9b (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80e2d3628 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80e2efdfe (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80e2d3108 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80e2ef882 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80e2d3589 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80e2efcf9 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80e2f06de (__TEXT,__text) non-external _decode_mcu_sub
00007ff80e2e13af (__TEXT,__text) non-external _decompress_data
00007ff80e2e157c (__TEXT,__text) non-external _decompress_onepass
00007ff80e2e185d (__TEXT,__text) non-external _decompress_smooth_data
00007ff80e2f7f96 (__TEXT,__text) non-external _do_barray_io
00007ff80e2f7ea9 (__TEXT,__text) non-external _do_sarray_io
00007ff80e2e1574 (__TEXT,__text) non-external _dummy_consume_data
00007ff80e2f5dc1 (__TEXT,__text) non-external _dump_buffer_e
00007ff80e2d2750 (__TEXT,__text) non-external _emit_byte
00007ff80e2f27c5 (__TEXT,__text) non-external _emit_byte
00007ff80e2f2a8f (__TEXT,__text) non-external _emit_dht
00007ff80e2f2808 (__TEXT,__text) non-external _emit_dqt
00007ff80e2f5768 (__TEXT,__text) non-external _emit_eobrun
00007ff80e2ee90b (__TEXT,__text) non-external _emit_message
00007ff80e2d245e (__TEXT,__text) non-external _emit_restart
00007ff80e2f5e0b (__TEXT,__text) non-external _emit_restart_e
00007ff80e2f2961 (__TEXT,__text) non-external _emit_sof
00007ff80e2f71b0 (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff80e2f6fe0 (__TEXT,__text) non-external _empty_output_buffer
00007ff80e2d1f88 (__TEXT,__text) non-external _encode_mcu
00007ff80e2d19af (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80e2f3990 (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80e2d1d3e (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80e2f3fdc (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80e2d1775 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80e2f368a (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80e2d1c95 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80e2f3e4b (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80e2f47b4 (__TEXT,__text) non-external _encode_mcu_gather
00007ff80e2f49f6 (__TEXT,__text) non-external _encode_mcu_huff
00007ff80e2ee8ea (__TEXT,__text) non-external _error_exit
00007ff80e2d0e2c (__TEXT,__text) non-external _examine_app0
00007ff80e2d1067 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff80e2f99c0 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff80e2e0d26 (__TEXT,__text) non-external _fill_dc_scans
00007ff80e2d29eb (__TEXT,__text) non-external _fill_input_buffer
00007ff80e2ce160 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff80e2d2b57 (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff80e2f8850 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff80e2d82af (__TEXT,__text) non-external _finish_input_pass
00007ff80e2e38c5 (__TEXT,__text) non-external _finish_output_pass
00007ff80e2d15f5 (__TEXT,__text) non-external _finish_pass
00007ff80e2d3102 (__TEXT,__text) non-external _finish_pass
00007ff80e2cd52a (__TEXT,__text) non-external _finish_pass1
00007ff80e2cdd6b (__TEXT,__text) non-external _finish_pass2
00007ff80e2f65d0 (__TEXT,__text) non-external _finish_pass_1_quant
00007ff80e2f32ed (__TEXT,__text) non-external _finish_pass_gather
00007ff80e2ef856 (__TEXT,__text) non-external _finish_pass_huff
00007ff80e2f342b (__TEXT,__text) non-external _finish_pass_huff
00007ff80e2e2ce6 (__TEXT,__text) non-external _finish_pass_master
00007ff80e2f99b0 (__TEXT,__const) non-external _first_pool_slop
00007ff80e2eea0c (__TEXT,__text) non-external _format_message
00007ff80e2d4ae2 (__TEXT,__text) non-external _forward_DCT
00007ff80e2d4c44 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80e2f7d2b (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff80e2ee1c1 (__TEXT,__text) non-external _fullsize_downsample
00007ff80e2edfff (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff80e2e4305 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff80e2d3ea7 (__TEXT,__text) non-external _get_byte
00007ff80e2d048a (__TEXT,__text) non-external _get_interesting_appn
00007ff80e2d0a22 (__TEXT,__text) non-external _get_sof
00007ff80e2d538c (__TEXT,__text) non-external _gray_rgb_convert
00007ff80e2cc58a (__TEXT,__text) non-external _grayscale_convert
00007ff80e2d520a (__TEXT,__text) non-external _grayscale_convert
00007ff80e2ee24e (__TEXT,__text) non-external _h2v1_downsample
00007ff80e2ef02c (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff80e2e430e (__TEXT,__text) non-external _h2v1_upsample
00007ff80e2ee604 (__TEXT,__text) non-external _h2v2_downsample
00007ff80e2eedd5 (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff80e2ee333 (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff80e2e4369 (__TEXT,__text) non-external _h2v2_upsample
00007ff80e2f6fb0 (__TEXT,__text) non-external _init_destination
00007ff80e2cd417 (__TEXT,__text) non-external _init_error_limit
00007ff80e2f71aa (__TEXT,__text) non-external _init_mem_destination
00007ff80e2d2b51 (__TEXT,__text) non-external _init_mem_source
00007ff80e2d29da (__TEXT,__text) non-external _init_source
00007ff80e2ee712 (__TEXT,__text) non-external _int_downsample
00007ff80e2e440c (__TEXT,__text) non-external _int_upsample
00007ff80e2d65dc (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff80e2d2b94 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff80e2d1325 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff80e2f80f0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff80e2cbd20 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff80e2d7445 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff80e2e03be (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff80e2e6729 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff80e2eaf20 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff80e2e6b7a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff80e2e718e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff80e2ea8d2 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff80e2e7735 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff80e2e7e0d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff80e2e9fde (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff80e2e84e5 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff80e2e8c20 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff80e2e9548 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff80e2e62f6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff80e2ed91f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff80e2eba83 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff80e2e6245 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff80e2ed80f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff80e2e6119 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff80e2ed63b (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff80e2eb910 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff80e2e5eb0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff80e2ecf28 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff80e2ecb8c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff80e2e5c9d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff80e2ec774 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff80e2eb76a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff80e2e5a5a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff80e2ec1d1 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff80e2e571a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff80e2ebb07 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff80e2eb401 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff80e2e6369 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff80e2f1005 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff80e2f5a8d (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff80e2f1156 (__TEXT,__text) non-external _jpeg_huff_decode
00007ff80e2d99f5 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff80e2ddb16 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff80e2d9eca (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff80e2da50a (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff80e2dd680 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff80e2daae7 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff80e2db1e7 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff80e2dd0be (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff80e2db8d0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff80e2dc04d (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff80e2dc8ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff80e2e004d (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff80e2de5a2 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff80e2dfef7 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff80e2d9362 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff80e2dfce6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff80e2de41b (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff80e2df910 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff80e2df526 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff80e2d8f37 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff80e2df100 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff80e2de206 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff80e2d8c66 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff80e2debe6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff80e2d886d (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff80e2de603 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff80e2ddefe (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff80e2d95a8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff80e2f548a (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff80e2f03c7 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff80e2f70b9 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff80e2d2abf (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff80e2f8ea0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff80e2f8e30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff80e2f8db0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff80e2f8d00 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff80e2f8c30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff80e2f8b20 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff80e2f96d0 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff80e2f9480 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff80e2f9490 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff80e2f94c0 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff80e2f9500 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff80e2f9570 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff80e2f9600 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff80e2ef002 (__TEXT,__text) non-external _merged_1v_upsample
00007ff80e2eecf8 (__TEXT,__text) non-external _merged_2v_upsample
00007ff80e2f65d6 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff80e2cd403 (__TEXT,__text) non-external _new_color_map_2_quant
00007ff80e2ce84a (__TEXT,__text) non-external _next_marker
00007ff80e2e42f8 (__TEXT,__text) non-external _noop_upsample
00007ff80e2cc8e9 (__TEXT,__text) non-external _null_convert
00007ff80e2d57e2 (__TEXT,__text) non-external _null_convert
00007ff80e2cc584 (__TEXT,__text) non-external _null_method
00007ff80e2ee95f (__TEXT,__text) non-external _output_message
00007ff80e2f2ca0 (__TEXT,__text) non-external _output_pass_setup
00007ff80e2cd912 (__TEXT,__text) non-external _pass2_fs_dither
00007ff80e2cdc7b (__TEXT,__text) non-external _pass2_no_dither
00007ff80e2e2cb2 (__TEXT,__text) non-external _pass_startup
00007ff80e2e2ef3 (__TEXT,__text) non-external _per_scan_setup
00007ff80e2e4684 (__TEXT,__text) non-external _post_process_1pass
00007ff80e2e47f2 (__TEXT,__text) non-external _post_process_2pass
00007ff80e2e470a (__TEXT,__text) non-external _post_process_prepass
00007ff80e2d6abb (__TEXT,__text) non-external _pre_process_context
00007ff80e2d6cf5 (__TEXT,__text) non-external _pre_process_data
00007ff80e2e3746 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff80e2e2af6 (__TEXT,__text) non-external _prepare_for_pass
00007ff80e2cd4b4 (__TEXT,__text) non-external _prescan_quantize
00007ff80e2e3c54 (__TEXT,__text) non-external _process_data_context_main
00007ff80e2e3fdd (__TEXT,__text) non-external _process_data_crank_post
00007ff80e2d6771 (__TEXT,__text) non-external _process_data_simple_main
00007ff80e2e3f64 (__TEXT,__text) non-external _process_data_simple_main
00007ff80e2d3c21 (__TEXT,__text) non-external _process_restart
00007ff80e2f0f78 (__TEXT,__text) non-external _process_restart
00007ff80e2f6897 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff80e2f6ac0 (__TEXT,__text) non-external _quantize_fs_dither
00007ff80e2f69cc (__TEXT,__text) non-external _quantize_ord_dither
00007ff80e2d2844 (__TEXT,__text) non-external _read_backing_store
00007ff80e2cea84 (__TEXT,__text) non-external _read_markers
00007ff80e2d0320 (__TEXT,__text) non-external _read_restart_marker
00007ff80e2f7872 (__TEXT,__text) non-external _realize_virt_arrays
00007ff80e2f77e2 (__TEXT,__text) non-external _request_virt_barray
00007ff80e2f7752 (__TEXT,__text) non-external _request_virt_sarray
00007ff80e2eeade (__TEXT,__text) non-external _reset_error_mgr
00007ff80e2d7fe6 (__TEXT,__text) non-external _reset_input_controller
00007ff80e2cea54 (__TEXT,__text) non-external _reset_marker_reader
00007ff80e2d52bf (__TEXT,__text) non-external _rgb1_gray_convert
00007ff80e2d5630 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff80e2cc715 (__TEXT,__text) non-external _rgb_convert
00007ff80e2d55c2 (__TEXT,__text) non-external _rgb_convert
00007ff80e2cc697 (__TEXT,__text) non-external _rgb_gray_convert
00007ff80e2d5228 (__TEXT,__text) non-external _rgb_gray_convert
00007ff80e2cc780 (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff80e2cc801 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff80e2cc5d6 (__TEXT,__text) non-external _rgb_ycc_start
00007ff80e2d06e6 (__TEXT,__text) non-external _save_marker
00007ff80e2f9950 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff80e2e2d4e (__TEXT,__text) non-external _select_scan_parameters
00007ff80e2f7e66 (__TEXT,__text) non-external _self_destruct
00007ff80e2edf68 (__TEXT,__text) non-external _sep_downsample
00007ff80e2e41c9 (__TEXT,__text) non-external _sep_upsample
00007ff80e2d2a6f (__TEXT,__text) non-external _skip_input_data
00007ff80e2d03b0 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff80e2d802d (__TEXT,__text) non-external _start_input_pass
00007ff80e2e1015 (__TEXT,__text) non-external _start_input_pass
00007ff80e2e1060 (__TEXT,__text) non-external _start_output_pass
