00007fff8691d0b0 (__DATA,__data) external _DefaultServerName
00007fff8691e7f0 (__DATA,__data) external _gphNciNfc_GetRtngConfigSequence
00007fff8691a060 (__DATA,__data) external _gphNciNfc_GetSmbLogCmdSeq
00007fff8691e870 (__DATA,__data) external _gphNciNfc_GetTransitionSequence
00007fff8691a0c0 (__DATA,__data) external _gphNciNfc_GetUsrAreaAddrSeq
00007fff8691a140 (__DATA,__data) external _gphNciNfc_GetVasCodeSeq
00007fff8691cf90 (__DATA,__data) external _gphNciNfc_IFPwrCtrlSequence
00007fff8691a4b0 (__DATA,__data) external _gphNciNfc_InitSequence
00007fff8691e730 (__DATA,__data) external _gphNciNfc_IsoDepPresChkSequence
00007fff8691d500 (__DATA,__data) external _gphNciNfc_LogConnCloseSequence
00007fff8691d4e0 (__DATA,__data) external _gphNciNfc_LogConnOpenSequence
00007fff8691cf50 (__DATA,__data) external _gphNciNfc_ModeSetSequence
00007fff8691a520 (__DATA,__data) external _gphNciNfc_NfccStandbySequence
00007fff8691cf70 (__DATA,__data) external _gphNciNfc_NfceeDiscSequence
00007fff8691e000 (__DATA,__data) external _gphNciNfc_NfceeSelectSequence
00007fff8691a220 (__DATA,__data) external _gphNciNfc_PrbsTestSequence
00007fff8691e7d0 (__DATA,__data) external _gphNciNfc_ProtoIfMapSequence
00007fff8691a020 (__DATA,__data) external _gphNciNfc_ReadSwioVoltageSequence
00007fff8691a500 (__DATA,__data) external _gphNciNfc_ReleaseSequence
00007fff8691a160 (__DATA,__data) external _gphNciNfc_SetChipScopeSeq
00007fff8691e790 (__DATA,__data) external _gphNciNfc_SetConfigSequence
00007fff8691e7b0 (__DATA,__data) external _gphNciNfc_SetConfigSignedSequence
00007fff8691a250 (__DATA,__data) external _gphNciNfc_SetRfCalDataSequence
00007fff8691e810 (__DATA,__data) external _gphNciNfc_SetRtngConfigSequence
00007fff8691a120 (__DATA,__data) external _gphNciNfc_SetVasCodeSeq
00007fff8691cfb0 (__DATA,__data) external _gphNciNfc_SvddOnCtrlSequence
00007fff8691a1f0 (__DATA,__data) external _gphNciNfc_SwpSelfTestSequence
00007fff8691a5c0 (__DATA,__data) external _gphNciNfc_T3TSequence
00007fff8691e710 (__DATA,__data) external _gphNciNfc_TrigRfOnSequence
00007fff8691ee08 (__DATA,__common) external _gphNfc_DebugInfo
00007fff8691ed80 (__DATA,__common) external _gpphDnldContext
00007fff8691f310 (__DATA,__common) external _gpphDnldNfc_CoreContext
00007fff8691ee10 (__DATA,__common) external _gpphNciNfc_Context
00007fff8691ee18 (__DATA,__common) external _gpphNciNfc_CoreContext
00007fff8691ed36 (__DATA,__common) external _gwLibNfc_APC_CTRL2
00007fff8691ed22 (__DATA,__common) external _gwLibNfc_Additional_Phase_Offset
00007fff8691ecf4 (__DATA,__common) external _gwLibNfc_Clock_Sel_Cfg
00007fff8691ecf6 (__DATA,__common) external _gwLibNfc_Clock_To_Cfg
00007fff8691ed08 (__DATA,__common) external _gwLibNfc_Customer_Trimming
00007fff8691ecf2 (__DATA,__common) external _gwLibNfc_DIE_ID
00007fff8691ed0a (__DATA,__common) external _gwLibNfc_DPLL_Settings
00007fff8691ed3c (__DATA,__common) external _gwLibNfc_DavenPortTxHappenedTO
00007fff8691ed2e (__DATA,__common) external _gwLibNfc_GC_Detected_Flag
00007fff8691ed2c (__DATA,__common) external _gwLibNfc_GC_READER_RSSI_THRESHOLD
00007fff8691ed30 (__DATA,__common) external _gwLibNfc_GC_READER_SERVICE_CODE
00007fff8691ed28 (__DATA,__common) external _gwLibNfc_GPIO_Test_Mode
00007fff8691ed3e (__DATA,__common) external _gwLibNfc_GenericAExpTxHappenedTO
00007fff8691ecf8 (__DATA,__common) external _gwLibNfc_HLM_MiniNV
00007fff8691ed26 (__DATA,__common) external _gwLibNfc_HLM_Test_Mode
00007fff8691ed1a (__DATA,__common) external _gwLibNfc_HlmWaterLevel
00007fff8691ed04 (__DATA,__common) external _gwLibNfc_IOT_Cfg
00007fff8691ed20 (__DATA,__common) external _gwLibNfc_ISO15693_Flags
00007fff8691ed16 (__DATA,__common) external _gwLibNfc_ISO15693_GT
00007fff8691ed12 (__DATA,__common) external _gwLibNfc_LPDET_Trimming
00007fff8691ed1e (__DATA,__common) external _gwLibNfc_Lpcd
00007fff8691d7c0 (__DATA,__data) external _gwLibNfc_MwApi_Map
00007fff8691ed0c (__DATA,__common) external _gwLibNfc_NFCLD_Threshold
00007fff8691ed10 (__DATA,__common) external _gwLibNfc_NFCLD_Trimming
00007fff8691ed38 (__DATA,__common) external _gwLibNfc_NUMBER_OF_FRAMES_TO_WAIT
00007fff8691ed1c (__DATA,__common) external _gwLibNfc_NoUartMsgRxTimeout
00007fff8691ed00 (__DATA,__common) external _gwLibNfc_PMU_Cfg
00007fff8691ed34 (__DATA,__common) external _gwLibNfc_RF_Flags_Cfg
00007fff8691ed2a (__DATA,__common) external _gwLibNfc_RF_OFF
00007fff8691ed44 (__DATA,__common) external _gwLibNfc_RF_Off_Filtering_Duration
00007fff8691ecfe (__DATA,__common) external _gwLibNfc_RF_Transition_Cfg
00007fff8691ed14 (__DATA,__common) external _gwLibNfc_RSSI_Trimming
00007fff8691ed0e (__DATA,__common) external _gwLibNfc_RfOffFiltering
00007fff8691ed48 (__DATA,__common) external _gwLibNfc_RxBufferUnlockGuardTo_Cfg
00007fff8691ed3a (__DATA,__common) external _gwLibNfc_SuicaExpDynTransHappenedTO
00007fff8691ed24 (__DATA,__common) external _gwLibNfc_SuicaExpPreTxHappenedTO
00007fff8691ed46 (__DATA,__common) external _gwLibNfc_SuicaExpTxHappenedTO
00007fff8691ed42 (__DATA,__common) external _gwLibNfc_Suica_Trans_End_Pattern
00007fff8691ed40 (__DATA,__common) external _gwLibNfc_Suica_Trans_End_Pattern_Extd
00007fff8691ed32 (__DATA,__common) external _gwLibNfc_Sys_CalData_RFSAC
00007fff8691ed06 (__DATA,__common) external _gwLibNfc_Sys_Stats_Marking_Code
00007fff8691ed18 (__DATA,__common) external _gwLibNfc_TO_DET_15693
00007fff8691a6d0 (__DATA,__data) external _gwLibNfc_TagID_Map
00007fff8691ecfa (__DATA,__common) external _gwLibNfc_To_StdBy
00007fff8691ed02 (__DATA,__common) external _gwLibNfc_Trim_Cust_Ext
00007fff8691ecfc (__DATA,__common) external _gwLibNfc_Watchdog_Enable_Debug
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007fff8691ed50 (__DATA,__common) external _pNdefRecord
00007fff8691e890 (__DATA,__data) external _paHsubaudrate
00007fff8691e8e0 (__DATA,__data) external _paHsubaudrate_4_0
00007fff8691e930 (__DATA,__data) external _paHsubaudrate_old
00007fff7785aec8 (__TEXT,__text) external _phDnldNfc_BuildHdllPkt
00007fff7782076e (__TEXT,__text) external _phDnldNfc_CloseFwLibHandle
00007fff7785ae2b (__TEXT,__text) external _phDnldNfc_CoreDeInit
00007fff7785ad58 (__TEXT,__text) external _phDnldNfc_CoreInit
00007fff7785c27b (__TEXT,__text) external _phDnldNfc_CoreSendCb
00007fff777e4e58 (__TEXT,__text) external _phDnldNfc_DnldCfgHsuBaudRate
00007fff777e5095 (__TEXT,__text) external _phDnldNfc_DnldCfgHsuBaudRateCb
00007fff777e33dd (__TEXT,__text) external _phDnldNfc_DnldChkIntegrity
00007fff777e3555 (__TEXT,__text) external _phDnldNfc_DnldChkIntegrityCb
00007fff777e4414 (__TEXT,__text) external _phDnldNfc_DnldChkIntegrityRecoverCb
00007fff777e5198 (__TEXT,__text) external _phDnldNfc_DnldComplete
00007fff777e3bb8 (__TEXT,__text) external _phDnldNfc_DnldFlashIntegrityCb
00007fff777e2b44 (__TEXT,__text) external _phDnldNfc_DnldGetSessnState
00007fff777e2c14 (__TEXT,__text) external _phDnldNfc_DnldGetSessnStateCb
00007fff777e2e7e (__TEXT,__text) external _phDnldNfc_DnldGetVersion
00007fff777e2f4e (__TEXT,__text) external _phDnldNfc_DnldGetVersionCb
00007fff777e5518 (__TEXT,__text) external _phDnldNfc_DnldInitComplete
00007fff777e48e0 (__TEXT,__text) external _phDnldNfc_DnldLog
00007fff777e49ee (__TEXT,__text) external _phDnldNfc_DnldLogCb
00007fff777e4a73 (__TEXT,__text) external _phDnldNfc_DnldLogReadCb
00007fff777e2d47 (__TEXT,__text) external _phDnldNfc_DnldPrevSessnStateCb
00007fff777e4b91 (__TEXT,__text) external _phDnldNfc_DnldRecover
00007fff777e4c92 (__TEXT,__text) external _phDnldNfc_DnldRecoverCb
00007fff7785bec0 (__TEXT,__text) external _phDnldNfc_DnldValidateRxdPkt
00007fff7785bfaa (__TEXT,__text) external _phDnldNfc_DnldVldtCrcRcvd
00007fff777e3209 (__TEXT,__text) external _phDnldNfc_DnldWrite
00007fff777e3323 (__TEXT,__text) external _phDnldNfc_DnldWriteCb
00007fff77820508 (__TEXT,__text) external _phDnldNfc_FreeDnldContext
00007fff777e4cf9 (__TEXT,__text) external _phDnldNfc_GetDieId
00007fff777e4db5 (__TEXT,__text) external _phDnldNfc_GetDieIdCb
00007fff77820555 (__TEXT,__text) external _phDnldNfc_InitImgInfo
00007fff7785b39c (__TEXT,__text) external _phDnldNfc_RecvDnldPkt
00007fff7785b2f5 (__TEXT,__text) external _phDnldNfc_ReqTmlRead
00007fff7785c33d (__TEXT,__text) external _phDnldNfc_RspTimeOutCb
00007fff778203c3 (__TEXT,__text) external _phDnldNfc_SetHwDevHandle
00007fff7785b77b (__TEXT,__text) external _phDnldNfc_UpdateRsp
00007fff7780c06c (__TEXT,__text) external _phFriNfc_ConnHandover_SendMsg
00007fff777d7e89 (__TEXT,__text) external _phFriNfc_Desf_HChkAndParseTLV
00007fff7782ba5a (__TEXT,__text) external _phFriNfc_Desf_HCreatCCFile
00007fff7782bac9 (__TEXT,__text) external _phFriNfc_Desf_HCreatNDEFFile
00007fff7782b97e (__TEXT,__text) external _phFriNfc_Desf_HCreateApp
00007fff7782b6dc (__TEXT,__text) external _phFriNfc_Desf_HGetHWVersion
00007fff7782b7c3 (__TEXT,__text) external _phFriNfc_Desf_HGetSWVersion
00007fff7782b90c (__TEXT,__text) external _phFriNfc_Desf_HGetUIDDetails
00007fff7782bc61 (__TEXT,__text) external _phFriNfc_Desf_HReadOnlyReadCCFile
00007fff7782be7c (__TEXT,__text) external _phFriNfc_Desf_HReadOnlySelectApp
00007fff7782bed6 (__TEXT,__text) external _phFriNfc_Desf_HReadOnlySelectAppEV1
00007fff7782bd3e (__TEXT,__text) external _phFriNfc_Desf_HReadOnlyWriteCCFile
00007fff7782b9eb (__TEXT,__text) external _phFriNfc_Desf_HSelectApp
00007fff7782b734 (__TEXT,__text) external _phFriNfc_Desf_HSendTransCmd
00007fff7782b835 (__TEXT,__text) external _phFriNfc_Desf_HUpdateVersionDetails
00007fff7782bb38 (__TEXT,__text) external _phFriNfc_Desf_HWrCCBytes
00007fff7782bba7 (__TEXT,__text) external _phFriNfc_Desf_HWrNDEFData
00007fff7782b282 (__TEXT,__text) external _phFriNfc_Desf_HWrapISONativeCmds
00007fff7782bf30 (__TEXT,__text) external _phFriNfc_Desf_Process
